,Wavelength,Sum,Li I (2.0e-02),Li II (9.8e-01),Li III (1.7e-28)
2349,420.04,6.8739999999999995e-31,0,6.8739999999999995e-31,0
2350,420.09,4.013e-31,0,4.013e-31,0
2351,420.14,2.278e-31,0,2.278e-31,0
2352,420.19,1.256e-31,0,1.256e-31,0
2353,420.24,6.736000000000001e-32,0,6.736000000000001e-32,0
2354,420.29,3.5099999999999997e-32,0,3.5099999999999997e-32,0
2355,420.34,1.777e-32,0,1.777e-32,0
2356,420.39,8.750999999999999e-33,0,8.750999999999999e-33,0
2357,420.44,4.1869999999999996e-33,0,4.1869999999999996e-33,0
2358,420.49,1.947e-33,0,1.947e-33,0
2359,420.54,8.7e-34,0,8.7e-34,0
2360,420.59,3.8659999999999995e-34,0,3.8659999999999995e-34,0
2361,420.64,1.64e-34,0,1.64e-34,0
2362,420.69,6.848999999999999e-35,0,6.848999999999999e-35,0
2363,420.74,2.762e-35,0,2.762e-35,0
2364,420.79,1.082e-35,0,1.082e-35,0
2365,420.84,4.126e-36,0,4.126e-36,0
2366,420.89,1.527e-36,0,1.527e-36,0
2367,420.94,5.498999999999999e-37,0,5.498999999999999e-37,0
2368,420.99,1.923e-37,0,1.923e-37,0
2369,421.04,6.539999999999999e-38,0,6.539999999999999e-38,0
2370,421.09,2.161e-38,0,2.161e-38,0
2371,421.14,6.941e-39,0,6.941e-39,0
2372,421.19,2.1659999999999998e-39,0,2.1659999999999998e-39,0
2373,421.24,6.574e-40,0,6.574e-40,0
2374,421.29,1.9389999999999998e-40,0,1.9389999999999998e-40,0
2375,421.34,5.555999999999999e-41,0,5.555999999999999e-41,0
2376,421.39,1.5479999999999998e-41,0,1.5479999999999998e-41,0
2377,421.44,4.191e-42,0,4.191e-42,0
2378,421.49,1.1029999999999999e-42,0,1.1029999999999999e-42,0
2379,421.54,2.821e-43,0,2.821e-43,0
2380,421.59,7.013999999999998e-44,0,7.013999999999998e-44,0
2381,421.64,1.694e-44,0,1.694e-44,0
2382,424.74,7.557e-14,7.557e-14,0,0
2383,424.79,3.045e-13,3.045e-13,0,0
2384,424.84,1.193e-12,1.193e-12,0,0
2385,424.89,4.556999999999999e-12,4.556999999999999e-12,0,0
2386,424.94,1.692e-11,1.692e-11,0,0
2387,424.99,6.11e-11,6.11e-11,0,0
2388,425.04,2.146e-10,2.146e-10,0,0
2389,425.09,7.342999999999999e-10,7.342999999999999e-10,0,0
2390,425.14,2.442e-09,2.442e-09,0,0
2391,425.19,7.907999999999999e-09,7.907999999999999e-09,0,0
2392,425.24,2.49e-08,2.49e-08,0,0
2393,425.29,7.634999999999999e-08,7.634999999999999e-08,0,0
2394,425.34,2.277e-07,2.277e-07,0,0
2395,425.39,6.605e-07,6.605e-07,0,0
2396,425.44,1.864e-06,1.864e-06,0,0
2397,425.49,5.122e-06,5.122e-06,0,0
2398,425.54,1.368e-05,1.368e-05,0,0
2399,425.59,3.55e-05,3.55e-05,0,0
2400,425.64,9.006e-05,9.006e-05,0,0
2401,425.69,0.00022159999999999997,0.00022159999999999997,0,0
2402,425.74,0.0005312,0.0005312,0,0
2403,425.79,0.0012369999999999998,0.0012369999999999998,0,0
2404,425.84,0.002807,0.002807,0,0
2405,425.89,0.006193,0.006193,0,0
2406,425.94,0.0132,0.0132,0,0
2407,425.99,0.02777,0.02777,0,0
2408,426.04,0.05645,0.05645,0,0
2409,426.09,0.1116,0.1116,0,0
2410,426.14,0.2147,0.2147,0,0
2411,426.19,0.4021,0.4021,0,0
2412,426.24,0.7325,0.7325,0,0
2413,426.29,1.298,1.298,0,0
2414,426.34,2.239,2.239,0,0
2415,426.39,3.7560000000000002,3.7560000000000002,0,0
2416,426.44,6.132999999999999,6.132999999999999,0,0
2417,426.49,9.742,9.742,0,0
2418,426.54,15.06,15.06,0,0
2419,426.59,22.64,22.64,0,0
2420,426.64,33.13,33.13,0,0
2421,426.69,47.17,47.17,0,0
2422,426.74,65.33,65.33,0,0
2423,426.79,88.06,88.06,0,0
2424,426.84,115.5,115.5,0,0
2425,426.89,147.3,147.3,0,0
2426,426.94,182.9,182.9,0,0
2427,426.99,221.0,221.0,0,0
2428,427.04,259.7,259.7,0,0
2429,427.09,297.0,297.0,0,0
2430,427.14,330.5,330.5,0,0
2431,427.19,357.8,357.8,0,0
2432,427.24,376.9,376.9,0,0
2433,427.29,386.3,386.3,0,0
2434,427.34,385.3,385.3,0,0
2435,427.39,373.8,373.8,0,0
2436,427.44,353.0,353.0,0,0
2437,427.49,324.2,324.2,0,0
2438,427.54,289.8,289.8,0,0
2439,427.59,252.0,252.0,0,0
2440,427.64,213.3,213.3,0,0
2441,427.69,175.6,175.6,0,0
2442,427.74,140.6,140.6,0,0
2443,427.79,109.6,109.6,0,0
2444,427.84,83.14,83.14,0,0
2445,427.89,61.35,61.35,0,0
2446,427.94,44.04,44.04,0,0
2447,427.99,30.77,30.77,0,0
2448,428.04,20.91,20.91,0,0
2449,428.09,13.83,13.83,0,0
2450,428.14,8.9,8.9,0,0
2451,428.19,5.572,5.572,0,0
2452,428.24,3.3939999999999997,3.3939999999999997,0,0
2453,428.29,2.012,2.012,0,0
2454,428.34,1.16,1.16,0,0
2455,428.39,0.6511,0.6511,0,0
2456,428.44,0.3554,0.3554,0,0
2457,428.49,0.1889,0.1889,0,0
2458,428.54,0.09761,0.09761,0,0
2459,428.59,0.049089999999999995,0.049089999999999995,0,0
2460,428.64,0.02401,0.02401,0,0
2461,428.69,0.01144,0.01144,0,0
2462,428.74,0.005298,0.005298,0,0
2463,428.79,0.0023870000000000002,0.0023870000000000002,0,0
2464,428.84,0.001046,0.001046,0,0
2465,428.89,0.00044699999999999997,0.00044699999999999997,0,0
2466,428.94,0.00018559999999999998,0.00018559999999999998,0,0
2467,428.99,7.498e-05,7.498e-05,0,0
2468,429.04,2.947e-05,2.947e-05,0,0
2469,429.09,1.127e-05,1.127e-05,0,0
2470,429.14,4.193e-06,4.193e-06,0,0
2471,429.19,1.5180000000000001e-06,1.5180000000000001e-06,0,0
2472,429.24,5.34e-07,5.34e-07,0,0
2473,429.29,1.8329999999999998e-07,1.8329999999999998e-07,0,0
2474,429.34,6.115e-08,6.115e-08,0,0
2475,429.39,1.984e-08,1.984e-08,0,0
2476,429.44,6.2660000000000005e-09,6.2660000000000005e-09,0,0
2477,429.49,1.924e-09,1.924e-09,0,0
2478,429.54,5.754999999999999e-10,5.754999999999999e-10,0,0
2479,429.59,1.674e-10,1.674e-10,4.185e-43,0
2480,429.64,4.735e-11,4.735e-11,2.0539999999999996e-42,0
2481,429.69,1.303e-11,1.303e-11,8.040999999999999e-42,0
2482,429.74,3.493e-12,3.493e-12,3.064e-41,0
2483,429.79,9.106e-13,9.106e-13,1.135e-40,0
2484,429.84,2.3e-13,2.3e-13,4.1029999999999995e-40,0
2485,429.89,5.6e-14,5.6e-14,1.442e-39,0
2486,429.94,2.1819999999999998e-38,0,2.1819999999999998e-38,0
2487,429.99,8.587000000000001e-38,0,8.587000000000001e-38,0
2488,430.04,3.2089999999999996e-37,0,3.2089999999999996e-37,0
2489,430.09,1.171e-36,0,1.171e-36,0
2490,430.14,4.1849999999999996e-36,0,4.1849999999999996e-36,0
2491,430.19,1.4599999999999998e-35,0,1.4599999999999998e-35,0
2492,430.24,4.970999999999999e-35,0,4.970999999999999e-35,0
2493,430.29,1.651e-34,0,1.651e-34,0
2494,430.34,5.357e-34,0,5.357e-34,0
2495,430.39,1.695e-33,0,1.695e-33,0
2496,430.44,5.227e-33,0,5.227e-33,0
2497,430.49,1.571e-32,0,1.571e-32,0
2498,430.54,4.608e-32,0,4.608e-32,0
2499,430.59,1.316e-31,0,1.316e-31,0
2500,430.64,3.667e-31,0,3.667e-31,0
2501,430.69,9.940000000000001e-31,0,9.940000000000001e-31,0
2502,430.74,2.63e-30,0,2.63e-30,0
2503,430.79,6.771e-30,0,6.771e-30,0
2504,430.84,1.6989999999999998e-29,0,1.6989999999999998e-29,0
2505,430.89,4.1499999999999995e-29,0,4.1499999999999995e-29,0
2506,430.94,9.873999999999999e-29,0,9.873999999999999e-29,0
2507,430.99,2.288e-28,0,2.288e-28,0
2508,431.04,5.163999999999999e-28,0,5.163999999999999e-28,0
2509,431.09,1.134e-27,0,1.134e-27,0
2510,431.14,2.43e-27,0,2.43e-27,0
2511,431.19,5.063000000000001e-27,0,5.063000000000001e-27,0
2512,431.24,1.0279999999999999e-26,0,1.0279999999999999e-26,0
2513,431.29,2.03e-26,0,2.03e-26,0
2514,431.34,3.9080000000000006e-26,0,3.9080000000000006e-26,0
2515,431.39,7.324e-26,0,7.324e-26,0
2516,431.44,1.336e-25,0,1.336e-25,0
2517,431.49,2.3749999999999997e-25,0,2.3749999999999997e-25,0
2518,431.54,4.107e-25,0,4.107e-25,0
2519,431.59,6.92e-25,0,6.92e-25,0
2520,431.64,1.1340000000000001e-24,0,1.1340000000000001e-24,0
2521,431.69,1.812e-24,0,1.812e-24,0
2522,431.74,2.818e-24,0,2.818e-24,0
2523,431.79,4.268e-24,0,4.268e-24,0
2524,431.84,6.292000000000001e-24,0,6.292000000000001e-24,0
2525,431.89,9.033e-24,0,9.033e-24,0
2526,431.94,1.263e-23,0,1.263e-23,0
2527,431.99,1.7179999999999998e-23,0,1.7179999999999998e-23,0
2528,432.04,2.277e-23,0,2.277e-23,0
2529,432.09,2.937e-23,0,2.937e-23,0
2530,432.14,3.691e-23,0,3.691e-23,0
2531,432.19,4.5159999999999997e-23,0,4.5159999999999997e-23,0
2532,432.24,5.379e-23,0,5.379e-23,0
2533,432.29,6.237e-23,0,6.237e-23,0
2534,432.34,7.043000000000001e-23,0,7.043000000000001e-23,0
2535,432.39,7.745000000000001e-23,0,7.745000000000001e-23,0
2536,432.44,8.29e-23,0,8.29e-23,0
2537,432.49,8.643e-23,0,8.643e-23,0
2538,432.54,8.771999999999999e-23,0,8.771999999999999e-23,0
2539,432.59,8.669e-23,0,8.669e-23,0
2540,432.64,8.342e-23,0,8.342e-23,0
2541,432.69,7.815999999999999e-23,0,7.815999999999999e-23,0
2542,432.74,7.12e-23,0,7.12e-23,0
2543,432.79,6.332e-23,0,6.332e-23,0
2544,432.84,5.477e-23,0,5.477e-23,0
2545,432.89,4.613e-23,0,4.613e-23,0
2546,432.94,3.782e-23,0,3.782e-23,0
2547,432.99,3.0199999999999995e-23,0,3.0199999999999995e-23,0
2548,433.04,2.3469999999999998e-23,0,2.3469999999999998e-23,0
2549,433.09,1.7760000000000003e-23,0,1.7760000000000003e-23,0
2550,433.14,1.3099999999999999e-23,0,1.3099999999999999e-23,0
2551,433.19,9.402e-24,0,9.402e-24,0
2552,433.24,6.57e-24,0,6.57e-24,0
2553,433.29,4.4699999999999995e-24,0,4.4699999999999995e-24,0
2554,433.34,2.9619999999999997e-24,0,2.9619999999999997e-24,0
2555,433.39,1.9099999999999997e-24,0,1.9099999999999997e-24,0
2556,433.44,1.1e-24,0,1.1e-24,0
2557,433.49,7.340999999999999e-25,0,7.340999999999999e-25,0
2558,433.54,4.371e-25,0,4.371e-25,0
2559,433.59,2.535e-25,0,2.535e-25,0
2560,433.64,1.431e-25,0,1.431e-25,0
2561,433.69,7.868999999999999e-26,0,7.868999999999999e-26,0
2562,433.74,4.211e-26,0,4.211e-26,0
2563,433.79,2.195e-26,0,2.195e-26,0
2564,433.84,1.113e-26,0,1.113e-26,0
2565,433.89,5.5069999999999994e-27,0,5.5069999999999994e-27,0
2566,433.94,2.65e-27,0,2.65e-27,0
2567,433.99,1.2409999999999999e-27,0,1.2409999999999999e-27,0
2568,434.04,5.666e-28,0,5.666e-28,0
2569,434.09,2.517e-28,0,2.517e-28,0
2570,434.14,1.0889999999999998e-28,0,1.0889999999999998e-28,0
2571,434.19,4.5849999999999997e-29,0,4.5849999999999997e-29,0
2572,434.24,1.88e-29,0,1.88e-29,0
2573,434.29,7.51e-30,0,7.51e-30,0
2574,434.34,2.921e-30,0,2.921e-30,0
2575,434.39,1.1059999999999999e-30,0,1.1059999999999999e-30,0
2576,434.44,4.077e-31,0,4.077e-31,0
2577,434.49,1.464e-31,0,1.464e-31,0
2578,434.54,5.115e-32,0,5.115e-32,0
2579,434.59,1.7409999999999997e-32,0,1.7409999999999997e-32,0
2580,434.64,5.772e-33,0,5.772e-33,0
2581,434.69,1.862e-33,0,1.862e-33,0
2582,434.74,5.8539999999999995e-34,0,5.8539999999999995e-34,0
2583,434.79,1.7909999999999998e-34,0,1.7909999999999998e-34,0
2584,434.84,5.335999999999999e-35,0,5.335999999999999e-35,0
2585,434.89,1.548e-35,0,1.548e-35,0
2586,434.94,4.373e-36,0,4.373e-36,0
2587,434.99,1.2019999999999999e-36,0,1.2019999999999999e-36,0
2588,435.04,3.222e-37,0,3.222e-37,0
2589,435.09,8.406e-38,0,8.406e-38,0
2590,435.14,2.1349999999999998e-38,0,2.1349999999999998e-38,0
2591,435.19,1.51e-39,0,1.51e-39,0
2592,447.14,2.235e-86,0,0,2.235e-86
2593,447.19,2.5169999999999998e-85,0,0,2.5169999999999998e-85
2594,447.24,9.424999999999999e-85,0,0,9.424999999999999e-85
2595,447.29,3.421999999999999e-84,0,0,3.421999999999999e-84
2596,447.34,1.2109999999999995e-83,0,0,1.2109999999999995e-83
2597,447.39,4.190999999999999e-83,0,0,4.190999999999999e-83
2598,447.44,1.4139999999999997e-82,0,0,1.4139999999999997e-82
2599,447.49,4.6559999999999995e-82,0,0,4.6559999999999995e-82
2600,447.54,1.4959999999999998e-81,0,0,1.4959999999999998e-81
2601,447.59,4.690999999999999e-81,0,0,4.690999999999999e-81
2602,447.64,1.4349999999999998e-80,0,0,1.4349999999999998e-80
2603,447.7,5.3179999999999986e-80,0,0,5.3179999999999986e-80
2604,447.75,1.5419999999999998e-79,0,0,1.5419999999999998e-79
2605,447.8,4.363999999999999e-79,0,0,4.363999999999999e-79
2606,447.85,1.2039999999999997e-78,0,0,1.2039999999999997e-78
2607,447.9,3.2479999999999997e-78,0,0,3.2479999999999997e-78
2608,447.95,8.539999999999998e-78,0,0,8.539999999999998e-78
2609,448.0,2.1909999999999994e-77,0,0,2.1909999999999994e-77
2610,448.05,5.485999999999999e-77,0,0,5.485999999999999e-77
2611,448.1,1.3409999999999997e-76,0,0,1.3409999999999997e-76
2612,448.15,3.1969999999999996e-76,0,0,3.1969999999999996e-76
2613,448.2,7.437e-76,0,0,7.437e-76
2614,448.25,1.6889999999999998e-75,0,0,1.6889999999999998e-75
2615,448.3,3.741999999999999e-75,0,0,3.741999999999999e-75
2616,448.35,8.079999999999999e-75,0,0,8.079999999999999e-75
2617,448.4,1.7059999999999996e-74,0,0,1.7059999999999996e-74
2618,448.45,3.5119999999999992e-74,0,0,3.5119999999999992e-74
2619,448.5,7.057999999999998e-74,0,0,7.057999999999998e-74
2620,448.55,1.3819999999999997e-73,0,0,1.3819999999999997e-73
2621,448.6,2.6459999999999997e-73,0,0,2.6459999999999997e-73
2622,448.65,4.9389999999999994e-73,0,0,4.9389999999999994e-73
2623,448.7,8.993999999999998e-73,0,0,8.993999999999998e-73
2624,448.75,1.5969999999999997e-72,0,0,1.5969999999999997e-72
2625,448.8,2.771e-72,0,0,2.771e-72
2626,448.85,4.689999999999999e-72,0,0,4.689999999999999e-72
2627,448.9,7.742999999999999e-72,0,0,7.742999999999999e-72
2628,448.95,1.2459999999999999e-71,0,0,1.2459999999999999e-71
2629,449.0,1.9599999999999996e-71,0,0,1.9599999999999996e-71
2630,449.05,3.0069999999999995e-71,0,0,3.0069999999999995e-71
2631,449.1,4.5019999999999995e-71,0,0,4.5019999999999995e-71
2632,449.15,6.572999999999999e-71,0,0,6.572999999999999e-71
2633,449.2,9.367999999999999e-71,0,0,9.367999999999999e-71
2634,449.25,1.3029999999999998e-70,0,0,1.3029999999999998e-70
2635,449.3,1.7659999999999997e-70,0,0,1.7659999999999997e-70
2636,449.35,2.338e-70,0,0,2.338e-70
2637,449.4,3.019999999999999e-70,0,0,3.019999999999999e-70
2638,449.45,3.806999999999999e-70,0,0,3.806999999999999e-70
2639,449.5,4.6819999999999995e-70,0,0,4.6819999999999995e-70
2640,449.55,5.617999999999998e-70,0,0,5.617999999999998e-70
2641,449.6,6.577e-70,0,0,6.577e-70
2642,449.65,7.512999999999999e-70,0,0,7.512999999999999e-70
2643,449.7,8.373999999999999e-70,0,0,8.373999999999999e-70
2644,449.75,9.107e-70,0,0,9.107e-70
2645,449.8,9.664999999999998e-70,0,0,9.664999999999998e-70
2646,449.85,1e-69,0,0,1e-69
2647,449.9,1.0099999999999998e-69,0,0,1.0099999999999998e-69
2648,449.95,9.961999999999998e-70,0,0,9.961999999999998e-70
2649,450.0,9.579999999999998e-70,0,0,9.579999999999998e-70
2650,450.05,8.989999999999999e-70,0,0,8.989999999999999e-70
2651,450.1,8.23e-70,0,0,8.23e-70
2652,450.15,7.350999999999999e-70,0,0,7.350999999999999e-70
2653,450.2,6.407999999999999e-70,0,0,6.407999999999999e-70
2654,450.25,5.4479999999999983e-70,0,0,5.4479999999999983e-70
2655,450.3,4.5209999999999994e-70,0,0,4.5209999999999994e-70
2656,450.35,3.6599999999999995e-70,0,0,3.6599999999999995e-70
2657,450.4,2.8899999999999993e-70,0,0,2.8899999999999993e-70
2658,450.45,2.2279999999999997e-70,0,0,2.2279999999999997e-70
2659,450.5,1.6749999999999997e-70,0,0,1.6749999999999997e-70
2660,450.55,1.2279999999999997e-70,0,0,1.2279999999999997e-70
2661,450.6,8.795999999999998e-71,0,0,8.795999999999998e-71
2662,450.65,6.1439999999999985e-71,0,0,6.1439999999999985e-71
2663,450.7,4.184999999999999e-71,0,0,4.184999999999999e-71
2664,450.75,2.7819999999999995e-71,0,0,2.7819999999999995e-71
2665,450.8,1.8049999999999998e-71,0,0,1.8049999999999998e-71
2666,450.85,1.1409999999999997e-71,0,0,1.1409999999999997e-71
2667,450.9,7.053999999999998e-72,0,0,7.053999999999998e-72
2668,450.95,4.249999999999999e-72,0,0,4.249999999999999e-72
2669,451.0,2.4969999999999995e-72,0,0,2.4969999999999995e-72
2670,451.05,1.4319999999999998e-72,0,0,1.4319999999999998e-72
2671,451.1,8.015999999999999e-73,0,0,8.015999999999999e-73
2672,451.15,4.3749999999999994e-73,0,0,4.3749999999999994e-73
2673,451.2,2.3299999999999996e-73,0,0,2.3299999999999996e-73
2674,451.25,1.2109999999999999e-73,0,0,1.2109999999999999e-73
2675,451.3,6.14e-74,0,0,6.14e-74
2676,451.35,3.0379999999999996e-74,0,0,3.0379999999999996e-74
2677,451.4,1.4659999999999997e-74,0,0,1.4659999999999997e-74
2678,451.45,6.903999999999999e-75,0,0,6.903999999999999e-75
2679,451.5,3.1719999999999996e-75,0,0,3.1719999999999996e-75
2680,451.55,1.421e-75,0,0,1.421e-75
2681,451.6,6.217999999999999e-76,0,0,6.217999999999999e-76
2682,451.65,2.6529999999999995e-76,0,0,2.6529999999999995e-76
2683,451.7,1.1029999999999998e-76,0,0,1.1029999999999998e-76
2684,451.75,4.484999999999999e-77,0,0,4.484999999999999e-77
2685,451.8,1.7769999999999997e-77,0,0,1.7769999999999997e-77
2686,451.85,6.870999999999999e-78,0,0,6.870999999999999e-78
2687,451.9,2.591999999999999e-78,0,0,2.591999999999999e-78
2688,451.95,9.538999999999998e-79,0,0,9.538999999999998e-79
2689,452.0,3.424999999999999e-79,0,0,3.424999999999999e-79
2690,452.05,1.1999999999999997e-79,0,0,1.1999999999999997e-79
2691,452.1,4.1009999999999995e-80,0,0,4.1009999999999995e-80
2692,452.15,1.3659999999999996e-80,0,0,1.3659999999999996e-80
2693,452.2,4.447999999999999e-81,0,0,4.447999999999999e-81
2694,452.25,1.4109999999999997e-81,0,0,1.4109999999999997e-81
2695,452.3,4.372999999999999e-82,0,0,4.372999999999999e-82
2696,452.35,1.3209999999999998e-82,0,0,1.3209999999999998e-82
2697,452.4,3.8949999999999995e-83,0,0,3.8949999999999995e-83
2698,452.45,1.1099999999999996e-83,0,0,1.1099999999999996e-83
2699,452.5,3.1419999999999993e-84,0,0,3.1419999999999993e-84
2700,452.55,8.603999999999998e-85,0,0,8.603999999999998e-85
2701,452.6,2.2669999999999998e-85,0,0,2.2669999999999998e-85
2702,452.65,2.2639999999999997e-87,0,0,2.2639999999999997e-87
2703,457.5,1.314e-12,1.314e-12,0,0
2704,457.55,4.841e-12,4.841e-12,0,0
2705,457.6,1.7409999999999998e-11,1.7409999999999998e-11,0,0
2706,457.65,6.111999999999999e-11,6.111999999999999e-11,0,0
2707,457.7,2.0969999999999998e-10,2.0969999999999998e-10,0,0
2708,457.75,7.023e-10,7.023e-10,0,0
2709,457.8,2.296e-09,2.296e-09,0,0
2710,457.85,7.340999999999999e-09,7.340999999999999e-09,0,0
2711,457.9,2.2909999999999998e-08,2.2909999999999998e-08,0,0
2712,457.95,6.982e-08,6.982e-08,0,0
2713,458.0,2.079e-07,2.079e-07,0,0
2714,458.05,6.043e-07,6.043e-07,0,0
2715,458.1,1.715e-06,1.715e-06,0,0
2716,458.15,4.76e-06,4.76e-06,0,0
2717,458.2,1.289e-05,1.289e-05,0,0
2718,458.25,3.41e-05,3.41e-05,0,0
2719,458.3,8.814e-05,8.814e-05,0,0
2720,458.35,0.0002224,0.0002224,0,0
2721,458.4,0.0005481,0.0005481,0,0
2722,458.45,0.00131,0.00131,0,0
2723,458.5,0.003102,0.003102,0,0
2724,458.55,0.007126,0.007126,0,0
2725,458.6,0.01598,0.01598,0,0
2726,458.65,0.035,0.035,0,0
2727,458.7,0.0748,0.0748,0,0
2728,458.75,0.1565,0.1565,0,0
2729,458.8,0.3194,0.3194,0,0
2730,458.85,0.6367,0.6367,0,0
2731,458.9,1.239,1.239,0,0
2732,458.95,2.3569999999999998,2.3569999999999998,0,0
2733,459.0,4.376,4.376,0,0
2734,459.05,7.937,7.937,0,0
2735,459.1,14.06,14.06,0,0
2736,459.15,24.33,24.33,0,0
2737,459.2,41.11,41.11,0,0
2738,459.25,67.84,67.84,0,0
2739,459.3,109.4,109.4,0,0
2740,459.35,172.2,172.2,0,0
2741,459.4,264.7,264.7,0,0
2742,459.45,397.5,397.5,0,0
2743,459.5,583.0,583.0,0,0
2744,459.55,835.2,835.2,0,0
2745,459.6,1169.0,1169.0,0,0
2746,459.65,1597.0,1597.0,0,0
2747,459.7,2131.0,2131.0,0,0
2748,459.75,2778.0,2778.0,0,0
2749,459.8,3537.0,3537.0,0,0
2750,459.85,4397.0,4397.0,0,0
2751,459.9,5340.0,5340.0,0,0
2752,459.95,6334.0,6334.0,0,0
2753,460.0,7338.0,7338.0,0,0
2754,460.05,8302.0,8302.0,0,0
2755,460.1,9174.0,9174.0,0,0
2756,460.15,9901.0,9901.0,0,0
2757,460.2,10440.0,10440.0,0,0
2758,460.25,10750.0,10750.0,0,0
2759,460.3,10800.0,10800.0,0,0
2760,460.35,10610.0,10610.0,0,0
2761,460.4,10180.0,10180.0,0,0
2762,460.45,9535.0,9535.0,0,0
2763,460.5,8724.0,8724.0,0,0
2764,460.55,7796.0,7796.0,0,0
2765,460.6,6804.0,6804.0,0,0
2766,460.65,5800.0,5800.0,0,0
2767,460.7,4829.0,4829.0,0,0
2768,460.75,3927.0,3927.0,0,0
2769,460.8,3118.0,3118.0,0,0
2770,460.85,2419.0,2419.0,0,0
2771,460.9,1832.0,1832.0,0,0
2772,460.95,1356.0,1356.0,0,0
2773,461.0,979.8,979.8,2.2139999999999997e-40,0
2774,461.05,691.5,691.5,7.931e-40,0
2775,461.1,476.7,476.7,2.7769999999999998e-39,0
2776,461.15,320.9,320.9,9.497e-39,0
2777,461.2,211.0,211.0,3.1729999999999996e-38,0
2778,461.25,135.5,135.5,1.035e-37,0
2779,461.3,85.02,85.02,3.3049999999999995e-37,0
2780,461.35,52.08,52.08,1.0299999999999999e-36,0
2781,461.4,31.16,31.16,3.137e-36,0
2782,461.45,18.21,18.21,9.335999999999999e-36,0
2783,461.5,10.39,10.39,2.7129999999999996e-35,0
2784,461.55,5.795,5.795,7.706e-35,0
2785,461.6,3.155,3.155,2.1379999999999997e-34,0
2786,461.65,1.6780000000000002,1.6780000000000002,5.796e-34,0
2787,461.7,0.8712,0.8712,1.5349999999999998e-33,0
2788,461.75,0.442,0.442,3.972e-33,0
2789,461.8,0.219,0.219,1.0039999999999999e-32,0
2790,461.85,0.1058,0.1058,2.4809999999999996e-32,0
2791,461.9,0.050069999999999996,0.050069999999999996,5.989e-32,0
2792,461.95,0.0231,0.0231,1.4109999999999998e-31,0
2793,462.0,0.01042,0.01042,3.2539999999999998e-31,0
2794,462.05,0.004586,0.004586,7.323e-31,0
2795,462.1,0.001971,0.001971,1.6109999999999997e-30,0
2796,462.15,0.0008282999999999999,0.0008282999999999999,3.46e-30,0
2797,462.2,0.0003398,0.0003398,7.264e-30,0
2798,462.25,0.0001361,0.0001361,1.4899999999999998e-29,0
2799,462.3,5.327e-05,5.327e-05,2.985e-29,0
2800,462.35,2.036e-05,2.036e-05,5.846e-29,0
2801,462.4,7.598e-06,7.598e-06,1.117e-28,0
2802,462.45,2.77e-06,2.77e-06,2.08e-28,0
2803,462.5,9.862e-07,9.862e-07,3.816e-28,0
2804,462.55,3.42e-07,3.42e-07,6.807e-28,0
2805,462.6,1.165e-07,1.165e-07,1.186e-27,0
2806,462.65,3.864e-08,3.864e-08,2.0210000000000005e-27,0
2807,462.7,1.252e-08,1.252e-08,3.361e-27,0
2808,462.75,3.962e-09,3.962e-09,5.465e-27,0
2809,462.8,1.223e-09,1.223e-09,8.68e-27,0
2810,462.85,3.6949999999999996e-10,3.6949999999999996e-10,1.346e-26,0
2811,462.9,1.0879999999999999e-10,1.0879999999999999e-10,2.0419999999999997e-26,0
2812,462.95,3.136e-11,3.136e-11,3.025e-26,0
2813,463.0,8.820999999999999e-12,8.820999999999999e-12,4.3769999999999994e-26,0
2814,463.05,2.423e-12,2.423e-12,6.189e-26,0
2815,463.1,8.54e-26,0,8.54e-26,0
2816,463.15,1.153e-25,0,1.153e-25,0
2817,463.2,1.522e-25,0,1.522e-25,0
2818,463.25,1.9600000000000002e-25,0,1.9600000000000002e-25,0
2819,463.3,2.467e-25,0,2.467e-25,0
2820,463.35,3.035e-25,0,3.035e-25,0
2821,463.4,3.646e-25,0,3.646e-25,0
2822,463.45,4.281e-25,0,4.281e-25,0
2823,463.5,4.91e-25,0,4.91e-25,0
2824,463.55,5.504e-25,0,5.504e-25,0
2825,463.6,6.026e-25,0,6.026e-25,0
2826,463.65,6.445999999999999e-25,0,6.445999999999999e-25,0
2827,463.7,6.736999999999999e-25,0,6.736999999999999e-25,0
2828,463.75,6.870000000000001e-25,0,6.870000000000001e-25,0
2829,463.8,6.863e-25,0,6.863e-25,0
2830,463.85,6.691e-25,0,6.691e-25,0
2831,463.9,6.372e-25,0,6.372e-25,0
2832,463.95,5.928000000000001e-25,0,5.928000000000001e-25,0
2833,464.0,5.39e-25,0,5.39e-25,0
2834,464.05,4.787e-25,0,4.787e-25,0
2835,464.1,4.153999999999999e-25,0,4.153999999999999e-25,0
2836,464.15,3.522e-25,0,3.522e-25,0
2837,464.2,2.918e-25,0,2.918e-25,0
2838,464.25,2.361e-25,0,2.361e-25,0
2839,464.3,1.866e-25,0,1.866e-25,0
2840,464.35,1.443e-25,0,1.443e-25,0
2841,464.4,1.088e-25,0,1.088e-25,0
2842,464.45,8.029999999999999e-26,0,8.029999999999999e-26,0
2843,464.5,5.786e-26,0,5.786e-26,0
2844,464.55,4.073e-26,0,4.073e-26,0
2845,464.6,2.8e-26,0,2.8e-26,0
2846,464.65,1.881e-26,0,1.881e-26,0
2847,464.7,1.2349999999999998e-26,0,1.2349999999999998e-26,0
2848,464.75,7.927e-27,0,7.927e-27,0
