,Wavelength,Sum,Li I (2.0e-02),Li II (9.8e-01),Li III (1.7e-28)
1074,301.65,5.429e-31,0,5.429e-31,0
1075,301.7,2.08e-30,0,2.08e-30,0
1076,301.75,7.622e-30,0,7.622e-30,0
1077,301.8,2.632e-29,0,2.632e-29,0
1078,301.85,8.608e-29,0,8.608e-29,0
1079,301.9,2.6650000000000004e-28,0,2.6650000000000004e-28,0
1080,301.95,7.82e-28,0,7.82e-28,0
1081,302.0,2.171e-27,0,2.171e-27,0
1082,302.05,5.713e-27,0,5.713e-27,0
1083,302.1,1.4219999999999998e-26,0,1.4219999999999998e-26,0
1084,302.15,3.3569999999999994e-26,0,3.3569999999999994e-26,0
1085,302.2,7.497000000000002e-26,0,7.497000000000002e-26,0
1086,302.25,1.5859999999999999e-25,0,1.5859999999999999e-25,0
1087,302.3,3.178e-25,0,3.178e-25,0
1088,302.35,6.0289999999999995e-25,0,6.0289999999999995e-25,0
1089,302.4,1.083e-24,0,1.083e-24,0
1090,302.45,1.8430000000000005e-24,0,1.8430000000000005e-24,0
1091,302.5,2.97e-24,0,2.97e-24,0
1092,302.55,4.531000000000001e-24,0,4.531000000000001e-24,0
1093,302.6,6.5470000000000004e-24,0,6.5470000000000004e-24,0
1094,302.65,8.960000000000001e-24,0,8.960000000000001e-24,0
1095,302.7,1.16e-23,0,1.16e-23,0
1096,302.75,1.424e-23,0,1.424e-23,0
1097,302.8,1.6559999999999997e-23,0,1.6559999999999997e-23,0
1098,302.85,1.8219999999999998e-23,0,1.8219999999999998e-23,0
1099,302.9,1.9e-23,0,1.9e-23,0
1100,302.95,1.876e-23,0,1.876e-23,0
1101,303.0,1.754e-23,0,1.754e-23,0
1102,303.05,1.552e-23,0,1.552e-23,0
1103,303.1,1.3019999999999999e-23,0,1.3019999999999999e-23,0
1104,303.15,1.033e-23,0,1.033e-23,0
1105,303.2,7.771e-24,0,7.771e-24,0
1106,303.25,5.534e-24,0,5.534e-24,0
1107,303.3,3.731e-24,0,3.731e-24,0
1108,303.35,2.383e-24,0,2.383e-24,0
1109,303.4,1.44e-24,0,1.44e-24,0
1110,303.45,8.2540000000000005e-25,0,8.2540000000000005e-25,0
1111,303.5,4.477999999999999e-25,0,4.477999999999999e-25,0
1112,303.55,2.1999999999999997e-25,0,2.1999999999999997e-25,0
1113,303.6,1.119e-25,0,1.119e-25,0
1114,303.65,5.154e-26,0,5.154e-26,0
1115,303.7,2.249e-26,0,2.249e-26,0
1116,303.75,9.290999999999999e-27,0,9.290999999999999e-27,0
1117,303.8,3.635e-27,0,3.635e-27,0
1118,303.85,1.346e-27,0,1.346e-27,0
1119,303.9,4.727e-28,0,4.727e-28,0
1120,303.95,1.5709999999999998e-28,0,1.5709999999999998e-28,0
1121,304.0,4.9449999999999997e-29,0,4.9449999999999997e-29,0
1122,304.05,1.473e-29,0,1.473e-29,0
1123,304.1,4.16e-30,0,4.16e-30,0
1124,304.15,1.1119999999999999e-30,0,1.1119999999999999e-30,0
1125,304.2,2.816e-31,0,2.816e-31,0
1126,304.25,6.750999999999999e-32,0,6.750999999999999e-32,0
1127,304.3,1.5319999999999997e-32,0,1.5319999999999997e-32,0
1128,304.35,3.295e-33,0,3.295e-33,0
1129,304.4,6.712e-34,0,6.712e-34,0
1130,304.45,1.2949999999999999e-34,0,1.2949999999999999e-34,0
1131,304.5,2.3649999999999998e-35,0,2.3649999999999998e-35,0
1132,304.55,4.08e-36,0,4.08e-36,0
1133,304.6,6.7e-37,0,6.7e-37,0
1134,304.65,1.039e-37,0,1.039e-37,0
1135,304.7,1.5269999999999998e-38,0,1.5269999999999998e-38,0
1136,304.75,2.1249999999999998e-39,0,2.1249999999999998e-39,0
1137,313.65,7.274e-40,0,7.274e-40,0
1138,313.7,4.7179999999999996e-39,0,4.7179999999999996e-39,0
1139,313.75,2.91e-38,0,2.91e-38,0
1140,313.8,1.707e-37,0,1.707e-37,0
1141,313.85,9.523e-37,0,9.523e-37,0
1142,313.9,5.0529999999999995e-36,0,5.0529999999999995e-36,0
1143,313.95,2.5399999999999997e-35,0,2.5399999999999997e-35,0
1144,314.0,1.224e-34,0,1.224e-34,0
1145,314.05,5.586e-34,0,5.586e-34,0
1146,314.1,2.424e-33,0,2.424e-33,0
1147,314.15,9.999999999999999e-33,0,9.999999999999999e-33,0
1148,314.2,3.9299999999999997e-32,0,3.9299999999999997e-32,0
1149,314.25,1.467e-31,0,1.467e-31,0
1150,314.3,5.212e-31,0,5.212e-31,0
1151,314.35,1.7609999999999998e-30,0,1.7609999999999998e-30,0
1152,314.4,5.655e-30,0,5.655e-30,0
1153,314.45,1.7279999999999998e-29,0,1.7279999999999998e-29,0
1154,314.5,5.0209999999999996e-29,0,5.0209999999999996e-29,0
1155,314.55,1.3869999999999998e-28,0,1.3869999999999998e-28,0
1156,314.6,3.645e-28,0,3.645e-28,0
1157,314.65,9.113e-28,0,9.113e-28,0
1158,314.7,2.1649999999999997e-27,0,2.1649999999999997e-27,0
1159,314.75,4.897e-27,0,4.897e-27,0
1160,314.8,1.052e-26,0,1.052e-26,0
1161,314.85,2.154e-26,0,2.154e-26,0
1162,314.9,4.1869999999999994e-26,0,4.1869999999999994e-26,0
1163,314.95,7.746e-26,0,7.746e-26,0
1164,315.0,1.363e-25,0,1.363e-25,0
1165,315.05,2.27e-25,0,2.27e-25,0
1166,315.1,3.6270000000000003e-25,0,3.6270000000000003e-25,0
1167,315.15,5.490000000000001e-25,0,5.490000000000001e-25,0
1168,315.2,7.9e-25,0,7.9e-25,0
1169,315.25,1.0809999999999999e-24,0,1.0809999999999999e-24,0
1170,315.3,1.408e-24,0,1.408e-24,0
1171,315.35,1.743e-24,0,1.743e-24,0
1172,315.4,2.052e-24,0,2.052e-24,0
1173,315.45,2.298e-24,0,2.298e-24,0
1174,315.5,2.4479999999999997e-24,0,2.4479999999999997e-24,0
1175,315.55,2.479e-24,0,2.479e-24,0
1176,315.6,2.387e-24,0,2.387e-24,0
1177,315.65,2.188e-24,0,2.188e-24,0
1178,315.7,1.906e-24,0,1.906e-24,0
1179,315.75,1.5700000000000001e-24,0,1.5700000000000001e-24,0
1180,315.8,1.244e-24,0,1.244e-24,0
1181,315.85,9.333e-25,0,9.333e-25,0
1182,315.9,6.6539999999999995e-25,0,6.6539999999999995e-25,0
1183,315.95,4.511e-25,0,4.511e-25,0
1184,316.0,2.9089999999999996e-25,0,2.9089999999999996e-25,0
1185,316.05,1.783e-25,0,1.783e-25,0
1186,316.1,1.0399999999999998e-25,0,1.0399999999999998e-25,0
1187,316.15,5.771e-26,0,5.771e-26,0
1188,316.2,3.044e-26,0,3.044e-26,0
1189,316.25,1.527e-26,0,1.527e-26,0
1190,316.3,7.29e-27,0,7.29e-27,0
1191,316.35,3.307e-27,0,3.307e-27,0
1192,316.4,1.427e-27,0,1.427e-27,0
1193,316.45,5.86e-28,0,5.86e-28,0
1194,316.5,2.288e-28,0,2.288e-28,0
1195,316.55,8.496e-29,0,8.496e-29,0
1196,316.6,2.9999999999999997e-29,0,2.9999999999999997e-29,0
1197,316.65,1.0079999999999999e-29,0,1.0079999999999999e-29,0
1198,316.7,3.218e-30,0,3.218e-30,0
1199,316.75,9.776e-31,0,9.776e-31,0
1200,316.8,2.8229999999999997e-31,0,2.8229999999999997e-31,0
1201,316.85,7.75e-32,0,7.75e-32,0
1202,316.9,2.0279999999999998e-32,0,2.0279999999999998e-32,0
1203,316.95,5.0399999999999995e-33,0,5.0399999999999995e-33,0
1204,317.0,1.1909999999999999e-33,0,1.1909999999999999e-33,0
1205,317.05,2.678e-34,0,2.678e-34,0
1206,317.1,5.740999999999999e-35,0,5.740999999999999e-35,0
1207,317.15,1.241e-35,0,1.241e-35,0
1208,317.2,5.999999999999999e-36,0,5.999999999999999e-36,0
1209,317.25,1.7559999999999998e-35,0,1.7559999999999998e-35,0
1210,317.3,7.474999999999999e-35,0,7.474999999999999e-35,0
1211,317.35,3.096e-34,0,3.096e-34,0
1212,317.4,1.2209999999999999e-33,0,1.2209999999999999e-33,0
1213,317.45,4.58e-33,0,4.58e-33,0
1214,317.5,1.641e-32,0,1.641e-32,0
1215,317.55,5.587999999999998e-32,0,5.587999999999998e-32,0
1216,317.6,1.812e-31,0,1.812e-31,0
1217,317.65,5.5899999999999995e-31,0,5.5899999999999995e-31,0
1218,317.7,1.641e-30,0,1.641e-30,0
1219,317.75,4.593e-30,0,4.593e-30,0
1220,317.8,1.2229999999999999e-29,0,1.2229999999999999e-29,0
1221,317.85,3.0979999999999996e-29,0,3.0979999999999996e-29,0
1222,317.9,7.476999999999999e-29,0,7.476999999999999e-29,0
1223,317.95,1.717e-28,0,1.717e-28,0
1224,318.0,3.755e-28,0,3.755e-28,0
1225,318.05,7.8159999999999995e-28,0,7.8159999999999995e-28,0
1226,318.1,1.549e-27,0,1.549e-27,0
1227,318.15,2.921e-27,0,2.921e-27,0
1228,318.2,5.247e-27,0,5.247e-27,0
1229,318.25,8.973999999999999e-27,0,8.973999999999999e-27,0
1230,318.3,1.461e-26,0,1.461e-26,0
1231,318.35,2.263e-26,0,2.263e-26,0
1232,318.4,3.338e-26,0,3.338e-26,0
1233,318.45,4.6899999999999993e-26,0,4.6899999999999993e-26,0
1234,318.5,6.277e-26,0,6.277e-26,0
1235,318.55,8.007999999999999e-26,0,8.007999999999999e-26,0
1236,318.6,9.752999999999999e-26,0,9.752999999999999e-26,0
1237,318.65,1.138e-25,0,1.138e-25,0
1238,318.7,1.287e-25,0,1.287e-25,0
1239,318.75,1.433e-25,0,1.433e-25,0
1240,318.8,1.628e-25,0,1.628e-25,0
1241,318.85,1.993e-25,0,1.993e-25,0
1242,318.9,2.746e-25,0,2.746e-25,0
1243,318.95,4.26e-25,0,4.26e-25,0
1244,319.0,7.119999999999999e-25,0,7.119999999999999e-25,0
1245,319.05,1.2159999999999999e-24,0,1.2159999999999999e-24,0
1246,319.1,2.0499999999999997e-24,0,2.0499999999999997e-24,0
1247,319.15,3.344e-24,0,3.344e-24,0
1248,319.2,5.2350000000000004e-24,0,5.2350000000000004e-24,0
1249,319.25,7.837000000000001e-24,0,7.837000000000001e-24,0
1250,319.3,1.1199999999999999e-23,0,1.1199999999999999e-23,0
1251,319.35,1.5279999999999998e-23,0,1.5279999999999998e-23,0
1252,319.4,1.9879999999999998e-23,0,1.9879999999999998e-23,0
1253,319.45,2.4719999999999998e-23,0,2.4719999999999998e-23,0
1254,319.5,2.93e-23,0,2.93e-23,0
1255,319.55,3.342e-23,0,3.342e-23,0
1256,319.6,3.642e-23,0,3.642e-23,0
1257,319.65,3.808e-23,0,3.808e-23,0
1258,319.7,3.8289999999999995e-23,0,3.8289999999999995e-23,0
1259,319.75,3.7e-23,0,3.7e-23,0
1260,319.8,3.4700000000000004e-23,0,3.4700000000000004e-23,0
1261,319.85,3.143e-23,0,3.143e-23,0
1262,319.9,2.76e-23,0,2.76e-23,0
1263,319.95,2.357e-23,0,2.357e-23,0
1264,320.0,1.955e-23,0,1.955e-23,0
1265,320.05,1.578e-23,0,1.578e-23,0
1266,320.1,1.237e-23,0,1.237e-23,0
1267,320.15,9.404e-24,0,9.404e-24,0
1268,320.2,6.921000000000001e-24,0,6.921000000000001e-24,0
1269,320.25,4.921e-24,0,4.921e-24,0
1270,320.3,3.3700000000000004e-24,0,3.3700000000000004e-24,0
1271,320.35,2.221e-24,0,2.221e-24,0
1272,320.4,1.4040000000000002e-24,0,1.4040000000000002e-24,0
1273,320.45,8.503e-25,0,8.503e-25,0
1274,320.5,4.927e-25,0,4.927e-25,0
1275,320.55,2.73e-25,0,2.73e-25,0
1276,320.6,1.4449999999999998e-25,0,1.4449999999999998e-25,0
1277,320.65,7.292999999999999e-26,0,7.292999999999999e-26,0
1278,320.7,3.513e-26,0,3.513e-26,0
1279,320.75,1.612e-26,0,1.612e-26,0
1280,320.8,7.062999999999999e-27,0,7.062999999999999e-27,0
1281,320.85,2.946e-27,0,2.946e-27,0
1282,320.9,1.1710000000000002e-27,0,1.1710000000000002e-27,0
1283,320.95,4.437e-28,0,4.437e-28,0
1284,321.0,1.6009999999999999e-28,0,1.6009999999999999e-28,0
1285,321.05,5.5e-29,0,5.5e-29,0
1286,321.1,1.8e-29,0,1.8e-29,0
1287,321.15,5.6149999999999995e-30,0,5.6149999999999995e-30,0
1288,321.2,1.666e-30,0,1.666e-30,0
1289,321.25,4.714999999999999e-31,0,4.714999999999999e-31,0
1290,321.3,6.008e-14,6.008e-14,1.2699999999999998e-31,0
1291,321.35,3.865e-13,3.865e-13,3.2569999999999997e-32,0
1292,321.4,2.37e-12,2.37e-12,7.96e-33,0
1293,321.45,1.384e-11,1.384e-11,1.8509999999999998e-33,0
1294,321.5,7.717e-11,7.717e-11,4.103e-34,0
1295,321.55,4.099e-10,4.099e-10,8.659999999999999e-35,0
1296,321.6,2.074e-09,2.074e-09,1.7399999999999997e-35,0
1297,321.65,1.0009999999999998e-08,1.0009999999999998e-08,3.33e-36,0
1298,321.7,4.6080000000000006e-08,4.6080000000000006e-08,6.074999999999999e-37,0
1299,321.75,2.0199999999999998e-07,2.0199999999999998e-07,1.071e-37,0
1300,321.8,8.451000000000001e-07,8.451000000000001e-07,2.7489999999999997e-38,0
1301,321.85,3.368e-06,3.368e-06,5.915e-38,0
1302,321.9,1.27e-05,1.27e-05,3.013e-37,0
1303,321.95,4.636e-05,4.636e-05,1.5359999999999998e-36,0
1304,322.0,0.00016,0.00016,7.458999999999999e-36,0
1305,322.05,0.0005269999999999999,0.0005269999999999999,3.4539999999999997e-35,0
1306,322.1,0.0016539999999999999,0.0016539999999999999,1.524e-34,0
1307,322.15,0.004945000000000001,0.004945000000000001,6.4189999999999994e-34,0
1308,322.2,0.014,0.014,2.5759999999999997e-33,0
1309,322.25,0.03833,0.03833,9.855999999999999e-33,0
1310,322.3,0.09934,0.09934,3.5959999999999997e-32,0
1311,322.35,0.2454,0.2454,1.2509999999999999e-31,0
1312,322.4,0.5778,0.5778,4.1469999999999996e-31,0
1313,322.45,1.297,1.297,1.3109999999999999e-30,0
1314,322.5,2.7760000000000002,2.7760000000000002,3.9499999999999996e-30,0
1315,322.55,5.662999999999999,5.662999999999999,1.1339999999999999e-29,0
1316,322.6,11.01,11.01,3.11e-29,0
1317,322.65,20.41,20.41,8.125999999999999e-29,0
1318,322.7,36.07,36.07,2.023e-28,0
1319,322.75,60.77,60.77,4.803999999999999e-28,0
1320,322.8,97.59,97.59,1.0869999999999998e-27,0
1321,322.85,149.4,149.4,2.3469999999999998e-27,0
1322,322.9,218.0,218.0,4.83e-27,0
1323,322.95,303.3,303.3,9.475e-27,0
1324,323.0,402.2,402.2,1.7709999999999997e-26,0
1325,323.05,508.5,508.5,3.16e-26,0
1326,323.1,612.8,612.8,5.372000000000001e-26,0
1327,323.15,704.1,704.1,8.709e-26,0
1328,323.2,771.1,771.1,1.3459999999999999e-25,0
1329,323.25,805.0,805.0,1.982e-25,0
1330,323.3,801.1,801.1,2.784e-25,0
1331,323.35,760.1,760.1,3.73e-25,0
1332,323.4,687.4,687.4,4.763e-25,0
1333,323.45,592.7,592.7,5.798999999999999e-25,0
1334,323.5,487.1,487.1,6.73e-25,0
1335,323.55,381.6,381.6,7.447e-25,0
1336,323.6,285.0,285.0,7.856e-25,0
1337,323.65,202.9,202.9,7.902000000000001e-25,0
1338,323.7,137.7,137.7,7.578e-25,0
1339,323.75,89.11,89.11,6.928e-25,0
1340,323.8,54.96,54.96,6.039999999999999e-25,0
1341,323.85,32.32,32.32,5.01e-25,0
1342,323.9,18.11,18.11,3.978e-25,0
1343,323.95,9.677999999999999,9.677999999999999,3.007e-25,0
1344,324.0,4.928999999999999,4.928999999999999,2.168e-25,0
1345,324.05,2.3930000000000002,2.3930000000000002,1.498e-25,0
1346,324.1,1.1079999999999999,1.1079999999999999,1.004e-25,0
1347,324.15,0.4888,0.4888,6.785e-26,0
1348,324.21,0.1718,0.1718,5.0270000000000005e-26,0
1349,324.26,0.06826,0.06826,5.477e-26,0
1350,324.31,0.02585,0.02585,8.102999999999999e-26,0
1351,324.36,0.009329,0.009329,1.375e-25,0
1352,324.41,0.00321,0.00321,2.3749999999999997e-25,0
1353,324.46,0.001052,0.001052,3.986e-25,0
1354,324.51,0.00032900000000000003,0.00032900000000000003,6.417e-25,0
1355,324.56,9.809e-05,9.809e-05,9.867e-25,0
1356,324.61,2.786e-05,2.786e-05,1.4469999999999998e-24,0
1357,324.66,7.5479999999999996e-06,7.5479999999999996e-06,2.0259999999999998e-24,0
1358,324.71,1.9480000000000002e-06,1.9480000000000002e-06,2.7039999999999997e-24,0
1359,324.76,4.797e-07,4.797e-07,3.442e-24,0
1360,324.81,1.124e-07,1.124e-07,4.1699999999999996e-24,0
1361,324.86,2.516e-08,2.516e-08,4.8399999999999995e-24,0
1362,324.91,5.366999999999999e-09,5.366999999999999e-09,5.347e-24,0
1363,324.96,1.091e-09,1.091e-09,5.632e-24,0
1364,325.01,2.1129999999999998e-10,2.1129999999999998e-10,5.658e-24,0
1365,325.06,3.904e-11,3.904e-11,5.4220000000000004e-24,0
1366,325.11,6.8729999999999995e-12,6.8729999999999995e-12,4.957e-24,0
1367,325.16,1.153e-12,1.153e-12,4.32e-24,0
1368,325.21,1.845e-13,1.845e-13,3.592e-24,0
1369,325.26,2.8480000000000004e-24,0,2.8480000000000004e-24,0
1370,325.31,2.154e-24,0,2.154e-24,0
1371,325.36,1.5539999999999998e-24,0,1.5539999999999998e-24,0
1372,325.41,1.0680000000000001e-24,0,1.0680000000000001e-24,0
1373,325.46,7.015e-25,0,7.015e-25,0
1374,325.51,4.391e-25,0,4.391e-25,0
1375,325.56,2.62e-25,0,2.62e-25,0
1376,325.61,1.4910000000000001e-25,0,1.4910000000000001e-25,0
1377,325.66,8.101e-26,0,8.101e-26,0
1378,325.71,4.195e-26,0,4.195e-26,0
1379,325.76,2.0709999999999998e-26,0,2.0709999999999998e-26,0
1380,325.81,9.759999999999998e-27,0,9.759999999999998e-27,0
1381,325.86,4.385e-27,0,4.385e-27,0
1382,325.91,1.878e-27,0,1.878e-27,0
1383,325.96,7.681e-28,0,7.681e-28,0
1384,326.01,2.995e-28,0,2.995e-28,0
1385,326.06,1.114e-28,0,1.114e-28,0
1386,326.11,3.95e-29,0,3.95e-29,0
1387,326.16,1.335e-29,0,1.335e-29,0
1388,326.21,4.311e-30,0,4.311e-30,0
1389,326.26,1.328e-30,0,1.328e-30,0
1390,326.31,3.8999999999999997e-31,0,3.8999999999999997e-31,0
1391,326.36,1.093e-31,0,1.093e-31,0
1392,326.41,2.9279999999999996e-32,0,2.9279999999999996e-32,0
1393,326.46,7.492999999999999e-33,0,7.492999999999999e-33,0
1394,326.51,1.832e-33,0,1.832e-33,0
1395,326.56,4.298e-34,0,4.298e-34,0
1396,326.61,9.673e-35,0,9.673e-35,0
1397,326.66,2.098e-35,0,2.098e-35,0
1398,326.71,4.4060000000000005e-36,0,4.4060000000000005e-36,0
1399,326.76,9.023e-37,0,9.023e-37,0
1400,326.81,1.8159999999999997e-37,0,1.8159999999999997e-37,0
1401,326.86,3.6299999999999996e-38,0,3.6299999999999996e-38,0
1402,326.91,7.24e-39,0,7.24e-39,0
1403,326.96,1.4539999999999999e-39,0,1.4539999999999999e-39,0
1404,327.01,1.984e-40,0,1.984e-40,0
1405,327.06,4.529e-41,0,4.529e-41,0
1406,327.11,9.849999999999999e-42,0,9.849999999999999e-42,0
1407,327.16,2.0469999999999998e-42,0,2.0469999999999998e-42,0
1408,327.21,4.055e-43,0,4.055e-43,0
1409,327.26,7.664e-44,0,7.664e-44,0
1410,327.31,1.3809999999999998e-44,0,1.3809999999999998e-44,0
1411,327.36,2.376e-45,0,2.376e-45,0
1412,327.41,3.896e-46,0,3.896e-46,0
1413,328.66,2.141e-40,0,2.141e-40,0
1414,328.71,1.269e-39,0,1.269e-39,0
1415,328.76,7.181e-39,0,7.181e-39,0
1416,328.81,3.882e-38,0,3.882e-38,0
1417,328.86,2.005e-37,0,2.005e-37,0
1418,328.91,9.898999999999999e-37,0,9.898999999999999e-37,0
1419,328.96,4.666e-36,0,4.666e-36,0
1420,329.01,2.0999999999999997e-35,0,2.0999999999999997e-35,0
1421,329.06,9.040000000000001e-35,0,9.040000000000001e-35,0
1422,329.11,3.715e-34,0,3.715e-34,0
1423,329.16,1.458e-33,0,1.458e-33,0
1424,329.21,5.47e-33,0,5.47e-33,0
1425,329.26,1.9499999999999998e-32,0,1.9499999999999998e-32,0
1426,329.31,6.707e-32,0,6.707e-32,0
1427,329.36,2.1920000000000002e-31,0,2.1920000000000002e-31,0
1428,329.41,6.8400000000000005e-31,0,6.8400000000000005e-31,0
1429,329.46,2.044e-30,0,2.044e-30,0
1430,329.51,5.825e-30,0,5.825e-30,0
1431,329.56,1.586e-29,0,1.586e-29,0
1432,329.61,4.1249999999999996e-29,0,4.1249999999999996e-29,0
1433,329.66,1.025e-28,0,1.025e-28,0
1434,329.71,2.434e-28,0,2.434e-28,0
1435,329.76,5.518e-28,0,5.518e-28,0
1436,329.81,1.1949999999999999e-27,0,1.1949999999999999e-27,0
1437,329.86,2.4729999999999997e-27,0,2.4729999999999997e-27,0
1438,329.91,4.8909999999999994e-27,0,4.8909999999999994e-27,0
1439,329.96,9.235e-27,0,9.235e-27,0
1440,330.01,1.6659999999999998e-26,0,1.6659999999999998e-26,0
1441,330.06,2.872e-26,0,2.872e-26,0
1442,330.11,4.7280000000000006e-26,0,4.7280000000000006e-26,0
1443,330.16,7.434e-26,0,7.434e-26,0
1444,330.21,1.117e-25,0,1.117e-25,0
1445,330.26,1.603e-25,0,1.603e-25,0
1446,330.31,2.198e-25,0,2.198e-25,0
1447,330.36,2.879e-25,0,2.879e-25,0
1448,330.41,3.6020000000000004e-25,0,3.6020000000000004e-25,0
1449,330.46,4.305000000000001e-25,0,4.305000000000001e-25,0
1450,330.51,4.916e-25,0,4.916e-25,0
1451,330.56,5.3629999999999995e-25,0,5.3629999999999995e-25,0
1452,330.61,5.587999999999999e-25,0,5.587999999999999e-25,0
1453,330.66,5.562000000000001e-25,0,5.562000000000001e-25,0
1454,330.71,5.28e-25,0,5.28e-25,0
1455,330.76,4.806e-25,0,4.806e-25,0
1456,330.81,4.169999999999999e-25,0,4.169999999999999e-25,0
1457,330.86,3.456e-25,0,3.456e-25,0
1458,330.91,2.738e-25,0,2.738e-25,0
1459,330.96,2.071e-25,0,2.071e-25,0
1460,331.01,1.4960000000000001e-25,0,1.4960000000000001e-25,0
1461,331.06,1.034e-25,0,1.034e-25,0
1462,331.11,6.815e-26,0,6.815e-26,0
1463,331.16,4.294e-26,0,4.294e-26,0
1464,331.21,2.585e-26,0,2.585e-26,0
1465,331.26,1.485e-26,0,1.485e-26,0
1466,331.31,8.162000000000001e-27,0,8.162000000000001e-27,0
1467,331.36,4.282e-27,0,4.282e-27,0
1468,331.41,2.147e-27,0,2.147e-27,0
1469,331.46,1.027e-27,0,1.027e-27,0
1470,331.51,4.7019999999999996e-28,0,4.7019999999999996e-28,0
1471,331.56,2.0540000000000005e-28,0,2.0540000000000005e-28,0
1472,331.61,8.576e-29,0,8.576e-29,0
1473,331.66,3.41e-29,0,3.41e-29,0
1474,331.71,1.302e-29,0,1.302e-29,0
1475,331.76,4.7419999999999995e-30,0,4.7419999999999995e-30,0
1476,331.81,1.648e-30,0,1.648e-30,0
1477,331.86,5.4739999999999996e-31,0,5.4739999999999996e-31,0
1478,331.91,1.736e-31,0,1.736e-31,0
1479,331.96,5.263999999999999e-32,0,5.263999999999999e-32,0
1480,332.01,1.523e-32,0,1.523e-32,0
1481,332.06,4.2149999999999995e-33,0,4.2149999999999995e-33,0
1482,332.11,1.1129999999999999e-33,0,1.1129999999999999e-33,0
1483,332.16,2.811e-34,0,2.811e-34,0
1484,332.21,6.776999999999998e-35,0,6.776999999999998e-35,0
1485,332.26,1.5599999999999998e-35,0,1.5599999999999998e-35,0
1486,332.31,3.434e-36,0,3.434e-36,0
1487,332.36,7.21e-37,0,7.21e-37,0
1488,332.41,1.45e-37,0,1.45e-37,0
1489,332.46,2.78e-38,0,2.78e-38,0
1490,332.51,5.0959999999999996e-39,0,5.0959999999999996e-39,0
1491,332.56,8.909999999999999e-40,0,8.909999999999999e-40,0
1492,332.61,1.492e-40,0,1.492e-40,0
1493,364.97,1.267e-13,1.267e-13,0,0
1494,365.02,6.363e-13,6.363e-13,0,0
1495,365.07,3.0780000000000004e-12,3.0780000000000004e-12,0,0
1496,365.12,1.4339999999999999e-11,1.4339999999999999e-11,0,0
1497,365.17,6.441e-11,6.441e-11,0,0
1498,365.22,2.788e-10,2.788e-10,0,0
1499,365.27,1.161e-09,1.161e-09,0,0
1500,365.32,4.66e-09,4.66e-09,0,0
1501,365.37,1.808e-08,1.808e-08,0,0
1502,365.42,6.745e-08,6.745e-08,0,0
1503,365.47,2.425e-07,2.425e-07,0,0
1504,365.52,8.401e-07,8.401e-07,0,0
1505,365.57,2.8039999999999998e-06,2.8039999999999998e-06,0,0
1506,365.62,9.02e-06,9.02e-06,0,0
1507,365.67,2.794e-05,2.794e-05,0,0
1508,365.72,8.349e-05,8.349e-05,0,0
1509,365.77,0.00024019999999999996,0.00024019999999999996,0,0
1510,365.82,0.0006662,0.0006662,0,0
1511,365.87,0.0017699999999999999,0.0017699999999999999,0,0
1512,365.92,0.004582999999999999,0.004582999999999999,0,0
1513,365.97,0.011359999999999999,0.011359999999999999,0,0
1514,366.02,0.02717,0.02717,0,0
1515,366.07,0.06261,0.06261,0,0
1516,366.12,0.139,0.139,0,0
1517,366.17,0.2973,0.2973,0,0
1518,366.22,0.6128,0.6128,9.506e-40,0
1519,366.27,1.217,1.217,7.481999999999998e-39,0
1520,366.32,2.329,2.329,3.6969999999999995e-38,0
1521,366.37,4.294,4.294,1.7609999999999999e-37,0
1522,366.42,7.631,7.631,8.087e-37,0
1523,366.47,13.07,13.07,3.5789999999999995e-36,0
1524,366.52,21.56,21.56,1.525e-35,0
1525,366.57,34.27,34.27,6.274e-35,0
1526,366.62,52.5,52.5,2.487e-34,0
1527,366.67,77.49,77.49,9.497e-34,0
1528,366.72,110.2,110.2,3.4969999999999997e-33,0
1529,366.77,151.1,151.1,1.24e-32,0
1530,366.82,199.5,199.5,4.2419999999999996e-32,0
1531,366.87,253.9,253.9,1.398e-31,0
1532,366.92,311.4,311.4,4.4439999999999995e-31,0
1533,366.97,367.9,367.9,1.3609999999999999e-30,0
1534,367.02,418.9,418.9,4.018e-30,0
1535,367.07,459.6,459.6,1.1429999999999999e-29,0
1536,367.12,485.9,485.9,3.134e-29,0
1537,367.17,495.0,495.0,8.287e-29,0
1538,367.22,485.9,485.9,2.112e-28,0
1539,367.27,459.6,459.6,5.184e-28,0
1540,367.32,418.9,418.9,1.227e-27,0
1541,367.37,367.9,367.9,2.7e-27,0
1542,367.42,311.4,311.4,6.1579999999999996e-27,0
1543,367.47,253.9,253.9,1.305e-26,0
1544,367.52,199.5,199.5,2.665e-26,0
1545,367.57,151.1,151.1,5.249999999999999e-26,0
1546,367.62,110.2,110.2,9.965e-26,0
1547,367.67,77.49,77.49,1.822e-25,0
1548,367.72,52.5,52.5,3.215e-25,0
1549,367.77,34.27,34.27,5.463e-25,0
1550,367.82,21.56,21.56,8.95e-25,0
1551,367.87,13.07,13.07,1.413e-24,0
1552,367.92,7.631,7.631,2.15e-24,0
1553,367.97,4.294,4.294,3.155e-24,0
1554,368.02,2.329,2.329,4.461e-24,0
1555,368.07,1.217,1.217,6.079e-24,0
1556,368.12,0.6128,0.6128,7.984000000000001e-24,0
1557,368.17,0.2973,0.2973,1.011e-23,0
1558,368.22,0.139,0.139,1.2329999999999999e-23,0
