,Wavelength,Sum,O I (9.7e-01),O II (3.3e-02),O III (2.3e-12)
0,200.46,5.729e-24,0,5.729e-24,0
1,200.51,1.0300000000000001e-22,0,1.0300000000000001e-22,0
2,200.56,1.6379999999999998e-21,0,1.6379999999999998e-21,0
3,200.61,2.303e-20,0,2.303e-20,0
4,200.66,2.864e-19,0,2.864e-19,0
5,200.72,5.013e-18,0,5.013e-18,0
6,200.77,4.757e-17,0,4.757e-17,0
7,200.82,3.991e-16,0,3.991e-16,0
8,200.87,2.9609999999999998e-15,0,2.9609999999999998e-15,0
9,200.92,1.9430000000000002e-14,0,1.9430000000000002e-14,0
10,200.97,1.127e-13,0,1.127e-13,0
11,201.02,5.784e-13,0,5.784e-13,0
12,201.07,2.6239999999999997e-12,0,2.6239999999999997e-12,0
13,201.12,1.053e-11,0,1.053e-11,0
14,201.17,3.7359999999999994e-11,0,3.7359999999999994e-11,0
15,201.22,1.172e-10,0,1.172e-10,0
16,201.27,3.2530000000000006e-10,0,3.2530000000000006e-10,0
17,201.32,7.982e-10,0,7.982e-10,0
18,201.37,1.732e-09,0,1.732e-09,0
19,201.42,3.326e-09,6.813999999999999e-18,3.326e-09,0
20,201.47,5.652000000000001e-09,1.2670000000000002e-16,5.652000000000001e-09,0
21,201.52,8.513e-09,2.086e-15,8.513e-09,0
22,201.57,1.14e-08,3.041e-14,1.14e-08,0
23,201.62,1.37e-08,3.926e-13,1.37e-08,0
24,201.67,1.505e-08,4.488000000000001e-12,1.505e-08,0
25,201.72,1.5769999999999998e-08,4.543e-11,1.5719999999999998e-08,0
26,201.77,1.709e-08,4.072e-10,1.668e-08,0
27,201.82,2.2359999999999996e-08,3.232e-09,1.912e-08,0
28,201.87,4.6470000000000005e-08,2.271e-08,2.376e-08,0
29,201.92,1.715e-07,1.413e-07,3.018e-08,0
30,201.97,8.157e-07,7.789e-07,3.684e-08,0
31,202.02,3.842e-06,3.801e-06,4.162e-08,0
32,202.07,1.646e-05,1.642e-05,4.2889999999999996e-08,0
33,202.12,6.287e-05,6.283e-05,4.0190000000000005e-08,0
34,202.17,0.0002129,0.0002129,3.444e-08,0
35,202.22,0.0006386,0.0006386,2.7280000000000003e-08,0
36,202.27,0.001696,0.001696,2.04e-08,0
37,202.32,0.00399,0.00399,1.4930000000000002e-08,0
38,202.37,0.008311,0.008311,1.142e-08,0
39,202.42,0.015330000000000002,0.015330000000000002,1.0049999999999999e-08,0
40,202.47,0.02503,0.02503,1.08e-08,0
41,202.52,0.0362,0.0362,1.3559999999999999e-08,9.826e-44
42,202.57,0.04635,0.04635,1.784e-08,1.7909999999999998e-42
43,202.62,0.05256,0.05256,2.2719999999999998e-08,2.8929999999999995e-41
44,202.67,0.052770000000000004,0.052770000000000004,2.685e-08,4.143999999999999e-40
45,202.72,0.04691,0.04691,2.891e-08,5.261999999999999e-39
46,202.77,0.036930000000000004,0.036930000000000004,2.812e-08,5.924e-38
47,202.82,0.02574,0.02574,2.463e-08,5.912e-37
48,202.87,0.01589,0.01589,1.9419999999999998e-08,5.23e-36
49,202.92,0.008683,0.008683,1.379e-08,4.102e-35
50,202.97,0.004202,0.004202,8.824e-09,2.852e-34
51,203.02,0.001801,0.001801,5.1e-09,1.758e-33
52,203.07,0.0006833,0.0006833,2.668e-09,9.607999999999999e-33
53,203.12,0.00022959999999999997,0.00022959999999999997,1.265e-09,4.655e-32
54,203.17,6.83e-05,6.83e-05,5.476000000000001e-10,1.9989999999999995e-31
55,203.22,1.799e-05,1.799e-05,2.2280000000000002e-10,7.612e-31
56,203.27,4.197e-06,4.197e-06,9.932e-11,2.5689999999999997e-30
57,203.32,8.669e-07,8.669e-07,7.248e-11,7.688999999999999e-30
58,203.37,1.586e-07,1.585e-07,9.243000000000001e-11,2.04e-29
59,203.42,2.5810000000000004e-08,2.5669999999999998e-08,1.354e-10,4.8009999999999996e-29
60,203.47,3.867e-09,3.681e-09,1.855e-10,1.0019999999999999e-28
61,203.52,6.947e-10,4.674e-10,2.2719999999999998e-10,1.8559999999999997e-28
62,203.57,2.998e-10,5.255e-11,2.472e-10,3.0589999999999993e-28
63,203.62,2.437e-10,5.231e-12,2.384e-10,4.497e-28
64,203.67,2.0439999999999999e-10,4.611e-13,2.0400000000000002e-10,5.951000000000001e-28
65,203.72,1.5509999999999999e-10,3.599e-14,1.5509999999999999e-10,7.212999999999999e-28
66,203.77,1.061e-10,2.487e-15,1.061e-10,8.293e-28
67,203.82,6.942e-11,1.522e-16,6.942e-11,9.564e-28
68,203.87,5.437e-11,8.247000000000001e-18,5.437e-11,1.173e-27
69,203.92,7.009e-11,0,7.009e-11,1.5539999999999998e-27
70,203.97,1.287e-10,0,1.287e-10,2.145e-27
71,204.02,2.447e-10,0,2.447e-10,2.9190000000000003e-27
72,204.07,4.264e-10,0,4.264e-10,3.764999999999999e-27
73,204.12,6.634e-10,0,6.634e-10,4.506e-27
74,204.17,9.165e-10,0,9.165e-10,4.9420000000000006e-27
75,204.22,1.123e-09,0,1.123e-09,4.9319999999999996e-27
76,204.27,1.2220000000000001e-09,0,1.2220000000000001e-09,4.454e-27
77,204.32,1.179e-09,0,1.179e-09,3.624e-27
78,204.37,1.0090000000000001e-09,0,1.0090000000000001e-09,2.6480000000000003e-27
79,204.42,7.657e-10,0,7.657e-10,1.732e-27
80,204.47,5.156000000000001e-10,0,5.156000000000001e-10,1.013e-27
81,204.52,3.08e-10,0,3.08e-10,5.349999999999999e-28
82,204.57,1.632e-10,0,1.632e-10,2.7069999999999997e-28
83,204.62,7.673e-11,0,7.673e-11,1.726e-28
84,204.67,3.2e-11,0,3.2e-11,2.089e-28
85,204.72,1.184e-11,0,1.184e-11,3.7659999999999997e-28
86,204.77,3.884e-12,0,3.884e-12,6.901999999999999e-28
87,204.82,1.131e-12,0,1.131e-12,1.1509999999999999e-27
88,204.87,2.92e-13,0,2.92e-13,1.717e-27
89,204.92,6.688e-14,0,6.688e-14,2.2859999999999998e-27
90,204.97,1.359e-14,0,1.359e-14,2.728e-27
91,205.02,2.45e-15,0,2.45e-15,2.934e-27
92,205.07,3.917e-16,0,3.917e-16,2.876e-27
93,205.12,5.556e-17,0,5.556e-17,2.6079999999999996e-27
94,205.17,6.992000000000001e-18,0,6.992000000000001e-18,2.232e-27
95,205.22,7.804000000000001e-19,0,7.804000000000001e-19,1.842e-27
96,205.27,7.728e-20,0,7.728e-20,1.4849999999999998e-27
97,205.32,6.788e-21,0,6.788e-21,1.1710000000000002e-27
98,205.37,5.289e-22,0,5.289e-22,8.991e-28
99,205.42,3.6560000000000005e-23,0,3.6560000000000005e-23,6.75e-28
100,205.47,2.2420000000000003e-24,0,2.2420000000000003e-24,5.1859999999999995e-28
101,205.52,1.224e-25,0,1.219e-25,4.497e-28
102,205.57,4.722e-28,0,0,4.722e-28
103,205.62,5.652999999999999e-28,0,0,5.652999999999999e-28
104,205.67,6.847e-28,0,0,6.847e-28
105,205.72,7.762e-28,0,0,7.762e-28
106,205.77,7.965e-28,0,0,7.965e-28
107,205.82,7.309e-28,0,0,7.309e-28
108,205.87,5.9729999999999995e-28,0,0,5.9729999999999995e-28
109,205.92,4.341e-28,0,0,4.341e-28
110,205.97,6.809e-23,0,6.809e-23,2.8039999999999997e-28
111,206.02,1.2320000000000001e-21,0,1.2320000000000001e-21,1.6109999999999998e-28
112,206.07,1.9489999999999998e-20,0,1.9489999999999998e-20,8.262999999999999e-29
113,206.12,2.7429999999999996e-19,0,2.7429999999999996e-19,3.915e-29
114,206.17,3.438e-18,0,3.438e-18,2.1169999999999998e-29
115,206.22,3.8350000000000003e-17,0,3.8350000000000003e-17,2.29e-29
116,206.27,3.8080000000000004e-16,0,3.8080000000000004e-16,4.5919999999999996e-29
117,206.32,3.3659999999999995e-15,0,3.3659999999999995e-15,9.966999999999999e-29
118,206.37,2.6489999999999996e-14,0,2.6489999999999996e-14,1.98e-28
119,206.42,1.856e-13,0,1.856e-13,3.5129999999999996e-28
120,206.47,1.157e-12,0,1.157e-12,5.546e-28
121,206.52,6.426e-12,0,6.426e-12,7.789000000000001e-28
122,206.57,3.176e-11,0,3.176e-11,9.73e-28
123,206.62,1.3980000000000002e-10,0,1.3980000000000002e-10,1.081e-27
124,206.67,5.476000000000001e-10,0,5.476000000000001e-10,1.069e-27
125,206.72,1.9100000000000002e-09,0,1.9100000000000002e-09,9.394000000000002e-28
126,206.77,5.93e-09,0,5.93e-09,7.346e-28
127,206.82,1.6399999999999998e-08,0,1.6399999999999998e-08,5.110000000000001e-28
128,206.87,4.0360000000000005e-08,0,4.0360000000000005e-08,3.162e-28
129,206.92,8.849999999999999e-08,0,8.849999999999999e-08,1.74e-28
130,206.97,1.728e-07,0,1.728e-07,8.518e-29
131,207.02,3.009e-07,0,3.009e-07,3.709e-29
132,207.07,4.672e-07,0,4.672e-07,1.437e-29
133,207.12,6.484e-07,0,6.484e-07,4.95e-30
134,207.17,8.070000000000001e-07,0,8.070000000000001e-07,1.5169999999999997e-30
135,207.22,9.064e-07,0,9.064e-07,4.136e-31
136,207.27,9.290999999999999e-07,0,9.290999999999999e-07,1.0029999999999998e-31
137,207.32,8.851e-07,0,8.851e-07,2.163e-32
138,207.37,8.034e-07,0,8.034e-07,4.149999999999999e-33
139,207.42,7.133e-07,0,7.133e-07,7.082e-34
140,207.47,6.285e-07,0,6.285e-07,1.0749999999999998e-34
141,207.52,5.460999999999999e-07,0,5.460999999999999e-07,1.451e-35
142,207.57,4.571e-07,0,4.571e-07,1.743e-36
143,207.62,3.589e-07,0,3.589e-07,1.862e-37
144,207.67,2.588e-07,0,2.588e-07,1.77e-38
145,207.72,1.691e-07,0,1.691e-07,1.4960000000000002e-39
146,207.77,9.927e-08,0,9.927e-08,1.125e-40
147,207.82,5.215e-08,0,5.215e-08,7.522999999999999e-42
148,207.87,2.4449999999999997e-08,0,2.4449999999999997e-08,4.475e-43
149,207.92,1.022e-08,0,1.022e-08,0
150,207.97,3.807e-09,0,3.807e-09,0
151,208.02,1.2629999999999999e-09,0,1.2629999999999999e-09,0
152,208.07,3.7310000000000004e-10,0,3.7310000000000004e-10,0
153,208.12,9.815e-11,0,9.815e-11,0
154,208.17,2.299e-11,0,2.299e-11,0
155,208.22,4.795e-12,0,4.795e-12,0
156,208.27,8.905e-13,0,8.905e-13,0
157,208.32,1.472e-13,0,1.472e-13,0
158,208.37,2.17e-14,0,2.17e-14,0
159,208.42,3.044e-15,0,3.044e-15,0
160,208.47,1.7260000000000002e-15,0,1.7260000000000002e-15,0
161,208.52,8.599e-15,0,8.599e-15,0
162,208.57,4.693e-14,0,4.693e-14,0
163,208.62,2.293e-13,0,2.293e-13,0
164,208.67,1e-12,0,1e-12,0
165,208.72,3.8900000000000006e-12,0,3.8900000000000006e-12,0
166,208.77,1.35e-11,0,1.35e-11,0
167,208.82,4.179e-11,0,4.179e-11,0
168,208.87,1.154e-10,0,1.154e-10,0
169,208.92,2.8439999999999997e-10,0,2.8439999999999997e-10,0
170,208.97,6.253e-10,0,6.253e-10,0
171,209.02,1.2260000000000001e-09,0,1.2260000000000001e-09,0
172,209.07,2.145e-09,0,2.145e-09,0
173,209.12,3.348e-09,0,3.348e-09,0
174,209.17,4.662e-09,0,4.662e-09,0
175,209.22,5.7909999999999995e-09,0,5.7909999999999995e-09,0
176,209.27,6.418e-09,0,6.418e-09,0
177,209.32,6.345e-09,0,6.345e-09,0
178,209.37,5.596e-09,0,5.596e-09,0
179,209.42,4.404e-09,0,4.404e-09,0
180,209.47,3.0919999999999997e-09,0,3.0919999999999997e-09,0
181,209.52,1.938e-09,0,1.938e-09,0
182,209.57,1.089e-09,0,1.089e-09,0
183,209.62,5.655000000000001e-10,0,5.655000000000001e-10,0
184,209.67,3.19e-10,0,3.19e-10,0
185,209.72,3.076e-10,0,3.076e-10,0
186,209.77,5.419e-10,0,5.419e-10,0
187,209.82,1.096e-09,0,1.096e-09,0
188,209.87,2.073e-09,0,2.073e-09,0
189,209.92,3.5249999999999997e-09,0,3.5249999999999997e-09,0
190,209.97,5.358000000000001e-09,0,5.358000000000001e-09,0
191,210.02,7.274e-09,0,7.274e-09,0
192,210.07,8.818e-09,0,8.818e-09,0
193,210.12,9.546e-09,0,9.546e-09,0
194,210.17,9.226999999999999e-09,0,9.226999999999999e-09,0
195,210.22,7.964e-09,0,7.964e-09,0
196,210.27,6.138e-09,0,6.138e-09,0
197,210.32,4.224e-09,0,4.224e-09,0
198,210.37,2.596e-09,0,2.596e-09,0
199,210.42,1.424e-09,0,1.424e-09,0
200,210.47,6.978999999999999e-10,0,6.978999999999999e-10,0
201,210.52,3.053e-10,0,3.053e-10,0
202,210.57,1.193e-10,0,1.193e-10,0
203,210.62,4.176e-11,0,4.176e-11,0
204,210.67,1.3449999999999998e-11,0,1.3449999999999998e-11,0
205,210.72,5.1080000000000004e-12,0,5.1080000000000004e-12,0
206,210.77,5.041000000000001e-12,0,5.041000000000001e-12,0
207,210.82,1.0539999999999998e-11,0,1.0539999999999998e-11,0
208,210.87,2.3370000000000002e-11,0,2.3370000000000002e-11,0
209,210.92,4.7479999999999994e-11,0,4.7479999999999994e-11,0
210,210.97,8.708999999999999e-11,0,8.708999999999999e-11,0
211,211.02,1.439e-10,0,1.439e-10,0
212,211.07,2.144e-10,0,2.144e-10,0
213,211.12,2.88e-10,0,2.88e-10,0
214,211.17,3.5039999999999995e-10,0,3.5039999999999995e-10,0
215,211.22,3.891e-10,0,3.891e-10,0
216,211.27,3.997e-10,0,3.997e-10,0
217,211.32,3.8810000000000003e-10,0,3.8810000000000003e-10,0
218,211.37,3.663e-10,0,3.663e-10,0
219,211.42,3.4369999999999996e-10,0,3.4369999999999996e-10,0
220,211.47,3.224e-10,0,3.224e-10,0
221,211.52,2.974e-10,0,2.974e-10,0
222,211.57,2.624e-10,0,2.624e-10,0
223,211.62,2.1580000000000002e-10,0,2.1580000000000002e-10,0
224,211.67,1.629e-10,0,1.629e-10,0
225,211.72,1.124e-10,0,1.124e-10,0
226,211.77,7.374999999999999e-11,0,7.374999999999999e-11,0
227,211.82,5.574e-11,0,5.574e-11,0
228,211.87,7.083e-11,0,7.083e-11,0
229,211.92,1.425e-10,0,1.425e-10,0
230,211.97,3.1180000000000005e-10,0,3.1180000000000005e-10,0
231,212.02,6.358e-10,0,6.358e-10,0
232,212.07,1.168e-09,0,1.168e-09,0
233,212.12,1.924e-09,0,1.924e-09,0
234,212.17,2.837e-09,0,2.837e-09,0
235,212.22,3.743e-09,0,3.743e-09,0
236,212.27,4.4209999999999995e-09,0,4.4209999999999995e-09,0
237,212.32,4.673e-09,0,4.673e-09,0
238,212.37,4.4209999999999995e-09,0,4.4209999999999995e-09,0
239,212.42,3.743e-09,0,3.743e-09,0
240,212.47,2.837e-09,0,2.837e-09,0
241,212.52,1.928e-09,0,1.928e-09,0
242,212.57,1.183e-09,0,1.183e-09,0
243,212.62,6.907000000000001e-10,0,6.907000000000001e-10,0
244,212.67,4.928e-10,0,4.928e-10,0
245,212.72,6.761000000000001e-10,0,6.761000000000001e-10,0
246,212.77,1.4810000000000002e-09,0,1.4810000000000002e-09,0
247,212.82,3.3929999999999998e-09,0,3.3929999999999998e-09,0
248,212.87,7.1499999999999995e-09,0,7.1499999999999995e-09,0
249,212.92,1.3559999999999999e-08,0,1.3559999999999999e-08,0
250,212.97,2.305e-08,0,2.305e-08,0
251,213.02,3.513e-08,0,3.513e-08,0
252,213.07,4.7980000000000003e-08,0,4.7980000000000003e-08,0
253,213.12,5.8720000000000006e-08,0,5.8720000000000006e-08,0
254,213.17,6.442e-08,0,6.442e-08,0
255,213.22,6.333e-08,0,6.333e-08,0
256,213.27,5.5800000000000003e-08,0,5.5800000000000003e-08,0
257,213.32,4.4070000000000004e-08,0,4.4070000000000004e-08,0
258,213.37,3.119e-08,0,3.119e-08,0
259,213.42,1.9780000000000002e-08,0,1.9780000000000002e-08,0
260,213.47,1.125e-08,0,1.125e-08,0
261,213.52,5.73e-09,0,5.73e-09,0
262,213.57,2.617e-09,0,2.617e-09,0
263,213.62,1.071e-09,0,1.071e-09,0
264,213.67,3.9280000000000003e-10,0,3.9280000000000003e-10,0
265,213.72,1.291e-10,0,1.291e-10,0
266,213.77,3.806e-11,0,3.806e-11,0
267,213.82,1.005e-11,0,1.005e-11,0
268,213.87,2.3790000000000003e-12,0,2.3790000000000003e-12,0
269,213.92,5.046e-13,0,5.046e-13,0
270,213.97,9.595e-14,0,9.595e-14,0
271,214.02,1.635e-14,0,1.635e-14,6.641000000000001e-41
272,214.07,2.4969999999999998e-15,0,2.4969999999999998e-15,1.0609999999999998e-39
273,214.12,3.4189999999999994e-16,0,3.4189999999999994e-16,1.523e-38
274,214.17,4.194e-17,0,4.194e-17,1.9609999999999998e-37
275,214.22,4.612e-18,0,4.612e-18,2.268e-36
276,214.27,4.546e-19,0,4.546e-19,2.3539999999999996e-35
277,214.32,4.0149999999999997e-20,0,4.0149999999999997e-20,2.194e-34
278,214.37,3.179e-21,0,3.179e-21,1.836e-33
279,214.42,2.255e-22,0,2.255e-22,1.379e-32
280,214.47,1.434e-23,0,1.434e-23,9.301e-32
281,214.52,5.632e-31,0,0,5.632e-31
282,214.57,3.0610000000000002e-30,0,0,3.0610000000000002e-30
283,214.62,1.494e-29,0,0,1.494e-29
284,214.67,6.545e-29,0,0,6.545e-29
285,214.72,2.5750000000000002e-28,0,0,2.5750000000000002e-28
286,214.77,9.092e-28,0,0,9.092e-28
287,214.82,2.882e-27,0,0,2.882e-27
288,214.87,8.204e-27,0,0,8.204e-27
289,214.92,2.096e-26,0,0,2.096e-26
290,214.97,4.8089999999999997e-26,0,0,4.8089999999999997e-26
291,215.02,9.905000000000001e-26,0,0,9.905000000000001e-26
292,215.07,1.831e-25,0,0,1.831e-25
293,215.12,3.0399999999999997e-25,0,0,3.0399999999999997e-25
294,215.17,4.531e-25,0,0,4.531e-25
295,215.22,6.062e-25,0,0,6.062e-25
296,215.27,7.282e-25,0,0,7.282e-25
297,215.32,7.852999999999999e-25,0,0,7.852999999999999e-25
298,215.37,7.6030000000000005e-25,0,0,7.6030000000000005e-25
299,215.42,6.608000000000001e-25,0,0,6.608000000000001e-25
300,215.47,5.157e-25,0,0,5.157e-25
301,215.52,3.6130000000000003e-25,0,0,3.6130000000000003e-25
302,215.57,2.272e-25,0,0,2.272e-25
303,215.62,1.283e-25,0,0,1.283e-25
304,215.67,6.504000000000001e-26,0,0,6.504000000000001e-26
305,215.72,3.005e-26,0,4.458e-28,2.96e-26
306,215.77,1.921e-26,0,7.115000000000001e-27,1.21e-26
307,215.82,1.066e-25,0,1.0209999999999999e-25,4.446e-27
308,215.87,1.4350000000000002e-24,0,1.433e-24,1.502e-27
309,215.92,1.741e-23,0,1.741e-23,5.925999999999999e-28
310,215.97,1.8890000000000001e-22,0,1.8890000000000001e-22,6.858e-28
311,216.02,1.857e-21,0,1.857e-21,1.8529999999999998e-27
312,216.07,1.661e-20,0,1.661e-20,5.254e-27
313,216.12,1.3550000000000002e-19,0,1.3550000000000002e-19,1.356e-26
314,216.17,1.0109999999999999e-18,0,1.0109999999999999e-18,3.148e-26
315,216.22,6.9199999999999994e-18,0,6.9199999999999994e-18,6.568999999999999e-26
316,216.27,4.351e-17,0,4.351e-17,1.2320000000000002e-25
317,216.32,2.518e-16,0,2.518e-16,2.078e-25
318,216.37,1.342e-15,0,1.342e-15,3.1500000000000003e-25
319,216.42,6.591e-15,0,6.591e-15,4.291e-25
320,216.47,2.979e-14,0,2.979e-14,5.255e-25
321,216.52,1.237e-13,0,1.237e-13,5.785e-25
322,216.57,4.709e-13,0,4.709e-13,5.723e-25
323,216.62,1.64e-12,0,1.64e-12,5.09e-25
324,216.67,5.213e-12,0,5.213e-12,4.069e-25
325,216.72,1.509e-11,0,1.509e-11,2.923e-25
326,216.77,3.971e-11,0,3.971e-11,1.8880000000000002e-25
327,216.82,9.486e-11,0,9.486e-11,1.0959999999999999e-25
328,216.87,2.0539999999999998e-10,0,2.0539999999999998e-10,5.718999999999999e-26
329,216.92,4.025e-10,0,4.025e-10,2.682e-26
330,216.97,7.137e-10,0,7.137e-10,1.1309999999999998e-26
331,217.02,1.144e-09,0,1.144e-09,4.2849999999999996e-27
332,217.07,1.656e-09,0,1.656e-09,1.46e-27
333,217.12,2.165e-09,0,2.165e-09,4.468999999999999e-28
334,217.17,2.554e-09,0,2.554e-09,1.23e-28
335,217.22,2.719e-09,0,2.719e-09,3.043e-29
336,217.27,2.612e-09,0,2.612e-09,6.853999999999999e-30
337,217.32,2.2620000000000003e-09,0,2.2620000000000003e-09,1.908e-30
338,217.37,1.767e-09,0,1.767e-09,3.3239999999999995e-30
339,217.42,1.244e-09,0,1.244e-09,1.542e-29
340,217.47,7.901e-10,0,7.901e-10,6.907999999999999e-29
341,217.52,4.525e-10,0,4.525e-10,2.7930000000000004e-28
342,217.57,2.342e-10,0,2.342e-10,1.0169999999999998e-27
343,217.62,1.1179999999999999e-10,0,1.1179999999999999e-10,3.334e-27
344,217.67,5.698e-11,0,5.698e-11,9.837000000000001e-27
345,217.72,5.4539999999999993e-11,0,5.4539999999999993e-11,2.6130000000000003e-26
346,217.77,1.158e-10,0,1.158e-10,6.250000000000001e-26
347,217.82,2.935e-10,0,2.935e-10,1.3459999999999999e-25
348,217.87,6.977999999999999e-10,0,6.977999999999999e-10,2.6090000000000004e-25
349,217.92,1.501e-09,0,1.501e-09,4.552e-25
350,217.97,2.9099999999999997e-09,0,2.9099999999999997e-09,7.153000000000001e-25
351,218.02,5.085e-09,0,5.085e-09,1.012e-24
352,218.07,8.017e-09,0,8.017e-09,1.2890000000000002e-24
353,218.12,1.143e-08,0,1.143e-08,1.4809999999999998e-24
354,218.17,1.482e-08,0,1.482e-08,1.5369999999999999e-24
355,218.22,1.766e-08,0,1.766e-08,1.453e-24
356,218.27,1.972e-08,0,1.972e-08,1.2809999999999999e-24
357,218.32,2.1339999999999998e-08,0,2.1339999999999998e-08,1.117e-24
358,218.37,2.334e-08,0,2.334e-08,1.0789999999999999e-24
359,218.42,2.655e-08,0,2.655e-08,1.2709999999999999e-24
360,218.47,3.122e-08,0,3.122e-08,1.7480000000000002e-24
361,218.52,3.661e-08,0,3.661e-08,2.492e-24
362,218.57,4.1130000000000005e-08,0,4.1130000000000005e-08,3.3939999999999996e-24
363,218.62,4.3090000000000004e-08,0,4.3090000000000004e-08,4.269e-24
364,218.67,4.15e-08,0,4.15e-08,4.912e-24
365,218.72,3.667e-08,0,3.667e-08,5.17e-24
366,218.77,3.003e-08,0,3.003e-08,5.0029999999999996e-24
367,218.82,2.343e-08,0,2.343e-08,4.485e-24
368,218.87,1.8300000000000002e-08,0,1.8300000000000002e-08,3.771e-24
369,218.92,1.516e-08,0,1.516e-08,3.0260000000000002e-24
370,218.97,1.3640000000000002e-08,0,1.3640000000000002e-08,2.374e-24
371,219.02,1.2890000000000002e-08,0,1.2890000000000002e-08,1.879e-24
372,219.07,1.2090000000000001e-08,0,1.2090000000000001e-08,1.5469999999999998e-24
373,219.12,1.088e-08,0,1.088e-08,1.338e-24
374,219.17,9.427e-09,0,9.427e-09,1.198e-24
375,219.22,8.335e-09,0,8.335e-09,1.077e-24
376,219.27,8.356e-09,0,8.356e-09,9.569e-25
377,219.32,1.01e-08,0,1.01e-08,8.541e-25
378,219.37,1.375e-08,0,1.375e-08,8.141e-25
379,219.42,1.891e-08,0,1.891e-08,8.871e-25
380,219.47,2.451e-08,0,2.451e-08,1.102e-24
381,219.52,2.9130000000000003e-08,0,2.9130000000000003e-08,1.4469999999999998e-24
382,219.57,3.141e-08,0,3.141e-08,1.862e-24
383,219.62,3.061e-08,0,3.061e-08,2.249e-24
384,219.67,2.693e-08,0,2.693e-08,2.505e-24
385,219.72,2.139e-08,0,2.139e-08,2.552e-24
386,219.77,1.5330000000000002e-08,0,1.5330000000000002e-08,2.374e-24
387,219.82,9.91e-09,0,9.91e-09,2.0110000000000004e-24
388,219.87,5.7799999999999995e-09,0,5.7799999999999995e-09,1.5509999999999998e-24
389,219.92,3.0420000000000005e-09,0,3.0420000000000005e-09,1.088e-24
390,219.97,1.444e-09,0,1.444e-09,6.939e-25
391,220.02,6.184e-10,0,6.184e-10,4.0169999999999996e-25
392,220.07,2.389e-10,0,2.389e-10,2.11e-25
393,220.12,8.323e-11,0,8.323e-11,1.004e-25
394,220.17,2.6149999999999998e-11,0,2.6149999999999998e-11,4.3319999999999996e-26
395,220.22,7.414e-12,0,7.414e-12,1.691e-26
396,220.27,1.895e-12,0,1.895e-12,5.970999999999999e-27
397,220.32,4.37e-13,0,4.37e-13,1.906e-27
398,220.37,9.086e-14,0,9.086e-14,5.501e-28
399,220.42,1.704e-14,0,1.704e-14,1.434e-28
400,220.47,2.8809999999999997e-15,0,2.8809999999999997e-15,3.3759999999999996e-29
401,220.52,4.3949999999999994e-16,0,4.3949999999999994e-16,7.174e-30
402,220.57,6.176e-17,0,6.176e-17,1.3759999999999998e-30
403,220.62,1.732e-17,0,1.732e-17,2.382e-31
404,220.67,6.55e-17,0,6.55e-17,3.721e-32
405,220.72,3.844e-16,0,3.844e-16,5.2439999999999994e-33
406,220.77,2.0629999999999998e-15,0,2.0629999999999998e-15,6.665999999999999e-34
407,220.82,1e-14,0,1e-14,7.643999999999999e-35
408,220.87,4.38e-14,0,4.38e-14,7.905000000000001e-36
409,220.92,1.732e-13,0,1.732e-13,7.373e-37
410,220.97,6.188e-13,0,6.188e-13,6.201999999999999e-38
411,221.02,1.996e-12,0,1.996e-12,4.689e-39
412,221.07,5.819e-12,0,5.819e-12,3.2089999999999997e-40
413,221.12,1.532e-11,0,1.532e-11,0
414,221.17,3.645e-11,0,3.645e-11,0
415,221.22,7.840999999999999e-11,0,7.840999999999999e-11,0
416,221.27,1.526e-10,0,1.526e-10,0
417,221.32,2.69e-10,0,2.69e-10,0
418,221.37,4.308e-10,0,4.308e-10,0
419,221.42,6.293999999999999e-10,0,6.293999999999999e-10,0
420,221.47,8.453e-10,0,8.453e-10,6.814e-40
421,221.52,1.056e-09,0,1.056e-09,9.829000000000002e-39
422,221.57,1.25e-09,0,1.25e-09,1.282e-37
423,221.62,1.4310000000000001e-09,0,1.4310000000000001e-09,1.511e-36
424,221.67,1.611e-09,0,1.611e-09,1.612e-35
425,221.72,1.7969999999999999e-09,0,1.7969999999999999e-09,1.554e-34
426,221.77,1.9670000000000003e-09,0,1.9670000000000003e-09,1.3539999999999998e-33
427,221.82,2.075e-09,0,2.075e-09,1.068e-32
428,221.87,2.073e-09,0,2.073e-09,7.608e-32
429,221.92,1.94e-09,0,1.94e-09,4.903e-31
430,221.97,1.703e-09,0,1.703e-09,2.8569999999999997e-30
431,222.02,1.425e-09,0,1.425e-09,1.505e-29
432,222.07,1.179e-09,0,1.179e-09,7.169e-29
433,222.12,1.013e-09,0,1.013e-09,3.0880000000000003e-28
434,222.17,9.346e-10,0,9.346e-10,1.2029999999999998e-27
435,222.22,9.166e-10,0,9.166e-10,4.235e-27
436,222.27,9.156e-10,0,9.156e-10,1.349e-26
437,222.32,8.929e-10,0,8.929e-10,3.883000000000001e-26
438,222.37,8.279e-10,0,8.279e-10,1.0109999999999999e-25
439,222.42,7.209000000000001e-10,0,7.209000000000001e-10,2.379e-25
440,222.47,5.892000000000001e-10,0,5.892000000000001e-10,5.063999999999999e-25
441,222.52,4.593e-10,0,4.593e-10,9.745e-25
442,222.57,3.6060000000000003e-10,0,3.6060000000000003e-10,1.696e-24
443,222.62,3.2060000000000006e-10,0,3.2060000000000006e-10,2.668e-24
444,222.67,3.617e-10,0,3.617e-10,3.795e-24
445,222.72,4.961e-10,0,4.961e-10,4.882e-24
