,Wavelength,Sum,O I (9.7e-01),O II (3.3e-02),O III (2.3e-12)
4187,417.64,2.6789999999999997e-08,0,2.6789999999999997e-08,3.9619999999999996e-27
4188,417.69,2.12e-08,0,2.12e-08,3.0059999999999998e-27
4189,417.74,1.944e-08,0,1.944e-08,2.224e-27
4190,417.79,2.136e-08,0,2.136e-08,1.6120000000000002e-27
4191,417.84,2.7030000000000004e-08,0,2.7030000000000004e-08,1.157e-27
4192,417.89,3.676e-08,0,3.676e-08,8.414e-28
4193,417.94,5.101e-08,0,5.101e-08,6.468999999999999e-28
4194,417.99,7.03e-08,0,7.03e-08,5.571000000000001e-28
4195,418.04,9.509e-08,0,9.509e-08,5.591e-28
4196,418.09,1.257e-07,0,1.257e-07,6.442e-28
4197,418.14,1.621e-07,0,1.621e-07,8.064999999999998e-28
4198,418.19,2.039e-07,0,2.039e-07,1.042e-27
4199,418.24,2.505e-07,0,2.505e-07,1.344e-27
4200,418.29,3.006e-07,0,3.006e-07,1.7069999999999997e-27
4201,418.34,3.5280000000000004e-07,0,3.5280000000000004e-07,2.1190000000000004e-27
4202,418.39,4.0549999999999997e-07,0,4.0549999999999997e-07,2.561e-27
4203,418.44,4.571e-07,0,4.571e-07,3.011e-27
4204,418.49,5.061e-07,0,5.061e-07,3.440999999999999e-27
4205,418.54,5.513e-07,0,5.513e-07,3.824e-27
4206,418.59,5.916e-07,0,5.916e-07,4.13e-27
4207,418.64,6.263e-07,0,6.263e-07,4.335e-27
4208,418.69,6.543999999999999e-07,0,6.543999999999999e-07,4.422e-27
4209,418.74,6.754999999999999e-07,0,6.754999999999999e-07,4.385e-27
4210,418.79,6.885e-07,0,6.885e-07,4.2249999999999995e-27
4211,418.84,6.929000000000001e-07,0,6.929000000000001e-07,3.957e-27
4212,418.89,6.877e-07,0,6.877e-07,3.601e-27
4213,418.94,6.723999999999999e-07,0,6.723999999999999e-07,3.186e-27
4214,418.99,6.469e-07,0,6.469e-07,2.7390000000000003e-27
4215,419.04,6.116e-07,0,6.116e-07,2.288e-27
4216,419.09,5.675e-07,0,5.675e-07,1.858e-27
4217,419.14,5.164e-07,0,5.164e-07,1.467e-27
4218,419.19,4.603e-07,5.151e-18,4.603e-07,1.125e-27
4219,419.24,4.02e-07,2.095e-17,4.02e-07,8.384999999999998e-28
4220,419.29,3.4380000000000005e-07,8.285e-17,3.4380000000000005e-07,6.075e-28
4221,419.34,2.882e-07,3.185e-16,2.882e-07,4.278e-28
4222,419.39,2.37e-07,1.191e-15,2.37e-07,2.927e-28
4223,419.44,1.915e-07,4.328e-15,1.915e-07,1.947e-28
4224,419.49,1.525e-07,1.529e-14,1.525e-07,1.2579999999999998e-28
4225,419.54,1.199e-07,5.255e-14,1.199e-07,7.905e-29
4226,419.59,9.345e-08,1.756e-13,9.345e-08,4.826e-29
4227,419.64,7.251e-08,5.702e-13,7.251e-08,2.864e-29
4228,419.69,5.622000000000001e-08,1.8009999999999999e-12,5.622000000000001e-08,1.651e-29
4229,419.74,4.3680000000000005e-08,5.5289999999999996e-12,4.367e-08,9.256e-30
4230,419.79,3.408e-08,1.65e-11,3.406e-08,5.0429999999999995e-30
4231,419.84,2.6710000000000002e-08,4.79e-11,2.6660000000000005e-08,2.671e-30
4232,419.89,2.1040000000000002e-08,1.3519999999999998e-10,2.0909999999999997e-08,1.379e-30
4233,419.94,1.6740000000000003e-08,3.709e-10,1.6369999999999997e-08,7.047e-31
4234,419.99,1.3740000000000001e-08,9.895e-10,1.2749999999999998e-08,3.8499999999999996e-31
4235,420.04,1.24e-08,2.567e-09,9.836e-09,2.9989999999999996e-31
4236,420.09,1.3959999999999999e-08,6.4729999999999995e-09,7.486e-09,4.56e-31
4237,420.14,2.1469999999999996e-08,1.587e-08,5.602e-09,1.038e-30
4238,420.19,4.195e-08,3.784e-08,4.11e-09,2.578e-30
4239,420.24,9.065e-08,8.77e-08,2.951e-09,6.36e-30
4240,420.29,1.997e-07,1.9760000000000002e-07,2.069e-09,1.532e-29
4241,420.34,4.3450000000000003e-07,4.3310000000000003e-07,1.4149999999999998e-09,3.588e-29
4242,420.39,9.236e-07,9.227e-07,9.437000000000002e-10,8.173e-29
4243,420.44,1.912e-06,1.911e-06,6.128e-10,1.81e-28
4244,420.49,3.85e-06,3.849e-06,3.874e-10,3.8979999999999996e-28
4245,420.54,7.538e-06,7.538e-06,2.383e-10,8.162000000000002e-28
4246,420.59,1.435e-05,1.435e-05,1.426e-10,1.662e-27
4247,420.64,2.657e-05,2.657e-05,8.303e-11,3.2890000000000006e-27
4248,420.69,4.782e-05,4.782e-05,4.7e-11,6.331e-27
4249,420.74,8.371e-05,8.371e-05,2.587e-11,1.1850000000000001e-26
4250,420.79,0.0001425,0.0001425,1.385e-11,2.155e-26
4251,420.84,0.0002358,0.0002358,7.206000000000001e-12,3.8130000000000003e-26
4252,420.89,0.00037939999999999995,0.00037939999999999995,3.6460000000000004e-12,6.558e-26
4253,420.94,0.0005939,0.0005939,1.7930000000000001e-12,1.097e-25
4254,420.99,0.0009041,0.0009041,8.574e-13,1.783e-25
4255,421.04,0.0013390000000000001,0.0013390000000000001,3.985e-13,2.819e-25
4256,421.09,0.001929,0.001929,1.801e-13,4.333e-25
4257,421.14,0.002705,0.002705,7.909e-14,6.475999999999999e-25
4258,421.19,0.003692,0.003692,3.377e-14,9.411e-25
4259,421.24,0.004909,0.004909,1.4019999999999998e-14,1.3299999999999999e-24
4260,421.29,0.00636,0.00636,5.655e-15,1.827e-24
4261,421.34,0.008038,0.008038,2.218e-15,2.44e-24
4262,421.39,0.009918999999999999,0.009918999999999999,8.454000000000001e-16,3.1680000000000002e-24
4263,421.44,0.01197,0.01197,3.133e-16,4.0000000000000004e-24
4264,421.49,0.01415,0.01415,1.129e-16,4.9110000000000006e-24
4265,421.54,0.01642,0.01642,3.952e-17,5.862e-24
4266,421.59,0.01876,0.01876,1.345e-17,6.803999999999999e-24
4267,421.64,0.021159999999999998,0.021159999999999998,4.4499999999999994e-18,7.678e-24
4268,421.69,0.02364,0.02364,1.431e-18,8.424e-24
4269,421.74,0.02623,0.02623,4.474e-19,8.986000000000001e-24
4270,421.79,0.028980000000000002,0.028980000000000002,1.36e-19,9.32e-24
4271,421.84,0.03192,0.03192,4.016e-20,9.399e-24
4272,421.89,0.03507,0.03507,1.153e-20,9.216000000000002e-24
4273,421.94,0.03839,0.03839,3.218e-21,8.785999999999999e-24
4274,421.99,0.04178,0.04178,8.73e-22,8.144e-24
4275,422.04,0.04508,0.04508,2.302e-22,7.339999999999999e-24
4276,422.09,0.04809,0.04809,5.900999999999999e-23,6.432000000000001e-24
4277,422.14,0.050539999999999995,0.050539999999999995,1.4700000000000002e-23,5.48e-24
4278,422.19,0.05222,0.05222,3.3510000000000006e-24,4.5400000000000004e-24
4279,422.24,0.05292,0.05292,0,3.656000000000001e-24
4280,422.29,0.05251,0.05251,0,2.8629999999999998e-24
4281,422.34,0.05097,0.05097,0,2.18e-24
4282,422.39,0.048389999999999996,0.048389999999999996,0,1.614e-24
4283,422.44,0.044989999999999995,0.044989999999999995,0,1.1619999999999998e-24
4284,422.49,0.041069999999999995,0.041069999999999995,0,8.137e-25
4285,422.54,0.037,0.037,0,5.546e-25
4286,422.59,0.03319,0.03319,0,3.687e-25
4287,422.64,0.03003,0.03003,0,2.411e-25
4288,422.69,0.02791,0.02791,0,1.5859999999999999e-25
4289,422.74,0.02713,0.02713,0,1.121e-25
4290,422.79,0.027889999999999998,0.027889999999999998,0,9.652000000000001e-26
4291,422.84,0.030289999999999997,0.030289999999999997,0,1.123e-25
4292,422.89,0.03431,0.03431,0,1.668e-25
4293,422.94,0.03979,0.03979,0,2.756e-25
4294,422.99,0.04641,0.04641,0,4.657e-25
4295,423.04,0.053770000000000005,0.053770000000000005,0,7.776999999999999e-25
4296,423.09,0.061329999999999996,0.061329999999999996,0,1.2699999999999999e-24
4297,423.14,0.06851,0.06851,0,2.019e-24
4298,423.19,0.07474,0.07474,0,3.1239999999999992e-24
4299,423.24,0.07946,0.07946,0,4.702e-24
4300,423.29,0.08227000000000001,0.08227000000000001,0,6.884e-24
4301,423.34,0.08288999999999999,0.08288999999999999,0,9.801e-24
4302,423.39,0.08123999999999999,0.08123999999999999,0,1.357e-23
4303,423.44,0.07746,0.07746,0,1.8280000000000003e-23
4304,423.49,0.07182999999999999,0.07182999999999999,0,2.3939999999999998e-23
4305,423.54,0.06477999999999999,0.06477999999999999,0,3.049e-23
4306,423.59,0.05681,0.05681,0,3.778e-23
4307,423.64,0.04846,0.04846,0,4.5520000000000003e-23
4308,423.69,0.04019,0.04019,0,5.334000000000001e-23
4309,423.74,0.03242,0.03242,0,6.079000000000001e-23
4310,423.79,0.02544,0.02544,0,6.738e-23
4311,423.84,0.0194,0.0194,0,7.264000000000001e-23
4312,423.89,0.0144,0.0144,0,7.615e-23
4313,423.94,0.01039,0.01039,0,7.765000000000001e-23
4314,423.99,0.007287999999999999,0.007287999999999999,0,7.700000000000001e-23
4315,424.04,0.004973,0.004973,0,7.427e-23
4316,424.09,0.0033,0.0033,0,6.967e-23
4317,424.14,0.002129,0.002129,0,6.356e-23
4318,424.19,0.001336,0.001336,0,5.639e-23
4319,424.24,0.0008154,0.0008154,0,4.8659999999999995e-23
4320,424.29,0.00048389999999999994,0.00048389999999999994,0,4.0840000000000003e-23
4321,424.34,0.0002793,0.0002793,0,3.333e-23
4322,424.39,0.00015680000000000002,0.00015680000000000002,0,2.6460000000000004e-23
4323,424.44,8.557e-05,8.557e-05,0,2.043e-23
4324,424.49,4.542e-05,4.542e-05,0,1.534e-23
4325,424.54,2.345e-05,2.345e-05,0,1.1199999999999999e-23
4326,424.59,1.177e-05,1.177e-05,0,7.955e-24
4327,424.64,5.7460000000000006e-06,5.7460000000000006e-06,0,5.495e-24
4328,424.69,2.728e-06,2.728e-06,0,3.6910000000000004e-24
4329,424.74,1.26e-06,1.26e-06,0,2.412e-24
4330,424.79,5.654999999999999e-07,5.654999999999999e-07,0,1.5330000000000003e-24
4331,424.84,2.469e-07,2.469e-07,0,9.471000000000002e-25
4332,424.89,1.048e-07,1.048e-07,0,5.693e-25
4333,424.94,4.3300000000000004e-08,4.3300000000000004e-08,0,3.3279999999999998e-25
4334,424.99,1.7390000000000002e-08,1.7390000000000002e-08,0,1.8920000000000002e-25
4335,425.04,6.790000000000001e-09,6.790000000000001e-09,0,1.0459999999999998e-25
4336,425.09,2.5790000000000003e-09,2.5790000000000003e-09,0,5.625e-26
4337,425.14,9.524e-10,9.524e-10,0,2.942e-26
4338,425.19,3.4210000000000004e-10,3.4210000000000004e-10,1.074e-24,1.496e-26
4339,425.24,1.195e-10,1.195e-10,4.338999999999999e-24,7.401999999999999e-27
4340,425.29,4.058e-11,4.058e-11,1.7059999999999997e-23,3.561e-27
4341,425.34,1.341e-11,1.341e-11,6.586e-23,1.666e-27
4342,425.39,4.306999999999999e-12,4.306999999999999e-12,2.453e-22,7.582999999999999e-28
4343,425.44,1.3449999999999998e-12,1.3449999999999998e-12,8.894e-22,3.3560000000000004e-28
4344,425.49,4.087e-13,4.087e-13,3.137e-21,1.4450000000000002e-28
4345,425.54,1.208e-13,1.208e-13,1.077e-20,6.048e-29
4346,425.59,3.47e-14,3.47e-14,3.597e-20,2.4629999999999997e-29
4347,425.64,9.695e-15,9.694e-15,1.1689999999999998e-19,9.751e-30
4348,425.69,2.635e-15,2.634e-15,3.699e-19,3.755e-30
4349,425.74,6.972000000000001e-16,6.961e-16,1.139e-18,1.4069999999999998e-30
4350,425.79,1.8230000000000002e-16,1.789e-16,3.411e-18,5.124e-31
4351,425.84,5.465e-17,4.47e-17,9.946000000000001e-18,1.8149999999999998e-31
4352,425.89,3.908e-17,1.086e-17,2.822e-17,6.254999999999999e-32
4353,425.94,7.791e-17,0,7.791e-17,2.096e-32
4354,425.99,2.0939999999999999e-16,0,2.0939999999999999e-16,6.832e-33
4355,426.04,5.474999999999999e-16,0,5.474999999999999e-16,2.166e-33
4356,426.09,1.393e-15,0,1.393e-15,6.676e-34
4357,426.14,3.4520000000000005e-15,0,3.4520000000000005e-15,2.002e-34
4358,426.19,8.321e-15,0,8.321e-15,5.835999999999999e-35
4359,426.24,1.952e-14,0,1.952e-14,1.655e-35
4360,426.29,4.4580000000000004e-14,0,4.4580000000000004e-14,4.566e-36
4361,426.34,9.91e-14,0,9.91e-14,1.2279999999999999e-36
4362,426.39,2.144e-13,0,2.144e-13,3.3139999999999997e-37
4363,426.44,4.514e-13,0,4.514e-13,1.2059999999999999e-37
4364,426.49,9.253e-13,0,9.253e-13,1.479e-37
4365,426.54,1.846e-12,0,1.846e-12,4.0229999999999995e-37
4366,426.59,3.5849999999999998e-12,0,3.5849999999999998e-12,1.2309999999999997e-36
4367,426.64,6.7779999999999996e-12,0,6.7779999999999996e-12,3.666999999999999e-36
4368,426.69,1.247e-11,0,1.247e-11,1.0630000000000001e-35
4369,426.74,2.235e-11,0,2.235e-11,2.998e-35
4370,426.79,3.898e-11,0,3.898e-11,8.229e-35
4371,426.84,6.62e-11,0,6.62e-11,2.198e-34
4372,426.89,1.095e-10,0,1.095e-10,5.714e-34
4373,426.94,1.762e-10,0,1.762e-10,1.4449999999999999e-33
4374,426.99,2.762e-10,0,2.762e-10,3.5579999999999996e-33
4375,427.04,4.216e-10,0,4.216e-10,8.524e-33
4376,427.09,6.266000000000001e-10,0,6.266000000000001e-10,1.9869999999999997e-32
4377,427.14,9.068999999999999e-10,0,9.068999999999999e-10,4.508e-32
4378,427.19,1.278e-09,0,1.278e-09,9.952999999999998e-32
4379,427.24,1.7549999999999998e-09,0,1.7549999999999998e-09,2.1379999999999998e-31
4380,427.29,2.347e-09,0,2.347e-09,4.471e-31
4381,427.34,3.0559999999999998e-09,0,3.0559999999999998e-09,9.096999999999999e-31
4382,427.39,3.877e-09,0,3.877e-09,1.801e-30
4383,427.44,4.7910000000000005e-09,0,4.7910000000000005e-09,3.471e-30
4384,427.49,5.768e-09,0,5.768e-09,6.509e-30
4385,427.54,6.766e-09,0,6.766e-09,1.1879999999999999e-29
4386,427.59,7.731e-09,0,7.731e-09,2.109e-29
4387,427.64,8.608e-09,0,8.608e-09,3.6449999999999996e-29
4388,427.69,9.339e-09,0,9.339e-09,6.13e-29
4389,427.74,9.873e-09,0,9.873e-09,1.0029999999999999e-28
4390,427.79,1.0170000000000001e-08,0,1.0170000000000001e-08,1.598e-28
4391,427.84,1.0209999999999998e-08,0,1.0209999999999998e-08,2.476e-28
4392,427.89,9.997e-09,0,9.997e-09,3.7349999999999997e-28
4393,427.94,9.539e-09,0,9.539e-09,5.482e-28
4394,427.99,8.875e-09,0,8.875e-09,7.8310000000000005e-28
4395,428.04,8.055e-09,0,8.055e-09,1.0880000000000001e-27
4396,428.09,7.134e-09,0,7.134e-09,1.472e-27
4397,428.14,6.172999999999999e-09,0,6.172999999999999e-09,1.938e-27
4398,428.19,5.224e-09,0,5.224e-09,2.483e-27
4399,428.24,4.335e-09,0,4.335e-09,3.095e-27
4400,428.29,3.538e-09,0,3.538e-09,3.7549999999999996e-27
4401,428.34,2.8549999999999998e-09,0,2.8549999999999998e-09,4.4329999999999994e-27
4402,428.39,2.295e-09,0,2.295e-09,5.093000000000001e-27
4403,428.44,1.8559999999999998e-09,0,1.8559999999999998e-09,5.695e-27
4404,428.49,1.5260000000000001e-09,0,1.5260000000000001e-09,6.196e-27
4405,428.54,1.2879999999999999e-09,0,1.2879999999999999e-09,6.560999999999999e-27
4406,428.59,1.124e-09,0,1.124e-09,6.76e-27
4407,428.64,1.014e-09,0,1.014e-09,6.777999999999999e-27
4408,428.69,9.379999999999999e-10,0,9.379999999999999e-10,6.614e-27
4409,428.74,8.813e-10,0,8.813e-10,6.281e-27
4410,428.79,8.312999999999999e-10,0,8.312999999999999e-10,5.804e-27
4411,428.84,7.799000000000001e-10,0,7.799000000000001e-10,5.22e-27
4412,428.89,7.224e-10,0,7.224e-10,4.568e-27
4413,428.94,6.573e-10,0,6.573e-10,3.8899999999999995e-27
4414,428.99,5.854e-10,0,5.854e-10,3.2240000000000003e-27
4415,429.04,5.092e-10,0,5.092e-10,2.601e-27
4416,429.09,4.3210000000000004e-10,0,4.3210000000000004e-10,2.0409999999999996e-27
4417,429.14,3.5740000000000003e-10,0,3.5740000000000003e-10,1.5590000000000001e-27
4418,429.19,2.8789999999999996e-10,0,2.8789999999999996e-10,1.159e-27
4419,429.24,2.2580000000000004e-10,0,2.2580000000000004e-10,8.382e-28
4420,429.29,1.7240000000000002e-10,0,1.7240000000000002e-10,5.9e-28
4421,429.34,1.281e-10,0,1.281e-10,4.042e-28
4422,429.39,9.267000000000001e-11,0,9.267000000000001e-11,2.694e-28
4423,429.44,6.524e-11,0,6.524e-11,1.7480000000000003e-28
4424,429.49,4.47e-11,0,4.47e-11,1.1030000000000001e-28
4425,429.54,2.981e-11,0,2.981e-11,6.778999999999999e-29
4426,429.59,1.9339999999999998e-11,0,1.9339999999999998e-11,4.053e-29
4427,429.64,1.222e-11,0,1.222e-11,2.358e-29
4428,429.69,7.509e-12,0,7.509e-12,1.335e-29
4429,429.74,4.497e-12,0,4.497e-12,7.357e-30
4430,429.79,2.6349999999999996e-12,0,2.6349999999999996e-12,3.9449999999999995e-30
4431,429.84,1.541e-12,0,1.541e-12,2.058e-30
4432,429.89,9.803e-13,0,9.803e-13,1.045e-30
4433,429.94,8.687e-13,0,8.687e-13,5.165e-31
4434,429.99,1.329e-12,0,1.329e-12,2.484e-31
4435,430.04,2.8510000000000003e-12,0,2.8510000000000003e-12,1.162e-31
4436,430.09,6.6759999999999994e-12,0,6.6759999999999994e-12,5.292999999999999e-32
4437,430.14,1.562e-11,0,1.562e-11,2.3459999999999998e-32
4438,430.19,3.5799999999999995e-11,0,3.5799999999999995e-11,1.0119999999999999e-32
4439,430.24,7.996e-11,0,7.996e-11,4.247e-33
4440,430.29,1.739e-10,0,1.739e-10,1.734e-33
4441,430.34,3.685e-10,0,3.685e-10,6.893999999999999e-34
4442,430.39,7.603000000000001e-10,0,7.603000000000001e-10,2.6669999999999996e-34
4443,430.44,1.5279999999999999e-09,0,1.5279999999999999e-09,1.004e-34
4444,430.49,2.989e-09,0,2.989e-09,3.677e-35
4445,430.54,5.697e-09,0,5.697e-09,1.3109999999999997e-35
4446,430.59,1.0580000000000001e-08,0,1.0580000000000001e-08,4.547e-36
4447,430.64,1.913e-08,0,1.913e-08,1.5349999999999997e-36
4448,430.69,3.3700000000000004e-08,0,3.3700000000000004e-08,5.042e-37
4449,430.74,5.784e-08,0,5.784e-08,1.612e-37
4450,430.79,9.673e-08,0,9.673e-08,5.016999999999999e-38
4451,430.84,1.576e-07,0,1.576e-07,1.524e-38
4452,430.89,2.5039999999999997e-07,0,2.5039999999999997e-07,4.6840000000000004e-39
4453,430.94,3.876e-07,0,3.876e-07,2.0559999999999997e-39
4454,430.99,5.85e-07,0,5.85e-07,3.126e-39
4455,431.04,8.609e-07,0,8.609e-07,9.747e-39
4456,431.09,1.235e-06,0,1.235e-06,3.278e-38
4457,431.14,1.729e-06,0,1.729e-06,1.0829999999999999e-37
4458,431.19,2.361e-06,0,2.361e-06,3.4829999999999994e-37
4459,431.24,3.146e-06,0,3.146e-06,1.0920000000000001e-36
4460,431.29,4.091e-06,0,4.091e-06,3.331e-36
4461,431.34,5.192999999999999e-06,0,5.192999999999999e-06,9.896e-36
4462,431.39,6.437999999999999e-06,0,6.437999999999999e-06,2.863e-35
4463,431.44,7.794e-06,0,7.794e-06,8.065e-35
4464,431.49,9.217999999999999e-06,0,9.217999999999999e-06,2.2119999999999997e-34
4465,431.54,1.065e-05,0,1.065e-05,5.909e-34
4466,431.59,1.203e-05,0,1.203e-05,1.537e-33
4467,431.64,1.329e-05,0,1.329e-05,3.892e-33
4468,431.69,1.435e-05,0,1.435e-05,9.596e-33
4469,431.74,1.515e-05,0,1.515e-05,2.304e-32
4470,431.79,1.565e-05,0,1.565e-05,5.387e-32
4471,431.84,1.582e-05,0,1.582e-05,1.2259999999999998e-31
4472,431.89,1.566e-05,0,1.566e-05,2.719e-31
4473,431.94,1.517e-05,0,1.517e-05,5.868999999999999e-31
4474,431.99,1.44e-05,0,1.44e-05,1.234e-30
4475,432.04,1.34e-05,0,1.34e-05,2.525e-30
4476,432.09,1.223e-05,0,1.223e-05,5.031e-30
4477,432.14,1.097e-05,0,1.097e-05,9.762999999999998e-30
4478,432.19,9.689e-06,0,9.689e-06,1.845e-29
4479,432.24,8.442e-06,0,8.442e-06,3.3939999999999996e-29
4480,432.29,7.279e-06,0,7.279e-06,6.079999999999999e-29
4481,432.34,6.234e-06,0,6.234e-06,1.0609999999999997e-28
4482,432.39,5.323e-06,0,5.323e-06,1.8019999999999999e-28
4483,432.44,4.55e-06,0,4.55e-06,2.9799999999999997e-28
4484,432.49,3.907e-06,0,3.907e-06,4.7999999999999995e-28
4485,432.54,3.3760000000000004e-06,0,3.3760000000000004e-06,7.527000000000001e-28
4486,432.59,2.937e-06,0,2.937e-06,1.1490000000000001e-27
4487,432.64,2.571e-06,0,2.571e-06,1.709e-27
4488,432.69,2.259e-06,0,2.259e-06,2.475e-27
4489,432.74,1.9869999999999998e-06,0,1.9869999999999998e-06,3.4900000000000006e-27
4490,432.79,1.7490000000000001e-06,0,1.7490000000000001e-06,4.792e-27
4491,432.84,1.541e-06,0,1.541e-06,6.408e-27
4492,432.89,1.365e-06,0,1.365e-06,8.345999999999998e-27
4493,432.94,1.225e-06,0,1.225e-06,1.059e-26
4494,432.99,1.127e-06,0,1.127e-06,1.309e-26
4495,433.04,1.08e-06,0,1.08e-06,1.578e-26
4496,433.09,1.089e-06,0,1.089e-06,1.854e-26
4497,433.14,1.158e-06,0,1.158e-06,2.129e-26
4498,433.19,1.289e-06,0,1.289e-06,2.39e-26
4499,433.24,1.48e-06,0,1.48e-06,2.632e-26
4500,433.29,1.723e-06,0,1.723e-06,2.855e-26
4501,433.34,2.009e-06,0,2.009e-06,3.068e-26
4502,433.39,2.322e-06,0,2.322e-06,3.293e-26
4503,433.44,2.6439999999999996e-06,0,2.6439999999999996e-06,3.567e-26
4504,433.49,2.9539999999999996e-06,0,2.9539999999999996e-06,3.9419999999999995e-26
4505,433.54,3.2319999999999997e-06,0,3.2319999999999997e-06,4.4839999999999995e-26
4506,433.59,3.462e-06,0,3.462e-06,5.268e-26
4507,433.64,3.6319999999999997e-06,0,3.6319999999999997e-06,6.375e-26
4508,433.69,3.7389999999999997e-06,0,3.7389999999999997e-06,7.88e-26
4509,433.74,3.79e-06,0,3.79e-06,9.844e-26
4510,433.79,3.8019999999999998e-06,0,3.8019999999999998e-06,1.23e-25
4511,433.84,3.8030000000000003e-06,0,3.8030000000000003e-06,1.524e-25
4512,433.89,3.829e-06,0,3.829e-06,1.8609999999999998e-25
4513,433.94,3.923e-06,0,3.923e-06,2.233e-25
4514,433.99,4.1319999999999996e-06,0,4.1319999999999996e-06,2.625e-25
4515,434.04,4.502e-06,0,4.502e-06,3.03e-25
4516,434.09,5.074e-06,0,5.074e-06,3.464e-25
4517,434.14,5.882999999999999e-06,0,5.882999999999999e-06,4.021e-25
4518,434.19,6.952999999999999e-06,6.317e-16,6.952999999999999e-06,5.036e-25
4519,434.24,8.295e-06,2.478e-15,8.295e-06,7.526000000000001e-25
4520,434.29,9.909e-06,9.467e-15,9.909e-06,1.44e-24
4521,434.34,1.178e-05,3.523e-14,1.178e-05,3.368e-24
4522,434.39,1.387e-05,1.277e-13,1.387e-05,8.679e-24
4523,434.44,1.613e-05,4.512e-13,1.613e-05,2.293e-23
4524,434.49,1.852e-05,1.5519999999999998e-12,1.852e-05,6.014e-23
4525,434.54,2.095e-05,5.202999999999999e-12,2.095e-05,1.5469999999999999e-22
4526,434.59,2.334e-05,1.6989999999999998e-11,2.334e-05,3.8839999999999994e-22
4527,434.64,2.559e-05,5.403e-11,2.559e-05,9.507e-22
4528,434.69,2.76e-05,1.674e-10,2.76e-05,2.267e-21
4529,434.74,2.926e-05,5.053e-10,2.926e-05,5.2679999999999994e-21
4530,434.79,3.048e-05,1.486e-09,3.048e-05,1.1919999999999999e-20
4531,434.84,3.118e-05,4.255e-09,3.118e-05,2.628e-20
4532,434.89,3.13e-05,1.187e-08,3.129e-05,5.644e-20
4533,434.94,3.083e-05,3.227e-08,3.08e-05,1.181e-19
4534,434.99,2.978e-05,8.542999999999999e-08,2.97e-05,2.406e-19
4535,435.04,2.827e-05,2.203e-07,2.805e-05,4.775e-19
4536,435.09,2.649e-05,5.536e-07,2.593e-05,9.231e-19
4537,435.14,2.481e-05,1.355e-06,2.345e-05,1.738e-18
4538,435.19,2.398e-05,3.23e-06,2.075e-05,3.1889999999999994e-18
4539,435.24,2.544e-05,7.502999999999999e-06,1.794e-05,5.697999999999999e-18
4540,435.29,3.213e-05,1.698e-05,1.516e-05,9.916e-18
4541,435.34,4.993e-05,3.741e-05,1.252e-05,1.681e-17
4542,435.39,9.043e-05,8.033e-05,1.009e-05,2.776e-17
4543,435.44,0.000176,0.000168,7.955e-06,4.466e-17
4544,435.49,0.0003484,0.0003423,6.124e-06,6.997999999999999e-17
4545,435.54,0.000684,0.0006793999999999999,4.608999999999999e-06,1.068e-16
4546,435.59,0.001317,0.001314,3.3939999999999996e-06,1.588e-16
4547,435.64,0.002477,0.0024739999999999996,2.452e-06,2.3e-16
4548,435.69,0.004541,0.004539,1.7490000000000001e-06,3.2439999999999996e-16
4549,435.74,0.008115,0.008112999999999999,1.247e-06,4.458000000000001e-16
4550,435.79,0.014130000000000002,0.014130000000000002,9.148e-07,5.967e-16
4551,435.84,0.02396,0.02396,7.234e-07,7.779e-16
4552,435.89,0.03959,0.039580000000000004,6.528e-07,9.879e-16
4553,435.94,0.06371,0.06371,6.908e-07,1.2220000000000001e-15
4554,435.99,0.09988999999999999,0.09988999999999999,8.322e-07,1.473e-15
4555,436.04,0.1526,0.1526,1.077e-06,1.7289999999999999e-15
4556,436.09,0.227,0.227,1.43e-06,1.976e-15
4557,436.14,0.329,0.329,1.895e-06,2.201e-15
4558,436.19,0.4645,0.4645,2.4730000000000003e-06,2.3879999999999998e-15
4559,436.24,0.6389,0.6389,3.16e-06,2.523e-15
4560,436.29,0.856,0.856,3.944e-06,2.5969999999999998e-15
4561,436.34,1.117,1.117,4.8e-06,2.604e-15
4562,436.39,1.42,1.42,5.696e-06,2.543e-15
4563,436.44,1.7590000000000001,1.7590000000000001,6.587000000000001e-06,2.419e-15
4564,436.49,2.123,2.123,7.4239999999999996e-06,2.242e-15
4565,436.54,2.495,2.495,8.153e-06,2.0239999999999998e-15
4566,436.59,2.8560000000000003,2.8560000000000003,8.726e-06,1.779e-15
4567,436.64,3.1860000000000004,3.1860000000000004,9.1e-06,1.5240000000000001e-15
4568,436.69,3.4610000000000003,3.4610000000000003,9.248e-06,1.2710000000000001e-15
4569,436.74,3.6639999999999997,3.6639999999999997,9.159e-06,1.033e-15
4570,436.79,3.7769999999999997,3.7769999999999997,8.84e-06,8.177e-16
4571,436.84,3.7939999999999996,3.7939999999999996,8.316e-06,6.305e-16
4572,436.89,3.7119999999999997,3.7119999999999997,7.625e-06,4.735e-16
4573,436.94,3.5380000000000003,3.5380000000000003,6.815e-06,3.464e-16
4574,436.99,3.285,3.285,5.937e-06,2.469e-16
4575,437.04,2.971,2.971,5.043e-06,1.7139999999999998e-16
4576,437.09,2.6180000000000003,2.6180000000000003,4.177e-06,1.159e-16
4577,437.14,2.247,2.247,3.373e-06,7.632e-17
4578,437.19,1.8780000000000001,1.8780000000000001,2.656e-06,4.896e-17
4579,437.24,1.53,1.53,2.04e-06,3.06e-17
4580,437.29,1.214,1.214,1.529e-06,1.863e-17
