,Wavelength,Sum,C I (6.9e-01),C II (3.1e-01),C III (8.0e-08)
0,200.11,8.189e-15,0,0,8.189e-15
1,200.16,8.231e-15,0,0,8.231e-15
2,200.21,7.771e-15,0,0,7.771e-15
3,200.26,6.99e-15,0,0,6.99e-15
4,200.31,6.02e-15,0,0,6.02e-15
5,200.36,4.9280000000000004e-15,0,0,4.9280000000000004e-15
6,200.41,3.7770000000000004e-15,0,0,3.7770000000000004e-15
7,200.46,2.6710000000000002e-15,0,0,2.6710000000000002e-15
8,200.51,1.7420000000000001e-15,0,0,1.7420000000000001e-15
9,200.56,1.108e-15,0,4.779e-20,1.108e-15
10,200.61,8.509000000000001e-16,0,1.0190000000000001e-18,8.497999999999999e-16
11,200.66,1.053e-15,0,1.759e-17,1.035e-15
12,200.72,2.401e-15,0,4.573000000000001e-16,1.943e-15
13,200.77,9.365000000000001e-15,0,6.046e-15,3.3189999999999997e-15
14,200.82,7.599e-14,0,7.082000000000001e-14,5.165e-15
15,200.87,7.423e-13,0,7.351e-13,7.178e-15
16,200.92,6.771e-12,0,6.763e-12,8.873e-15
17,200.97,5.516e-11,0,5.515e-11,9.749e-15
18,201.02,3.987e-10,0,3.987e-10,9.516e-15
19,201.07,2.556e-09,0,2.556e-09,8.25e-15
20,201.12,1.453e-08,0,1.453e-08,6.351e-15
21,201.17,7.329e-08,0,7.329e-08,4.340999999999999e-15
22,201.22,3.279e-07,0,3.279e-07,2.633e-15
23,201.27,1.302e-06,0,1.302e-06,1.417e-15
24,201.32,4.588e-06,0,4.588e-06,6.763999999999999e-16
25,201.37,1.435e-05,0,1.435e-05,2.863e-16
26,201.42,3.983e-05,0,3.983e-05,1.074e-16
27,201.47,9.814e-05,0,9.814e-05,3.5730000000000003e-17
28,201.52,0.0002147,0,0.0002147,1.052e-17
29,201.57,0.000417,0,0.000417,2.7460000000000003e-18
30,201.62,0.0007191,0,0.0007191,6.346e-19
31,201.67,0.001101,0,0.001101,1.298e-19
32,201.72,0.0014960000000000002,0,0.0014960000000000002,2.351e-20
33,201.77,0.0018039999999999998,0,0.0018039999999999998,3.767e-21
34,201.82,0.0019320000000000001,0,0.0019320000000000001,5.341e-22
35,201.87,0.001835,0,0.001835,6.700000000000001e-23
36,201.92,0.001547,0,0.001547,7.434e-24
37,201.97,0.001157,0,0.001157,7.2960000000000005e-25
38,202.02,0.0007677000000000001,0,0.0007677000000000001,6.332e-26
39,202.07,0.000452,0,0.000452,4.86e-27
40,202.12,0.0002364,0,0.0002364,3.2979999999999998e-28
41,202.17,0.0001103,0,0.0001103,1.975e-29
42,202.22,4.668e-05,0,4.668e-05,1.02e-30
43,202.27,1.898e-05,0,1.898e-05,0
44,202.32,8.716000000000001e-06,0,8.716000000000001e-06,0
45,202.37,5.624e-06,0,5.624e-06,0
46,202.42,4.9489999999999995e-06,0,4.9489999999999995e-06,0
47,202.47,4.8e-06,0,4.8e-06,0
48,202.52,4.523999999999999e-06,0,4.523999999999999e-06,0
49,202.57,3.97e-06,0,3.97e-06,0
50,202.62,3.1919999999999997e-06,0,3.1919999999999997e-06,0
51,202.67,2.334e-06,0,2.334e-06,0
52,202.72,1.545e-06,0,1.545e-06,0
53,202.77,9.226000000000001e-07,0,9.226000000000001e-07,0
54,202.82,4.959e-07,0,4.959e-07,0
55,202.87,2.395e-07,0,2.395e-07,0
56,202.92,1.038e-07,0,1.038e-07,0
57,202.97,4.0300000000000004e-08,0,4.0300000000000004e-08,0
58,203.02,1.4010000000000001e-08,0,1.4010000000000001e-08,0
59,203.07,4.3540000000000005e-09,0,4.3540000000000005e-09,0
60,203.12,1.214e-09,0,1.214e-09,0
61,203.17,3.265e-10,0,3.265e-10,0
62,203.22,1.855e-10,0,1.855e-10,0
63,203.27,4.786999999999999e-10,0,4.786999999999999e-10,0
64,203.32,1.613e-09,0,1.613e-09,0
65,203.37,4.941e-09,0,4.941e-09,0
66,203.42,1.345e-08,0,1.345e-08,0
67,203.47,3.2510000000000005e-08,0,3.2510000000000005e-08,0
68,203.52,6.984e-08,0,6.984e-08,0
69,203.57,1.335e-07,0,1.335e-07,0
70,203.62,2.279e-07,0,2.279e-07,0
71,203.67,3.4829999999999996e-07,0,3.4829999999999996e-07,0
72,203.72,4.797e-07,0,4.797e-07,0
73,203.77,6.007e-07,0,6.007e-07,0
74,203.82,6.919e-07,0,6.919e-07,0
75,203.87,7.436e-07,0,7.436e-07,0
76,203.92,7.556e-07,0,7.556e-07,8.757e-34
77,203.97,7.323000000000001e-07,0,7.323000000000001e-07,1.57e-32
78,204.02,6.768e-07,0,6.768e-07,2.4999999999999998e-31
79,204.07,5.921e-07,0,5.921e-07,3.536e-30
80,204.12,4.844e-07,0,4.844e-07,4.44e-29
81,204.17,3.661e-07,0,3.661e-07,4.95e-28
82,204.22,2.531e-07,0,2.531e-07,4.901e-27
83,204.27,1.593e-07,0,1.593e-07,4.309e-26
84,204.32,9.212999999999999e-08,0,9.212999999999999e-08,3.364e-25
85,204.37,5.311e-08,0,5.311e-08,2.3330000000000002e-24
86,204.42,4.3e-08,0,4.3e-08,1.436e-23
87,204.47,6.898e-08,0,6.898e-08,7.85e-23
88,204.52,1.525e-07,0,1.525e-07,3.811e-22
89,204.57,3.3479999999999995e-07,0,3.3479999999999995e-07,1.643e-21
90,204.62,6.795999999999999e-07,0,6.795999999999999e-07,6.289e-21
91,204.67,1.274e-06,0,1.274e-06,2.138e-20
92,204.72,2.245e-06,0,2.245e-06,6.452000000000001e-20
93,204.77,3.8069999999999997e-06,0,3.8069999999999997e-06,1.7289999999999999e-19
94,204.82,6.367e-06,0,6.367e-06,4.116e-19
95,204.87,1.061e-05,0,1.061e-05,8.7e-19
96,204.92,1.745e-05,0,1.745e-05,1.633e-18
97,204.97,2.767e-05,0,2.767e-05,2.721e-18
98,205.02,4.121e-05,0,4.121e-05,4.0280000000000004e-18
99,205.07,5.651e-05,0,5.651e-05,5.2929999999999995e-18
100,205.12,7.047e-05,0,7.047e-05,6.177e-18
101,205.17,7.932e-05,0,7.932e-05,6.401e-18
102,205.22,8.031e-05,0,8.031e-05,5.89e-18
103,205.27,7.304e-05,0,7.304e-05,4.813e-18
104,205.32,5.965e-05,0,5.965e-05,3.4930000000000006e-18
105,205.37,4.38e-05,0,4.38e-05,2.25e-18
106,205.42,2.894e-05,0,2.894e-05,1.288e-18
107,205.47,1.725e-05,0,1.725e-05,6.5420000000000005e-19
108,205.52,9.288e-06,0,9.288e-06,2.952e-19
109,205.57,4.531e-06,0,4.531e-06,1.183e-19
110,205.62,2.008e-06,0,2.008e-06,4.2080000000000003e-20
111,205.67,8.106999999999999e-07,0,8.106999999999999e-07,1.3330000000000001e-20
112,205.72,2.989e-07,0,2.989e-07,3.852e-21
113,205.77,1.009e-07,0,1.009e-07,1.257e-21
114,205.82,3.126e-08,0,3.126e-08,9.846e-22
115,205.87,8.902e-09,0,8.902e-09,1.696e-21
116,205.92,2.332e-09,0,2.332e-09,3.163e-21
117,205.97,5.617e-10,0,5.617e-10,5.434e-21
118,206.02,1.243e-10,0,1.243e-10,8.549e-21
119,206.07,2.5219999999999998e-11,0,2.5219999999999998e-11,1.2570000000000003e-20
120,206.12,4.678e-12,0,4.678e-12,1.7869999999999998e-20
121,206.17,7.904e-13,0,7.904e-13,2.543e-20
122,206.22,1.212e-13,0,1.212e-13,3.693e-20
123,206.27,1.681e-14,0,1.681e-14,5.392e-20
124,206.32,2.101e-15,0,2.101e-15,7.641e-20
125,206.37,2.362e-16,0,2.361e-16,1.0150000000000001e-19
126,206.42,2.391e-17,0,2.379e-17,1.233e-19
127,206.47,2.2800000000000002e-18,0,2.145e-18,1.351e-19
128,206.52,3.0530000000000002e-19,0,1.726e-19,1.327e-19
129,206.57,1.286e-19,0,1.236e-20,1.1619999999999998e-19
130,206.62,9.149e-20,0,7.666000000000001e-22,9.072e-20
131,206.67,6.307e-20,0,4.4119999999999997e-23,6.302000000000001e-20
132,206.72,3.895e-20,0,0,3.895e-20
133,206.77,2.141e-20,0,0,2.141e-20
134,206.82,1.0469999999999999e-20,0,0,1.0469999999999999e-20
135,206.87,4.554e-21,0,0,4.554e-21
136,206.92,1.7609999999999997e-21,0,0,1.7609999999999997e-21
137,206.97,6.058e-22,0,0,6.058e-22
138,207.02,1.8530000000000002e-22,0,0,1.8530000000000002e-22
139,207.07,5.0419999999999996e-23,0,0,5.0419999999999996e-23
140,207.12,1.2199999999999998e-23,0,0,1.2199999999999998e-23
141,207.17,2.625e-24,0,0,2.625e-24
142,207.22,5.024e-25,0,0,5.024e-25
143,207.27,8.551e-26,0,0,8.551e-26
144,207.32,1.2940000000000002e-26,0,0,1.2940000000000002e-26
145,207.37,1.7420000000000003e-27,0,0,1.7420000000000003e-27
146,207.42,2.086e-28,0,0,2.086e-28
147,207.47,2.221e-29,0,0,2.221e-29
148,207.52,2.103e-30,0,0,2.103e-30
149,207.57,1.771e-31,0,0,1.771e-31
150,207.62,1.3259999999999997e-32,0,0,1.3259999999999997e-32
151,207.67,8.999e-34,0,0,8.999e-34
152,207.72,1.114e-33,0,0,1.114e-33
153,207.77,1.726e-32,0,0,1.726e-32
154,207.82,2.503e-31,0,0,2.503e-31
155,207.87,1.954e-20,0,1.954e-20,3.238999999999999e-30
156,207.92,3.624e-19,0,3.624e-19,3.7469999999999997e-29
157,207.97,5.349e-18,0,5.349e-18,3.869e-28
158,208.02,7.044e-17,0,7.044e-17,3.568e-27
159,208.07,8.286e-16,0,8.286e-16,2.941e-26
160,208.12,8.706999999999999e-15,0,8.706999999999999e-15,2.171e-25
161,208.17,8.176e-14,0,8.176e-14,1.437e-24
162,208.22,6.86e-13,0,6.86e-13,8.569e-24
163,208.27,5.144000000000001e-12,0,5.144000000000001e-12,4.6229999999999997e-23
164,208.32,3.447e-11,0,3.447e-11,2.2769999999999998e-22
165,208.37,2.065e-10,0,2.065e-10,1.0349999999999999e-21
166,208.42,1.1060000000000001e-09,0,1.1060000000000001e-09,4.4029999999999996e-21
167,208.47,5.299e-09,0,5.299e-09,1.7769999999999998e-20
168,208.52,2.27e-08,0,2.27e-08,6.857999999999999e-20
169,208.57,8.7e-08,0,8.7e-08,2.53e-19
170,208.62,2.9829999999999996e-07,0,2.9829999999999996e-07,8.84e-19
171,208.67,9.154000000000001e-07,0,9.154000000000001e-07,2.887e-18
172,208.72,2.514e-06,0,2.514e-06,8.69e-18
173,208.77,6.185e-06,0,6.185e-06,2.385e-17
174,208.82,1.363e-05,0,1.363e-05,5.919e-17
175,208.87,2.69e-05,0,2.69e-05,1.3219999999999998e-16
176,208.92,4.763e-05,0,4.763e-05,2.647e-16
177,208.97,7.565e-05,0,7.565e-05,4.743e-16
178,209.02,0.0001079,0,0.0001079,7.597e-16
179,209.07,0.0001384,0,0.0001384,1.087e-15
180,209.12,0.00016,0,0.00016,1.388e-15
181,209.17,0.00016680000000000002,0,0.00016680000000000002,1.582e-15
182,209.22,0.0001574,0,0.0001574,1.6100000000000001e-15
183,209.27,0.0001348,0,0.0001348,1.4609999999999999e-15
184,209.32,0.0001053,0,0.0001053,1.184e-15
185,209.37,7.528e-05,0,7.528e-05,8.556000000000001e-16
186,209.42,4.95e-05,0,4.95e-05,5.517000000000001e-16
187,209.47,3.007e-05,0,3.007e-05,3.174e-16
188,209.52,1.692e-05,0,1.692e-05,1.6299999999999999e-16
189,209.57,8.837999999999999e-06,0,8.837999999999999e-06,7.465e-17
190,209.62,4.282e-06,0,4.282e-06,3.053e-17
191,209.67,1.92e-06,0,1.92e-06,1.12e-17
192,209.72,7.95e-07,0,7.95e-07,3.790000000000001e-18
193,209.77,3.027e-07,0,3.027e-07,1.389e-18
194,209.82,1.056e-07,0,1.056e-07,8.688e-19
195,209.87,3.367e-08,0,3.367e-08,1e-18
196,209.92,9.772e-09,0,9.772e-09,1.3280000000000002e-18
197,209.97,2.5769999999999997e-09,0,2.5769999999999997e-09,1.649e-18
198,210.02,6.16e-10,0,6.16e-10,1.842e-18
199,210.07,1.332e-10,0,1.332e-10,1.84e-18
200,210.12,2.6030000000000003e-11,0,2.6030000000000003e-11,1.6410000000000002e-18
201,210.17,4.588e-12,0,4.588e-12,1.3069999999999999e-18
202,210.22,7.282e-13,0,7.282e-13,9.292e-19
203,210.27,1.04e-13,0,1.04e-13,5.901e-19
204,210.32,1.3369999999999999e-14,0,1.3369999999999999e-14,3.346e-19
205,210.37,1.811e-15,0,1.811e-15,1.695e-19
206,210.42,2.559e-15,0,2.559e-15,7.662000000000001e-20
207,210.47,1.876e-14,0,1.876e-14,3.094e-20
208,210.52,1.312e-13,0,1.312e-13,1.1159999999999999e-20
209,210.57,8.225e-13,0,8.225e-13,3.592e-21
210,210.62,4.624e-12,0,4.624e-12,1.033e-21
211,210.67,2.333e-11,0,2.333e-11,2.652e-22
212,210.72,1.057e-10,0,1.057e-10,6.079000000000001e-23
213,210.77,4.3019999999999997e-10,0,4.3019999999999997e-10,1.2449999999999999e-23
214,210.82,1.576e-09,0,1.576e-09,2.275e-24
215,210.87,5.2e-09,0,5.2e-09,3.715e-25
216,210.92,1.548e-08,0,1.548e-08,5.415e-26
217,210.97,4.163e-08,0,4.163e-08,7.048999999999999e-27
218,211.02,1.0130000000000001e-07,0,1.0130000000000001e-07,8.193999999999998e-28
219,211.07,2.234e-07,0,2.234e-07,8.506e-29
220,211.12,4.474e-07,0,4.474e-07,7.883999999999999e-30
221,211.17,8.147e-07,0,8.147e-07,6.526000000000001e-31
222,211.22,1.3509999999999999e-06,0,1.3509999999999999e-06,4.8239999999999997e-32
223,211.27,2.046e-06,0,2.046e-06,3.184e-33
224,211.32,2.835e-06,0,2.835e-06,1.8759999999999997e-34
225,211.37,3.607e-06,0,3.607e-06,0
226,211.42,4.231e-06,0,4.231e-06,0
227,211.47,4.603e-06,0,4.603e-06,0
228,211.52,4.677e-06,0,4.677e-06,0
229,211.57,4.467e-06,0,4.467e-06,0
230,211.62,4.031e-06,0,4.031e-06,0
231,211.67,3.44e-06,0,3.44e-06,0
232,211.72,2.768e-06,0,2.768e-06,0
233,211.77,2.086e-06,0,2.086e-06,0
234,211.82,1.46e-06,0,1.46e-06,0
235,211.87,9.397e-07,0,9.397e-07,0
236,211.92,5.526e-07,0,5.526e-07,0
237,211.97,2.95e-07,0,2.95e-07,0
238,212.02,1.423e-07,0,1.423e-07,0
239,212.07,6.187e-08,0,6.187e-08,0
240,212.12,2.4180000000000002e-08,0,2.4180000000000002e-08,0
241,212.17,8.481e-09,0,8.481e-09,0
242,212.22,2.668e-09,0,2.668e-09,0
243,212.27,7.517999999999999e-10,0,7.517999999999999e-10,0
244,212.32,1.898e-10,0,1.898e-10,0
245,212.37,4.288e-11,0,4.288e-11,0
246,212.42,8.673e-12,0,8.673e-12,0
247,212.47,1.57e-12,0,1.57e-12,0
248,212.52,2.543e-13,0,2.543e-13,0
249,212.57,3.738e-14,0,3.738e-14,0
250,212.62,1.158e-14,0,1.158e-14,0
251,212.67,7.656e-14,0,7.656e-14,0
252,212.72,7.62e-13,0,7.62e-13,0
253,212.77,6.858e-12,0,6.858e-12,0
254,212.82,5.542e-11,0,5.542e-11,0
255,212.87,4.0219999999999997e-10,0,4.0219999999999997e-10,0
256,212.92,2.622e-09,0,2.622e-09,0
257,212.97,1.535e-08,0,1.535e-08,0
258,213.02,8.076e-08,0,8.076e-08,1.2059999999999998e-36
259,213.07,3.8170000000000004e-07,0,3.8170000000000004e-07,1.977e-35
260,213.12,1.621e-06,0,1.621e-06,2.9069999999999997e-34
261,213.17,6.188e-06,0,6.188e-06,3.839e-33
262,213.22,2.123e-05,0,2.123e-05,4.543e-32
263,213.27,6.545e-05,0,6.545e-05,4.8229999999999995e-31
264,213.32,0.00018140000000000002,0,0.00018140000000000002,4.593e-30
265,213.37,0.000452,0,0.000452,3.924e-29
266,213.42,0.001013,0,0.001013,3.0080000000000003e-28
267,213.47,0.002039,0,0.002039,2.0690000000000002e-27
268,213.52,0.003692,0,0.003692,1.277e-26
269,213.57,0.00601,0,0.00601,7.078e-26
270,213.62,0.008794,0,0.008794,3.523e-25
271,213.67,0.01157,0,0.01157,1.5759999999999998e-24
272,213.72,0.013680000000000001,0,0.013680000000000001,6.3360000000000004e-24
273,213.77,0.01454,0,0.01454,2.293e-23
274,213.82,0.013880000000000002,0,0.013880000000000002,7.477999999999999e-23
275,213.87,0.01192,0,0.01192,2.2009999999999997e-22
276,213.92,0.009191,0,0.009191,5.857000000000001e-22
277,213.97,0.006369,0,0.006369,1.413e-21
278,214.02,0.003965,0,0.003965,3.0979999999999997e-21
279,214.07,0.0022170000000000002,0,0.0022170000000000002,6.198e-21
280,214.12,0.001113,0,0.001113,1.134e-20
281,214.17,0.0005021,0,0.0005021,1.906e-20
282,214.22,0.00020329999999999998,0,0.00020329999999999998,2.9489999999999993e-20
283,214.27,7.392e-05,0,7.392e-05,4.2080000000000003e-20
284,214.32,2.412e-05,0,2.412e-05,5.549e-20
285,214.37,7.066000000000001e-06,0,7.066000000000001e-06,6.781e-20
286,214.42,1.858e-06,0,1.858e-06,7.722999999999999e-20
287,214.47,4.383e-07,0,4.383e-07,8.297000000000001e-20
288,214.52,9.279e-08,0,9.279e-08,8.59e-20
289,214.57,1.763e-08,0,1.763e-08,8.824e-20
290,214.62,3.004e-09,0,3.004e-09,9.224999999999999e-20
291,214.67,4.6140000000000003e-10,0,4.6140000000000003e-10,9.848999999999999e-20
292,214.72,7.479000000000001e-11,0,7.479000000000001e-11,1.05e-19
293,214.77,6.566e-11,0,6.566e-11,1.08e-19
294,214.82,2.57e-10,0,2.57e-10,1.0400000000000001e-19
295,214.87,1.023e-09,0,1.023e-09,9.208e-20
296,214.92,3.687e-09,0,3.687e-09,7.402e-20
297,214.97,1.202e-08,0,1.202e-08,5.3729999999999987e-20
298,215.02,3.544e-08,0,3.544e-08,3.51e-20
299,215.07,9.470000000000001e-08,0,9.470000000000001e-08,2.061e-20
300,215.12,2.2949999999999998e-07,0,2.2949999999999998e-07,1.0859999999999998e-20
301,215.17,5.052e-07,0,5.052e-07,5.1409999999999996e-21
302,215.22,1.011e-06,0,1.011e-06,2.184e-21
303,215.27,1.844e-06,0,1.844e-06,8.334e-22
304,215.32,3.064e-06,0,3.064e-06,2.938e-22
305,215.37,4.649e-06,0,4.649e-06,1.565e-22
306,215.42,6.444e-06,0,6.444e-06,4.923e-22
307,215.47,8.163e-06,0,8.163e-06,2.8560000000000002e-21
308,215.52,9.45e-06,0,9.45e-06,1.559e-20
309,215.57,9.995e-06,0,9.995e-06,7.665e-20
310,215.62,9.65e-06,0,9.65e-06,3.386e-19
311,215.67,8.496e-06,0,8.496e-06,1.3440000000000001e-18
312,215.72,6.8110000000000005e-06,0,6.8110000000000005e-06,4.795e-18
313,215.77,4.965e-06,0,4.965e-06,1.537e-17
314,215.82,3.2860000000000004e-06,0,3.2860000000000004e-06,4.429e-17
315,215.87,1.972e-06,0,1.972e-06,1.147e-16
316,215.92,1.071e-06,0,1.071e-06,2.6669999999999998e-16
317,215.97,5.261999999999999e-07,0,5.261999999999999e-07,5.576e-16
318,216.02,2.3350000000000002e-07,0,2.3350000000000002e-07,1.048e-15
319,216.07,9.347999999999999e-08,0,9.347999999999999e-08,1.7690000000000001e-15
320,216.12,3.375e-08,0,3.375e-08,2.683e-15
321,216.17,1.0979999999999998e-08,0,1.0979999999999998e-08,3.658e-15
322,216.22,3.216e-09,0,3.216e-09,4.482e-15
323,216.27,8.479e-10,0,8.479e-10,4.935e-15
324,216.32,2.0219999999999998e-10,0,2.0219999999999998e-10,4.882e-15
325,216.37,5.285e-11,0,5.285e-11,4.340999999999999e-15
326,216.42,8.871999999999999e-11,0,8.871999999999999e-11,3.468e-15
327,216.47,5.879999999999999e-10,0,5.879999999999999e-10,2.49e-15
328,216.52,3.848e-09,0,3.848e-09,1.607e-15
329,216.57,2.2719999999999998e-08,0,2.2719999999999998e-08,9.314e-16
330,216.62,1.208e-07,0,1.208e-07,4.853e-16
331,216.67,5.782e-07,0,5.782e-07,2.2719999999999997e-16
332,216.72,2.491e-06,0,2.491e-06,9.560999999999999e-17
333,216.77,9.664e-06,0,9.664e-06,3.615e-17
334,216.82,3.376e-05,0,3.376e-05,1.2280000000000001e-17
335,216.87,0.0001062,0,0.0001062,3.751e-18
336,216.92,0.0003008,0,0.0003008,1.031e-18
337,216.97,0.0007672000000000001,0,0.0007672000000000001,2.613e-19
338,217.02,0.0017620000000000001,0,0.0017620000000000001,8.968000000000001e-20
339,217.07,0.003646,0,0.003646,1.4449999999999998e-19
340,217.12,0.006795999999999999,0,0.006795999999999999,4.797e-19
341,217.17,0.01141,0,0.01141,1.541e-18
342,217.22,0.01725,0,0.01725,4.472e-18
343,217.27,0.0235,0,0.0235,1.168e-17
344,217.32,0.028839999999999998,0,0.028839999999999998,2.745e-17
345,217.37,0.031889999999999995,0,0.031889999999999995,5.807e-17
346,217.42,0.03178,0,0.03178,1.105e-16
347,217.47,0.02853,0,0.02853,1.893e-16
348,217.52,0.02308,0,0.02308,2.917e-16
349,217.57,0.016819999999999998,0,0.016819999999999998,4.046e-16
350,217.62,0.01105,0,0.01105,5.05e-16
351,217.67,0.006543000000000001,0,0.006543000000000001,5.671e-16
352,217.72,0.0034909999999999997,0,0.0034909999999999997,5.731e-16
353,217.77,0.001678,0,0.001678,5.212000000000001e-16
354,217.82,0.0007274,0,0.0007274,4.266e-16
355,217.87,0.0002841,0,0.0002841,3.142e-16
356,217.92,9.998e-05,0,9.998e-05,2.0830000000000003e-16
357,217.97,3.171e-05,0,3.171e-05,1.244e-16
358,218.02,9.066000000000001e-06,0,9.066000000000001e-06,6.704e-17
359,218.07,2.3359999999999997e-06,0,2.3359999999999997e-06,3.278e-17
360,218.12,5.459e-07,0,5.459e-07,1.475e-17
361,218.17,1.274e-07,0,1.274e-07,6.339e-18
362,218.22,6.943e-08,0,6.943e-08,2.817e-18
363,218.27,1.54e-07,0,1.54e-07,1.433e-18
364,218.32,4.2880000000000003e-07,0,4.2880000000000003e-07,8.601000000000001e-19
365,218.37,1.11e-06,0,1.11e-06,5.625e-19
366,218.42,2.6210000000000004e-06,0,2.6210000000000004e-06,3.6729999999999996e-19
367,218.47,5.634e-06,0,5.634e-06,2.317e-19
368,218.52,1.102e-05,0,1.102e-05,1.45e-19
369,218.57,1.963e-05,0,1.963e-05,9.693999999999999e-20
370,218.62,3.181e-05,0,3.181e-05,7.414e-20
371,218.67,4.69e-05,0,4.69e-05,6.38e-20
372,218.72,6.287e-05,0,6.287e-05,5.676e-20
373,218.77,7.664e-05,0,7.664e-05,4.852e-20
374,218.82,8.496e-05,0,8.496e-05,3.833999999999999e-20
375,218.87,8.565e-05,0,8.565e-05,2.757e-20
376,218.92,7.854e-05,0,7.854e-05,1.792e-20
377,218.97,6.555e-05,0,6.555e-05,1.0500000000000001e-20
378,219.02,4.982e-05,0,4.982e-05,5.55e-21
379,219.07,3.45e-05,0,3.45e-05,2.6420000000000002e-21
380,219.12,2.179e-05,0,2.179e-05,1.133e-21
381,219.17,1.256e-05,0,1.256e-05,4.374e-22
382,219.22,6.617e-06,0,6.617e-06,1.5209999999999999e-22
383,219.27,3.197e-06,0,3.197e-06,4.7670000000000004e-23
384,219.32,1.4319999999999998e-06,0,1.4319999999999998e-06,1.347e-23
385,219.37,6.173e-07,0,6.173e-07,3.562e-24
386,219.42,2.852e-07,0,2.852e-07,1.614e-24
387,219.47,1.685e-07,0,1.685e-07,4.531000000000001e-24
388,219.52,1.331e-07,0,1.331e-07,2.075e-23
389,219.57,1.192e-07,0,1.192e-07,8.862e-23
390,219.62,1.048e-07,0,1.048e-07,3.4189999999999996e-22
391,219.67,8.515e-08,0,8.515e-08,1.1899999999999999e-21
392,219.72,6.285e-08,0,6.285e-08,3.736e-21
393,219.77,4.1909999999999996e-08,0,4.1909999999999996e-08,1.0580000000000002e-20
394,219.82,2.52e-08,0,2.52e-08,2.703e-20
395,219.87,1.367e-08,0,1.367e-08,6.229e-20
396,219.92,6.68e-09,0,6.68e-09,1.295e-19
397,219.97,2.9439999999999998e-09,0,2.9439999999999998e-09,2.428e-19
398,220.02,1.169e-09,0,1.169e-09,4.1070000000000006e-19
399,220.07,4.188e-10,0,4.188e-10,6.267e-19
400,220.12,1.3519999999999998e-10,0,1.3519999999999998e-10,8.626999999999999e-19
401,220.17,3.9339999999999997e-11,0,3.9339999999999997e-11,1.071e-18
402,220.22,1.032e-11,0,1.032e-11,1.2e-18
403,220.27,2.4409999999999998e-12,0,2.4409999999999998e-12,1.212e-18
404,220.32,5.204e-13,0,5.204e-13,1.105e-18
405,220.37,1e-13,0,1e-13,9.082999999999998e-19
406,220.42,1.733e-14,0,1.733e-14,6.736e-19
407,220.47,2.707e-15,0,2.7059999999999998e-15,4.506e-19
408,220.52,3.813e-16,0,3.8100000000000003e-16,2.72e-19
409,220.57,4.851e-17,0,4.836e-17,1.48e-19
410,220.62,5.606000000000001e-18,0,5.533e-18,7.27e-20
411,220.67,6.029e-19,0,5.707000000000001e-19,3.221e-20
412,220.72,6.595e-20,0,5.3059999999999997e-20,1.2890000000000002e-20
413,220.77,9.16e-21,0,4.447e-21,4.7129999999999996e-21
414,220.82,2.0480000000000002e-21,0,3.36e-22,1.712e-21
415,220.87,9.705e-22,0,2.2890000000000002e-23,9.476e-22
416,220.92,1.249e-21,0,0,1.249e-21
417,220.97,2.318e-21,0,0,2.318e-21
418,221.02,4.189e-21,0,0,4.189e-21
419,221.07,6.902e-21,0,0,6.902e-21
420,221.12,1.0290000000000001e-20,0,0,1.0290000000000001e-20
421,221.17,1.389e-20,0,0,1.389e-20
422,221.22,1.705e-20,0,0,1.705e-20
423,221.27,1.933e-20,0,0,1.933e-20
424,221.32,2.1000000000000002e-20,0,0,2.1000000000000002e-20
425,221.37,2.378e-20,0,0,2.378e-20
426,221.42,3.133e-20,0,0,3.133e-20
427,221.47,4.9390000000000004e-20,0,0,4.9390000000000004e-20
428,221.52,8.502e-20,0,0,8.502e-20
429,221.57,1.444e-19,0,0,1.444e-19
430,221.62,2.291e-19,0,0,2.291e-19
431,221.67,3.326e-19,0,0,3.326e-19
432,221.72,4.386e-19,0,0,4.386e-19
433,221.77,5.245000000000001e-19,0,0,5.245000000000001e-19
434,221.82,5.69e-19,0,0,5.69e-19
435,221.87,5.6119999999999995e-19,0,0,5.6119999999999995e-19
436,221.92,5.047e-19,0,0,5.047e-19
437,221.97,4.1590000000000004e-19,0,0,4.1590000000000004e-19
438,222.02,3.161e-19,0,0,3.161e-19
439,222.07,2.235e-19,0,0,2.235e-19
440,222.12,1.4840000000000002e-19,0,0,1.4840000000000002e-19
441,222.17,9.337e-20,0,0,9.337e-20
442,222.22,5.598e-20,0,0,5.598e-20
443,222.27,3.2000000000000003e-20,0,0,3.2000000000000003e-20
444,222.32,1.735e-20,0,0,1.735e-20
445,222.37,8.851000000000001e-21,0,0,8.851000000000001e-21
446,222.42,4.206e-21,0,0,4.206e-21
447,222.47,1.846e-21,0,0,1.846e-21
448,222.52,8.802e-22,0,1.368e-22,7.433999999999999e-22
449,222.57,2.504e-21,0,2.231e-21,2.7310000000000003e-22
450,222.62,2.8130000000000003e-20,0,2.804e-20,9.127e-23
451,222.67,3.201e-19,0,3.201e-19,2.767e-23
452,222.72,3.318e-18,0,3.318e-18,7.601e-24
453,222.77,3.125e-17,0,3.125e-17,1.89e-24
454,222.82,2.676e-16,0,2.676e-16,4.249e-25
455,222.87,2.0829999999999997e-15,0,2.0829999999999997e-15,8.64e-26
456,222.92,1.4740000000000002e-14,0,1.4740000000000002e-14,1.588e-26
457,222.97,9.495e-14,0,9.495e-14,2.6379999999999996e-27
458,223.02,5.564e-13,0,5.564e-13,3.96e-28
