,Wavelength,Sum,C I (6.9e-01),C II (3.1e-01),C III (8.0e-08)
2050,309.7,6.762000000000001e-15,0,6.762000000000001e-15,1.0029999999999998e-20
2051,309.75,1.504e-15,0,1.504e-15,1.371e-20
2052,309.8,3.176e-16,0,3.176e-16,1.798e-20
2053,309.85,6.367000000000001e-17,0,6.365e-17,2.265e-20
2054,309.9,1.2130000000000001e-17,0,1.211e-17,2.747e-20
2055,309.95,2.217e-18,0,2.1850000000000003e-18,3.215e-20
2056,310.0,4.1079999999999996e-19,0,3.744e-19,3.6410000000000004e-20
2057,310.05,1.0089999999999999e-19,0,6.087000000000001e-20,4.001e-20
2058,310.1,5.22e-20,0,9.386999999999999e-21,4.282e-20
2059,310.15,4.61e-20,0,1.298e-21,4.4800000000000007e-20
2060,310.2,4.617e-20,0,1.2220000000000002e-22,4.604e-20
2061,310.25,4.752e-20,0,8.205e-22,4.67e-20
2062,310.3,5.217e-20,0,5.2349999999999996e-21,4.693000000000001e-20
2063,310.35,8.102e-20,0,3.4169999999999994e-20,4.684e-20
2064,310.4,2.4519999999999995e-19,0,1.987e-19,4.643e-20
2065,310.45,1.145e-18,0,1.0989999999999999e-18,4.556e-20
2066,310.5,5.83e-18,0,5.786e-18,4.406000000000001e-20
2067,310.55,2.902e-17,0,2.898e-17,4.171999999999999e-20
2068,310.6,1.381e-16,0,1.381e-16,3.843e-20
2069,310.65,6.264999999999999e-16,0,6.264999999999999e-16,3.425e-20
2070,310.7,2.7059999999999998e-15,0,2.7059999999999998e-15,2.9389999999999996e-20
2071,310.75,1.1129999999999999e-14,0,1.1129999999999999e-14,2.4180000000000002e-20
2072,310.8,4.359e-14,0,4.359e-14,1.903e-20
2073,310.85,1.627e-13,0,1.627e-13,1.429e-20
2074,310.9,5.784e-13,0,5.784e-13,1.022e-20
2075,310.95,1.961e-12,0,1.961e-12,6.962e-21
2076,311.0,6.337000000000001e-12,0,6.337000000000001e-12,4.5099999999999996e-21
2077,311.05,1.953e-11,0,1.953e-11,2.777e-21
2078,311.1,5.742000000000001e-11,0,5.742000000000001e-11,1.6249999999999998e-21
2079,311.15,1.611e-10,0,1.611e-10,9.033e-22
2080,311.2,4.3119999999999997e-10,0,4.3119999999999997e-10,4.77e-22
2081,311.25,1.1020000000000001e-09,0,1.1020000000000001e-09,2.3919999999999995e-22
2082,311.3,2.688e-09,0,2.688e-09,1.139e-22
2083,311.35,6.2629999999999996e-09,0,6.2629999999999996e-09,5.1529999999999997e-23
2084,311.4,1.3940000000000001e-08,0,1.3940000000000001e-08,2.213e-23
2085,311.45,2.963e-08,0,2.963e-08,9.022999999999999e-24
2086,311.5,6.02e-08,0,6.02e-08,3.494e-24
2087,311.55,1.169e-07,0,1.169e-07,1.284e-24
2088,311.6,2.171e-07,0,2.171e-07,4.484e-25
2089,311.65,3.8549999999999995e-07,0,3.8549999999999995e-07,1.486e-25
2090,311.7,6.552e-07,0,6.552e-07,4.677e-26
2091,311.75,1.066e-06,0,1.066e-06,1.3980000000000003e-26
2092,311.8,1.662e-06,0,1.662e-06,3.965e-27
2093,311.85,2.4819999999999997e-06,0,2.4819999999999997e-06,1.068e-27
2094,311.9,3.557e-06,0,3.557e-06,2.732e-28
2095,311.95,4.894e-06,0,4.894e-06,6.635e-29
2096,312.0,6.467e-06,0,6.467e-06,1.5299999999999998e-29
2097,312.05,8.216e-06,0,8.216e-06,3.3499999999999996e-30
2098,312.1,1.004e-05,0,1.004e-05,6.962999999999999e-31
2099,312.15,1.181e-05,0,1.181e-05,1.374e-31
2100,312.2,1.336e-05,0,1.336e-05,2.575e-32
2101,312.25,1.456e-05,0,1.456e-05,4.582e-33
2102,312.3,1.527e-05,0,1.527e-05,7.742e-34
2103,312.35,1.541e-05,0,1.541e-05,1.2419999999999999e-34
2104,312.4,1.495e-05,0,1.495e-05,1.891e-35
2105,312.45,1.394e-05,0,1.394e-05,2.7349999999999997e-36
2106,312.5,1.247e-05,0,1.247e-05,0
2107,312.55,1.07e-05,0,1.07e-05,0
2108,312.6,8.798e-06,0,8.798e-06,0
2109,312.65,6.9279999999999996e-06,0,6.9279999999999996e-06,0
2110,312.7,5.2189999999999995e-06,0,5.2189999999999995e-06,1.746e-35
2111,312.75,3.76e-06,0,3.76e-06,1.149e-34
2112,312.8,2.5889999999999997e-06,0,2.5889999999999997e-06,7.192999999999999e-34
2113,312.85,1.702e-06,0,1.702e-06,4.28e-33
2114,312.9,1.069e-06,0,1.069e-06,2.4209999999999998e-32
2115,312.95,6.411e-07,0,6.411e-07,1.302e-31
2116,313.0,3.6700000000000004e-07,0,3.6700000000000004e-07,6.657999999999999e-31
2117,313.05,2.005e-07,0,2.005e-07,3.237e-30
2118,313.1,1.0449999999999999e-07,0,1.0449999999999999e-07,1.496e-29
2119,313.15,5.2020000000000005e-08,0,5.2020000000000005e-08,6.573e-29
2120,313.2,2.471e-08,0,2.471e-08,2.7460000000000004e-28
2121,313.25,1.1200000000000001e-08,0,1.1200000000000001e-08,1.091e-27
2122,313.3,4.847e-09,0,4.847e-09,4.118e-27
2123,313.35,2.002e-09,0,2.002e-09,1.479e-26
2124,313.4,7.894e-10,0,7.894e-10,5.046000000000001e-26
2125,313.45,2.9710000000000004e-10,0,2.9710000000000004e-10,1.638e-25
2126,313.5,1.067e-10,0,1.067e-10,5.0519999999999995e-25
2127,313.55,3.66e-11,0,3.66e-11,1.482e-24
2128,313.6,1.198e-11,0,1.198e-11,4.133e-24
2129,313.65,3.742e-12,0,3.742e-12,1.096e-23
2130,313.7,1.115e-12,0,1.115e-12,2.762e-23
2131,313.75,3.171e-13,0,3.171e-13,6.619e-23
2132,313.8,8.599e-14,0,8.599e-14,1.5080000000000002e-22
2133,313.85,2.2240000000000002e-14,0,2.2240000000000002e-14,3.267e-22
2134,313.9,5.484e-15,0,5.484e-15,6.728e-22
2135,313.95,1.289e-15,0,1.289e-15,1.3169999999999998e-21
2136,314.0,2.887e-16,0,2.887e-16,2.452e-21
2137,314.05,6.161999999999999e-17,0,6.161e-17,4.34e-21
2138,314.1,1.2529999999999999e-17,0,1.2520000000000001e-17,7.304e-21
2139,314.15,2.436e-18,0,2.424e-18,1.1690000000000001e-20
2140,314.2,4.647e-19,0,4.469e-19,1.778e-20
2141,314.25,1.041e-19,0,7.841000000000001e-20,2.5720000000000003e-20
2142,314.3,4.848e-20,0,1.3090000000000001e-20,3.5389999999999996e-20
2143,314.35,4.8239999999999996e-20,0,1.906e-21,4.633e-20
2144,314.4,5.804e-20,0,2.912e-22,5.775e-20
2145,314.45,6.86e-20,0,0,6.86e-20
2146,314.5,7.782e-20,0,0,7.782e-20
2147,314.55,8.463e-20,0,0,8.463e-20
2148,314.6,8.877000000000001e-20,0,0,8.877000000000001e-20
2149,314.65,3.686e-19,0,2.7780000000000003e-19,9.078e-20
2150,314.7,1.928e-18,0,1.8359999999999997e-18,9.198999999999999e-20
2151,314.75,1.145e-17,0,1.1360000000000001e-17,9.443999999999999e-20
2152,314.8,6.693e-17,0,6.683e-17,1.005e-19
2153,314.85,3.7430000000000004e-16,0,3.742e-16,1.126e-19
2154,314.9,1.993e-15,0,1.993e-15,1.325e-19
2155,314.95,1.01e-14,0,1.01e-14,1.616e-19
2156,315.0,4.869e-14,0,4.869e-14,2.0019999999999998e-19
2157,315.05,2.233e-13,0,2.233e-13,2.482e-19
2158,315.1,9.744e-13,0,9.744e-13,3.0440000000000004e-19
2159,315.15,4.045e-12,0,4.045e-12,3.674e-19
2160,315.2,1.598e-11,0,1.598e-11,4.348e-19
2161,315.25,6.005e-11,0,6.005e-11,5.035000000000001e-19
2162,315.3,2.147e-10,0,2.147e-10,5.689e-19
2163,315.35,7.303e-10,0,7.303e-10,6.258e-19
2164,315.4,2.364e-09,0,2.364e-09,6.681999999999999e-19
2165,315.45,7.279e-09,0,7.279e-09,6.909e-19
2166,315.5,2.133e-08,0,2.133e-08,6.906e-19
2167,315.55,5.947e-08,0,5.947e-08,6.676e-19
2168,315.6,1.578e-07,0,1.578e-07,6.264000000000001e-19
2169,315.65,3.9829999999999996e-07,0,3.9829999999999996e-07,5.755999999999999e-19
2170,315.7,9.568e-07,0,9.568e-07,5.268000000000001e-19
2171,315.75,2.188e-06,0,2.188e-06,4.925e-19
2172,315.8,4.76e-06,0,4.76e-06,4.835e-19
2173,315.85,9.861000000000001e-06,0,9.861000000000001e-06,5.069e-19
2174,315.9,1.944e-05,0,1.944e-05,5.64e-19
2175,315.95,3.651e-05,0,3.651e-05,6.495e-19
2176,316.0,6.527e-05,0,6.527e-05,7.518e-19
2177,316.05,0.0001112,0,0.0001112,8.551000000000002e-19
2178,316.1,0.0001804,0,0.0001804,9.418e-19
2179,316.15,0.000279,0,0.000279,9.967e-19
2180,316.2,0.00041150000000000003,0,0.00041150000000000003,1.01e-18
2181,316.25,0.0005791,0,0.0005791,9.79e-19
2182,316.3,0.0007779,0,0.0007779,9.114e-19
2183,316.35,0.0009984,0,0.0009984,8.217e-19
2184,316.4,0.001225,0,0.001225,7.311e-19
2185,316.45,0.001439,0,0.001439,6.637000000000001e-19
2186,316.5,0.00162,0,0.00162,6.437999999999999e-19
2187,316.55,0.001749,0,0.001749,6.927e-19
2188,316.6,0.001814,0,0.001814,8.259000000000001e-19
2189,316.65,0.001809,0,0.001809,1.05e-18
2190,316.7,0.001737,0,0.001737,1.3580000000000002e-18
2191,316.75,0.001607,0,0.001607,1.7309999999999999e-18
2192,316.8,0.001433,0,0.001433,2.136e-18
2193,316.85,0.001233,0,0.001233,2.526e-18
2194,316.9,0.001023,0,0.001023,2.853e-18
2195,316.95,0.0008185,0,0.0008185,3.0700000000000002e-18
2196,317.0,0.0006307,0,0.0006307,3.145e-18
2197,317.05,0.0004677,0,0.0004677,3.067e-18
2198,317.1,0.00033339999999999997,0,0.00033339999999999997,2.846e-18
2199,317.15,0.0002282,0,0.0002282,2.513e-18
2200,317.2,0.0001498,0,0.0001498,2.112e-18
2201,317.25,9.415e-05,0,9.415e-05,1.6880000000000002e-18
2202,317.3,5.664e-05,0,5.664e-05,1.284e-18
2203,317.35,3.257e-05,0,3.257e-05,9.291e-19
2204,317.4,1.788e-05,0,1.788e-05,6.397e-19
2205,317.45,9.375e-06,0,9.375e-06,4.1909999999999995e-19
2206,317.5,4.688e-06,0,4.688e-06,2.613e-19
2207,317.55,2.235e-06,0,2.235e-06,1.551e-19
2208,317.6,1.0159999999999999e-06,0,1.0159999999999999e-06,8.782e-20
2209,317.65,4.4090000000000004e-07,0,4.4090000000000004e-07,4.7679999999999996e-20
2210,317.7,1.8410000000000001e-07,0,1.8410000000000001e-07,2.5299999999999997e-20
2211,317.75,7.671e-08,0,7.671e-08,1.3899999999999998e-20
2212,317.8,3.6499999999999996e-08,0,3.6499999999999996e-08,9.017e-21
2213,317.85,2.617e-08,0,2.617e-08,7.945000000000001e-21
2214,317.9,3.0039999999999996e-08,0,3.0039999999999996e-08,9.143e-21
2215,317.95,4.215e-08,0,4.215e-08,1.1740000000000003e-20
2216,318.0,6.049999999999999e-08,0,6.049999999999999e-08,1.518e-20
2217,318.05,8.437000000000001e-08,0,8.437000000000001e-08,1.901e-20
2218,318.1,1.133e-07,0,1.133e-07,2.2769999999999998e-20
2219,318.15,1.4640000000000001e-07,0,1.4640000000000001e-07,2.6010000000000005e-20
2220,318.2,1.831e-07,0,1.831e-07,2.828e-20
2221,318.25,2.227e-07,0,2.227e-07,2.927e-20
2222,318.3,2.651e-07,0,2.651e-07,2.8839999999999996e-20
2223,318.35,3.109e-07,0,3.109e-07,2.705e-20
2224,318.4,3.6109999999999997e-07,0,3.6109999999999997e-07,2.415e-20
2225,318.45,4.1659999999999996e-07,0,4.1659999999999996e-07,2.052e-20
2226,318.5,4.768e-07,0,4.768e-07,1.6589999999999998e-20
2227,318.55,5.394e-07,0,5.394e-07,1.2770000000000002e-20
2228,318.6,5.996e-07,0,5.996e-07,9.359e-21
2229,318.65,6.503e-07,0,6.503e-07,6.527e-21
2230,318.7,6.842e-07,0,6.842e-07,4.3330000000000004e-21
2231,318.75,6.945e-07,0,6.945e-07,2.738e-21
2232,318.8,6.775e-07,0,6.775e-07,1.647e-21
2233,318.85,6.332999999999999e-07,0,6.332999999999999e-07,9.426e-22
2234,318.9,5.661e-07,0,5.661e-07,5.136000000000001e-22
2235,318.95,4.831e-07,0,4.831e-07,2.664e-22
2236,319.0,3.933e-07,0,3.933e-07,1.315e-22
2237,319.05,3.052e-07,0,3.052e-07,6.18e-23
2238,319.1,2.2570000000000002e-07,0,2.2570000000000002e-07,2.764e-23
2239,319.15,1.59e-07,0,1.59e-07,1.1770000000000001e-23
2240,319.2,1.066e-07,0,1.066e-07,4.768e-24
2241,319.25,6.81e-08,0,6.81e-08,1.839e-24
2242,319.3,4.1419999999999996e-08,0,4.1419999999999996e-08,6.751e-25
2243,319.35,2.398e-08,0,2.398e-08,2.3589999999999997e-25
2244,319.4,1.3219999999999999e-08,0,1.3219999999999999e-08,7.846e-26
2245,319.45,6.938999999999999e-09,0,6.938999999999999e-09,2.484e-26
2246,319.5,3.467e-09,0,3.467e-09,7.484999999999999e-27
2247,319.55,1.649e-09,0,1.649e-09,2.147e-27
2248,319.6,7.467e-10,0,7.467e-10,5.861000000000001e-28
2249,319.65,3.2189999999999994e-10,0,3.2189999999999994e-10,1.523e-28
2250,319.7,1.321e-10,0,1.321e-10,3.7669999999999997e-29
2251,319.75,5.161e-11,0,5.161e-11,8.869e-30
2252,319.8,1.92e-11,0,1.92e-11,1.9880000000000002e-30
2253,319.85,6.797000000000001e-12,0,6.797000000000001e-12,4.239e-31
2254,319.9,2.291e-12,0,2.291e-12,8.607e-32
2255,319.95,7.352e-13,0,7.352e-13,1.663e-32
2256,320.0,2.246e-13,0,2.246e-13,3.059e-33
2257,320.05,6.532e-14,0,6.532e-14,5.356e-34
2258,320.1,1.808e-14,0,1.808e-14,8.926e-35
2259,320.15,4.766e-15,0,4.766e-15,1.4159999999999998e-35
2260,320.2,1.1960000000000001e-15,0,1.1960000000000001e-15,2.138e-36
2261,320.25,2.8560000000000005e-16,0,2.8560000000000005e-16,0
2262,320.3,6.495e-17,0,6.495e-17,0
2263,320.35,1.406e-17,0,1.406e-17,0
2264,320.4,2.897e-18,0,2.897e-18,0
2265,320.45,5.684000000000001e-19,0,5.684000000000001e-19,0
2266,320.5,1.062e-19,0,1.062e-19,0
2267,320.55,1.8869999999999998e-20,0,1.8869999999999998e-20,0
2268,320.6,3.195e-21,0,3.195e-21,0
2269,320.65,5.1479999999999995e-22,0,5.1479999999999995e-22,0
2270,320.7,7.896e-23,0,7.896e-23,0
2271,323.85,9.006999999999999e-35,0,0,9.006999999999999e-35
2272,323.9,5.522999999999999e-34,0,0,5.522999999999999e-34
2273,323.95,3.231e-33,0,0,3.231e-33
2274,324.0,1.831e-32,0,0,1.831e-32
2275,324.05,9.771e-32,0,0,9.771e-32
2276,324.1,4.976e-31,0,0,4.976e-31
2277,324.15,2.418e-30,0,0,2.418e-30
2278,324.21,1.516e-29,0,0,1.516e-29
2279,324.26,6.648999999999999e-29,0,0,6.648999999999999e-29
2280,324.31,2.784e-28,0,0,2.784e-28
2281,324.36,1.1130000000000002e-27,0,0,1.1130000000000002e-27
2282,324.41,4.245000000000001e-27,0,0,4.245000000000001e-27
2283,324.46,1.547e-26,0,0,1.547e-26
2284,324.51,5.381e-26,0,0,5.381e-26
2285,324.56,1.7879999999999998e-25,0,0,1.7879999999999998e-25
2286,324.61,5.676e-25,0,0,5.676e-25
2287,324.66,1.721e-24,0,0,1.721e-24
2288,324.71,4.9870000000000004e-24,0,0,4.9870000000000004e-24
2289,324.76,1.381e-23,0,0,1.381e-23
2290,324.81,3.655e-23,0,0,3.655e-23
2291,324.86,9.251999999999999e-23,0,0,9.251999999999999e-23
2292,324.91,2.2400000000000002e-22,0,0,2.2400000000000002e-22
2293,324.96,5.187e-22,0,0,5.187e-22
2294,325.01,1.149e-21,0,0,1.149e-21
2295,325.06,2.438e-21,0,0,2.438e-21
2296,325.11,4.9530000000000005e-21,0,0,4.9530000000000005e-21
2297,325.16,9.639e-21,0,0,9.639e-21
2298,325.21,1.797e-20,0,0,1.797e-20
2299,325.26,3.213e-20,0,0,3.213e-20
2300,325.31,5.51e-20,0,0,5.51e-20
2301,325.36,9.067e-20,0,0,9.067e-20
2302,325.41,1.4330000000000001e-19,0,0,1.4330000000000001e-19
2303,325.46,2.175e-19,0,0,2.175e-19
2304,325.51,3.175e-19,0,0,3.175e-19
2305,325.56,4.461e-19,0,0,4.461e-19
2306,325.61,6.04e-19,0,0,6.04e-19
2307,325.66,7.892e-19,0,0,7.892e-19
2308,325.71,9.967e-19,0,0,9.967e-19
2309,325.76,1.219e-18,0,0,1.219e-18
2310,325.81,1.4459999999999999e-18,0,0,1.4459999999999999e-18
2311,325.86,1.6669999999999997e-18,0,0,1.6669999999999997e-18
2312,325.91,1.872e-18,0,0,1.872e-18
2313,325.96,2.0500000000000003e-18,0,0,2.0500000000000003e-18
2314,326.01,2.189e-18,0,0,2.189e-18
2315,326.06,2.282e-18,0,0,2.282e-18
2316,326.11,2.3180000000000003e-18,0,0,2.3180000000000003e-18
2317,326.16,2.2930000000000004e-18,0,0,2.2930000000000004e-18
2318,326.21,2.203e-18,0,0,2.203e-18
2319,326.26,2.051e-18,0,0,2.051e-18
2320,326.31,1.847e-18,0,0,1.847e-18
2321,326.36,1.6049999999999997e-18,0,0,1.6049999999999997e-18
2322,326.41,1.3419999999999999e-18,0,0,1.3419999999999999e-18
2323,326.46,1.0790000000000002e-18,0,0,1.0790000000000002e-18
2324,326.51,8.322e-19,0,0,8.322e-19
2325,326.56,6.152e-19,0,0,6.152e-19
2326,326.61,4.354999999999999e-19,0,0,4.354999999999999e-19
2327,326.66,2.9489999999999997e-19,0,0,2.9489999999999997e-19
2328,326.71,1.9100000000000003e-19,0,0,1.9100000000000003e-19
2329,326.76,1.182e-19,0,0,1.182e-19
2330,326.81,6.987e-20,0,0,6.987e-20
2331,326.86,3.945e-20,0,0,3.945e-20
2332,326.91,2.126e-20,0,0,2.126e-20
2333,326.96,1.094e-20,0,0,1.094e-20
2334,327.01,5.375e-21,0,0,5.375e-21
2335,327.06,2.52e-21,0,0,2.52e-21
2336,327.11,1.1280000000000001e-21,0,0,1.1280000000000001e-21
2337,327.16,4.815e-22,0,0,4.815e-22
2338,327.21,1.962e-22,0,0,1.962e-22
2339,327.26,7.626999999999999e-23,0,0,7.626999999999999e-23
2340,327.31,2.8289999999999997e-23,0,0,2.8289999999999997e-23
2341,327.36,1.002e-23,0,0,1.002e-23
2342,327.41,3.383e-24,0,0,3.383e-24
2343,327.46,1.09e-24,0,0,1.09e-24
2344,327.51,3.3600000000000006e-25,0,0,3.3600000000000006e-25
2345,327.56,1.01e-25,0,0,1.01e-25
2346,327.61,3.6410000000000005e-26,0,0,3.6410000000000005e-26
2347,327.66,3.544e-26,0,0,3.544e-26
2348,327.71,8.669e-26,0,0,8.669e-26
2349,327.76,2.45e-25,0,0,2.45e-25
2350,327.81,3.1560000000000004e-22,0,3.15e-22,6.732e-25
2351,327.86,1.9360000000000003e-21,0,1.934e-21,1.7690000000000003e-24
2352,327.91,1.1349999999999999e-20,0,1.134e-20,4.441e-24
2353,327.96,6.440000000000001e-20,0,6.439e-20,1.0650000000000001e-23
2354,328.01,3.45e-19,0,3.4490000000000004e-19,2.437e-23
2355,328.06,1.765e-18,0,1.765e-18,5.328e-23
2356,328.11,8.627999999999999e-18,0,8.627999999999999e-18,1.113e-22
2357,328.16,4.029e-17,0,4.029e-17,2.219e-22
2358,328.21,1.797e-16,0,1.797e-16,4.228e-22
2359,328.26,7.657e-16,0,7.657e-16,7.696000000000001e-22
2360,328.31,3.1170000000000004e-15,0,3.1170000000000004e-15,1.3390000000000001e-21
2361,328.36,1.212e-14,0,1.212e-14,2.2260000000000002e-21
2362,328.41,4.5039999999999997e-14,0,4.5039999999999997e-14,3.539e-21
2363,328.46,1.599e-13,0,1.599e-13,5.3820000000000006e-21
2364,328.51,5.422e-13,0,5.422e-13,7.831e-21
2365,328.56,1.7569999999999999e-12,0,1.7569999999999999e-12,1.091e-20
2366,328.61,5.4390000000000006e-12,0,5.4390000000000006e-12,1.457e-20
2367,328.66,1.609e-11,0,1.609e-11,1.867e-20
2368,328.71,4.5500000000000004e-11,0,4.5500000000000004e-11,2.298e-20
2369,328.76,1.229e-10,0,1.229e-10,2.72e-20
2370,328.81,3.1739999999999996e-10,0,3.1739999999999996e-10,3.1030000000000003e-20
2371,328.86,7.832e-10,0,7.832e-10,3.418e-20
2372,328.91,1.847e-09,0,1.847e-09,3.6439999999999995e-20
2373,328.96,4.164e-09,0,4.164e-09,3.768e-20
2374,329.01,8.975e-09,0,8.975e-09,3.7869999999999997e-20
2375,329.06,1.849e-08,0,1.849e-08,3.708e-20
2376,329.11,3.643e-08,0,3.643e-08,3.5410000000000007e-20
2377,329.16,6.861e-08,0,6.861e-08,3.301e-20
2378,329.21,1.236e-07,0,1.236e-07,3.0030000000000006e-20
2379,329.26,2.1289999999999998e-07,0,2.1289999999999998e-07,2.6660000000000002e-20
2380,329.31,3.507e-07,0,3.507e-07,2.306e-20
2381,329.36,5.527e-07,0,5.527e-07,1.9409999999999996e-20
2382,329.41,8.331999999999999e-07,0,8.331999999999999e-07,1.586e-20
2383,329.46,1.202e-06,0,1.202e-06,1.2559999999999999e-20
2384,329.51,1.658e-06,0,1.658e-06,9.626e-21
2385,329.56,2.19e-06,0,2.19e-06,7.129e-21
2386,329.61,2.768e-06,0,2.768e-06,5.094e-21
2387,329.66,3.348e-06,0,3.348e-06,3.509e-21
2388,329.71,3.8769999999999995e-06,0,3.8769999999999995e-06,2.327e-21
2389,329.76,4.298e-06,0,4.298e-06,1.485e-21
2390,329.81,4.561e-06,0,4.561e-06,9.113e-22
2391,329.86,4.634e-06,0,4.634e-06,5.3720000000000005e-22
2392,329.91,4.508e-06,0,4.508e-06,3.0419999999999997e-22
2393,329.96,4.2e-06,0,4.2e-06,1.653e-22
2394,330.01,3.747e-06,0,3.747e-06,8.62e-23
2395,330.06,3.2010000000000004e-06,0,3.2010000000000004e-06,4.3109999999999997e-23
2396,330.11,2.618e-06,0,2.618e-06,2.0670000000000003e-23
2397,330.16,2.051e-06,0,2.051e-06,9.493e-24
2398,330.21,1.539e-06,0,1.539e-06,4.178e-24
2399,330.26,1.105e-06,0,1.105e-06,1.7599999999999998e-24
2400,330.31,7.601999999999999e-07,0,7.601999999999999e-07,7.102e-25
2401,330.36,5.006e-07,0,5.006e-07,2.742e-25
2402,330.41,3.157e-07,0,3.157e-07,1.0129999999999999e-25
2403,330.46,1.9050000000000002e-07,0,1.9050000000000002e-07,3.581e-26
2404,330.51,1.101e-07,0,1.101e-07,1.21e-26
2405,330.56,6.089e-08,0,6.089e-08,3.912e-27
2406,330.61,3.2230000000000005e-08,0,3.2230000000000005e-08,1.209e-27
2407,330.66,1.633e-08,0,1.633e-08,3.571e-28
2408,330.71,7.914e-09,0,7.914e-09,1.008e-28
2409,330.76,3.67e-09,0,3.67e-09,2.721e-29
2410,330.81,1.628e-09,0,1.628e-09,7.017e-30
2411,330.86,6.911e-10,0,6.911e-10,1.729e-30
2412,330.91,2.806e-10,0,2.806e-10,4.07e-31
2413,330.96,1.0890000000000001e-10,0,1.0890000000000001e-10,9.154e-32
2414,331.01,4.044e-11,0,4.044e-11,1.9669999999999997e-32
2415,331.06,1.436e-11,0,1.436e-11,4.037e-33
2416,331.11,4.874e-12,0,4.874e-12,7.914999999999999e-34
2417,331.16,1.582e-12,0,1.582e-12,1.4819999999999998e-34
2418,331.21,4.908e-13,0,4.908e-13,2.6289999999999995e-35
2419,331.26,1.456e-13,0,1.456e-13,4.496e-36
2420,331.31,4.126e-14,0,4.126e-14,7.344e-37
2421,331.36,1.118e-14,0,1.118e-14,0
2422,331.41,2.895e-15,0,2.895e-15,0
2423,331.46,7.165e-16,0,7.165e-16,0
2424,331.51,1.6950000000000002e-16,0,1.6950000000000002e-16,0
2425,331.56,3.829e-17,0,3.829e-17,0
2426,331.61,8.269e-18,0,8.269e-18,0
2427,331.66,1.7059999999999998e-18,0,1.7059999999999998e-18,0
2428,331.71,3.3640000000000005e-19,0,3.3640000000000005e-19,0
2429,331.76,6.336e-20,0,6.336e-20,0
2430,331.81,1.14e-20,0,1.14e-20,0
2431,331.86,1.914e-21,0,1.914e-21,0
2432,331.91,3.1510000000000005e-22,0,3.1510000000000005e-22,0
2433,333.76,2.35e-36,0,0,2.35e-36
2434,333.81,1.384e-35,0,0,1.384e-35
2435,333.86,7.793999999999999e-35,0,0,7.793999999999999e-35
2436,333.91,4.2e-34,0,0,4.2e-34
2437,333.96,2.1649999999999998e-33,0,0,2.1649999999999998e-33
2438,334.01,1.068e-32,0,0,1.068e-32
2439,334.06,1.088e-19,0,1.088e-19,5.039e-32
2440,334.11,6.509999999999999e-19,0,6.509999999999999e-19,2.274e-31
2441,334.16,3.938e-18,0,3.938e-18,9.82e-31
2442,334.21,2.1640000000000002e-17,0,2.1640000000000002e-17,4.057e-30
2443,334.26,1.138e-16,0,1.138e-16,1.603e-29
2444,334.31,5.727e-16,0,5.727e-16,6.06e-29
2445,334.36,2.758e-15,0,2.758e-15,2.1919999999999997e-28
2446,334.41,1.2709999999999999e-14,0,1.2709999999999999e-14,7.582999999999999e-28
2447,334.46,5.6029999999999996e-14,0,5.6029999999999996e-14,2.51e-27
2448,334.51,2.364e-13,0,2.364e-13,7.947e-27
2449,334.56,9.546e-13,0,9.546e-13,2.4069999999999996e-26
2450,334.61,3.688999999999999e-12,0,3.688999999999999e-12,6.976e-26
2451,334.66,1.364e-11,0,1.364e-11,1.9339999999999998e-25
2452,334.71,4.8270000000000005e-11,0,4.8270000000000005e-11,5.129e-25
2453,334.76,1.635e-10,0,1.635e-10,1.3009999999999998e-24
2454,334.81,5.298e-10,0,5.298e-10,3.1580000000000002e-24
2455,334.86,1.643e-09,0,1.643e-09,7.332999999999999e-24
2456,334.91,4.878e-09,0,4.878e-09,1.6289999999999998e-23
2457,334.96,1.386e-08,0,1.386e-08,3.461e-23
2458,335.01,3.767e-08,0,3.767e-08,7.036e-23
2459,335.06,9.802999999999999e-08,0,9.802999999999999e-08,1.368e-22
2460,335.11,2.441e-07,0,2.441e-07,2.546e-22
2461,335.16,5.818e-07,0,5.818e-07,4.531e-22
2462,335.21,1.327e-06,0,1.327e-06,7.715e-22
2463,335.26,2.898e-06,0,2.898e-06,1.257e-21
2464,335.31,6.056e-06,0,6.056e-06,1.9579999999999998e-21
2465,335.36,1.211e-05,0,1.211e-05,2.919e-21
2466,335.41,2.319e-05,0,2.319e-05,4.163e-21
2467,335.46,4.249e-05,0,4.249e-05,5.68e-21
2468,335.51,7.453e-05,0,7.453e-05,7.414e-21
2469,335.56,0.00012509999999999998,0,0.00012509999999999998,9.257e-21
2470,335.61,0.0002011,0,0.0002011,1.1059999999999999e-20
2471,335.66,0.0003093,0,0.0003093,1.2640000000000001e-20
2472,335.71,0.00045549999999999996,0,0.00045549999999999996,1.381e-20
2473,335.76,0.0006421,0,0.0006421,1.445e-20
2474,335.81,0.0008663999999999999,0,0.0008663999999999999,1.445e-20
2475,335.86,0.001119,0,0.001119,1.383e-20
2476,335.91,0.001384,0,0.001384,1.2670000000000001e-20
2477,335.96,0.001638,0,0.001638,1.1100000000000001e-20
2478,336.01,0.001857,0,0.001857,9.297999999999999e-21
2479,336.06,0.002014,0,0.002014,7.454000000000001e-21
2480,336.11,0.002092,0,0.002092,5.717e-21
2481,336.16,0.0020800000000000003,0,0.0020800000000000003,4.194e-21
2482,336.21,0.00198,0,0.00198,2.9439999999999998e-21
