,Wavelength,Sum,B I (2.9e-01),B II (7.1e-01),B III (9.5e-07)
1077,277.24,1.184e-07,0,1.184e-07,0
1078,277.29,1.244e-07,0,1.244e-07,0
1079,277.34,1.237e-07,0,1.237e-07,0
1080,277.39,1.1640000000000001e-07,0,1.1640000000000001e-07,0
1081,277.44,1.037e-07,0,1.037e-07,0
1082,277.49,8.737000000000001e-08,0,8.737000000000001e-08,0
1083,277.54,6.965e-08,0,6.965e-08,0
1084,277.59,5.25e-08,0,5.25e-08,0
1085,277.64,3.7400000000000004e-08,0,3.7400000000000004e-08,0
1086,277.69,2.516e-08,0,2.516e-08,0
1087,277.74,1.597e-08,0,1.597e-08,0
1088,277.79,9.564e-09,0,9.564e-09,0
1089,277.84,5.3969999999999995e-09,0,5.3969999999999995e-09,0
1090,277.89,2.868e-09,0,2.868e-09,0
1091,277.94,1.434e-09,0,1.434e-09,0
1092,277.99,6.746e-10,0,6.746e-10,0
1093,278.04,2.9830000000000005e-10,0,2.9830000000000005e-10,0
1094,278.09,1.239e-10,0,1.239e-10,0
1095,278.14,4.8370000000000003e-11,0,4.8370000000000003e-11,0
1096,278.19,1.7719999999999998e-11,0,1.7719999999999998e-11,0
1097,278.24,6.104e-12,0,6.104e-12,0
1098,278.29,2.023e-12,0,2.023e-12,0
1099,278.34,9.222e-13,0,9.222e-13,0
1100,278.39,1.946e-12,0,1.946e-12,0
1101,278.44,9.113e-12,0,9.113e-12,0
1102,278.49,4.3420000000000004e-11,0,4.3420000000000004e-11,0
1103,278.54,1.95e-10,0,1.95e-10,0
1104,278.59,8.212999999999999e-10,0,8.212999999999999e-10,0
1105,278.64,3.2450000000000003e-09,0,3.2450000000000003e-09,0
1106,278.69,1.2030000000000001e-08,0,1.2030000000000001e-08,0
1107,278.74,4.184e-08,0,4.184e-08,1.5599999999999998e-29
1108,278.79,1.365e-07,0,1.365e-07,2.0750000000000003e-28
1109,278.84,4.1770000000000004e-07,0,4.1770000000000004e-07,1.6819999999999998e-27
1110,278.89,1.199e-06,0,1.199e-06,1.28e-26
1111,278.94,3.23e-06,0,3.23e-06,9.141000000000001e-26
1112,278.99,8.159e-06,0,8.159e-06,6.129e-25
1113,279.04,1.934e-05,0,1.934e-05,3.858e-24
1114,279.09,4.299e-05,0,4.299e-05,2.2789999999999998e-23
1115,279.14,8.966e-05,0,8.966e-05,1.264e-22
1116,279.19,0.0001754,0,0.0001754,6.582000000000001e-22
1117,279.24,0.00032189999999999996,0,0.00032189999999999996,3.2169999999999997e-21
1118,279.29,0.0005542,0,0.0005542,1.476e-20
1119,279.34,0.0008951,0,0.0008951,6.357e-20
1120,279.39,0.001356,0,0.001356,2.5699999999999996e-19
1121,279.44,0.001927,0,0.001927,9.756e-19
1122,279.49,0.00257,0,0.00257,3.476e-18
1123,279.54,0.003214,0,0.003214,1.163e-17
1124,279.59,0.003771,0,0.003771,3.651e-17
1125,279.64,0.00415,0,0.00415,1.0759999999999999e-16
1126,279.69,0.004285,0,0.004285,2.9780000000000003e-16
1127,279.74,0.00415,0,0.00415,7.737e-16
1128,279.79,0.003771,0,0.003771,1.887e-15
1129,279.84,0.003214,0,0.003214,4.318999999999999e-15
1130,279.89,0.00257,0,0.00257,9.281999999999999e-15
1131,279.94,0.001927,0,0.001927,1.8719999999999998e-14
1132,279.99,0.001356,0,0.001356,3.546e-14
1133,280.04,0.0008951,0,0.0008951,6.304e-14
1134,280.09,0.0005542,0,0.0005542,1.052e-13
1135,280.14,0.00032189999999999996,0,0.00032189999999999996,1.648e-13
1136,280.19,0.0001754,0,0.0001754,2.424e-13
1137,280.24,8.966e-05,0,8.966e-05,3.347e-13
1138,280.29,4.299e-05,0,4.299e-05,4.337e-13
1139,280.34,1.934e-05,0,1.934e-05,5.276e-13
1140,280.39,8.159e-06,0,8.159e-06,6.026e-13
1141,280.44,3.23e-06,0,3.23e-06,6.46e-13
1142,280.49,1.199e-06,0,1.199e-06,6.501e-13
1143,280.54,4.1770000000000004e-07,0,4.1770000000000004e-07,6.142e-13
1144,280.59,1.365e-07,0,1.365e-07,5.446e-13
1145,280.64,4.184e-08,0,4.184e-08,4.534e-13
1146,280.69,1.2030000000000001e-08,0,1.2030000000000001e-08,3.543e-13
1147,280.74,3.246e-09,0,3.2450000000000003e-09,2.599e-13
1148,280.79,8.213999999999999e-10,0,8.212999999999999e-10,1.789e-13
1149,280.84,1.951e-10,0,1.949e-10,1.157e-13
1150,280.89,4.3479999999999995e-11,0,4.3409999999999995e-11,7.017e-14
1151,280.94,9.107999999999999e-12,0,9.068e-12,3.996e-14
1152,280.99,1.798e-12,0,1.7769999999999998e-12,2.136e-14
1153,281.04,3.374e-13,0,3.267e-13,1.072e-14
1154,281.09,6.138e-14,0,5.633e-14,5.05e-15
1155,281.14,1.135e-14,0,9.113e-15,2.2329999999999998e-15
1156,281.19,2.309e-15,0,1.383e-15,9.266e-16
1157,281.24,5.577999999999999e-16,0,1.969e-16,3.61e-16
1158,281.29,1.5830000000000003e-16,0,2.629e-17,1.32e-16
1159,281.34,4.86e-17,0,3.293e-18,4.5300000000000004e-17
1160,281.39,1.498e-17,0,3.8700000000000004e-19,1.459e-17
1161,281.44,4.413e-18,0,0,4.413e-18
1162,281.49,1.253e-18,0,0,1.253e-18
1163,281.54,3.3369999999999996e-19,0,0,3.3369999999999996e-19
1164,281.59,8.346000000000001e-20,0,0,8.346000000000001e-20
1165,281.64,1.9590000000000002e-20,0,0,1.9590000000000002e-20
1166,281.69,4.316e-21,0,0,4.316e-21
1167,281.74,8.923999999999999e-22,0,0,8.923999999999999e-22
1168,281.79,1.7319999999999998e-22,0,0,1.7319999999999998e-22
1169,281.84,3.155e-23,0,0,3.155e-23
1170,281.89,5.395e-24,0,0,5.395e-24
1171,281.94,8.658000000000001e-25,0,0,8.658000000000001e-25
1172,281.99,1.3039999999999998e-25,0,0,1.3039999999999998e-25
1173,282.04,1.844e-26,0,0,1.844e-26
1174,282.09,2.4470000000000002e-27,0,0,2.4470000000000002e-27
1175,282.14,3.047e-28,0,0,3.047e-28
1176,282.19,3.143e-29,0,0,3.143e-29
1177,284.39,1.109e-15,1.109e-15,0,0
1178,284.44,1.1409999999999999e-14,1.1409999999999999e-14,0,0
1179,284.49,8.655e-14,8.655e-14,0,0
1180,284.54,6.177e-13,6.177e-13,0,0
1181,284.59,4.147000000000001e-12,4.147000000000001e-12,0,0
1182,284.64,2.62e-11,2.62e-11,0,0
1183,284.69,1.557e-10,1.557e-10,0,0
1184,284.74,8.707999999999999e-10,8.707999999999999e-10,0,0
1185,284.79,4.582e-09,4.582e-09,0,0
1186,284.84,2.2680000000000002e-08,2.2680000000000002e-08,0,0
1187,284.89,1.057e-07,1.057e-07,0,0
1188,284.94,4.6299999999999995e-07,4.6299999999999995e-07,0,0
1189,284.99,1.909e-06,1.909e-06,0,0
1190,285.04,7.407e-06,7.407e-06,0,0
1191,285.09,2.704e-05,2.704e-05,0,0
1192,285.14,9.286e-05,9.286e-05,0,0
1193,285.19,0.00030010000000000003,0.00030010000000000003,0,0
1194,285.24,0.0009122999999999999,0.0009122999999999999,0,0
1195,285.29,0.0026100000000000003,0.0026100000000000003,0,0
1196,285.34,0.007024,0.007024,0,0
1197,285.39,0.01779,0.01779,0,0
1198,285.44,0.04238,0.04238,0,0
1199,285.49,0.09502000000000001,0.09502000000000001,0,0
1200,285.54,0.2004,0.2004,0,0
1201,285.59,0.3978,0.3978,0,0
1202,285.64,0.7428,0.7428,0,0
1203,285.69,1.305,1.305,0,0
1204,285.74,2.158,2.158,0,0
1205,285.79,3.3560000000000003,3.3560000000000003,0,0
1206,285.84,4.912,4.912,0,0
1207,285.89,6.763999999999999,6.763999999999999,0,0
1208,285.94,8.763,8.763,0,0
1209,285.99,10.68,10.68,0,0
1210,286.04,12.25,12.25,0,0
1211,286.09,13.22,13.22,0,0
1212,286.14,13.43,13.43,0,0
1213,286.19,12.83,12.83,0,0
1214,286.24,11.53,11.53,0,0
1215,286.29,9.757,9.757,0,0
1216,286.34,7.765,7.765,0,0
1217,286.39,5.815,5.815,0,0
1218,286.44,4.0969999999999995,4.0969999999999995,0,0
1219,286.49,2.716,2.716,0,0
1220,286.54,1.694,1.694,0,0
1221,286.59,0.9944,0.9944,0,0
1222,286.64,0.5491,0.5491,0,0
1223,286.69,0.2853,0.2853,0,0
1224,286.74,0.1395,0.1395,0,0
1225,286.79,0.06417,0.06417,0,0
1226,286.84,0.02777,0.02777,0,0
1227,286.89,0.011309999999999999,0.011309999999999999,0,0
1228,286.94,0.004334,0.004334,0,0
1229,286.99,0.0015630000000000002,0.0015630000000000002,0,0
1230,287.04,0.0005301,0.0005301,0,0
1231,287.09,0.0001692,0.0001692,0,0
1232,287.14,5.082e-05,5.082e-05,0,0
1233,287.19,1.436e-05,1.436e-05,0,0
1234,287.24,3.818e-06,3.818e-06,0,0
1235,287.29,9.552e-07,9.552e-07,0,0
1236,287.34,2.248e-07,2.248e-07,0,0
1237,287.39,4.98e-08,4.98e-08,0,0
1238,287.44,1.0380000000000001e-08,1.0380000000000001e-08,0,0
1239,287.49,2.0349999999999997e-09,2.0349999999999997e-09,0,0
1240,287.54,3.7539999999999997e-10,3.7539999999999997e-10,0,0
1241,287.59,6.516e-11,6.516e-11,0,0
1242,287.64,1.064e-11,1.064e-11,0,0
1243,287.69,1.6359999999999999e-12,1.6359999999999999e-12,0,0
1244,287.74,2.365e-13,2.365e-13,0,0
1245,287.79,3.217e-14,3.217e-14,0,0
1246,287.84,4.119e-15,4.119e-15,0,0
1247,290.04,2.029e-17,0,2.029e-17,0
1248,290.09,1.575e-16,0,1.575e-16,0
1249,290.14,1.153e-15,0,1.153e-15,0
1250,290.19,7.958e-15,0,7.958e-15,0
1251,290.24,5.179e-14,0,5.179e-14,0
1252,290.29,3.179e-13,0,3.179e-13,0
1253,290.34,1.84e-12,0,1.84e-12,0
1254,290.39,1.0039999999999998e-11,0,1.0039999999999998e-11,0
1255,290.44,5.167000000000001e-11,0,5.167000000000001e-11,0
1256,290.49,2.5069999999999997e-10,0,2.5069999999999997e-10,0
1257,290.54,1.1469999999999999e-09,0,1.1469999999999999e-09,0
1258,290.59,4.95e-09,0,4.95e-09,0
1259,290.64,2.0140000000000004e-08,0,2.0140000000000004e-08,0
1260,290.69,7.729e-08,0,7.729e-08,0
1261,290.74,2.796e-07,0,2.796e-07,0
1262,290.79,9.54e-07,0,9.54e-07,0
1263,290.84,3.0689999999999998e-06,0,3.0689999999999998e-06,0
1264,290.89,9.311e-06,0,9.311e-06,0
1265,290.94,2.664e-05,0,2.664e-05,0
1266,290.99,7.185e-05,0,7.185e-05,0
1267,291.04,0.0001828,0,0.0001828,0
1268,291.09,0.0004383999999999999,0,0.0004383999999999999,0
1269,291.14,0.0009916,0,0.0009916,0
1270,291.19,0.0021149999999999997,0,0.0021149999999999997,0
1271,291.24,0.004254,0,0.004254,0
1272,291.29,0.008068,0,0.008068,0
1273,291.34,0.014430000000000002,0,0.014430000000000002,0
1274,291.39,0.02433,0,0.02433,0
1275,291.44,0.038689999999999995,0,0.038689999999999995,0
1276,291.49,0.05802,0,0.05802,0
1277,291.54,0.08204,0,0.08204,0
1278,291.59,0.1094,0,0.1094,0
1279,291.64,0.1375,0,0.1375,0
1280,291.69,0.1631,0,0.1631,0
1281,291.74,0.1823,0,0.1823,0
1282,291.79,0.1922,0,0.1922,0
1283,291.84,0.1911,0,0.1911,0
1284,291.89,0.1791,0,0.1791,0
1285,291.94,0.1584,0,0.1584,0
1286,291.99,0.132,0,0.132,0
1287,292.04,0.1038,0,0.1038,0
1288,292.09,0.07691,0,0.07691,0
1289,292.14,0.05376,0,0.05376,0
1290,292.19,0.03543,0,0.03543,0
1291,292.24,0.022019999999999998,0,0.022019999999999998,0
1292,292.29,0.0129,0,0.0129,0
1293,292.34,0.0071319999999999995,0,0.0071319999999999995,0
1294,292.39,0.0037159999999999997,0,0.0037159999999999997,0
1295,292.44,0.0018260000000000001,0,0.0018260000000000001,0
1296,292.49,0.0008462,0,0.0008462,0
1297,292.54,0.0003698,0,0.0003698,0
1298,292.59,0.0001524,0,0.0001524,0
1299,292.64,5.92e-05,0,5.92e-05,0
1300,292.69,2.169e-05,0,2.169e-05,0
1301,292.74,7.492999999999999e-06,0,7.492999999999999e-06,0
1302,292.79,2.441e-06,0,2.441e-06,0
1303,292.84,7.498999999999999e-07,0,7.498999999999999e-07,0
1304,292.89,2.1719999999999999e-07,0,2.1719999999999999e-07,0
1305,292.94,5.934e-08,0,5.934e-08,0
1306,292.99,1.529e-08,0,1.529e-08,0
1307,293.04,3.7130000000000003e-09,0,3.7130000000000003e-09,0
1308,293.09,8.504000000000001e-10,0,8.504000000000001e-10,0
1309,293.14,1.8369999999999997e-10,0,1.8369999999999997e-10,0
1310,293.19,3.7409999999999997e-11,0,3.7409999999999997e-11,0
1311,293.24,7.184e-12,0,7.184e-12,0
1312,293.29,1.301e-12,0,1.301e-12,0
1313,293.35,1.549e-13,0,1.549e-13,0
1314,293.4,2.466e-14,0,2.466e-14,0
1315,293.45,3.7e-15,0,3.7e-15,0
1316,293.5,5.237e-16,0,5.237e-16,0
1317,293.55,6.988e-17,0,6.988e-17,0
1318,301.4,1.784e-17,0,1.784e-17,0
1319,301.45,1.2709999999999998e-16,0,1.2709999999999998e-16,0
1320,301.5,8.571e-16,0,8.571e-16,0
1321,301.55,5.475e-15,0,5.475e-15,0
1322,301.6,3.312e-14,0,3.312e-14,0
1323,301.65,1.897e-13,0,1.897e-13,0
1324,301.7,1.03e-12,0,1.03e-12,0
1325,301.75,5.291e-12,0,5.291e-12,0
1326,301.8,2.575e-11,0,2.575e-11,0
1327,301.85,1.1870000000000001e-10,0,1.1870000000000001e-10,0
1328,301.9,5.181e-10,0,5.181e-10,0
1329,301.95,2.142e-09,0,2.142e-09,0
1330,302.0,8.387e-09,0,8.387e-09,0
1331,302.05,3.11e-08,0,3.11e-08,0
1332,302.1,1.092e-07,0,1.092e-07,0
1333,302.15,3.633e-07,0,3.633e-07,0
1334,302.2,1.144e-06,0,1.144e-06,0
1335,302.25,3.414e-06,0,3.414e-06,0
1336,302.3,9.646e-06,0,9.646e-06,0
1337,302.35,2.581e-05,0,2.581e-05,0
1338,302.4,6.541e-05,0,6.541e-05,0
1339,302.45,0.000157,0,0.000157,0
1340,302.5,0.0003568,0,0.0003568,0
1341,302.55,0.0007682,0,0.0007682,0
1342,302.6,0.0015660000000000001,0,0.0015660000000000001,0
1343,302.65,0.0030239999999999998,0,0.0030239999999999998,0
1344,302.7,0.005531,0,0.005531,0
1345,302.75,0.009579,0,0.009579,0
1346,302.8,0.01571,0,0.01571,0
1347,302.85,0.02441,0,0.02441,0
1348,302.9,0.035910000000000004,0,0.035910000000000004,0
1349,302.95,0.05003,0,0.05003,0
1350,303.0,0.06602000000000001,0,0.06602000000000001,0
1351,303.05,0.08251,0,0.08251,0
1352,303.1,0.09766,0,0.09766,0
1353,303.15,0.1095,0,0.1095,0
1354,303.2,0.1162,0,0.1162,0
1355,303.25,0.1169,0,0.1169,0
1356,303.3,0.1113,0,0.1113,0
1357,303.35,0.1004,0,0.1004,0
1358,303.4,0.08572,0,0.08572,0
1359,303.45,0.06932999999999999,0,0.06932999999999999,0
1360,303.5,0.05312000000000001,0,0.05312000000000001,0
1361,303.55,0.03854,0,0.03854,0
1362,303.6,0.02648,0,0.02648,0
1363,303.65,0.017230000000000002,0,0.017230000000000002,0
1364,303.7,0.010620000000000001,0,0.010620000000000001,0
1365,303.75,0.0062,0,0.0062,0
1366,303.8,0.0034270000000000004,0,0.0034270000000000004,0
1367,303.85,0.001794,0,0.001794,0
1368,303.9,0.0008897,0,0.0008897,0
1369,303.95,0.0004178,0,0.0004178,0
1370,304.0,0.00018580000000000002,0,0.00018580000000000002,0
1371,304.05,7.827e-05,0,7.827e-05,0
1372,304.1,3.122e-05,0,3.122e-05,0
1373,304.15,1.18e-05,0,1.18e-05,0
1374,304.2,4.22e-06,0,4.22e-06,0
1375,304.25,1.43e-06,0,1.43e-06,0
1376,304.3,4.5899999999999997e-07,0,4.5899999999999997e-07,0
1377,304.35,1.395e-07,0,1.395e-07,0
1378,304.4,4.016e-08,0,4.016e-08,0
1379,304.45,1.095e-08,0,1.095e-08,0
1380,304.5,2.8270000000000003e-09,0,2.8270000000000003e-09,0
1381,304.55,6.912000000000001e-10,0,6.912000000000001e-10,0
1382,304.6,1.601e-10,0,1.601e-10,0
1383,304.65,3.5109999999999996e-11,0,3.5109999999999996e-11,0
1384,304.7,7.292000000000001e-12,0,7.292000000000001e-12,0
1385,304.75,1.4350000000000002e-12,0,1.4350000000000002e-12,0
1386,304.8,2.673e-13,0,2.673e-13,0
1387,304.85,4.7160000000000004e-14,0,4.7160000000000004e-14,0
1388,304.9,7.881e-15,0,7.881e-15,0
1389,304.95,1.2470000000000001e-15,0,1.2470000000000001e-15,0
1390,305.0,1.87e-16,0,1.87e-16,0
1391,305.05,2.6540000000000002e-17,0,2.6540000000000002e-17,0
1392,311.1,8.968000000000001e-20,0,8.968000000000001e-20,0
1393,311.15,5.839999999999999e-19,0,5.839999999999999e-19,0
1394,311.2,3.613e-18,0,3.613e-18,0
1395,311.25,2.124e-17,0,2.124e-17,0
1396,311.3,1.187e-16,0,1.187e-16,0
1397,311.35,6.3e-16,0,6.3e-16,0
1398,311.4,3.178e-15,0,3.178e-15,0
1399,311.45,1.5230000000000002e-14,0,1.5230000000000002e-14,0
1400,311.5,6.937999999999999e-14,0,6.937999999999999e-14,0
1401,311.55,3.003e-13,0,3.003e-13,0
1402,311.6,1.2350000000000003e-12,0,1.2350000000000003e-12,0
1403,311.65,4.8269999999999995e-12,0,4.8269999999999995e-12,0
1404,311.7,1.792e-11,0,1.792e-11,0
1405,311.75,6.325e-11,0,6.325e-11,0
1406,311.8,2.121e-10,0,2.121e-10,0
1407,311.85,6.757000000000001e-10,0,6.757000000000001e-10,0
1408,311.9,2.046e-09,0,2.046e-09,0
1409,311.95,5.886e-09,0,5.886e-09,0
1410,312.0,1.609e-08,0,1.609e-08,0
1411,312.05,4.18e-08,0,4.18e-08,0
1412,312.1,1.032e-07,0,1.032e-07,0
1413,312.15,2.4199999999999997e-07,0,2.4199999999999997e-07,0
1414,312.2,5.394e-07,0,5.394e-07,0
1415,312.25,1.142e-06,0,1.142e-06,0
1416,312.3,2.299e-06,0,2.299e-06,0
1417,312.35,4.3969999999999996e-06,0,4.3969999999999996e-06,0
1418,312.4,7.989e-06,0,7.989e-06,0
1419,312.45,1.38e-05,0,1.38e-05,0
1420,312.5,2.264e-05,0,2.264e-05,0
1421,312.55,3.529e-05,0,3.529e-05,0
1422,312.6,5.229e-05,0,5.229e-05,0
1423,312.65,7.361e-05,0,7.361e-05,0
1424,312.7,9.847e-05,0,9.847e-05,0
1425,312.75,0.0001252,0,0.0001252,0
1426,312.8,0.0001512,0,0.0001512,0
1427,312.85,0.00017350000000000002,0,0.00017350000000000002,0
1428,312.9,0.0001893,0,0.0001893,0
1429,312.95,0.0001962,0,0.0001962,0
1430,313.0,0.0001932,0,0.0001932,0
1431,313.05,0.0001808,0,0.0001808,0
1432,313.1,0.0001607,0,0.0001607,0
1433,313.15,0.00013580000000000002,0,0.00013580000000000002,0
1434,313.2,0.0001091,0,0.0001091,0
1435,313.25,8.32e-05,0,8.32e-05,0
1436,313.3,6.032e-05,0,6.032e-05,0
1437,313.35,4.156e-05,0,4.156e-05,0
1438,313.4,2.72e-05,0,2.72e-05,0
1439,313.45,1.692e-05,0,1.692e-05,0
1440,313.5,1e-05,0,1e-05,0
1441,313.55,5.617000000000001e-06,0,5.617000000000001e-06,0
1442,313.6,2.998e-06,0,2.998e-06,0
1443,313.65,1.52e-06,0,1.52e-06,0
1444,313.7,7.327e-07,0,7.327e-07,0
1445,313.75,3.3549999999999995e-07,0,3.3549999999999995e-07,0
1446,313.8,1.4599999999999998e-07,0,1.4599999999999998e-07,0
1447,313.85,6.036e-08,0,6.036e-08,0
1448,313.9,2.372e-08,0,2.372e-08,0
1449,313.95,8.854e-09,0,8.854e-09,0
1450,314.0,3.141e-09,0,3.141e-09,0
1451,314.05,1.059e-09,0,1.059e-09,0
1452,314.1,3.392e-10,0,3.392e-10,0
1453,314.15,1.0320000000000002e-10,0,1.0320000000000002e-10,0
1454,314.2,2.986e-11,0,2.986e-11,0
1455,314.25,8.208e-12,0,8.208e-12,0
1456,314.3,2.1430000000000005e-12,0,2.1430000000000005e-12,0
1457,314.35,5.319e-13,0,5.319e-13,0
1458,314.4,1.254e-13,0,1.254e-13,0
1459,314.45,2.8110000000000003e-14,0,2.8110000000000003e-14,0
1460,314.5,5.985e-15,0,5.985e-15,0
1461,314.55,1.211e-15,0,1.211e-15,0
1462,314.6,2.328e-16,0,2.328e-16,0
1463,314.65,4.2530000000000004e-17,0,4.2530000000000004e-17,0
1464,314.7,7.384e-18,0,7.384e-18,0
1465,314.75,1.218e-18,0,1.218e-18,0
1466,314.8,1.9089999999999998e-19,0,1.9089999999999998e-19,0
1467,314.85,2.8439999999999994e-20,0,2.8439999999999994e-20,0
1468,316.0,1.076e-17,0,1.076e-17,0
1469,316.05,7.086000000000001e-17,0,7.086000000000001e-17,0
1470,316.1,4.44e-16,0,4.44e-16,0
1471,316.15,2.648e-15,0,2.648e-15,0
1472,316.2,1.503e-14,0,1.503e-14,0
1473,316.25,8.118999999999999e-14,0,8.118999999999999e-14,0
1474,316.3,4.174e-13,0,4.174e-13,0
1475,316.35,2.0419999999999996e-12,0,2.0419999999999996e-12,0
1476,316.4,9.512e-12,0,9.512e-12,0
1477,316.45,4.215999999999999e-11,0,4.215999999999999e-11,0
1478,316.5,1.778e-10,0,1.778e-10,0
1479,316.55,7.14e-10,0,7.14e-10,0
1480,316.6,2.7279999999999997e-09,0,2.7279999999999997e-09,0
1481,316.65,9.92e-09,0,9.92e-09,0
1482,316.7,3.4339999999999995e-08,0,3.4339999999999995e-08,0
1483,316.75,1.131e-07,0,1.131e-07,0
1484,316.8,3.546e-07,0,3.546e-07,0
1485,316.85,1.058e-06,0,1.058e-06,0
1486,316.9,3.004e-06,0,3.004e-06,0
1487,316.95,8.12e-06,0,8.12e-06,0
1488,317.0,2.089e-05,0,2.089e-05,0
1489,317.05,5.113e-05,0,5.113e-05,0
1490,317.1,0.00011909999999999998,0,0.00011909999999999998,0
1491,317.15,0.00026419999999999997,0,0.00026419999999999997,0
1492,317.2,0.0005576,0,0.0005576,0
1493,317.25,0.00112,0,0.00112,0
1494,317.3,0.002141,0,0.002141,0
1495,317.35,0.0038950000000000005,0,0.0038950000000000005,0
1496,317.4,0.006745,0,0.006745,0
1497,317.45,0.01112,0,0.01112,0
1498,317.5,0.01744,0,0.01744,0
1499,317.55,0.02603,0,0.02603,0
1500,317.6,0.03698,0,0.03698,0
1501,317.65,0.05001,0,0.05001,0
1502,317.7,0.06436,0,0.06436,0
1503,317.75,0.07883,0,0.07883,0
1504,317.8,0.09189,0,0.09189,0
1505,317.85,0.102,0,0.102,0
1506,317.9,0.1077,0,0.1077,0
1507,317.95,0.1082,0,0.1082,0
1508,318.0,0.1035,0,0.1035,0
1509,318.05,0.09419,0,0.09419,0
1510,318.1,0.08161,0,0.08161,0
1511,318.15,0.06729,0,0.06729,0
1512,318.2,0.05281,0,0.05281,0
1513,318.25,0.039439999999999996,0,0.039439999999999996,0
1514,318.3,0.02804,0,0.02804,0
1515,318.35,0.018969999999999997,0,0.018969999999999997,0
1516,318.4,0.012209999999999999,0,0.012209999999999999,0
1517,318.45,0.007484,0,0.007484,0
1518,318.5,0.004365,0,0.004365,0
1519,318.55,0.0024230000000000002,0,0.0024230000000000002,0
1520,318.6,0.00128,0,0.00128,0
1521,318.65,0.0006436,0,0.0006436,0
1522,318.7,0.000308,0,0.000308,0
1523,318.75,0.0001403,0,0.0001403,0
1524,318.8,6.08e-05,0,6.08e-05,0
1525,318.85,2.508e-05,0,2.508e-05,0
1526,318.9,9.848e-06,0,9.848e-06,0
1527,318.95,3.68e-06,0,3.68e-06,0
1528,319.0,1.309e-06,0,1.309e-06,0
1529,319.05,4.43e-07,0,4.43e-07,0
1530,319.1,1.427e-07,0,1.427e-07,0
1531,319.15,4.375e-08,0,4.375e-08,0
1532,319.2,1.2770000000000001e-08,0,1.2770000000000001e-08,0
1533,319.25,3.5460000000000004e-09,0,3.5460000000000004e-09,0
1534,319.3,9.372e-10,0,9.372e-10,0
1535,319.35,2.358e-10,0,2.358e-10,0
1536,319.4,5.6439999999999995e-11,0,5.6439999999999995e-11,0
1537,319.45,1.286e-11,0,1.286e-11,0
1538,319.5,2.7889999999999995e-12,0,2.7889999999999995e-12,0
1539,319.55,5.757e-13,0,5.757e-13,0
1540,319.6,1.131e-13,0,1.131e-13,0
1541,319.65,2.1140000000000002e-14,0,2.1140000000000002e-14,0
1542,319.7,3.762e-15,0,3.762e-15,0
1543,319.75,6.371e-16,0,6.371e-16,0
1544,319.8,1.0270000000000001e-16,0,1.0270000000000001e-16,0
1545,319.85,1.575e-17,0,1.575e-17,0
1546,320.25,2.881e-19,0,2.881e-19,0
1547,320.3,1.8580000000000004e-18,0,1.8580000000000004e-18,0
1548,320.35,1.142e-17,0,1.142e-17,0
1549,320.4,6.685e-17,0,6.685e-17,0
1550,320.45,3.7310000000000004e-16,0,3.7310000000000004e-16,0
1551,320.5,1.985e-15,0,1.985e-15,0
1552,320.55,1.006e-14,0,1.006e-14,0
1553,320.6,4.861e-14,0,4.861e-14,0
1554,320.65,2.238e-13,0,2.238e-13,0
1555,320.7,9.817e-13,0,9.817e-13,0
1556,320.75,4.104e-12,0,4.104e-12,0
1557,320.8,1.635e-11,0,1.635e-11,0
1558,320.85,6.211e-11,0,6.211e-11,0
1559,320.9,2.248e-10,0,2.248e-10,0
1560,320.95,7.753e-10,0,7.753e-10,0
1561,321.0,2.549e-09,0,2.549e-09,0
1562,321.05,7.985e-09,0,7.985e-09,0
1563,321.1,2.384e-08,0,2.384e-08,0
1564,321.15,6.786e-08,0,6.786e-08,0
1565,321.2,1.8410000000000001e-07,0,1.8410000000000001e-07,0
1566,321.25,4.761e-07,0,4.761e-07,0
1567,321.3,1.1740000000000001e-06,0,1.1740000000000001e-06,0
1568,321.35,2.758e-06,0,2.758e-06,0
1569,321.4,6.181000000000001e-06,0,6.181000000000001e-06,0
1570,321.45,1.321e-05,0,1.321e-05,0
1571,321.5,2.691e-05,0,2.691e-05,0
1572,321.55,5.232e-05,0,5.232e-05,0
1573,321.6,9.702e-05,0,9.702e-05,0
1574,321.65,0.0001717,0,0.0001717,0
1575,321.7,0.0002901,0,0.0002901,0
1576,321.75,0.0004681,0,0.0004681,0
1577,321.8,0.0007216,0,0.0007216,0
1578,321.85,0.0010630000000000001,0,0.0010630000000000001,0
1579,321.9,0.0014990000000000001,0,0.0014990000000000001,0
1580,321.95,0.0020239999999999998,0,0.0020239999999999998,0
1581,322.0,0.002618,0,0.002618,0
1582,322.05,0.003249,0,0.003249,0
1583,322.1,0.003872,0,0.003872,0
1584,322.15,0.004438,0,0.004438,0
1585,322.2,0.004896,0,0.004896,0
1586,322.25,0.0052060000000000006,0,0.0052060000000000006,0
1587,322.3,0.005342,0,0.005342,0
1588,322.35,0.005293,0,0.005293,0
1589,322.4,0.00507,0,0.00507,0
1590,322.45,0.004693999999999999,0,0.004693999999999999,0
1591,322.5,0.004201,0,0.004201,0
1592,322.55,0.0036340000000000005,0,0.0036340000000000005,0
1593,322.6,0.003036,0,0.003036,0
1594,322.65,0.002447,0,0.002447,0
1595,322.7,0.001902,0,0.001902,0
1596,322.75,0.001423,0,0.001423,0
1597,322.8,0.001024,0,0.001024,0
1598,322.85,0.0007085,0,0.0007085,0
