,Wavelength,Sum,N I (9.5e-01),N II (5.3e-02),N III (2.7e-10)
3721,408.68,0.0008152000000000001,0.0008152000000000001,4.456e-13,1.615e-18
3722,408.73,0.001389,0.001389,9.065e-13,2.991e-18
3723,408.78,0.002332,0.002332,1.7919999999999998e-12,5.379e-18
3724,408.83,0.003865,0.003865,3.4449999999999996e-12,9.388e-18
3725,408.88,0.006337,0.006337,6.441e-12,1.59e-17
3726,408.93,0.01029,0.01029,1.1720000000000001e-11,2.615e-17
3727,408.98,0.016569999999999998,0.016569999999999998,2.076e-11,4.175e-17
3728,409.03,0.02645,0.02645,3.582e-11,6.469e-17
3729,409.08,0.04178,0.04178,6.028e-11,9.73e-17
3730,409.13,0.06523999999999999,0.06523999999999999,9.902e-11,1.421e-16
3731,409.18,0.1005,0.1005,1.5890000000000001e-10,2.0129999999999999e-16
3732,409.23,0.1522,0.1522,2.496e-10,2.77e-16
3733,409.28,0.2263,0.2263,3.839e-10,3.701e-16
3734,409.33,0.3297,0.3297,5.793e-10,4.8e-16
3735,409.38,0.4696,0.4696,8.588e-10,6.045e-16
3736,409.43,0.653,0.653,1.252e-09,7.395e-16
3737,409.48,0.8852,0.8852,1.7969999999999999e-09,8.787000000000001e-16
3738,409.53,1.169,1.169,2.5419999999999997e-09,1.0150000000000001e-15
3739,409.58,1.5019999999999998,1.5019999999999998,3.5449999999999996e-09,1.139e-15
3740,409.63,1.8780000000000001,1.8780000000000001,4.875e-09,1.2439999999999999e-15
3741,409.68,2.282,2.282,6.614e-09,1.324e-15
3742,409.73,2.695,2.695,8.849e-09,1.373e-15
3743,409.78,3.092,3.092,1.168e-08,1.391e-15
3744,409.83,3.448,3.448,1.52e-08,1.3800000000000001e-15
3745,409.88,3.734,3.734,1.953e-08,1.344e-15
3746,409.93,3.93,3.93,2.477e-08,1.29e-15
3747,409.98,4.021,4.021,3.107e-08,1.226e-15
3748,410.03,4.003,4.003,3.859e-08,1.157e-15
3749,410.08,3.8819999999999997,3.8819999999999997,4.7510000000000007e-08,1.09e-15
3750,410.13,3.678,3.678,5.81e-08,1.027e-15
3751,410.18,3.418,3.418,7.065e-08,9.701000000000001e-16
3752,410.23,3.138,3.138,8.548999999999999e-08,9.173e-16
3753,410.28,2.8760000000000003,2.8760000000000003,1.0289999999999999e-07,8.663999999999999e-16
3754,410.33,2.6719999999999997,2.6719999999999997,1.232e-07,8.142000000000001e-16
3755,410.38,2.559,2.559,1.465e-07,7.582000000000001e-16
3756,410.43,2.565,2.565,1.727e-07,6.967000000000001e-16
3757,410.48,2.708,2.708,2.0140000000000002e-07,6.292e-16
3758,410.53,2.9930000000000003,2.9930000000000003,2.3199999999999999e-07,5.569e-16
3759,410.58,3.4130000000000003,3.4130000000000003,2.636e-07,4.818000000000001e-16
3760,410.63,3.949,3.949,2.9510000000000004e-07,4.066e-16
3761,410.68,4.566,4.566,3.254e-07,3.343e-16
3762,410.73,5.223,5.223,3.5350000000000004e-07,2.6749999999999996e-16
3763,410.78,5.87,5.87,3.7840000000000005e-07,2.0819999999999999e-16
3764,410.83,6.455,6.455,3.9979999999999997e-07,1.575e-16
3765,410.88,6.928999999999999,6.928999999999999,4.1729999999999996e-07,1.157e-16
3766,410.93,7.251,7.251,4.311e-07,8.263e-17
3767,410.98,7.393,7.393,4.413e-07,5.729e-17
3768,411.03,7.345,7.345,4.484e-07,3.857e-17
3769,411.08,7.111000000000001,7.111000000000001,4.524e-07,2.5209999999999998e-17
3770,411.13,6.712000000000001,6.712000000000001,4.536e-07,1.6e-17
3771,411.18,6.18,6.18,4.517e-07,9.858e-18
3772,411.23,5.556,5.556,4.463e-07,5.897e-18
3773,411.28,4.881,4.881,4.369e-07,3.424e-18
3774,411.33,4.196000000000001,4.196000000000001,4.231e-07,1.93e-18
3775,411.38,3.534,3.534,4.0469999999999996e-07,1.056e-18
3776,411.43,2.92,2.92,3.818e-07,5.610999999999999e-19
3777,411.48,2.37,2.37,3.55e-07,2.8940000000000003e-19
3778,411.53,1.892,1.892,3.255e-07,1.449e-19
3779,411.58,1.4869999999999999,1.4869999999999999,2.95e-07,7.04e-20
3780,411.63,1.151,1.151,2.656e-07,3.321e-20
3781,411.68,0.8786,0.8786,2.397e-07,1.5209999999999998e-20
3782,411.73,0.6607,0.6607,2.1989999999999998e-07,6.762000000000001e-21
3783,411.78,0.4894,0.4894,2.0829999999999998e-07,2.918e-21
3784,411.83,0.3567,0.3567,2.07e-07,1.223e-21
3785,411.88,0.2555,0.2555,2.1719999999999999e-07,4.974e-22
3786,411.93,0.1797,0.1797,2.396e-07,1.9659999999999998e-22
3787,411.98,0.1238,0.1238,2.735e-07,7.556e-23
3788,412.03,0.08354,0.08354,3.175e-07,2.838e-23
3789,412.08,0.0551,0.0551,3.69e-07,1.0539999999999999e-23
3790,412.13,0.035480000000000005,0.035480000000000005,4.245e-07,4.009999999999999e-24
3791,412.18,0.02229,0.02229,4.797e-07,1.693e-24
3792,412.23,0.01365,0.01365,5.302e-07,8.942e-25
3793,412.28,0.008139,0.008139,5.716e-07,6.227e-25
3794,412.33,0.004726,0.004726,6.003e-07,5.273000000000001e-25
3795,412.38,0.0026739999999999997,0.002673,6.136999999999999e-07,4.905e-25
3796,412.43,0.0014789999999999998,0.0014789999999999998,6.107999999999999e-07,4.782999999999999e-25
3797,412.48,0.0008142000000000002,0.0008136000000000002,5.922999999999999e-07,4.873e-25
3798,412.53,0.00047330000000000007,0.0004728,5.607e-07,5.260000000000001e-25
3799,412.58,0.00034139999999999995,0.0003408,5.197e-07,6.098e-25
3800,412.63,0.0003688,0.0003683,4.743e-07,7.608000000000001e-25
3801,412.68,0.0005597,0.0005593,4.297e-07,1.009e-24
3802,412.73,0.0009701,0.0009697000000000001,3.915e-07,1.3940000000000001e-24
3803,412.78,0.001715,0.001715,3.646e-07,1.969e-24
3804,412.83,0.002983,0.002983,3.5280000000000004e-07,2.807e-24
3805,412.88,0.005057,0.005057,3.5869999999999995e-07,3.995e-24
3806,412.93,0.008333,0.008333,3.83e-07,5.6399999999999995e-24
3807,412.98,0.013340000000000001,0.013340000000000001,4.25e-07,7.865e-24
3808,413.03,0.02075,0.02075,4.818e-07,1.08e-23
3809,413.08,0.03135,0.03135,5.491e-07,1.455e-23
3810,413.13,0.04601,0.04601,6.213e-07,1.922e-23
3811,413.18,0.06563,0.06563,6.918000000000001e-07,2.4829999999999997e-23
3812,413.23,0.09097999999999999,0.09097999999999999,7.539e-07,3.135e-23
3813,413.28,0.1226,0.1226,8.016e-07,3.8630000000000003e-23
3814,413.33,0.1607,0.1607,8.299e-07,4.643e-23
3815,413.38,0.2049,0.2049,8.356999999999999e-07,5.442e-23
3816,413.43,0.2545,0.2545,8.182e-07,6.218000000000001e-23
3817,413.48,0.308,0.308,7.784999999999999e-07,6.928000000000001e-23
3818,413.53,0.3638,0.3638,7.2e-07,7.529999999999999e-23
3819,413.58,0.4201,0.4201,6.478e-07,7.992000000000001e-23
3820,413.63,0.4753,0.4753,5.675e-07,8.292000000000001e-23
3821,413.68,0.5283,0.5283,4.856000000000001e-07,8.425e-23
3822,413.73,0.5787,0.5787,4.078e-07,8.401e-23
3823,413.78,0.627,0.627,3.397e-07,8.245e-23
3824,413.83,0.6745,0.6745,2.855e-07,7.987e-23
3825,413.88,0.7227,0.7227,2.487e-07,7.662999999999999e-23
3826,413.93,0.7731,0.7731,2.319e-07,7.306e-23
3827,413.98,0.8265,0.8265,2.3660000000000001e-07,6.940000000000001e-23
3828,414.03,0.8827,0.8827,2.6379999999999997e-07,6.581e-23
3829,414.08,0.9399,0.9399,3.132e-07,6.234e-23
3830,414.13,0.995,0.995,3.8380000000000004e-07,5.897e-23
3831,414.18,1.044,1.044,4.7299999999999996e-07,5.561e-23
3832,414.23,1.082,1.082,5.771e-07,5.218999999999999e-23
3833,414.28,1.1059999999999999,1.1059999999999999,6.905e-07,4.865e-23
3834,414.33,1.114,1.114,8.064e-07,4.4950000000000006e-23
3835,414.38,1.104,1.104,9.170000000000001e-07,4.114e-23
3836,414.43,1.081,1.081,1.0140000000000002e-06,3.728e-23
3837,414.48,1.048,1.048,1.09e-06,3.347e-23
3838,414.53,1.014,1.014,1.138e-06,2.979e-23
3839,414.58,0.9859,0.9859,1.155e-06,2.634e-23
3840,414.63,0.9734,0.9734,1.138e-06,2.318e-23
3841,414.68,0.9832,0.9832,1.089e-06,2.036e-23
3842,414.73,1.02,1.02,1.0129999999999999e-06,1.789e-23
3843,414.78,1.084,1.084,9.148e-07,1.576e-23
3844,414.83,1.1740000000000002,1.1740000000000002,8.026000000000001e-07,1.395e-23
3845,414.88,1.281,1.281,6.839e-07,1.2449999999999999e-23
3846,414.93,1.3969999999999998,1.3969999999999998,5.661e-07,1.1210000000000001e-23
3847,414.98,1.508,1.508,4.551e-07,1.0210000000000001e-23
3848,415.03,1.6019999999999999,1.6019999999999999,3.5539999999999997e-07,9.398e-24
3849,415.08,1.6680000000000001,1.6680000000000001,2.6960000000000003e-07,8.739e-24
3850,415.13,1.696,1.696,1.986e-07,8.188e-24
3851,415.18,1.681,1.681,1.4220000000000002e-07,7.702000000000001e-24
3852,415.23,1.6219999999999999,1.6219999999999999,9.882e-08,7.242e-24
3853,415.28,1.5230000000000001,1.5230000000000001,6.672e-08,6.775000000000001e-24
3854,415.33,1.39,1.39,4.376e-08,6.279e-24
3855,415.38,1.2329999999999999,1.2329999999999999,2.7880000000000002e-08,5.742000000000001e-24
3856,415.43,1.063,1.063,1.7250000000000002e-08,5.1660000000000004e-24
3857,415.48,0.89,0.89,1.037e-08,4.5599999999999996e-24
3858,415.53,0.7241,0.7241,6.053e-09,3.9430000000000004e-24
3859,415.58,0.5724,0.5724,3.432e-09,3.333e-24
3860,415.63,0.4396,0.4396,1.8909999999999998e-09,2.753e-24
3861,415.68,0.3279,0.3279,1.011e-09,2.2200000000000003e-24
3862,415.73,0.2376,0.2376,5.257000000000001e-10,1.746e-24
3863,415.78,0.1673,0.1673,2.653e-10,1.3389999999999999e-24
3864,415.83,0.1144,0.1144,1.301e-10,1.001e-24
3865,415.88,0.07597999999999999,0.07597999999999999,6.196e-11,7.291e-25
3866,415.93,0.049030000000000004,0.049030000000000004,2.866e-11,5.175999999999999e-25
3867,415.98,0.03073,0.03073,1.288e-11,3.58e-25
3868,416.03,0.01871,0.01871,5.621e-12,2.412e-25
3869,416.08,0.01107,0.01107,2.383e-12,1.583e-25
3870,416.13,0.00636,0.00636,9.812e-13,1.0109999999999999e-25
3871,416.18,0.00355,0.00355,3.924e-13,6.293e-26
3872,416.23,0.001925,0.001925,1.525e-13,3.8130000000000003e-26
3873,416.28,0.0010140000000000001,0.0010140000000000001,5.753e-14,2.249e-26
3874,416.33,0.0005186,0.0005186,2.109e-14,1.291e-26
3875,416.38,0.00025780000000000003,0.00025780000000000003,7.508e-15,7.215999999999999e-27
3876,416.43,0.0001244,0.0001244,2.5969999999999998e-15,3.9240000000000005e-27
3877,416.48,5.836e-05,5.836e-05,8.7220000000000015e-16,2.077e-27
3878,416.53,2.659e-05,2.659e-05,2.8460000000000003e-16,1.069e-27
3879,416.58,1.177e-05,1.177e-05,9.019e-17,5.3570000000000005e-28
3880,416.63,5.0580000000000005e-06,5.0580000000000005e-06,2.776e-17,2.611e-28
3881,416.68,2.112e-06,2.112e-06,8.302000000000001e-18,1.2370000000000002e-28
3882,416.73,8.569e-07,8.569e-07,2.411e-18,5.705e-29
3883,416.78,3.377e-07,3.377e-07,6.8019999999999995e-19,2.5579999999999996e-29
3884,416.84,1.063e-07,1.063e-07,1.434e-19,9.412999999999998e-30
3885,416.89,3.93e-08,3.93e-08,3.7939999999999997e-20,3.968e-30
3886,416.94,1.411e-08,1.411e-08,9.752e-21,1.6259999999999998e-30
3887,416.99,4.9230000000000005e-09,4.9230000000000005e-09,2.435e-21,6.479000000000001e-31
3888,417.04,1.668e-09,1.668e-09,5.903999999999999e-22,2.51e-31
3889,417.09,5.492e-10,5.492e-10,1.3909999999999999e-22,9.455999999999999e-32
3890,417.14,1.756e-10,1.756e-10,0,3.49e-32
3891,417.19,5.456e-11,5.456e-11,0,1.358e-32
3892,417.24,1.646e-11,1.646e-11,0,9.151999999999999e-33
3893,417.29,4.825e-12,4.825e-12,0,1.958e-32
3894,417.34,1.374e-12,1.374e-12,0,6.581e-32
3895,417.39,3.8e-13,3.8e-13,0,2.2879999999999996e-31
3896,417.44,1.021e-13,1.021e-13,0,7.777999999999999e-31
3897,417.49,2.665e-14,2.665e-14,0,2.571e-30
3898,417.54,6.756999999999999e-15,6.756999999999999e-15,0,8.262e-30
3899,417.59,1.664e-15,1.664e-15,0,2.581e-29
3900,417.64,3.982e-16,3.982e-16,0,7.835e-29
3901,417.69,2.312e-28,0,0,2.312e-28
3902,417.74,6.632000000000001e-28,0,0,6.632000000000001e-28
3903,417.79,1.849e-27,0,0,1.849e-27
3904,417.84,5.0109999999999996e-27,0,0,5.0109999999999996e-27
3905,417.89,1.32e-26,0,0,1.32e-26
3906,417.94,3.379e-26,0,0,3.379e-26
3907,417.99,8.41e-26,0,0,8.41e-26
3908,418.04,2.0339999999999998e-25,0,0,2.0339999999999998e-25
3909,418.09,4.784e-25,0,0,4.784e-25
3910,418.14,1.0929999999999998e-24,0,0,1.0929999999999998e-24
3911,418.19,2.4290000000000003e-24,0,0,2.4290000000000003e-24
3912,418.24,5.245e-24,0,0,5.245e-24
3913,418.29,1.101e-23,0,0,1.101e-23
3914,418.34,2.247e-23,0,0,2.247e-23
3915,418.39,4.456e-23,0,0,4.456e-23
3916,418.44,8.593e-23,0,0,8.593e-23
3917,418.49,1.611e-22,0,0,1.611e-22
3918,418.54,2.935e-22,0,0,2.935e-22
3919,418.59,5.199e-22,0,0,5.199e-22
3920,418.64,8.956e-22,0,0,8.956e-22
3921,418.69,1.5e-21,0,0,1.5e-21
3922,418.74,2.443e-21,0,0,2.443e-21
3923,418.79,3.8689999999999996e-21,0,0,3.8689999999999996e-21
3924,418.84,5.9620000000000004e-21,0,0,5.9620000000000004e-21
3925,418.89,8.936e-21,0,0,8.936e-21
3926,418.94,1.304e-20,0,0,1.304e-20
3927,418.99,1.851e-20,0,0,1.851e-20
3928,419.04,2.5599999999999998e-20,0,0,2.5599999999999998e-20
3929,419.09,3.45e-20,0,0,3.45e-20
3930,419.14,4.5320000000000003e-20,0,0,4.5320000000000003e-20
3931,419.19,5.809e-20,0,0,5.809e-20
3932,419.24,7.271e-20,0,0,7.271e-20
3933,419.29,8.896000000000001e-20,0,0,8.896000000000001e-20
3934,419.34,1.065e-19,0,0,1.065e-19
3935,419.39,1.251e-19,0,0,1.251e-19
3936,419.44,1.441e-19,0,0,1.441e-19
3937,419.49,1.632e-19,0,0,1.632e-19
3938,419.54,1.8190000000000002e-19,0,0,1.8190000000000002e-19
3939,419.59,1.9980000000000001e-19,0,0,1.9980000000000001e-19
3940,419.64,2.166e-19,0,0,2.166e-19
3941,419.69,2.317e-19,0,0,2.317e-19
3942,419.74,2.448e-19,0,0,2.448e-19
3943,419.79,2.5510000000000004e-19,0,0,2.5510000000000004e-19
3944,419.84,2.622e-19,0,0,2.622e-19
3945,419.89,2.655e-19,0,0,2.655e-19
3946,419.94,2.644e-19,0,0,2.644e-19
3947,419.99,2.5859999999999997e-19,0,0,2.5859999999999997e-19
3948,420.04,2.4809999999999995e-19,0,0,2.4809999999999995e-19
3949,420.09,2.33e-19,0,0,2.33e-19
3950,420.14,2.141e-19,0,0,2.141e-19
3951,420.19,1.9219999999999998e-19,0,0,1.9219999999999998e-19
3952,420.24,1.8320000000000002e-19,0,1.472e-20,1.685e-19
3953,420.29,2.0370000000000002e-19,0,5.976e-20,1.4400000000000001e-19
3954,420.34,3.56e-19,0,2.3600000000000003e-19,1.199e-19
3955,420.39,1.004e-18,0,9.064e-19,9.732000000000001e-20
3956,420.44,3.4619999999999998e-18,0,3.3849999999999997e-18,7.69e-20
3957,420.49,1.235e-17,0,1.229e-17,5.915e-20
3958,420.54,4.345e-17,0,4.34e-17,4.428999999999999e-20
3959,420.59,1.491e-16,0,1.49e-16,3.23e-20
3960,420.64,4.976e-16,0,4.976e-16,2.2969999999999996e-20
3961,420.69,1.616e-15,0,1.616e-15,1.598e-20
3962,420.74,5.101e-15,0,5.101e-15,1.0959999999999999e-20
3963,420.79,1.566e-14,0,1.566e-14,7.556999999999999e-21
3964,420.84,4.676e-14,0,4.676e-14,5.4270000000000004e-21
3965,420.89,1.358e-13,0,1.358e-13,4.302e-21
3966,420.94,3.832e-13,0,3.832e-13,3.972e-21
3967,420.99,1.0520000000000002e-12,0,1.0520000000000002e-12,4.286e-21
3968,421.04,2.809e-12,0,2.809e-12,5.139e-21
3969,421.09,7.291e-12,0,7.291e-12,6.454e-21
3970,421.14,1.84e-11,0,1.84e-11,8.163e-21
3971,421.19,4.5170000000000004e-11,0,4.5170000000000004e-11,1.02e-20
3972,421.24,1.0779999999999999e-10,0,1.0779999999999999e-10,1.2459999999999999e-20
3973,421.29,2.503e-10,0,2.503e-10,1.485e-20
3974,421.34,5.648e-10,0,5.648e-10,1.7219999999999997e-20
3975,421.39,1.24e-09,0,1.24e-09,1.943e-20
3976,421.44,2.646e-09,0,2.646e-09,2.1319999999999998e-20
3977,421.49,5.491e-09,0,5.491e-09,2.274e-20
3978,421.54,1.1079999999999999e-08,0,1.1079999999999999e-08,2.359e-20
3979,421.59,2.175e-08,0,2.175e-08,2.379e-20
3980,421.64,4.15e-08,0,4.15e-08,2.333e-20
3981,421.69,7.7e-08,0,7.7e-08,2.2240000000000002e-20
3982,421.74,1.389e-07,0,1.389e-07,2.061e-20
3983,421.79,2.438e-07,0,2.438e-07,1.857e-20
3984,421.84,4.16e-07,0,4.16e-07,1.6269999999999996e-20
3985,421.89,6.902e-07,0,6.902e-07,1.386e-20
3986,421.94,1.114e-06,0,1.114e-06,1.1479999999999998e-20
3987,421.99,1.747e-06,0,1.747e-06,9.244999999999999e-21
3988,422.04,2.665e-06,0,2.665e-06,7.237999999999999e-21
3989,422.09,3.954e-06,0,3.954e-06,5.509e-21
3990,422.14,5.705e-06,0,5.705e-06,4.077e-21
3991,422.19,8.002e-06,0,8.002e-06,2.934e-21
3992,422.24,1.092e-05,0,1.092e-05,2.052e-21
3993,422.29,1.448e-05,0,1.448e-05,1.396e-21
3994,422.34,1.868e-05,0,1.868e-05,9.231e-22
3995,422.39,2.343e-05,0,2.343e-05,5.934999999999999e-22
3996,422.44,2.858e-05,1.057e-16,2.858e-05,3.71e-22
3997,422.49,3.389e-05,4.2830000000000003e-16,3.389e-05,2.255e-22
3998,422.54,3.909e-05,1.6879999999999998e-15,3.909e-05,1.332e-22
3999,422.59,4.384e-05,6.471e-15,4.384e-05,7.655e-23
4000,422.64,4.781e-05,2.413e-14,4.781e-05,4.276e-23
4001,422.69,5.071e-05,8.753e-14,5.071e-05,2.322e-23
4002,422.74,5.229e-05,3.088e-13,5.229e-05,1.226e-23
4003,422.79,5.244e-05,1.06e-12,5.244e-05,6.295e-24
4004,422.84,5.114e-05,3.5380000000000005e-12,5.114e-05,3.142e-24
4005,422.89,4.85e-05,1.149e-11,4.85e-05,1.5249999999999997e-24
4006,422.94,4.472e-05,3.629e-11,4.472e-05,7.194000000000001e-25
4007,422.99,4.011e-05,1.115e-10,4.011e-05,3.3000000000000003e-25
4008,423.04,3.499e-05,3.333e-10,3.498e-05,1.472e-25
4009,423.09,2.968e-05,9.689e-10,2.968e-05,6.382999999999999e-26
4010,423.14,2.45e-05,2.74e-09,2.449e-05,2.6910000000000003e-26
4011,423.19,1.967e-05,7.537e-09,1.967e-05,1.103e-26
4012,423.24,1.539e-05,2.0169999999999998e-08,1.537e-05,4.3959999999999995e-27
4013,423.29,1.175e-05,5.2489999999999996e-08,1.17e-05,1.7030000000000002e-27
4014,423.34,8.815e-06,1.3289999999999998e-07,8.682000000000001e-06,6.4170000000000005e-28
4015,423.39,6.617999999999999e-06,3.2719999999999997e-07,6.29e-06,2.3509999999999998e-28
4016,423.44,5.244e-06,7.837999999999999e-07,4.46e-06,8.370999999999999e-29
4017,423.49,4.933e-06,1.826e-06,3.1060000000000004e-06,2.8979999999999996e-29
4018,423.54,6.2760000000000006e-06,4.14e-06,2.137e-06,9.757e-30
4019,423.59,1.059e-05,9.126e-06,1.463e-06,3.193e-30
4020,423.64,2.058e-05,1.957e-05,1.006e-06,1.0159999999999998e-30
4021,423.69,4.153e-05,4.083e-05,7.026000000000001e-07,3.1439999999999997e-31
4022,423.74,8.335e-05,8.284e-05,5.033e-07,9.458e-32
4023,423.79,0.0001639,0.0001635,3.7159999999999997e-07,2.766e-32
4024,423.84,0.0003142,0.0003139,2.826e-07,7.864999999999999e-33
4025,423.89,0.0005865,0.0005863,2.198e-07,2.174e-33
4026,423.94,0.001065,0.001065,1.73e-07,5.845e-34
4027,423.99,0.001882,0.001882,1.363e-07,1.5269999999999998e-34
4028,424.04,0.003235,0.003235,1.066e-07,3.881e-35
4029,424.09,0.005409000000000001,0.005409000000000001,8.222999999999999e-08,9.587999999999999e-36
4030,424.14,0.008796,0.008796,6.22e-08,0
4031,424.19,0.013919999999999998,0.013919999999999998,4.601e-08,0
4032,424.24,0.02141,0.02141,3.3210000000000004e-08,0
4033,424.29,0.03205,0.03205,2.336e-08,0
4034,424.34,0.046669999999999996,0.046669999999999996,1.6e-08,0
4035,424.39,0.0661,0.0661,1.0669999999999999e-08,0
4036,424.44,0.09107,0.09107,6.9240000000000005e-09,0
4037,424.49,0.122,0.122,4.37e-09,0
4038,424.54,0.1591,0.1591,2.683e-09,0
4039,424.59,0.2017,0.2017,1.602e-09,0
4040,424.64,0.2488,0.2488,9.304999999999999e-10,0
4041,424.69,0.2986,0.2986,5.256e-10,0
4042,424.74,0.3485,0.3485,2.887e-10,0
4043,424.79,0.3956,0.3956,1.542e-10,0
4044,424.84,0.4368,0.4368,8.014000000000001e-11,0
4045,424.89,0.4692,0.4692,4.0499999999999996e-11,0
4046,424.94,0.4903,0.4903,1.99e-11,0
4047,424.99,0.4984,0.4984,9.511e-12,0
4048,425.04,0.4927,0.4927,4.421e-12,0
4049,425.09,0.4739,0.4739,1.998e-12,0
4050,425.14,0.4434,0.4434,8.785e-13,0
4051,425.19,0.4036,0.4036,3.756e-13,0
4052,425.24,0.3575,0.3575,1.562e-13,0
4053,425.29,0.3083,0.3083,6.314e-14,0
4054,425.34,0.259,0.259,2.483e-14,0
4055,425.39,0.2125,0.2125,9.496e-15,0
4056,425.44,0.1709,0.1709,3.5320000000000002e-15,0
4057,425.49,0.1359,0.1359,1.2779999999999999e-15,0
4058,425.54,0.1088,0.1088,4.494e-16,0
4059,425.59,0.09015,0.09015,1.538e-16,0
4060,425.64,0.0806,0.0806,5.116000000000001e-17,0
4061,425.69,0.08056,0.08056,1.6550000000000002e-17,0
4062,425.74,0.09043,0.09043,5.209e-18,0
4063,425.79,0.1106,0.1106,1.594e-18,0
4064,425.84,0.1414,0.1414,4.744e-19,0
4065,425.89,0.1828,0.1828,1.373e-19,0
4066,425.94,0.2346,0.2346,3.865e-20,0
4067,425.99,0.2955,0.2955,1.0580000000000002e-20,0
4068,426.04,0.3639,0.3639,2.817e-21,0
4069,426.09,0.4367,0.4367,7.295e-22,0
4070,426.14,0.5105,0.5105,1.837e-22,0
4071,426.19,0.5808,0.5808,4.4979999999999994e-23,0
4072,426.24,0.6432,0.6432,0,0
4073,426.29,0.6931,0.6931,0,0
4074,426.34,0.7269,0.7269,0,0
4075,426.39,0.7422,0.7422,0,0
4076,426.44,0.738,0.738,0,0
4077,426.49,0.7152,0.7152,0,0
4078,426.54,0.6762,0.6762,0,0
4079,426.59,0.6251,0.6251,0,0
4080,426.64,0.5666,0.5666,0,0
4081,426.69,0.5061,0.5061,0,0
4082,426.74,0.4489,0.4489,0,0
4083,426.79,0.3998,0.3998,0,0
4084,426.84,0.3626,0.3626,0,0
4085,426.89,0.3402,0.3402,0,0
4086,426.94,0.3343,0.3343,0,0
4087,426.99,0.3458,0.3458,0,0
4088,427.04,0.3748,0.3748,0,0
4089,427.09,0.4211,0.4211,0,0
4090,427.14,0.4843,0.4843,0,0
4091,427.19,0.5639,0.5639,0,0
4092,427.24,0.6594,0.6594,0,0
4093,427.29,0.7703,0.7703,0,0
4094,427.34,0.8957,0.8957,0,0
4095,427.39,1.034,1.034,0,0
4096,427.44,1.181,1.181,0,0
4097,427.49,1.334,1.334,0,0
4098,427.54,1.486,1.486,0,0
4099,427.59,1.629,1.629,0,0
4100,427.64,1.755,1.755,0,0
4101,427.69,1.8530000000000002,1.8530000000000002,0,0
4102,427.74,1.9169999999999998,1.9169999999999998,0,0
4103,427.79,1.94,1.94,0,0
4104,427.84,1.919,1.919,0,0
4105,427.89,1.8530000000000002,1.8530000000000002,0,0
4106,427.94,1.746,1.746,0,0
4107,427.99,1.605,1.605,0,0
4108,428.04,1.4380000000000002,1.4380000000000002,0,0
4109,428.09,1.255,1.255,0,0
4110,428.14,1.069,1.069,0,0
4111,428.19,0.8872,0.8872,0,0
4112,428.24,0.719,0.719,0,0
4113,428.29,0.5706,0.5706,0,0
4114,428.34,0.446,0.446,0,0
4115,428.39,0.3479,0.3479,0,0
4116,428.44,0.2776,0.2776,0,0
4117,428.49,0.2359,0.2359,0,0
4118,428.54,0.2233,0.2233,0,0
4119,428.59,0.2408,0.2408,0,0
4120,428.64,0.2899,0.2899,0,0
4121,428.69,0.3723,0.3723,0,0
4122,428.74,0.4899,0.4899,0,0
4123,428.79,0.6437,0.6437,0,0
4124,428.84,0.8335,0.8335,0,0
4125,428.89,1.056,1.056,0,0
4126,428.94,1.306,1.306,0,0
4127,428.99,1.575,1.575,0,0
4128,429.04,1.849,1.849,0,0
4129,429.09,2.113,2.113,0,0
4130,429.14,2.352,2.352,0,0
4131,429.19,2.548,2.548,0,0
4132,429.24,2.687,2.687,0,0
4133,429.29,2.758,2.758,1.051e-24,3.761e-37
4134,429.34,2.7560000000000002,2.7560000000000002,4.224e-24,1.488e-36
4135,429.39,2.681,2.681,1.653e-23,5.7300000000000003e-36
4136,429.44,2.5380000000000003,2.5380000000000003,6.297e-23,2.1480000000000001e-35
4137,429.49,2.339,2.339,2.335e-22,7.842e-35
4138,429.54,2.099,2.099,8.4319999999999995e-22,2.796e-34
4139,429.59,1.8319999999999999,1.8319999999999999,2.9640000000000003e-21,9.678e-34
4140,429.64,1.557,1.557,1.014e-20,3.261e-33
4141,429.69,1.2890000000000001,1.2890000000000001,3.379e-20,1.07e-32
4142,429.74,1.038,1.038,1.0960000000000003e-19,3.418e-32
4143,429.79,0.8133,0.8133,3.4610000000000003e-19,1.063e-31
4144,429.84,0.6204,0.6204,1.064e-18,3.2200000000000003e-31
4145,429.89,0.4607,0.4607,3.1850000000000004e-18,9.494e-31
4146,429.94,0.333,0.333,9.28e-18,2.7260000000000003e-30
4147,429.99,0.2343,0.2343,2.6329999999999998e-17,7.621e-30
4148,430.04,0.1604,0.1604,7.27e-17,2.074e-29
4149,430.09,0.1069,0.1069,1.955e-16,5.499e-29
4150,430.14,0.06934,0.06934,5.117e-16,1.419e-28
4151,430.19,0.04378,0.04378,1.3039999999999999e-15,3.5680000000000003e-28
4152,430.24,0.0269,0.0269,3.2350000000000003e-15,8.734e-28
4153,430.29,0.01609,0.01609,7.814e-15,2.082e-27
4154,430.34,0.009367,0.009367,1.8369999999999998e-14,4.835e-27
4155,430.39,0.005307,0.005307,4.206e-14,1.094e-26
4156,430.44,0.002927,0.002927,9.374e-14,2.4090000000000002e-26
4157,430.49,0.0015710000000000001,0.0015710000000000001,2.034e-13,5.17e-26
4158,430.54,0.0008206,0.0008206,4.297e-13,1.0810000000000002e-25
