,Wavelength,Sum,N I (9.5e-01),N II (5.3e-02),N III (2.7e-10)
2074,312.25,1.441e-07,0,1.441e-07,1.1349999999999998e-23
2075,312.3,1.99e-07,0,1.99e-07,1.166e-23
2076,312.35,2.609e-07,0,2.609e-07,1.2449999999999999e-23
2077,312.4,3.2520000000000003e-07,0,3.2520000000000003e-07,1.3539999999999998e-23
2078,312.45,3.85e-07,0,3.85e-07,1.4670000000000002e-23
2079,312.5,4.3310000000000003e-07,0,4.3310000000000003e-07,1.555e-23
2080,312.55,4.629e-07,0,4.629e-07,1.594e-23
2081,312.6,4.7e-07,0,4.7e-07,1.567e-23
2082,312.65,4.5350000000000003e-07,0,4.5350000000000003e-07,1.471e-23
2083,312.7,4.157e-07,0,4.157e-07,1.317e-23
2084,312.75,3.621e-07,0,3.621e-07,1.1210000000000001e-23
2085,312.8,2.996e-07,0,2.996e-07,9.082e-24
2086,312.85,2.356e-07,0,2.356e-07,6.993e-24
2087,312.9,1.7600000000000001e-07,0,1.7600000000000001e-07,5.1180000000000006e-24
2088,312.95,1.2490000000000001e-07,0,1.2490000000000001e-07,3.5610000000000004e-24
2089,313.0,8.422000000000001e-08,0,8.422000000000001e-08,2.3549999999999998e-24
2090,313.05,5.396e-08,0,5.396e-08,1.48e-24
2091,313.1,3.285e-08,0,3.285e-08,8.852e-25
2092,313.15,1.8999999999999998e-08,0,1.8999999999999998e-08,5.038e-25
2093,313.2,1.0440000000000001e-08,0,1.0440000000000001e-08,2.731e-25
2094,313.25,5.451e-09,0,5.451e-09,1.412e-25
2095,313.3,2.7039999999999998e-09,0,2.7039999999999998e-09,6.986e-26
2096,313.35,1.275e-09,0,1.275e-09,3.315e-26
2097,313.4,5.708e-10,0,5.708e-10,1.518e-26
2098,313.45,2.429e-10,0,2.429e-10,6.748000000000001e-27
2099,313.5,9.818e-11,0,9.818e-11,2.941e-27
2100,313.55,3.771e-11,0,3.771e-11,1.268e-27
2101,313.6,1.3760000000000001e-11,0,1.3760000000000001e-11,5.4629999999999985e-28
2102,313.65,4.771e-12,0,4.771e-12,2.3620000000000004e-28
2103,313.7,1.5719999999999998e-12,0,1.5719999999999998e-12,1.0239999999999999e-28
2104,313.75,4.92e-13,0,4.92e-13,4.431e-29
2105,313.8,1.463e-13,0,1.463e-13,1.894e-29
2106,313.85,4.134e-14,0,4.134e-14,7.925e-30
2107,313.9,1.11e-14,0,1.11e-14,3.217e-30
2108,313.95,2.831e-15,0,2.831e-15,1.258e-30
2109,314.0,6.86e-16,0,6.86e-16,4.718999999999999e-31
2110,314.05,1.58e-16,0,1.58e-16,1.6920000000000002e-31
2111,314.1,3.456e-17,0,3.456e-17,5.787999999999999e-32
2112,314.15,7.182e-18,0,7.182e-18,1.886e-32
2113,314.2,1.418e-18,0,1.418e-18,5.847e-33
2114,314.25,2.6620000000000003e-19,0,2.6620000000000003e-19,1.724e-33
2115,314.3,4.745e-20,0,4.745e-20,4.835e-34
2116,314.35,8.037000000000001e-21,0,8.037000000000001e-21,1.289e-34
2117,314.4,1.293e-21,0,1.293e-21,3.265e-35
2118,314.45,1.9779999999999999e-22,0,1.9779999999999999e-22,7.861e-36
2119,314.5,1.798e-36,0,0,1.798e-36
2120,314.55,3.911e-37,0,0,3.911e-37
2121,314.6,8.081000000000001e-38,0,0,8.081000000000001e-38
2122,314.65,1.5869999999999997e-38,0,0,1.5869999999999997e-38
2123,314.7,2.961e-39,0,0,2.961e-39
2124,314.75,5.251e-40,0,0,5.251e-40
2125,314.8,8.848000000000001e-41,0,0,8.848000000000001e-41
2126,314.85,1.417e-41,0,0,1.417e-41
2127,314.9,2.1549999999999998e-42,0,0,2.1549999999999998e-42
2128,315.8,5.840999999999999e-23,0,5.840999999999999e-23,0
2129,315.85,3.707e-22,0,3.707e-22,0
2130,315.9,2.239e-21,0,2.239e-21,0
2131,315.95,1.2869999999999999e-20,0,1.2869999999999999e-20,0
2132,316.0,7.039e-20,0,7.039e-20,0
2133,316.05,3.6640000000000003e-19,0,3.6640000000000003e-19,0
2134,316.1,1.815e-18,0,1.815e-18,0
2135,316.15,8.557999999999999e-18,0,8.557999999999999e-18,0
2136,316.2,3.84e-17,0,3.84e-17,0
2137,316.25,1.639e-16,0,1.639e-16,0
2138,316.3,6.662000000000001e-16,0,6.662000000000001e-16,0
2139,316.35,2.576e-15,0,2.576e-15,0
2140,316.4,9.481000000000001e-15,0,9.481000000000001e-15,0
2141,316.45,3.32e-14,0,3.32e-14,0
2142,316.5,1.107e-13,0,1.107e-13,0
2143,316.55,3.51e-13,0,3.51e-13,0
2144,316.6,1.06e-12,0,1.06e-12,0
2145,316.65,3.0439999999999996e-12,0,3.0439999999999996e-12,0
2146,316.7,8.321e-12,0,8.321e-12,0
2147,316.75,2.1649999999999998e-11,0,2.1649999999999998e-11,0
2148,316.8,5.36e-11,0,5.36e-11,0
2149,316.85,1.263e-10,0,1.263e-10,0
2150,316.9,2.8319999999999996e-10,0,2.8319999999999996e-10,0
2151,316.95,6.044e-10,0,6.044e-10,0
2152,317.0,1.227e-09,0,1.227e-09,0
2153,317.05,2.372e-09,0,2.372e-09,0
2154,317.1,4.363e-09,0,4.363e-09,0
2155,317.15,7.637e-09,0,7.637e-09,0
2156,317.2,1.272e-08,0,1.272e-08,0
2157,317.25,2.0169999999999998e-08,0,2.0169999999999998e-08,0
2158,317.3,3.042e-08,0,3.042e-08,0
2159,317.35,4.3680000000000005e-08,0,4.3680000000000005e-08,0
2160,317.4,5.968e-08,0,5.968e-08,0
2161,317.45,7.76e-08,0,7.76e-08,0
2162,317.5,9.602000000000001e-08,0,9.602000000000001e-08,0
2163,317.55,1.131e-07,0,1.131e-07,0
2164,317.6,1.267e-07,0,1.267e-07,0
2165,317.65,1.3509999999999999e-07,0,1.3509999999999999e-07,0
2166,317.7,1.372e-07,0,1.372e-07,0
2167,317.75,1.325e-07,0,1.325e-07,0
2168,317.8,1.218e-07,0,1.218e-07,0
2169,317.85,1.0650000000000001e-07,0,1.0650000000000001e-07,0
2170,317.9,8.87e-08,0,8.87e-08,0
2171,317.95,7.027999999999999e-08,0,7.027999999999999e-08,0
2172,318.0,5.2989999999999993e-08,0,5.2989999999999993e-08,0
2173,318.05,3.8039999999999995e-08,0,3.8039999999999995e-08,0
2174,318.1,2.6010000000000003e-08,0,2.6010000000000003e-08,0
2175,318.15,1.7e-08,0,1.7e-08,0
2176,318.2,1.0720000000000001e-08,0,1.0720000000000001e-08,0
2177,318.25,6.768999999999999e-09,0,6.768999999999999e-09,0
2178,318.3,4.745e-09,0,4.745e-09,0
2179,318.35,4.418e-09,0,4.418e-09,0
2180,318.4,5.800999999999999e-09,0,5.800999999999999e-09,0
2181,318.45,9.19e-09,0,9.19e-09,0
2182,318.5,1.514e-08,0,1.514e-08,0
2183,318.55,2.438e-08,0,2.438e-08,0
2184,318.6,3.765e-08,0,3.765e-08,0
2185,318.65,5.546e-08,0,5.546e-08,0
2186,318.7,7.784e-08,0,7.784e-08,0
2187,318.75,1.04e-07,0,1.04e-07,0
2188,318.8,1.324e-07,0,1.324e-07,0
2189,318.85,1.6050000000000001e-07,0,1.6050000000000001e-07,0
2190,318.9,1.8539999999999998e-07,0,1.8539999999999998e-07,0
2191,318.95,2.041e-07,0,2.041e-07,0
2192,319.0,2.1440000000000001e-07,0,2.1440000000000001e-07,0
2193,319.05,2.1539999999999998e-07,0,2.1539999999999998e-07,0
2194,319.1,2.076e-07,0,2.076e-07,0
2195,319.15,1.9309999999999998e-07,0,1.9309999999999998e-07,0
2196,319.2,1.75e-07,0,1.75e-07,0
2197,319.25,1.5689999999999998e-07,0,1.5689999999999998e-07,0
2198,319.3,1.419e-07,0,1.419e-07,0
2199,319.35,1.321e-07,0,1.321e-07,0
2200,319.4,1.28e-07,0,1.28e-07,0
2201,319.45,1.291e-07,0,1.291e-07,0
2202,319.5,1.332e-07,0,1.332e-07,0
2203,319.55,1.377e-07,0,1.377e-07,0
2204,319.6,1.402e-07,0,1.402e-07,0
2205,319.65,1.387e-07,0,1.387e-07,0
2206,319.7,1.321e-07,0,1.321e-07,0
2207,319.75,1.206e-07,0,1.206e-07,0
2208,319.8,1.052e-07,0,1.052e-07,0
2209,319.85,8.76e-08,0,8.76e-08,0
2210,319.9,6.952e-08,0,6.952e-08,0
2211,319.95,5.256e-08,0,5.256e-08,0
2212,320.0,3.785e-08,0,3.785e-08,1.12e-40
2213,320.05,2.5960000000000002e-08,0,2.5960000000000002e-08,7.041e-40
2214,320.1,1.696e-08,0,1.696e-08,4.216e-39
2215,320.15,1.055e-08,0,1.055e-08,2.4059999999999996e-38
2216,320.2,6.248e-09,0,6.248e-09,1.3079999999999999e-37
2217,320.25,3.524e-09,0,3.524e-09,6.7789999999999995e-37
2218,320.3,1.893e-09,0,1.893e-09,3.347e-36
2219,320.35,9.682e-10,0,9.682e-10,1.5749999999999998e-35
2220,320.4,4.716e-10,0,4.716e-10,7.060999999999999e-35
2221,320.45,2.187e-10,0,2.187e-10,3.0169999999999998e-34
2222,320.5,9.659000000000001e-11,0,9.659000000000001e-11,1.228e-33
2223,320.55,4.062e-11,0,4.062e-11,4.7639999999999997e-33
2224,320.6,1.627e-11,0,1.627e-11,1.7609999999999997e-32
2225,320.65,6.202999999999999e-12,0,6.202999999999999e-12,6.202999999999999e-32
2226,320.7,2.2519999999999997e-12,0,2.2519999999999997e-12,2.0819999999999998e-31
2227,320.75,7.788e-13,0,7.788e-13,6.659e-31
2228,320.8,2.564e-13,0,2.564e-13,2.03e-30
2229,320.85,8.04e-14,0,8.04e-14,5.895e-30
2230,320.9,2.4e-14,0,2.4e-14,1.631e-29
2231,320.95,6.825e-15,0,6.825e-15,4.3029999999999996e-29
2232,321.0,1.848e-15,0,1.848e-15,1.0809999999999998e-28
2233,321.05,4.763e-16,0,4.763e-16,2.589e-28
2234,321.1,1.169e-16,0,1.169e-16,5.910000000000001e-28
2235,321.15,2.733e-17,0,2.733e-17,1.2849999999999999e-27
2236,321.2,6.084e-18,0,6.084e-18,2.664e-27
2237,321.25,1.29e-18,0,1.29e-18,5.2619999999999995e-27
2238,321.3,2.603e-19,0,2.603e-19,9.906999999999998e-27
2239,321.35,5.0020000000000003e-20,0,5.0020000000000003e-20,1.778e-26
2240,321.4,9.156e-21,0,9.155000000000001e-21,3.043e-26
2241,321.45,1.596e-21,0,1.596e-21,4.965e-26
2242,321.5,2.649e-22,0,2.648e-22,7.731e-26
2243,321.55,4.196e-23,0,4.185e-23,1.149e-25
2244,321.6,1.6320000000000002e-25,0,0,1.6320000000000002e-25
2245,321.65,2.217e-25,0,0,2.217e-25
2246,321.7,2.888e-25,0,0,2.888e-25
2247,321.75,3.6140000000000003e-25,0,0,3.6140000000000003e-25
2248,321.8,4.362e-25,0,0,4.362e-25
2249,321.85,5.1e-25,0,0,5.1e-25
2250,321.9,5.809999999999999e-25,0,0,5.809999999999999e-25
2251,321.95,6.488000000000001e-25,0,0,6.488000000000001e-25
2252,322.0,7.146e-25,0,0,7.146e-25
2253,322.05,7.8e-25,0,0,7.8e-25
2254,322.1,8.456e-25,0,0,8.456e-25
2255,322.15,9.096e-25,0,0,9.096e-25
2256,322.2,9.681e-25,0,0,9.681e-25
2257,322.25,1.0149999999999999e-24,0,0,1.0149999999999999e-24
2258,322.3,1.045e-24,0,0,1.045e-24
2259,322.35,1.054e-24,0,0,1.054e-24
2260,322.4,1.045e-24,0,0,1.045e-24
2261,322.45,1.0249999999999999e-24,0,0,1.0249999999999999e-24
2262,322.5,1.004e-24,0,0,1.004e-24
2263,322.55,9.979e-25,0,0,9.979e-25
2264,322.6,1.0159999999999999e-24,0,0,1.0159999999999999e-24
2265,322.65,1.0640000000000001e-24,0,0,1.0640000000000001e-24
2266,322.7,1.1389999999999999e-24,0,0,1.1389999999999999e-24
2267,322.75,1.23e-24,0,0,1.23e-24
2268,322.8,1.3180000000000001e-24,0,0,1.3180000000000001e-24
2269,322.85,1.3840000000000001e-24,0,0,1.3840000000000001e-24
2270,322.9,1.409e-24,0,0,1.409e-24
2271,322.95,1.381e-24,0,0,1.381e-24
2272,323.0,1.299e-24,0,0,1.299e-24
2273,323.05,1.168e-24,0,0,1.168e-24
2274,323.1,1.004e-24,0,0,1.004e-24
2275,323.15,8.233e-25,0,0,8.233e-25
2276,323.2,6.441e-25,0,0,6.441e-25
2277,323.25,4.805e-25,0,0,4.805e-25
2278,323.3,3.417e-25,0,0,3.417e-25
2279,323.35,2.317e-25,0,0,2.317e-25
2280,323.4,1.497e-25,0,0,1.497e-25
2281,323.45,9.226000000000001e-26,0,0,9.226000000000001e-26
2282,323.5,5.418e-26,0,0,5.418e-26
2283,323.55,3.033e-26,0,0,3.033e-26
2284,323.6,1.618e-26,0,0,1.618e-26
2285,323.65,8.231e-27,0,0,8.231e-27
2286,323.7,3.99e-27,0,0,3.99e-27
2287,323.75,1.844e-27,0,0,1.844e-27
2288,323.8,8.121e-28,0,0,8.121e-28
2289,323.85,3.41e-28,0,0,3.41e-28
2290,323.9,1.3650000000000002e-28,0,0,1.3650000000000002e-28
2291,323.95,5.204999999999999e-29,0,0,5.204999999999999e-29
2292,324.0,1.892e-29,0,0,1.892e-29
2293,324.05,6.559e-30,0,0,6.559e-30
2294,324.1,2.1669999999999996e-30,0,0,2.1669999999999996e-30
2295,324.15,6.821999999999999e-31,0,0,6.821999999999999e-31
2296,324.21,1.5999999999999999e-31,0,0,1.5999999999999999e-31
2297,324.26,4.535e-32,0,0,4.535e-32
2298,324.31,1.2250000000000001e-32,0,0,1.2250000000000001e-32
2299,324.36,3.153e-33,0,0,3.153e-33
2300,324.41,7.737000000000001e-34,0,0,7.737000000000001e-34
2301,324.46,1.81e-34,0,0,1.81e-34
2302,324.51,4.0350000000000003e-35,0,0,4.0350000000000003e-35
2303,324.56,8.574e-36,0,0,8.574e-36
2304,324.61,1.737e-36,0,0,1.737e-36
2305,324.66,3.354e-37,0,0,3.354e-37
2306,324.71,6.172e-38,0,0,6.172e-38
2307,324.76,1.083e-38,0,0,1.083e-38
2308,324.81,1.81e-39,0,0,1.81e-39
2309,324.86,2.8849999999999996e-40,0,0,2.8849999999999996e-40
2310,328.41,1.1829999999999999e-36,0,0,1.1829999999999999e-36
2311,328.46,7.156e-36,0,0,7.156e-36
2312,328.51,4.1349999999999995e-35,0,0,4.1349999999999995e-35
2313,328.56,2.283e-34,0,0,2.283e-34
2314,328.61,1.204e-33,0,0,1.204e-33
2315,328.66,6.065e-33,0,0,6.065e-33
2316,328.71,2.918e-32,0,0,2.918e-32
2317,328.76,1.341e-31,0,0,1.341e-31
2318,328.81,5.889999999999999e-31,0,0,5.889999999999999e-31
2319,328.86,2.4699999999999997e-30,0,0,2.4699999999999997e-30
2320,328.91,9.898e-30,0,0,9.898e-30
2321,328.96,3.788e-29,0,0,3.788e-29
2322,329.01,1.385e-28,0,0,1.385e-28
2323,329.06,4.838999999999999e-28,0,0,4.838999999999999e-28
2324,329.11,1.615e-27,0,0,1.615e-27
2325,329.16,3.867e-22,0,3.867e-22,5.147e-27
2326,329.21,2.3e-21,0,2.3e-21,1.5679999999999998e-26
2327,329.26,1.3070000000000001e-20,0,1.3070000000000001e-20,4.562e-26
2328,329.31,7.093e-20,0,7.093e-20,1.269e-25
2329,329.36,3.679e-19,0,3.679e-19,3.37e-25
2330,329.41,1.823e-18,0,1.823e-18,8.557e-25
2331,329.46,8.631e-18,0,8.631e-18,2.0760000000000004e-24
2332,329.51,3.904e-17,0,3.904e-17,4.8159999999999996e-24
2333,329.56,1.6869999999999999e-16,0,1.6869999999999999e-16,1.068e-23
2334,329.61,6.967000000000001e-16,0,6.967000000000001e-16,2.265e-23
2335,329.66,2.749e-15,0,2.749e-15,4.593e-23
2336,329.71,1.036e-14,0,1.036e-14,8.914e-23
2337,329.76,3.731e-14,0,3.731e-14,1.656e-22
2338,329.81,1.284e-13,0,1.284e-13,2.9460000000000003e-22
2339,329.86,4.22e-13,0,4.22e-13,5.023e-22
2340,329.91,1.326e-12,0,1.326e-12,8.212000000000001e-22
2341,329.96,3.978e-12,0,3.978e-12,1.289e-21
2342,330.01,1.1399999999999999e-11,0,1.1399999999999999e-11,1.943e-21
2343,330.06,3.124e-11,0,3.124e-11,2.818e-21
2344,330.11,8.176000000000001e-11,0,8.176000000000001e-11,3.936e-21
2345,330.16,2.045e-10,0,2.045e-10,5.302e-21
2346,330.21,4.885e-10,0,4.885e-10,6.895e-21
2347,330.26,1.115e-09,0,1.115e-09,8.670000000000001e-21
2348,330.31,2.432e-09,0,2.432e-09,1.055e-20
2349,330.36,5.067000000000001e-09,0,5.067000000000001e-09,1.2439999999999999e-20
2350,330.41,1.0090000000000001e-08,0,1.0090000000000001e-08,1.42e-20
2351,330.46,1.9190000000000002e-08,0,1.9190000000000002e-08,1.5719999999999996e-20
2352,330.51,3.487e-08,0,3.487e-08,1.685e-20
2353,330.56,6.055e-08,0,6.055e-08,1.7480000000000002e-20
2354,330.61,1.005e-07,0,1.005e-07,1.754e-20
2355,330.66,1.593e-07,0,1.593e-07,1.7e-20
2356,330.71,2.4129999999999997e-07,0,2.4129999999999997e-07,1.589e-20
2357,330.76,3.496e-07,0,3.496e-07,1.431e-20
2358,330.81,4.842000000000001e-07,0,4.842000000000001e-07,1.239e-20
2359,330.86,6.420000000000001e-07,0,6.420000000000001e-07,1.032e-20
2360,330.91,8.159e-07,0,8.159e-07,8.247e-21
2361,330.96,9.965000000000001e-07,0,9.965000000000001e-07,6.323e-21
2362,331.01,1.175e-06,0,1.175e-06,4.646e-21
2363,331.06,1.348e-06,0,1.348e-06,3.27e-21
2364,331.11,1.5240000000000001e-06,0,1.5240000000000001e-06,2.2030000000000002e-21
2365,331.16,1.728e-06,0,1.728e-06,1.421e-21
2366,331.21,2.005e-06,0,2.005e-06,8.766e-22
2367,331.26,2.424e-06,0,2.424e-06,5.172999999999999e-22
2368,331.31,3.0660000000000004e-06,0,3.0660000000000004e-06,2.919e-22
2369,331.36,4.018e-06,0,4.018e-06,1.576e-22
2370,331.41,5.35e-06,0,5.35e-06,8.148e-23
2371,331.46,7.092000000000001e-06,0,7.092000000000001e-06,4.043e-23
2372,331.51,9.216e-06,0,9.216e-06,1.9359999999999998e-23
2373,331.56,1.162e-05,0,1.162e-05,9.076e-24
2374,331.61,1.412e-05,0,1.412e-05,4.3039999999999996e-24
2375,331.66,1.649e-05,0,1.649e-05,2.225e-24
2376,331.71,1.847e-05,0,1.847e-05,1.474e-24
2377,331.76,1.985e-05,0,1.985e-05,1.5940000000000003e-24
2378,331.81,2.049e-05,0,2.049e-05,2.92e-24
2379,331.86,2.038e-05,0,2.038e-05,7.03e-24
2380,331.91,1.964e-05,0,1.964e-05,1.8149999999999997e-23
2381,331.96,1.853e-05,0,1.853e-05,4.646e-23
2382,332.01,1.737e-05,0,1.737e-05,1.15e-22
2383,332.06,1.652e-05,0,1.652e-05,2.73e-22
2384,332.11,1.633e-05,0,1.633e-05,6.207e-22
2385,332.16,1.706e-05,0,1.706e-05,1.3499999999999999e-21
2386,332.21,1.895e-05,0,1.895e-05,2.809e-21
2387,332.26,2.216e-05,0,2.216e-05,5.5899999999999995e-21
2388,332.31,2.688e-05,0,2.688e-05,1.0640000000000001e-20
2389,332.36,3.334e-05,0,3.334e-05,1.9359999999999998e-20
2390,332.41,4.187e-05,0,4.187e-05,3.37e-20
2391,332.46,5.286e-05,0,5.286e-05,5.609e-20
2392,332.51,6.669e-05,0,6.669e-05,8.927e-20
2393,332.56,8.359e-05,0,8.359e-05,1.3589999999999999e-19
2394,332.61,0.0001035,0,0.0001035,1.9780000000000002e-19
2395,332.66,0.0001258,0,0.0001258,2.7530000000000004e-19
2396,332.71,0.0001495,0,0.0001495,3.6640000000000003e-19
2397,332.76,0.00017280000000000003,0,0.00017280000000000003,4.663000000000001e-19
2398,332.81,0.000194,0,0.000194,5.675000000000001e-19
2399,332.86,0.0002109,0,0.0002109,6.604000000000001e-19
2400,332.91,0.00022189999999999997,0,0.00022189999999999997,7.348e-19
2401,332.96,0.00022549999999999998,0,0.00022549999999999998,7.8180000000000005e-19
2402,333.01,0.00022159999999999997,0,0.00022159999999999997,7.953e-19
2403,333.06,0.0002102,0,0.0002102,7.736e-19
2404,333.11,0.0001927,0,0.0001927,7.195e-19
2405,333.16,0.0001706,0,0.0001706,6.398e-19
2406,333.21,0.00014580000000000002,0,0.00014580000000000002,5.44e-19
2407,333.26,0.00012030000000000001,0,0.00012030000000000001,4.424e-19
2408,333.31,9.574e-05,0,9.574e-05,3.44e-19
2409,333.36,7.351e-05,0,7.351e-05,2.561e-19
2410,333.41,5.441e-05,0,5.441e-05,1.8280000000000003e-19
2411,333.46,3.88e-05,0,3.88e-05,1.259e-19
2412,333.51,2.664e-05,0,2.664e-05,8.51e-20
2413,333.56,1.759e-05,0,1.759e-05,5.893e-20
2414,333.61,1.118e-05,0,1.118e-05,4.5650000000000005e-20
2415,333.66,6.821e-06,0,6.821e-06,4.378e-20
2416,333.71,3.999e-06,0,3.999e-06,5.239e-20
2417,333.76,2.25e-06,0,2.25e-06,7.105000000000001e-20
2418,333.81,1.215e-06,0,1.215e-06,9.95e-20
2419,333.86,6.289e-07,0,6.289e-07,1.372e-19
2420,333.91,3.121e-07,0,3.121e-07,1.8280000000000003e-19
2421,333.96,1.484e-07,0,1.484e-07,2.3379999999999996e-19
2422,334.01,6.762e-08,0,6.762e-08,2.863e-19
2423,334.06,2.951e-08,0,2.951e-08,3.353e-19
2424,334.11,1.2329999999999999e-08,0,1.2329999999999999e-08,3.757e-19
2425,334.16,4.93e-09,0,4.93e-09,4.025e-19
2426,334.21,1.887e-09,0,1.887e-09,4.125e-19
2427,334.26,6.913e-10,0,6.913e-10,4.0420000000000003e-19
2428,334.31,2.4230000000000003e-10,0,2.4230000000000003e-10,3.789e-19
2429,334.36,8.127e-11,0,8.127e-11,3.396e-19
2430,334.41,2.607e-11,0,2.607e-11,2.911e-19
2431,334.46,8.002000000000001e-12,0,8.002000000000001e-12,2.388e-19
2432,334.51,2.349e-12,0,2.349e-12,1.8739999999999999e-19
2433,334.56,6.594e-13,0,6.594e-13,1.4089999999999998e-19
2434,334.61,1.771e-13,0,1.771e-13,1.0189999999999999e-19
2435,334.66,4.546e-14,0,4.546e-14,7.162e-20
2436,334.71,1.116e-14,0,1.116e-14,5.0239999999999996e-20
2437,334.76,2.621e-15,0,2.621e-15,3.7489999999999994e-20
2438,334.81,5.885e-16,0,5.885e-16,3.2930000000000006e-20
2439,334.86,1.264e-16,0,1.263e-16,3.6389999999999994e-20
2440,334.91,2.598e-17,0,2.5929999999999997e-17,4.8010000000000004e-20
2441,334.96,5.157e-18,0,5.089e-18,6.821000000000001e-20
2442,335.01,1.051e-18,0,9.531e-19,9.741e-20
2443,335.06,3.045e-19,0,1.6899999999999998e-19,1.3550000000000002e-19
2444,335.11,2.107e-19,0,2.902e-20,1.8170000000000004e-19
2445,335.16,2.336e-19,0,0,2.336e-19
2446,335.21,2.8779999999999997e-19,0,0,2.8779999999999997e-19
2447,335.26,3.3969999999999996e-19,0,0,3.3969999999999996e-19
2448,335.31,3.84e-19,0,0,3.84e-19
2449,335.36,4.161e-19,0,0,4.161e-19
2450,335.41,4.3249999999999996e-19,0,0,4.3249999999999996e-19
2451,335.46,4.3159999999999993e-19,0,0,4.3159999999999993e-19
2452,335.51,4.142e-19,0,0,4.142e-19
2453,335.56,3.833e-19,0,0,3.833e-19
2454,335.61,3.4320000000000003e-19,0,0,3.4320000000000003e-19
2455,335.66,2.992e-19,0,0,2.992e-19
2456,335.71,2.559e-19,0,0,2.559e-19
2457,335.76,2.17e-19,0,0,2.17e-19
2458,335.81,1.85e-19,0,0,1.85e-19
2459,335.86,1.605e-19,0,0,1.605e-19
2460,335.91,1.435e-19,0,0,1.435e-19
2461,335.96,1.3310000000000001e-19,0,0,1.3310000000000001e-19
2462,336.01,1.284e-19,0,0,1.284e-19
2463,336.06,1.291e-19,0,0,1.291e-19
2464,336.11,1.3550000000000002e-19,0,0,1.3550000000000002e-19
2465,336.16,1.4869999999999998e-19,0,0,1.4869999999999998e-19
2466,336.21,1.704e-19,0,0,1.704e-19
2467,336.26,2.022e-19,0,0,2.022e-19
2468,336.31,2.4530000000000005e-19,0,0,2.4530000000000005e-19
2469,336.36,2.994e-19,0,0,2.994e-19
2470,336.41,3.628e-19,0,0,3.628e-19
2471,336.46,4.3170000000000003e-19,0,0,4.3170000000000003e-19
2472,336.51,5.007000000000001e-19,0,0,5.007000000000001e-19
2473,336.56,5.628e-19,0,0,5.628e-19
2474,336.61,6.114e-19,0,0,6.114e-19
2475,336.66,6.406e-19,0,0,6.406e-19
2476,336.71,6.465e-19,0,0,6.465e-19
2477,336.76,6.285e-19,0,0,6.285e-19
2478,336.81,5.89e-19,0,0,5.89e-19
2479,336.86,5.33e-19,0,0,5.33e-19
2480,336.91,4.679e-19,0,0,4.679e-19
2481,336.96,4.011e-19,0,0,4.011e-19
2482,337.01,3.3979999999999997e-19,0,0,3.3979999999999997e-19
2483,337.06,2.893e-19,0,0,2.893e-19
2484,337.11,2.5239999999999995e-19,0,0,2.5239999999999995e-19
2485,337.16,2.2949999999999996e-19,0,0,2.2949999999999996e-19
2486,337.21,2.1850000000000003e-19,0,0,2.1850000000000003e-19
2487,337.26,2.1579999999999997e-19,0,0,2.1579999999999997e-19
2488,337.31,2.1710000000000003e-19,0,0,2.1710000000000003e-19
2489,337.36,2.179e-19,0,0,2.179e-19
2490,337.41,2.1489999999999998e-19,0,0,2.1489999999999998e-19
2491,337.46,2.0600000000000003e-19,0,0,2.0600000000000003e-19
2492,337.51,1.907e-19,0,0,1.907e-19
2493,337.56,1.698e-19,0,0,1.698e-19
2494,337.61,1.451e-19,0,0,1.451e-19
2495,337.66,1.189e-19,0,0,1.189e-19
2496,337.71,9.324999999999999e-20,0,0,9.324999999999999e-20
2497,337.76,7.004999999999999e-20,0,0,7.004999999999999e-20
2498,337.81,5.037e-20,0,0,5.037e-20
2499,337.86,3.4670000000000005e-20,0,0,3.4670000000000005e-20
2500,337.91,2.284e-20,0,0,2.284e-20
2501,337.96,1.44e-20,0,0,1.44e-20
2502,338.01,8.691e-21,0,0,8.691e-21
2503,338.06,5.019e-21,0,0,5.019e-21
2504,338.11,2.774e-21,0,0,2.774e-21
2505,338.16,1.467e-21,0,0,1.467e-21
2506,338.21,7.428999999999999e-22,0,0,7.428999999999999e-22
2507,338.26,3.5989999999999997e-22,0,0,3.5989999999999997e-22
2508,338.31,1.669e-22,0,0,1.669e-22
2509,338.36,7.405e-23,0,0,7.405e-23
2510,338.41,3.1450000000000004e-23,0,0,3.1450000000000004e-23
2511,338.46,1.278e-23,0,0,1.278e-23
2512,338.51,4.971e-24,0,0,4.971e-24
2513,338.56,1.85e-24,0,0,1.85e-24
2514,338.61,6.592000000000001e-25,0,0,6.592000000000001e-25
2515,338.66,2.248e-25,0,0,2.248e-25
2516,338.71,7.334000000000001e-26,0,0,7.334000000000001e-26
2517,338.76,8.438e-21,0,8.438e-21,2.29e-26
2518,338.81,4.823e-20,0,4.823e-20,6.844e-27
2519,338.86,2.641e-19,0,2.641e-19,1.9579999999999996e-27
2520,338.91,1.385e-18,0,1.385e-18,5.358e-28
2521,338.96,6.96e-18,0,6.96e-18,1.4040000000000002e-28
2522,339.01,3.35e-17,0,3.35e-17,3.519e-29
2523,339.06,1.544e-16,0,1.544e-16,8.442999999999999e-30
2524,339.11,6.817e-16,0,6.817e-16,1.939e-30
2525,339.16,2.8829999999999997e-15,0,2.8829999999999997e-15,4.261e-31
2526,339.21,1.168e-14,0,1.168e-14,8.961e-32
2527,339.26,4.533e-14,0,4.533e-14,1.804e-32
