Wavelength;Al;Bb;Ca;Cc;Cll;Ff;Kk;li;Na;Nn;Oo;Ti;;
255.33;4,57E-08;0.0008542999999999999;4,84E-10;0.001284;6,96E-09;1,2E-27;0.04448;9,95E-25;0.4714;3890000;0,00157;773.7;;
255.38;0,000000409;0.002345;1,76E-10;0.0002541;7940;3,16E-15;0.0251;2,6E-24;0.7517;0,00000129;18900000000;505.3;;
255.43;33900000;0.005997;58,5;0,0464;117000;7,94E-29;0.0134;6,36E-11;1176;0,00000392;2.16e-06;307.3;;
255.48;260000000;0.01429;1,8E-11;7800000000;3,22E-08;1,91E-29;0.006761;1,46E-23;1722;110000000;0,00229;175.7;;
255.53;0,000186;0.03173;5,07E-12;1.21e-06;1400000;4,35E-17;0.0032270000000000003;3,13E-10;2332;0,0000284;0,00223;97.72;;
255.58;0,00123;0.06566;1,31E-12;1.73e-07;0,000000664;9,47E-19;0.001457;6,29E-11;2911;0,0000676;0,00201;58.13;;
255.63;0,00751;0.1266;3,13;228000000;30100000;1,97E-31;0.0006219;1,19E-22;3,348E+16;0,000148;0,00167;43.9;;
255.68;0,0426;0.2274;0,0688;0,00000277;0,0000126;3,88E-32;0.00025110000000000003;2,09E-22;3,547E+16;0,000299;0,00128;45.46;;
255.73;0.00022430000000000003;0.3807;1,39E-14;3100000;0,000049;7,31E-33;0,0959;3.46e-25;16862;555000000;0,000902;56.29;;
255.78;0.001094;0.5939;2,57E-15;0,000000032;0,000176;1,31E-20;0,0346;5.36e-25;3109;0,000948;0,000585;71.92;;
255.83;0.004946;0.8632;4,39E-16;3,05E-09;581000000;2,24E-21;0,0118;7,78E-22;2573;14900000000;3500000000;89.19;;
255.88;0.020730000000000002;1169;6,89E-17;0,121;0,00178;3,65E-22;0,00382;1,06E-21;1,961E+16;0,00217;0,000193;105.9;;
255.93;0.08052999999999999;1476;9,94E-18;1,32;0,00501;5,66E-36;0,00117;1,35E-08;1376;2.89e-06;0,0000975;120.8;;
255.98;0.29;1736;0,0000132;1,34E-12;0,013;0,0000155;0,000337;1,61E-21;0.8896;0,00355;455000000;134.0;;
256.03;0.9683;1902;1.61e-22;1,25E-11;0,0314;3,57E-17;91900000;1,79E-21;0.5298;4.02e-06;1.95e-08;146.2;;
256.08;2997;1943;0,000000181;1,07E-10;0,0698;1,92E-16;0,0000238;1,88E-21;0.2914;4.19e-06;0,0000077;158.3;;
256.13;8,597E+15;1849;2.77e-24;8.51e-13;0.00014350000000000002;9,89E-16;5800000;1,84E-21;0.1498;4.02e-06;27900000;171.2;;
256.18;22.86;23377;8.8e-24;6,25E-09;0.00027330000000000003;4,93E-15;13400000;1,69E-08;0.07737000000000001;0,00355;0,000000934;184.7;;
256.23;56.36;1355;7,56E-20;4,24E-08;0.0004828;2,34E-14;0,000000293;1,46E-08;0.05347999999999999;2.89e-06;2870000;198.6;;
256.28;128.8;1044;6,11E-19;0,000000265;0.0007927;1,07E-13;6,05E-08;1,17E-21;0.07062;0,00217;81100;212.9;;
256.33;272.8;0.749;4,55E-18;0,00000153;0.001213;4,69E-13;118000;8,86E-22;0.1367;14900000000;211000;228.3;;
256.38;535.8;0.501;3.12e-20;0,0000082;0.001738;19,7;21800;6,26E-10;0.2754;0,000948;5,05E-09;247.2;;
256.43;975.2;0.3122;0,00197;0,0000405;0.0023420000000000003;7,97E-12;3,82E-10;4,16E-22;0.5225;555000000;1,11E-09;273.2;;
256.48;1646.0;0.1814;1,15E-15;0,000184;0.002986;3,09E-11;6,31E-11;2.58e-25;0.9168;0,000299;2.25e-13;310.8;;
256.53;2574.0;0.09817000000000001;6,16E-15;0,000776;0.003625;1,15E-10;9,86E-12;1,4E-09;1483;0,000148;4,19E-11;365.5;;
256.58;3732.0;0.04952;3,04E-14;3.02e-06;0.004214;4.13e-13;1,46E-12;8,17E-23;2213;0,0000676;7,18;442.1;;
256.63;5016.0;0.023280000000000002;1,39E-13;0,0109;0.0047090000000000005;14200;2,04;4,17E-23;3,041E+16;0,0000284;1,14E-12;542.5;;
256.68;6250.0;0.0102;5,82;0,036;0.005071;4690;9,4E-19;1,99E-23;3853;110000000;1,93;663.3;;
256.73;7220.0;0.004163;2.25e-15;0.0001103;0.005265;1,49E-08;0,0000375;8.93e-27;4499;0,00000392;2,53E-13;793.7;;
256.78;7735.0;0.001585;8,02E-12;0.00031239999999999995;0.005282;4,54E-08;1,42E-17;3,75E-24;4842;0,00000129;1,72E-12;916.1;;
256.83;7691.0;0.000566;263;0.0008175000000000001;0.005149;0,000000133;5,07E-17;1,47E-24;4803;3890000;1,17E-11;1011.0;;
256.88;7114.0;0.0001981;7,98E-11;0.001977;0.004947999999999999;3740000;0,00172;5,42E-13;4391;1080000;73,8;1063.0;;
256.93;6162.0;8.99e-05;2,23E-10;0.004418;0.004789;0,00000101;5,5E-16;1,87E-12;3699;2.77e-11;4,28E-10;1072.0;;
256.98;5093.0;0,0963;5,73E-10;0.009132;0.0047810000000000005;26300000;1.67e-18;6,05E-26;2873;65300;2,29E-09;1050.0;;
257.03;4209.0;0.0001859;13600;0.01747;0.004972;0,00000656;4,8E-15;1.83e-29;2056;14200;1,13E-08;1026.0;;
257.08;3808.0;0.0003857;29900;0.03096;0.00532;158000000;1,31E-14;5,2E-27;1,356E+16;2,84E-10;51100;1031.0;;
257.13;4152.0;0.0007599;60600;0.05092;0.005696;0,0000364;0,336;1,38E-27;0.8244;52,3;2140000;1090.0;;
257.18;5431.0;0.001399;114000;0.07794;0.005929;0,0000807;8,2E-14;3,45E-28;0.4619;8,86;0,000000823;1207.0;;
257.23;7720.0;0.0024010000000000004;1,97E-08;0.1115;0.00587;0,000172;1,89E-13;8,29E-17;0.2385;1,38E-12;0,00000292;1366.0;;
257.28;10920.0;0.0038420000000000004;3,19E-08;0.1497;0.005453;0,000354;0,624;2,8E-29;0.1135;1,99;9540000;1531.0;;
257.33;14720.0;0.005731;47900;0.1904;0.004718;0,000699;2,35E-12;4,68E-16;0.0498;0,263;0,0000288;1656.0;;
257.38;18580.0;0.00797;67300;0.2313;0.003785;0,00133;1,18E-11;1,7E-28;0.02014;3,23E-15;0,0000798;1702.0;;
257.43;21820.0;0.010329999999999999;88800;0.271;0.002811;0,00243;6,74E-11;6,25E-28;0.007515999999999999;5,87E-16;0,000204;1651.0;;
257.48;23800.0;0.012490000000000001;1100000;0.3085;0.001929;0,00428;3,94E-10;2,16E-14;0.0026320000000000002;1,92E-15;4.81e-07;1508.0;;
257.53;24080.0;0.0141;1300000;0.3427;0.0012230000000000001;0,00727;22300;6,99E-27;0.001023;1,44E-14;0,00104;1305.0;;
257.58;22600.0;0.01486;0,000000145;0.3704;0.0007162000000000001;0,0119;1,21E-08;2,12E-26;0.0009517000000000001;1,01E-13;20900000000;1091.0;;
257.63;19680.0;0.014719999999999999;0,000000155;0.3871;0.00038730000000000004;0,0188;6,19E-08;6,04E-14;0.0023239999999999997;6,59E-13;3.85e-06;918.5;;
257.68;15890.0;0.013869999999999999;1560000;0.3875;0.0001934;0,0285;3010000;1,61E-12;0.006618000000000001;3,96E-12;0,00654;831.7;;
257.73;11910.0;0.0129;1500000;0.368;0,0892;4.19e-05;13900000;4,04E-12;0.0178;2,2E-11;0,0102;858.6;;
257.78;8274.0;0.01277;0,000000136;0.329;0,038;0,0594;0,00000606;9,5E-25;0.044239999999999995;1,13E-10;0,0148;1003.0;;
257.83;5333.0;0.01496;0,000000117;0.2752;0,0149;0,0814;0,000025;2,09E-24;0.1015;5,33E-10;0,0196;1245.0;;
257.88;3188.0;0.02147;93500;0.2145;0,00541;0.0001079;0,000098;4,33E-24;0.2147;23300;0,024;1537.0;;
257.93;1768.0;0.034839999999999996;0,00000007;0.1553;0,00181;0.00013859999999999998;0,000364;8,38E-24;0.4191;9,41E-09;0,027;1819.0;;
257.98;909.6;0.05791;488000;0.1043;0,000561;0.0001724;0,00128;1,52E-23;0.7549;351000;0,0281;2027.0;;
258.03;434.1;0.09312000000000001;3,16E-08;0.06482;0,00016;0.0002082;4.25e-06;2,6E-23;1254;0,000000121;0,0269;2109.0;;
258.08;192.1;0.1415;1,89E-08;0.03728;0,0000422;0.00024419999999999997;0,0134;4,15E-10;1923;3880000;0,0237;2044.0;;
258.13;78.9;0.2015;1,05E-08;0.01983;0,0000103;0.0002788;0,04;6,22E-23;2719;0,00000115;0,0193;1843.0;;
258.18;43250;0.268;5370;0.009753;0,00000231;0.0003099;0.000113;8,73E-11;3548;31500000;0,0144;1545.0;;
258.23;22920;0.3325;25400;0.0044329999999999994;481000;0.00033580000000000003;0.0003027;1.15e-25;46478;0,000008;0,00995;1204.0;;
258.28;17593;0.3849;1,11E-09;0.0018629999999999999;93500;0.0003551;0.0007679;1,42E-22;4742;1.89e-08;0,00633;873.4;;
258.33;1058;0.4156;4,46E-10;0.0007231;175000;0.00036639999999999996;0.0018449999999999999;1,64E-09;4,858E+16;0,0000415;37000000000;591.1;;
258.38;0.2985;0.4185;1,66E-10;0.00025939999999999996;3,6E-09;0.0003691;0.0041979999999999995;1,79E-22;4591;84900000;20000000000;376.6;;
258.43;0.07811;0.393;567;8.6e-05;13100;0.00036289999999999993;0.009049;1,83E-09;4003;0,000162;993000000;232.7;;
258.48;0.01896;0.3442;179;0,0263;12400;0.0003478;0.01847;1,75E-22;44621;0,00029;0,000455;151.7;;
258.53;0.00427;0.2812;5,2E-12;0,00746;18700;0.0003247;0.03573;1,57E-22;14277;485000000;0,000192;121.6;;
258.58;0.000892;0.2142;1,39E-12;0,00195;3,01E-09;0.00029489999999999996;0.06544;1,32E-09;1636;7.65e-07;0,0000747;130.8;;
258.63;0.0001729;0.1522;3,44E-13;4.71e-07;4,65E-09;0.0002602;0.1135;1,04E-22;1034;0,00114;267000000;168.9;;
258.68;0,0311;0.1008;7,82E-14;0,000105;6,71E-09;0.0002227;0.1865;7,68E-11;0.6024;15900000000;0,00000883;226.0;;
258.73;0,00519;0.062310000000000004;1,66E-14;0,0000217;8970;0.0001846;0.2903;5,33E-23;0.3238;0,0021;0,00000269;291.5;;
258.78;0,000802;0.035910000000000004;4,28E-15;0,00000413;111000;0.000148;0.428;3,46E-10;0.1606;26300000000;753000;353.3;;
258.83;0,000115;0.0193;6,52E-15;0,000000728;1,27E-08;0.0001147;0.5977;2,11E-23;0.0735;0,00311;1940000;399.3;;
258.88;0,0000153;0.009674;2,96E-14;0,000000118;1.34e-11;0,0858;0.7905;1,21E-10;0.031030000000000002;34600000000;4,62E-08;420.1;;
258.93;0,0000019;0.004522;1,35;1,78E-08;1,31E-08;0,0619;0.9903;6,48E-24;0.01208;0,00366;1,01E-08;410.9;;
258.98;0,000000217;0.001972;0,569;24700;118000;0,043;1175;3,26E-11;0.004342;36600000000;2,05E-09;373.8;;
259.03;231000;0.0008016;2,21E-12;3,17E-10;9860;0,0288;1321;1,54E-11;0.001439;35000000000;3,81E-10;316.1;;
259.08;22800;0.000304;7,95;3,76E-11;7,6E-09;0,0186;1406;6,81E-25;0.00044009999999999996;0,00322;6,53E-11;248.6;;
261.58;2,54E-10;0.0001075;2,64E-11;4.17e-15;5420;0,0115;1,418E+16;2,82E-12;0.0001242;0,00291;103;181.7;;
261.63;23700;0,0355;8,07E-11;0,802;3,57E-09;6860000000;1354;1,1E-12;0,0323;0,00262;1.5e-15;123.5;;
261.68;205000;0,0109;2,28E-10;2,51E-12;21700;3.93e-06;1225;4,01E-13;7760000000;0,0024;2,01E-13;78.09;;
261.73;0,000000165;31300000000;5,96E-10;1,46E-11;1,22E-09;0,00217;1,049E+16;1,37E-13;0,00172;0,00226;2,48E-14;45.95;;
261.78;0,00000124;837000000;14400;8.02e-14;6,36E-10;0,00115;0.8516;4.3e-30;0,000364;0,00219;2,83E-15;43181;;
261.83;8.64e-09;0,000209;3,23E-09;4,07E-10;3,08E-10;583000000;0.6546;1,32E-14;0,000138;0,00219;0,00296;43323;;
261.88;0,0000561;486000000;6,77E-09;19200;1,43E-10;0,000285;0.4766;3,74E-15;3.95e-07;0,00225;2,87E-17;7131;;
261.93;0,000338;0,0000106;134000;8360;7,53E-11;0,000134;0.3287;9,89E-17;0,00189;2.33e-06;2,55E-18;6995;;
261.98;1.9e-06;21300000;252000;3,38E-08;7,39E-11;0,0000603;0.2147;2,45E-16;8630000000;2.4e-06;4,22E-10;19299;;
262.03;9.93e-06;4030000;467000;1270000;1,39E-10;261000000;0.1328;5,71E-17;0,0364;0,00242;2,08E-08;22.43;;
262.08;0,0483;70900;8,72E-08;0,00000044;3,09E-10;0,0000109;0.07785;1,25E-30;0.0001415;23400000000;9,5E-21;43.02;;
262.13;0.00021830000000000002;1,17E-08;0,000000167;14200000;6,61E-10;0,00000433;0.043210000000000005;2,55E-18;0.000509;0,00214;4E-20;77.97;;
262.18;0.0009183999999999999;17800;0,00000033;0,00000425;13200;0,00000166;0.022719999999999997;4,9E-20;0.001691;0,00185;1,55E-19;132.6;;
262.23;0.003595;2,55E-10;656000;0,0000119;24600;0,000000612;0.01132;8.82e-36;0.0051920000000000004;14800000000;0,000000556;212.0;;
262.28;0.013090000000000001;339;0,00000128;0,0000307;4,25E-09;2160000;0.005353;1,49E-33;0.014719999999999999;0,00111;1,84E-18;319.4;;
262.33;0.04435;4,22E-12;0,00000238;0,0000741;6,82E-09;7,34E-08;0.002412;2,36E-34;0.03858;0,000767;5,61E-18;456.0;;
262.38;0.1398;5,41E-13;0,00000418;0,000167;1,02E-08;0,000000024;0.0010539999999999998;3,5E-22;0.09337000000000001;0,000492;1,58E-17;621.6;;
262.44;0.5039;5,03E-13;68400000;0,00035;141000;7540;0.0004723;4,87E-36;0.2088;0,000291;4,1E-17;817.3;;
262.49;1355;35,4;1.04e-08;686000000;182000;24200;0.000251;6,37E-37;0.4314;0,000159;0,0000984;1048.0;;
262.54;14305;2,6E-11;146000000;12600000000;218000;1,2E-09;0.00018769999999999998;7,8E-26;0.8235;80500000;2,18E-16;1324.0;;
262.59;7,889E+15;1,79E-10;0,000019;2.17e-06;2,46E-08;1,84E-09;0.00018940000000000002;2,06E-71;1452;0,0000376;4.45e-19;1659.0;;
262.64;43329;1,15E-09;0,0000229;35100000000;0,000000027;4910;0.00021430000000000003;4,87E-71;2366;0,0000162;0,000839;2064.0;;
262.69;34.41;6870;254000000;0,00532;3,51E-08;1,37E-08;0.00024270000000000002;3,64E-70;3562;64300000;1,46E-15;2535.0;;
262.74;64.49;3,85E-08;260000000;7600000000;8,05E-08;0,000000037;0.0002645;2,57E-68;4953;0,00000236;0,0234;3053.0;;
262.79;112.5;2010000;246000000;0,0102;0,000000316;9,64E-08;0.0002742;1,71E-67;6364;0,000000799;3,47E-15;3581.0;;
262.84;182.4;0,000000985;214000000;0,013;14100000;0,000000242;0.0002697;1,07E-66;7,554E+15;0,00000025;0,0475;4083.0;;
262.89;275.3;0,0000045;0,0000173;0,0155;0,00000609;582000;0.0002515;6,36E-67;8,284E+15;7.2e-11;0,00599;4534.0;;
262.94;386.5;0,0000192;128000000;0,0177;0,0000246;1.35e-09;0.0002222;3,55E-65;8,393E+15;1,92E-08;6,98E-15;4930.0;;
262.99;504.9;0,0000767;8810000;0,0191;91900000;30100000;0.00018600000000000002;1,87E-64;7856;4.71e-12;7,5E-15;5294.0;;
263.04;613.6;0,000286;0,00000558;0,0196;0,000319;0,00000647;0.0001476;9,3E-65;6794;1,07E-09;7,44E-15;5655.0;;
263.09;693.7;0,000997;32600000;0,0195;0,00103;0,0000134;0.0001109;4,36E-64;5428;2,24E-10;6,81E-15;6041.0;;
263.14;729.8;0,00325;0,00000176;0,0187;0,00308;267000000;0,079;1,93E-62;4007;4,32E-11;5,76E-15;6468.0;;
263.19;714.4;0,00989;876000;0,0174;0,00853;0,0000512;0,0534;8,03E-63;2,732E+16;7.78e-15;4,49E-15;6941.0;;
263.24;650.8;0,0281;0,000000402;0,0159;0,022;0,0000947;0,0342;3,16E-61;1722;1,83E-12;3.23e-18;7465.0;;
263.29;552.2;0,0747;0,000000171;0,0141;0,0526;0,000169;0,021;1,17E-60;1002;3,79E-12;2,15E-15;8045.0;;
263.34;437.1;0.00018559999999999998;66800;0,0123;0.00011719999999999999;2900000000;0,0129;4,1E-60;0.5389;213;1,32E-15;8677.0;;
263.39;324.2;0.0004309;242000;0,0105;0.00024249999999999999;4.81e-07;0,00923;1,35E-72;0.2678;1,16E-10;7,44E-16;9343.0;;
263.44;227.5;0.0009347000000000001;8,06E-09;0,00877;0.0004675;0,000769;0,0105;4,2E-59;0.1229;5,87E-10;3,88E-16;10000.0;;
263.49;154.7;0.001895;2.48e-12;0,00723;0.0008401;11900000000;0,019;1,23E-58;0.052129999999999996;2,75E-09;1.87e-19;10620.0;;
263.54;106.9;0.003589;7,05E-10;5.95e-06;0.00141;17700000000;0,0408;3,42E-58;0.020419999999999997;119000;8,32E-17;11180.0;;
263.59;80.68;0.006354;1,85E-10;0,00493;0.002215;0,00255;0,0881;8,92E-59;0.007393;0,000000048;3,41E-17;11720.0;;
263.64;70.11;0.01051;4,47E-11;0,00411;0.0032670000000000004;3.55e-06;0.00018240000000000002;2,19E-57;0.002472;1.79e-10;0,000129;12340.0;;
263.69;68.8;0.01625;10;34300000000;0.004543;0,00478;0.0003588;5,1E-57;0.0007639;618000;4,52E-18;13130.0;;
263.74;71.09;0.02348;20,6;0,00282;0.005988;0,00622;0.0006696;1,11E-56;0.00021810000000000002;1.98e-09;1,49E-18;14090.0;;
263.79;72.78;0.03171;3,92E-13;0,00225;0.007529000000000001;7840000000;0.001185;2,31E-56;0,0575;0,00000588;0,000000785;15160.0;;
263.84;71.36;0.040010000000000004;0,0689;0,00171;0.009094;0,00957;0.001987;4.49e-72;0,014;0,0000162;0,0000329;16100.0;;
263.89;66.02;0.04718;1,12E-14;1.23e-06;0.01063;0,0113;0.00316;8,25E-57;0,00316;4.15e-08;0,000265;16650.0;;
263.94;57.26;0.051989999999999995;0,0167;0,00083;0.01211;0,013;0.004764;1,43E-55;0,000656;0,0000987;2,04E-16;16540.0;;
263.99;46.44;0.05354;2.31e-19;0,000523;0.013519999999999999;1.46e-05;0.006809999999999999;2,33E-55;0,000126;0,000218;1,45E-15;15620.0;;
264.04;35.2;0.05152;2,94E-17;0,000306;0.01485;0,016;0.009229000000000001;3,6E-55;0,0000224;4500000000;9,57E-15;13950.0;;
264.09;24.91;0.04634;0,0000347;1.67e-07;0.01609;0,0171;0.011859999999999999;5,23E-56;0,00000367;0,000864;5,82E-14;11720.0;;
264.14;16.46;0.03895;0,00000376;0,0000845;0.01721;1.8e-05;0.01444;7,16E-56;5.59e-10;0,00155;3,28E-13;9241.0;;
264.19;42644;0.03059;3,77E-20;0,0000397;0.01819;0,0187;0.01668;9,26E-56;8,13E-08;25900000000;1,7E-12;6824.0;;
264.24;5852;0.02245;3.49e-24;173000000;0.01892;0,0194;0.01826;1,13E-54;142000;4060000000;8,18E-12;4715.0;;
264.29;3,152E+16;0.0154;4,08E-13;0,000007;0.01927;0,02;0.01896;1,3E-54;6210;5.97e-06;3.63e-14;3046.0;;
264.34;1,603E+16;0.009871;41,3;0,00000262;0.01906;0,0206;0.01866;1,4E-54;6,77E-09;0,00824;1,49E-10;1839.0;;
264.39;0.8274;0.005913;3,87E-11;0,000000911;0.01815;0,0212;0.01741;1,44E-54;10000;1.07e-05;5,65E-10;1037.0;;
264.44;0.6123;0.00331;3.35e-13;0,000000293;0.01649;0,0217;0.0154;1,38E-54;1.65e-11;0,0131;1,98E-09;546.5;;
264.49;1015;0.001731;26900;8,75E-08;0.014180000000000002;0,0222;0.01291;1,26E-54;0,000000028;0,0151;6410;269.3;;
264.54;20486;0.0008462999999999999;200000;2,42E-08;0.011470000000000001;0,0224;0.01027;1,08E-54;462000;0,0164;1,92E-08;124.8;;
264.59;6,662E+15;0.0003866;0,000000137;6,21E-09;0.008686;0,0222;0.00774;8,73E-68;7,21E-08;0,0168;0,000000053;55.66;;
264.64;16.39;0.000165;0,000000872;1,47E-09;0.006138;0,0217;0.0055320000000000005;6,65E-56;0,000000105;1.62e-05;0,000000136;26.37;;
264.69;37.63;0,0658;0,00000514;3,25E-10;0.004037;0,0206;0.0037479999999999996;4,78E-55;1430000;1.48e-05;0,00000032;43117;;
264.74;80.5;0,0245;0,000028;66,2;0.002468;0,0191;0.002408;3,24E-55;1840000;0,0128;0,000000699;17.94;;
264.79;160.4;0,00855;1410000000;1.25e-14;0.0014;0,0172;0.001467;2,07E-55;2560000;0,0105;0,00000141;43183;;
264.84;297.6;0,00278;0,000658;2,19E-12;0.0007371000000000001;0,0151;0.0008482000000000001;1,24E-55;0,000000582;0,00817;26300000;33.93;;
264.89;514.5;0,000846;0,00284;3.55e-16;0.0003596;0,0129;0.00046689999999999996;7,11E-57;26300000;6.08e-06;0,00000453;45.28;;
264.94;828.2;0,000241;0,0114;5,33E-14;0.0001626;0,0107;0.0002475;3,81E-56;0,0000151;43400000000;0,00000722;56.83;;
264.99;1242.0;0,0000639;0,0421;7,42E-15;0,0681;0,00861;0.0001319;1,93E-56;8.5e-08;2.98e-06;0,0000106;67.09;;
265.04;1734.0;159000000;0.000144;9.57e-19;0,0264;67500000000;0,0801;9,18E-58;0,000449;0,00197;0,0000145;75.0;;
265.09;2256.0;36800000;0.0004563;1,14E-16;0,0095;0,00516;6.77e-05;4,12E-57;0,0022;12600000000;0,0000182;80.46;;
265.14;2733.0;0,000000797;0.001338;0,000126;31600000000;0,00383;0,0818;1,75E-57;0,00994;777000000;0,0000211;84.6;;
265.19;3084.0;0,000000161;0.003633;1,29E-18;0,000975;0,00278;0.00011619999999999999;7E-59;4.17e-05;0,00046;228000000;89.63;;
265.24;3242.0;305000;0.009126;1,16E-19;0,000278;0,00196;0.0001682;2,64E-58;0.0001619;0,000261;227000000;98.15;;
265.29;3175.0;5,4E-09;0.02122;2,01;0,0000735;0,00135;0.00023559999999999998;9,38E-60;0.0005817;0,000142;0,0000211;112.1;;
265.34;2899.0;8,92E-10;0.04566;20,1;1.8e-08;0,000899;0.00031460000000000006;3,14E-59;0.001935;0,0000731;0,0000185;131.7;;
265.39;2473.0;1,38E-10;0.09094;1,86E-11;4.08e-09;0,000585;0.000399;9,94E-61;0.005958;0,0000359;0,0000154;154.8;;
265.44;1983.0;1,99E-11;0.1676;1.6e-13;0,000000857;3700000000;0.00047999999999999996;2,96E-60;0.016980000000000002;0,0000167;0,0000128;177.4;;
265.49;1522.0;2,68E-12;0.286;1,28E-09;0,000000167;2060000000;0.0005478;8,32E-62;0.04481;0,00000734;110000000;194.4;;
265.54;1171.0;3.37e-16;0.4515;9430;3,08E-08;1220000000;0.0005931;2,21E-61;0.1094;0,00000305;102000000;201.2;;
265.59;998.0;3,97E-14;0.6598;6,47E-08;5,99E-09;70300000;0.0006089;5,51E-63;0.2475;0,0000012;0,0000104;195.6;;
265.64;1049.0;3,62E-15;0.8923;0,000000412;1,84E-09;392000000;0.0005931;1,3E-62;0.5179;0,000000441;0,0000111;178.2;;
265.69;1354.0;3,1E-21;1117;0,00000244;1.17e-12;0,0000212;0.0005478;2,89E-63;1004;0,000000153;0,0000122;152.0;;
265.74;1922.0;3,12E-20;1294;0,0000134;9,89E-10;111000000;0.00047999999999999996;6,05E-64;43313;494000;132000000;122.3;;
265.79;2728.0;2,57E-19;1,387E+16;0,0000679;8,32E-10;0,00000563;0.0003989;1,19E-64;2988;0,000000015;143000000;94.41;;
265.84;3701.0;1.98e-21;1,377E+16;3200000000;6,56E-10;27600000;0.00031439999999999994;2,23E-65;4592;4230;0,0000156;73.32;;
265.89;4720.0;0,000143;1264;14000000000;4,8E-10;0,00000131;0.0002351;3,91E-66;6,533E+16;1,11E-09;0,0000173;62.67;;
265.94;5624.0;0,0000972;1075;0,00569;3,25E-10;0,000000601;0.00016669999999999999;6,48E-68;8604;2,72E-10;194000000;64.71;;
265.99;6249.0;6,18E-16;0.8453;0,0215;2,05E-10;0,000000266;0.0001121;1,01E-67;18172;6,19E-11;0,0000218;80.29;;
266.04;6473.0;3,69E-15;0.6154;0,075;1,19E-10;0,000000114;0,0715;1,49E-68;30987;1,31E-11;0,0000244;108.6;;
266.09;6248.0;2,06E-14;0.4147;0.00024330000000000003;64,3;472000;0,0433;2,06E-69;13485;2,56E-12;268000000;147.0;;
266.14;5620.0;1,08;0.2586;0.0007322;322;1,89E-08;0,0248;2,64E-70;35370;4,63E-13;0,0000291;190.4;;
266.19;4710.0;5,3E-13;0.1493;0.0020440000000000002;1,5E-11;7.29e-12;0,0135;3,47E-24;43291;0,0778;313000000;232.2;;
266.24;3678.0;24,4;0.07973;0.005295;65,9;2,72E-09;0,00698;2,57E-23;8869;1,21E-14;0,0000335;264.9;;
266.29;2677.0;1,05E-11;0.03942;0.01273;32,5;9,77E-10;3.42e-06;1,8E-22;6803;1.74e-18;356000000;282.0;;
266.34;1816.0;4,26E-11;0.01804;0.028380000000000002;3,32E-12;3,39E-10;15900000000;1,19E-21;4831;2,32E-16;373000000;280.0;;
266.39;1150.0;1,62E-10;0.007638;0.058710000000000005;7,73;1,14E-10;0,0000007;7,39E-34;3175;0,0000285;0,0000379;259.2;;
266.44;681.9;5,75E-10;0.002994;0.1127;2,15E-11;3,66E-11;0,000293;4,34E-20;1932;0,0000324;0,000037;223.7;;
266.49;383.3;1,92E-09;0.001086;0.2007;5,75E-11;114;1160000000;2,41E-19;1088;0,00000342;0,0000342;179.9;;
266.54;212.3;6,02E-09;0.0003646;0.3316;1,43E-10;34,2;4.36e-08;1,27E-18;0.5674;0,000000333;0,0000296;135.0;;
266.59;128.1;177000;0.0001133;0.5083;3,3E-10;9,87E-13;0,0000156;6,27E-31;0.2738;0,0000106;240000000;94.54;;
266.64;98.17;487000;0,0326;0.723;7,05E-10;2,75;0,00000526;2,93E-17;0.1224;1,05E-17;181000000;61.99;;
266.69;99.75;1.26e-10;0,00867;0.954;14000;7,36E-14;0,0000017;1,29E-29;0.0506;0,0000957;126000000;38.62;;
266.74;117.3;0,000000306;0,00214;1168;2.58e-12;1,9E-14;0,000000601;5,4E-29;0.01937;0,000812;0,0000082;24.13;;
266.79;140.2;0,000000698;0,000487;1327;4,41E-09;4,72E-15;569000;2,13E-15;0.006867;0,0639;0,00000492;17.77;;
266.84;160.6;0,00000149;0,000103;1,398E+16;7.01e-12;1,13E-15;0,00000196;7.9e-31;0.0022530000000000002;4,67E-14;0,00000273;19.19;;
266.89;172.9;0,000003;0,0000201;1367;1,04E-08;2,59E-16;8.29e-09;2,78E-27;0.0006842;3,17E-13;0,0000014;43219;;
266.94;173.9;5680000;36200000;45292;1,43E-08;5,74E-17;340000000;9,21E-27;0.0001923;1,99E-12;668000;49.0;;
266.99;163.2;1.01e-08;0,000000606;1044;183000;0,000122;0,000132;2,88E-26;0,0501;1,16E-11;0,000000294;81.21;;
267.04;142.8;0,0000169;93900;0.8151;2,22E-08;0,0000239;0,00049;8,52E-14;0,0121;6,31E-11;0,00000012;127.2;;
267.09;116.5;2.66e-08;134000;0.5905;253000;0,000000473;1.72e-06;2,38E-12;26900000000;3,18E-10;0,000000045;186.3;;
267.14;88.63;0,0000395;17800;0.397;2.77e-11;9,01E-08;0,00574;6.26e-28;0,000555;1,49E-09;1,57E-08;254.8;;
267.19;62.84;0,0000552;2,19E-10;0.2476;2,94E-08;0,00000044;0,0182;1,55E-11;1060000000;6,44E-09;5040;325.1;;
267.24;41.54;0,0000728;2,49E-11;0.1432;3,07E-08;2.22e-22;5.46e-05;3,67E-12;0,0000188;2,59E-08;1,5E-09;386.9;;
267.29;25.59;90600000;2,61E-12;0.0769;3,19E-08;1,11E-18;0.0001558;8,14E-24;0,00000307;0,000000097;4,13E-10;429.5;;
