Wavelength;Al;Bb;Ca;Cc;Cll;Ff;Kk;li;Na;Nn;Oo;Ti;;
387.98;0,0163;30500000000;156.9;3,98E-14;0.0002182;0;0.005343;0,000000131;1,02E-09;0.0002546;0,000966;30690.0;;
388.03;6.44e-06;0,00228;125.2;1,6E-13;0.00016219999999999999;0;0.006219;9,4E-21;20900;0.0002017;0,00119;30780.0;;
388.08;24700000000;0,00199;95.83;6,18;0.0001161;0;0.0070090000000000005;6.57e-24;4,08E-09;0.00015319999999999998;0,00139;30800.0;;
388.13;0,000914;0,00251;70.41;2.3e-15;0,08;0;0.00765;4,47E-08;7,64E-09;0.0001115;0,00157;30550.0;;
388.18;0,000332;0,00473;49.65;8.23e-15;0,0531;0;0.00809;2,96E-08;1,37E-08;0,0778;0,00169;29830.0;;
388.23;0,00013;0,0108;33.6;2,83E-11;0,034;0;0.008294;1,91E-08;2,35E-08;0,0521;17400000000;28550.0;;
388.28;92100000;0,0259;21.82;9,38E-11;0,0209;0;0.008249;1.1e-24;3,87E-08;0,0334;0,00172;26690.0;;
388.33;1.85e-07;0,0614;43264;2,99E-10;0,0124;0;0.007970999999999999;7,34E-10;60900;0,0205;1.62e-06;24340.0;;
388.38;0,000537;0.00014240000000000002;8135;9,14E-10;0,00709;0;0.0074930000000000005;4,37E-22;91800;0,0121;0,00147;21650.0;;
388.43;0,00159;0.0003212;24563;2,69E-09;0,0039;0;0.006868000000000001;2,54E-22;1330000;0,00683;1.27e-06;18830.0;;
388.48;0,0046;0.0007046;2573;7,64E-09;0,00207;0;0.006157999999999999;1,43E-22;1830000;0,0037;0,00105;16040.0;;
388.53;0,0129;0.0015019999999999999;1361;208000;0,00106;0;0.0054210000000000005;7,87E-11;0,000000243;0,00192;837000000;13410.0;;
388.58;0,0348;0.003114;0.6906;5,47E-08;519000000;0;0.004713;4,21E-23;0,000000308;0,000959;6.36e-07;11040.0;;
388.63;0,0913;0.0062759999999999995;0.3363;0,000000138;2.46e-07;0;0.004072999999999999;2,2E-23;0,000000374;0,000462;0,000463;8969.0;;
388.68;0.0002313;0.01229;0.1572;3360000;0,000112;0;0.003529;1,11E-23;4360000;2190000000;0,000323;7187.0;;
388.73;0.0005673;0.02655;0.07053;0,000000786;0,0000495;0;0.003093;5,51E-11;485000;1070000000;0,000215;5678.0;;
388.78;0.0013460000000000002;0.04888;0.030369999999999998;0,00000177;0,000021;0;0.0027649999999999997;2.65e-27;518000;0,0000598;0,000138;4417.0;;
388.83;0.003092;0.08751;0.01255;0,00000385;0,00000864;0;0.002539;1,24E-11;529000;442000000;0,0000841;3379.0;;
388.88;0.0068709999999999995;0.1523;0.0049759999999999995;8050000;0,00000345;0;0.002398;5,67E-25;518000;0,0000428;0,0000493;2550.0;;
388.93;0.014780000000000001;0.2579;0.001894;0,0000163;13500000;0;0.0023239999999999997;2,52E-25;485000;0,0000475;0,0000276;1920.0;;
388.98;0.03075;0.4245;0.0006917999999999999;0,0000316;0,000000531;0;0.002298;1,09E-12;4360000;541000000;0,0000149;1491.0;;
389.03;0.06191;0.6795;0.00024249999999999999;595000000;2.25e-10;0;0.002297;4,58E-13;0,000000374;0,0000605;0,00000768;1274.0;;
389.08;0.1206;1058;0,0816;0,000108;1390000;0;0.002303;1.88e-29;0,000000308;65300000;0,00000388;1293.0;;
389.13;0.2275;1,602E+16;0,0263;0,000191;0,000000194;0;0.002298;7.51e-30;0,000000243;67800000;0,00000204;1590.0;;
389.18;0.4151;2359;0,00816;3250000000;4610000;0;0.002268;2,92E-27;1830000;0,0000675;13400000;2216.0;;
389.23;0.7328;3,381E+16;24300000000;0,000539;0,00000123;0;0.002205;1,11E-14;1330000;64400000;0,00000138;3237.0;;
389.28;1252;4712;6.93e-07;8.68e-07;0,00000328;0;0.002105;4,08E-28;91800;0,000059;0,00000204;4713.0;;
389.33;43283;6391;0,00019;13600000000;0,00000849;0;0.00197;1,46E-28;60900;0,0000519;33800000;6686.0;;
389.38;3312;8434;49900000;0,00209;0,0000213;0;0.0018059999999999999;5,12E-29;3,87E-08;438000000;0,0000056;9154.0;;
389.43;5,127E+15;30590;0,0000126;3.13e-06;513000000;0;0.0016239999999999998;1,74E-16;2,35E-08;0,0000359;0,000009;12050.0;;
389.48;7681;13.54;0,00000305;45900000000;0,00012;0;0.001438;5,77E-30;1,37E-08;292000000;0,0000139;15240.0;;
389.53;41944;16.47;0,000000709;6610000000;0,000268;0;0.001266;1,86E-30;7680;0,0000255;0,0000207;18500.0;;
389.58;15.62;19.51;0,000000158;0,00934;5.81e-07;0;0.001131;5,85E-18;4,17E-09;0,0000278;0,0000294;21550.0;;
389.63;43152;22.49;338000;0,013;0,00121;0;0.001064;1,79E-18;2,28E-09;0,0000424;0,0000403;24100.0;;
389.68;27.85;25.25;6.95e-12;0,0177;0,00244;0;0.001113;5,34E-20;13900;82300000;5.31e-08;25880.0;;
389.73;35.4;43278;13700;0,0237;0,00472;0;0.001347;1,55E-32;1,16E-09;0,000173;0,0000673;26680.0;;
389.78;43.55;29.39;2,59E-10;0,0313;8820000000;0;0.001875;4,37E-33;1,43E-09;3650000000;82100000;26440.0;;
389.83;51.83;30.48;4,71E-11;0,0406;0,0159;0;0.00285;1,2E-20;2.17e-12;0,000746;0,0000965;25210.0;;
389.88;59.7;30.79;8,57E-09;0,0521;0,0275;0;0.004489;3,22E-34;34400;0,00147;0,000109;23170.0;;
389.93;66.54;43189;0,000000457;0,0658;0,046;0;0.007078;8,41E-35;5,35E-09;0,00278;0,00012;20590.0;;
389.98;71.76;43280;0,00000234;8.23e-05;0,0742;0;0.01097;2,13E-22;8020;5.03e-06;0,000127;17770.0;;
390.03;74.9;27.15;1,15E-18;0.00010190000000000001;0.0001151;0;0.016569999999999998;1.51e-39;1,15E-08;0,00875;0,000129;15010.0;;
390.08;75.64;24.72;5,46E-18;0.0001249;0.00017230000000000001;0;0.02429;2,24E-83;1.59e-11;0,0146;0,000128;12540.0;;
390.13;73.92;21.93;0,000248;0.0001516;0.0002484;0;0.03451;2,52E-69;0,000000021;0,0234;0,000122;10500.0;;
390.18;69.9;18.96;1,08E-16;0.00018219999999999998;0.0003452;0;0.04747;9,42E-70;2,66E-08;0,0359;1130000000;8934.0;;
390.23;63.97;15.98;4,54E-16;0.0002162;0.0004622;0;0.06321;3,42E-69;3,23E-08;0,0528;0,000102;7811.0;;
390.28;56.64;43447;1,83E-15;0.0002528;0.0005965;0;0.08147;1,21E-67;3,75E-08;0,0746;0,0000884;7047.0;;
390.33;48.54;43230;7,1E-15;0.0002906;0.0007419;0;0.1016;4,19E-68;4.17e-11;0.000101;0,0000743;6534.0;;
390.38;40.25;8189;2,64E-14;0.0003272;0.0008892000000000001;0;0.1226;1,41E-66;445000;0.00013130000000000002;0,0000605;6180.0;;
390.43;32.29;6225;9,45E-14;0.0003602;0.001027;0;0.1432;4,66E-66;4,54E-08;0.00016369999999999997;475000000;5926.0;;
390.48;43306;4,611E+15;3,25E-13;0.0003865;0.001143;0;0.1619;1,5E-65;445000;0.00019580000000000002;0,0000361;5759.0;;
390.53;18.84;3,329E+16;1,07E-12;0.00040360000000000005;0.0012259999999999999;0;0.177;4,69E-66;417000;0.0002246;0,0000264;5714.0;;
390.58;43294;2343;3,4E-12;0.0004093999999999999;0.001268;0;0.1874;1,43E-64;3.75e-11;0.0002471;0,0000187;5863.0;;
390.63;9,636E+15;1608;104;0.00040280000000000003;0.001263;0;0.1919;5,32E-64;3,23E-08;0.0002609;127000000;6298.0;;
390.68;20607;1077;3,04E-11;0.000384;0.001213;0;0.1902;1,54E-63;268000;0.00026419999999999997;0,00000831;7102.0;;
390.73;4322;0.7059;8,55E-11;0.00035439999999999994;0.0011220000000000002;0;0.1824;4,36E-64;2,14E-08;0.0002566;0,00000523;8333.0;;
390.78;2755;0.4552;2,31E-10;0.0003165;0.001001;0;0.1694;1,2E-62;1,66E-08;0.0002391;31700000;9993.0;;
390.83;43282;0.292;6E-10;0.00027319999999999997;0.0008601;0;0.1521;3,25E-62;1,29E-08;0.0002137;0,00000184;12020.0;;
390.88;1015;0.1904;15000;0.00022789999999999998;0.0007122999999999999;0;0.1323;8,54E-63;1,05E-08;0.00018319999999999998;0,00000103;14300.0;;
390.93;0.5861;0.131;3,6E-09;0.0001837;0.0005685;0;0.1113;2,19E-61;9,71E-09;0.0001506;5.52e-10;16620.0;;
390.98;0.3276;0.09938999999999999;8,29E-09;0.0001429;0.0004373;0;0.09064;5,49E-62;1,07E-08;0.0001188;2.84e-10;18760.0;;
391.03;0.1772;0.08561;1,84E-08;0.00010740000000000001;0.0003241;0;0.07144;1,34E-60;1,38E-08;0,0899;1400000;20500.0;;
391.08;0.09275;0.08265;0,000000039;0,0779;0.0002316;0;0.0545;3,2E-60;193000;0,0653;66300;21620.0;;
391.13;0.04698;0.08575;79800;0,0545;0.0001594;0;0.04025;7,44E-73;273000;0,0455;301000;21990.0;;
391.18;0.023030000000000002;0.09162999999999999;0,000000157;0,0368;0.00010580000000000001;0;0.02877;1,69E-59;3.79e-11;0,0304;1,31E-08;21550.0;;
391.23;0.010920000000000001;0.09802999999999999;0,000000296;0,024;0,0676;0;0.01991;3,74E-60;0,000000051;0,0195;54600;20350.0;;
391.28;0.005012;0.1034;0,000000537;0,015;0,0417;0;0.013330000000000002;8,08E-60;6,59E-08;0,012;2,18E-09;18510.0;;
391.33;0.002226;0.1067;0,000000935;0,00911;0,0247;0;0.008647;1,71E-58;81800;0,00705;8,35E-10;16220.0;;
391.38;0.0009565;0.1073;0,00000157;0,00532;0,0142;0;0.005429;3,51E-58;97400;39800000000;3,07E-10;13700.0;;
391.43;0.0003978;0.1051;0,00000252;29900000000;0,00781;0;0.0033009999999999997;7,06E-59;0,000000111;0,00216;1,08E-10;11180.0;;
391.48;0.0001601;0.1001;0,00000389;16200000000;4.15e-06;0;0.001943;1,38E-57;0,000000122;0,00113;363;8822.0;;
391.53;0,0623;0.09267;57800000;0,000848;0,00213;0;0.001108;2,65E-57;0,000000127;0,000561;1,17E-11;6780.0;;
391.58;0,0235;0.08342000000000001;0,00000825;0,000427;0,00105;0;0.0006117999999999999;4,94E-57;1280000;2690000000;3,63E-12;5136.0;;
391.63;0,00857;0.07297999999999999;0,0000113;0,000207;0,000499;0;0.0003272;8,99E-58;0,000000123;0,000123;1,08E-12;3938.0;;
391.68;0,00302;0.06207000000000001;1.49e-08;0,000097;2290000000;0;0.0001696;1,6E-56;1140000;0,0000544;3,23E-13;3205.0;;
391.73;0,00103;0.05131;189000000;0,0000437;0,000101;0;0,0852;2,77E-69;1000000;0,000023;1,4;2954.0;;
391.78;3410000000;0.04123;0,0000229;0,000019;0,0000431;0;0,0414;4,69E-57;0,000000085;0,00000932;1,98;3224.0;;
391.83;1090000000;0.0322;268000000;0,00000792;0,0000177;0;0,0196;7,74E-57;0,000000069;0,00000362;5,24E-13;4092.0;;
391.88;0,0000337;0.02444;0,0000301;0,00000319;6990000;0;0,00894;1,25E-55;53700;13500000;14,6;5695.0;;
391.93;1.01e-08;0.01803;0,0000325;12300000;0,00000267;0;39800000000;1,96E-55;0,00000004;0,000000484;3,95E-12;8231.0;;
391.98;29200000;0.01293;0,0000337;4610000;0,000000983;0;0,00173;3,01E-55;2,86E-08;1.66e-10;1,02E-11;11940.0;;
392.03;0,000000827;0.009015;0,0000335;0,000000166;0,00000035;0;0,000775;4,5E-55;1,96E-08;5,47E-08;2.54e-14;17080.0;;
392.08;0,000000256;0.006108;0,0000321;5,72E-08;0,000000121;0;4190000000;6,57E-56;1,28E-08;1,73E-08;60,4;23870.0;;
392.13;2040000;0.0040219999999999995;295000000;1,91E-08;407000;0;0,000374;9,37E-56;8070;5,23E-09;1,38E-10;32400.0;;
392.18;0,000000631;0.002575;261000000;61100;136000;0;0,000546;1,3E-54;4,87E-09;1.52e-12;3,02E-10;42550.0;;
392.23;25300000;0.001602;0,0000221;1,88E-09;4,57E-09;0;0,000959;1,77E-54;2,81E-09;4,24E-10;6,32E-10;53980.0;;
392.28;0,00001;0.0009687999999999999;0,0000181;5,6E-10;1,62E-09;0;0,00172;2,34E-67;1,56E-09;1,13E-10;1.27e-12;66050.0;;
392.33;0,0000386;0.0005694;141000000;1.6e-13;6.46e-13;0;30300000000;3,02E-55;8,25E-10;2,91E-11;24400;77900.0;;
392.38;0,000144;0.0003253;0,0000107;4,4E-11;3,23E-10;0;0,00521;3,81E-55;4,19E-10;7,15E-12;4510;88560.0;;
392.43;0,000518;0.0001807;0,00000771;1,17E-11;2,47E-10;0;0,00872;4,68E-54;2,04E-10;16,9;7.99e-12;97110.0;;
392.48;0,00181;0,0975;5360000;3,01E-12;3,06E-10;0;0,0142;5,62E-55;9,53E-11;3.82e-16;1,36E-08;102900.0;;
392.53;0,00611;0,0512;0,00000358;7,73E-13;4,97E-10;0;0,0226;6,58E-67;4,26E-11;8,3E-14;2,21E-08;105500.0;;
392.58;0,02;0,0261;0,0000023;2,16;8,67E-10;0;0,0351;7,51E-55;183;1,73E-14;3,44E-08;105300.0;;
392.63;0,0635;0,0129;0,00000142;8,17E-14;1,51E-09;0;0,0531;8,37E-55;7,51E-12;0,0345;5,14E-08;102800.0;;
392.68;0.00019480000000000002;0,00623;0,000000839;0,478;25500;0;0,0787;9,11E-67;2,96E-12;6.62e-19;73600;98940.0;;
392.73;0.0005792999999999999;29200000000;0,000000478;3,66E-14;4,18E-09;0;0.00011420000000000001;9,66E-55;1,12E-12;1,22E-16;1.01e-10;94860.0;;
392.78;0.001668;0,00133;2610000;0,301;66300;0;0.00016230000000000001;1E-69;0,403;3,58E-18;1.33e-10;91460.0;;
392.83;0.004651;0,000588;0,000000137;2,45E-14;1,02E-08;0;0.000226;1,01E-53;1,4;5,29E-18;0,000000168;89330.0;;
392.88;0.01256;0,000253;69400;0,193;0,000000015;0;0.0003083;9,96E-55;4,64E-14;2,72E-17;2.03e-10;88580.0;;
392.93;0.03283;0,000106;337000;1,47E-14;215000;0;0.000412;9,58E-55;0,148;0,00134;2350000;88860.0;;
392.98;0.08312;4.29e-08;1.57e-11;0,108;2,98E-08;0;0.0005391;8,99E-55;4,5E-15;6,4E-16;0,000000262;89480.0;;
393.03;0.2038;169000000;7030;7,62E-15;39800;0;0.0006904;8.23e-70;1,32E-15;2,93E-15;0,000000279;89550.0;;
393.08;0.4838;0,0000065;3,03E-09;0,00518;5,16E-08;0;0.0008642999999999999;7,35E-55;0,00369;1,29E-14;0,000000285;88230.0;;
393.13;1112;0,00000243;12500;3.39e-18;64600;0;0.001057;6,41E-55;9,9E-17;0,547;0,000000279;84930.0;;
393.18;2477;880000;4,98E-10;2,14E-15;7,82E-08;0;0.001261;5,45E-54;0,000258;2,23E-13;0,000000262;79430.0;;
393.23;5,339E+16;3.1e-10;1.9e-13;0,013;91700;0;0.001467;4,52E-54;7,74E-18;8,76E-13;2350000;71900.0;;
393.28;42309;0,000000106;56,8;7,57E-16;1040000;0;0.001663;3,66E-54;8,14E-18;3,31E-12;2.03e-10;62860.0;;
393.33;22.54;354000;1,99E-11;0,000426;1140000;0;0.001835;2,89E-54;0,000294;1.2e-14;0,000000168;53040.0;;
393.38;44.12;1,15E-08;6.67e-15;2,31E-16;0,000000121;0;0.001971;2,23E-54;1,21E-16;4.19e-14;1.33e-10;43240.0;;
393.43;83.65;3,6E-09;2,15E-12;1,2E-16;0,000000125;0;0.002061;1,67E-54;4,87E-16;1,41E-10;1.01e-10;34200.0;;
393.48;153.6;11000;6,68E-13;6,03E-17;0,000000124;0;0.002098;1,23E-54;1,87E-15;4.55e-13;73600;26490.0;;
393.53;273.0;3,27E-10;1,99E-13;2,92E-17;0,00000012;0;0.002085;8,8E-56;0,069;1,42E-09;5,14E-08;20450.0;;
393.58;470.0;94,5;5,7E-14;0,000136;1120000;0;0.002027;6,14E-55;2,44E-14;42300;3,44E-08;16240.0;;
393.63;783.5;265;0,157;6,07E-18;0,000000101;0;0.001939;4,18E-56;8.29e-17;122000;2,21E-08;13810.0;;
393.68;1265.0;7,24E-12;4,15E-15;2,62E-18;8,82E-08;0;0.001838;2,78E-55;2,7E-13;337000;1,36E-08;12980.0;;
393.73;1977.0;1,92E-12;0,0105;1,09E-18;7,46E-08;0;0.001744;1,8E-55;8,43E-13;89800;8000;13480.0;;
393.78;2994.0;4,96E-13;2,57E-16;4,34E-19;6,11E-08;0;0.001679;1,14E-55;2,52E-12;2300000;4,53E-09;14940.0;;
393.83;4388.0;1,24E-13;6,03E-17;0,00000167;4,86E-08;0;0.0016600000000000002;7,05E-57;7,25;5.67e-10;2,5E-09;16990.0;;
393.88;6230.0;3,03E-14;1.36e-20;6,18E-20;3,77E-08;0;0.001698;4,25E-57;2E-11;0,00000135;14100;19220.0;;
393.93;8564.0;7,18E-22;0,0000294;0,00000022;0,000000029;0;0.001795;2,5E-56;528;0,00000307;9,9E-10;21270.0;;
393.98;11400.0;2,51E-08;6,13E-19;7,56E-21;228000;0;0.001947;1,43E-56;1,34E-10;0,00000673;11700;22790.0;;
394.03;14700.0;8,53E-21;0,00000122;0,000000025;194000;0;0.00214;8,02E-58;3,25E-10;142000000;21800;23550.0;;
394.08;18340.0;2,82E-20;0,000000235;7,94E-09;1,95E-08;0;0.002352;4,37E-57;7,58E-10;289000000;4,64E-09;23420.0;;
394.13;22180.0;9,09E-20;4,34E-08;2,43E-22;2.36e-11;0;0.00256;2,33E-57;1,7E-09;56400000;9890;22390.0;;
394.18;25960.0;2,85E-19;1,11E-10;7,16E-11;3.28e-11;0;0.002736;1,21E-57;3,64E-09;1.06e-07;204000;20560.0;;
394.23;29430.0;8,67E-19;5,76E-10;2,03E-10;483000;0;0.002858;6.14e-74;7,48E-09;1920000000;405000;18140.0;;
394.28;32300.0;2,57E-18;2,88E-09;5,55E-11;71700;0;0.002912;3,04E-58;1,48E-08;0,000334;7,72E-08;15370.0;;
394.33;34330.0;0,00000741;139000;1,46E-24;1040000;0;0.002888;1,47E-58;0,000000028;0,000558;1410000;12510.0;;
394.38;35340.0;2,08E-17;6,44E-08;3,69E-13;1480000;0;0.002792;6,9E-60;5,08E-08;0,000899;0,000000248;9784.0;;
394.43;35230.0;5,67E-17;2870000;8,98E-26;0,000000202;0;0.002634;3,17E-59;88400;0,00139;0,000000418;7348.0;;
394.48;34010.0;0,00151;0,00000124;2,1E-13;0,000000266;0;0.002437;1,42E-72;1480000;0,00207;676000;5303.0;;
394.53;31790.0;3,89E-16;51100000;4.75e-30;3390000;0;0.002223;6,22E-61;0,000000237;0,00297;10500000;3681.0;;
394.58;28770.0;9,77E-16;0,0000204;1,03E-27;4170000;0;0.0020210000000000002;2,65E-60;3630000;0,0041;0,00000157;2465.0;;
394.63;25220.0;0,0239;7.8e-08;2,16E-28;0,000000494;0;0.0018510000000000002;1,1E-60;0,000000536;5440000000;0,00000225;1609.0;;
394.68;21410.0;5,68E-15;0,000288;4,34E-17;564000;0;0.0017329999999999997;4,48E-62;0,000000757;6.94e-06;0,00000309;1056.0;;
394.73;17590.0;1,31E-14;0,00102;7,53E-30;622000;0;0.001674;1,78E-61;0,00000103;8.52e-06;0,00000408;754.0;;
394.78;14000.0;2,96E-14;35000000000;1,38E-20;0,000000662;0;0.001675;6,87E-63;0,00000134;0,0101;5.18e-09;671.4;;
394.83;10790.0;6,48E-14;0,0115;6,81E-21;0,000000679;0;0.0017280000000000002;2,59E-63;16700000;0,0114;0,00000632;802.6;;
394.88;8059.0;1.38e-16;0,0365;3.25e-35;671000;0;0.001816;9,54E-64;19900000;1.25e-05;7390000;1173.0;;
394.93;5828.0;2,86E-13;0.0001113;1,49E-31;0,000000641;0;0.0019199999999999998;3,42E-64;0,00000229;0,0132;0,00000832;1838.0;;
394.98;4087.0;5,77E-13;0.0003269;6,61E-31;0,00000059;0;0.002018;1,2E-63;0,00000252;1.33e-05;0,00000899;2881.0;;
395.03;2786.0;1,13E-12;0.0009243000000000001;2,82E-30;0,000000524;0;0.002088;4,1E-64;0,00000266;0,0129;9330000;4398.0;;
395.08;1860.0;2.16e-15;0.002515;1,16E-29;4480000;0;0.0021149999999999997;1,37E-64;2.69e-09;0,0121;0,00000931;6485.0;;
395.13;1244.0;4,01E-12;0.00659;4,58E-29;0,000000371;0;0.0020870000000000003;4,45E-66;0,00000261;0,0109;0,00000892;9210.0;;
395.18;882.6;7,25;0.01662;1,74E-15;0,000000295;0;0.0020039999999999997;1,41E-65;0,00000243;0,00946;0,00000824;12590.0;;
395.23;739.3;127;0.04035;6,4E-28;0,000000227;0;0.0018670000000000002;4,37E-67;0,00000218;0,00789;7340000;16550.0;;
395.28;804.0;2,18E-11;0.09431;2,26E-14;1690000;0;0.001689;1,32E-66;0,00000186;0,00632;6380000;20940.0;;
395.33;1096.0;3,62E-11;0.2122;7,7E-27;1.21e-10;0;0.001483;3,89E-67;0,00000153;4880000000;0,00000551;25460.0;;
395.38;1666.0;5,87E-11;0.4596;2,53E-26;83800;0;0.001266;1,11E-67;0,00000121;0,00362;0,00000498;29780.0;;
395.43;2599.0;9,24E-11;0.9581;7,99E-14;561000;0;0.0010550000000000002;3,14E-68;913000;0,00259;5110000;33500.0;;
395.48;4006.0;1,42E-10;1923;2,43E-25;36300;0;0.0008669000000000001;8,6E-70;0,000000663;17800000000;6350000;36220.0;;
395.53;6022.0;2,11E-10;3715;7,13E-13;2,28E-08;0;0.0007161;2,27E-69;0,000000461;0,00118;0,00000943;37650.0;;
395.58;8789.0;3,06E-10;33390;2,02E-24;1.39e-11;0;0.0006155;2,26E-71;0,000000308;0,000757;0,0000154;37630.0;;
395.63;12430.0;4,31E-10;13850;5,49E-11;8,25E-09;0;0.0005775;1,31E-09;0,000000197;0,000478;256000000;36150.0;;
395.68;17040.0;5,92E-10;21.33;1.44e-26;4,79E-09;0;0.0006144;4,84E-09;0,000000121;0,00031;0,000042;33380.0;;
395.73;22630.0;7,91E-10;35.38;3,64E-10;27300;0;0.0007392000000000001;174000;71200;2.3e-07;66800000;29630.0;;
395.78;29110.0;10300;56.52;8,87E-11;1,53E-09;0;0.0009651;61100;4,02E-08;2230000000;1020000000;25270.0;;
395.83;36260.0;13000;86.91;2,08E-22;8,58E-10;0;0.0013050000000000002;2100000;218000;0,000287;0,000151;20720.0;;
395.88;43760.0;16000;128.7;4,71E-09;4.83e-13;0;0.001768;0,000000702;113000;4270000000;0,000213;16330.0;;
395.93;51150.0;1,91E-09;183.4;1,03E-21;2,81E-10;0;0.002357;0,0000023;5640;660000000;0,000288;12360.0;;
395.98;57920.0;2,22E-09;251.8;2,16E-08;1,81E-10;0;0.003068;7340000;2,69E-09;0,00101;0,000375;8997.0;;
396.03;63530.0;25200;332.8;4,39E-08;1,48E-10;0;0.0038810000000000003;229000000;12400;0,00149;0,000469;6292.0;;
396.08;67490.0;27700;423.8;8,58E-09;1.72e-13;0;0.004763;0,0000698;5.43e-13;0,00213;5.62e-07;4228.0;;
396.13;69460.0;2.97e-12;520.3;0,000000162;2,59E-10;0;0.005666;0,000208;2.29e-13;0,00293;0,000646;2730.0;;
396.18;69240.0;31000;616.2;2,96E-20;4,32E-10;0;0.006533;0,000604;9,27E-11;0,00387;713000000;1694.0;;
396.23;66850.0;3.14e-12;705.1;0,000000052;7,3E-10;0;0.007298000000000001;0,00172;3,6E-11;0,00493;0,000756;1010.0;;
396.28;62530.0;31000;781.2;8,86E-08;12100;0;0.0079;4.76e-06;1,34E-11;60500000000;768000000;578.9;;
396.33;56650.0;29700;841.2;1,46E-19;1.94e-12;0;0.008284999999999999;0,0129;4,81;7140000000;0,00075;318.7;;
396.38;49710.0;27800;885.2;0,00000232;3,01E-09;0;0.00842;3.41e-05;1,73E-12;8.11e-06;0,000702;168.6;;
396.43;42250.0;2,52E-09;917.6;3,58E-19;4,51E-09;0;0.008294;0,0881;8,25E-13;0,00887;0,000631;85.7;;
396.48;34790.0;2.23e-12;947.3;0,000000534;6,51E-09;0;0.007918999999999999;0.0002224;0,976;0,00935;5.45e-07;41.86;;
396.53;27750.0;1,92E-09;986.0;0,000000774;9,09E-09;0;0.007333;0.0005481;2,22E-12;0,00951;0,000452;19.64;;
396.58;21440.0;1,6E-09;1047.0;0,0000109;1,23E-08;0;0.006592;0.00131;5,62E-12;0,00933;0,00036;8,857E+15;;
396.63;16040.0;1,31E-09;1141.0;1,49E-18;159000;0;0.005762;0.003102;1.39e-14;0,00885;0,000275;3,837E+16;;
396.68;11630.0;1,03E-09;1275.0;1,98E-18;201000;0;0.004917;0.007126;3,31E-11;8160000000;0,000203;1597;;
396.73;8164.0;7,96E-10;1450.0;0,0000256;245000;0;0.004123;0.01598;7,55E-11;0,00733;0,000144;0.639;;
396.78;5552.0;5,97E-10;1657.0;3,22E-18;0,000000029;0;0.003443;0.035;1,65E-10;0,00648;0,0000981;0.2459;;
396.83;3658.0;4,35E-10;1880.0;3,96E-18;334000;0;0.002926;0.0748;3,48E-10;0,0057;64700000;0.09176000000000001;;
396.88;2334.0;3,08E-10;2096.0;0,0000475;3.77e-11;0;0.002612;0.1565;7,02E-10;0,00504;0,0000413;0.03532;;
396.93;1443.0;2,13E-10;2281.0;5,56E-18;0,000000042;0;0.002527;0.3194;1.36e-12;0,00454;0,0000256;0.01961;;
396.98;863.8;1,43E-10;2410.0;6,35E-18;467000;0;0.002688;0.6367;2,53E-09;0,00421;0,0000154;0.02636;;
397.03;501.0;9.32e-14;2464.0;7,1E-18;5,25E-08;0;0.003101;1239;4510;0,00402;9.09e-09;0.058789999999999995;;
397.08;281.4;5,92E-11;2434.0;7,78E-18;6,04E-08;0;0.003759;2,357E+16;7,73E-09;0,00391;52700000;0.1672;;
397.13;153.1;366;2318.0;8,37E-18;7,14E-08;0;0.0046429999999999996;4376;1,27E-08;0,00383;30100000;0.3878;;
397.18;80.72;2,2E-11;2129.0;0,00000887;86800;0;0.005718;7937;2,01E-08;0,00374;0,00000171;0.866;;
397.23;41.21;1,29E-11;1884.0;9.29e-21;1080000;0;0.006934999999999999;43265;3,04E-08;3.59e-06;0,000000964;1859;;
397.28;20.38;7.31e-15;1605.0;9,66E-18;0,000000134;0;0.008232999999999999;24.33;4,41E-08;0,00337;551000;3839;;
397.33;9763;4,05E-12;1318.0;1E-17;1670000;0;0.009547;41.11;6,15E-08;0,00306;3310000;7621;;
397.38;19450;2,18E-12;1042.0;1,04E-17;0,000000205;0;0.01081;67.84;82400;0,0027;2290000;14.55;;
397.43;2036;1.14e-15;795.1;0,000107;0,000000246;0;0.01198;109.4;1060000;0,0023;0,000000207;26.71;;
397.48;0.8865;5,81E-13;586.4;0,000111;0,000000287;0;0.013019999999999999;172.2;1310000;0,00188;0,000000244;47.15;;
397.53;0.3739;2,88;421.2;0,000114;0,000000324;0;0.013940000000000001;264.7;0,000000154;0,00149;3340000;80.08;;
397.58;0.1527;1,39E-13;300.2;0,000117;0,000000355;0;0.014759999999999999;397.5;0,000000175;0,00113;0,000000476;130.8;;
397.63;0.06043;6,5E-14;222.2;1,18E-17;0,000000376;0;0.01553;583.0;1910000;832000000;0,000000672;205.7;;
397.68;0.02316;2,97E-14;185.3;1,16E-17;3850000;0;0.01633;835.2;2E-10;587000000;0,000000918;311.2;;
397.73;0.0086;1,32E-14;189.2;0,000112;0,000000381;0;0.01719;1169.0;0,000000201;3990000000;0,00000121;453.5;;
397.78;0.003093;0,0568;235.8;1,05E-17;3630000;0;0.01815;1597.0;1940000;0,000261;15300000;636.7;;
397.83;0.001078;2,39E-15;329.4;9,61E-18;0,000000335;0;0.019209999999999998;2131.0;1.79e-10;1640000000;0,00000185;861.8;;
397.88;0.00036389999999999995;9.74e-19;476.3;8,49E-18;0,000000298;0;0.02029;2778.0;1590000;0,0000995;2.16e-09;1126.0;;
