,Wavelength,Sum,Ca I (1.7e-02),Ca II (8.9e-01),Ca III (9.1e-02)
3509,406.43,4.242e-14,0,0,4.242e-14
3510,406.48,6.413999999999999e-14,0,0,6.413999999999999e-14
3511,406.53,9.414e-14,0,0,9.414e-14
3512,406.58,1.341e-13,0,0,1.341e-13
3513,406.63,1.856e-13,0,0,1.856e-13
3514,406.68,2.496e-13,0,0,2.496e-13
3515,406.73,3.269e-13,0,0,3.269e-13
3516,406.78,4.716e-13,5.387e-14,0,4.178e-13
3517,406.83,7.57e-13,2.333e-13,0,5.237e-13
3518,406.88,1.6299999999999997e-12,9.806e-13,0,6.494e-13
3519,406.93,4.808e-12,4e-12,0,8.074e-13
3520,406.98,1.6870000000000002e-11,1.584e-11,0,1.026e-12
3521,407.03,6.241e-11,6.105e-11,0,1.3619999999999999e-12
3522,407.08,2.2969999999999997e-10,2.278e-10,0,1.9240000000000003e-12
3523,407.13,8.28e-10,8.251e-10,0,2.8989999999999993e-12
3524,407.18,2.906e-09,2.9010000000000002e-09,0,4.602e-12
3525,407.23,9.908e-09,9.9e-09,3.857e-14,7.529e-12
3526,407.28,3.281e-08,3.2799999999999996e-08,1.665e-13,1.243e-11
3527,407.33,1.0550000000000001e-07,1.0550000000000001e-07,6.977e-13,2.04e-11
3528,407.38,3.292e-07,3.292e-07,2.8380000000000002e-12,3.2929999999999996e-11
3529,407.43,9.974e-07,9.973e-07,1.1199999999999999e-11,5.197e-11
3530,407.48,2.933e-06,2.933e-06,4.293e-11,7.992000000000001e-11
3531,407.53,8.376e-06,8.375e-06,1.5969999999999998e-10,1.195e-10
3532,407.58,2.322e-05,2.321e-05,5.764e-10,1.737e-10
3533,407.63,6.247e-05,6.247e-05,2.02e-09,2.451e-10
3534,407.68,0.00016319999999999998,0.00016319999999999998,6.871000000000001e-09,3.3579999999999997e-10
3535,407.73,0.0004138999999999999,0.0004138999999999999,2.269e-08,4.465e-10
3536,407.78,0.001019,0.001019,7.27e-08,5.761e-10
3537,407.83,0.002438,0.002437,2.262e-07,7.215e-10
3538,407.88,0.00566,0.005659,6.829000000000001e-07,8.769e-10
3539,407.93,0.012759999999999999,0.012759999999999999,2.001e-06,1.0340000000000002e-09
3540,407.98,0.027939999999999996,0.027939999999999996,5.694e-06,1.184e-09
3541,408.03,0.05943,0.059410000000000004,1.572e-05,1.3150000000000001e-09
3542,408.08,0.1228,0.1227,4.214e-05,1.417e-09
3543,408.13,0.2463,0.2462,0.00010959999999999998,1.483e-09
3544,408.18,0.4803,0.48,0.00027689999999999995,1.5049999999999999e-09
3545,408.23,0.9099,0.9092,0.0006786,1.483e-09
3546,408.28,1.675,1.673,0.001615,1.417e-09
3547,408.33,2.998,2.9939999999999998,0.003729,1.3150000000000001e-09
3548,408.38,5.215,5.207000000000001,0.008359,1.184e-09
3549,408.43,8.822000000000001,8.804,0.01819,1.0340000000000002e-09
3550,408.48,14.52,14.48,0.03841,8.769e-10
3551,408.53,23.24,23.16,0.07874,7.215e-10
3552,408.58,36.2,36.04,0.1567,5.761e-10
3553,408.63,54.9,54.6,0.3026,4.464e-10
3554,408.68,81.09,80.53,0.5674,3.356e-10
3555,408.73,116.7,115.7,1.033,2.449e-10
3556,408.78,163.7,161.9,1.824,1.7340000000000002e-10
3557,408.83,224.0,220.8,3.127,1.192e-10
3558,408.88,299.0,293.8,5.204,7.948e-11
3559,408.93,389.8,381.4,8.406,5.144e-11
3560,408.98,496.5,483.3,13.18,3.23e-11
3561,409.03,618.4,598.3,20.06,1.9690000000000002e-11
3562,409.08,753.9,724.2,29.63,1.1640000000000001e-11
3563,409.13,900.2,857.7,42.49,6.6830000000000005e-12
3564,409.18,1054.0,994.9,59.14,3.723e-12
3565,409.23,1211.0,1131.0,79.9,2.0120000000000003e-12
3566,409.28,1368.0,1263.0,104.8,1.0549999999999998e-12
3567,409.33,1518.0,1385.0,133.4,5.373e-13
3568,409.38,1659.0,1494.0,164.8,2.654e-13
3569,409.43,1786.0,1588.0,197.6,1.272e-13
3570,409.48,1894.0,1664.0,230.0,5.919e-14
3571,409.53,1980.0,1720.0,259.9,2.672e-14
3572,409.58,2040.0,1755.0,285.1,1.171e-14
3573,409.63,2072.0,1769.0,303.5,4.977e-15
3574,409.68,2073.0,1760.0,313.6,2.053e-15
3575,409.73,2042.0,1727.0,314.6,8.222000000000001e-16
3576,409.78,1978.0,1672.0,306.3,3.1949999999999997e-16
3577,409.83,1884.0,1595.0,289.6,1.205e-16
3578,409.88,1765.0,1499.0,265.9,4.408e-17
3579,409.93,1626.0,1389.0,237.2,1.565e-17
3580,409.98,1478.0,1272.0,205.8,5.393e-18
3581,410.03,1332.0,1158.0,174.2,1.804e-18
3582,410.08,1202.0,1058.0,144.5,5.853e-19
3583,410.13,1103.0,984.5,118.6,1.843e-19
3584,410.18,1050.0,951.4,98.31,5.633999999999999e-20
3585,410.23,1056.0,971.6,84.77,1.671e-20
3586,410.28,1136.0,1057.0,79.06,4.8090000000000004e-21
3587,410.33,1297.0,1215.0,82.06,1.343e-21
3588,410.38,1544.0,1450.0,94.47,3.6410000000000005e-22
3589,410.43,1876.0,1760.0,116.8,9.575999999999999e-23
3590,410.48,2285.0,2136.0,149.3,2.444e-23
3591,410.53,2752.0,2561.0,191.7,6.0549999999999996e-24
3592,410.58,3254.0,3011.0,243.2,1.456e-24
3593,410.63,3758.0,3456.0,302.0,3.3950000000000005e-25
3594,410.68,4230.0,3864.0,365.6,0
3595,410.73,4632.0,4202.0,430.6,0
3596,410.78,4933.0,4440.0,492.8,0
3597,410.83,5104.0,4557.0,547.7,0
3598,410.88,5133.0,4542.0,591.2,0
3599,410.93,5015.0,4395.0,619.7,0
3600,410.98,4760.0,4130.0,630.6,0
3601,411.03,4390.0,3767.0,623.1,0
3602,411.08,3934.0,3336.0,597.8,0
3603,411.13,3425.0,2868.0,556.8,3.3999999999999996e-28
3604,411.18,2898.0,2394.0,503.5,1.4359999999999999e-27
3605,411.23,2382.0,1940.0,442.1,5.970000000000001e-27
3606,411.28,1903.0,1526.0,376.9,2.3800000000000001e-26
3607,411.33,1478.0,1166.0,312.0,9.216000000000001e-26
3608,411.38,1115.0,864.2,250.7,3.4660000000000003e-25
3609,411.43,817.7,622.1,195.6,1.266e-24
3610,411.48,582.9,434.7,148.2,4.491e-24
3611,411.53,403.9,294.9,109.0,1.547e-23
3612,411.58,272.1,194.2,77.85,5.1770000000000005e-23
3613,411.63,178.2,124.2,53.98,1.682e-22
3614,411.68,113.4,77.07,36.34,5.311e-22
3615,411.73,70.2,46.44,23.76,1.628e-21
3616,411.78,42.25,27.17,15.08,4.848e-21
3617,411.83,24.72,15.43,9.292,1.402e-20
3618,411.88,14.07,8.508,5.559,3.937e-20
3619,411.93,7.7829999999999995,4.553999999999999,3.23,1.0740000000000001e-19
3620,411.98,4.188,2.366,1.8219999999999998,2.846e-19
3621,412.03,2.191,1.194,0.9977,7.323e-19
3622,412.08,1.115,0.5846,0.5306,1.83e-18
3623,412.13,0.5519,0.278,0.2739,4.443e-18
3624,412.18,0.2656,0.1283,0.1373,1.048e-17
3625,412.23,0.1243,0.05749,0.06685,2.399e-17
3626,412.28,0.0566,0.02501,0.03159,5.3359999999999993e-17
3627,412.33,0.02506,0.01056,0.0145,1.153e-16
3628,412.38,0.010790000000000001,0.004331000000000001,0.00646,2.419e-16
3629,412.43,0.004519,0.0017239999999999998,0.0027949999999999997,4.929e-16
3630,412.48,0.0018399999999999998,0.0006661000000000001,0.001174,9.756000000000001e-16
3631,412.53,0.0007287999999999999,0.0002499,0.0004789,1.876e-15
3632,412.58,0.0002807,9.101e-05,0.00018969999999999998,3.503e-15
3633,412.63,0.0001051,3.218e-05,7.293e-05,6.3530000000000005e-15
3634,412.68,3.828e-05,1.104e-05,2.723e-05,1.119e-14
3635,412.73,1.355e-05,3.68e-06,9.873e-06,1.915e-14
3636,412.78,4.666e-06,1.191e-06,3.4760000000000003e-06,3.183e-14
3637,412.83,1.5619999999999998e-06,3.739e-07,1.1879999999999999e-06,5.138e-14
3638,412.88,5.083e-07,1.14e-07,3.943e-07,8.056e-14
3639,412.93,1.6079999999999998e-07,3.3739999999999996e-08,1.2710000000000002e-07,1.227e-13
3640,412.98,4.947e-08,9.697e-09,3.977e-08,1.815e-13
3641,413.03,1.479e-08,2.705e-09,1.208e-08,2.608e-13
3642,413.08,4.298e-09,7.326e-10,3.565e-09,3.64e-13
3643,413.13,1.215e-09,1.9259999999999999e-10,1.0209999999999999e-09,4.934e-13
3644,413.18,3.34e-10,4.9159999999999995e-11,2.8410000000000003e-10,6.498e-13
3645,413.23,8.976999999999999e-11,1.2179999999999999e-11,7.675e-11,8.311e-13
3646,413.28,2.409e-11,2.9310000000000003e-12,2.013e-11,1.033e-12
3647,413.33,7.058e-12,6.845e-13,5.127e-12,1.246e-12
3648,413.38,2.7289999999999998e-12,0,1.2679999999999998e-12,1.4609999999999997e-12
3649,413.43,1.968e-12,0,3.045e-13,1.664e-12
3650,413.48,1.8630000000000004e-12,0,2.239e-14,1.84e-12
3651,413.53,1.9780000000000003e-12,0,0,1.9780000000000003e-12
3652,413.58,2.064e-12,0,0,2.064e-12
3653,413.63,2.093e-12,0,0,2.093e-12
3654,413.68,2.062e-12,0,0,2.062e-12
3655,413.73,1.973e-12,0,0,1.973e-12
3656,413.78,1.834e-12,0,0,1.834e-12
3657,413.83,1.657e-12,0,0,1.657e-12
3658,413.88,1.4559999999999999e-12,0,0,1.4559999999999999e-12
3659,413.93,1.244e-12,0,0,1.244e-12
3660,413.98,1.035e-12,0,0,1.035e-12
3661,414.03,8.414e-13,0,0,8.414e-13
3662,414.08,6.71e-13,0,0,6.71e-13
3663,414.13,5.296e-13,0,0,5.296e-13
3664,414.18,4.202e-13,0,0,4.202e-13
3665,414.23,3.435e-13,0,0,3.435e-13
3666,414.28,2.986e-13,0,0,2.986e-13
3667,414.33,2.839e-13,0,0,2.839e-13
3668,414.38,2.982e-13,0,0,2.982e-13
3669,414.43,3.411e-13,0,0,3.411e-13
3670,414.48,4.141e-13,0,0,4.141e-13
3671,414.53,5.209e-13,0,0,5.209e-13
3672,414.58,6.686e-13,0,0,6.686e-13
3673,414.63,8.674e-13,0,0,8.674e-13
3674,414.68,1.131e-12,0,0,1.131e-12
3675,414.73,1.475e-12,0,0,1.475e-12
3676,414.78,1.9169999999999996e-12,0,0,1.9169999999999996e-12
3677,414.83,2.471e-12,0,0,2.471e-12
3678,414.88,3.1460000000000005e-12,0,0,3.1460000000000005e-12
3679,414.93,3.943e-12,0,0,3.943e-12
3680,414.98,4.85e-12,0,0,4.85e-12
3681,415.03,5.837999999999999e-12,0,0,5.837999999999999e-12
3682,415.08,6.866000000000001e-12,0,0,6.866000000000001e-12
3683,415.13,7.877000000000001e-12,0,0,7.877000000000001e-12
3684,415.18,8.804e-12,0,0,8.804e-12
3685,415.23,9.579999999999999e-12,0,0,9.579999999999999e-12
3686,415.28,1.0140000000000002e-11,0,0,1.0140000000000002e-11
3687,415.33,1.044e-11,0,0,1.044e-11
3688,415.38,1.046e-11,0,0,1.046e-11
3689,415.43,1.018e-11,0,0,1.018e-11
3690,415.48,9.627e-12,0,0,9.627e-12
3691,415.53,8.856e-12,0,0,8.856e-12
3692,415.58,7.922000000000001e-12,0,0,7.922000000000001e-12
3693,415.63,6.899e-12,0,0,6.899e-12
3694,415.68,5.856e-12,0,0,5.856e-12
3695,415.73,4.860000000000001e-12,0,0,4.860000000000001e-12
3696,415.78,3.9619999999999995e-12,0,0,3.9619999999999995e-12
3697,415.83,3.2e-12,0,0,3.2e-12
3698,415.88,2.5960000000000002e-12,0,0,2.5960000000000002e-12
3699,415.93,2.1549999999999996e-12,0,0,2.1549999999999996e-12
3700,415.98,1.872e-12,0,0,1.872e-12
3701,416.03,1.729e-12,0,0,1.729e-12
3702,416.08,1.7030000000000001e-12,0,0,1.7030000000000001e-12
3703,416.13,1.7669999999999998e-12,0,0,1.7669999999999998e-12
3704,416.18,1.889e-12,0,0,1.889e-12
3705,416.23,2.0399999999999998e-12,0,0,2.0399999999999998e-12
3706,416.28,2.1899999999999998e-12,0,0,2.1899999999999998e-12
3707,416.33,2.316e-12,0,0,2.316e-12
3708,416.38,2.399e-12,0,0,2.399e-12
3709,416.43,2.4239999999999998e-12,0,0,2.4239999999999998e-12
3710,416.48,2.387e-12,0,0,2.387e-12
3711,416.53,2.291e-12,0,0,2.291e-12
3712,416.58,2.1450000000000003e-12,0,0,2.1450000000000003e-12
3713,416.63,1.963e-12,0,0,1.963e-12
3714,416.68,1.7660000000000001e-12,0,0,1.7660000000000001e-12
3715,416.73,1.575e-12,0,0,1.575e-12
3716,416.78,1.415e-12,0,0,1.415e-12
3717,416.84,1.294e-12,0,0,1.294e-12
3718,416.89,1.2779999999999998e-12,0,0,1.2779999999999998e-12
3719,416.94,1.36e-12,0,0,1.36e-12
3720,416.99,1.5519999999999998e-12,0,0,1.5519999999999998e-12
3721,417.04,1.864e-12,0,0,1.864e-12
3722,417.09,2.298e-12,0,0,2.298e-12
3723,417.14,2.846e-12,0,0,2.846e-12
3724,417.19,3.4919999999999997e-12,0,0,3.4919999999999997e-12
3725,417.24,4.208000000000001e-12,0,0,4.208000000000001e-12
3726,417.29,4.9580000000000005e-12,0,0,4.9580000000000005e-12
3727,417.34,5.6970000000000005e-12,0,0,5.6970000000000005e-12
3728,417.39,6.377000000000001e-12,0,0,6.377000000000001e-12
3729,417.44,6.954e-12,0,0,6.954e-12
3730,417.49,7.391e-12,0,0,7.391e-12
3731,417.54,7.668999999999999e-12,0,0,7.668999999999999e-12
3732,417.59,7.787000000000001e-12,0,0,7.787000000000001e-12
3733,417.64,7.768e-12,0,0,7.768e-12
3734,417.69,7.658e-12,0,0,7.658e-12
3735,417.74,7.52e-12,0,0,7.52e-12
3736,417.79,7.434e-12,0,0,7.434e-12
3737,417.84,7.479e-12,0,0,7.479e-12
3738,417.89,7.73e-12,0,0,7.73e-12
3739,417.94,8.243e-12,0,0,8.243e-12
3740,417.99,9.046e-12,0,0,9.046e-12
3741,418.04,1.013e-11,0,0,1.013e-11
3742,418.09,1.1480000000000002e-11,0,1.398e-14,1.1460000000000002e-11
3743,418.14,1.301e-11,0,5.759e-14,1.2960000000000001e-11
3744,418.19,1.473e-11,0,2.307e-13,1.4499999999999998e-11
3745,418.24,1.686e-11,0,8.982e-13,1.597e-11
3746,418.29,2.062e-11,0,3.3999999999999996e-12,1.7219999999999996e-11
3747,418.34,3.065e-11,0,1.2509999999999999e-11,1.814e-11
3748,418.39,6.338e-11,0,4.475e-11,1.8629999999999998e-11
3749,418.44,1.743e-10,0,1.5559999999999998e-10,1.8620000000000003e-11
3750,418.49,5.443e-10,0,5.261000000000001e-10,1.812e-11
3751,418.54,1.746e-09,0,1.729e-09,1.7140000000000002e-11
3752,418.59,5.54e-09,0,5.524e-09,1.577e-11
3753,418.64,1.7169999999999998e-08,0,1.716e-08,1.41e-11
3754,418.69,5.1820000000000003e-08,0,5.1799999999999994e-08,1.2259999999999998e-11
3755,418.74,1.5210000000000002e-07,0,1.5210000000000002e-07,1.0349999999999999e-11
3756,418.79,4.339e-07,0,4.339e-07,8.502e-12
3757,418.84,1.204e-06,0,1.203e-06,6.784e-12
3758,418.89,3.245e-06,0,3.245e-06,5.261e-12
3759,418.94,8.507e-06,0,8.507e-06,3.965e-12
3760,418.99,2.168e-05,0,2.168e-05,2.9049999999999994e-12
3761,419.04,5.371e-05,0,5.371e-05,2.068e-12
3762,419.09,0.00012930000000000003,0,0.00012930000000000003,1.431e-12
3763,419.14,0.0003028,0,0.0003028,9.618e-13
3764,419.19,0.0006892000000000001,0,0.0006892000000000001,6.286e-13
3765,419.24,0.001525,0,0.001525,3.993e-13
3766,419.29,0.00328,0,0.00328,2.468e-13
3767,419.34,0.0068590000000000005,0,0.0068590000000000005,1.488e-13
3768,419.39,0.013940000000000001,0,0.013940000000000001,8.831e-14
3769,419.44,0.02755,0,0.02755,5.321e-14
3770,419.49,0.05292,0,0.05292,3.554e-14
3771,419.54,0.09883,0,0.09883,3.0980000000000004e-14
3772,419.59,0.1794,0,0.1794,3.846e-14
3773,419.64,0.3166,0,0.3166,6.015e-14
3774,419.69,0.5432,0,0.5432,1.018e-13
3775,419.74,0.906,0,0.906,1.738e-13
3776,419.79,1.469,0,1.469,2.917e-13
3777,419.84,2.315,0,2.315,4.784e-13
3778,419.89,3.548,0,3.548,7.648e-13
3779,419.94,5.285,0,5.285,1.1909999999999999e-12
3780,419.99,7.653,0,7.653,1.8049999999999999e-12
3781,420.04,10.77,0,10.77,2.6639999999999996e-12
3782,420.09,14.74,0,14.74,3.828e-12
3783,420.14,19.61,2.071e-11,19.61,5.351e-12
3784,420.19,25.36,8.416e-11,25.36,7.281e-12
3785,420.24,31.89,3.3260000000000007e-10,31.89,9.638e-12
3786,420.29,38.98,1.278e-09,38.98,1.242e-11
3787,420.34,46.31,4.776e-09,46.31,1.5560000000000002e-11
3788,420.39,53.49,1.735e-08,53.49,1.8969999999999997e-11
3789,420.44,60.06,6.131e-08,60.06,2.251e-11
3790,420.49,65.56,2.106e-07,65.56,2.5999999999999997e-11
3791,420.54,69.57,7.037999999999999e-07,69.57,2.922e-11
3792,420.59,71.77,2.286e-06,71.77,3.1979999999999996e-11
3793,420.64,71.97,7.222999999999999e-06,71.97,3.4100000000000004e-11
3794,420.69,70.17,2.219e-05,70.17,3.543e-11
3795,420.74,66.51,6.628e-05,66.51,3.5909999999999995e-11
3796,420.79,61.29,0.00019250000000000002,61.29,3.554e-11
3797,420.84,54.93,0.0005437,54.93,3.4409999999999994e-11
3798,420.89,47.9,0.001493,47.89,3.2639999999999997e-11
3799,420.94,40.67,0.003989,40.66,3.042e-11
3800,420.99,33.69,0.01036,33.68,2.7929999999999998e-11
3801,421.04,27.36,0.026160000000000003,27.33,2.5339999999999997e-11
3802,421.09,21.99,0.06423999999999999,21.92,2.2799999999999998e-11
3803,421.14,17.82,0.1534,17.67,2.0409999999999997e-11
3804,421.19,15.11,0.3562,14.75,1.822e-11
3805,421.24,14.11,0.8042,13.3,1.625e-11
3806,421.29,15.2,1.766,13.44,1.4470000000000001e-11
3807,421.34,19.05,3.77,15.28,1.286e-11
3808,421.39,26.77,7.8260000000000005,18.94,1.137e-11
3809,421.44,40.34,15.8,24.54,9.976000000000002e-12
3810,421.49,63.15,31.01,32.13,8.65e-12
3811,421.54,100.9,59.2,41.71,7.389e-12
3812,421.59,163.0,109.9,53.13,6.201000000000001e-12
3813,421.64,264.4,198.3,66.09,5.101e-12
3814,421.69,428.2,348.1,80.08,4.104e-12
3815,421.74,688.5,594.1,94.43,3.227e-12
3816,421.79,1094.0,986.0,108.3,2.478e-12
3817,421.84,1712.0,1591.0,120.8,1.86e-12
3818,421.89,2628.0,2497.0,131.1,1.3680000000000002e-12
3819,421.94,3948.0,3810.0,138.3,9.939e-13
3820,421.99,5795.0,5654.0,141.8,7.255e-13
3821,422.04,8299.0,8157.0,141.4,5.501e-13
3822,422.09,11580.0,11450.0,137.1,4.56e-13
3823,422.14,15740.0,15610.0,129.2,4.337e-13
3824,422.19,20830.0,20720.0,118.5,4.764e-13
3825,422.24,26830.0,26720.0,105.6,5.796e-13
3826,422.29,33620.0,33520.0,91.5,7.404e-13
3827,422.34,40970.0,40890.0,77.1,9.566e-13
3828,422.39,48570.0,48510.0,63.17,1.225e-12
3829,422.44,56000.0,55950.0,50.32,1.5400000000000001e-12
3830,422.49,62790.0,62750.0,38.97,1.895e-12
3831,422.54,68470.0,68440.0,29.35,2.28e-12
3832,422.59,72600.0,72580.0,21.49,2.682e-12
3833,422.64,74870.0,74850.0,15.3,3.089e-12
3834,422.69,75070.0,75060.0,10.59,3.4889999999999998e-12
3835,422.74,73200.0,73200.0,7.13,3.8749999999999995e-12
3836,422.79,69410.0,69400.0,4.666,4.24e-12
3837,422.84,64000.0,63990.0,2.969,4.586e-12
3838,422.89,57380.0,57380.0,1.837,4.915e-12
3839,422.94,50030.0,50020.0,1.105,5.232e-12
3840,422.99,42410.0,42410.0,0.6465,5.5420000000000004e-12
3841,423.04,34960.0,34960.0,0.3677,5.846e-12
3842,423.09,28030.0,28030.0,0.2033,6.142000000000001e-12
3843,423.14,21850.0,21850.0,0.1093,6.417999999999999e-12
3844,423.19,16560.0,16560.0,0.05716,6.659e-12
3845,423.24,12210.0,12210.0,0.029060000000000002,6.849e-12
3846,423.29,8749.0,8749.0,0.01436,6.968e-12
3847,423.34,6097.0,6097.0,0.006901999999999999,7.002999999999999e-12
3848,423.39,4132.0,4132.0,0.003225,6.95e-12
3849,423.44,2723.0,2723.0,0.001465,6.814e-12
3850,423.49,1745.0,1745.0,0.0006472,6.611000000000001e-12
3851,423.54,1087.0,1087.0,0.000278,6.3670000000000014e-12
3852,423.59,658.9,658.9,0.0001161,6.112e-12
3853,423.64,388.3,388.3,4.715e-05,5.8760000000000004e-12
3854,423.69,222.5,222.5,1.861e-05,5.685e-12
3855,423.74,123.9,123.9,7.146e-06,5.553e-12
3856,423.79,67.14,67.14,2.667e-06,5.485e-12
3857,423.84,35.37,35.37,9.681e-07,5.47e-12
3858,423.89,18.12,18.12,3.416e-07,5.487e-12
3859,423.94,9.026,9.026,1.172e-07,5.507000000000001e-12
3860,423.99,4.372,4.372,3.911e-08,5.499e-12
3861,424.04,2.059,2.059,1.2690000000000001e-08,5.433e-12
3862,424.09,0.9433,0.9433,4.001e-09,5.287000000000001e-12
3863,424.14,0.4201,0.4201,1.227e-09,5.050999999999999e-12
3864,424.19,0.1819,0.1819,3.659e-10,4.723e-12
3865,424.24,0.07662000000000001,0.07662000000000001,1.061e-10,4.315e-12
3866,424.29,0.03138,0.03138,2.99e-11,3.846e-12
3867,424.34,0.012490000000000001,0.012490000000000001,8.196e-12,3.3410000000000004e-12
3868,424.39,0.004838,0.004838,2.1840000000000004e-12,2.827e-12
3869,424.44,0.0018219999999999998,0.0018219999999999998,5.66e-13,2.328e-12
3870,424.49,0.000667,0.000667,1.426e-13,1.867e-12
3871,424.54,0.0002375,0.0002375,3.493e-14,1.4559999999999999e-12
3872,424.59,8.221e-05,8.221e-05,0,1.106e-12
3873,424.64,2.768e-05,2.768e-05,0,8.169e-13
3874,424.69,9.061e-06,9.061e-06,0,5.879e-13
3875,424.74,2.884e-06,2.884e-06,0,4.128e-13
3876,424.79,8.928000000000001e-07,8.928000000000001e-07,0,2.839e-13
3877,424.84,2.687e-07,2.687e-07,0,1.932e-13
3878,424.89,7.865e-08,7.865e-08,0,1.328e-13
3879,424.94,2.2389999999999997e-08,2.2389999999999997e-08,0,9.604e-14
3880,424.99,6.195e-09,6.195e-09,0,7.752000000000001e-14
3881,425.04,1.667e-09,1.667e-09,0,7.316e-14
3882,425.09,4.3639999999999996e-10,4.3630000000000003e-10,0,8.002000000000001e-14
3883,425.14,1.111e-10,1.11e-10,0,9.603e-14
3884,425.19,2.7590000000000002e-11,2.747e-11,0,1.196e-13
3885,425.24,1.495e-13,0,0,1.495e-13
3886,425.29,1.841e-13,0,0,1.841e-13
3887,425.34,2.218e-13,0,0,2.218e-13
3888,425.39,2.606e-13,0,0,2.606e-13
3889,425.44,2.981e-13,0,0,2.981e-13
3890,425.49,3.319e-13,0,0,3.319e-13
3891,425.54,3.595e-13,0,0,3.595e-13
3892,425.59,3.788e-13,0,0,3.788e-13
3893,425.64,3.883e-13,0,0,3.883e-13
3894,425.69,3.873e-13,0,0,3.873e-13
3895,425.74,1.561e-12,1.185e-12,0,3.757e-13
3896,425.79,5.0739999999999996e-12,4.72e-12,0,3.546e-13
3897,425.84,1.8620000000000003e-11,1.829e-11,0,3.256e-13
3898,425.89,6.927e-11,6.898e-11,0,2.909e-13
3899,425.94,2.534e-10,2.531e-10,0,2.53e-13
3900,425.99,9.042e-10,9.04e-10,0,2.144e-13
3901,426.04,3.1419999999999997e-09,3.1419999999999997e-09,0,1.774e-13
3902,426.09,1.062e-08,1.062e-08,0,1.439e-13
3903,426.14,3.4960000000000003e-08,3.4960000000000003e-08,0,1.158e-13
3904,426.19,1.12e-07,1.1189999999999999e-07,0,9.45e-14
3905,426.24,3.489e-07,3.489e-07,0,8.145e-14
3906,426.29,1.058e-06,1.058e-06,0,7.84e-14
3907,426.34,3.122e-06,3.122e-06,0,8.769e-14
3908,426.39,8.962999999999999e-06,8.962999999999999e-06,0,1.125e-13
3909,426.44,2.505e-05,2.505e-05,0,1.573e-13
3910,426.49,6.81e-05,6.81e-05,0,2.278e-13
3911,426.54,0.0001802,0.0001802,0,3.311e-13
3912,426.59,0.00046399999999999995,0.00046399999999999995,0,4.755e-13
3913,426.64,0.001163,0.001163,0,6.699e-13
3914,426.69,0.0028350000000000003,0.0028350000000000003,0,9.232e-13
3915,426.74,0.006726,0.006726,0,1.2429999999999999e-12
3916,426.79,0.01553,0.01553,0,1.6349999999999998e-12
3917,426.84,0.03489,0.03489,0,2.1019999999999997e-12
3918,426.89,0.07629,0.07629,0,2.64e-12
3919,426.94,0.1623,0.1623,0,3.2439999999999995e-12
3920,426.99,0.3361,0.3361,0,3.9e-12
3921,427.04,0.6771,0.6771,0,4.593999999999999e-12
3922,427.09,1.328,1.328,0,5.306e-12
3923,427.14,2.533,2.533,0,6.017000000000001e-12
3924,427.19,4.702,4.702,0,6.71e-12
3925,427.24,8.496,8.496,0,7.371000000000002e-12
3926,427.29,14.94,14.94,0,7.992e-12
3927,427.34,25.55,25.55,0,8.568e-12
3928,427.39,42.54,42.54,0,9.1e-12
3929,427.44,68.93,68.93,0,9.591e-12
3930,427.49,108.7,108.7,0,1.0039999999999998e-11
3931,427.54,166.7,166.7,0,1.0449999999999998e-11
3932,427.59,248.9,248.9,0,1.0820000000000001e-11
3933,427.64,361.7,361.7,0,1.112e-11
3934,427.69,511.6,511.6,0,1.135e-11
3935,427.74,704.1,704.1,0,1.1480000000000002e-11
3936,427.79,943.2,943.2,0,1.1499999999999999e-11
3937,427.84,1230.0,1230.0,0,1.139e-11
3938,427.89,1562.0,1562.0,0,1.1150000000000002e-11
3939,427.94,1930.0,1930.0,0,1.0789999999999999e-11
3940,427.99,2324.0,2324.0,0,1.031e-11
3941,428.04,2727.0,2727.0,0,9.756e-12
3942,428.09,3118.0,3118.0,0,9.147e-12
3943,428.14,3478.0,3478.0,0,8.517999999999999e-12
3944,428.19,3789.0,3789.0,0,7.897e-12
3945,428.24,4035.0,4035.0,0,7.306e-12
3946,428.29,4209.0,4209.0,0,6.758999999999999e-12
3947,428.34,4310.0,4310.0,0,6.263999999999999e-12
3948,428.39,4344.0,4344.0,0,5.820000000000001e-12
3949,428.44,4326.0,4326.0,0,5.4239999999999995e-12
3950,428.49,4272.0,4272.0,0,5.0710000000000005e-12
3951,428.54,4200.0,4200.0,0,4.756e-12
3952,428.59,4127.0,4127.0,0,4.4749999999999994e-12
3953,428.64,4062.0,4062.0,0,4.228e-12
3954,428.69,4011.0,4011.0,0,4.013e-12
3955,428.74,3970.0,3970.0,0,3.829e-12
3956,428.79,3930.0,3930.0,0,3.676e-12
3957,428.84,3878.0,3878.0,0,3.5499999999999996e-12
3958,428.89,3801.0,3801.0,0,3.4460000000000005e-12
3959,428.94,3686.0,3686.0,0,3.362e-12
3960,428.99,3528.0,3528.0,0,3.2910000000000004e-12
3961,429.04,3326.0,3326.0,0,3.234e-12
3962,429.09,3088.0,3088.0,0,3.191e-12
3963,429.14,2826.0,2826.0,0,3.171e-12
3964,429.19,2560.0,2560.0,0,3.1860000000000004e-12
3965,429.24,2313.0,2313.0,0,3.258e-12
3966,429.29,2109.0,2109.0,0,3.4189999999999995e-12
3967,429.34,1974.0,1974.0,0,3.71e-12
3968,429.39,1928.0,1928.0,0,4.189e-12
