,Wavelength,Sum,Ca I (1.7e-02),Ca II (8.9e-01),Ca III (9.1e-02)
0,200.11,7.604e-09,0,0,7.604e-09
1,200.16,7.674e-09,0,0,7.674e-09
2,200.21,6.852e-09,0,0,6.852e-09
3,200.26,5.415e-09,0,0,5.415e-09
4,200.31,3.792e-09,0,0,3.792e-09
5,200.36,2.357e-09,0,0,2.357e-09
6,200.41,1.302e-09,0,0,1.302e-09
7,200.46,6.418999999999999e-10,0,0,6.418999999999999e-10
8,200.51,2.833e-10,0,0,2.833e-10
9,200.56,1.125e-10,0,0,1.125e-10
10,200.61,4.045e-11,0,0,4.045e-11
11,200.66,1.325e-11,0,0,1.325e-11
12,200.72,3.145e-12,0,0,3.145e-12
13,200.77,1.123e-12,0,0,1.123e-12
14,200.82,1.5119999999999998e-12,0,0,1.5119999999999998e-12
15,200.87,5.296000000000001e-12,0,0,5.296000000000001e-12
16,200.92,1.8690000000000002e-11,0,0,1.8690000000000002e-11
17,200.97,5.878e-11,0,0,5.878e-11
18,201.02,1.635e-10,0,0,1.635e-10
19,201.07,4.0210000000000004e-10,0,0,4.0210000000000004e-10
20,201.12,8.740000000000001e-10,0,0,8.740000000000001e-10
21,201.17,1.6800000000000002e-09,0,0,1.6800000000000002e-09
22,201.22,2.854e-09,0,0,2.854e-09
23,201.27,4.2859999999999995e-09,0,0,4.2859999999999995e-09
24,201.32,5.691e-09,0,0,5.691e-09
25,201.37,6.68e-09,0,0,6.68e-09
26,201.42,6.934e-09,0,0,6.934e-09
27,201.47,6.3660000000000006e-09,0,0,6.3660000000000006e-09
28,201.52,5.174999999999999e-09,0,0,5.174999999999999e-09
29,201.57,3.7390000000000004e-09,0,0,3.7390000000000004e-09
30,201.62,2.426e-09,0,0,2.426e-09
31,201.67,1.4560000000000001e-09,0,0,1.4560000000000001e-09
32,201.72,8.709e-10,0,0,8.709e-10
33,201.77,5.847000000000001e-10,0,0,5.847000000000001e-10
34,201.82,4.708000000000001e-10,0,0,4.708000000000001e-10
35,201.87,4.211e-10,0,0,4.211e-10
36,201.92,3.7199999999999996e-10,0,0,3.7199999999999996e-10
37,201.97,3.03e-10,0,0,3.03e-10
38,202.02,2.2149999999999998e-10,0,0,2.2149999999999998e-10
39,202.07,1.441e-10,0,0,1.441e-10
40,202.12,8.381999999999999e-11,0,0,8.381999999999999e-11
41,202.17,4.548e-11,0,0,4.548e-11
42,202.22,2.823e-11,0,0,2.823e-11
43,202.27,3.02e-11,0,0,3.02e-11
44,202.32,5.178e-11,0,0,5.178e-11
45,202.37,9.525000000000001e-11,0,0,9.525000000000001e-11
46,202.42,1.612e-10,0,0,1.612e-10
47,202.47,2.435e-10,0,0,2.435e-10
48,202.52,3.27e-10,0,0,3.27e-10
49,202.57,3.9010000000000003e-10,0,0,3.9010000000000003e-10
50,202.62,4.1410000000000005e-10,0,0,4.1410000000000005e-10
51,202.67,3.918e-10,0,0,3.918e-10
52,202.72,3.311e-10,0,0,3.311e-10
53,202.77,2.5090000000000003e-10,0,0,2.5090000000000003e-10
54,202.82,1.7159999999999998e-10,0,0,1.7159999999999998e-10
55,202.87,1.082e-10,0,0,1.082e-10
56,202.92,6.862999999999999e-11,0,0,6.862999999999999e-11
57,202.97,5.6310000000000004e-11,0,0,5.6310000000000004e-11
58,203.02,7.522e-11,0,0,7.522e-11
59,203.07,1.313e-10,0,0,1.313e-10
60,203.12,2.292e-10,0,0,2.292e-10
61,203.17,3.6450000000000003e-10,0,0,3.6450000000000003e-10
62,203.22,5.167000000000001e-10,0,0,5.167000000000001e-10
63,203.27,6.5e-10,0,0,6.5e-10
64,203.32,7.246e-10,0,0,7.246e-10
65,203.37,7.159e-10,0,0,7.159e-10
66,203.42,6.267999999999999e-10,0,0,6.267999999999999e-10
67,203.47,4.868e-10,0,0,4.868e-10
68,203.52,3.37e-10,0,0,3.37e-10
69,203.57,2.154e-10,0,0,2.154e-10
70,203.62,1.549e-10,0,0,1.549e-10
71,203.67,2.0380000000000004e-10,0,0,2.0380000000000004e-10
72,203.72,4.728000000000001e-10,0,0,4.728000000000001e-10
73,203.77,1.199e-09,0,0,1.199e-09
74,203.82,2.7929999999999998e-09,0,0,2.7929999999999998e-09
75,203.87,5.800999999999999e-09,0,0,5.800999999999999e-09
76,203.92,1.07e-08,0,0,1.07e-08
77,203.97,1.749e-08,0,0,1.749e-08
78,204.02,2.5369999999999998e-08,0,0,2.5369999999999998e-08
79,204.07,3.264e-08,0,0,3.264e-08
80,204.12,3.7239999999999995e-08,0,0,3.7239999999999995e-08
81,204.17,3.77e-08,0,0,3.77e-08
82,204.22,3.386e-08,0,0,3.386e-08
83,204.27,2.699e-08,0,0,2.699e-08
84,204.32,1.913e-08,0,0,1.913e-08
85,204.37,1.2109999999999999e-08,0,0,1.2109999999999999e-08
86,204.42,6.9289999999999995e-09,0,0,6.9289999999999995e-09
87,204.47,3.7119999999999996e-09,0,0,3.7119999999999996e-09
88,204.52,2.013e-09,0,0,2.013e-09
89,204.57,1.243e-09,0,0,1.243e-09
90,204.62,9.208999999999999e-10,0,0,9.208999999999999e-10
91,204.67,7.566000000000001e-10,0,0,7.566000000000001e-10
92,204.72,6.192999999999999e-10,0,0,6.192999999999999e-10
93,204.77,4.754e-10,0,0,4.754e-10
94,204.82,3.341e-10,0,0,3.341e-10
95,204.87,2.131e-10,0,0,2.131e-10
96,204.92,1.229e-10,0,0,1.229e-10
97,204.97,6.398e-11,0,0,6.398e-11
98,205.02,3.037e-11,0,0,3.037e-11
99,205.07,1.461e-11,0,0,1.461e-11
100,205.12,1.25e-11,0,0,1.25e-11
101,205.17,2.782e-11,0,0,2.782e-11
102,205.22,7.92e-11,0,0,7.92e-11
103,205.27,2.101e-10,0,0,2.101e-10
104,205.32,4.978e-10,0,0,4.978e-10
105,205.37,1.048e-09,0,0,1.048e-09
106,205.42,1.961e-09,0,0,1.961e-09
107,205.47,3.2610000000000002e-09,0,0,3.2610000000000002e-09
108,205.52,4.816e-09,0,0,4.816e-09
109,205.57,6.321e-09,0,0,6.321e-09
110,205.62,7.3709999999999995e-09,0,0,7.3709999999999995e-09
111,205.67,7.637e-09,0,0,7.637e-09
112,205.72,7.030999999999999e-09,0,0,7.030999999999999e-09
113,205.77,5.752000000000001e-09,0,0,5.752000000000001e-09
114,205.82,4.181e-09,0,0,4.181e-09
115,205.87,2.7039999999999998e-09,0,0,2.7039999999999998e-09
116,205.92,1.56e-09,0,0,1.56e-09
117,205.97,8.114e-10,0,0,8.114e-10
118,206.02,3.9639999999999994e-10,0,0,3.9639999999999994e-10
119,206.07,2.0500000000000002e-10,0,0,2.0500000000000002e-10
120,206.12,1.38e-10,0,0,1.38e-10
121,206.17,1.27e-10,0,0,1.27e-10
122,206.22,1.325e-10,0,0,1.325e-10
123,206.27,1.3519999999999998e-10,0,0,1.3519999999999998e-10
124,206.32,1.28e-10,0,0,1.28e-10
125,206.37,1.1090000000000001e-10,0,0,1.1090000000000001e-10
126,206.42,8.744e-11,0,0,8.744e-11
127,206.47,6.273e-11,0,0,6.273e-11
128,206.52,4.0829999999999996e-11,0,0,4.0829999999999996e-11
129,206.57,2.4069999999999997e-11,0,0,2.4069999999999997e-11
130,206.62,1.281e-11,0,0,1.281e-11
131,206.67,6.1360000000000005e-12,0,0,6.1360000000000005e-12
132,206.72,2.641e-12,0,0,2.641e-12
133,206.77,1.0199999999999999e-12,0,0,1.0199999999999999e-12
134,206.82,3.582e-13,0,0,3.582e-13
135,206.87,1.374e-13,0,0,1.374e-13
136,206.92,1.424e-13,0,0,1.424e-13
137,206.97,3.974e-13,0,0,3.974e-13
138,207.02,1.205e-12,0,0,1.205e-12
139,207.07,3.3060000000000003e-12,0,0,3.3060000000000003e-12
140,207.12,8.086000000000001e-12,0,0,8.086000000000001e-12
141,207.17,1.761e-11,0,0,1.761e-11
142,207.22,3.4159999999999995e-11,0,0,3.4159999999999995e-11
143,207.27,5.906e-11,0,0,5.906e-11
144,207.32,9.112e-11,0,0,9.112e-11
145,207.37,1.259e-10,0,0,1.259e-10
146,207.42,1.574e-10,0,0,1.574e-10
147,207.47,1.818e-10,0,0,1.818e-10
148,207.52,2.033e-10,0,0,2.033e-10
149,207.57,2.363e-10,0,0,2.363e-10
150,207.62,3.027e-10,0,0,3.027e-10
151,207.67,4.211e-10,0,0,4.211e-10
152,207.72,5.929e-10,0,0,5.929e-10
153,207.77,7.923999999999999e-10,0,0,7.923999999999999e-10
154,207.82,9.694e-10,0,0,9.694e-10
155,207.87,1.068e-09,0,0,1.068e-09
156,207.92,1.053e-09,0,0,1.053e-09
157,207.97,9.260999999999999e-10,0,0,9.260999999999999e-10
158,208.02,7.261000000000001e-10,0,0,7.261000000000001e-10
159,208.07,5.072e-10,0,0,5.072e-10
160,208.12,3.1560000000000003e-10,0,0,3.1560000000000003e-10
161,208.17,1.749e-10,0,0,1.749e-10
162,208.22,8.637000000000001e-11,0,0,8.637000000000001e-11
163,208.27,3.799e-11,0,0,3.799e-11
164,208.32,1.488e-11,0,0,1.488e-11
165,208.37,5.193e-12,0,0,5.193e-12
166,208.42,1.6140000000000002e-12,0,0,1.6140000000000002e-12
167,208.47,4.47e-13,0,0,4.47e-13
168,208.52,1.102e-13,0,0,1.102e-13
169,208.57,2.422e-14,0,0,2.422e-14
170,208.62,4.739e-15,0,0,4.739e-15
171,208.67,8.261000000000001e-16,0,0,8.261000000000001e-16
172,208.72,1.283e-16,0,0,1.283e-16
173,208.77,1.774e-17,0,0,1.774e-17
174,208.82,2.213e-18,0,0,2.213e-18
175,208.87,5.156e-19,0,0,5.156e-19
176,208.92,2.436e-18,0,0,2.436e-18
177,208.97,1.884e-17,0,0,1.884e-17
178,209.02,1.313e-16,0,0,1.313e-16
179,209.07,1.056e-11,0,1.056e-11,8.166999999999999e-16
180,209.12,1.685e-10,0,1.685e-10,4.5359999999999996e-15
181,209.17,2.399e-09,0,2.399e-09,2.249e-14
182,209.22,3.052e-08,0,3.052e-08,9.952e-14
183,209.27,3.467e-07,0,3.467e-07,3.932e-13
184,209.32,3.518e-06,0,3.518e-06,1.3859999999999997e-12
185,209.37,3.188e-05,0,3.188e-05,4.365e-12
186,209.42,0.000258,0,0.000258,1.227e-11
187,209.47,0.001865,0,0.001865,3.077e-11
188,209.52,0.01204,0,0.01204,6.889000000000001e-11
189,209.57,0.06942000000000001,0,0.06942000000000001,1.377e-10
190,209.62,0.3575,0,0.3575,2.457e-10
191,209.67,1.6440000000000001,0,1.6440000000000001,3.914e-10
192,209.72,6.754,0,6.754,5.565e-10
193,209.77,24.78,0,24.78,7.064e-10
194,209.82,81.2,0,81.2,8.004e-10
195,209.87,237.6,0,237.6,8.094999999999999e-10
196,209.92,621.0,0,621.0,7.309e-10
197,209.97,1450.0,0,1450.0,5.891000000000001e-10
198,210.02,3022.0,0,3022.0,4.238e-10
199,210.07,5628.0,0,5628.0,2.722e-10
200,210.12,9359.0,0,9359.0,1.5609999999999998e-10
201,210.17,13900.0,0,13900.0,7.995e-11
202,210.22,18440.0,0,18440.0,3.678e-11
203,210.27,21850.0,0,21850.0,1.573e-11
204,210.32,23120.0,0,23120.0,7.594999999999999e-12
205,210.37,21850.0,0,21850.0,6.7179999999999994e-12
206,210.42,18440.0,0,18440.0,1.059e-11
207,210.47,13900.0,0,13900.0,1.8440000000000003e-11
208,210.52,9359.0,0,9359.0,2.974e-11
209,210.57,5628.0,0,5628.0,4.309e-11
210,210.62,3025.0,0,3025.0,5.5829999999999996e-11
211,210.67,1460.0,0,1460.0,6.464e-11
212,210.72,659.1,0,659.1,6.689e-11
213,210.77,364.4,0,364.4,6.197999999999999e-11
214,210.82,458.3,0,458.3,5.1840000000000005e-11
215,210.87,1028.0,0,1028.0,4.0749999999999995e-11
216,210.92,2393.0,0,2393.0,3.532e-11
217,210.97,5077.0,0,5077.0,4.640999999999999e-11
218,211.02,9655.0,0,9655.0,9.370999999999999e-11
219,211.07,16420.0,0,16420.0,2.1169999999999998e-10
220,211.12,24990.0,0,24990.0,4.517e-10
221,211.17,34000.0,0,34000.0,8.715e-10
222,211.22,41380.0,0,41380.0,1.507e-09
223,211.27,45030.0,0,45030.0,2.33e-09
224,211.32,43830.0,0,43830.0,3.2229999999999997e-09
225,211.37,38160.0,0,38160.0,3.986e-09
226,211.42,29720.0,0,29720.0,4.4080000000000005e-09
227,211.47,20700.0,0,20700.0,4.359e-09
228,211.52,12900.0,0,12900.0,3.8550000000000004e-09
229,211.57,7187.0,0,7187.0,3.0480000000000002e-09
230,211.62,3583.0,0,3583.0,2.155e-09
231,211.67,1598.0,0,1598.0,1.363e-09
232,211.72,637.4,0,637.4,7.742000000000001e-10
233,211.77,227.5,0,227.5,4.032e-10
234,211.82,72.62,0,72.62,2.187e-10
235,211.87,20.74,0,20.74,1.885e-10
236,211.92,5.301,0,5.301,3.141e-10
237,211.97,1.212,0,1.212,6.422e-10
238,212.02,0.2479,0,0.2479,1.25e-09
239,212.07,0.04551,0,0.04551,2.197e-09
240,212.12,0.008161,0,0.008161,3.463e-09
241,212.17,0.0047799999999999995,0,0.0047799999999999995,4.89e-09
242,212.22,0.016880000000000003,0,0.016880000000000003,6.189e-09
243,212.27,0.06802000000000001,0,0.06802000000000001,7.033e-09
244,212.32,0.2475,0,0.2475,7.209e-09
245,212.37,0.8077,0,0.8077,6.728e-09
246,212.42,2.364,0,2.364,5.836e-09
247,212.47,6.212999999999999,0,6.212999999999999,4.887e-09
248,212.52,14.7,0,14.7,4.1760000000000005e-09
249,212.57,31.45,0,31.45,3.818e-09
250,212.62,61.25,0,61.25,3.746e-09
251,212.67,109.9,0,109.9,3.791e-09
252,212.72,184.7,0,184.7,3.8e-09
253,212.77,297.1,0,297.1,3.6919999999999997e-09
254,212.82,466.7,0,466.7,3.4610000000000004e-09
255,212.87,722.6,0,722.6,3.132e-09
256,212.92,1095.0,0,1095.0,2.7300000000000003e-09
257,212.97,1596.0,0,1596.0,2.2819999999999998e-09
258,213.02,2190.0,0,2190.0,1.8310000000000002e-09
259,213.07,2783.0,0,2783.0,1.449e-09
260,213.12,3240.0,0,3240.0,1.212e-09
261,213.17,3432.0,0,3432.0,1.1759999999999999e-09
262,213.22,3295.0,0,3295.0,1.3420000000000001e-09
263,213.27,2863.0,0,2863.0,1.645e-09
264,213.32,2248.0,0,2248.0,1.966e-09
265,213.37,1595.0,0,1595.0,2.178e-09
266,213.42,1022.0,0,1022.0,2.188e-09
267,213.47,591.2,0,591.2,1.98e-09
268,213.52,308.7,0,308.7,1.612e-09
269,213.57,145.5,0,145.5,1.1890000000000001e-09
270,213.62,61.82,0,61.82,8.208e-10
271,213.67,23.68,0,23.68,5.882e-10
272,213.72,8.176,0,8.176,5.392000000000001e-10
273,213.77,2.542,1.8890000000000002e-14,2.542,6.934999999999999e-10
274,213.82,0.7114,3.039e-13,0.7114,1.0440000000000001e-09
275,213.87,0.1791,4.386999999999999e-12,0.1791,1.545e-09
276,213.92,0.04055,5.684000000000001e-11,0.04055,2.103e-09
277,213.97,0.008251999999999999,6.610000000000001e-10,0.008251999999999999,2.584e-09
278,214.02,0.001509,6.9e-09,0.001509,2.852e-09
279,214.07,0.0002478,6.464e-08,0.0002477,2.8270000000000003e-09
280,214.12,3.706e-05,5.436e-07,3.652e-05,2.518e-09
281,214.17,8.936e-06,4.103e-06,4.831e-06,2.021e-09
282,214.22,2.837e-05,2.779e-05,5.736e-07,1.468e-09
283,214.27,0.0001691,0.000169,6.108e-08,9.733e-10
284,214.32,0.0009222000000000001,0.0009222000000000001,5.834e-09,5.993e-10
285,214.37,0.004517,0.004517,4.997e-10,3.518e-10
286,214.42,0.01986,0.01986,3.837e-11,2.036e-10
287,214.47,0.07837000000000001,0.07837000000000001,2.5920000000000003e-12,1.1940000000000002e-10
288,214.52,0.2776,0.2776,1.604e-13,7.115000000000001e-11
289,214.57,0.8823,0.8823,0,4.219e-11
290,214.62,2.517,2.517,0,2.459e-11
291,214.67,6.447,6.447,0,1.551e-11
292,214.72,14.82,14.82,0,1.568e-11
293,214.77,30.57,30.57,0,3.066e-11
294,214.82,56.61,56.61,0,7.422e-11
295,214.87,94.08,94.08,0,1.72e-10
296,214.92,140.3,140.3,0,3.616e-10
297,214.97,187.9,187.9,0,6.833e-10
298,215.02,225.8,225.8,0,1.159e-09
299,215.07,243.5,243.5,0,1.7660000000000001e-09
300,215.12,235.8,235.8,0,2.415e-09
301,215.17,204.9,204.9,0,2.965e-09
302,215.22,159.8,159.8,0,3.267e-09
303,215.27,111.8,111.8,0,3.232e-09
304,215.32,70.27,70.27,0,2.871e-09
305,215.37,39.62,39.62,0,2.288e-09
306,215.42,20.06,20.06,0,1.638e-09
307,215.47,9.111,9.111,0,1.052e-09
308,215.52,3.715,3.715,0,6.068e-10
309,215.57,1.36,1.36,0,3.141e-10
310,215.62,0.4466,0.4466,0,1.46e-10
311,215.67,0.1317,0.1317,0,6.093e-11
312,215.72,0.034839999999999996,0.034839999999999996,0,2.288e-11
313,215.77,0.008275,0.008275,0,7.913e-12
314,215.82,0.0017640000000000002,0.0017640000000000002,0,3.0950000000000004e-12
315,215.87,0.0003375,0.0003375,0,2.872e-12
316,215.92,5.796e-05,5.796e-05,0,5.962000000000001e-12
317,215.97,8.934e-06,8.934e-06,0,1.354e-11
318,216.02,1.236e-06,1.236e-06,0,2.8239999999999998e-11
319,216.07,1.535e-07,1.535e-07,0,5.3030000000000003e-11
320,216.12,1.72e-08,1.711e-08,0,8.95e-11
321,216.17,1.847e-09,1.711e-09,0,1.358e-10
322,216.22,3.387e-10,1.536e-10,0,1.8509999999999999e-10
323,216.27,2.3910000000000003e-10,1.2380000000000002e-11,0,2.267e-10
324,216.32,2.505e-10,8.955e-13,0,2.496e-10
325,216.37,2.47e-10,5.813999999999999e-14,0,2.469e-10
326,216.42,2.196e-10,0,0,2.196e-10
327,216.47,1.755e-10,0,0,1.755e-10
328,216.52,1.263e-10,0,0,1.263e-10
329,216.57,8.234999999999999e-11,0,0,8.234999999999999e-11
330,216.62,5.0609999999999994e-11,0,0,5.0609999999999994e-11
331,216.67,3.481e-11,0,0,3.481e-11
332,216.72,3.872e-11,0,0,3.872e-11
333,216.77,6.993999999999999e-11,0,0,6.993999999999999e-11
334,216.82,1.42e-10,0,0,1.42e-10
335,216.87,2.72e-10,0,0,2.72e-10
336,216.92,4.73e-10,0,0,4.73e-10
337,216.97,7.413e-10,0,0,7.413e-10
338,217.02,1.046e-09,0,0,1.046e-09
339,217.07,1.327e-09,0,0,1.327e-09
340,217.12,1.515e-09,0,0,1.515e-09
341,217.17,1.5559999999999998e-09,0,0,1.5559999999999998e-09
342,217.22,1.4380000000000002e-09,0,0,1.4380000000000002e-09
343,217.27,1.196e-09,0,0,1.196e-09
344,217.32,8.956e-10,0,0,8.956e-10
345,217.37,6.062e-10,0,0,6.062e-10
346,217.42,3.7650000000000004e-10,0,0,3.7650000000000004e-10
347,217.47,2.279e-10,0,0,2.279e-10
348,217.52,1.611e-10,0,0,1.611e-10
349,217.57,1.671e-10,0,0,1.671e-10
350,217.62,2.343e-10,0,0,2.343e-10
351,217.67,3.4819999999999995e-10,0,0,3.4819999999999995e-10
352,217.72,4.871e-10,0,0,4.871e-10
353,217.77,6.208e-10,0,0,6.208e-10
354,217.82,7.162000000000001e-10,0,0,7.162000000000001e-10
355,217.87,7.491e-10,0,0,7.491e-10
356,217.92,7.148000000000001e-10,0,0,7.148000000000001e-10
357,217.97,6.300999999999999e-10,0,0,6.300999999999999e-10
358,218.02,5.241000000000001e-10,0,0,5.241000000000001e-10
359,218.07,4.242e-10,0,0,4.242e-10
360,218.12,3.449e-10,0,0,3.449e-10
361,218.17,2.862e-10,0,0,2.862e-10
362,218.22,2.393e-10,0,0,2.393e-10
363,218.27,1.9550000000000002e-10,0,0,1.9550000000000002e-10
364,218.32,1.513e-10,0,0,1.513e-10
365,218.37,1.0840000000000001e-10,0,0,1.0840000000000001e-10
366,218.42,7.092e-11,0,0,7.092e-11
367,218.47,4.411e-11,0,2.004e-12,4.21e-11
368,218.52,5.1279999999999996e-11,0,2.865e-11,2.2629999999999997e-11
369,218.57,3.8060000000000006e-10,0,3.6949999999999996e-10,1.1099999999999999e-11
370,218.62,4.301e-09,0,4.296e-09,5.291e-12
371,218.67,4.504e-08,0,4.503e-08,3.301e-12
372,218.72,4.257e-07,0,4.257e-07,4.132e-12
373,218.77,3.6280000000000002e-06,4.778e-13,3.6280000000000002e-06,7.791e-12
374,218.82,2.788e-05,6.646e-12,2.788e-05,1.498e-11
375,218.87,0.0001932,8.338e-11,0.0001932,2.647e-11
376,218.92,0.001207,9.433999999999999e-10,0.001207,4.226e-11
377,218.97,0.006798,9.627e-09,0.006798,6.085e-11
378,219.02,0.03453,8.86e-08,0.03453,7.894e-11
379,219.07,0.1581,7.355e-07,0.1581,9.229000000000001e-11
380,219.12,0.653,5.507000000000001e-06,0.653,9.722e-11
381,219.17,2.432,3.718e-05,2.431,9.229000000000001e-11
382,219.22,8.163,0.00022640000000000003,8.163,7.894e-11
383,219.27,24.71,0.0012439999999999999,24.71,6.085e-11
384,219.32,67.45,0.006162,67.44,4.226e-11
385,219.37,166.0,0.027530000000000002,166.0,2.6449999999999997e-11
386,219.42,368.4,0.1109,368.3,1.4920000000000002e-11
387,219.47,737.3,0.4032,736.9,7.582e-12
388,219.52,1331.0,1.3219999999999998,1329.0,3.475e-12
389,219.57,2166.0,3.908,2162.0,1.4480000000000003e-12
390,219.62,3182.0,10.42,3172.0,5.93e-13
391,219.67,4219.0,25.06,4194.0,3.848e-13
392,219.72,5056.0,54.35,5001.0,6.908e-13
393,219.77,5484.0,106.3,5377.0,1.791e-12
394,219.82,5400.0,187.6,5213.0,4.481e-12
395,219.87,4855.0,298.5,4557.0,1.0220000000000001e-11
396,219.92,4020.0,428.5,3591.0,2.113e-11
397,219.97,3107.0,554.6,2552.0,3.971e-11
398,220.02,2283.0,647.5,1635.0,6.797e-11
399,220.07,1627.0,681.8,944.8,1.064e-10
400,220.12,1140.0,647.5,492.3,1.53e-10
401,220.17,786.4,554.6,231.8,2.033e-10
402,220.22,528.8,428.5,100.3,2.51e-10
403,220.27,344.5,298.5,45.92,2.892e-10
404,220.32,227.7,187.6,40.05,3.1219999999999997e-10
405,220.37,188.4,106.3,82.11,3.157e-10
406,220.42,258.1,54.35,203.7,2.9839999999999997e-10
407,220.47,499.8,25.06,474.7,2.626e-10
408,220.52,1013.0,10.42,1003.0,2.139e-10
409,220.57,1916.0,3.908,1913.0,1.6030000000000003e-10
410,220.62,3294.0,1.3219999999999998,3293.0,1.1009999999999999e-10
411,220.67,5117.0,0.4032,5116.0,6.897e-11
412,220.72,7176.0,0.1109,7176.0,3.929e-11
413,220.77,9083.0,0.027530000000000002,9083.0,2.03e-11
414,220.82,10380.0,0.006162,10380.0,9.5e-12
415,220.87,10700.0,0.0012439999999999999,10700.0,4.021e-12
416,220.92,9961.0,0.00022640000000000003,9961.0,1.5390000000000002e-12
417,220.97,8368.0,3.718e-05,8368.0,5.318e-13
418,221.02,6345.0,5.507000000000001e-06,6345.0,1.66e-13
419,221.07,4342.0,7.355e-07,4342.0,4.675e-14
420,221.12,2682.0,8.86e-08,2682.0,1.191e-14
421,221.17,1495.0,9.627e-09,1495.0,2.831e-15
422,221.22,752.5,9.433999999999999e-10,752.5,1.081e-15
423,221.27,341.8,8.338e-11,341.8,2.448e-15
424,221.32,140.1,6.646e-12,140.1,9.615e-15
425,221.37,51.84,4.778e-13,51.84,3.553e-14
426,221.42,17.31,3.0980000000000004e-14,17.31,1.189e-13
427,221.47,5.218,0,5.218,3.592e-13
428,221.52,1.419,0,1.419,9.808e-13
429,221.57,0.3485,0,0.3485,2.42e-12
430,221.62,0.07725,0,0.07725,5.394e-12
431,221.67,0.01545,0,0.01545,1.086e-11
432,221.72,0.00279,0,0.00279,1.977e-11
433,221.77,0.00045460000000000005,0,0.00045460000000000005,3.25e-11
434,221.82,6.686e-05,0,6.686e-05,4.828e-11
435,221.87,8.876e-06,0,8.876e-06,6.479e-11
436,221.92,1.064e-06,0,1.063e-06,7.856999999999999e-11
437,221.97,1.1509999999999999e-07,0,1.15e-07,8.607999999999999e-11
438,222.02,1.131e-08,0,1.123e-08,8.521e-11
439,222.07,1.065e-09,0,9.89e-10,7.620999999999999e-11
440,222.12,1.402e-10,0,7.864e-11,6.159e-11
441,222.17,5.0609999999999994e-11,0,5.6440000000000006e-12,4.497e-11
442,222.22,2.966e-11,0,0,2.966e-11
443,222.27,1.768e-11,0,0,1.768e-11
444,222.32,9.523e-12,0,0,9.523e-12
445,222.37,4.642e-12,0,0,4.642e-12
446,222.42,2.08e-12,0,0,2.08e-12
447,222.47,9.855e-13,0,0,9.855e-13
448,222.52,9.356e-13,0,0,9.356e-13
449,222.57,2.227e-12,0,0,2.227e-12
450,222.62,6.402e-12,0,0,6.402e-12
451,222.67,1.725e-11,0,0,1.725e-11
452,222.72,4.2180000000000003e-11,0,0,4.2180000000000003e-11
453,222.77,9.341e-11,0,0,9.341e-11
454,222.82,1.873e-10,0,0,1.873e-10
455,222.87,3.402e-10,0,0,3.402e-10
456,222.92,5.601000000000001e-10,0,0,5.601000000000001e-10
457,222.97,8.371e-10,0,0,8.371e-10
458,223.02,1.138e-09,0,0,1.138e-09
459,223.07,1.4099999999999999e-09,0,0,1.4099999999999999e-09
460,223.12,1.6e-09,0,0,1.6e-09
461,223.17,1.671e-09,0,0,1.671e-09
462,223.22,1.618e-09,0,0,1.618e-09
463,223.27,1.4630000000000002e-09,0,0,1.4630000000000002e-09
464,223.32,1.246e-09,0,0,1.246e-09
465,223.37,1.0050000000000001e-09,0,0,1.0050000000000001e-09
466,223.42,7.7e-10,0,0,7.7e-10
467,223.47,5.587e-10,0,0,5.587e-10
468,223.52,3.8179999999999996e-10,0,0,3.8179999999999996e-10
469,223.57,2.4380000000000003e-10,0,0,2.4380000000000003e-10
470,223.62,1.443e-10,0,0,1.443e-10
471,223.67,7.862000000000001e-11,0,0,7.862000000000001e-11
472,223.72,3.9229999999999997e-11,0,0,3.9229999999999997e-11
473,223.77,1.7850000000000002e-11,0,0,1.7850000000000002e-11
474,223.82,7.39e-12,0,0,7.39e-12
475,223.87,2.7769999999999996e-12,0,0,2.7769999999999996e-12
476,223.92,9.463e-13,0,0,9.463e-13
477,223.97,2.922e-13,0,0,2.922e-13
478,224.02,8.167000000000001e-14,0,0,8.167000000000001e-14
479,224.07,2.067e-14,0,0,2.067e-14
480,224.12,4.733e-15,0,0,4.733e-15
481,224.17,9.809e-16,0,0,9.809e-16
482,224.22,1.839e-16,0,0,1.839e-16
483,224.27,3.12e-17,0,0,3.12e-17
484,224.32,4.788e-18,0,0,4.788e-18
485,224.37,6.648e-19,0,0,6.648e-19
486,224.42,8.351000000000001e-20,0,0,8.351000000000001e-20
487,224.47,9.489e-21,0,0,9.489e-21
488,224.52,9.754e-22,0,0,9.754e-22
489,224.57,9.071e-23,0,0,9.071e-23
490,224.62,7.631e-24,0,0,7.631e-24
491,224.67,5.808e-25,0,0,5.808e-25
492,224.72,3.998e-26,0,0,3.998e-26
493,225.22,7.765e-30,0,0,7.765e-30
494,225.27,1.108e-28,0,0,1.108e-28
495,225.32,1.435e-27,0,0,1.435e-27
496,225.37,1.685e-26,0,0,1.685e-26
497,225.42,1.795e-25,0,0,1.795e-25
498,225.47,1.7360000000000002e-24,0,0,1.7360000000000002e-24
499,225.52,1.522e-23,0,0,1.522e-23
500,225.57,1.211e-22,0,0,1.211e-22
501,225.62,8.742e-22,0,0,8.742e-22
502,225.67,5.7250000000000005e-21,0,0,5.7250000000000005e-21
503,225.72,3.401e-20,0,0,3.401e-20
