,Wavelength,Sum,Cl I (8.1e-01),Cl II (1.9e-01),Cl III (2.8e-07)
0,221.77,6.608e-29,0,0,6.608e-29
1,221.82,9.274e-28,0,0,9.274e-28
2,221.87,1.1770000000000002e-26,0,0,1.1770000000000002e-26
3,221.92,1.3519999999999998e-25,0,0,1.3519999999999998e-25
4,221.97,1.4040000000000002e-24,0,0,1.4040000000000002e-24
5,222.02,1.318e-23,0,0,1.318e-23
6,222.07,1.1200000000000001e-22,0,0,1.1200000000000001e-22
7,222.12,8.604e-22,0,0,8.604e-22
8,222.17,5.979e-21,0,0,5.979e-21
9,222.22,3.757e-20,0,0,3.757e-20
10,222.27,2.136e-19,0,0,2.136e-19
11,222.32,1.098e-18,0,0,1.098e-18
12,222.37,5.105e-18,0,0,5.105e-18
13,222.42,2.147e-17,0,0,2.147e-17
14,222.47,8.164000000000001e-17,0,0,8.164000000000001e-17
15,222.52,2.8080000000000005e-16,0,0,2.8080000000000005e-16
16,222.57,8.737999999999999e-16,0,0,8.737999999999999e-16
17,222.62,2.459e-15,0,0,2.459e-15
18,222.67,6.257e-15,0,0,6.257e-15
19,222.72,1.44e-14,0,0,1.44e-14
20,222.77,2.998e-14,0,0,2.998e-14
21,222.82,5.645e-14,0,0,5.645e-14
22,222.87,9.612999999999999e-14,0,0,9.612999999999999e-14
23,222.92,1.481e-13,0,0,1.481e-13
24,222.97,2.063e-13,0,0,2.063e-13
25,223.02,2.599e-13,0,0,2.599e-13
26,223.07,2.961e-13,0,0,2.961e-13
27,223.12,3.052e-13,0,0,3.052e-13
28,223.17,2.844e-13,0,0,2.844e-13
29,223.22,2.398e-13,0,0,2.398e-13
30,223.27,1.828e-13,0,0,1.828e-13
31,223.32,1.261e-13,0,0,1.261e-13
32,223.37,7.863999999999999e-14,0,0,7.863999999999999e-14
33,223.42,4.436e-14,0,0,4.436e-14
34,223.47,2.263e-14,0,0,2.263e-14
35,223.52,1.0440000000000001e-14,0,0,1.0440000000000001e-14
36,223.57,4.358e-15,0,0,4.358e-15
37,223.62,1.645e-15,0,0,1.645e-15
38,223.67,5.616000000000001e-16,0,0,5.616000000000001e-16
39,223.72,1.734e-16,0,0,1.734e-16
40,223.77,4.843e-17,0,0,4.843e-17
41,223.82,1.223e-17,0,0,1.223e-17
42,223.87,2.7939999999999995e-18,0,0,2.7939999999999995e-18
43,223.92,5.772999999999999e-19,0,0,5.772999999999999e-19
44,223.97,1.0789999999999998e-19,0,0,1.0789999999999998e-19
45,224.02,1.8230000000000003e-20,0,0,1.8230000000000003e-20
46,224.07,2.787e-21,0,0,2.787e-21
47,224.12,3.9060000000000004e-22,0,0,3.9060000000000004e-22
48,224.17,9.912000000000001e-23,0,0,9.912000000000001e-23
49,224.22,4.461e-22,0,0,4.461e-22
50,224.27,3.454e-21,0,0,3.454e-21
51,224.32,2.4530000000000004e-20,0,0,2.4530000000000004e-20
52,224.37,1.578e-19,0,0,1.578e-19
53,224.42,9.205e-19,0,0,9.205e-19
54,224.47,4.865e-18,0,0,4.865e-18
55,224.52,2.33e-17,0,0,2.33e-17
56,224.57,1.0109999999999999e-16,0,0,1.0109999999999999e-16
57,224.62,3.9760000000000004e-16,0,0,3.9760000000000004e-16
58,224.67,1.417e-15,0,0,1.417e-15
59,224.72,4.5759999999999994e-15,0,0,4.5759999999999994e-15
60,224.77,1.339e-14,0,0,1.339e-14
61,224.82,3.5519999999999997e-14,0,0,3.5519999999999997e-14
62,224.87,8.537e-14,0,0,8.537e-14
63,224.92,1.86e-13,0,0,1.86e-13
64,224.97,3.672e-13,0,0,3.672e-13
65,225.02,6.575e-13,0,0,6.575e-13
66,225.07,1.067e-12,0,0,1.067e-12
67,225.12,1.5730000000000003e-12,0,0,1.5730000000000003e-12
68,225.17,2.1040000000000003e-12,0,0,2.1040000000000003e-12
69,225.22,2.5610000000000005e-12,0,0,2.5610000000000005e-12
70,225.27,2.843e-12,0,0,2.843e-12
71,225.32,2.889e-12,0,0,2.889e-12
72,225.37,2.706e-12,0,0,2.706e-12
73,225.42,2.3580000000000003e-12,0,0,2.3580000000000003e-12
74,225.47,1.935e-12,0,0,1.935e-12
75,225.52,1.516e-12,0,0,1.516e-12
76,225.57,1.1479999999999998e-12,0,0,1.1479999999999998e-12
77,225.62,8.453e-13,0,0,8.453e-13
78,225.67,6.026e-13,0,0,6.026e-13
79,225.72,4.114e-13,0,0,4.114e-13
80,225.77,2.653e-13,0,0,2.653e-13
81,225.82,1.595e-13,0,0,1.595e-13
82,225.87,8.851e-14,0,0,8.851e-14
83,225.92,4.5039999999999997e-14,0,0,4.5039999999999997e-14
84,225.97,2.0919999999999998e-14,0,0,2.0919999999999998e-14
85,226.02,8.845e-15,0,0,8.845e-15
86,226.07,3.407e-15,0,0,3.407e-15
87,226.12,1.233e-15,0,0,1.233e-15
88,226.17,5.762000000000001e-16,0,0,5.762000000000001e-16
89,226.22,8.703e-16,0,0,8.703e-16
90,226.27,2.647e-15,0,0,2.647e-15
91,226.32,8.167e-15,0,0,8.167e-15
92,226.37,2.307e-14,0,0,2.307e-14
93,226.42,5.919e-14,0,0,5.919e-14
94,226.47,1.378e-13,0,0,1.378e-13
95,226.52,2.911e-13,0,0,2.911e-13
96,226.57,5.581e-13,0,0,5.581e-13
97,226.62,9.708e-13,0,0,9.708e-13
98,226.67,1.5319999999999997e-12,0,0,1.5319999999999997e-12
99,226.72,2.195e-12,0,0,2.195e-12
100,226.77,2.853e-12,0,0,2.853e-12
101,226.82,3.366e-12,0,0,3.366e-12
102,226.87,3.6019999999999998e-12,0,0,3.6019999999999998e-12
103,226.92,3.4989999999999995e-12,0,0,3.4989999999999995e-12
104,226.97,3.0839999999999998e-12,0,0,3.0839999999999998e-12
105,227.02,2.4670000000000003e-12,0,0,2.4670000000000003e-12
106,227.07,1.79e-12,0,0,1.79e-12
107,227.12,1.1790000000000001e-12,0,0,1.1790000000000001e-12
108,227.17,7.053e-13,0,0,7.053e-13
109,227.22,3.845e-13,0,0,3.845e-13
110,227.27,1.954e-13,0,0,1.954e-13
111,227.32,1.047e-13,0,0,1.047e-13
112,227.37,8.672000000000001e-14,0,0,8.672000000000001e-14
113,227.42,1.343e-13,0,0,1.343e-13
114,227.47,2.6e-13,0,0,2.6e-13
115,227.52,4.89e-13,0,0,4.89e-13
116,227.57,8.449e-13,0,0,8.449e-13
117,227.62,1.328e-12,0,0,1.328e-12
118,227.67,1.8969999999999997e-12,0,0,1.8969999999999997e-12
119,227.72,2.4630000000000003e-12,0,0,2.4630000000000003e-12
120,227.77,2.9060000000000003e-12,0,0,2.9060000000000003e-12
121,227.82,3.1239999999999996e-12,0,0,3.1239999999999996e-12
122,227.87,3.0789999999999993e-12,0,0,3.0789999999999993e-12
123,227.92,2.832e-12,0,0,2.832e-12
124,227.97,2.5380000000000003e-12,0,0,2.5380000000000003e-12
125,228.02,2.422e-12,0,0,2.422e-12
126,228.07,2.714e-12,0,0,2.714e-12
127,228.12,3.59e-12,0,0,3.59e-12
128,228.17,5.0949999999999996e-12,0,0,5.0949999999999996e-12
129,228.22,7.083e-12,0,0,7.083e-12
130,228.27,9.208e-12,0,0,9.208e-12
131,228.32,1.0989999999999999e-11,0,0,1.0989999999999999e-11
132,228.37,1.196e-11,0,0,1.196e-11
133,228.42,1.184e-11,0,0,1.184e-11
134,228.47,1.065e-11,0,0,1.065e-11
135,228.52,8.712e-12,0,0,8.712e-12
136,228.57,6.487e-12,0,0,6.487e-12
137,228.62,4.419e-12,0,0,4.419e-12
138,228.67,2.816e-12,0,0,2.816e-12
139,228.72,1.8190000000000002e-12,0,0,1.8190000000000002e-12
140,228.77,1.4609999999999997e-12,0,0,1.4609999999999997e-12
141,228.82,1.7330000000000002e-12,0,0,1.7330000000000002e-12
142,228.87,2.6230000000000004e-12,0,0,2.6230000000000004e-12
143,228.92,4.087e-12,0,0,4.087e-12
144,228.97,5.991000000000001e-12,0,0,5.991000000000001e-12
145,229.02,8.056e-12,0,0,8.056e-12
146,229.07,9.878999999999999e-12,0,0,9.878999999999999e-12
147,229.12,1.103e-11,0,0,1.103e-11
148,229.17,1.1220000000000001e-11,0,0,1.1220000000000001e-11
149,229.22,1.038e-11,0,0,1.038e-11
150,229.27,8.756999999999999e-12,0,0,8.756999999999999e-12
151,229.32,6.747999999999999e-12,0,0,6.747999999999999e-12
152,229.37,4.797e-12,0,0,4.797e-12
153,229.42,3.252e-12,0,0,3.252e-12
154,229.47,2.32e-12,0,0,2.32e-12
155,229.52,2.08e-12,0,0,2.08e-12
156,229.57,2.5250000000000002e-12,0,0,2.5250000000000002e-12
157,229.62,3.5770000000000002e-12,0,0,3.5770000000000002e-12
158,229.67,5.069e-12,0,0,5.069e-12
159,229.72,6.723e-12,0,0,6.723e-12
160,229.77,8.177e-12,0,0,8.177e-12
161,229.82,9.067e-12,0,0,9.067e-12
162,229.87,9.151e-12,0,0,9.151e-12
163,229.92,8.404e-12,0,0,8.404e-12
164,229.97,7.021e-12,0,0,7.021e-12
165,230.02,5.336000000000001e-12,0,0,5.336000000000001e-12
166,230.07,3.688999999999999e-12,0,0,3.688999999999999e-12
167,230.12,2.32e-12,0,0,2.32e-12
168,230.17,1.3270000000000001e-12,0,0,1.3270000000000001e-12
169,230.22,6.909e-13,0,0,6.909e-13
170,230.27,3.271e-13,0,0,3.271e-13
171,230.32,1.409e-13,0,0,1.409e-13
172,230.37,5.5210000000000005e-14,0,0,5.5210000000000005e-14
173,230.42,1.968e-14,0,0,1.968e-14
174,230.47,6.381e-15,0,0,6.381e-15
175,230.52,1.8820000000000002e-15,0,0,1.8820000000000002e-15
176,230.57,5.051000000000001e-16,0,0,5.051000000000001e-16
177,230.62,1.2329999999999998e-16,0,0,1.2329999999999998e-16
178,230.67,2.7379999999999998e-17,0,0,2.7379999999999998e-17
179,230.72,5.532e-18,0,0,5.532e-18
180,230.77,1.017e-18,0,0,1.017e-18
181,230.82,1.6999999999999999e-19,0,0,1.6999999999999999e-19
182,230.87,2.585e-20,0,0,2.585e-20
183,230.92,3.577e-21,0,0,3.577e-21
184,230.97,4.501000000000001e-22,0,0,4.501000000000001e-22
185,231.02,5.154e-23,0,0,5.154e-23
186,231.07,5.3679999999999995e-24,0,0,5.3679999999999995e-24
187,231.12,5.087e-25,0,0,5.087e-25
188,231.17,4.384e-26,0,0,4.384e-26
189,231.22,3.438e-27,0,0,3.438e-27
190,232.63,8.22e-28,0,0,8.22e-28
191,232.68,1.0680000000000001e-26,0,0,1.0680000000000001e-26
192,232.73,1.267e-25,0,0,1.267e-25
193,232.78,1.3719999999999998e-24,0,0,1.3719999999999998e-24
194,232.83,1.3559999999999998e-23,0,0,1.3559999999999998e-23
195,232.88,1.2240000000000001e-22,0,0,1.2240000000000001e-22
196,232.93,1.008e-21,0,0,1.008e-21
197,232.98,7.573e-21,0,0,7.573e-21
198,233.03,5.196e-20,0,0,5.196e-20
199,233.08,3.254e-19,0,0,3.254e-19
200,233.13,1.8599999999999997e-18,0,0,1.8599999999999997e-18
201,233.18,9.702999999999998e-18,0,0,9.702999999999998e-18
202,233.23,4.621e-17,0,0,4.621e-17
203,233.28,2.009e-16,0,0,2.009e-16
204,233.33,7.968999999999999e-16,0,0,7.968999999999999e-16
205,233.38,2.886e-15,0,0,2.886e-15
206,233.43,9.540000000000001e-15,0,0,9.540000000000001e-15
207,233.48,2.8789999999999996e-14,0,0,2.8789999999999996e-14
208,233.53,7.927999999999999e-14,0,0,7.927999999999999e-14
209,233.58,1.993e-13,0,0,1.993e-13
210,233.63,4.573e-13,0,0,4.573e-13
211,233.68,9.578e-13,0,0,9.578e-13
212,233.73,1.831e-12,0,0,1.831e-12
213,233.78,3.1949999999999996e-12,0,0,3.1949999999999996e-12
214,233.83,5.089e-12,0,0,5.089e-12
215,233.88,7.399000000000001e-12,0,0,7.399000000000001e-12
216,233.93,9.817999999999999e-12,0,0,9.817999999999999e-12
217,233.98,1.1889999999999999e-11,0,0,1.1889999999999999e-11
218,234.03,1.315e-11,0,0,1.315e-11
219,234.08,1.327e-11,0,0,1.327e-11
220,234.13,1.222e-11,0,0,1.222e-11
221,234.18,1.0279999999999999e-11,0,0,1.0279999999999999e-11
222,234.23,7.892e-12,0,0,7.892e-12
223,234.28,5.537999999999999e-12,0,0,5.537999999999999e-12
224,234.33,3.5630000000000005e-12,0,0,3.5630000000000005e-12
225,234.38,2.126e-12,0,0,2.126e-12
226,234.43,1.2219999999999998e-12,0,0,1.2219999999999998e-12
227,234.48,7.537e-13,0,0,7.537e-13
228,234.53,5.923e-13,0,0,5.923e-13
229,234.58,6.208e-13,0,0,6.208e-13
230,234.63,7.434e-13,0,0,7.434e-13
231,234.68,8.841e-13,0,0,8.841e-13
232,234.73,9.85e-13,0,0,9.85e-13
233,234.78,1.009e-12,0,0,1.009e-12
234,234.83,9.466e-13,0,0,9.466e-13
235,234.88,8.111e-13,0,0,8.111e-13
236,234.93,6.349e-13,0,0,6.349e-13
237,234.98,4.538e-13,0,0,4.538e-13
238,235.03,2.963e-13,0,0,2.963e-13
239,235.08,1.767e-13,0,0,1.767e-13
240,235.13,9.621e-14,0,0,9.621e-14
241,235.18,4.787e-14,0,0,4.787e-14
242,235.23,2.183e-14,0,0,2.183e-14
243,235.28,9.370999999999999e-15,0,0,9.370999999999999e-15
244,235.33,4.597999999999999e-15,0,0,4.597999999999999e-15
245,235.38,4.758e-15,0,0,4.758e-15
246,235.43,1.0259999999999999e-14,0,0,1.0259999999999999e-14
247,235.48,2.5069999999999998e-14,0,0,2.5069999999999998e-14
248,235.53,5.767000000000001e-14,0,0,5.767000000000001e-14
249,235.58,1.217e-13,0,0,1.217e-13
250,235.63,2.348e-13,0,0,2.348e-13
251,235.68,4.142e-13,0,0,4.142e-13
252,235.73,6.679e-13,0,0,6.679e-13
253,235.78,9.847e-13,0,0,9.847e-13
254,235.83,1.3270000000000001e-12,0,0,1.3270000000000001e-12
255,235.88,1.6349999999999998e-12,0,0,1.6349999999999998e-12
256,235.93,1.8419999999999996e-12,0,0,1.8419999999999996e-12
257,235.98,1.896e-12,0,0,1.896e-12
258,236.03,1.785e-12,0,0,1.785e-12
259,236.08,1.536e-12,0,0,1.536e-12
260,236.13,1.2090000000000002e-12,0,0,1.2090000000000002e-12
261,236.18,8.692e-13,0,0,8.692e-13
262,236.23,5.715e-13,0,0,5.715e-13
263,236.28,3.436e-13,0,0,3.436e-13
264,236.33,1.892e-13,0,0,1.892e-13
265,236.38,9.617000000000001e-14,0,0,9.617000000000001e-14
266,236.43,4.763e-14,0,0,4.763e-14
267,236.48,2.965e-14,0,0,2.965e-14
268,236.53,3.5960000000000005e-14,0,0,3.5960000000000005e-14
269,236.58,6.988999999999999e-14,0,0,6.988999999999999e-14
270,236.63,1.445e-13,0,0,1.445e-13
271,236.68,2.806e-13,0,0,2.806e-13
272,236.73,5.006e-13,0,0,5.006e-13
273,236.78,8.178e-13,0,0,8.178e-13
274,236.83,1.223e-12,0,0,1.223e-12
275,236.88,1.6759999999999997e-12,0,0,1.6759999999999997e-12
276,236.93,2.105e-12,0,0,2.105e-12
277,236.98,2.4239999999999998e-12,0,0,2.4239999999999998e-12
278,237.03,2.5639999999999996e-12,0,0,2.5639999999999996e-12
279,237.08,2.4949999999999998e-12,0,0,2.4949999999999998e-12
280,237.13,2.24e-12,0,0,2.24e-12
281,237.18,1.861e-12,0,0,1.861e-12
282,237.23,1.4380000000000003e-12,0,0,1.4380000000000003e-12
283,237.28,1.04e-12,0,0,1.04e-12
284,237.33,7.094e-13,0,0,7.094e-13
285,237.38,4.637e-13,0,0,4.637e-13
286,237.43,3.018e-13,0,0,3.018e-13
287,237.48,2.179e-13,0,0,2.179e-13
288,237.53,2.109e-13,0,0,2.109e-13
289,237.58,2.891e-13,0,0,2.891e-13
290,237.63,4.672e-13,0,0,4.672e-13
291,237.68,7.572e-13,0,0,7.572e-13
292,237.73,1.1540000000000001e-12,0,0,1.1540000000000001e-12
293,237.78,1.6240000000000001e-12,0,0,1.6240000000000001e-12
294,237.83,2.0950000000000003e-12,0,0,2.0950000000000003e-12
295,237.88,2.476e-12,0,0,2.476e-12
296,237.93,2.68e-12,0,0,2.68e-12
297,237.98,2.656e-12,0,0,2.656e-12
298,238.03,2.4090000000000003e-12,0,0,2.4090000000000003e-12
299,238.08,2.0009999999999997e-12,0,0,2.0009999999999997e-12
300,238.13,1.5219999999999998e-12,0,0,1.5219999999999998e-12
301,238.18,1.06e-12,0,0,1.06e-12
302,238.23,6.775e-13,0,0,6.775e-13
303,238.28,4e-13,0,0,4e-13
304,238.33,2.238e-13,0,0,2.238e-13
305,238.38,1.29e-13,0,0,1.29e-13
306,238.43,9.236e-14,0,0,9.236e-14
307,238.48,9.396e-14,0,0,9.396e-14
308,238.53,1.185e-13,0,0,1.185e-13
309,238.58,1.54e-13,0,0,1.54e-13
310,238.63,1.895e-13,0,0,1.895e-13
311,238.68,2.155e-13,0,0,2.155e-13
312,238.73,2.25e-13,0,0,2.25e-13
313,238.78,2.155e-13,0,0,2.155e-13
314,238.83,1.895e-13,0,0,1.895e-13
315,238.88,1.537e-13,0,0,1.537e-13
316,238.93,1.167e-13,0,0,1.167e-13
317,238.98,8.662e-14,0,0,8.662e-14
318,239.03,6.969e-14,0,0,6.969e-14
319,239.08,6.954e-14,0,0,6.954e-14
320,239.13,8.735e-14,0,0,8.735e-14
321,239.18,1.216e-13,0,0,1.216e-13
322,239.23,1.674e-13,0,0,1.674e-13
323,239.28,2.168e-13,0,0,2.168e-13
324,239.33,2.595e-13,0,0,2.595e-13
325,239.38,2.853e-13,0,0,2.853e-13
326,239.43,2.877e-13,0,0,2.877e-13
327,239.48,2.66e-13,0,0,2.66e-13
328,239.53,2.254e-13,0,0,2.254e-13
329,239.58,1.753e-13,0,0,1.753e-13
330,239.63,1.257e-13,0,0,1.257e-13
331,239.68,8.515e-14,0,0,8.515e-14
332,239.73,6.019e-14,0,0,6.019e-14
333,239.78,5.811e-14,0,0,5.811e-14
334,239.83,9.159e-14,0,0,9.159e-14
335,239.88,1.842e-13,0,0,1.842e-13
336,239.93,3.742e-13,0,0,3.742e-13
337,239.98,7.124e-13,0,0,7.124e-13
338,240.03,1.249e-12,0,0,1.249e-12
339,240.08,2.0099999999999997e-12,0,0,2.0099999999999997e-12
340,240.13,2.968e-12,0,0,2.968e-12
341,240.18,4.017999999999999e-12,0,0,4.017999999999999e-12
342,240.23,4.989000000000001e-12,0,0,4.989000000000001e-12
343,240.28,5.679999999999999e-12,0,0,5.679999999999999e-12
344,240.33,5.932e-12,0,0,5.932e-12
345,240.38,5.679999999999999e-12,0,0,5.679999999999999e-12
346,240.43,4.989000000000001e-12,0,0,4.989000000000001e-12
347,240.48,4.019e-12,0,0,4.019e-12
348,240.53,2.97e-12,0,0,2.97e-12
349,240.58,2.014e-12,0,0,2.014e-12
350,240.63,1.2559999999999999e-12,0,0,1.2559999999999999e-12
351,240.68,7.224e-13,0,0,7.224e-13
352,240.73,3.873e-13,0,0,3.873e-13
353,240.78,1.985e-13,0,0,1.985e-13
354,240.83,1.028e-13,0,0,1.028e-13
355,240.88,5.864e-14,0,0,5.864e-14
356,240.93,3.934e-14,0,0,3.934e-14
357,240.98,3.069e-14,0,0,3.069e-14
358,241.03,2.723e-14,0,0,2.723e-14
359,241.08,2.961e-14,0,0,2.961e-14
360,241.13,4.352e-14,0,0,4.352e-14
361,241.18,8.02e-14,0,0,8.02e-14
362,241.23,1.572e-13,0,0,1.572e-13
363,241.28,2.977e-13,0,0,2.977e-13
364,241.33,5.256e-13,0,1.321e-18,5.256e-13
365,241.38,8.562e-13,0,1.482e-17,8.561e-13
366,241.43,1.283e-12,0,1.527e-16,1.283e-12
367,241.48,1.77e-12,0,1.446e-15,1.7690000000000002e-12
368,241.53,2.2559999999999997e-12,0,1.258e-14,2.2440000000000005e-12
369,241.58,2.7239999999999997e-12,0,1.006e-13,2.6239999999999997e-12
370,241.63,3.5730000000000002e-12,0,7.382e-13,2.835e-12
371,241.68,7.82e-12,0,4.9790000000000005e-12,2.841e-12
372,241.73,3.3509999999999996e-11,0,3.085e-11,2.658e-12
373,241.78,1.78e-10,0,1.757e-10,2.342e-12
374,241.83,9.208e-10,0,9.187999999999999e-10,1.974e-12
375,241.88,4.417e-09,0,4.416e-09,1.6240000000000001e-12
376,241.93,1.95e-08,0,1.95e-08,1.341e-12
377,241.98,7.913e-08,0,7.913e-08,1.147e-12
378,242.03,2.952e-07,0,2.952e-07,1.0390000000000001e-12
379,242.08,1.012e-06,0,1.012e-06,9.985e-13
380,242.13,3.1919999999999997e-06,0,3.1919999999999997e-06,9.952e-13
381,242.18,9.261e-06,0,9.261e-06,9.954e-13
382,242.23,2.474e-05,0,2.474e-05,9.691e-13
383,242.28,6.094e-05,0,6.094e-05,8.98e-13
384,242.33,0.00013859999999999998,0,0.00013859999999999998,7.805e-13
385,242.38,0.0002914,0,0.0002914,6.307e-13
386,242.43,0.0005689,0,0.0005689,4.715e-13
387,242.48,0.001034,0,0.001034,3.25e-13
388,242.53,0.00176,0,0.00176,2.062e-13
389,242.58,0.00282,0,0.00282,1.203e-13
390,242.63,0.004277,0,0.004277,6.452999999999999e-14
391,242.68,0.006175,0,0.006175,3.1810000000000005e-14
392,242.73,0.008514,0,0.008514,1.443e-14
393,242.78,0.01122,0,0.01122,6.118e-15
394,242.83,0.01411,0,0.01411,2.703e-15
395,242.88,0.0169,0,0.0169,1.9910000000000002e-15
396,242.93,0.019219999999999998,0,0.019219999999999998,3.401e-15
397,242.98,0.02079,0,0.02079,7.8e-15
398,243.03,0.02155,0,0.02155,1.773e-14
399,243.08,0.02174,0,0.02174,3.794e-14
400,243.13,0.02185,0,0.02185,7.61e-14
401,243.18,0.02241,0,0.02241,1.431e-13
402,243.23,0.02369,0,0.02369,2.522e-13
403,243.28,0.025509999999999998,0,0.025509999999999998,4.168e-13
404,243.33,0.02727,0,0.02727,6.45e-13
405,243.38,0.02814,0,0.02814,9.338e-13
406,243.43,0.027460000000000002,0,0.027460000000000002,1.2629999999999998e-12
407,243.48,0.02502,0,0.02502,1.595e-12
408,243.53,0.02112,0,0.02112,1.882e-12
409,243.58,0.01646,0,0.01646,2.079e-12
410,243.63,0.01182,0,0.01182,2.1630000000000004e-12
411,243.68,0.0078060000000000004,0,0.0078060000000000004,2.141e-12
412,243.73,0.0047420000000000006,0,0.0047420000000000006,2.0469999999999997e-12
413,243.78,0.002648,0,0.002648,1.926e-12
414,243.83,0.001359,0,0.001359,1.816e-12
415,243.88,0.0006412999999999999,0,0.0006412999999999999,1.73e-12
416,243.93,0.00027810000000000004,0,0.00027810000000000004,1.66e-12
417,243.98,0.00011079999999999998,0,0.00011079999999999998,1.587e-12
418,244.03,4.06e-05,0,4.06e-05,1.495e-12
419,244.08,1.367e-05,0,1.367e-05,1.38e-12
420,244.13,4.23e-06,0,4.23e-06,1.2470000000000002e-12
421,244.18,1.203e-06,0,1.203e-06,1.111e-12
422,244.23,3.144e-07,0,3.144e-07,9.868e-13
423,244.28,7.552e-08,0,7.552e-08,8.97e-13
424,244.33,1.667e-08,0,1.667e-08,8.708e-13
425,244.38,3.384e-09,0,3.383e-09,9.481e-13
426,244.43,6.321e-10,0,6.309e-10,1.1730000000000002e-12
427,244.48,1.097e-10,0,1.0810000000000001e-10,1.581e-12
428,244.53,1.921e-11,0,1.703e-11,2.178e-12
429,244.58,5.392e-12,0,2.4659999999999998e-12,2.9260000000000003e-12
430,244.63,4.067e-12,0,3.281e-13,3.739e-12
431,244.68,4.53e-12,0,4.013e-14,4.4900000000000005e-12
432,244.73,5.0500000000000005e-12,0,4.51e-15,5.045e-12
433,244.78,5.295e-12,0,4.658999999999999e-16,5.295e-12
434,244.83,5.1849999999999994e-12,0,4.423e-17,5.1849999999999994e-12
435,244.88,4.7370000000000005e-12,0,3.859e-18,4.7370000000000005e-12
436,244.93,4.033e-12,0,0,4.033e-12
437,244.98,3.1980000000000003e-12,0,0,3.1980000000000003e-12
438,245.03,2.359e-12,0,0,2.359e-12
439,245.08,1.618e-12,0,0,1.618e-12
440,245.13,1.0290000000000002e-12,0,0,1.0290000000000002e-12
441,245.18,6.073e-13,0,0,6.073e-13
442,245.23,3.318e-13,0,0,3.318e-13
443,245.28,1.677e-13,0,0,1.677e-13
444,245.33,7.831e-14,0,0,7.831e-14
445,245.38,3.377e-14,0,0,3.377e-14
446,245.43,1.344e-14,0,0,1.344e-14
447,245.48,4.9329999999999995e-15,0,0,4.9329999999999995e-15
448,245.53,1.6690000000000001e-15,0,0,1.6690000000000001e-15
449,245.58,5.203999999999999e-16,0,0,5.203999999999999e-16
450,245.63,1.4950000000000001e-16,0,0,1.4950000000000001e-16
451,245.68,3.953e-17,0,0,3.953e-17
452,245.73,9.63e-18,0,0,9.63e-18
453,245.78,2.1809999999999998e-18,0,0,2.1809999999999998e-18
454,245.83,5.725e-19,0,0,5.725e-19
455,245.88,7.302e-19,0,0,7.302e-19
456,245.93,3.0389999999999998e-18,0,0,3.0389999999999998e-18
457,245.98,1.307e-17,0,0,1.307e-17
458,246.03,5.207000000000001e-17,0,0,5.207000000000001e-17
459,246.08,1.915e-16,0,0,1.915e-16
460,246.13,6.497000000000001e-16,0,0,6.497000000000001e-16
461,246.18,2.035e-15,0,0,2.035e-15
462,246.23,5.885e-15,0,0,5.885e-15
463,246.28,1.571e-14,0,0,1.571e-14
464,246.33,3.8760000000000003e-14,0,0,3.8760000000000003e-14
465,246.38,8.833e-14,0,0,8.833e-14
466,246.43,1.861e-13,0,0,1.861e-13
467,246.48,3.625e-13,0,0,3.625e-13
468,246.53,6.532e-13,0,0,6.532e-13
469,246.58,1.09e-12,0,0,1.09e-12
470,246.63,1.6840000000000003e-12,0,0,1.6840000000000003e-12
471,246.68,2.4130000000000003e-12,0,0,2.4130000000000003e-12
472,246.73,3.208e-12,0,0,3.208e-12
473,246.78,3.963e-12,0,0,3.963e-12
474,246.83,4.556e-12,0,0,4.556e-12
475,246.88,4.883e-12,0,0,4.883e-12
476,246.93,4.888999999999999e-12,0,0,4.888999999999999e-12
477,246.98,4.5849999999999995e-12,0,0,4.5849999999999995e-12
478,247.03,4.036e-12,0,0,4.036e-12
479,247.08,3.345e-12,0,0,3.345e-12
480,247.13,2.6170000000000003e-12,0,0,2.6170000000000003e-12
481,247.18,1.9439999999999998e-12,0,0,1.9439999999999998e-12
482,247.23,1.39e-12,0,0,1.39e-12
483,247.28,9.914e-13,0,0,9.914e-13
484,247.33,7.699e-13,0,0,7.699e-13
485,247.38,7.334e-13,0,0,7.334e-13
486,247.43,8.812e-13,0,0,8.812e-13
487,247.48,1.198e-12,0,0,1.198e-12
488,247.53,1.6450000000000002e-12,0,0,1.6450000000000002e-12
489,247.58,2.154e-12,0,0,2.154e-12
490,247.63,2.636e-12,0,0,2.636e-12
491,247.68,2.9980000000000004e-12,0,0,2.9980000000000004e-12
492,247.73,3.174e-12,0,0,3.174e-12
493,247.78,3.1510000000000002e-12,0,0,3.1510000000000002e-12
494,247.83,2.9810000000000003e-12,0,0,2.9810000000000003e-12
495,247.88,2.761e-12,0,0,2.761e-12
496,247.93,2.5989999999999997e-12,0,0,2.5989999999999997e-12
497,247.98,2.5830000000000006e-12,0,0,2.5830000000000006e-12
498,248.03,2.753e-12,0,0,2.753e-12
499,248.08,3.103e-12,0,1.868e-19,3.103e-12
500,248.13,3.601e-12,0,2.059e-18,3.601e-12
501,248.18,4.207e-12,0,2.094e-17,4.207e-12
502,248.23,4.8819999999999996e-12,0,1.9650000000000001e-16,4.8819999999999996e-12
503,248.28,5.589e-12,0,1.702e-15,5.587999999999999e-12
504,248.33,6.2839999999999995e-12,0,1.361e-14,6.27e-12
