,Wavelength,Sum,Na I (2.7e-02),Na II (9.7e-01),Na III (9.7e-16)
0,200.11,9.812000000000001e-32,0,0,9.812000000000001e-32
1,200.16,2.541e-31,0,0,2.541e-31
2,200.21,5.82e-31,0,0,5.82e-31
3,200.26,1.1779999999999998e-30,0,0,1.1779999999999998e-30
4,200.31,2.108e-30,0,0,2.108e-30
5,200.36,3.333e-30,0,0,3.333e-30
6,200.41,4.656e-30,0,0,4.656e-30
7,200.46,5.746e-30,0,0,5.746e-30
8,200.51,6.2649999999999995e-30,0,0,6.2649999999999995e-30
9,200.56,6.0349999999999994e-30,0,0,6.0349999999999994e-30
10,200.61,5.1379999999999994e-30,0,0,5.1379999999999994e-30
11,200.66,3.8689999999999995e-30,0,0,3.8689999999999995e-30
12,200.72,2.3459999999999997e-30,0,0,2.3459999999999997e-30
13,200.77,1.3619999999999997e-30,0,0,1.3619999999999997e-30
14,200.82,7.157999999999999e-31,0,0,7.157999999999999e-31
15,200.87,3.57e-31,0,0,3.57e-31
16,200.92,1.937e-31,0,0,1.937e-31
17,200.97,1.448e-31,0,0,1.448e-31
18,201.02,1.5599999999999998e-31,0,0,1.5599999999999998e-31
19,201.07,1.9329999999999997e-31,0,0,1.9329999999999997e-31
20,201.12,2.328e-31,0,0,2.328e-31
21,201.17,2.5559999999999998e-31,0,0,2.5559999999999998e-31
22,201.22,2.511e-31,0,0,2.511e-31
23,201.27,2.193e-31,0,0,2.193e-31
24,201.32,1.701e-31,0,0,1.701e-31
25,201.37,1.173e-31,0,0,1.173e-31
26,201.42,7.245e-32,0,0,7.245e-32
27,201.47,4.0680000000000004e-32,0,0,4.0680000000000004e-32
28,201.52,2.163e-32,0,0,2.163e-32
29,201.57,1.192e-32,0,0,1.192e-32
30,201.62,7.7e-33,0,0,7.7e-33
31,201.67,6.067e-33,0,0,6.067e-33
32,201.72,5.311e-33,0,0,5.311e-33
33,201.77,4.7329999999999996e-33,0,0,4.7329999999999996e-33
34,201.82,4.323e-33,0,0,4.323e-33
35,201.87,4.474e-33,0,0,4.474e-33
36,201.92,5.724e-33,0,0,5.724e-33
37,201.97,8.528e-33,0,0,8.528e-33
38,202.02,1.3039999999999999e-32,0,0,1.3039999999999999e-32
39,202.07,1.893e-32,0,0,1.893e-32
40,202.12,2.5239999999999996e-32,0,0,2.5239999999999996e-32
41,202.17,3.0610000000000004e-32,0,0,3.0610000000000004e-32
42,202.22,3.36e-32,0,0,3.36e-32
43,202.27,3.3349999999999997e-32,0,0,3.3349999999999997e-32
44,202.32,2.993e-32,0,0,2.993e-32
45,202.37,2.4439999999999998e-32,0,0,2.4439999999999998e-32
46,202.42,1.8619999999999997e-32,0,0,1.8619999999999997e-32
47,202.47,1.449e-32,0,0,1.449e-32
48,202.52,1.4080000000000002e-32,0,0,1.4080000000000002e-32
49,202.57,1.935e-32,0,0,1.935e-32
50,202.62,3.1839999999999997e-32,0,0,3.1839999999999997e-32
51,202.67,5.188999999999999e-32,0,0,5.188999999999999e-32
52,202.72,7.766e-32,0,0,7.766e-32
53,202.77,1.048e-31,0,0,1.048e-31
54,202.82,1.2779999999999999e-31,0,0,1.2779999999999999e-31
55,202.87,1.423e-31,0,0,1.423e-31
56,202.92,1.471e-31,0,0,1.471e-31
57,202.97,1.442e-31,0,0,1.442e-31
58,203.02,1.363e-31,0,0,1.363e-31
59,203.07,1.2499999999999999e-31,0,0,1.2499999999999999e-31
60,203.12,1.1019999999999998e-31,0,0,1.1019999999999998e-31
61,203.17,9.188999999999999e-32,0,0,9.188999999999999e-32
62,203.22,7.163999999999999e-32,0,0,7.163999999999999e-32
63,203.27,5.274e-32,0,0,5.274e-32
64,203.32,3.883e-32,0,0,3.883e-32
65,203.37,3.225e-32,0,0,3.225e-32
66,203.42,3.313999999999999e-32,0,0,3.313999999999999e-32
67,203.47,3.946e-32,0,0,3.946e-32
68,203.52,4.782e-32,0,0,4.782e-32
69,203.57,5.474e-32,0,0,5.474e-32
70,203.62,5.777e-32,0,0,5.777e-32
71,203.67,5.616e-32,0,0,5.616e-32
72,203.72,5.081e-32,0,0,5.081e-32
73,203.77,4.361e-32,0,0,4.361e-32
74,203.82,3.7e-32,0,0,3.7e-32
75,203.87,3.3710000000000005e-32,0,0,3.3710000000000005e-32
76,203.92,3.683e-32,0,0,3.683e-32
77,203.97,4.966e-32,0,0,4.966e-32
78,204.02,7.512e-32,0,0,7.512e-32
79,204.07,1.147e-31,0,0,1.147e-31
80,204.12,1.6699999999999999e-31,0,0,1.6699999999999999e-31
81,204.17,2.2649999999999997e-31,0,0,2.2649999999999997e-31
82,204.22,2.8329999999999996e-31,0,0,2.8329999999999996e-31
83,204.27,3.249e-31,0,0,3.249e-31
84,204.32,3.406e-31,0,0,3.406e-31
85,204.37,3.2619999999999996e-31,0,0,3.2619999999999996e-31
86,204.42,2.8609999999999996e-31,0,0,2.8609999999999996e-31
87,204.47,2.314e-31,0,0,2.314e-31
88,204.52,1.742e-31,0,0,1.742e-31
89,204.57,1.2369999999999999e-31,0,0,1.2369999999999999e-31
90,204.62,8.419999999999999e-32,0,0,8.419999999999999e-32
91,204.67,5.61e-32,0,0,5.61e-32
92,204.72,3.776e-32,0,0,3.776e-32
93,204.77,2.681e-32,0,0,2.681e-32
94,204.82,2.077e-32,0,0,2.077e-32
95,204.87,1.7519999999999998e-32,0,0,1.7519999999999998e-32
96,204.92,1.5609999999999998e-32,0,0,1.5609999999999998e-32
97,204.97,1.435e-32,0,0,1.435e-32
98,205.02,1.363e-32,0,0,1.363e-32
99,205.07,1.343e-32,0,0,1.343e-32
100,205.12,1.357e-32,0,0,1.357e-32
101,205.17,1.3730000000000002e-32,0,0,1.3730000000000002e-32
102,205.22,1.378e-32,0,0,1.378e-32
103,205.27,1.393e-32,0,0,1.393e-32
104,205.32,1.4599999999999998e-32,0,0,1.4599999999999998e-32
105,205.37,1.6059999999999997e-32,0,0,1.6059999999999997e-32
106,205.42,1.8019999999999998e-32,0,0,1.8019999999999998e-32
107,205.47,1.972e-32,0,0,1.972e-32
108,205.52,2.0329999999999997e-32,0,0,2.0329999999999997e-32
109,205.57,1.949e-32,0,0,1.949e-32
110,205.62,1.766e-32,0,0,1.766e-32
111,205.67,1.5859999999999997e-32,0,0,1.5859999999999997e-32
112,205.72,1.5219999999999998e-32,0,0,1.5219999999999998e-32
113,205.77,1.644e-32,0,0,1.644e-32
114,205.82,1.9509999999999997e-32,0,0,1.9509999999999997e-32
115,205.87,2.374e-32,0,0,2.374e-32
116,205.92,2.803e-32,0,0,2.803e-32
117,205.97,3.12e-32,0,0,3.12e-32
118,206.02,3.241e-32,0,0,3.241e-32
119,206.07,3.15e-32,0,0,3.15e-32
120,206.12,2.9199999999999996e-32,0,0,2.9199999999999996e-32
121,206.17,2.7110000000000004e-32,0,0,2.7110000000000004e-32
122,206.22,2.782e-32,0,0,2.782e-32
123,206.27,3.533e-32,0,0,3.533e-32
124,206.32,5.574e-32,0,0,5.574e-32
125,206.37,9.701e-32,0,0,9.701e-32
126,206.42,1.666e-31,0,0,1.666e-31
127,206.47,2.66e-31,0,0,2.66e-31
128,206.52,3.8509999999999994e-31,0,0,3.8509999999999994e-31
129,206.57,5.005e-31,0,0,5.005e-31
130,206.62,5.811999999999999e-31,0,0,5.811999999999999e-31
131,206.67,6.018e-31,0,0,6.018e-31
132,206.72,5.5509999999999994e-31,0,0,5.5509999999999994e-31
133,206.77,4.56e-31,0,0,4.56e-31
134,206.82,3.3369999999999996e-31,0,0,3.3369999999999996e-31
135,206.87,2.18e-31,0,0,2.18e-31
136,206.92,1.284e-31,0,0,1.284e-31
137,206.97,7.062999999999999e-32,0,0,7.062999999999999e-32
138,207.02,4.09e-32,0,0,4.09e-32
139,207.07,3.106e-32,0,0,3.106e-32
140,207.12,3.288e-32,0,0,3.288e-32
141,207.17,3.952e-32,0,0,3.952e-32
142,207.22,4.578e-32,0,0,4.578e-32
143,207.27,4.819e-32,0,0,4.819e-32
144,207.32,4.538999999999999e-32,0,0,4.538999999999999e-32
145,207.37,3.811e-32,0,0,3.811e-32
146,207.42,2.8480000000000003e-32,0,0,2.8480000000000003e-32
147,207.47,1.8949999999999998e-32,0,0,1.8949999999999998e-32
148,207.52,1.1229999999999999e-32,0,0,1.1229999999999999e-32
149,207.57,5.918e-33,0,0,5.918e-33
150,207.62,2.7769999999999997e-33,0,0,2.7769999999999997e-33
151,207.67,1.16e-33,0,0,1.16e-33
152,207.72,4.314e-34,0,0,4.314e-34
153,207.77,1.428e-34,0,0,1.428e-34
154,207.82,4.2069999999999995e-35,0,0,4.2069999999999995e-35
155,207.87,1.103e-35,0,0,1.103e-35
156,207.92,2.575e-36,0,0,2.575e-36
157,207.97,5.351e-37,0,0,5.351e-37
158,208.02,9.898e-38,0,0,9.898e-38
159,208.07,1.63e-38,0,0,1.63e-38
160,208.12,2.388e-39,0,0,2.388e-39
161,208.17,3.1150000000000004e-40,0,0,3.1150000000000004e-40
162,208.22,3.617e-41,0,0,3.617e-41
163,208.27,3.739e-42,0,0,3.739e-42
164,208.32,3.442e-43,0,0,3.442e-43
165,208.37,3.1660000000000005e-44,0,0,3.1660000000000005e-44
166,208.42,4.343999999999999e-44,0,0,4.343999999999999e-44
167,208.47,4.378999999999999e-43,0,0,4.378999999999999e-43
168,208.52,4.1309999999999996e-42,0,0,4.1309999999999996e-42
169,208.57,3.4789999999999995e-41,0,0,3.4789999999999995e-41
170,208.62,2.6139999999999998e-40,0,0,2.6139999999999998e-40
171,208.67,1.7519999999999998e-39,0,0,1.7519999999999998e-39
172,208.72,1.0479999999999999e-38,0,0,1.0479999999999999e-38
173,208.77,5.597000000000001e-38,0,0,5.597000000000001e-38
174,208.82,2.666e-37,0,0,2.666e-37
175,208.87,1.1329999999999999e-36,0,0,1.1329999999999999e-36
176,208.92,4.2989999999999994e-36,0,0,4.2989999999999994e-36
177,208.97,1.455e-35,0,0,1.455e-35
178,209.02,4.393e-35,0,0,4.393e-35
179,209.07,1.184e-34,0,0,1.184e-34
180,209.12,2.8469999999999996e-34,0,0,2.8469999999999996e-34
181,209.17,6.107999999999999e-34,0,0,6.107999999999999e-34
182,209.22,1.169e-33,0,0,1.169e-33
183,209.27,1.998e-33,0,0,1.998e-33
184,209.32,3.0470000000000002e-33,0,0,3.0470000000000002e-33
185,209.37,4.148e-33,0,0,4.148e-33
186,209.42,5.048e-33,0,0,5.048e-33
187,209.47,5.511e-33,0,0,5.511e-33
188,209.52,5.4529999999999996e-33,0,0,5.4529999999999996e-33
189,209.57,5.033999999999999e-33,0,0,5.033999999999999e-33
190,209.62,4.647e-33,0,0,4.647e-33
191,209.67,4.806e-33,0,0,4.806e-33
192,209.72,5.9769999999999995e-33,0,0,5.9769999999999995e-33
193,209.77,8.404e-33,0,0,8.404e-33
194,209.82,1.1999999999999999e-32,0,0,1.1999999999999999e-32
195,209.87,1.6380000000000002e-32,0,0,1.6380000000000002e-32
196,209.92,2.112e-32,0,0,2.112e-32
197,209.97,2.6060000000000004e-32,0,0,2.6060000000000004e-32
198,210.02,3.152e-32,0,0,3.152e-32
199,210.07,3.804e-32,0,0,3.804e-32
200,210.12,4.576e-32,0,0,4.576e-32
201,210.17,5.375e-32,0,0,5.375e-32
202,210.22,5.997e-32,0,0,5.997e-32
203,210.27,6.206e-32,0,0,6.206e-32
204,210.32,5.867e-32,0,0,5.867e-32
205,210.37,5.022e-32,0,0,5.022e-32
206,210.42,3.88e-32,0,0,3.88e-32
207,210.47,2.7089999999999994e-32,0,0,2.7089999999999994e-32
208,210.52,1.722e-32,0,0,1.722e-32
209,210.57,1.0149999999999998e-32,0,0,1.0149999999999998e-32
210,210.62,5.732e-33,0,0,5.732e-33
211,210.67,3.269e-33,0,0,3.269e-33
212,210.72,1.9819999999999996e-33,0,0,1.9819999999999996e-33
213,210.77,1.3009999999999999e-33,0,0,1.3009999999999999e-33
214,210.82,9.085999999999999e-34,0,0,9.085999999999999e-34
215,210.87,6.614e-34,0,0,6.614e-34
216,210.92,5.081999999999999e-34,0,0,5.081999999999999e-34
217,210.97,4.318999999999999e-34,0,0,4.318999999999999e-34
218,211.02,4.2660000000000004e-34,0,0,4.2660000000000004e-34
219,211.07,4.916999999999999e-34,0,0,4.916999999999999e-34
220,211.12,6.3329999999999995e-34,0,0,6.3329999999999995e-34
221,211.17,8.831e-34,0,0,8.831e-34
222,211.22,1.3469999999999998e-33,0,0,1.3469999999999998e-33
223,211.27,2.2869999999999997e-33,0,0,2.2869999999999997e-33
224,211.32,4.186e-33,0,0,4.186e-33
225,211.37,7.733e-33,0,0,7.733e-33
226,211.42,1.36e-32,0,0,1.36e-32
227,211.47,2.201e-32,0,0,2.201e-32
228,211.52,3.2239999999999996e-32,0,0,3.2239999999999996e-32
229,211.57,4.2469999999999995e-32,0,0,4.2469999999999995e-32
230,211.62,5.013999999999999e-32,0,0,5.013999999999999e-32
231,211.67,5.298999999999999e-32,0,0,5.298999999999999e-32
232,211.72,5.010999999999999e-32,0,0,5.010999999999999e-32
233,211.77,4.24e-32,0,0,4.24e-32
234,211.82,3.211e-32,0,0,3.211e-32
235,211.87,2.179e-32,0,0,2.179e-32
236,211.92,1.328e-32,0,0,1.328e-32
237,211.97,7.319999999999999e-33,0,0,7.319999999999999e-33
238,212.02,3.713e-33,0,0,3.713e-33
239,212.07,1.8229999999999996e-33,0,0,1.8229999999999996e-33
240,212.12,9.969e-34,0,0,9.969e-34
241,212.17,7.997e-34,0,0,7.997e-34
242,212.22,1.068e-33,0,0,1.068e-33
243,212.27,1.8819999999999998e-33,0,0,1.8819999999999998e-33
244,212.32,3.5169999999999996e-33,0,0,3.5169999999999996e-33
245,212.37,6.360999999999999e-33,0,0,6.360999999999999e-33
246,212.42,1.0749999999999998e-32,0,0,1.0749999999999998e-32
247,212.47,1.668e-32,0,0,1.668e-32
248,212.52,2.3589999999999997e-32,0,0,2.3589999999999997e-32
249,212.57,3.0239999999999994e-32,0,0,3.0239999999999994e-32
250,212.62,3.5019999999999997e-32,0,0,3.5019999999999997e-32
251,212.67,3.657e-32,0,0,3.657e-32
252,212.72,3.441e-32,0,0,3.441e-32
253,212.77,2.9169999999999996e-32,0,0,2.9169999999999996e-32
254,212.82,2.2280000000000002e-32,0,0,2.2280000000000002e-32
255,212.87,1.5349999999999997e-32,0,0,1.5349999999999997e-32
256,212.92,9.539e-33,0,0,9.539e-33
257,212.97,5.354e-33,0,0,5.354e-33
258,213.02,2.7159999999999998e-33,0,0,2.7159999999999998e-33
259,213.07,1.247e-33,0,0,1.247e-33
260,213.12,5.1839999999999995e-34,0,0,5.1839999999999995e-34
261,213.17,1.9530000000000002e-34,0,0,1.9530000000000002e-34
262,213.22,6.679999999999999e-35,0,0,6.679999999999999e-35
263,213.27,2.151e-35,0,0,2.151e-35
264,213.32,1.059e-35,0,0,1.059e-35
265,213.37,2.491e-35,0,0,2.491e-35
266,213.42,1.028e-34,0,0,1.028e-34
267,213.47,4.016e-34,0,0,4.016e-34
268,213.52,1.4119999999999999e-33,0,0,1.4119999999999999e-33
269,213.57,4.4509999999999994e-33,0,0,4.4509999999999994e-33
270,213.62,1.259e-32,0,0,1.259e-32
271,213.67,3.1919999999999996e-32,0,0,3.1919999999999996e-32
272,213.72,7.259999999999999e-32,0,0,7.259999999999999e-32
273,213.77,1.481e-31,0,0,1.481e-31
274,213.82,2.7109999999999997e-31,0,0,2.7109999999999997e-31
275,213.87,4.450999999999999e-31,0,0,4.450999999999999e-31
276,213.92,6.562e-31,0,0,6.562e-31
277,213.97,8.694e-31,0,0,8.694e-31
278,214.02,1.0369999999999999e-30,0,0,1.0369999999999999e-30
279,214.07,1.12e-30,0,0,1.12e-30
280,214.12,1.107e-30,0,0,1.107e-30
281,214.17,1.0229999999999999e-30,0,0,1.0229999999999999e-30
282,214.22,9.159999999999998e-31,0,0,9.159999999999998e-31
283,214.27,8.354e-31,0,0,8.354e-31
284,214.32,8.023999999999999e-31,0,0,8.023999999999999e-31
285,214.37,8.041e-31,0,0,8.041e-31
286,214.42,8.049e-31,0,0,8.049e-31
287,214.47,7.691999999999999e-31,0,0,7.691999999999999e-31
288,214.52,6.815000000000001e-31,0,0,6.815000000000001e-31
289,214.57,5.5209999999999995e-31,0,0,5.5209999999999995e-31
290,214.62,4.079999999999999e-31,0,0,4.079999999999999e-31
291,214.67,2.775e-31,0,0,2.775e-31
292,214.72,1.7839999999999998e-31,0,0,1.7839999999999998e-31
293,214.77,1.138e-31,0,0,1.138e-31
294,214.82,7.706e-32,0,0,7.706e-32
295,214.87,5.781e-32,0,0,5.781e-32
296,214.92,4.743e-32,0,0,4.743e-32
297,214.97,4.088999999999999e-32,0,0,4.088999999999999e-32
298,215.02,3.6169999999999996e-32,0,0,3.6169999999999996e-32
299,215.07,3.261e-32,0,0,3.261e-32
300,215.12,2.97e-32,0,0,2.97e-32
301,215.17,2.6749999999999997e-32,0,0,2.6749999999999997e-32
302,215.22,2.3119999999999998e-32,0,0,2.3119999999999998e-32
303,215.27,1.87e-32,0,0,1.87e-32
304,215.32,1.3899999999999998e-32,0,0,1.3899999999999998e-32
305,215.37,9.395e-33,0,0,9.395e-33
306,215.42,5.742e-33,0,0,5.742e-33
307,215.47,3.171e-33,0,0,3.171e-33
308,215.52,1.597e-33,0,0,1.597e-33
309,215.57,7.704e-34,0,0,7.704e-34
310,215.62,4.243e-34,0,0,4.243e-34
311,215.67,3.5439999999999996e-34,0,0,3.5439999999999996e-34
312,215.72,4.299999999999999e-34,0,0,4.299999999999999e-34
313,215.77,5.702e-34,0,0,5.702e-34
314,215.82,7.202999999999999e-34,0,0,7.202999999999999e-34
315,215.87,8.454e-34,0,0,8.454e-34
316,215.92,9.391e-34,0,0,9.391e-34
317,215.97,1.0349999999999998e-33,0,0,1.0349999999999998e-33
318,216.02,1.2009999999999999e-33,0,0,1.2009999999999999e-33
319,216.07,1.517e-33,0,0,1.517e-33
320,216.12,2.025e-33,0,0,2.025e-33
321,216.17,2.687e-33,0,0,2.687e-33
322,216.22,3.3719999999999996e-33,0,0,3.3719999999999996e-33
323,216.27,3.894e-33,0,0,3.894e-33
324,216.32,4.085e-33,0,0,4.085e-33
325,216.37,3.875e-33,0,0,3.875e-33
326,216.42,3.327e-33,0,0,3.327e-33
327,216.47,2.605e-33,0,0,2.605e-33
328,216.52,1.9e-33,0,0,1.9e-33
329,216.57,1.364e-33,0,0,1.364e-33
330,216.62,1.0749999999999999e-33,0,0,1.0749999999999999e-33
331,216.67,1.0489999999999999e-33,0,0,1.0489999999999999e-33
332,216.72,1.2649999999999999e-33,0,0,1.2649999999999999e-33
333,216.77,1.672e-33,0,0,1.672e-33
334,216.82,2.193e-33,0,0,2.193e-33
335,216.87,2.7179999999999996e-33,0,0,2.7179999999999996e-33
336,216.92,3.133e-33,0,0,3.133e-33
337,216.97,3.375e-33,0,0,3.375e-33
338,217.02,3.51e-33,0,0,3.51e-33
339,217.07,3.7819999999999994e-33,0,0,3.7819999999999994e-33
340,217.12,4.596e-33,0,0,4.596e-33
341,217.17,6.411e-33,0,0,6.411e-33
342,217.22,9.536e-33,0,0,9.536e-33
343,217.27,1.389e-32,0,0,1.389e-32
344,217.32,1.886e-32,0,0,1.886e-32
345,217.37,2.3349999999999998e-32,0,0,2.3349999999999998e-32
346,217.42,2.615e-32,0,0,2.615e-32
347,217.47,2.6389999999999995e-32,0,0,2.6389999999999995e-32
348,217.52,2.398e-32,0,0,2.398e-32
349,217.57,1.963e-32,0,0,1.963e-32
350,217.62,1.4559999999999998e-32,0,0,1.4559999999999998e-32
351,217.67,1.0079999999999999e-32,0,0,1.0079999999999999e-32
352,217.72,7.52e-33,0,0,7.52e-33
353,217.77,8.692e-33,0,0,8.692e-33
354,217.82,1.71e-32,0,0,1.71e-32
355,217.87,3.958e-32,0,0,3.958e-32
356,217.92,8.762e-32,0,0,8.762e-32
357,217.97,1.766e-31,0,0,1.766e-31
358,218.02,3.21e-31,0,0,3.21e-31
359,218.07,5.256e-31,0,0,5.256e-31
360,218.12,7.75e-31,0,0,7.75e-31
361,218.17,1.029e-30,0,0,1.029e-30
362,218.22,1.2299999999999999e-30,0,0,1.2299999999999999e-30
363,218.27,1.3239999999999999e-30,0,0,1.3239999999999999e-30
364,218.32,1.283e-30,0,0,1.283e-30
365,218.37,1.119e-30,0,0,1.119e-30
366,218.42,8.796999999999999e-31,0,0,8.796999999999999e-31
367,218.47,6.225999999999999e-31,0,0,6.225999999999999e-31
368,218.52,3.968999999999999e-31,0,0,3.968999999999999e-31
369,218.57,2.281e-31,0,0,2.281e-31
370,218.62,1.1829999999999998e-31,0,0,1.1829999999999998e-31
371,218.67,5.565e-32,0,0,5.565e-32
372,218.72,2.4159999999999998e-32,0,0,2.4159999999999998e-32
373,218.77,1.028e-32,0,0,1.028e-32
374,218.82,5.068e-33,0,0,5.068e-33
375,218.87,3.541e-33,0,0,3.541e-33
376,218.92,3.296e-33,0,0,3.296e-33
377,218.97,3.2879999999999995e-33,0,0,3.2879999999999995e-33
378,219.02,3.131e-33,0,0,3.131e-33
379,219.07,2.7439999999999996e-33,0,0,2.7439999999999996e-33
380,219.12,2.202e-33,0,0,2.202e-33
381,219.17,1.6349999999999998e-33,0,0,1.6349999999999998e-33
382,219.22,1.17e-33,0,0,1.17e-33
383,219.27,8.999999999999999e-34,0,0,8.999999999999999e-34
384,219.32,8.715e-34,0,0,8.715e-34
385,219.37,1.089e-33,0,0,1.089e-33
386,219.42,1.514e-33,0,0,1.514e-33
387,219.47,2.0669999999999998e-33,0,0,2.0669999999999998e-33
388,219.52,2.671e-33,0,0,2.671e-33
389,219.57,3.4019999999999995e-33,0,0,3.4019999999999995e-33
390,219.62,4.973e-33,0,0,4.973e-33
391,219.67,1.0059999999999999e-32,0,0,1.0059999999999999e-32
392,219.72,2.658e-32,0,0,2.658e-32
393,219.77,7.475999999999999e-32,0,0,7.475999999999999e-32
394,219.82,1.995e-31,0,0,1.995e-31
395,219.87,4.868e-31,0,0,4.868e-31
396,219.92,1.075e-30,0,0,1.075e-30
397,219.97,2.143e-30,0,0,2.143e-30
398,220.02,3.856e-30,0,0,3.856e-30
399,220.07,6.257999999999999e-30,0,0,6.257999999999999e-30
400,220.12,9.163e-30,0,0,9.163e-30
401,220.17,1.21e-29,0,0,1.21e-29
402,220.22,1.442e-29,0,0,1.442e-29
403,220.27,1.5499999999999998e-29,0,0,1.5499999999999998e-29
404,220.32,1.503e-29,0,0,1.503e-29
405,220.37,1.314e-29,0,0,1.314e-29
406,220.42,1.037e-29,0,0,1.037e-29
407,220.47,7.381e-30,0,0,7.381e-30
408,220.52,4.7399999999999994e-30,0,0,4.7399999999999994e-30
409,220.57,2.7469999999999998e-30,0,0,2.7469999999999998e-30
410,220.62,1.4369999999999998e-30,0,0,1.4369999999999998e-30
411,220.67,6.809e-31,0,0,6.809e-31
412,220.72,2.938e-31,0,0,2.938e-31
413,220.77,1.179e-31,0,0,1.179e-31
414,220.82,4.742e-32,0,0,4.742e-32
415,220.87,2.482e-32,0,0,2.482e-32
416,220.92,2.668e-32,0,0,2.668e-32
417,220.97,5.138e-32,0,0,5.138e-32
418,221.02,1.1289999999999998e-31,0,0,1.1289999999999998e-31
419,221.07,2.3749999999999998e-31,0,0,2.3749999999999998e-31
420,221.12,4.579e-31,0,0,4.579e-31
421,221.17,8.009e-31,0,0,8.009e-31
422,221.22,1.2659999999999999e-30,0,0,1.2659999999999999e-30
423,221.27,1.809e-30,0,0,1.809e-30
424,221.32,2.334e-30,0,0,2.334e-30
425,221.37,2.7199999999999997e-30,0,0,2.7199999999999997e-30
426,221.42,2.862e-30,0,0,2.862e-30
427,221.47,2.7199999999999997e-30,0,0,2.7199999999999997e-30
428,221.52,2.334e-30,0,0,2.334e-30
429,221.57,1.809e-30,0,0,1.809e-30
430,221.62,1.2659999999999999e-30,0,0,1.2659999999999999e-30
431,221.67,8.002e-31,0,0,8.002e-31
432,221.72,4.567999999999999e-31,0,0,4.567999999999999e-31
433,221.77,2.356e-31,0,0,2.356e-31
434,221.82,1.099e-31,0,0,1.099e-31
435,221.87,4.6879999999999994e-32,0,0,4.6879999999999994e-32
436,221.92,2.0199999999999998e-32,0,0,2.0199999999999998e-32
437,221.97,1.546e-32,0,0,1.546e-32
438,222.02,3.2829999999999995e-32,0,0,3.2829999999999995e-32
439,222.07,9.291999999999999e-32,0,0,9.291999999999999e-32
440,222.12,2.498e-31,0,0,2.498e-31
441,222.17,6.104e-31,0,0,6.104e-31
442,222.22,1.35e-30,0,0,1.35e-30
443,222.27,2.6989999999999995e-30,0,0,2.6989999999999995e-30
444,222.32,4.883999999999999e-30,0,0,4.883999999999999e-30
445,222.37,7.994999999999999e-30,0,0,7.994999999999999e-30
446,222.42,1.185e-29,0,0,1.185e-29
447,222.47,1.595e-29,0,0,1.595e-29
448,222.52,1.9579999999999998e-29,0,0,1.9579999999999998e-29
449,222.57,2.219e-29,0,0,2.219e-29
450,222.62,2.382e-29,0,0,2.382e-29
451,222.67,2.537e-29,0,0,2.537e-29
452,222.72,2.852e-29,0,0,2.852e-29
453,222.77,3.512e-29,0,0,3.512e-29
454,222.82,4.6209999999999996e-29,0,0,4.6209999999999996e-29
455,222.87,6.122e-29,0,0,6.122e-29
456,222.92,7.762e-29,0,0,7.762e-29
457,222.97,9.154e-29,0,0,9.154e-29
458,223.02,9.92e-29,0,0,9.92e-29
459,223.07,9.837999999999999e-29,0,0,9.837999999999999e-29
460,223.12,8.932e-29,0,0,8.932e-29
461,223.17,7.445999999999999e-29,0,0,7.445999999999999e-29
462,223.22,5.722e-29,0,0,5.722e-29
463,223.27,4.0739999999999996e-29,0,0,4.0739999999999996e-29
464,223.32,2.702e-29,0,0,2.702e-29
465,223.37,1.6779999999999998e-29,0,0,1.6779999999999998e-29
466,223.42,9.809e-30,0,0,9.809e-30
467,223.47,5.487e-30,0,0,5.487e-30
468,223.52,3.1369999999999995e-30,0,0,3.1369999999999995e-30
469,223.57,2.243e-30,0,0,2.243e-30
470,223.62,2.5059999999999997e-30,0,0,2.5059999999999997e-30
471,223.67,3.793e-30,0,0,3.793e-30
472,223.72,6.0099999999999994e-30,0,0,6.0099999999999994e-30
473,223.77,8.944999999999999e-30,0,0,8.944999999999999e-30
474,223.82,1.215e-29,0,0,1.215e-29
475,223.87,1.497e-29,0,0,1.497e-29
476,223.92,1.671e-29,0,0,1.671e-29
477,223.97,1.6879999999999998e-29,0,0,1.6879999999999998e-29
478,224.02,1.544e-29,0,0,1.544e-29
479,224.07,1.2799999999999998e-29,0,0,1.2799999999999998e-29
480,224.12,9.681e-30,0,0,9.681e-30
481,224.17,6.823e-30,0,0,6.823e-30
482,224.22,4.855e-30,0,0,4.855e-30
483,224.27,4.2479999999999996e-30,0,0,4.2479999999999996e-30
484,224.32,5.397999999999999e-30,0,0,5.397999999999999e-30
485,224.37,8.667999999999998e-30,0,0,8.667999999999998e-30
486,224.42,1.428e-29,0,0,1.428e-29
487,224.47,2.2059999999999998e-29,0,0,2.2059999999999998e-29
488,224.52,3.112e-29,0,0,3.112e-29
489,224.57,3.986e-29,0,0,3.986e-29
490,224.62,4.6279999999999995e-29,0,0,4.6279999999999995e-29
491,224.67,4.875e-29,0,0,4.875e-29
492,224.72,4.669e-29,0,0,4.669e-29
493,224.77,4.091e-29,0,0,4.091e-29
494,224.82,3.3269999999999996e-29,0,0,3.3269999999999996e-29
495,224.87,2.597e-29,0,0,2.597e-29
496,224.92,2.0669999999999998e-29,0,0,2.0669999999999998e-29
497,224.97,1.804e-29,0,0,1.804e-29
498,225.02,1.77e-29,0,0,1.77e-29
499,225.07,1.854e-29,0,0,1.854e-29
500,225.12,1.9269999999999998e-29,0,0,1.9269999999999998e-29
