,Wavelength,Sum,Na I (2.7e-02),Na II (9.7e-01),Na III (9.7e-16)
1451,276.89,3.529e-37,0,0,3.529e-37
1452,276.94,2.397e-37,0,0,2.397e-37
1453,276.99,1.5559999999999999e-37,0,0,1.5559999999999999e-37
1454,277.04,9.595e-38,0,0,9.595e-38
1455,277.09,5.601e-38,0,0,5.601e-38
1456,277.14,3.085e-38,0,0,3.085e-38
1457,277.19,1.599e-38,0,0,1.599e-38
1458,277.24,7.794e-39,0,0,7.794e-39
1459,277.29,3.5659999999999996e-39,0,0,3.5659999999999996e-39
1460,277.34,1.531e-39,0,0,1.531e-39
1461,277.39,6.161e-40,0,0,6.161e-40
1462,277.44,2.325e-40,0,0,2.325e-40
1463,277.49,8.222000000000001e-41,0,0,8.222000000000001e-41
1464,277.54,2.725e-41,0,0,2.725e-41
1465,277.59,8.472e-42,0,0,8.472e-42
1466,277.64,2.5309999999999998e-42,0,0,2.5309999999999998e-42
1467,277.69,1.03e-42,0,0,1.03e-42
1468,277.74,1.8819999999999998e-42,0,0,1.8819999999999998e-42
1469,277.79,7.689999999999999e-42,0,0,7.689999999999999e-42
1470,277.84,3.2069999999999994e-41,0,0,3.2069999999999994e-41
1471,277.89,1.26e-40,0,0,1.26e-40
1472,277.94,4.6459999999999994e-40,0,0,4.6459999999999994e-40
1473,277.99,1.606e-39,0,0,1.606e-39
1474,278.04,5.204999999999999e-39,0,0,5.204999999999999e-39
1475,278.09,1.582e-38,0,0,1.582e-38
1476,278.14,4.511e-38,0,0,4.511e-38
1477,278.19,1.2059999999999999e-37,0,0,1.2059999999999999e-37
1478,278.24,6.935e-27,0,6.935e-27,3.023e-37
1479,278.29,5.732000000000001e-26,0,5.732000000000001e-26,7.105e-37
1480,278.34,4.445e-25,0,4.445e-25,1.566e-36
1481,278.39,3.2339999999999997e-24,0,3.2339999999999997e-24,3.238e-36
1482,278.44,2.208e-23,0,2.208e-23,6.277e-36
1483,278.49,1.4140000000000002e-22,0,1.4140000000000002e-22,1.1410000000000001e-35
1484,278.54,8.494e-22,0,8.494e-22,1.9449999999999998e-35
1485,278.59,4.7880000000000006e-21,0,4.7880000000000006e-21,3.1100000000000004e-35
1486,278.64,2.5320000000000002e-20,0,2.5320000000000002e-20,4.661999999999999e-35
1487,278.69,1.256e-19,0,1.256e-19,6.553e-35
1488,278.74,5.847e-19,0,5.847e-19,8.639e-35
1489,278.79,2.5530000000000002e-18,0,2.5530000000000002e-18,1.068e-34
1490,278.84,1.046e-17,0,1.046e-17,1.238e-34
1491,278.89,4.0200000000000005e-17,0,4.0200000000000005e-17,1.346e-34
1492,278.94,1.45e-16,0,1.45e-16,1.372e-34
1493,278.99,4.905e-16,0,4.905e-16,1.3119999999999998e-34
1494,279.04,1.557e-15,0,1.557e-15,1.1759999999999998e-34
1495,279.09,4.6359999999999996e-15,0,4.6359999999999996e-15,9.887e-35
1496,279.14,1.295e-14,0,1.295e-14,7.795000000000001e-35
1497,279.19,3.394e-14,0,3.394e-14,5.762999999999999e-35
1498,279.24,8.346e-14,0,8.346e-14,3.995e-35
1499,279.29,1.925e-13,0,1.925e-13,2.597e-35
1500,279.34,4.167e-13,0,4.167e-13,1.5839999999999998e-35
1501,279.39,8.462e-13,0,8.462e-13,9.054e-36
1502,279.44,1.6119999999999998e-12,0,1.6119999999999998e-12,4.854e-36
1503,279.49,2.881e-12,0,2.881e-12,2.4399999999999998e-36
1504,279.54,4.831000000000001e-12,0,4.831000000000001e-12,1.151e-36
1505,279.59,7.6e-12,0,7.6e-12,5.086999999999999e-37
1506,279.64,1.1220000000000001e-11,0,1.1220000000000001e-11,2.109e-37
1507,279.69,1.553e-11,0,1.553e-11,8.199999999999999e-38
1508,279.74,2.017e-11,0,2.017e-11,2.99e-38
1509,279.79,2.459e-11,0,2.459e-11,1.0220000000000001e-38
1510,279.84,2.8120000000000002e-11,0,2.8120000000000002e-11,3.277e-39
1511,279.89,3.0170000000000004e-11,0,3.0170000000000004e-11,9.853999999999999e-40
1512,279.94,3.041e-11,0,3.041e-11,2.778e-40
1513,279.99,2.8870000000000003e-11,0,2.8870000000000003e-11,7.345999999999999e-41
1514,280.04,2.606e-11,0,2.606e-11,1.821e-41
1515,280.09,2.317e-11,0,2.317e-11,4.235e-42
1516,280.14,2.238e-11,0,2.238e-11,9.233e-43
1517,280.19,2.799e-11,0,2.799e-11,1.888e-43
1518,280.24,4.8579999999999995e-11,0,4.8579999999999995e-11,3.62e-44
1519,280.29,1.01e-10,0,1.01e-10,6.508999999999999e-45
1520,280.34,2.163e-10,0,2.163e-10,1.097e-45
1521,280.39,4.4760000000000004e-10,0,4.4760000000000004e-10,1.7349999999999998e-46
1522,280.44,8.764e-10,0,8.764e-10,2.573e-47
1523,280.49,1.6150000000000001e-09,0,1.6150000000000001e-09,3.578e-48
1524,280.54,2.7939999999999997e-09,0,2.7939999999999997e-09,4.665e-49
1525,280.59,4.541e-09,0,4.541e-09,5.703999999999999e-50
1526,280.64,6.9289999999999995e-09,0,6.9289999999999995e-09,0
1527,280.69,9.925000000000001e-09,0,9.925000000000001e-09,0
1528,280.74,1.335e-08,0,1.335e-08,0
1529,280.79,1.6850000000000002e-08,0,1.6850000000000002e-08,0
1530,280.84,1.996e-08,0,1.996e-08,0
1531,280.89,2.2210000000000002e-08,0,2.2210000000000002e-08,0
1532,280.94,2.32e-08,0,2.32e-08,0
1533,280.99,2.274e-08,0,2.274e-08,0
1534,281.04,2.093e-08,0,2.093e-08,0
1535,281.09,1.8090000000000002e-08,0,1.8090000000000002e-08,0
1536,281.14,1.4680000000000001e-08,0,1.4680000000000001e-08,0
1537,281.19,1.119e-08,0,1.119e-08,0
1538,281.24,8.01e-09,0,8.01e-09,0
1539,281.29,5.393e-09,0,5.393e-09,0
1540,281.34,3.419e-09,0,3.419e-09,0
1541,281.39,2.046e-09,0,2.046e-09,0
1542,281.44,1.163e-09,0,1.163e-09,0
1543,281.49,6.368e-10,0,6.368e-10,0
1544,281.54,3.4560000000000003e-10,0,3.4560000000000003e-10,0
1545,281.59,1.9719999999999998e-10,0,1.9719999999999998e-10,0
1546,281.64,1.287e-10,0,1.287e-10,3.9389999999999994e-50
1547,281.69,1.0109999999999999e-10,0,1.0109999999999999e-10,3.2129999999999996e-49
1548,281.74,9.188e-11,0,9.188e-11,2.4619999999999998e-48
1549,281.79,8.882e-11,0,8.882e-11,1.7729999999999998e-47
1550,281.84,8.570999999999998e-11,0,8.570999999999998e-11,1.199e-46
1551,281.89,7.988e-11,0,7.988e-11,7.623999999999999e-46
1552,281.94,7.081e-11,0,7.081e-11,4.5539999999999996e-45
1553,281.99,5.932e-11,0,5.932e-11,2.5559999999999995e-44
1554,282.04,4.6820000000000006e-11,0,4.6820000000000006e-11,1.3479999999999999e-43
1555,282.09,3.476e-11,0,3.476e-11,6.679000000000001e-43
1556,282.14,2.4289999999999998e-11,0,2.4289999999999998e-11,3.11e-42
1557,282.19,1.602e-11,0,1.602e-11,1.361e-41
1558,282.24,1.0119999999999998e-11,0,1.0119999999999998e-11,5.593e-41
1559,282.29,6.501e-12,0,6.501e-12,2.161e-40
1560,282.34,5.035e-12,0,5.035e-12,7.842000000000001e-40
1561,282.39,5.8520000000000005e-12,0,5.8520000000000005e-12,2.6739999999999995e-39
1562,282.44,9.537e-12,0,9.537e-12,8.569999999999999e-39
1563,282.49,1.726e-11,0,1.726e-11,2.5799999999999997e-38
1564,282.54,3.078e-11,0,3.078e-11,7.3e-38
1565,282.59,5.214e-11,0,5.214e-11,1.9409999999999998e-37
1566,282.64,8.320999999999999e-11,0,8.320999999999999e-11,4.847999999999999e-37
1567,282.69,1.248e-10,0,1.248e-10,1.1379999999999997e-36
1568,282.74,1.76e-10,0,1.76e-10,2.5089999999999996e-36
1569,282.79,2.331e-10,0,2.331e-10,5.199e-36
1570,282.84,2.9000000000000003e-10,0,2.9000000000000003e-10,1.0119999999999998e-35
1571,282.89,3.39e-10,0,3.39e-10,1.852e-35
1572,282.94,3.7219999999999997e-10,0,3.7219999999999997e-10,3.1840000000000003e-35
1573,282.99,3.841e-10,0,3.841e-10,5.142999999999999e-35
1574,283.04,3.723e-10,0,3.723e-10,7.806e-35
1575,283.09,3.3910000000000005e-10,0,3.3910000000000005e-10,1.1129999999999998e-34
1576,283.14,2.903e-10,0,2.903e-10,1.4919999999999998e-34
1577,283.19,2.34e-10,0,2.34e-10,1.878e-34
1578,283.24,1.786e-10,0,1.786e-10,2.222e-34
1579,283.29,1.321e-10,0,1.321e-10,2.4709999999999997e-34
1580,283.34,1.0200000000000001e-10,0,1.0200000000000001e-10,2.581e-34
1581,283.39,9.867000000000001e-11,0,9.867000000000001e-11,2.533e-34
1582,283.44,1.408e-10,0,1.408e-10,2.3359999999999997e-34
1583,283.49,2.648e-10,0,2.648e-10,2.024e-34
1584,283.54,5.393e-10,1.0579999999999999e-14,5.393e-10,1.648e-34
1585,283.59,1.082e-09,1.058e-13,1.082e-09,1.261e-34
1586,283.64,2.076e-09,8.218e-13,2.076e-09,9.065e-35
1587,283.69,3.783e-09,6.005e-12,3.777e-09,6.123e-35
1588,283.74,6.5410000000000005e-09,4.1270000000000003e-11,6.5e-09,3.8859999999999997e-35
1589,283.79,1.083e-08,2.6669999999999997e-10,1.056e-08,2.3180000000000002e-35
1590,283.84,1.781e-08,1.6209999999999999e-09,1.619e-08,1.299e-35
1591,283.89,3.2650000000000005e-08,9.269e-09,2.339e-08,6.837999999999999e-36
1592,283.94,8.166e-08,4.984e-08,3.183e-08,3.383e-36
1593,283.99,2.9280000000000003e-07,2.52e-07,4.0780000000000005e-08,1.5730000000000003e-36
1594,284.04,1.248e-06,1.199e-06,4.918e-08,6.87e-37
1595,284.09,5.418e-06,5.3620000000000005e-06,5.581e-08,2.82e-37
1596,284.14,2.262e-05,2.256e-05,5.9579999999999995e-08,1.087e-37
1597,284.19,8.931e-05,8.925e-05,5.983e-08,3.941e-38
1598,284.24,0.0003322,0.0003321,5.649e-08,1.3419999999999997e-38
1599,284.29,0.001163,0.001163,5.016e-08,4.293e-39
1600,284.34,0.003827,0.003827,4.1879999999999995e-08,1.291e-39
1601,284.39,0.01185,0.01185,3.287e-08,3.6449999999999997e-40
1602,284.44,0.0345,0.0345,2.425e-08,9.676e-41
1603,284.49,0.09448,0.09448,1.6819999999999998e-08,2.4129999999999995e-41
1604,284.54,0.2434,0.2434,1.097e-08,5.654e-42
1605,284.59,0.5895,0.5895,6.725e-09,1.2449999999999998e-42
1606,284.64,1.3430000000000002,1.3430000000000002,3.875e-09,2.576e-43
1607,284.69,2.8789999999999996,2.8789999999999996,2.099e-09,5.008e-44
1608,284.74,5.8020000000000005,5.8020000000000005,1.069e-09,9.146999999999999e-45
1609,284.79,11.0,11.0,5.116000000000001e-10,1.5700000000000002e-45
1610,284.84,19.61,19.61,2.3030000000000002e-10,2.532e-46
1611,284.89,32.88,32.88,9.769e-11,3.837e-47
1612,284.94,51.86,51.86,3.9579999999999994e-11,5.462999999999999e-48
1613,284.99,76.92,76.92,1.655e-11,7.308999999999999e-49
1614,285.04,107.3,107.3,9.735e-12,9.187999999999998e-50
1615,285.09,140.8,140.8,1.1539999999999998e-11,1.1029999999999998e-49
1616,285.14,173.8,173.8,2.042e-11,8.763e-49
1617,285.19,201.7,201.7,3.856e-11,6.551e-48
1618,285.24,220.2,220.2,7.128e-11,4.609e-47
1619,285.29,226.2,226.2,1.2759999999999998e-10,3.051e-46
1620,285.34,218.4,218.4,2.214e-10,1.9009999999999997e-45
1621,285.39,198.4,198.4,3.7339999999999997e-10,1.114e-44
1622,285.44,169.5,169.5,6.126e-10,6.149e-44
1623,285.49,136.2,136.2,9.758e-10,3.1919999999999996e-43
1624,285.54,102.9,102.9,1.504e-09,1.56e-42
1625,285.59,73.18,73.18,2.2350000000000002e-09,7.169999999999999e-42
1626,285.64,48.93,48.93,3.186e-09,3.1019999999999997e-41
1627,285.69,30.77,30.77,4.336999999999999e-09,1.263e-40
1628,285.74,18.2,18.2,5.6179999999999994e-09,4.838e-40
1629,285.79,10.12,10.12,6.904e-09,1.744e-39
1630,285.84,5.296,5.296,8.03e-09,5.918e-39
1631,285.89,2.6069999999999998,2.6069999999999998,8.825e-09,1.889e-38
1632,285.94,1.206,1.206,9.153e-09,5.676e-38
1633,285.99,0.5252,0.5252,8.95e-09,1.605e-37
1634,286.04,0.2151,0.2151,8.246e-09,4.2689999999999995e-37
1635,286.09,0.08283,0.08283,7.1560000000000005e-09,1.069e-36
1636,286.14,0.03,0.03,5.848e-09,2.5180000000000002e-36
1637,286.19,0.01022,0.01022,4.499e-09,5.582999999999999e-36
1638,286.24,0.003276,0.003276,3.2579999999999997e-09,1.1649999999999999e-35
1639,286.29,0.0009873,0.0009873,2.223e-09,2.2869999999999998e-35
1640,286.34,0.0002799,0.0002799,1.4299999999999998e-09,4.2249999999999995e-35
1641,286.39,7.463e-05,7.463e-05,8.743e-10,7.345e-35
1642,286.44,1.872e-05,1.872e-05,5.218e-10,1.2019999999999998e-34
1643,286.49,4.415e-06,4.415e-06,3.345e-10,1.8499999999999997e-34
1644,286.54,9.797e-07,9.793999999999999e-07,2.8489999999999997e-10,2.68e-34
1645,286.59,2.047e-07,2.044e-07,3.659e-10,3.6539999999999992e-34
1646,286.64,4.0710000000000005e-08,4.011e-08,5.945000000000001e-10,4.689e-34
1647,286.69,8.413e-09,7.405000000000001e-09,1.008e-09,5.661e-34
1648,286.74,2.9399999999999998e-09,1.286e-09,1.6539999999999999e-09,6.4310000000000006e-34
1649,286.79,2.782e-09,2.1000000000000002e-10,2.572e-09,6.876e-34
1650,286.84,3.8040000000000005e-09,3.225e-11,3.771e-09,6.917999999999999e-34
1651,286.89,5.212e-09,4.66e-12,5.207000000000001e-09,6.55e-34
1652,286.94,6.771000000000001e-09,6.332e-13,6.77e-09,5.834999999999999e-34
1653,286.99,8.288e-09,8.092999999999999e-14,8.288e-09,4.8919999999999994e-34
1654,287.04,9.552e-09,5.2509999999999995e-15,9.552e-09,3.86e-34
1655,287.09,1.037e-08,0,1.037e-08,2.866e-34
1656,287.14,1.06e-08,0,1.06e-08,2.002e-34
1657,287.19,1.0209999999999998e-08,0,1.0209999999999998e-08,1.316e-34
1658,287.24,9.263e-09,0,9.263e-09,8.144999999999999e-35
1659,287.29,7.925e-09,0,7.925e-09,4.7420000000000004e-35
1660,287.34,6.404e-09,0,6.404e-09,2.598e-35
1661,287.39,4.908e-09,0,4.908e-09,1.339e-35
1662,287.44,3.616e-09,0,3.616e-09,6.499e-36
1663,287.49,2.6600000000000003e-09,0,2.6600000000000003e-09,2.9669999999999997e-36
1664,287.54,2.136e-09,0,2.136e-09,1.2749999999999998e-36
1665,287.59,2.131e-09,0,2.131e-09,5.1539999999999995e-37
1666,287.64,2.742e-09,0,2.742e-09,1.9609999999999998e-37
1667,287.69,4.083e-09,0,4.083e-09,7.020999999999999e-38
1668,287.74,6.2660000000000005e-09,0,6.2660000000000005e-09,2.366e-38
1669,287.79,9.348e-09,0,9.348e-09,7.5e-39
1670,287.84,1.3269999999999999e-08,0,1.3269999999999999e-08,2.2379999999999998e-39
1671,287.89,1.78e-08,0,1.78e-08,6.282999999999999e-40
1672,287.94,2.25e-08,0,2.25e-08,1.6599999999999999e-40
1673,287.99,2.6800000000000002e-08,0,2.6800000000000002e-08,4.127e-41
1674,288.04,3.005e-08,0,3.005e-08,9.657e-42
1675,288.09,3.174e-08,0,3.174e-08,2.126e-42
1676,288.14,3.158e-08,0,3.158e-08,4.4049999999999994e-43
1677,288.19,2.9610000000000002e-08,0,2.9610000000000002e-08,8.589e-44
1678,288.24,2.6189999999999998e-08,0,2.6189999999999998e-08,1.5759999999999996e-44
1679,288.29,2.187e-08,0,2.187e-08,2.721e-45
1680,288.34,1.729e-08,0,1.729e-08,4.421e-46
1681,288.39,1.3e-08,0,1.3e-08,6.759e-47
1682,288.44,9.373e-09,0,9.373e-09,9.724999999999998e-48
1683,288.49,6.561e-09,0,6.561e-09,1.317e-48
1684,288.54,4.544e-09,0,4.544e-09,1.678e-49
1685,288.59,3.185e-09,0,3.185e-09,0
1686,288.64,2.303e-09,0,2.303e-09,0
1687,288.69,1.726e-09,0,1.726e-09,0
1688,288.74,1.327e-09,0,1.327e-09,0
1689,288.79,1.0249999999999999e-09,0,1.0249999999999999e-09,0
1690,288.84,7.804e-10,0,7.804e-10,0
1691,288.89,5.795e-10,0,5.795e-10,0
1692,288.94,4.211e-10,0,4.211e-10,0
1693,288.99,3.068e-10,0,3.068e-10,0
1694,289.04,2.3619999999999997e-10,0,2.3619999999999997e-10,0
1695,289.09,2.051e-10,0,2.051e-10,0
1696,289.14,2.0630000000000003e-10,0,2.0630000000000003e-10,0
1697,289.19,2.3009999999999999e-10,0,2.3009999999999999e-10,0
1698,289.24,2.658e-10,0,2.658e-10,0
1699,289.29,3.027e-10,0,3.027e-10,0
1700,289.34,3.316e-10,0,3.316e-10,0
1701,289.39,3.4639999999999996e-10,0,3.4639999999999996e-10,0
1702,289.44,3.451e-10,0,3.451e-10,0
1703,289.49,3.3119999999999995e-10,0,3.3119999999999995e-10,0
1704,289.54,3.135e-10,0,3.135e-10,0
1705,289.59,3.058e-10,0,3.058e-10,0
1706,289.64,3.2619999999999997e-10,0,3.2619999999999997e-10,0
1707,289.69,3.961e-10,0,3.961e-10,0
1708,289.74,5.413e-10,0,5.413e-10,1.9209999999999995e-50
1709,289.79,7.939999999999999e-10,0,7.939999999999999e-10,1.4799999999999997e-49
1710,289.84,1.198e-09,0,1.198e-09,1.0749999999999999e-48
1711,289.89,1.821e-09,0,1.821e-09,7.365e-48
1712,289.94,2.764e-09,0,2.764e-09,4.756e-47
1713,289.99,4.174e-09,0,4.174e-09,2.8960000000000003e-46
1714,290.04,6.246e-09,0,6.246e-09,1.6619999999999998e-45
1715,290.09,9.197e-09,0,9.197e-09,8.998e-45
1716,290.14,1.3209999999999999e-08,0,1.3209999999999999e-08,4.591999999999999e-44
1717,290.19,1.8359999999999997e-08,0,1.8359999999999997e-08,2.21e-43
1718,290.24,2.45e-08,0,2.45e-08,1.0020000000000001e-42
1719,290.29,3.12e-08,0,3.12e-08,4.288e-42
1720,290.34,3.778e-08,0,3.778e-08,1.7289999999999998e-41
1721,290.39,4.3360000000000006e-08,0,4.3360000000000006e-08,6.576e-41
1722,290.44,4.707e-08,0,4.707e-08,2.358e-40
1723,290.49,4.8280000000000006e-08,0,4.8280000000000006e-08,7.971e-40
1724,290.54,4.6739999999999994e-08,0,4.6739999999999994e-08,2.5399999999999995e-39
1725,290.59,4.269e-08,0,4.269e-08,7.634e-39
1726,290.64,3.677e-08,0,3.677e-08,2.1630000000000003e-38
1727,290.69,2.9860000000000004e-08,0,2.9860000000000004e-08,5.779e-38
1728,290.74,2.286e-08,0,2.286e-08,1.456e-37
1729,290.79,1.65e-08,0,1.65e-08,3.457e-37
1730,290.84,1.122e-08,0,1.122e-08,7.741e-37
1731,290.89,7.203000000000001e-09,0,7.203000000000001e-09,1.634e-36
1732,290.94,4.371999999999999e-09,0,4.371999999999999e-09,3.253e-36
1733,290.99,2.541e-09,0,2.541e-09,6.105999999999999e-36
1734,291.04,1.484e-09,0,1.484e-09,1.0810000000000001e-35
1735,291.09,1.02e-09,0,1.02e-09,1.803e-35
1736,291.14,1.0539999999999999e-09,0,1.0539999999999999e-09,2.836e-35
1737,291.19,1.6039999999999998e-09,0,1.6039999999999998e-09,4.2069999999999995e-35
1738,291.24,2.803e-09,0,2.803e-09,5.883e-35
1739,291.29,4.882e-09,0,4.882e-09,7.757999999999999e-35
1740,291.34,8.128e-09,0,8.128e-09,9.644e-35
1741,291.39,1.2809999999999999e-08,0,1.2809999999999999e-08,1.1309999999999998e-34
1742,291.44,1.9080000000000003e-08,0,1.9080000000000003e-08,1.249e-34
1743,291.49,2.685e-08,0,2.685e-08,1.3019999999999998e-34
1744,291.54,3.572e-08,0,3.572e-08,1.2790000000000001e-34
1745,291.59,4.498e-08,0,4.498e-08,1.1849999999999998e-34
1746,291.64,5.37e-08,0,5.37e-08,1.035e-34
1747,291.69,6.089e-08,0,6.089e-08,8.523e-35
1748,291.74,6.580000000000001e-08,0,6.580000000000001e-08,6.618e-35
1749,291.79,6.801e-08,0,6.801e-08,4.845e-35
1750,291.84,6.757e-08,0,6.757e-08,3.344e-35
1751,291.89,6.493e-08,0,6.493e-08,2.1759999999999999e-35
1752,291.94,6.071e-08,0,6.071e-08,1.3359999999999998e-35
1753,291.99,5.558e-08,0,5.558e-08,7.727e-36
1754,292.04,5.005e-08,0,5.005e-08,4.215e-36
1755,292.09,4.4450000000000004e-08,0,4.4450000000000004e-08,2.168e-36
1756,292.14,3.892e-08,0,3.892e-08,1.0509999999999999e-36
1757,292.19,3.3539999999999995e-08,0,3.3539999999999995e-08,4.805999999999999e-37
1758,292.24,2.837e-08,0,2.837e-08,2.072e-37
1759,292.29,2.347e-08,0,2.347e-08,8.422e-38
1760,292.34,1.895e-08,0,1.895e-08,3.2269999999999994e-38
1761,292.39,1.491e-08,0,1.491e-08,1.1659999999999999e-38
1762,292.44,1.1410000000000001e-08,0,1.1410000000000001e-08,3.973e-39
1763,292.49,8.477e-09,0,8.477e-09,1.276e-39
1764,292.54,6.1150000000000005e-09,0,6.1150000000000005e-09,3.8650000000000005e-40
1765,292.59,4.28e-09,0,4.28e-09,1.1040000000000002e-40
1766,292.64,2.914e-09,0,2.914e-09,2.972e-41
1767,292.69,1.951e-09,0,1.951e-09,7.542999999999999e-42
1768,292.74,1.316e-09,0,1.316e-09,1.805e-42
1769,292.79,9.384e-10,0,9.384e-10,4.0740000000000004e-43
1770,292.84,7.522e-10,0,7.522e-10,8.669e-44
1771,292.89,6.974e-10,0,6.974e-10,1.739e-44
1772,292.94,7.234e-10,0,7.234e-10,3.29e-45
1773,292.99,7.89e-10,0,7.89e-10,5.867e-46
1774,293.04,8.638e-10,0,8.638e-10,9.865e-47
1775,293.09,9.281e-10,0,9.281e-10,1.5639999999999998e-47
1776,293.14,9.725000000000001e-10,0,9.725000000000001e-10,2.3380000000000002e-48
1777,293.19,9.971e-10,0,9.971e-10,3.2950000000000003e-49
1778,293.24,1.0090000000000001e-09,0,1.0090000000000001e-09,4.379e-50
1779,293.29,1.019e-09,0,1.019e-09,0
1780,293.35,1.047e-09,0,1.047e-09,0
1781,293.4,1.096e-09,0,1.096e-09,0
1782,293.45,1.1759999999999999e-09,0,1.1759999999999999e-09,0
1783,293.5,1.2889999999999998e-09,0,1.2889999999999998e-09,0
1784,293.55,1.426e-09,0,1.426e-09,0
1785,293.6,1.5720000000000002e-09,0,1.5720000000000002e-09,0
1786,293.65,1.702e-09,0,1.702e-09,0
1787,293.7,1.79e-09,0,1.79e-09,0
1788,293.75,1.8129999999999998e-09,0,1.8129999999999998e-09,0
1789,293.8,1.7580000000000001e-09,0,1.7580000000000001e-09,0
1790,293.85,1.625e-09,0,1.625e-09,0
1791,293.9,1.4299999999999998e-09,0,1.4299999999999998e-09,0
1792,293.95,1.199e-09,0,1.199e-09,0
1793,294.0,9.608999999999999e-10,0,9.608999999999999e-10,0
1794,294.05,7.446e-10,0,7.446e-10,0
1795,294.1,5.703e-10,0,5.703e-10,0
1796,294.15,4.496e-10,0,4.496e-10,0
1797,294.2,3.8580000000000005e-10,0,3.8580000000000005e-10,0
1798,294.25,3.762e-10,0,3.762e-10,0
1799,294.3,4.144e-10,0,4.144e-10,0
1800,294.35,4.926e-10,0,4.926e-10,0
1801,294.4,6.037000000000001e-10,0,6.037000000000001e-10,0
1802,294.45,7.432000000000001e-10,0,7.432000000000001e-10,0
1803,294.5,9.124e-10,0,9.124e-10,0
1804,294.55,1.123e-09,0,1.123e-09,0
1805,294.6,1.4000000000000001e-09,0,1.4000000000000001e-09,0
1806,294.65,1.783e-09,0,1.783e-09,0
1807,294.7,2.324e-09,0,2.324e-09,0
1808,294.75,3.0759999999999997e-09,0,3.0759999999999997e-09,0
1809,294.8,4.072e-09,0,4.072e-09,0
1810,294.85,5.306e-09,0,5.306e-09,0
1811,294.9,6.714e-09,0,6.714e-09,0
1812,294.95,8.169e-09,0,8.169e-09,0
1813,295.0,9.492e-09,0,9.492e-09,0
1814,295.05,1.0490000000000002e-08,0,1.0490000000000002e-08,0
1815,295.1,1.099e-08,0,1.099e-08,0
1816,295.15,1.091e-08,0,1.091e-08,0
1817,295.2,1.0249999999999999e-08,0,1.0249999999999999e-08,0
1818,295.25,9.101e-09,0,9.101e-09,0
1819,295.3,7.640000000000001e-09,0,7.640000000000001e-09,0
1820,295.35,6.0629999999999994e-09,0,6.0629999999999994e-09,0
1821,295.4,4.55e-09,0,4.55e-09,0
1822,295.45,3.234e-09,0,3.234e-09,0
1823,295.5,2.1859999999999997e-09,0,2.1859999999999997e-09,0
1824,295.55,1.418e-09,0,1.418e-09,0
1825,295.6,9.051000000000001e-10,0,9.051000000000001e-10,0
1826,295.65,6.003999999999999e-10,0,6.003999999999999e-10,0
1827,295.7,4.5080000000000004e-10,0,4.5080000000000004e-10,0
1828,295.75,4.0750000000000004e-10,0,4.0750000000000004e-10,0
1829,295.8,4.295e-10,0,4.295e-10,0
1830,295.85,4.838e-10,0,4.838e-10,0
1831,295.9,5.445e-10,0,5.445e-10,0
1832,295.95,5.92e-10,0,5.92e-10,0
1833,296.0,6.131000000000001e-10,0,6.131000000000001e-10,0
1834,296.05,6.017e-10,0,6.017e-10,0
1835,296.1,5.584000000000001e-10,0,5.584000000000001e-10,0
1836,296.15,4.898e-10,0,4.898e-10,0
1837,296.2,4.061e-10,0,4.061e-10,0
1838,296.25,3.1830000000000003e-10,0,3.1830000000000003e-10,0
1839,296.3,2.36e-10,0,2.36e-10,0
1840,296.35,1.66e-10,0,1.66e-10,0
1841,296.4,1.1129999999999999e-10,0,1.1129999999999999e-10,0
1842,296.45,7.224e-11,0,7.224e-11,0
1843,296.5,4.711e-11,0,4.711e-11,0
1844,296.55,3.3810000000000004e-11,0,3.3810000000000004e-11,0
1845,296.6,3.079e-11,0,3.079e-11,0
1846,296.65,3.805e-11,0,3.805e-11,0
1847,296.7,5.84e-11,0,5.84e-11,0
1848,296.75,9.923000000000002e-11,0,9.923000000000002e-11,0
1849,296.8,1.756e-10,0,1.756e-10,0
1850,296.85,3.15e-10,0,3.15e-10,0
1851,296.9,5.635e-10,0,5.635e-10,0
1852,296.95,9.917e-10,0,9.917e-10,0
1853,297.0,1.6969999999999998e-09,0,1.6969999999999998e-09,0
1854,297.05,2.8000000000000003e-09,0,2.8000000000000003e-09,0
1855,297.1,4.4240000000000004e-09,0,4.4240000000000004e-09,0
1856,297.15,6.663e-09,0,6.663e-09,0
1857,297.2,9.536e-09,0,9.536e-09,0
1858,297.25,1.2949999999999999e-08,0,1.2949999999999999e-08,0
1859,297.3,1.6659999999999998e-08,0,1.6659999999999998e-08,0
1860,297.35,2.031e-08,0,2.031e-08,0
1861,297.4,2.345e-08,0,2.345e-08,0
1862,297.45,2.5639999999999997e-08,0,2.5639999999999997e-08,0
1863,297.5,2.659e-08,0,2.659e-08,0
1864,297.55,2.6189999999999998e-08,0,2.6189999999999998e-08,0
1865,297.6,2.455e-08,0,2.455e-08,0
1866,297.65,2.1989999999999997e-08,0,2.1989999999999997e-08,0
1867,297.7,1.8940000000000003e-08,0,1.8940000000000003e-08,0
1868,297.75,1.584e-08,0,1.584e-08,0
1869,297.8,1.3040000000000001e-08,0,1.3040000000000001e-08,0
1870,297.85,1.077e-08,0,1.077e-08,0
1871,297.9,9.135e-09,0,9.135e-09,0
1872,297.95,8.142000000000001e-09,0,8.142000000000001e-09,0
1873,298.0,7.759e-09,0,7.759e-09,0
1874,298.05,7.941e-09,0,7.941e-09,0
