Wavelength,Sum

291.89	,2035
291.94	,1865
291.99	,1600
292.04	,1583
292.09	,1550
292.14	,1679
292.19	,1581
292.23	,1588
292.28	,1842
292.33	,1663
292.38	,1674
292.43	,1872
292.48	,1683
292.53	,1299
292.57	,1524
292.62	,1379
292.67	,1973
292.72	,1585
292.77	,1524
292.82	,2216
292.87	,1924
292.91	,1816
292.96	,1499
293.01	,2154
293.06	,1869
293.11	,1792
293.16	,1565
293.21	,1347
293.25	,1720
293.3	,1498
293.35	,1659
293.4	,1438
293.45	,1408
293.5	,1650
293.55	,1834
293.59	,2033
293.64	,1802
293.69	,2148
293.74	,1576
293.79	,2105
293.84	,1837
293.89	,1869
293.93	,2055
293.98	,1540
294.03	,1809
294.08	,2130
294.13	,1679
294.18	,1655
294.23	,1777
294.27	,1538
294.32	,1370
294.37	,1623
294.42	,2026
294.47	,1638
294.52	,1268
294.56	,1481
294.61	,2370
294.66	,1353
294.71	,1162
294.76	,1886
294.81	,1543
294.86	,1499
294.9	,1603
294.95	,1337
295	,1784
295.05,1597
295.1,1782
295.15	,2101
295.19	,1529
295.24	,1714
295.29	,1929
295.34	,1617
295.39	,1743
295.44	,1538
295.49	,2190
295.53	,1628
295.58	,1849
295.63	,1559
295.68	,1166
295.73	,1661
295.78	,1741
295.82	,2000
295.87	,1652
295.92	,1517
295.97	,1883
296.02	,2134
296.07	,1385
296.11	,1794
296.16	,2057
296.21	,1981
296.26	,2082
296.31	,1500
296.36	,1490
296.4	,2036
296.45	,1387
296.5	,1607
296.55	,1753
296.6	,1615
296.65	,1745
296.69	,1857
296.74	,2064
296.79	,1228
296.84	,2096
296.89	,1746
296.94	,1383
296.98	,2004
297.03	,1813
297.08	,2298
297.13	,1570
297.18	,1645
297.23	,1897
297.27	,1372
297.32	,1662
297.37	,2021
297.42	,1997
297.47	,1974
297.52	,1865
297.56	,1593
297.61	,1747
297.66	,1612
297.71	,1956
297.76	,1804
297.8	,1489
297.85	,1985
297.9	,1591
297.95	,1618
298	,1513
298.05	,1852
298.09	,1869
298.14	,1665
298.19	,2028
298.24	,1696
298.29,1781
298.34,1494
298.38,1477
298.43,1732
298.48,1659
298.53,1452
298.58,1750
298.62,1456
298.67,1619
298.72,1789
298.77	,1979
298.82	,1747
298.87	,1699
298.91	,1609
298.96	,1917
299.01	,1671
299.06	,1518
299.11	,1863
299.15	,1617
299.2	,1932
299.25	,1666
299.3	,1817
299.35	,1726
299.4	,1582
299.44	,1399
299.49	,2009
299.54	,1547
299.59	,1661
299.64	,2116
299.68	,1459
299.73	,1361
299.78	,2123
299.83	,1917
299.88	,1424
299.92	,1616
299.97	,1826
300.02	,1888
300.07	,2068
300.12	,1753
300.16	,1558
300.21	,1668
300.26	,1718
300.31	,2099
300.36	,1884
300.41	,2140
300.45	,1736
300.5	,1452
300.55	,2131
300.6	,1595
300.65	,1538
300.69	,2011
300.74	,1852
300.79	,1450
300.84	,1763
300.89	,1496
300.93	,1261
300.98	,1901
301.03	,1759
301.08	,1594
301.13	,1720
301.17	,2021
301.22	,1798
301.27	,1810
301.32	,2019
301.37	,1827
301.41	,1548
301.46	,1908
301.51	,1475
301.56	,1514
301.61	,1395
301.65	,1613
301.7	,1918
301.75	,1742
301.8	,1455
301.85	,1670
301.89	,1972
301.94	,1706
301.99	,1747
302.04	,2028
302.09	,1887
302.13	,1769
302.18	,2061
302.23	,1652
302.28	,1424
302.32	,2024
302.37	,1726
302.42	,1747
302.47	,1470
302.52	,1697
302.56	,2308
302.61	,2360
302.66	,1931
302.71	,1536
302.76	,1632
302.8	,1583
302.85	,1846
302.9	,1682
302.95	,2086
303	,1471
303.04	,1481
303.09	,2134
303.14	,1513
303.19	,1544
303.23	,1845
303.28	,2037
303.33	,1453
303.38	,1511
303.43	,1526
303.47	,1677
303.52	,1382
303.57	,1541
303.62	,1811
303.67	,1736
303.71	,2166
303.76	,1714
303.81	,1364
303.86	,1970
303.9	,1782
303.95	,2312
304	,1693
304.05	,1731
304.1	,1871
304.14	,2074
304.19	,2446
304.24	,2031
304.29	,1951
304.33	,1710
304.38	,1345
304.43	,2112
304.48	,1675
304.53	,1454
304.57	,2013
304.62	,1845
304.67	,1666
304.72	,2260
304.76	,1447
304.81	,1655
304.86	,1584
304.91	,1918
304.96	,1724
305	,1722
305.05	,1851
305.1	,2063
305.15	,2923
305.19	,1681
305.24	,1493
305.29	,1986
305.34	,1729
305.39	,2094
305.43	,1946
305.48	,2009
305.53	,1777
305.58	,1801
305.62	,1625
305.67	,2196
305.72	,2220
305.77	,2339
305.81	,2462
305.86	,2151
305.91	,1936
305.96	,2283
306.01	,2095
306.05	,3252
306.1	,1577
306.15	,1665
306.2	,2073
306.24	,2788
306.29	,1710
306.34	,2267
306.39	,2516
306.43	,2481
306.48	,2028
306.53	,2414
306.58	,1647
306.62	,2069
306.67	,2180
306.72	,2219
306.77	,2429
306.81	,2148
306.86	,1802
306.91	,2101
306.96	,2387
307.01	,1931
307.05	,2324
307.1	,2042
307.15	,2154
307.2	,2016
307.24	,1949
307.29	,1967
307.34	,1835
307.39	,2064
307.43	,1936
307.48	,1593
307.53	,2091
307.58	,1836
307.62	,2518
307.67	,1895
307.72	,1802
307.77	,2274
307.81	,1732
307.86	,1590
307.91	,2401
307.96	,2214
308	,2519
308.05	,2511
308.1	,2049
308.15	,2955
308.19	,4201
308.24	,8166
308.29,8799
308.34	,8727
308.38	,5859
308.43	,4139
308.48	,2799
308.53	,3036
308.57	,2527
308.62	,2478
308.67	,2723
308.72	,1922
308.76	,2250
308.81	,2262
308.86	,2279
308.91	,2026
308.95	,2431
309	255,6
309.05	,2673
309.1	,2004
309.14	,1795
309.19	,2598
309.24	,4958
309.29	,9777
309.33	,17652
309.38	,20956
309.43	,16077
309.48	,6706
309.52	,3788
309.57	,3069
309.62	,3256
309.66	,3271
309.71	,2567
309.76	,2803
309.81	,2520
309.85	,1743
309.9	,2501
309.95	,2266
310	,2273
310.04	,2165
310.09	,2027
310.14	,2057
310.19	,2023
310.23	,1865
310.28	,1814
310.33	,2224
310.38	,,2426
310.42	,1988
310.47	,1956
310.52	,2092
310.56	,2368
310.61	,1914
310.66	,2202
310.71	,1553
310.75	,2010
310.8	,2381
310.85	,1791
310.9	,1974
310.94	,1998
310.99	,1856
311.04	,2066
311.09	,1978
311.13	,1765
311.18	,1790
311.23	,1958
311.27	,1884
311.32	,2095
311.37	,2461
311.42	,2103
311.46	,1580
311.51	,2080
311.56	,1636
311.61	,1700
311.65	,1764
311.7	,1714
311.75	,1675
311.79	,1780
311.84	,1669
311.89	,1798
311.94	,1718
311.98	,1859
312.03	,2089
312.08	,2116
312.12	,1846
312.17	,1705
312.22	,1614
312.27	,1656
312.31	,2079
312.36	,2093
312.41	,1801
312.46	,1547
312.5	,1713
312.55	,1685
312.6	1869
312.64	,1932
312.69	,1690
312.74	,2330
312.79	,2165
312.83	,1644
312.88	,1493
312.93	,1841
312.97	,1756
313.02	,1350
313.07	,2073
313.12	,2198
313.16	,2155
313.21	,1484
313.26	,1380
313.3	,1790
313.35	,1636
313.4	,1587
313.45	,1907
313.49	,2168
313.54	,1834
313.59	,1616
313.63	,1808
313.68	,2017
313.73	,1425
313.78	,1811
313.82	,1467
313.87	,2030
313.92	,2049
313.96	,1612
314.01	,1666
314.06	,2303
314.1	,1794
314.15	,1862
314.2	,1851
314.25	,1761
314.29	,2052
314.34	,1565
314.39	,1882
314.43	,1819
314.48	,2151
314.53	,1552
314.58	,2011
314.62	,1919
314.67	,2010
314.72	,1507
314.76	,2071
314.81	,1739
314.86	,1572
314.9	,1659
314.95	,2232
315	,1843
315.05	,1494
315.09	,1746
315.14	,1900
315.19,1600
315.23,1506
315.28,1719
315.33,1896
315.37,1534
315.42,1709
315.47,1719
315.51,1916
315.56,1418
315.61,1590
315.66	,1680
315.7	,1740
315.75	,1840
315.8	,2046
315.84	,1521
315.89	,1825
315.94	,1376
315.98	,1565
316.03	,1555
316.08	,1567
316.13	,1458
316.17	,1825
316.22	,1954
316.27	,1782
316.31	,1551
316.36	,1614
316.41	,1528
316.45	,2028
316.5	,1591
316.55	,1708
316.59	,1995
316.64	,1959
316.69	,1492
316.73	,1728
316.78	,1786
316.83	,1732
316.88	,1641
316.92	,2195
316.97	,1646
317.02	,1874
317.06	,1838
317.11	,1669
317.16	,1855
317.2	,2124
317.25	,1913
317.3	,1830
317.34	,1622
317.39	,1718
317.44	,1654
317.48	,1941
317.53	,1941
317.58	,1898
317.62	,1331
317.67	,1618
317.72	,1780
317.76	,1533
317.81	,1593
317.86	,1894
317.91	,1545
317.95	,1647
318	,1370
318.05	,1885
318.09	,1893
318.14	,1693
318.19	,1541
318.23	,1500
318.28	,1676
318.33	,2191
318.37	,1634
318.42	,1797
318.47	,1628
318.51	,1345
318.56	,1715
318.61	,1506
318.65	,1394
318.7	,1397
318.75	,1666
318.79	,1816
318.84	,2095
318.89	,1928
318.93	,1792
318.98	,1836
319.03	,1768
319.07	,1822
319.12	,1614
319.17	,2149
319.21	,1632
319.26	,1827
319.31	,1321
319.35	,1604
319.4	,1986
319.45	,2011
319.49	,1983
319.54	,1813
319.59	,2054
319.63	,1428
319.68	,1679
319.73	,1644
319.77	,2152
319.82	,1920
319.87	,1722
319.91	,1512
319.96	,1896
320.01	,1425
320.05	,1576
320.1	,1888
320.15	,1614
320.19	,2007
320.24	,1558
320.29	,2011
320.33	,1436
320.38	,1786
320.43	,1689
320.47	,1208
320.52	,2071
320.57	,1617
320.61	,2021
320.66	,1749
320.71	,1686
320.75	,1904
320.8	,1820
320.85	,1473
320.89	,1954
320.94	,1518
320.98	,1596
321.03	,2437
321.08	,1560
321.12	,1386
321.17	,1767
321.22	,1761
321.26	,1786
321.31	,1551
321.36	,1879
321.4	,1950
321.45	,1738
321.5	,1818
321.54	,1405
321.59	,1630
321.64	,1661
321.68	,1664
321.73	,2135
321.78	,1615
321.82	,2001
321.87	,1793
321.91	,1794
321.96	,1552
322.01	,1709
322.05	,1609
322.1	,1238
322.15	,1436
322.19	,1418
322.24	,1911
322.29	,1600
322.33	,1550
322.38	,1546
322.43	,1606
322.47	,1669
322.52	,1179
322.57	,2043
322.61	,1430
322.66	,1583
322.7	,1603
322.75	,1569
322.8	,1704
322.84	,1809
322.89	,1796
322.94	,2009
322.98	,1819
323.03	,1912
323.08	,1757
323.12	,1982
323.17	,2095
323.21	,1731
323.26	,1939
323.31	,1324
323.35	,1918
323.4	,1337
323.45	,2060
323.49	,1675
323.54	,1999
323.59	,1773
323.63	,2341
323.68	,1880
323.72	,1862
323.77	,2223
323.82	,1901
323.86	,1934
323.91	,1819
323.96	,1737
324	,1880
324.05	,1676
324.09	,1714
324.14	,1641
324.19	,1141
324.23	,1882
324.28	,1679
324.33	,1663
324.37	,2103
324.42	,1802
324.47	,2114
324.51	,1777
324.56	,2036
324.6	,2329
324.65	,1864
324.7	,1239
324.74	,1621
324.79	,1850
324.84	,1743
324.88	,1928
324.93	,1666
324.97	,1876
325.02	,1848
325.07	,1775
325.11	,1797
325.16	,1517
325.21	,1519
325.25	,1624
325.3	,1540
325.34	,1622
325.39	,1703
325.44	,1769
325.48	,2031
325.53	,1658
325.57	,1472
325.62	,1663
325.67	,1619
325.71	,1855
325.76	,1338
325.81	,2406
325.85	,1618
325.9	,2049
325.94	,1726
325.99	,1767
326.04	,1658
326.08	,1857
326.13	,1531
326.17	,1669
326.22	,1630
326.27	,1713
326.31	,1687
326.36	,1893
326.41	,1525
326.45	,1629
326.5	,1683
326.54	,1817
326.59	,1671
326.64	,1720
326.68	,1687
326.73	,1959
326.77	,1683
326.82	,1469
326.87	,1799
326.91	,2039
326.96	,1738
327	,1653
327.05	,1901
327.1,1323
327.14	,1658
327.19	,2031
327.23	,1797
327.28,1262
327.33	,1456
327.37	,1471
327.42	,1534
327.47	,2166
327.51	,1648
327.56	,1728
327.6	,1772
327.65	,1419
327.7	,1788
327.74	,1588
327.79	,1589
327.83	,1646
327.88	,1942
327.93	,1460
327.97	,1921
328.02	,1710
328.06	,2536
328.11	,1489
328.16	,1821
328.2	,1790
328.25	,1928
328.29	,1632
328.34	,2217
328.38	,1578
328.43	,1694
328.48	,1562
328.52	,1733
328.57	,1642
328.61	,1428
328.66	,1599
328.71	,1622
328.75	,1984
328.8	,1932
328.84	,1590
328.89	,1532
328.94	,1425
328.98	,1401
329.03	,1944
329.07	,1678
329.12	,1536
329.17	,1657
329.21	,1546
329.26	,1687
329.3	,1801
329.35	,1693
329.4	,1430
329.44	,1936
329.49	,1943
329.53	,1913
329.58	,1464
329.62	,1472
329.67	,1418
329.72	,1378
329.76	,1644
329.81	,1461
329.85	,1796
329.9	,1658
329.95	,1985
329.99	,1897
330.04	,1688
330.08	,1633
330.13	,1757
330.17	,2091
330.22	,1400
330.27	,1689
330.31,1880
330.36	,2081
330.4	,1621
330.45	,1787
330.5	,1902
330.54	,1317
330.59	,1892
330.63	,1213
330.68	,1271
330.72	,1332
330.77	,1840
330.82	,1937
330.86	,1686
330.91	,1464
330.95	,2076
331	,1195
331.04	,1694
331.09	,1650
331.14	,1340
331.18	,1701
331.23	,1537
331.27	,1846
331.32	,2139
331.36	,1595
331.41	,1372
331.46	,1581
331.5	,1691
331.55	,1586
331.59	,1615
331.64	,1877
331.68	,1442
331.73	,1402
331.78	,1681
331.82	,1556
331.87	,1826
331.91	,1646
331.96	,1749
332	,2087
332.05,1430
332.1,1832
332.14	,1747
332.19	,1325
332.23	,1587
332.28	,1844
332.32	,2010
332.37	,2136
332.42	,1658
332.46	,2140
332.51	,1732
332.55	,1676
332.6	,1930
332.64	,2140
332.69	,2272
332.73	,1847
332.78	,1672
332.83	,2008
332.87	,1912
332.92	,1957
332.96	,1617
333.01	,2227
333.05	,1960
333.1,1707
333.14	,1920
333.19	,1977
333.24	,1723
333.28	,1805
333.33	,2255
333.37	,1737
333.42	,1802
333.46	,2036
333.51	,1792
333.55	,2060
333.6	,1874
333.65	,1882
333.69	,2100
333.74	,1407
333.78	,1916
333.83	,2210
333.87	,1819
333.92	,2203
333.96	,1645
334.01	,2061
334.06	,1525
334.1,1936
334.15	,2023
334.19	,2235
334.24	,1328
334.28	,1879
334.33	,1858
334.37	,1908
334.42	,2143
334.46	,2253
334.51	,2149
334.56	,1624
334.6	,2066
334.65	,1568
334.69	,2396
334.74	,1679
334.78	,1770
334.83	,1948
334.87	,1780
334.92	,2401
334.96	,1655
335.01	,2052
335.06	,2314
335.1	,1631
335.15	,2190
335.19	,1744
335.24	,1820
335.28	,1818
335.33	,1629
335.37	,2070
335.42	,1852
335.46	,1737
335.51	,2129
335.55	,1861
335.6	,2139
335.65	,2023
335.69	,1840
335.74	,1947
335.78	,1574
335.83	,1434
335.87	,1883
335.92	,1909
335.96	,2015
336.01	,2054
336.05	,2023
336.1	,1970
336.14	,1958
336.19	,1816
336.24	,1775
336.28	,2146
336.33	,1537
336.37	,1976
336.42	,2042
336.46	,1834
336.51	,1627
336.55	,1919
336.6	,1818
336.64	,1780
336.69	,1533
336.73	,1966
336.78	,1881
336.82	,2184
336.87	,1540
336.91	,2241
336.96	,2005
337	,1691
337.05	,1826
337.1,1575
337.14,1540
337.19,1817
337.23	,2081
337.28	,1762
337.32	,1857
337.37	,2369
337.41	,1816
337.46	,2121
337.5	,1607
337.55	,1723
337.59	,2416
337.64	,2261
337.68	,1714
337.73	,1658
337.77	,1661
337.82	,1511
337.86	,1394
337.91	,2538
337.95	,1957
338	,2085
338.04	,1699
338.09	,1872
338.14,1823
338.18,1661
338.23,1818
338.27,2128
338.32,1500
338.36,1630
338.41	,1726
338.45	,1690
338.5	,1830
338.54	,1561
338.59	,1725
338.63	,1684
338.68	,1697
338.72	,1788
338.77	,1788
338.81	,1727
338.86	,1648
338.9	,1557
338.95	,1686
338.99	,1517
339.04	,1617
339.08	,2047
339.13	,1926
339.17	,2004
339.22	,1898
339.26	,1861
339.31	,1941
339.35	,1562
339.4	,1578
339.44	,2400
339.49	,1732
339.53	,1681
339.58	,1455
339.62	,2000
339.67	,1904
339.71	,1811
339.76	,1684
339.8	,1492
339.85	,1160
339.89	,1463
339.94	,1381
339.98	,1439
340.03	,1728
340.07	,1891
340.12	,1327
340.16	,2099
340.21	,1553
340.25	,1737
340.3	,1929
340.34	,1526
340.39	,1923
340.43	,1395
340.48	,1934
340.52	,1993
340.57	,1767
340.61	,2190
340.66	,1369
340.7	,1762
340.75	,1508
340.79	,1638
340.84	,1531
340.88	,1557
340.93	,1585
340.97	,1557
341.02	,1883
341.06	,1488
341.11	,1388
341.15	,2161
341.2	,1898
341.24	,1568
341.29	,1642
341.33	,1577
341.38	,1438
341.42	,1528
341.47	,1428
341.51	,1924
341.56	,1340
341.6	,1578
341.65	,1156
341.69	,1679
341.74	,1342
341.78	,1601
341.83	,1665
341.87	,2051
341.92	,1459
341.96	,1844
342	,1890
342.05	,1407
342.09	,1865
342.14	,1624
342.18	,1790
342.23,1882
342.27,1663
342.32,1541
342.36,1610
342.41,1840
342.45	,1393
342.5	,1852
342.54	,1724
342.59	,1984
342.63	,1328
342.68	,1653
342.72	,1652
342.77	,1715
342.81	,1566
342.86	,1731
342.9	,1534
342.95	,2159
342.99	,1929
343.04	,1682
343.08	,1837
343.12	,1648
343.17	,1653
343.21	,1625
343.26	,1415
343.3	,1597
343.35	,1856
343.39	,2525
343.44	,2140
343.48	,1928
343.53	,2096
343.57	,1843
343.62	,2232
343.66	,2067
343.71	,1828
343.75	,2193
343.8	,1855
343.84	,1845
343.88	,1805
343.93	,2111
343.97	,1742
344.02	,1846
344.06	,1954
344.11	,1583
344.15	,2207
344.2	,1562
344.24	,1719
344.29	,1506
344.33	,1557
344.38	,1940
344.42	,1633
344.46	,2250
344.51	,1925
344.55	,2377
344.6	,1756
344.64	,2005
344.69	,1847
344.73	,1667
344.78	,1980
344.82	,1959
344.87	,1364
344.91	,2122
344.96	,1655
345	,1505
345.04	,1557
345.09	,2063
345.13	,1141
345.18	,1646
345.22	,1616
345.27	,2019
345.31	,2035
345.36	,1573
345.4	,1551
345.45	,2185
345.49	,1813
345.53	,2170
345.58	,1766
345.62	,1974
345.67	,1430
345.71	,1837
345.76	,1733
345.8	,1706
345.85	,1971
345.89	,1972
345.94	,1828
345.98	,1959
346.02	,1795
346.07	,1922
346.11	,1768
346.16	,1557
346.2	,1635
346.25	,1436
346.29	,1733
346.34	,1747
346.38	,1652
346.42	,1536
346.47	,1664
346.51	,1887
346.56	,1927
346.6	,1409
346.65	,1764
346.69	,1497
346.74	,1407
346.78	,2110
346.82	,1506
346.87	,1891
346.91	,1750
346.96	,1830
347	,1707
347.05	,1896
347.09	,1819
347.14,1472
347.18	,1537
347.22	,1814
347.27	,1716
347.31	,1670
347.36	,-26
347.53	,-9
347.7	,9
347.86	,-127
348.03	,-20.44444444
348.2	,-17.66666667
348.37	,-15.55555556
348.53	,-24.22222222
348.7	,-10.44444444
348.87	,-18
349.03	,-11.22222222
349.2	,-15.33333333
349.37	,-17.55555556
349.54	,-16.33333333
349.7	,-16.66666667
349.87	,-19.55555556
350.04	,-10.66666667
350.21	,-9.333333333
350.37	,-14.44444444
350.54	,-26.88888889
350.71	,-21.44444444
350.87	,-21.55555556
351.04	,-26.33333333
351.21	,-17.22222222
351.38	,-19.88888889
351.54	,-28.55555556
351.71	,-29.22222222
351.88	,-29.88888889
352.04	,-16.88888889
352.21	,-22.88888889
352.38	,-25.11111111
352.55	,-29.11111111
352.71	,-39.11111111
352.88	,-39.11111111
353.05	,-29.22222222
353.22	,-32.22222222
353.38	,-25.22222222
353.55	,-17.77777778
353.72	,-8.888888889
353.88	,-11.77777778
354.05	,7.888888889
354.22	,-1.555555556
354.39	,9.111111111
354.55	,6.666666667
354.72	,2.444444444
354.89	,-2.888888889
355.05	,-11.11111111
355.22	,-13.55555556
355.39	,-3.666666667
355.55	,-12.44444444
355.72	,1.777777778
355.89	,-1.888888889
356.06	,-5.777777778
356.22	,-0.888888889
356.39	,9.666666667
356.56	,13.55555556
356.72	,14.88888889
356.89	,30.22222222
357.06	,94
357.22	,170.5555556
357.39	,280.1111111
357.56	,375
357.73	,433.1111111
357.89	,444.6666667
358.06	,448.1111111
358.23	,446.3333333
358.39	,427.6666667
358.56	,367.7777778
358.73	,281
358.89	,168.6666667
359.06	,83.77777778
359.23	,21.11111111
359.4	,-0.333333333
359.56	,-6.444444444
359.73	,-5.444444444
359.9	,-4.666666667
360.06	,-12.55555556
360.23	,-8
360.4	,-3.222222222
360.56	,-14.33333333
360.73	,-9.444444444
360.9	,-13
361.06	,-13.33333333
361.23	,-20.77777778
361.4	,-21.33333333
361.56	,-22.33333333
361.73	,-21.88888889
361.9	,-28.33333333
362.07	,-24.66666667
362.23	,-31.22222222
362.4	,-28.11111111
362.57	,-32.11111111
362.73	,-26.11111111
362.9	,-27.66666667
363.07	,-24.22222222
363.23	,-28.88888889
363.4	,-25.55555556
363.57	,-24.77777778
363.73	,-21.11111111
363.9	,-20.33333333
364.07	,-16.66666667
364.23	,-13.11111111
364.4	,-15.55555556
364.57	,-22.44444444
364.73	,-10.88888889
364.9	,-8.666666667
365.07	,-10.66666667
365.23	,-6.111111111
365.4	,-1
365.57	,-3.888888889
365.73	,-8.888888889
365.9	,-8
366.07	,3.888888889
366.23	,-9.222222222
366.4	,-14.11111111
366.57	,-13.33333333
366.73	,-17.77777778
366.9	,-25.66666667
367.07	,-20.66666667
367.23	,-20.77777778
367.4	,-8.333333333
367.57	,-14.77777778
367.73	,-3.777777778
367.9	,8.666666667
368.07	,19.33333333
368.23	,25.77777778
368.4	,36.77777778
368.57	,33.77777778
368.73	,39
368.9	,28.77777778
369.07	,34.22222222
369.23	,31.66666667
369.4	,19.55555556
369.57	,5.888888889
369.73	,2.777777778
369.9	,-3.444444444
370.07	,-0.222222222
370.23	,-7.888888889
370.4	,-11.33333333
370.57	,-11.33333333
370.73	,-15.44444444
370.9	,-21
371.06	,-16.33333333
371.23	,-12.77777778
371.4	,-8.222222222
371.56	,-13.22222222
371.73	,-6.444444444
371.9	,2
372.06	,13.11111111
372.23	,16.88888889
372.4	,30.44444444
372.56	,27.55555556
372.73	,24.55555556
372.9	,21.55555556
373.06	,19.11111111
373.23	,17.66666667
373.4	,19.66666667
373.56	,6.333333333
373.73	,11.33333333
373.89	,13.77777778
374.06	,15.77777778
374.23	,19.11111111
374.39	,23.66666667
374.56	,27
374.73	,30.66666667
374.89	,22
375.06	,19.11111111
375.23	,9.555555556
375.39	,-0.888888889
375.56	,-5.555555556
375.72	,-13.33333333
375.89	,-14
376.06	,-16.77777778
376.22	,-21.77777778
376.39	,-19.55555556
376.56	,-19.11111111
376.72	,-14.77777778
376.89	,-17.77777778
377.05	,-5.555555556
377.22	,-3
377.39	,-1.333333333
377.55	,5.666666667
377.72	,11.11111111
377.89	,5.333333333
378.05	,13.11111111
378.22	,15
378.38	,17.66666667
378.55	,3.888888889
378.72	,2.888888889
378.88	,-6.222222222
379.05	,-3
379.22	,-7.777777778
379.38	,-5.444444444
379.55	,-10.22222222
379.71	,-7.111111111
379.88	,-9.333333333
380.05	,2.555555556
380.21	,9.666666667
380.38	,14.66666667
380.54	,11.33333333
380.71	,10.11111111
380.88	,21.11111111
381.04	,24.11111111
381.21	,18.11111111
381.38	,25.55555556
381.54	,13.77777778
381.71	,21.77777778
381.87	,18.11111111
382.04	,11.33333333
382.21	,12.55555556
382.37	,12
382.54	,10.11111111
382.7	,19
382.87	,9.777777778
383.04	,22.44444444
383.2	,7.666666667
383.37	,12.33333333
383.53	,15.66666667
383.7	,9.333333333
383.87	,3
384.03	,0.777777778
384.2	,-13.66666667
384.36	,-9.888888889
384.53	,-15.55555556
384.7	,-6.444444444
384.86	,-12
385.03	,-13.66666667
385.19	,-6.111111111
385.36	,-6.666666667
385.53	,-10.33333333
385.69	,-3.888888889
385.86	,-1.888888889
386.02	,0
386.19	,-10.33333333
386.36	,-8.111111111
386.52	,-4.444444444
386.69	,3.777777778
386.85	,13.33333333
387.02	,19.33333333
387.18	,11.66666667
387.35	,16.22222222
387.52	,9.333333333
387.68	,17.66666667
387.85	,15
388.01	,18.55555556
388.18	,6.777777778
388.35	,-7.555555556
388.51	,-6.111111111
388.68	,1.555555556
388.84	,-1.888888889
389.01	,9.666666667
389.17	,0.444444444
389.34	,8.333333333
389.51	,-1.222222222
389.67	,-0.444444444
389.84	,1.111111111
390	6.5,55555556
390.17	,16.66666667
390.34	,22.88888889
390.5	,18.55555556
390.67	,33.44444444
390.83	,30.11111111
391	,45.44444444
391.16,44.88888889
391.33	,54.77777778
391.5	,50.11111111
391.66	,50
391.83	,44.44444444
391.99	,50.66666667
392.16	,47.11111111
392.32	,58
392.49	,70.55555556
392.66	,174.3333333
392.82	,479.5555556
392.99	,979.4444444
393.15	,1594.666667
393.32	,2142.111111
393.48	,2503.222222
393.65	,2674.333333
393.81	,2752.444444
393.98	,2798.333333
394.15	,2770.222222
394.31	,2588.888889
394.48	,2367.222222
394.64	,2229.222222
394.81	,2486.777778
394.97	,3073.666667
395.14	,588.444444
395.3,3869
395.47	,3941
395.64	,3983.333333
395.8	,3923.777778
395.97	,3691.444444
396.13	,3235.444444
396.3	,2459.555556
396.46	,1526.444444
396.63	,856.5555556
396.79	,498.3333333
396.96	,372.2222222
397.13	,264.8888889
397.29	,211.5555556
397.46	,172.7777778
397.62	,159
397.79	,148.5555556
397.95	,173.2222222
398.12	,201.5555556
398.28	,268.4444444
398.45	,345
398.61	,403
398.78	,426.7777778
398.95	,447.4444444
399.11	,462
399.28	,468.3333333
399.44	,434.3333333
399.61	,401
399.77	,325.8888889
399.94	,245.2222222
400.1	,187.4444444
400.27	,154.5555556
400.43	,132.7777778
400.6	,111.6666667
400.76	,83.66666667
400.93	,82.88888889
401.1	,77.66666667
401.26	,88
401.43	,78.55555556
401.59	,82.11111111
401.76	,77.44444444
401.92	,78.88888889
402.09	,82
402.25	,92.44444444
402.42	,101.2222222
402.58	,105.4444444
402.75	,107.2222222
402.91	,127
403.08	,153.3333333
403.24	,197.3333333
403.41	,239.7777778
403.57	,274.3333333
403.74	,299.1111111
403.91	,292.5555556
404.07	,288.8888889
404.24	,285.2222222
404.4	,272.2222222
404.57	,242.8888889
404.73	,198
404.9	,159.5555556
405.06	,122.3333333
405.23	,100.1111111
405.39	,95.44444444
405.56	,102.8888889
405.72	,105
405.89	,129.5555556
406.05	,145.6666667
406.22	,181.5555556
406.38	,202.5555556
406.55	,232.3333333
406.71	,248.1111111
406.88	,269.7777778
407.04	,263.2222222
407.21	,269.7777778
407.37	,248.8888889
407.54	,235.7777778
407.7	,216.5555556
407.87	,196.6666667
408.03	,163
408.2	,149.6666667
408.36	,139.4444444
408.53	,146.5555556
408.69	,136.7777778
408.86,139.7777778
409.02,136.3333333
409.19	,130.8888889
409.35	,128.6666667
409.52	,132
409.68	,131.6666667
409.85	,127.3333333
410.01	,117.4444444
410.18	,119.2222222
410.34	,116.3333333
410.51	,125.5555556
410.67	118.4444444
410.84,118
411	,114.6666667
411.17	,116
411.33	,101.2222222
411.5	,101.6666667
411.66	,93.66666667
411.83	,94.33333333
411.99	,83.88888889
412.16	,87.44444444
412.32	,85.55555556
412.49	,86.88888889
412.65	,78.88888889
412.82	,86.66666667
412.98	,85.11111111
413.15	,95.77777778
413.31	,99.44444444
413.48	,103.4444444
413.64	,103.2222222
413.81	,109.2222222
413.97	,108.3333333
414.14	,112
414.3	,101.4444444
414.47	,106.2222222
414.63	,90.22222222
414.8	,81.66666667
414.96	,79
415.13	,69.77777778
415.29	,56.11111111
415.45	,56.11111111
415.62	,52.44444444
415.78	,62.55555556
415.95	,50.77777778
416.11	,62.88888889
416.28	,56.33333333
416.44	,60.33333333
416.61	,62
