,Wavelength,Sum
0,200.0,24.0
1,200.06,-6.0
2,200.11,23.0
3,200.17,-51.0
4,200.22,24.0
5,200.27,29.0
6,200.33,7.0
7,200.38,-15.0
8,200.43,-39.0
9,200.49,-7.0
10,200.54,5.0
11,200.6,-63.0
12,200.65,-29.0
13,200.7,44.0
14,200.76,-39.0
15,200.81,-52.0
16,200.87,-85.0
17,200.92,-3.0
18,200.97,30.0
19,201.03,-36.0
20,201.08,-22.0
21,201.13,-11.0
22,201.19,-65.0
23,201.24,22.0
24,201.3,-10.0
25,201.35,14.0
26,201.4,-57.0
27,201.46,25.0
28,201.51,23.0
29,201.56,26.0
30,201.62,13.0
31,201.67,-15.0
32,201.73,-59.0
33,201.78,-57.0
34,201.83,-33.0
35,201.89,-6.0
36,201.94,33.0
37,201.99,-28.0
38,202.05,46.0
39,202.1,-45.0
40,202.16,-9.0
41,202.21,8.0
42,202.26,-38.0
43,202.32,-64.0
44,202.37,-62.0
45,202.42,31.0
46,202.48,26.0
47,202.53,-22.0
48,202.58,-76.0
49,202.64,-16.0
50,202.69,-36.0
51,202.75,-66.0
52,202.8,57.0
53,202.85,41.0
54,202.91,-2.0
55,202.96,69.0
56,203.01,-25.0
57,203.07,8.0
58,203.12,55.0
59,203.18,44.0
60,203.23,37.0
61,203.28,-39.0
62,203.34,14.0
63,203.39,-3.0
64,203.44,-84.0
65,203.5,0.0
66,203.55,-57.0
67,203.6,-30.0
68,203.66,-13.0
69,203.71,-33.0
70,203.77,-18.0
71,203.82,13.0
72,203.87,-45.0
73,203.93,53.0
74,203.98,-16.0
75,204.03,10.0
76,204.09,29.0
77,204.14,31.0
78,204.19,-97.0
79,204.25,-7.0
80,204.3,-9.0
81,204.36,8.0
82,204.41,28.0
83,204.46,-15.0
84,204.52,23.0
85,204.57,31.0
86,204.62,-28.0
87,204.68,-35.0
88,204.73,31.0
89,204.78,-51.0
90,204.84,-42.0
91,204.89,3.0
92,204.95,-7.0
93,205.0,-51.0
94,205.05,-19.0
95,205.11,-12.0
96,205.16,0.0
97,205.21,46.0
98,205.27,37.0
99,205.32,28.0
100,205.37,32.0
101,205.43,23.0
102,205.48,-79.0
103,205.53,48.0
104,205.59,8.0
105,205.64,-75.0
106,205.7,18.0
107,205.75,64.0
108,205.8,44.0
109,205.86,33.0
110,205.91,17.0
111,205.96,162.0
112,206.02,38.0
113,206.07,51.0
114,206.12,-19.0
115,206.18,4.0
116,206.23,23.0
117,206.28,98.0
118,206.34,20.0
119,206.39,116.0
120,206.44,96.0
121,206.5,31.0
122,206.55,31.0
123,206.61,37.0
124,206.66,52.0
125,206.71,23.0
126,206.77,26.0
127,206.82,35.0
128,206.87,19.0
129,206.93,67.0
130,206.98,12.0
131,207.03,44.0
132,207.09,32.0
133,207.14,89.0
134,207.19,26.0
135,207.25,57.0
136,207.3,98.0
137,207.35,117.0
138,207.41,61.0
139,207.46,124.0
140,207.51,49.0
141,207.57,148.0
142,207.62,107.0
143,207.68,76.0
144,207.73,86.0
145,207.78,210.0
146,207.84,122.0
147,207.89,159.0
148,207.94,114.0
149,208.0,156.0
150,208.05,193.0
151,208.1,206.0
152,208.16,174.0
153,208.21,252.0
154,208.26,234.0
155,208.32,238.0
156,208.37,471.0
157,208.42,266.0
158,208.48,318.0
159,208.53,300.0
160,208.58,385.0
161,208.64,261.0
162,208.69,357.0
163,208.74,262.0
164,208.8,250.0
165,208.85,174.0
166,208.9,239.0
167,208.96,234.0
168,209.01,303.0
169,209.06,318.0
170,209.12,329.0
171,209.17,349.0
172,209.22,423.0
173,209.28,279.0
174,209.33,407.0
175,209.38,306.0
176,209.44,357.0
177,209.49,347.0
178,209.54,366.0
179,209.6,415.0
180,209.65,489.0
181,209.7,420.0
182,209.76,418.0
183,209.81,484.0
184,209.87,512.0
185,209.92,424.0
186,209.97,442.0
187,210.03,388.0
188,210.08,488.0
189,210.13,379.0
190,210.19,408.0
191,210.24,542.0
192,210.29,490.0
193,210.35,509.0
194,210.4,468.0
195,210.45,469.0
196,210.51,511.0
197,210.56,498.0
198,210.61,651.0
199,210.67,635.0
200,210.72,569.0
201,210.77,617.0
202,210.83,571.0
203,210.88,465.0
204,210.93,616.0
205,210.99,566.0
206,211.04,577.0
207,211.09,573.0
208,211.14,607.0
209,211.2,763.0
210,211.25,649.0
211,211.3,690.0
212,211.36,657.0
213,211.41,765.0
214,211.46,968.0
215,211.52,690.0
216,211.57,731.0
217,211.62,612.0
218,211.68,683.0
219,211.73,897.0
220,211.78,843.0
221,211.84,779.0
222,211.89,758.0
223,211.94,737.0
224,212.0,733.0
225,212.05,879.0
226,212.1,1024.0
227,212.16,778.0
228,212.21,813.0
229,212.26,746.0
230,212.32,1108.0
231,212.37,849.0
232,212.42,909.0
233,212.48,1018.0
234,212.53,811.0
235,212.58,779.0
236,212.64,919.0
237,212.69,852.0
238,212.74,919.0
239,212.8,891.0
240,212.85,988.0
241,212.9,917.0
242,212.96,1070.0
243,213.01,799.0
244,213.06,1222.0
245,213.12,961.0
246,213.17,955.0
247,213.22,698.0
248,213.27,952.0
249,213.33,808.0
250,213.38,883.0
251,213.43,993.0
252,213.49,939.0
253,213.54,815.0
254,213.59,1110.0
255,213.65,953.0
256,213.7,959.0
257,213.75,925.0
258,213.81,968.0
259,213.86,1068.0
260,213.91,849.0
261,213.97,839.0
262,214.02,1033.0
263,214.07,861.0
264,214.13,956.0
265,214.18,764.0
266,214.23,1102.0
267,214.29,1148.0
268,214.34,945.0
269,214.39,955.0
270,214.44,1240.0
271,214.5,852.0
272,214.55,844.0
273,214.6,834.0
274,214.66,950.0
275,214.71,887.0
276,214.76,886.0
277,214.82,1121.0
278,214.87,1085.0
279,214.92,1064.0
280,214.98,1116.0
281,215.03,1224.0
282,215.08,1181.0
283,215.14,1156.0
284,215.19,1108.0
285,215.24,1203.0
286,215.29,1342.0
287,215.35,1090.0
288,215.4,1162.0
289,215.45,1099.0
290,215.51,1428.0
291,215.56,874.0
292,215.61,1017.0
293,215.67,986.0
294,215.72,1134.0
295,215.77,1013.0
296,215.83,1131.0
297,215.88,908.0
298,215.93,1229.0
299,215.98,920.0
300,216.04,915.0
301,216.09,1117.0
302,216.14,1036.0
303,216.2,938.0
304,216.25,1084.0
305,216.3,1191.0
306,216.36,1405.0
307,216.41,1141.0
308,216.46,1003.0
309,216.51,937.0
310,216.57,1256.0
311,216.62,974.0
312,216.67,1031.0
313,216.73,1219.0
314,216.78,843.0
315,216.83,1089.0
316,216.89,1197.0
317,216.94,1075.0
318,216.99,1144.0
319,217.05,1101.0
320,217.1,1157.0
321,217.15,928.0
322,217.2,1186.0
323,217.26,1127.0
324,217.31,1161.0
325,217.36,1134.0
326,217.42,1008.0
327,217.47,1116.0
328,217.52,1546.0
329,217.58,1330.0
330,217.63,1405.0
331,217.68,1315.0
332,217.73,1380.0
333,217.79,998.0
334,217.84,1159.0
335,217.89,988.0
336,217.95,1092.0
337,218.0,1157.0
338,218.05,1087.0
339,218.1,1175.0
340,218.16,896.0
341,218.21,1395.0
342,218.26,1019.0
343,218.32,1235.0
344,218.37,990.0
345,218.42,1221.0
346,218.48,1156.0
347,218.53,911.0
348,218.58,1474.0
349,218.63,966.0
350,218.69,1205.0
351,218.74,1205.0
352,218.79,1272.0
353,218.85,1242.0
354,218.9,1319.0
355,218.95,1416.0
356,219.0,1125.0
357,219.06,1255.0
358,219.11,1259.0
359,219.16,1137.0
360,219.22,1222.0
361,219.27,1148.0
362,219.32,1312.0
363,219.37,995.0
364,219.43,1065.0
365,219.48,1072.0
366,219.53,1352.0
367,219.59,1149.0
368,219.64,1378.0
369,219.69,1222.0
370,219.75,1178.0
371,219.8,1189.0
372,219.85,903.0
373,219.9,1052.0
374,219.96,1295.0
375,220.01,1216.0
376,220.06,1231.0
377,220.12,1127.0
378,220.17,1322.0
379,220.22,1215.0
380,220.27,1202.0
381,220.33,1355.0
382,220.38,1508.0
383,220.43,1700.0
384,220.49,1476.0
385,220.54,1622.0
386,220.59,1244.0
387,220.64,1131.0
388,220.7,1262.0
389,220.75,1351.0
390,220.8,1259.0
391,220.86,1301.0
392,220.91,1578.0
393,220.96,1428.0
394,221.01,1348.0
395,221.07,1349.0
396,221.12,1751.0
397,221.17,1216.0
398,221.22,1246.0
399,221.28,1279.0
400,221.33,1335.0
401,221.38,1423.0
402,221.44,1436.0
403,221.49,994.0
404,221.54,1106.0
405,221.59,1165.0
406,221.65,1222.0
407,221.7,1117.0
408,221.75,1105.0
409,221.81,1000.0
410,221.86,1229.0
411,221.91,1208.0
412,221.96,1257.0
413,222.02,928.0
414,222.07,1020.0
415,222.12,1248.0
416,222.17,1288.0
417,222.23,1312.0
418,222.28,1198.0
419,222.33,1559.0
420,222.39,1330.0
421,222.44,1131.0
422,222.49,1558.0
423,222.54,1318.0
424,222.6,1150.0
425,222.65,1082.0
426,222.7,1072.0
427,222.75,1298.0
428,222.81,1321.0
429,222.86,1428.0
430,222.91,1197.0
431,222.97,813.0
432,223.02,1253.0
433,223.07,1274.0
434,223.12,1064.0
435,223.18,986.0
436,223.23,1081.0
437,223.28,1142.0
438,223.33,1461.0
439,223.39,999.0
440,223.44,1147.0
441,223.49,1096.0
442,223.55,1259.0
443,223.6,1074.0
444,223.65,1304.0
445,223.7,1135.0
446,223.76,1152.0
447,223.81,1147.0
448,223.86,1431.0
449,223.91,1023.0
450,223.97,1238.0
451,224.02,1127.0
452,224.07,1022.0
453,224.12,1211.0
454,224.18,1280.0
455,224.23,1300.0
456,224.28,1672.0
457,224.34,1216.0
458,224.39,1222.0
459,224.44,1357.0
460,224.49,1166.0
461,224.55,921.0
462,224.6,1180.0
463,224.65,1262.0
464,224.7,1181.0
465,224.76,1046.0
466,224.81,1301.0
467,224.86,1127.0
468,224.91,1331.0
469,224.97,1024.0
470,225.02,1125.0
471,225.07,1416.0
472,225.12,1136.0
473,225.18,1631.0
474,225.23,1144.0
475,225.28,1266.0
476,225.34,1486.0
477,225.39,1009.0
478,225.44,1018.0
479,225.49,1303.0
480,225.55,1063.0
481,225.6,1570.0
