,Wavelength,Sum,Mean Intensity
993,252.63,347.8,8.9
994,252.68,355.3,9.6
995,252.73,405.4,11.4
996,252.78,385.4,10.7
997,252.83,317.9,8.5
998,252.88,264.7,6.7
999,252.93,261.3,6.5
1000,252.98,251.6,6.2
1001,253.03,304.2,7.6
1002,253.08,329.9,8.2
1003,253.13,274.9,6.7
1004,253.19,207.6,5.0
1005,253.24,164.4,3.9
1006,253.29,163.8,3.8
1007,253.34,188.9,4.5
1008,253.39,251.2,6.2
1009,253.44,277.0,6.9
1010,253.49,262.8,6.5
1011,253.54,263.7,6.5
1012,253.59,237.9,5.8
1013,253.64,195.3,4.7
1014,253.69,177.5,4.2
1015,253.74,184.1,4.4
1016,253.80,204.2,5.0
1017,253.85,235.0,6.1
1018,253.90,275.5,7.6
1019,253.95,346.7,9.9
1020,254.00,301.0,8.4
1021,254.05,240.2,6.4
1022,254.10,216.0,5.4
1023,254.15,188.3,4.6
1024,254.20,150.5,3.6
1025,254.25,147.9,3.5
1026,254.30,137.2,3.2
1027,254.35,124.7,2.8
1028,254.40,111.2,2.5
1029,254.46,113.9,2.6
1030,254.51,107.3,2.4
1031,254.56,108.5,2.4
1032,254.61,98.1,2.2
1033,254.66,97.4,2.2
1034,254.71,97.2,2.2
1035,254.76,98.2,2.2
1036,254.81,96.7,2.2
1037,254.86,105.0,2.4
1038,254.91,101.5,2.3
1039,254.96,88.6,1.9
1040,255.01,94.3,2.1
1041,255.06,88.9,1.9
1042,255.11,97.1,2.1
1043,255.17,91.4,2.0
1044,255.22,94.5,2.1
1045,255.27,98.2,2.2
1046,255.32,99.2,2.2
1047,255.37,97.4,2.1
1048,255.42,104.4,2.3
1049,255.47,153.3,3.6
1050,255.52,193.3,4.7
1051,255.57,186.6,4.6
1052,255.62,165.4,3.9
1053,255.67,134.9,3.1
1054,255.72,129.1,2.9
1055,255.77,120.8,2.7
1056,255.82,126.6,2.9
1057,255.87,132.0,3.0
1058,255.93,144.1,3.3
1059,255.98,144.4,3.4
1060,256.03,161.3,3.8
1061,256.08,197.5,4.8
1062,256.13,228.5,5.6
1063,256.18,272.8,7.0
1064,256.23,339.6,9.3
1065,256.28,386.2,11.0
1066,256.33,385.1,10.8
1067,256.38,354.2,9.8
1068,256.43,350.3,9.8
1069,256.48,354.8,10.1
1070,256.53,337.7,9.3
1071,256.58,287.8,7.7
1072,256.63,307.0,8.3
1073,256.68,279.2,7.8
1074,256.74,263.1,7.2
1075,256.79,225.2,5.9
1076,256.84,193.8,4.9
1077,256.89,181.1,4.4
1078,256.94,168.3,4.0
1079,256.99,200.2,4.8
1080,257.04,230.7,5.7
1081,257.09,209.0,5.1
1082,257.14,175.0,4.2
1083,257.19,151.0,3.6
1084,257.24,146.5,3.4
1085,257.29,155.4,3.7
1086,257.34,146.3,3.5
1087,257.39,141.0,3.3
1088,257.44,136.9,3.2
1089,257.49,141.4,3.4
1090,257.54,163.2,4.1
1091,257.59,165.2,4.4
1092,257.64,151.1,3.8
1093,257.70,134.5,3.3
1094,257.75,117.4,2.7
1095,257.80,117.9,2.7
1096,257.85,118.6,2.7
1097,257.90,131.0,3.2
1098,257.95,153.2,4.0
1099,258.00,171.8,4.5
1100,258.05,164.1,4.3
1101,258.10,148.0,3.7
1102,258.15,125.9,3.0
1103,258.20,111.3,2.5
1104,258.25,96.8,2.1
1105,258.30,85.5,1.8
1106,258.35,80.6,1.7
1107,258.40,79.2,1.7
1108,258.45,77.1,1.6
1109,258.50,81.1,1.7
1110,258.55,78.5,1.6
1111,258.60,68.4,1.4
1112,258.65,70.2,1.4
1113,258.70,71.8,1.5
1114,258.76,70.7,1.4
1115,258.81,71.4,1.5
1116,258.86,71.6,1.5
1117,258.91,74.0,1.5
1118,258.96,76.3,1.6
1119,259.01,75.8,1.6
1120,259.06,78.4,1.7
1121,259.11,81.4,1.8
1122,259.16,94.8,2.2
1123,259.21,100.9,2.4
1124,259.26,96.3,2.2
1125,259.31,94.7,2.1
1126,259.36,86.2,1.8
1127,259.41,75.9,1.6
1128,259.46,71.9,1.5
1129,259.51,76.2,1.6
1130,259.56,79.9,1.7
1131,259.61,82.0,1.8
1132,259.66,85.5,1.9
1133,259.71,80.2,1.7
1134,259.76,77.3,1.6
1135,259.81,79.0,1.7
1136,259.86,85.2,1.9
1137,259.91,92.2,2.0
1138,259.96,90.9,2.0
1139,260.01,81.8,1.7
1140,260.06,78.6,1.7
1141,260.11,75.7,1.6
1142,260.16,74.3,1.5
1143,260.22,70.5,1.5
1144,260.27,73.0,1.5
1145,260.32,74.6,1.5
1146,260.37,83.5,1.8
1147,260.42,95.8,2.1
1148,260.47,96.0,2.1
1149,260.52,83.5,1.8
1150,260.57,79.1,1.7
1151,260.62,73.8,1.5
1152,260.67,75.8,1.6
1153,260.72,85.0,1.9
1154,260.77,83.4,1.8
1155,260.82,76.5,1.6
1156,260.87,76.8,1.6
1157,260.92,72.3,1.5
1158,260.97,77.9,1.7
1159,261.02,90.4,1.9
1160,261.07,99.5,2.2
1161,261.12,93.6,2.0
1162,261.17,88.4,1.9
1163,261.22,75.8,1.6
1164,261.27,70.8,1.5
1165,261.32,69.6,1.4
1166,261.37,65.7,1.3
1167,261.42,66.7,1.3
1168,261.47,67.9,1.4
1169,261.52,66.9,1.3
1170,261.57,64.8,1.3
1171,261.62,64.8,1.3
1172,261.67,69.6,1.4
1173,261.72,67.8,1.4
1174,261.77,67.4,1.4
1175,261.82,67.5,1.4
1176,261.87,70.0,1.5
1177,261.92,70.7,1.5
1178,261.97,71.7,1.5
1179,262.02,73.1,1.5
1180,262.07,71.2,1.5
1181,262.12,70.2,1.5
1182,262.17,73.0,1.6
1183,262.22,67.2,1.4
1184,262.27,67.7,1.4
1185,262.32,70.3,1.5
1186,262.37,73.2,1.5
1187,262.42,67.6,1.4
1188,262.47,68.1,1.4
1189,262.52,69.0,1.4
1190,262.57,67.4,1.4
1191,262.62,65.7,1.4
1192,262.67,68.3,1.4
1193,262.73,69.4,1.4
1194,262.78,71.1,1.5
1195,262.83,70.5,1.5
1196,262.88,74.1,1.6
1197,262.93,78.2,1.7
1198,262.98,78.5,1.7
1199,263.03,87.1,1.9
1200,263.08,93.7,2.1
1201,263.13,98.2,2.2
1202,263.18,103.6,2.4
1203,263.23,99.8,2.2
1204,263.28,90.2,2.0
1205,263.33,86.5,1.9
1206,263.38,85.1,1.9
1207,263.43,97.3,2.2
1208,263.48,104.3,2.5
1209,263.53,114.2,2.8
1210,263.58,111.5,2.6
1211,263.63,105.2,2.5
1212,263.68,102.9,2.4
1213,263.73,106.5,2.5
1214,263.78,123.9,3.1
1215,263.83,127.7,3.2
1216,263.88,126.3,3.1
1217,263.93,128.4,3.0
1218,263.98,130.3,3.0
1219,264.03,137.4,3.2
1220,264.08,146.9,3.6
1221,264.13,157.9,4.0
1222,264.18,157.4,4.1
1223,264.23,145.8,3.7
1224,264.28,152.1,3.8
1225,264.33,164.6,4.0
1226,264.38,164.7,4.0
1227,264.43,156.8,3.8
1228,264.48,181.4,4.7
1229,264.53,209.9,5.6
1230,264.58,226.1,5.9
1231,264.63,213.0,5.5
1232,264.68,185.1,4.6
1233,264.73,155.3,3.7
1234,264.78,137.2,3.3
1235,264.83,132.9,3.1
1236,264.88,134.6,3.2
1237,264.93,124.2,3.0
1238,264.98,117.2,2.8
1239,265.03,120.6,2.8
1240,265.07,105.6,2.4
1241,265.12,100.5,2.3
1242,265.17,90.8,2.0
1243,265.22,89.7,1.9
1244,265.27,81.9,1.8
1245,265.32,83.2,1.8
1246,265.37,81.7,1.8
1247,265.42,83.1,1.8
1248,265.47,85.8,1.9
1249,265.52,84.3,1.8
1250,265.57,83.5,1.8
1251,265.62,83.5,1.8
1252,265.67,79.7,1.7
1253,265.72,75.1,1.6
1254,265.77,69.3,1.4
1255,265.82,68.8,1.4
1256,265.87,65.9,1.4
1257,265.92,66.1,1.4
1258,265.97,69.5,1.4
1259,266.02,63.3,1.3
1260,266.07,66.1,1.3
1261,266.12,68.8,1.4
1262,266.17,65.0,1.3
1263,266.22,63.2,1.3
1264,266.27,63.5,1.3
1265,266.32,64.0,1.3
1266,266.37,61.8,1.2
1267,266.42,60.9,1.2
1268,266.47,60.6,1.2
1269,266.52,59.2,1.2
1270,266.57,58.7,1.1
1271,266.62,58.8,1.2
1272,266.67,59.8,1.2
1273,266.72,59.3,1.2
1274,266.77,59.0,1.2
1275,266.82,62.4,1.3
1276,266.87,65.8,1.3
1277,266.92,64.8,1.3
1278,266.97,60.2,1.2
1279,267.02,58.9,1.2
1280,267.07,58.6,1.1
1281,267.12,59.8,1.2
1282,267.17,60.3,1.2
1283,267.22,62.6,1.2
1284,267.27,61.3,1.2
1285,267.32,62.8,1.2
1286,267.37,64.5,1.3
1287,267.42,61.4,1.2
1288,267.47,62.0,1.2
1289,267.52,61.0,1.2
1290,267.57,60.0,1.2
1291,267.61,66.2,1.4
1292,267.66,67.3,1.4
1293,267.71,66.5,1.4
1294,267.76,71.9,1.5
1295,267.81,74.4,1.6
1296,267.86,73.9,1.5
1297,267.91,80.3,1.7
1298,267.96,86.8,1.9
1299,268.01,90.2,2.0
1300,268.06,88.8,2.0
1301,268.11,90.5,2.0
1302,268.16,83.1,1.8
1303,268.21,76.4,1.6
1304,268.26,71.2,1.5
1305,268.31,71.7,1.5
1306,268.36,66.7,1.4
1307,268.41,63.9,1.3
1308,268.46,60.9,1.2
1309,268.51,60.0,1.2
1310,268.56,62.7,1.2
1311,268.61,59.1,1.2
1312,268.66,60.1,1.2
1313,268.71,58.7,1.2
1314,268.76,61.0,1.2
1315,268.81,66.0,1.3
1316,268.86,70.6,1.5
1317,268.91,67.8,1.4
1318,268.96,75.2,1.6
1319,269.00,73.5,1.6
1320,269.05,73.1,1.6
1321,269.10,73.2,1.6
1322,269.15,70.6,1.5
1323,269.20,67.7,1.4
1324,269.25,67.8,1.4
1325,269.30,67.6,1.4
1326,269.35,64.9,1.3
1327,269.40,63.8,1.3
1328,269.45,70.9,1.5
1329,269.50,78.0,1.7
1330,269.55,80.4,1.7
1331,269.60,88.2,2.0
1332,269.65,92.0,2.1
1333,269.70,104.3,2.6
1334,269.75,126.9,3.4
1335,269.80,133.9,3.7
1336,269.85,138.5,3.7
1337,269.90,129.2,3.3
1338,269.95,121.4,3.0
1339,270.00,115.9,2.8
1340,270.05,108.1,2.6
1341,270.09,114.5,2.8
1342,270.14,121.9,3.0
1343,270.19,119.3,3.0
1344,270.24,117.0,2.8
1345,270.29,107.7,2.5
1346,270.34,97.0,2.2
1347,270.39,89.8,2.0
1348,270.44,80.8,1.7
1349,270.49,73.6,1.5
1350,270.54,72.8,1.5
1351,270.59,76.2,1.6
1352,270.64,78.0,1.7
1353,270.69,77.9,1.6
1354,270.74,74.2,1.5
1355,270.79,69.5,1.4
1356,270.84,65.4,1.3
1357,270.89,62.5,1.3
1358,270.94,61.5,1.2
1359,270.98,62.0,1.2
1360,271.03,65.9,1.4
1361,271.08,61.7,1.2
1362,271.13,57.2,1.1
1363,271.18,60.1,1.2
1364,271.23,62.2,1.2
1365,271.28,60.6,1.2
1366,271.33,60.3,1.2
1367,271.38,57.6,1.1
1368,271.43,59.8,1.2
1369,271.48,71.3,1.5
1370,271.53,83.7,1.8
1371,271.58,88.0,2.0
1372,271.63,95.4,2.2
1373,271.68,100.4,2.4
1374,271.73,96.2,2.2
1375,271.78,92.1,2.1
1376,271.82,90.0,2.1
1377,271.87,86.2,1.9
1378,271.92,82.7,1.8
1379,271.97,75.8,1.6
1380,272.02,75.2,1.6
1381,272.07,69.1,1.5
1382,272.12,64.0,1.3
1383,272.17,63.6,1.3
1384,272.22,64.5,1.3
1385,272.27,65.3,1.4
1386,272.32,60.7,1.2
1387,272.37,64.6,1.3
1388,272.42,70.5,1.4
1389,272.47,77.0,1.6
1390,272.51,81.6,1.8
1391,272.56,79.3,1.7
1392,272.61,75.9,1.6
1393,272.66,72.0,1.5
1394,272.71,69.8,1.5
1395,272.76,66.3,1.4
1396,272.81,67.2,1.4
1397,272.86,66.7,1.4
1398,272.91,71.0,1.5
1399,272.96,83.4,1.9
1400,273.01,97.3,2.4
1401,273.06,108.4,2.7
1402,273.11,117.2,2.9
1403,273.16,113.0,2.8
1404,273.20,117.6,2.8
1405,273.25,119.5,2.8
1406,273.30,108.2,2.5
1407,273.35,95.9,2.1
1408,273.40,93.1,2.0
1409,273.45,91.0,2.0
1410,273.50,86.0,1.9
1411,273.55,79.1,1.7
1412,273.60,79.0,1.7
1413,273.65,74.0,1.5
1414,273.70,77.7,1.6
1415,273.75,80.7,1.8
1416,273.80,95.3,2.2
1417,273.84,94.4,2.2
1418,273.89,99.6,2.3
1419,273.94,97.8,2.2
1420,273.99,96.3,2.2
1421,274.04,94.1,2.1
1422,274.09,112.7,2.7
1423,274.14,132.0,3.3
1424,274.19,130.9,3.3
1425,274.24,133.5,3.3
1426,274.29,121.4,2.9
1427,274.34,114.6,2.7
1428,274.39,115.6,2.7
1429,274.43,112.0,2.6
1430,274.48,117.9,2.8
1431,274.53,138.5,3.5
1432,274.58,162.5,4.4
1433,274.63,169.4,4.6
1434,274.68,170.9,4.5
1435,274.73,162.1,4.2
1436,274.78,159.0,4.0
1437,274.83,149.2,3.7
1438,274.88,141.8,3.5
1439,274.93,134.2,3.2
1440,274.97,151.4,3.8
1441,275.02,186.5,4.9
1442,275.07,225.5,6.3
1443,275.12,255.5,7.3
1444,275.17,261.1,7.4
1445,275.22,244.6,6.8
1446,275.27,227.6,6.1
1447,275.32,197.1,5.0
1448,275.37,166.8,4.2
1449,275.42,150.2,3.7
1450,275.47,135.8,3.2
1451,275.51,127.0,2.9
1452,275.56,126.3,2.9
1453,275.61,125.9,3.0
1454,275.66,138.8,3.4
1455,275.71,155.5,3.9
1456,275.76,156.5,3.9
1457,275.81,149.5,3.7
1458,275.86,144.6,3.6
1459,275.91,139.0,3.3
1460,275.96,133.6,3.2
1461,276.00,131.5,3.2
1462,276.05,138.3,3.3
1463,276.10,136.7,3.3
1464,276.15,134.8,3.2
1465,276.20,129.6,3.1
1466,276.25,115.3,2.7
1467,276.30,113.6,2.6
1468,276.35,129.8,3.1
1469,276.40,147.6,3.6
1470,276.45,141.1,3.5
1471,276.49,133.4,3.2
1472,276.54,116.2,2.7
1473,276.59,107.3,2.4
1474,276.64,98.3,2.2
1475,276.69,93.0,2.0
1476,276.74,93.6,2.1
1477,276.79,88.7,1.9
1478,276.84,86.0,1.9
1479,276.89,81.0,1.7
1480,276.94,77.1,1.6
1481,276.98,79.3,1.7
1482,277.03,73.7,1.5
1483,277.08,73.5,1.5
1484,277.13,71.1,1.5
1485,277.18,74.0,1.5
1486,277.23,78.0,1.7
1487,277.28,75.7,1.6
1488,277.33,77.6,1.7
1489,277.38,80.4,1.8
1490,277.42,82.1,1.8
1491,277.47,81.6,1.8
1492,277.52,80.1,1.7
1493,277.57,80.7,1.7
1494,277.62,77.3,1.7
1495,277.67,75.4,1.6
1496,277.72,80.2,1.7
1497,277.77,81.7,1.8
1498,277.82,83.8,1.8
1499,277.86,85.5,1.9
1500,277.91,92.8,2.2
1501,277.96,98.9,2.3
1502,278.01,99.6,2.4
1503,278.06,103.2,2.4
1504,278.11,100.2,2.4
1505,278.16,96.4,2.3
1506,278.21,98.1,2.3
1507,278.25,94.6,2.1
1508,278.30,93.4,2.1
1509,278.35,99.0,2.2
1510,278.40,99.9,2.3
1511,278.45,100.9,2.3
1512,278.50,110.6,2.7
1513,278.55,112.0,2.8
1514,278.60,112.6,2.7
1515,278.65,117.3,2.9
1516,278.69,124.0,3.1
1517,278.74,125.7,3.1
1518,278.79,122.1,3.1
1519,278.84,126.2,3.0
1520,278.89,115.6,2.8
1521,278.94,116.4,2.8
1522,278.99,114.7,2.7
1523,279.04,109.8,2.6
1524,279.08,102.4,2.4
1525,279.13,97.9,2.2
1526,279.18,94.6,2.1
1527,279.23,93.6,2.0
1528,279.28,95.9,2.1
1529,279.33,93.7,2.1
1530,279.38,98.0,2.2
1531,279.43,103.1,2.5
1532,279.47,108.8,2.6
1533,279.52,112.1,2.7
1534,279.57,108.0,2.5
1535,279.62,109.5,2.5
1536,279.67,104.0,2.4
1537,279.72,107.0,2.5
1538,279.77,110.8,2.5
1539,279.82,107.9,2.5
1540,279.86,112.6,2.6
1541,279.91,127.9,3.2
1542,279.96,146.1,3.8
1543,280.01,155.4,4.1
1544,280.06,164.0,4.4
1545,280.11,171.6,4.4
1546,280.16,182.0,4.5
1547,280.20,169.4,4.2
1548,280.25,159.3,3.9
1549,280.30,155.2,3.8
1550,280.35,181.0,4.7
1551,280.40,221.7,6.0
1552,280.45,250.2,6.8
1553,280.50,258.4,6.9
1554,280.55,238.8,6.3
1555,280.59,217.9,5.6
1556,280.64,200.4,5.0
1557,280.69,178.7,4.4
1558,280.74,166.9,4.1
1559,280.79,164.9,4.1
1560,280.84,180.0,4.4
1561,280.89,199.5,5.1
1562,280.93,249.6,6.8
1563,280.98,269.4,7.3
1564,281.03,267.3,7.2
1565,281.08,243.7,6.4
1566,281.13,226.6,5.8
1567,281.18,196.2,4.9
1568,281.23,171.6,4.2
1569,281.27,154.9,3.7
1570,281.32,141.9,3.3
1571,281.37,137.8,3.2
1572,281.42,134.9,3.1
1573,281.47,137.9,3.2
1574,281.52,135.2,3.2
1575,281.57,147.1,3.5
1576,281.61,168.5,4.2
1577,281.66,210.6,5.5
1578,281.71,256.9,7.0
1579,281.76,284.1,7.8
1580,281.81,273.6,7.4
1581,281.86,257.1,6.9
1582,281.91,249.6,6.6
1583,281.95,235.6,6.2
1584,282.00,219.2,5.7
1585,282.05,202.3,5.3
1586,282.10,188.6,4.8
1587,282.15,166.4,4.1
1588,282.20,157.1,3.8
1589,282.24,143.7,3.4
1590,282.29,135.2,3.1
1591,282.34,129.9,3.0
1592,282.39,129.3,3.0
1593,282.44,126.8,2.9
1594,282.49,128.3,3.0
1595,282.54,131.8,3.1
1596,282.58,156.4,3.9
1597,282.63,184.1,4.8
1598,282.68,250.0,6.8
1599,282.73,317.4,8.9
1600,282.78,369.9,10.5
1601,282.83,375.9,10.7
1602,282.87,355.0,9.8
1603,282.92,320.5,8.6
1604,282.97,272.3,7.1
1605,283.02,245.3,6.2
1606,283.07,235.0,5.9
1607,283.12,244.9,6.1
1608,283.17,247.7,6.2
1609,283.21,230.2,5.7
1610,283.26,204.9,5.0
1611,283.31,202.3,5.1
1612,283.36,191.3,4.8
1613,283.41,176.0,4.4
1614,283.46,161.6,4.0
1615,283.50,157.3,3.8
1616,283.55,166.2,4.2
1617,283.60,169.2,4.3
1618,283.65,156.7,3.9
1619,283.70,149.9,3.7
1620,283.75,150.0,3.6
1621,283.79,143.2,3.4
1622,283.84,142.1,3.5
1623,283.89,155.9,3.9
1624,283.94,165.6,4.2
1625,283.99,162.0,4.1
1626,284.04,172.1,4.3
1627,284.08,227.3,5.7
1628,284.13,239.7,6.0
1629,284.18,214.0,5.4
1630,284.23,188.2,4.6
1631,284.28,165.6,4.0
1632,284.33,150.5,3.5
1633,284.37,131.6,3.1
1634,284.42,117.3,2.7
1635,284.47,125.3,3.1
1636,284.52,142.3,3.7
1637,284.57,150.7,3.9
1638,284.62,148.4,3.8
1639,284.66,150.3,3.7
1640,284.71,141.0,3.5
1641,284.76,131.4,3.2
1642,284.81,128.1,3.0
1643,284.86,113.7,2.6
1644,284.91,114.2,2.6
1645,284.95,113.6,2.6
1646,285.00,145.7,3.5
1647,285.05,162.5,4.1
1648,285.10,157.3,3.9
1649,285.15,146.1,3.5
1650,285.20,134.4,3.2
1651,285.24,132.7,3.2
1652,285.29,141.4,3.4
1653,285.34,138.9,3.3
1654,285.39,131.9,3.2
1655,285.44,131.5,3.2
1656,285.48,151.1,3.8
1657,285.53,179.4,4.8
1658,285.58,200.9,5.4
1659,285.63,200.9,5.5
1660,285.68,207.5,5.6
1661,285.73,212.6,5.8
1662,285.77,207.9,5.6
1663,285.82,194.9,5.1
1664,285.87,171.7,4.4
1665,285.92,161.9,4.0
1666,285.97,160.8,4.0
1667,286.01,166.5,4.2
1668,286.06,190.0,4.9
1669,286.11,232.2,6.2
1670,286.16,271.9,7.4
1671,286.21,266.1,7.1
1672,286.26,251.1,6.7
1673,286.30,222.9,5.8
1674,286.35,210.4,5.4
1675,286.40,193.0,4.8
1676,286.45,159.9,3.9
1677,286.50,140.1,3.4
1678,286.54,131.3,3.1
1679,286.59,121.5,2.8
1680,286.64,118.5,2.7
1681,286.69,122.0,2.8
1682,286.74,137.8,3.3
1683,286.79,171.8,4.4
1684,286.83,184.6,4.8
1685,286.88,199.9,5.3
1686,286.93,214.6,5.9
1687,286.98,209.6,5.8
1688,287.03,200.3,5.4
1689,287.07,190.2,5.0
1690,287.12,168.2,4.3
1691,287.17,150.1,3.7
1692,287.22,141.9,3.4
1693,287.27,142.9,3.4
1694,287.31,130.1,3.1
1695,287.36,131.4,3.2
1696,287.41,155.6,3.9
1697,287.46,164.4,4.3
1698,287.51,184.9,5.0
1699,287.55,191.7,5.1
1700,287.60,219.2,5.8
1701,287.65,270.6,7.2
1702,287.70,287.2,7.6
1703,287.75,280.3,7.2
1704,287.79,242.2,6.2
1705,287.84,210.2,5.2
1706,287.89,190.2,4.6
1707,287.94,156.7,3.8
1708,287.99,132.9,3.1
1709,288.03,127.8,2.9
1710,288.08,121.6,2.7
1711,288.13,111.5,2.4
1712,288.18,114.9,2.5
1713,288.23,119.5,2.8
1714,288.27,150.6,3.6
1715,288.32,222.7,5.5
1716,288.37,252.3,6.4
1717,288.42,239.8,6.0
1718,288.47,215.1,5.3
1719,288.51,189.9,4.6
1720,288.56,159.3,3.8
1721,288.61,139.8,3.3
1722,288.66,131.9,3.1
1723,288.71,128.8,3.1
1724,288.75,145.4,3.7
1725,288.80,181.5,4.8
1726,288.85,200.6,5.4
1727,288.90,199.7,5.3
1728,288.95,202.4,5.4
1729,288.99,217.4,5.8
1730,289.04,219.2,5.9
1731,289.09,209.0,5.4
1732,289.14,180.5,4.5
1733,289.19,156.3,3.8
1734,289.23,137.7,3.2
1735,289.28,117.9,2.7
1736,289.33,101.9,2.3
1737,289.38,98.2,2.1
1738,289.43,97.1,2.1
1739,289.47,89.8,2.0
1740,289.52,87.1,1.9
1741,289.57,83.3,1.8
1742,289.62,83.6,1.8
1743,289.66,83.7,1.8
1744,289.71,81.0,1.7
1745,289.76,85.1,1.8
1746,289.81,83.8,1.8
1747,289.86,79.8,1.7
1748,289.90,79.7,1.7
1749,289.95,76.0,1.6
1750,290.00,75.4,1.6
1751,290.05,76.5,1.6
1752,290.10,73.0,1.5
1753,290.14,74.7,1.6
1754,290.19,77.4,1.6
1755,290.24,83.2,1.8
1756,290.29,85.3,1.9
1757,290.33,87.1,1.9
1758,290.38,87.4,2.0
1759,290.43,89.4,2.0
1760,290.48,93.6,2.1
1761,290.53,105.9,2.6
1762,290.57,131.6,3.5
1763,290.62,153.8,4.2
1764,290.67,162.4,4.5
1765,290.72,177.0,4.8
1766,290.76,170.6,4.6
1767,290.81,166.0,4.4
1768,290.86,163.1,4.2
1769,290.91,161.3,4.1
1770,290.96,149.4,3.7
1771,291.00,145.0,3.5
1772,291.05,134.8,3.3
1773,291.10,140.6,3.4
1774,291.15,152.3,3.6
1775,291.19,151.4,3.6
1776,291.24,150.1,3.6
1777,291.29,141.9,3.5
1778,291.34,144.4,3.5
1779,291.39,147.5,3.7
1780,291.43,152.4,3.9
1781,291.48,151.4,3.9
1782,291.53,155.8,4.1
1783,291.58,158.6,4.1
1784,291.62,146.0,3.7
1785,291.67,140.8,3.5
1786,291.72,127.5,3.1
1787,291.77,116.9,2.7
1788,291.81,111.6,2.6
1789,291.86,109.2,2.5
1790,291.91,112.6,2.7
1791,291.96,115.8,2.8
1792,292.01,115.6,2.8
1793,292.05,115.5,2.8
1794,292.10,114.9,2.7
1795,292.15,116.5,2.7
1796,292.20,111.7,2.7
1797,292.24,116.8,2.9
1798,292.29,124.9,3.1
1799,292.34,130.6,3.3
1800,292.39,135.9,3.4
1801,292.43,124.4,3.2
1802,292.48,126.5,3.1
1803,292.53,119.9,2.9
1804,292.58,129.6,3.2
1805,292.62,130.1,3.2
1806,292.67,140.1,3.5
1807,292.72,149.1,3.8
1808,292.77,173.1,4.5
1809,292.82,181.1,4.7
1810,292.86,188.4,4.9
1811,292.91,177.0,4.6
1812,292.96,169.2,4.3
1813,293.01,175.4,4.5
1814,293.05,188.3,5.1
1815,293.10,198.2,5.4
1816,293.15,198.7,5.3
1817,293.20,181.6,4.7
1818,293.24,164.3,4.1
1819,293.29,166.2,4.1
1820,293.34,138.0,3.3
1821,293.39,128.2,3.0
1822,293.43,129.1,3.0
1823,293.48,133.1,3.1
1824,293.53,146.6,3.8
1825,293.58,176.0,4.7
1826,293.62,189.2,5.0
1827,293.67,183.3,4.9
1828,293.72,184.2,4.7
1829,293.77,191.9,5.0
1830,293.81,209.7,5.7
1831,293.86,217.9,5.9
1832,293.91,201.8,5.4
1833,293.96,191.1,5.0
1834,294.00,179.0,4.5
1835,294.05,180.8,4.6
1836,294.10,211.2,5.5
1837,294.15,255.1,6.8
1838,294.19,271.2,7.2
1839,294.24,277.8,7.5
1840,294.29,269.9,7.3
1841,294.34,248.4,6.5
1842,294.38,223.4,5.9
1843,294.43,215.6,5.7
1844,294.48,244.4,6.7
1845,294.53,258.9,7.2
1846,294.57,258.9,7.1
1847,294.62,239.5,6.4
1848,294.67,216.9,5.7
1849,294.72,198.4,5.0
1850,294.76,193.6,4.7
1851,294.81,187.2,4.5
1852,294.86,170.4,4.0
1853,294.91,153.0,3.5
1854,294.95,133.8,3.1
1855,295.00,116.2,2.6
1856,295.05,111.4,2.5
1857,295.10,110.8,2.5
1858,295.14,116.1,2.7
1859,295.19,118.8,2.8
1860,295.24,116.0,2.7
1861,295.28,125.9,3.0
1862,295.33,130.5,3.2
1863,295.38,162.7,4.3
1864,295.43,202.1,5.7
1865,295.47,226.5,6.4
1866,295.52,245.9,6.8
1867,295.57,255.1,6.8
1868,295.62,238.7,6.2
1869,295.66,220.0,5.5
1870,295.71,194.2,4.8
1871,295.76,178.2,4.5
1872,295.81,198.3,5.2
1873,295.85,220.0,6.1
1874,295.90,230.7,6.5
1875,295.95,229.4,6.5
1876,296.00,207.4,5.6
1877,296.04,192.2,5.0
1878,296.09,164.5,4.1
1879,296.14,142.5,3.5
1880,296.18,137.0,3.3
1881,296.23,121.4,2.8
1882,296.28,109.0,2.4
1883,296.33,105.7,2.3
1884,296.37,97.4,2.1
1885,296.42,95.5,2.1
1886,296.47,102.9,2.3
1887,296.52,106.0,2.4
1888,296.56,109.1,2.5
1889,296.61,106.9,2.4
1890,296.66,106.1,2.4
1891,296.70,103.1,2.3
1892,296.75,100.8,2.2
1893,296.80,94.7,2.1
1894,296.85,85.7,1.9
1895,296.89,81.3,1.7
1896,296.94,82.2,1.8
1897,296.99,84.4,1.8
1898,297.04,85.1,1.8
1899,297.08,86.0,1.8
1900,297.13,86.6,1.9
1901,297.18,84.4,1.9
1902,297.22,86.6,1.9
1903,297.27,83.7,1.8
1904,297.32,80.0,1.7
1905,297.37,80.4,1.7
1906,297.41,76.9,1.6
1907,297.46,79.6,1.7
1908,297.51,78.1,1.7
1909,297.55,83.0,1.8
1910,297.60,82.3,1.8
1911,297.65,85.7,1.9
1912,297.70,92.5,2.1
1913,297.74,104.1,2.5
1914,297.79,108.8,2.6
1915,297.84,118.0,2.9
1916,297.89,129.7,3.4
1917,297.93,126.9,3.2
1918,297.98,129.6,3.2
1919,298.03,121.2,2.9
1920,298.07,109.2,2.5
1921,298.12,107.2,2.4
1922,298.17,106.1,2.4
1923,298.22,116.2,2.7
1924,298.26,127.4,3.0
