,Wavelength,Sum,Mean Intensity
1925,298.31,138.2,3.3
1926,298.36,157.4,3.9
1927,298.40,175.1,4.7
1928,298.45,212.7,6.1
1929,298.50,210.5,6.2
1930,298.55,179.0,5.2
1931,298.59,155.6,4.3
1932,298.64,131.6,3.3
1933,298.69,109.2,2.6
1934,298.73,109.5,2.5
1935,298.78,91.9,2.0
1936,298.83,85.3,1.9
1937,298.87,81.9,1.8
1938,298.92,83.7,1.9
1939,298.97,89.5,2.1
1940,299.02,96.8,2.4
1941,299.06,98.5,2.4
1942,299.11,96.5,2.2
1943,299.16,85.4,1.9
1944,299.20,78.3,1.7
1945,299.25,71.5,1.5
1946,299.30,66.7,1.4
1947,299.35,65.9,1.3
1948,299.39,61.1,1.2
1949,299.44,61.1,1.2
1950,299.49,62.7,1.3
1951,299.53,67.2,1.4
1952,299.58,72.0,1.5
1953,299.63,71.9,1.6
1954,299.67,67.9,1.5
1955,299.72,64.5,1.3
1956,299.77,62.7,1.2
1957,299.82,61.0,1.2
1958,299.86,56.0,1.1
1959,299.91,58.5,1.2
1960,299.96,55.0,1.1
1961,300.00,57.3,1.1
1962,300.05,60.9,1.2
1963,300.10,62.2,1.3
1964,300.14,62.7,1.3
1965,300.19,59.5,1.2
1966,300.24,55.2,1.1
1967,300.29,53.7,1.0
1968,300.33,54.2,1.0
1969,300.38,54.4,1.0
1970,300.43,53.7,1.0
1971,300.47,53.2,1.0
1972,300.52,52.6,1.0
1973,300.57,50.9,1.0
1974,300.61,53.8,1.0
1975,300.66,52.5,1.0
1976,300.71,52.4,1.0
1977,300.76,55.1,1.0
1978,300.80,56.0,1.1
1979,300.85,58.1,1.2
1980,300.90,60.3,1.2
1981,300.94,58.6,1.2
1982,300.99,52.1,1.0
1983,301.04,50.5,0.9
1984,301.08,50.6,1.0
1985,301.13,51.1,1.0
1986,301.18,52.2,1.0
1987,301.22,49.5,1.0
1988,301.27,52.3,1.0
1989,301.32,52.7,1.0
1990,301.36,51.5,1.0
1991,301.41,50.7,1.0
1992,301.46,53.0,1.0
1993,301.51,55.9,1.1
1994,301.55,59.2,1.1
1995,301.60,67.3,1.4
1996,301.65,91.1,2.1
1997,301.69,152.1,3.9
1998,301.74,190.7,5.0
1999,301.79,171.5,4.4
2000,301.83,136.4,3.3
2001,301.88,97.1,2.2
2002,301.93,79.1,1.7
2003,301.97,67.6,1.4
2004,302.02,64.9,1.3
2005,302.07,61.2,1.2
2006,302.11,57.4,1.1
2007,302.16,59.2,1.3
2008,302.21,63.7,1.4
2009,302.25,78.4,1.9
2010,302.30,90.9,2.4
2011,302.35,95.8,2.6
2012,302.39,96.9,2.6
2013,302.44,92.0,2.3
2014,302.49,83.6,2.0
2015,302.54,73.6,1.6
2016,302.58,65.9,1.4
2017,302.63,60.2,1.3
2018,302.68,58.3,1.2
2019,302.72,54.6,1.1
2020,302.77,54.9,1.1
2021,302.82,56.2,1.1
2022,302.86,59.0,1.2
2023,302.91,70.6,1.6
2024,302.96,114.6,3.0
2025,303.00,138.2,3.6
2026,303.07,104.0,1.8
2027,303.12,77.9,1.5
2028,303.17,63.0,1.4
2029,303.22,55.7,1.2
2030,303.27,50.8,1.2
2031,303.32,48.8,1.2
2032,303.37,48.2,1.1
2033,303.43,45.8,1.1
2034,303.48,44.5,1.1
2035,303.53,45.8,1.1
2036,303.58,45.4,1.0
2037,303.63,46.0,1.0
2038,303.68,48.7,1.0
2039,303.73,50.9,1.1
2040,303.78,54.2,1.2
2041,303.84,60.4,1.3
2042,303.89,64.7,1.4
2043,303.94,62.4,1.3
2044,303.99,57.6,1.2
2045,304.04,54.9,1.1
2046,304.09,54.6,1.2
2047,304.14,55.6,1.3
2048,304.19,61.0,1.3
2049,304.24,67.6,1.5
2050,304.30,75.1,1.7
2051,304.35,84.2,1.9
2052,304.40,94.4,2.1
2053,304.45,103.7,2.3
2054,304.50,116.0,2.6
2055,304.55,122.4,2.7
2056,304.60,137.9,3.1
2057,304.65,153.3,3.2
2058,304.70,144.9,2.8
2059,304.75,122.3,2.4
2060,304.81,113.4,2.2
2061,304.86,110.3,2.2
2062,304.91,102.3,2.1
2063,304.96,87.4,1.8
2064,305.01,75.6,1.6
2065,305.06,70.3,1.6
2066,305.11,69.2,1.6
2067,305.16,69.6,1.5
2068,305.21,70.9,1.6
2069,305.27,74.1,1.7
2070,305.32,79.0,1.8
2071,305.37,83.1,1.9
2072,305.42,86.6,2.0
2073,305.47,92.1,1.9
2074,305.52,100.0,2.0
2075,305.57,119.8,2.6
2076,305.62,164.6,3.5
2077,305.67,228.5,4.4
2078,305.72,264.8,4.9
2079,305.77,277.9,5.5
2080,305.83,269.5,5.1
2081,305.88,223.0,4.7
2082,305.93,199.1,4.2
2083,305.98,189.7,3.7
2084,306.03,155.5,3.1
2085,306.08,130.1,2.5
2086,306.13,114.7,2.5
2087,306.18,116.2,2.5
2088,306.23,126.4,2.8
2089,306.28,146.4,3.2
2090,306.34,160.3,3.6
2091,306.39,169.9,3.6
2092,306.44,180.7,3.9
2093,306.49,222.4,4.7
2094,306.54,305.2,5.3
2095,306.59,390.4,6.0
2096,306.64,404.0,6.3
2097,306.69,269.7,5.3
2098,306.74,176.6,3.4
2099,306.79,143.4,2.9
2100,306.84,135.2,2.9
2101,306.89,138.1,2.8
2102,306.95,140.8,2.9
2103,307.00,155.4,3.3
2104,307.05,205.8,4.2
2105,307.10,299.4,5.0
2106,307.15,383.1,6.5
2107,307.20,462.7,7.7
2108,307.25,509.1,8.0
2109,307.30,456.7,7.6
2110,307.35,368.8,6.7
2111,307.40,338.1,6.2
2112,307.45,411.3,6.9
2113,307.50,476.2,7.8
2114,307.56,425.6,6.9
2115,307.61,272.7,5.5
2116,307.66,230.3,4.4
2117,307.71,253.5,5.1
2118,307.76,355.5,6.1
2119,307.81,483.3,7.7
2120,307.86,524.1,8.3
2121,307.91,407.1,7.1
2122,307.96,273.6,5.2
2123,308.01,211.5,4.6
2124,308.06,197.5,4.0
2125,308.11,200.1,4.2
2126,308.16,193.5,4.2
2127,308.21,179.7,3.8
2128,308.27,154.6,3.5
2129,308.32,150.9,3.4
2130,308.37,152.9,3.4
2131,308.42,160.9,3.3
2132,308.47,152.6,3.2
2133,308.52,163.3,3.4
2134,308.57,182.4,4.2
2135,308.62,235.5,5.1
2136,308.67,349.3,5.6
2137,308.72,497.4,8.0
2138,308.77,633.6,9.9
2139,308.82,651.3,9.8
2140,308.87,530.2,8.9
2141,308.92,441.3,8.1
2142,308.98,356.8,7.3
2143,309.03,266.1,5.5
2144,309.08,196.6,4.1
2145,309.13,160.8,3.2
2146,309.18,143.1,2.8
2147,309.23,125.6,2.6
2148,309.28,118.0,2.3
2149,309.33,109.8,2.3
2150,309.38,103.4,2.2
2151,309.43,100.0,2.2
2152,309.48,101.6,2.2
2153,309.53,113.9,2.2
2154,309.58,138.8,3.0
2155,309.63,192.2,3.9
2156,309.68,257.2,4.5
2157,309.73,234.0,4.4
2158,309.78,168.5,2.9
2159,309.84,120.5,2.1
2160,309.89,104.1,2.1
2161,309.94,100.7,1.9
2162,309.99,105.4,1.9
2163,310.04,115.1,2.3
2164,310.09,125.8,2.6
2165,310.14,140.3,2.9
2166,310.19,159.2,3.2
2167,310.24,199.5,4.2
2168,310.29,285.6,5.1
2169,310.34,398.0,6.4
2170,310.39,420.7,7.5
2171,310.44,388.8,7.3
2172,310.49,389.4,7.1
2173,310.54,401.0,6.5
2174,310.59,391.9,7.1
2175,310.64,338.9,5.9
2176,310.69,222.9,3.9
2177,310.74,151.8,2.6
2178,310.80,124.0,2.3
2179,310.85,117.9,2.3
2180,310.90,122.0,2.4
2181,310.95,148.4,2.9
2182,311.00,181.4,3.7
2183,311.05,187.7,3.7
2184,311.10,169.5,3.0
2185,311.15,149.7,2.7
2186,311.20,139.3,2.5
2187,311.25,120.5,2.0
2188,311.30,98.8,1.7
2189,311.35,91.3,1.6
2190,311.40,89.9,1.8
2191,311.45,94.0,1.7
2192,311.50,95.8,1.7
2193,311.55,98.9,1.8
2194,311.60,112.2,2.3
2195,311.65,154.0,3.1
2196,311.70,242.0,4.0
2197,311.75,289.2,5.0
2198,311.80,242.7,4.4
2199,311.85,199.9,3.6
2200,311.90,244.1,4.2
2201,311.95,290.4,4.7
2202,312.00,240.3,4.1
2203,312.06,153.6,2.5
2204,312.11,126.4,2.2
2205,312.16,122.7,2.3
2206,312.21,121.8,2.1
2207,312.26,111.7,1.9
2208,312.31,108.0,1.8
2209,312.36,101.8,1.7
2210,312.41,91.1,1.5
2211,312.46,84.8,1.5
2212,312.51,85.5,1.6
2213,312.56,87.3,1.6
2214,312.61,92.9,1.7
2215,312.66,103.4,1.9
2216,312.71,122.2,2.6
2217,312.76,161.9,3.7
2218,312.81,191.9,4.4
2219,312.86,197.5,4.2
2220,312.91,178.4,3.7
2221,312.96,177.8,3.3
2222,313.01,217.9,3.9
2223,313.06,238.5,4.0
2224,313.11,187.5,3.0
2225,313.16,124.8,1.9
2226,313.21,102.7,1.8
2227,313.26,93.9,1.7
2228,313.31,88.3,1.7
2229,313.36,82.9,1.6
2230,313.41,79.3,1.6
2231,313.46,77.1,1.5
2232,313.51,77.5,1.4
2233,313.56,77.8,1.5
2234,313.61,74.5,1.4
2235,313.66,72.8,1.4
2236,313.71,73.0,1.3
2237,313.76,71.7,1.4
2238,313.81,70.8,1.3
2239,313.86,73.2,1.3
2240,313.91,73.4,1.4
2241,313.96,74.4,1.4
2242,314.01,77.8,1.4
2243,314.07,82.8,1.5
2244,314.12,96.5,1.8
2245,314.17,106.9,1.9
2246,314.22,108.4,1.9
2247,314.27,125.3,2.2
2248,314.32,181.6,3.1
2249,314.37,201.7,3.3
2250,314.42,159.1,2.4
2251,314.47,118.7,1.8
2252,314.52,106.3,1.7
2253,314.57,98.0,1.6
2254,314.62,96.5,1.8
2255,314.67,114.7,2.2
2256,314.72,170.9,3.2
2257,314.77,233.7,3.6
2258,314.82,192.4,3.1
2259,314.87,125.1,1.8
2260,314.92,97.5,1.6
2261,314.97,86.1,1.6
2262,315.02,88.3,1.6
2263,315.07,100.5,1.7
2264,315.12,134.6,2.5
2265,315.17,224.8,3.7
2266,315.22,274.7,4.2
2267,315.27,219.4,3.6
2268,315.32,189.0,3.1
2269,315.37,246.8,4.1
2270,315.42,279.4,4.4
2271,315.47,250.8,4.3
2272,315.52,275.3,4.5
2273,315.57,278.0,4.5
2274,315.62,202.3,3.5
2275,315.67,155.5,2.5
2276,315.72,145.7,2.4
2277,315.77,138.0,2.2
2278,315.82,122.7,2.0
2279,315.87,122.2,2.4
2280,315.92,139.3,2.8
2281,315.97,180.5,3.8
2282,316.02,293.4,4.5
2283,316.07,505.0,7.7
2284,316.12,727.7,10.4
2285,316.17,825.2,12.3
2286,316.22,809.1,12.1
2287,316.27,662.0,10.1
2288,316.32,410.9,7.7
2289,316.37,278.6,5.3
2290,316.42,269.4,5.1
2291,316.47,287.2,5.4
2292,316.52,248.5,4.9
2293,316.57,201.6,3.8
2294,316.62,194.8,3.7
2295,316.67,213.9,4.3
2296,316.72,295.9,5.1
2297,316.77,478.2,7.7
2298,316.82,729.9,10.4
2299,316.87,663.1,10.3
2300,316.92,414.3,7.1
2301,316.97,244.6,4.9
2302,317.02,193.2,3.5
2303,317.07,157.1,3.0
2304,317.12,137.8,2.6
2305,317.16,126.2,2.3
2306,317.21,118.5,2.3
2307,317.26,118.2,2.2
2308,317.31,117.6,2.1
2309,317.36,127.8,2.4
2310,317.41,150.7,3.1
2311,317.46,173.6,3.2
2312,317.51,148.6,2.9
2313,317.56,125.0,2.2
2314,317.61,113.9,2.0
2315,317.66,108.8,1.9
2316,317.71,104.9,1.9
2317,317.76,106.6,2.0
2318,317.81,111.9,2.0
2319,317.86,115.3,2.2
2320,317.91,115.2,2.3
2321,317.96,118.3,2.3
2322,318.01,125.1,2.3
2323,318.06,129.2,2.5
2324,318.11,146.3,3.0
2325,318.16,166.8,3.4
2326,318.21,178.6,3.8
2327,318.26,178.7,3.6
2328,318.31,165.3,3.1
2329,318.36,160.0,2.9
2330,318.41,145.6,2.8
2331,318.46,142.7,2.7
2332,318.51,147.1,3.0
2333,318.56,189.7,3.1
2334,318.61,253.2,3.6
2335,318.66,231.4,3.5
2336,318.71,180.3,3.1
2337,318.76,172.1,2.9
2338,318.81,188.9,3.7
2339,318.86,227.7,4.3
2340,318.91,302.4,5.7
2341,318.96,448.3,7.6
2342,319.01,680.0,11.5
2343,319.06,951.5,14.2
2344,319.11,790.0,12.4
2345,319.15,588.2,9.4
2346,319.20,452.0,7.7
2347,319.25,350.6,6.5
2348,319.30,299.7,5.6
2349,319.35,291.6,5.9
2350,319.40,331.7,7.0
2351,319.45,369.2,7.6
2352,319.50,358.5,7.0
2353,319.55,313.8,6.1
2354,319.60,245.2,5.0
2355,319.65,222.0,4.0
2356,319.70,238.8,4.5
2357,319.75,225.7,4.2
2358,319.80,193.9,3.3
2359,319.85,197.4,3.6
2360,319.90,250.6,3.9
2361,319.95,341.0,4.5
2362,320.00,334.2,5.0
2363,320.05,282.5,4.7
2364,320.10,324.3,5.7
2365,320.15,483.4,8.2
2366,320.20,753.5,11.9
2367,320.25,815.2,12.4
2368,320.30,573.3,9.4
2369,320.35,387.4,6.8
2370,320.39,275.7,5.2
2371,320.44,220.1,4.1
2372,320.49,198.5,3.7
2373,320.54,193.4,3.3
2374,320.59,180.8,3.2
2375,320.64,173.6,3.2
2376,320.69,164.0,3.1
2377,320.74,162.8,2.9
2378,320.79,163.8,2.9
2379,320.84,162.9,3.0
2380,320.89,160.8,2.8
2381,320.94,154.7,2.7
2382,320.99,149.3,2.7
2383,321.04,156.6,2.8
2384,321.09,160.6,2.9
2385,321.14,162.4,3.0
2386,321.19,170.8,3.1
2387,321.24,198.5,3.6
2388,321.29,233.6,4.2
2389,321.33,264.8,4.5
2390,321.38,325.6,5.4
2391,321.43,399.3,6.3
2392,321.48,351.1,6.1
2393,321.53,308.3,5.5
2394,321.58,410.7,6.8
2395,321.63,670.0,10.1
2396,321.68,845.9,12.9
2397,321.73,764.9,12.2
2398,321.78,773.0,12.9
2399,321.83,715.4,11.7
2400,321.88,483.3,8.9
2401,321.93,360.8,6.5
2402,321.98,313.1,6.0
2403,322.03,316.1,5.7
2404,322.08,340.6,6.0
2405,322.13,397.8,6.4
2406,322.17,522.8,8.5
2407,322.22,808.2,12.4
2408,322.27,933.1,13.6
2409,322.32,768.6,12.2
2410,322.37,828.2,13.4
2411,322.42,814.4,13.2
2412,322.47,551.1,9.7
2413,322.52,405.3,7.1
2414,322.57,411.1,6.8
2415,322.62,436.7,7.4
2416,322.67,426.1,7.8
2417,322.72,458.9,8.7
2418,322.77,656.0,10.7
2419,322.82,1007.5,15.1
2420,322.86,1272.6,17.7
2421,322.91,1213.2,17.3
2422,322.96,845.9,13.4
2423,323.01,571.0,9.7
2424,323.06,570.1,9.4
2425,323.11,646.2,11.2
2426,323.16,799.0,13.5
2427,323.21,913.7,14.7
2428,323.26,841.9,14.4
2429,323.31,899.5,15.5
2430,323.36,1255.1,18.9
2431,323.41,1676.5,22.0
2432,323.46,1559.9,21.9
2433,323.51,1229.1,20.0
2434,323.55,1344.6,20.0
2435,323.60,1656.3,21.6
2436,323.65,1474.3,19.9
2437,323.70,1020.6,16.6
2438,323.75,829.6,14.6
2439,323.80,1009.7,16.4
2440,323.85,1399.4,19.5
2441,323.90,1485.6,20.4
2442,323.95,1133.0,16.8
2443,324.00,794.5,13.6
2444,324.05,707.2,12.3
2445,324.10,870.3,14.3
2446,324.14,1211.0,16.2
2447,324.19,1111.3,16.0
2448,324.24,688.2,11.4
2449,324.29,447.3,7.9
2450,324.34,352.5,6.6
2451,324.39,310.2,5.8
2452,324.44,290.4,5.1
2453,324.49,283.6,4.8
2454,324.54,280.5,5.0
2455,324.59,294.4,5.4
2456,324.64,333.8,5.7
2457,324.68,398.8,7.2
2458,324.73,588.4,10.1
2459,324.78,932.6,15.3
2460,324.83,1199.3,17.2
2461,324.88,904.2,14.9
2462,324.93,574.3,9.9
2463,324.98,445.1,7.8
2464,325.03,426.3,7.7
2465,325.08,549.9,9.4
2466,325.13,827.4,12.9
2467,325.18,1035.5,15.4
2468,325.22,1123.9,15.9
2469,325.27,1137.4,16.5
2470,325.32,948.0,14.4
2471,325.37,888.3,14.2
2472,325.42,760.3,11.6
2473,325.47,456.8,7.8
2474,325.52,332.3,5.7
2475,325.57,295.0,4.9
2476,325.62,267.4,4.9
2477,325.67,263.2,5.1
2478,325.72,277.5,5.2
2479,325.76,282.1,5.1
2480,325.81,278.7,5.0
2481,325.86,291.0,5.6
2482,325.91,344.2,6.0
2483,325.96,436.7,7.8
2484,326.01,579.8,10.9
2485,326.06,866.2,14.1
2486,326.11,1229.7,18.3
2487,326.16,1184.2,17.2
2488,326.20,713.3,12.3
2489,326.25,469.3,9.2
2490,326.30,426.9,7.2
2491,326.35,389.7,7.1
2492,326.40,281.9,5.8
2493,326.45,233.0,4.5
2494,326.50,211.6,3.8
2495,326.55,198.8,3.6
2496,326.60,185.8,3.6
2497,326.65,178.0,3.4
2498,326.69,179.3,3.0
2499,326.74,169.5,3.2
2500,326.79,174.0,3.1
2501,326.84,180.4,3.3
2502,326.89,192.0,3.6
2503,326.94,207.9,4.1
2504,326.99,261.8,4.6
2505,327.04,362.3,5.9
2506,327.09,617.6,10.2
2507,327.13,933.0,14.6
2508,327.18,856.1,13.6
2509,327.23,485.1,8.7
2510,327.28,290.8,5.5
2511,327.33,251.7,4.6
2512,327.38,252.6,4.5
2513,327.43,257.9,4.9
2514,327.48,289.8,5.1
2515,327.52,295.3,5.3
2516,327.57,319.3,5.7
2517,327.62,443.9,7.8
2518,327.67,503.6,9.1
2519,327.72,561.9,9.2
2520,327.77,803.6,13.3
2521,327.82,1036.3,16.6
2522,327.87,905.6,14.9
2523,327.92,603.3,10.6
2524,327.96,447.3,8.1
2525,328.01,347.3,6.7
2526,328.06,294.6,5.5
2527,328.11,350.8,6.2
2528,328.16,543.1,8.8
2529,328.21,644.8,10.3
2530,328.26,424.8,7.3
2531,328.31,261.7,5.1
2532,328.35,222.4,4.3
2533,328.40,212.9,4.0
2534,328.45,216.1,4.2
2535,328.50,238.5,4.8
2536,328.55,280.8,5.4
2537,328.60,366.9,7.3
2538,328.65,580.7,10.2
2539,328.69,931.0,15.0
2540,328.74,1109.5,17.5
2541,328.79,865.4,15.0
2542,328.84,582.5,10.5
2543,328.89,344.8,6.0
2544,328.94,241.8,4.4
2545,328.99,197.9,3.8
2546,329.04,186.5,3.0
2547,329.08,169.5,3.1
2548,329.13,193.1,3.2
2549,329.18,206.6,3.2
2550,329.23,164.8,2.5
2551,329.28,136.8,2.3
2552,329.33,128.8,2.3
2553,329.38,126.3,2.3
2554,329.42,132.5,2.3
2555,329.47,133.8,2.3
2556,329.52,129.1,2.1
2557,329.57,123.6,2.1
2558,329.62,121.1,2.1
2559,329.67,115.5,2.2
2560,329.72,119.5,2.0
2561,329.77,115.9,2.0
2562,329.81,116.8,1.9
2563,329.86,130.5,2.1
2564,329.91,141.4,2.4
2565,329.96,126.1,2.0
2566,330.01,113.0,1.9
2567,330.06,115.3,2.1
2568,330.11,136.3,2.4
2569,330.15,157.7,2.8
2570,330.20,142.3,2.3
2571,330.25,118.1,2.1
2572,330.30,114.7,2.0
2573,330.35,112.7,1.9
2574,330.40,112.3,1.9
2575,330.45,115.4,2.1
2576,330.49,122.7,2.2
2577,330.54,135.8,2.4
2578,330.59,151.5,2.5
2579,330.64,179.5,2.9
2580,330.69,186.4,3.2
2581,330.74,208.3,3.3
2582,330.78,312.0,4.5
2583,330.83,451.0,6.8
2584,330.88,470.8,7.0
2585,330.93,355.5,5.5
2586,330.98,233.4,3.8
2587,331.03,163.3,2.8
2588,331.08,147.2,2.6
2589,331.12,145.3,2.4
2590,331.17,149.6,2.8
2591,331.22,169.9,3.1
2592,331.27,177.9,3.2
2593,331.32,196.4,3.3
2594,331.37,281.9,4.2
2595,331.41,413.1,5.9
2596,331.46,513.4,8.1
2597,331.51,503.3,8.1
2598,331.56,311.0,5.2
2599,331.61,221.1,3.8
2600,331.66,234.4,3.9
2601,331.71,331.8,5.2
2602,331.75,487.7,7.8
2603,331.80,464.7,7.7
2604,331.85,303.5,5.1
2605,331.90,243.5,4.5
2606,331.95,257.5,4.5
2607,332.00,295.2,5.6
2608,332.04,409.4,7.4
2609,332.09,663.3,11.1
2610,332.14,872.3,14.2
2611,332.19,929.2,15.1
2612,332.24,1193.3,16.9
2613,332.29,1212.5,16.8
2614,332.33,785.3,12.9
2615,332.38,516.9,9.1
2616,332.43,386.7,7.4
2617,332.48,330.5,6.3
2618,332.53,324.8,5.9
2619,332.58,406.7,6.8
2620,332.62,561.2,8.8
2621,332.67,551.1,8.6
2622,332.72,385.6,6.7
2623,332.77,373.2,6.7
2624,332.82,503.1,9.0
2625,332.87,834.4,12.4
2626,332.91,1116.1,15.2
2627,332.96,851.0,13.4
2628,333.01,556.6,10.1
2629,333.06,490.1,8.8
2630,333.11,630.4,11.0
2631,333.15,868.6,14.0
2632,333.20,804.1,13.0
2633,333.25,477.8,8.6
2634,333.30,360.7,6.9
2635,333.35,370.8,6.5
2636,333.40,500.5,7.7
2637,333.44,774.9,12.1
2638,333.49,987.1,14.0
2639,333.54,690.5,11.8
2640,333.59,449.0,7.3
2641,333.64,368.5,7.0
2642,333.69,356.6,6.9
2643,333.73,383.7,7.5
2644,333.78,394.1,7.2
2645,333.83,372.8,7.1
2646,333.88,412.3,8.3
2647,333.93,594.3,10.6
2648,333.97,930.6,14.1
2649,334.02,1090.2,16.9
2650,334.07,1133.4,18.2
2651,334.12,1467.9,20.3
2652,334.17,1521.7,20.9
2653,334.22,1018.9,15.9
2654,334.26,706.3,12.9
2655,334.31,682.2,12.2
2656,334.36,668.3,11.5
2657,334.41,514.6,9.5
2658,334.46,448.8,8.7
2659,334.50,454.1,8.4
2660,334.55,519.7,9.3
2661,334.60,669.5,11.9
2662,334.65,844.6,14.1
2663,334.70,819.3,15.4
2664,334.74,967.9,17.3
2665,334.79,1392.4,22.0
2666,334.84,2051.2,27.3
2667,334.89,2396.0,27.8
2668,334.94,1937.6,25.1
2669,334.98,1248.8,21.0
2670,335.03,873.5,15.8
2671,335.08,706.3,13.3
2672,335.13,656.0,12.4
2673,335.18,613.7,11.4
2674,335.23,505.1,9.8
2675,335.27,418.0,8.8
2676,335.32,384.6,7.3
2677,335.37,428.3,7.1
2678,335.42,497.1,7.0
2679,335.47,437.0,7.0
2680,335.51,338.6,6.2
2681,335.56,311.6,5.7
2682,335.61,311.7,6.0
2683,335.66,311.4,6.2
2684,335.71,329.4,6.3
2685,335.75,381.1,7.0
2686,335.80,428.0,7.4
2687,335.85,449.1,8.2
2688,335.90,506.2,10.4
2689,335.95,680.7,12.5
2690,335.99,1044.8,17.5
2691,336.04,1585.2,22.0
2692,336.09,1837.1,23.9
2693,336.14,1374.6,20.8
2694,336.18,867.2,14.9
2695,336.23,606.3,10.8
2696,336.28,459.8,8.9
2697,336.33,387.7,7.6
2698,336.38,366.1,6.8
2699,336.42,367.7,7.3
2700,336.47,368.9,7.1
2701,336.52,391.6,7.6
2702,336.57,442.5,7.9
2703,336.62,402.9,7.5
2704,336.66,313.7,5.9
2705,336.71,279.3,5.9
2706,336.76,288.8,5.7
2707,336.81,301.5,6.2
2708,336.86,358.0,6.5
2709,336.90,404.1,7.4
2710,336.95,446.2,7.3
2711,337.00,523.5,8.0
2712,337.05,627.9,9.7
2713,337.10,820.9,12.9
2714,337.14,1137.2,17.1
2715,337.19,1526.2,22.0
2716,337.24,1769.1,22.0
2717,337.29,1377.7,20.0
2718,337.33,856.2,15.2
2719,337.38,650.6,11.9
2720,337.43,519.4,9.7
2721,337.48,389.6,7.4
2722,337.53,332.0,6.2
2723,337.57,301.1,5.6
2724,337.62,297.2,5.3
2725,337.67,358.4,5.5
2726,337.72,414.0,5.7
2727,337.76,360.1,5.7
2728,337.81,318.1,5.9
2729,337.86,393.1,6.6
2730,337.91,579.0,9.4
2731,337.96,853.4,12.9
2732,338.00,941.9,13.7
2733,338.05,629.4,10.5
2734,338.10,461.6,8.0
2735,338.15,470.8,8.6
2736,338.19,582.8,10.3
2737,338.24,834.1,13.9
2738,338.29,1260.0,18.6
2739,338.34,1563.3,20.2
2740,338.39,1184.2,16.4
2741,338.43,703.3,12.3
2742,338.48,531.7,8.5
2743,338.53,515.4,7.9
2744,338.58,480.5,7.7
2745,338.62,446.0,7.6
2746,338.67,615.1,9.9
2747,338.72,913.2,13.4
2748,338.77,961.6,14.0
2749,338.81,654.7,10.7
2750,338.86,435.0,8.2
2751,338.91,299.7,5.4
2752,338.96,233.0,4.4
2753,339.01,225.3,4.1
2754,339.05,204.2,3.9
2755,339.10,187.6,3.5
2756,339.15,197.3,3.2
2757,339.20,213.9,4.0
2758,339.24,256.2,3.9
2759,339.29,284.4,5.2
2760,339.34,451.3,7.7
2761,339.39,741.9,11.1
2762,339.43,807.2,12.2
2763,339.48,483.6,7.5
2764,339.53,248.3,4.6
2765,339.58,180.4,3.5
2766,339.62,157.3,2.8
2767,339.67,138.5,2.6
2768,339.72,128.0,2.6
2769,339.77,130.3,2.6
2770,339.81,131.5,2.4
2771,339.86,122.9,2.3
2772,339.91,117.6,2.2
2773,339.96,116.6,2.4
2774,340.00,113.3,2.4
2775,340.05,121.7,2.4
2776,340.10,135.4,2.8
2777,340.15,205.9,4.1
2778,340.20,290.1,5.0
2779,340.24,260.9,4.5
2780,340.29,159.5,2.8
2781,340.34,128.4,2.2
2782,340.39,115.2,2.2
2783,340.43,115.1,2.2
2784,340.48,113.1,2.1
2785,340.53,105.9,2.0
2786,340.58,105.7,2.1
2787,340.62,132.2,2.6
2788,340.67,166.1,2.9
2789,340.72,147.5,2.5
2790,340.77,113.3,1.9
2791,340.81,102.0,2.0
2792,340.86,115.3,2.3
2793,340.91,155.7,3.0
2794,340.95,175.3,3.1
2795,341.00,133.2,2.2
2796,341.05,109.2,1.9
2797,341.10,103.2,2.0
2798,341.14,102.8,1.9
2799,341.19,97.5,1.7
2800,341.24,89.4,1.7
2801,341.29,87.8,1.7
2802,341.33,85.2,1.7
2803,341.38,86.3,1.6
2804,341.43,84.6,1.7
2805,341.48,85.0,1.8
2806,341.52,91.4,1.9
2807,341.57,104.4,2.2
2808,341.62,128.9,2.6
2809,341.67,143.8,2.8
2810,341.71,123.2,2.1
2811,341.76,99.2,1.9
2812,341.81,87.0,1.9
2813,341.86,83.9,1.7
2814,341.90,80.2,1.8
2815,341.95,79.0,1.7
2816,342.00,79.9,1.6
2817,342.05,79.7,1.6
2818,342.09,79.0,1.6
2819,342.14,78.8,1.6
2820,342.19,79.7,1.6
2821,342.23,82.5,1.7
2822,342.28,80.0,1.6
2823,342.33,75.7,1.6
2824,342.38,74.7,1.7
2825,342.42,73.3,1.6
2826,342.47,73.6,1.7
2827,342.52,74.1,1.6
2828,342.57,73.7,1.5
2829,342.61,73.8,1.6
2830,342.66,74.8,1.5
2831,342.71,71.9,1.7
2832,342.75,72.3,1.7
2833,342.80,76.8,1.6
2834,342.85,81.5,1.6
2835,342.90,81.0,1.5
2836,342.94,77.8,1.6
2837,342.99,79.3,1.7
2838,343.04,83.6,1.7
2839,343.09,89.2,1.9
2840,343.13,95.8,2.1
2841,343.18,99.0,2.1
2842,343.23,96.0,1.9
2843,343.27,90.0,1.9
2844,343.32,86.2,2.0
2845,343.37,85.8,1.9
2846,343.42,85.4,1.9
2847,343.46,85.3,1.9
2848,343.51,86.6,1.9
2849,343.56,87.2,1.9
2850,343.60,84.7,2.0
2851,343.65,86.5,2.0
2852,343.70,89.9,1.9
