,Wavelength,Sum,Al I (4.9e-02),Al II (9.5e-01),Al III (7.0e-04)
1251,284.34,9.519e-13,0,0,9.519e-13
1252,284.39,3.125e-13,0,0,3.125e-13
1253,284.44,9.638999999999999e-14,0,0,9.638999999999999e-14
1254,284.49,2.794e-14,0,0,2.794e-14
1255,284.54,7.611e-15,0,0,7.611e-15
1256,284.59,1.948e-15,0,0,1.948e-15
1257,284.64,4.684999999999999e-16,0,0,4.684999999999999e-16
1258,284.69,1.0590000000000002e-16,0,0,1.0590000000000002e-16
1259,284.74,2.249e-17,0,0,2.249e-17
1260,284.79,4.488e-18,0,0,4.488e-18
1261,284.84,8.416e-19,0,0,8.416e-19
1262,284.89,1.483e-19,0,0,1.483e-19
1263,284.94,2.4560000000000002e-20,0,0,2.4560000000000002e-20
1264,284.99,3.821e-21,0,0,3.821e-21
1265,285.04,5.586e-22,0,0,5.586e-22
1266,285.09,7.674e-23,0,0,7.674e-23
1267,285.14,9.907e-24,0,0,9.907e-24
1268,285.19,1.2019999999999999e-24,0,0,1.2019999999999999e-24
1269,285.94,2.992e-24,0,0,2.992e-24
1270,285.99,2.376e-23,0,0,2.376e-23
1271,286.04,1.793e-22,0,0,1.793e-22
1272,286.09,1.2639999999999999e-21,0,0,1.2639999999999999e-21
1273,286.14,8.383e-21,0,0,8.383e-21
1274,286.19,5.2369999999999997e-20,0,0,5.2369999999999997e-20
1275,286.24,3.08e-19,0,0,3.08e-19
1276,286.29,1.7059999999999998e-18,0,0,1.7059999999999998e-18
1277,286.34,8.893999999999999e-18,0,0,8.893999999999999e-18
1278,286.39,4.3669999999999996e-17,0,0,4.3669999999999996e-17
1279,286.44,2.019e-16,0,0,2.019e-16
1280,286.49,8.791e-16,0,0,8.791e-16
1281,286.54,3.605e-15,0,0,3.605e-15
1282,286.59,1.3919999999999999e-14,0,0,1.3919999999999999e-14
1283,286.64,5.0619999999999997e-14,0,0,5.0619999999999997e-14
1284,286.69,1.734e-13,0,0,1.734e-13
1285,286.74,5.594e-13,0,0,5.594e-13
1286,286.79,1.6999999999999998e-12,0,0,1.6999999999999998e-12
1287,286.84,4.867e-12,0,0,4.867e-12
1288,286.89,1.313e-11,0,0,1.313e-11
1289,286.94,3.337e-11,0,0,3.337e-11
1290,286.99,7.992000000000001e-11,0,0,7.992000000000001e-11
1291,287.04,1.804e-10,0,0,1.804e-10
1292,287.09,3.8370000000000003e-10,0,0,3.8370000000000003e-10
1293,287.14,7.694e-10,0,0,7.694e-10
1294,287.19,1.454e-09,0,0,1.454e-09
1295,287.24,2.5929999999999996e-09,0,0,2.5929999999999996e-09
1296,287.29,4.358e-09,0,0,4.358e-09
1297,287.34,6.9099999999999995e-09,0,0,6.9099999999999995e-09
1298,287.39,1.0329999999999999e-08,0,0,1.0329999999999999e-08
1299,287.44,1.4580000000000002e-08,0,0,1.4580000000000002e-08
1300,287.49,1.9419999999999998e-08,0,0,1.9419999999999998e-08
1301,287.54,2.44e-08,0,0,2.44e-08
1302,287.59,2.895e-08,0,0,2.895e-08
1303,287.64,3.2430000000000007e-08,0,0,3.2430000000000007e-08
1304,287.69,3.43e-08,0,0,3.43e-08
1305,287.74,3.4260000000000004e-08,0,0,3.4260000000000004e-08
1306,287.79,3.233e-08,0,0,3.233e-08
1307,287.84,2.881e-08,0,0,2.881e-08
1308,287.89,2.426e-08,0,0,2.426e-08
1309,287.94,1.93e-08,0,0,1.93e-08
1310,287.99,1.4509999999999999e-08,0,0,1.4509999999999999e-08
1311,288.04,1.03e-08,0,0,1.03e-08
1312,288.09,6.912e-09,0,0,6.912e-09
1313,288.14,4.382e-09,0,0,4.382e-09
1314,288.19,2.625e-09,0,0,2.625e-09
1315,288.24,1.485e-09,0,0,1.485e-09
1316,288.29,7.935e-10,0,0,7.935e-10
1317,288.34,4.005e-10,0,0,4.005e-10
1318,288.39,1.9089999999999998e-10,0,0,1.9089999999999998e-10
1319,288.44,8.589e-11,0,0,8.589e-11
1320,288.49,3.649e-11,0,0,3.649e-11
1321,288.54,1.4630000000000002e-11,0,0,1.4630000000000002e-11
1322,288.59,5.535000000000001e-12,0,0,5.535000000000001e-12
1323,288.64,1.976e-12,0,0,1.976e-12
1324,288.69,6.655e-13,0,0,6.655e-13
1325,288.74,2.114e-13,0,0,2.114e-13
1326,288.79,6.333e-14,0,0,6.333e-14
1327,288.84,1.789e-14,0,0,1.789e-14
1328,288.89,4.765e-15,0,0,4.765e-15
1329,288.94,1.1960000000000001e-15,0,0,1.1960000000000001e-15
1330,288.99,2.8310000000000005e-16,0,0,2.8310000000000005e-16
1331,289.04,6.313e-17,0,0,6.313e-17
1332,289.09,1.3270000000000001e-17,0,0,1.3270000000000001e-17
1333,289.14,2.627e-18,0,0,2.627e-18
1334,289.19,4.902e-19,0,0,4.902e-19
1335,289.24,8.616e-20,0,0,8.616e-20
1336,289.29,1.4269999999999996e-20,0,0,1.4269999999999996e-20
1337,289.34,2.2249999999999998e-21,0,0,2.2249999999999998e-21
1338,289.39,3.269e-22,0,0,3.269e-22
1339,289.44,4.394e-23,0,0,4.394e-23
1340,289.49,5.744e-24,0,0,5.744e-24
1341,294.3,2.304e-23,0,0,2.304e-23
1342,294.35,1.754e-22,0,0,1.754e-22
1343,294.4,1.2609999999999999e-21,0,0,1.2609999999999999e-21
1344,294.45,8.569e-21,0,0,8.569e-21
1345,294.5,5.498e-20,0,0,5.498e-20
1346,294.55,3.332e-19,0,0,3.332e-19
1347,294.6,1.9079999999999998e-18,0,0,1.9079999999999998e-18
1348,294.65,1.032e-17,0,0,1.032e-17
1349,294.7,5.2710000000000004e-17,0,0,5.2710000000000004e-17
1350,294.75,2.543e-16,0,0,2.543e-16
1351,294.8,1.1589999999999999e-15,0,0,1.1589999999999999e-15
1352,294.85,4.991e-15,0,0,4.991e-15
1353,294.9,2.03e-14,0,0,2.03e-14
1354,294.95,7.799e-14,0,0,7.799e-14
1355,295.0,2.83e-13,0,0,2.83e-13
1356,295.05,9.701e-13,0,0,9.701e-13
1357,295.1,3.141e-12,0,0,3.141e-12
1358,295.15,9.607000000000001e-12,0,0,9.607000000000001e-12
1359,295.2,2.7760000000000003e-11,0,0,2.7760000000000003e-11
1360,295.25,7.575e-11,0,0,7.575e-11
1361,295.3,1.9530000000000001e-10,0,0,1.9530000000000001e-10
1362,295.35,4.755000000000001e-10,0,0,4.755000000000001e-10
1363,295.4,1.094e-09,0,0,1.094e-09
1364,295.45,2.376e-09,0,0,2.376e-09
1365,295.5,4.876e-09,0,0,4.876e-09
1366,295.55,9.453e-09,0,0,9.453e-09
1367,295.6,1.7309999999999998e-08,0,0,1.7309999999999998e-08
1368,295.65,2.9939999999999995e-08,0,0,2.9939999999999995e-08
1369,295.7,4.892e-08,0,0,4.892e-08
1370,295.75,7.551e-08,0,0,7.551e-08
1371,295.8,1.101e-07,0,0,1.101e-07
1372,295.85,1.516e-07,0,0,1.516e-07
1373,295.9,1.972e-07,0,0,1.972e-07
1374,295.95,2.423e-07,0,0,2.423e-07
1375,296.0,2.812e-07,0,0,2.812e-07
1376,296.05,3.083e-07,0,0,3.083e-07
1377,296.1,3.193e-07,0,0,3.193e-07
1378,296.15,3.1239999999999997e-07,0,0,3.1239999999999997e-07
1379,296.2,2.887e-07,0,0,2.887e-07
1380,296.25,2.52e-07,0,0,2.52e-07
1381,296.3,2.077e-07,0,0,2.077e-07
1382,296.35,1.618e-07,0,0,1.618e-07
1383,296.4,1.1900000000000001e-07,0,0,1.1900000000000001e-07
1384,296.45,8.272e-08,0,0,8.272e-08
1385,296.5,5.4299999999999997e-08,0,0,5.4299999999999997e-08
1386,296.55,3.367e-08,0,0,3.367e-08
1387,296.6,1.972e-08,0,0,1.972e-08
1388,296.65,1.091e-08,0,0,1.091e-08
1389,296.7,5.701000000000001e-09,0,0,5.701000000000001e-09
1390,296.75,2.814e-09,0,0,2.814e-09
1391,296.8,1.312e-09,0,0,1.312e-09
1392,296.85,5.78e-10,0,0,5.78e-10
1393,296.9,2.405e-10,0,0,2.405e-10
1394,296.95,9.452e-11,0,0,9.452e-11
1395,297.0,3.5090000000000005e-11,0,0,3.5090000000000005e-11
1396,297.05,1.23e-11,0,0,1.23e-11
1397,297.1,4.076000000000001e-12,0,0,4.076000000000001e-12
1398,297.15,1.275e-12,0,0,1.275e-12
1399,297.2,3.769e-13,0,0,3.769e-13
1400,297.25,1.052e-13,0,0,1.052e-13
1401,297.3,2.775e-14,0,0,2.775e-14
1402,297.35,6.912e-15,0,0,6.912e-15
1403,297.4,1.6260000000000002e-15,0,0,1.6260000000000002e-15
1404,297.45,3.615e-16,0,0,3.615e-16
1405,297.5,7.59e-17,0,0,7.59e-17
1406,297.55,1.505e-17,0,0,1.505e-17
1407,297.6,2.82e-18,0,0,2.82e-18
1408,297.65,3.0089999999999997e-16,0,3.0039999999999996e-16,4.989e-19
1409,297.7,2.1280000000000003e-15,0,2.127e-15,8.339000000000001e-20
1410,297.75,1.467e-14,0,1.467e-14,1.317e-20
1411,297.8,9.326e-14,0,9.326e-14,1.9639999999999998e-21
1412,297.85,5.612e-13,0,5.612e-13,2.766e-22
1413,297.9,3.196e-12,0,3.196e-12,3.6810000000000003e-23
1414,297.95,1.723e-11,0,1.723e-11,0
1415,298.0,8.787999999999999e-11,0,8.787999999999999e-11,0
1416,298.05,4.244e-10,0,4.244e-10,0
1417,298.1,1.94e-09,0,1.94e-09,0
1418,298.15,8.399e-09,0,8.399e-09,0
1419,298.2,3.443e-08,0,3.443e-08,0
1420,298.25,1.3369999999999999e-07,0,1.3369999999999999e-07,0
1421,298.3,4.915e-07,0,4.915e-07,0
1422,298.35,1.7119999999999999e-06,0,1.7119999999999999e-06,0
1423,298.4,5.6539999999999996e-06,0,5.6539999999999996e-06,0
1424,298.45,1.769e-05,0,1.769e-05,0
1425,298.5,5.249e-05,0,5.249e-05,0
1426,298.55,0.0001476,0,0.0001476,0
1427,298.6,0.0003939,0,0.0003939,0
1428,298.65,0.0009972000000000002,0,0.0009972000000000002,0
1429,298.7,0.002395,0,0.002395,0
1430,298.75,0.005462,0,0.005462,0
1431,298.8,0.01183,0,0.01183,0
1432,298.85,0.024319999999999998,0,0.024319999999999998,0
1433,298.9,0.04753,0,0.04753,0
1434,298.95,0.08831,0,0.08831,0
1435,299.0,0.156,0,0.156,0
1436,299.05,0.2624,0,0.2624,0
1437,299.1,0.4201,0,0.4201,0
1438,299.15,0.6412,0,0.6412,0
1439,299.2,0.934,0,0.934,0
1440,299.25,1.3,0,1.3,0
1441,299.3,1.733,0,1.733,0
1442,299.35,2.217,0,2.217,0
1443,299.4,2.727,0,2.727,0
1444,299.45,3.235,0,3.235,0
1445,299.5,3.7119999999999997,0,3.7119999999999997,0
1446,299.55,4.129,0,4.129,0
1447,299.6,4.457,0,4.457,0
1448,299.65,4.6739999999999995,0,4.6739999999999995,0
1449,299.7,4.756,0,4.756,0
1450,299.75,4.691,0,4.691,0
1451,299.8,4.471,0,4.471,0
1452,299.85,4.106,0,4.106,0
1453,299.9,3.623,0,3.623,0
1454,299.95,3.063,0,3.063,0
1455,300.0,2.4730000000000003,0,2.4730000000000003,0
1456,300.05,1.9040000000000001,0,1.9040000000000001,0
1457,300.1,1.395,0,1.395,0
1458,300.15,0.9709,0,0.9709,0
1459,300.2,0.6415,0,0.6415,0
1460,300.25,0.402,0,0.402,0
1461,300.3,0.2387,0,0.2387,0
1462,300.35,0.1343,0,0.1343,0
1463,300.4,0.07155,0,0.07155,0
1464,300.45,0.03608,0,0.03608,0
1465,300.5,0.01722,0,0.01722,0
1466,300.55,0.00778,0,0.00778,0
1467,300.6,0.003325,0,0.003325,0
1468,300.65,0.0013449999999999998,0,0.0013449999999999998,0
1469,300.7,0.0005145,0,0.0005145,0
1470,300.75,0.0001862,0,0.0001862,0
1471,300.8,6.377e-05,0,6.377e-05,0
1472,300.85,2.066e-05,0,2.066e-05,0
1473,300.9,6.33e-06,0,6.33e-06,0
1474,300.95,1.837e-06,0,1.837e-06,0
1475,301.0,5.110000000000001e-07,0,5.110000000000001e-07,0
1476,301.05,1.6219999999999998e-07,0,1.6219999999999998e-07,0
1477,301.1,1.518e-07,0,1.518e-07,0
1478,301.15,4.368e-07,0,4.368e-07,0
1479,301.2,1.4609999999999999e-06,0,1.4609999999999999e-06,0
1480,301.25,4.702e-06,0,4.702e-06,0
1481,301.3,1.438e-05,0,1.438e-05,0
1482,301.35,4.173e-05,0,4.173e-05,0
1483,301.4,0.0001149,0,0.0001149,0
1484,301.45,0.00030060000000000004,0,0.00030060000000000004,0
1485,301.5,0.0007467000000000001,0,0.0007467000000000001,0
1486,301.55,0.0017620000000000001,0,0.0017620000000000001,0
1487,301.6,0.003953,0,0.003953,0
1488,301.65,0.008428,0,0.008428,0
1489,301.7,0.01709,0,0.01709,0
1490,301.75,0.03298,0,0.03298,0
1491,301.8,0.060579999999999995,0,0.060579999999999995,0
1492,301.85,0.106,0,0.106,0
1493,301.9,0.1766,0,0.1766,0
1494,301.95,0.2807,0,0.2807,0
1495,302.0,0.4259,0,0.4259,0
1496,302.05,0.6174,0,0.6174,0
1497,302.1,0.8563,0,0.8563,0
1498,302.15,1.138,0,1.138,0
1499,302.2,1.453,0,1.453,0
1500,302.25,1.787,0,1.787,0
1501,302.3,2.121,0,2.121,0
1502,302.35,2.438,0,2.438,0
1503,302.4,2.719,0,2.719,0
1504,302.45,2.948,0,2.948,0
1505,302.5,3.111,0,3.111,0
1506,302.55,3.193,0,3.193,0
1507,302.6,3.1830000000000003,0,3.1830000000000003,0
1508,302.65,3.074,0,3.074,0
1509,302.7,2.867,0,2.867,0
1510,302.75,2.574,0,2.574,0
1511,302.8,2.219,0,2.219,0
1512,302.85,1.83,0,1.83,0
1513,302.9,1.4409999999999998,0,1.4409999999999998,0
1514,302.95,1.082,0,1.082,0
1515,303.0,0.7728,0,0.7728,0
1516,303.05,0.5245,0,0.5245,0
1517,303.1,0.3381,0,0.3381,0
1518,303.15,0.2068,0,0.2068,0
1519,303.2,0.1199,0,0.1199,0
1520,303.25,0.06592999999999999,0,0.06592999999999999,0
1521,303.3,0.03435,0,0.03435,0
1522,303.35,0.01696,0,0.01696,0
1523,303.4,0.007931,0,0.007931,0
1524,303.45,0.003513,0,0.003513,0
1525,303.5,0.001474,0,0.001474,0
1526,303.55,0.0005857999999999999,0,0.0005857999999999999,0
1527,303.6,0.00022040000000000002,0,0.00022040000000000002,0
1528,303.65,7.855e-05,0,7.855e-05,0
1529,303.7,2.651e-05,0,2.651e-05,0
1530,303.75,8.47e-06,0,8.47e-06,0
1531,303.8,2.5630000000000003e-06,0,2.5630000000000003e-06,0
1532,303.85,7.344e-07,0,7.344e-07,0
1533,303.9,1.993e-07,0,1.993e-07,0
1534,303.95,5.119e-08,0,5.119e-08,0
1535,304.0,1.245e-08,0,1.245e-08,0
1536,304.05,2.869e-09,0,2.869e-09,0
1537,304.1,6.257e-10,0,6.257e-10,0
1538,304.15,1.292e-10,0,1.292e-10,0
1539,304.2,2.527e-11,0,2.527e-11,0
1540,304.25,4.68e-12,0,4.68e-12,0
1541,304.3,8.205e-13,0,8.205e-13,0
1542,304.35,1.362e-13,0,1.362e-13,0
1543,304.4,2.142e-14,0,2.142e-14,0
1544,304.45,3.1879999999999997e-15,0,3.1879999999999997e-15,0
1545,304.5,4.494e-16,0,4.494e-16,0
1546,305.6,1.829e-16,0,1.829e-16,0
1547,305.65,1.288e-15,0,1.288e-15,0
1548,305.7,8.597e-15,0,8.597e-15,0
1549,305.75,5.445e-14,0,5.445e-14,0
1550,305.8,3.271e-13,0,3.271e-13,0
1551,305.85,1.864e-12,0,1.864e-12,0
1552,305.9,1.007e-11,0,1.007e-11,0
1553,305.95,5.162e-11,0,5.162e-11,0
1554,306.0,2.51e-10,0,2.51e-10,0
1555,306.05,1.157e-09,0,1.157e-09,0
1556,306.1,5.062e-09,0,5.062e-09,0
1557,306.15,2.1e-08,0,2.1e-08,0
1558,306.2,8.262999999999999e-08,0,8.262999999999999e-08,0
1559,306.25,3.084e-07,0,3.084e-07,0
1560,306.3,1.092e-06,0,1.092e-06,0
1561,306.35,3.665e-06,4.568000000000001e-12,3.665e-06,0
1562,306.4,1.167e-05,3.1850000000000005e-11,1.167e-05,0
1563,306.45,3.525e-05,2.108e-10,3.525e-05,0
1564,306.5,0.000101,1.323e-09,0.000101,0
1565,306.55,0.0002744,7.879e-09,0.0002744,0
1566,306.6,0.0007072000000000001,4.4510000000000006e-08,0.0007071000000000001,0
1567,306.65,0.0017289999999999999,2.386e-07,0.0017289999999999999,0
1568,306.7,0.004009,1.213e-06,0.004007999999999999,0
1569,306.75,0.00882,5.854e-06,0.008814,0
1570,306.8,0.01841,2.68e-05,0.01838,0
1571,306.85,0.036489999999999995,0.00011640000000000001,0.03637,0
1572,306.9,0.06873,0.00047939999999999994,0.06825,0
1573,306.95,0.1233,0.0018739999999999998,0.1215,0
1574,307.0,0.212,0.0069489999999999994,0.205,0
1575,307.05,0.3528,0.02445,0.3283,0
1576,307.1,0.5802,0.0816,0.4986,0
1577,307.15,0.9766,0.2584,0.7182,0
1578,307.2,1.758,0.7763,0.9812,0
1579,307.25,3.484,2.213,1.271,0
1580,307.3,7.546,5.983,1.5630000000000002,0
1581,307.35,17.17,15.35,1.8219999999999998,0
1582,307.4,39.38,37.36,2.0140000000000002,0
1583,307.45,88.38,86.27,2.113,0
1584,307.5,191.1,189.0,2.101,0
1585,307.55,394.8,392.8,1.983,0
1586,307.6,776.4,774.6,1.774,0
1587,307.65,1451.0,1449.0,1.506,0
1588,307.7,2573.0,2572.0,1.212,0
1589,307.75,4331.0,4330.0,0.9257,0
1590,307.8,6919.0,6918.0,0.6705,0
1591,307.85,10490.0,10480.0,0.4606,0
1592,307.9,15080.0,15080.0,0.3003,0
1593,307.95,20570.0,20570.0,0.186,0
1594,308.0,26620.0,26620.0,0.1101,0
1595,308.05,32680.0,32680.0,0.06375,0
1596,308.1,38070.0,38070.0,0.03935,0
1597,308.15,42070.0,42070.0,0.03195,0
1598,308.2,44120.0,44120.0,0.04005,0
1599,308.25,43890.0,43890.0,0.06596,0
1600,308.3,41420.0,41420.0,0.1158,0
1601,308.35,37090.0,37090.0,0.1988,0
1602,308.4,31530.0,31530.0,0.3263,0
1603,308.45,25460.0,25460.0,0.5092,0
1604,308.5,19590.0,19590.0,0.7543,0
1605,308.55,14480.0,14480.0,1.061,0
1606,308.6,10510.0,10510.0,1.415,0
1607,308.65,7943.0,7941.0,1.791,0
1608,308.7,6933.0,6931.0,2.1519999999999997,0
1609,308.75,7635.0,7633.0,2.4530000000000003,0
1610,308.8,10240.0,10240.0,2.654,0
1611,308.85,14950.0,14950.0,2.7239999999999998,0
1612,308.9,21930.0,21920.0,2.654,0
1613,308.95,31150.0,31150.0,2.4530000000000003,0
1614,309.0,42290.0,42290.0,2.1519999999999997,0
1615,309.05,54630.0,54630.0,1.791,0
1616,309.1,67020.0,67020.0,1.415,0
1617,309.15,78060.0,78060.0,1.061,0
1618,309.2,86290.0,86290.0,0.7543,0
1619,309.25,90530.0,90530.0,0.5091,0
1620,309.3,90150.0,90150.0,0.3261,0
1621,309.35,85200.0,85200.0,0.1982,0
1622,309.4,76420.0,76420.0,0.1143,0
1623,309.45,65050.0,65050.0,0.06255,0
1624,309.5,52560.0,52560.0,0.03249,0
1625,309.55,40300.0,40300.0,0.01601,0
1626,309.6,29330.0,29330.0,0.007487000000000001,0
1627,309.65,20260.0,20260.0,0.003322,0
1628,309.7,13280.0,13280.0,0.001399,0
1629,309.75,8261.0,8261.0,0.0005591,0
1630,309.8,4878.0,4878.0,0.000212,0
1631,309.85,2733.0,2733.0,7.628e-05,0
1632,309.9,1454.0,1454.0,2.605e-05,0
1633,309.95,733.8,733.8,8.44e-06,0
1634,310.0,351.5,351.5,2.595e-06,0
1635,310.05,159.8,159.8,7.570999999999999e-07,0
1636,310.1,68.97,68.97,2.096e-07,0
1637,310.15,28.25,28.25,5.507e-08,0
1638,310.2,10.98,10.98,1.3730000000000003e-08,0
1639,310.25,4.05,4.05,3.248e-09,0
1640,310.3,1.4180000000000001,1.4180000000000001,7.293e-10,0
1641,310.35,0.4712,0.4712,1.554e-10,0
1642,310.4,0.1486,0.1486,3.1410000000000004e-11,0
1643,310.45,0.04448,0.04448,6.025000000000001e-12,0
1644,310.5,0.012629999999999999,0.012629999999999999,1.0969999999999999e-12,0
1645,310.55,0.003406,0.003406,1.895e-13,0
1646,310.6,0.0008715,0.0008715,3.106e-14,0
1647,310.65,0.00021160000000000002,0.00021160000000000002,4.8310000000000006e-15,0
1648,310.7,4.878e-05,4.878e-05,7.131e-16,0
1649,310.75,1.067e-05,1.067e-05,0,0
1650,310.8,2.215e-06,2.215e-06,0,0
1651,310.85,4.3649999999999997e-07,4.3649999999999997e-07,0,0
1652,310.9,8.162000000000001e-08,8.162000000000001e-08,0,0
1653,310.95,1.4490000000000001e-08,1.4490000000000001e-08,0,0
1654,311.0,2.44e-09,2.44e-09,0,0
1655,311.05,3.9e-10,3.9e-10,0,0
1656,311.1,5.918e-11,5.918e-11,0,0
1657,311.15,8.522e-12,8.522e-12,0,0
1658,316.1,1.398e-23,0,0,1.398e-23
1659,316.15,9.016e-23,0,0,9.016e-23
1660,316.2,5.5339999999999995e-22,0,0,5.5339999999999995e-22
1661,316.25,3.2329999999999996e-21,0,0,3.2329999999999996e-21
1662,316.3,1.797e-20,0,0,1.797e-20
1663,316.35,9.512e-20,0,0,9.512e-20
1664,316.4,4.790999999999999e-19,0,0,4.790999999999999e-19
1665,316.45,2.296e-18,0,0,2.296e-18
1666,316.5,1.048e-17,0,0,1.048e-17
1667,316.55,4.55e-17,0,0,4.55e-17
1668,316.6,1.88e-16,0,0,1.88e-16
1669,316.65,7.396e-16,0,0,7.396e-16
1670,316.7,2.7690000000000002e-15,0,0,2.7690000000000002e-15
1671,316.75,9.865999999999999e-15,0,0,9.865999999999999e-15
1672,316.8,3.3460000000000003e-14,0,0,3.3460000000000003e-14
1673,316.85,1.08e-13,0,0,1.08e-13
1674,316.9,3.318e-13,0,0,3.318e-13
1675,316.95,9.701e-13,0,0,9.701e-13
1676,317.0,2.7000000000000002e-12,0,0,2.7000000000000002e-12
1677,317.05,7.152e-12,0,0,7.152e-12
1678,317.1,1.803e-11,0,0,1.803e-11
1679,317.15,4.327e-11,0,0,4.327e-11
1680,317.2,9.885e-11,0,0,9.885e-11
1681,317.25,2.1499999999999998e-10,0,0,2.1499999999999998e-10
1682,317.3,4.4499999999999996e-10,0,0,4.4499999999999996e-10
1683,317.35,8.772e-10,0,0,8.772e-10
1684,317.4,1.6470000000000002e-09,0,0,1.6470000000000002e-09
1685,317.45,2.9439999999999998e-09,0,0,2.9439999999999998e-09
1686,317.5,5.016e-09,0,0,5.016e-09
1687,317.55,8.147e-09,0,0,8.147e-09
1688,317.6,1.262e-08,0,0,1.262e-08
1689,317.65,1.8680000000000002e-08,0,0,1.8680000000000002e-08
1690,317.7,2.6430000000000002e-08,0,0,2.6430000000000002e-08
1691,317.75,3.582e-08,0,0,3.582e-08
1692,317.8,4.6619999999999997e-08,0,0,4.6619999999999997e-08
1693,317.85,5.846e-08,0,0,5.846e-08
1694,317.9,7.088e-08,0,0,7.088e-08
1695,317.95,8.349e-08,0,0,8.349e-08
1696,318.0,9.596000000000001e-08,0,0,9.596000000000001e-08
1697,318.05,1.0810000000000001e-07,0,0,1.0810000000000001e-07
1698,318.1,1.196e-07,0,0,1.196e-07
1699,318.15,1.303e-07,0,0,1.303e-07
1700,318.2,1.395e-07,0,0,1.395e-07
1701,318.25,1.463e-07,0,0,1.463e-07
1702,318.3,1.499e-07,0,0,1.499e-07
1703,318.35,1.491e-07,0,0,1.491e-07
1704,318.4,1.435e-07,0,0,1.435e-07
1705,318.45,1.33e-07,0,0,1.33e-07
1706,318.5,1.184e-07,0,0,1.184e-07
1707,318.55,1.0099999999999999e-07,0,0,1.0099999999999999e-07
1708,318.6,8.244e-08,0,0,8.244e-08
1709,318.65,6.424e-08,0,0,6.424e-08
1710,318.7,4.776e-08,0,0,4.776e-08
1711,318.75,3.386e-08,0,0,3.386e-08
1712,318.8,2.287e-08,0,0,2.287e-08
1713,318.85,1.472e-08,0,0,1.472e-08
1714,318.9,9.02e-09,0,0,9.02e-09
1715,318.95,5.264e-09,0,0,5.264e-09
1716,319.0,2.9249999999999997e-09,0,0,2.9249999999999997e-09
1717,319.05,1.5470000000000001e-09,0,0,1.5470000000000001e-09
1718,319.1,7.793e-10,0,0,7.793e-10
1719,319.15,3.7360000000000003e-10,0,0,3.7360000000000003e-10
1720,319.2,1.7049999999999998e-10,0,0,1.7049999999999998e-10
1721,319.25,7.407999999999999e-11,0,0,7.407999999999999e-11
1722,319.3,3.064e-11,0,0,3.064e-11
1723,319.35,1.206e-11,0,0,1.206e-11
1724,319.4,4.5190000000000004e-12,0,0,4.5190000000000004e-12
1725,319.45,1.6119999999999998e-12,0,0,1.6119999999999998e-12
1726,319.5,5.472e-13,0,0,5.472e-13
1727,319.55,1.769e-13,0,0,1.769e-13
1728,319.6,5.4410000000000005e-14,0,0,5.4410000000000005e-14
1729,319.65,1.593e-14,0,0,1.593e-14
1730,319.7,4.4399999999999996e-15,0,0,4.4399999999999996e-15
1731,319.75,1.178e-15,0,0,1.178e-15
1732,319.8,2.975e-16,0,0,2.975e-16
1733,319.85,7.151999999999999e-17,0,0,7.151999999999999e-17
1734,319.9,1.636e-17,0,0,1.636e-17
1735,319.95,3.564e-18,0,0,3.564e-18
1736,320.0,7.390000000000001e-19,0,0,7.390000000000001e-19
1737,320.05,1.458e-19,0,0,1.458e-19
1738,320.1,2.739e-20,0,0,2.739e-20
1739,320.15,4.898e-21,0,0,4.898e-21
1740,320.2,8.337e-22,0,0,8.337e-22
1741,320.25,1.351e-22,0,0,1.351e-22
1742,320.3,2.0829999999999996e-23,0,0,2.0829999999999996e-23
1743,325.61,1.096e-15,0,1.096e-15,0
1744,325.66,6.717e-15,0,6.717e-15,0
1745,325.71,3.927e-14,0,3.927e-14,0
1746,325.76,2.192e-13,0,2.192e-13,0
1747,325.81,1.1679999999999999e-12,0,1.1679999999999999e-12,0
1748,325.86,5.937000000000001e-12,0,5.937000000000001e-12,0
1749,325.91,2.881e-11,0,2.881e-11,0
1750,325.96,1.334e-10,0,1.334e-10,0
1751,326.01,5.899999999999999e-10,0,5.899999999999999e-10,0
1752,326.06,2.49e-09,0,2.49e-09,0
1753,326.11,1.003e-08,0,1.003e-08,0
1754,326.16,3.855e-08,0,3.855e-08,0
1755,326.21,1.4150000000000002e-07,0,1.4150000000000002e-07,0
1756,326.26,4.954e-07,0,4.954e-07,0
1757,326.31,1.656e-06,0,1.656e-06,0
1758,326.36,5.284e-06,0,5.284e-06,6.297e-24
1759,326.41,1.609e-05,0,1.609e-05,3.826e-23
1760,326.46,4.678e-05,0,4.678e-05,2.219e-22
1761,326.51,0.0001298,0,0.0001298,1.229e-21
1762,326.56,0.0003437,0,0.0003437,6.496e-21
1763,326.61,0.0008686,0,0.0008686,3.278e-20
1764,326.66,0.002096,0,0.002096,1.579e-19
1765,326.71,0.004825,0,0.004825,7.265e-19
1766,326.76,0.01061,0,0.01061,3.1899999999999996e-18
1767,326.81,0.02225,0,0.02225,1.3370000000000002e-17
1768,326.86,0.044539999999999996,0,0.044539999999999996,5.352e-17
1769,326.91,0.08513,0,0.08513,2.045e-16
1770,326.96,0.1553,0,0.1553,7.459e-16
1771,327.01,0.2704,0,0.2704,2.5969999999999998e-15
1772,327.06,0.4493,0,0.4493,8.635e-15
1773,327.11,0.7126,0,0.7126,2.74e-14
1774,327.16,1.079,0,1.079,8.303e-14
