,Wavelength,Sum,Al I (4.9e-02),Al II (9.5e-01),Al III (7.0e-04)
4147,490.16,8.287e-07,0,0,8.287e-07
4148,490.21,9.091e-07,0,0,9.091e-07
4149,490.26,9.768000000000001e-07,0,0,9.768000000000001e-07
4150,490.31,1.028e-06,0,0,1.028e-06
4151,490.36,1.06e-06,0,0,1.06e-06
4152,490.41,1.07e-06,0,0,1.07e-06
4153,490.46,1.058e-06,0,0,1.058e-06
4154,490.51,1.025e-06,0,0,1.025e-06
4155,490.56,9.72e-07,0,0,9.72e-07
4156,490.61,9.03e-07,0,0,9.03e-07
4157,490.66,8.218000000000001e-07,0,0,8.218000000000001e-07
4158,490.71,7.324e-07,0,0,7.324e-07
4159,490.76,6.394e-07,0,0,6.394e-07
4160,490.81,5.467e-07,0,0,5.467e-07
4161,490.86,4.5780000000000004e-07,0,0,4.5780000000000004e-07
4162,490.91,3.755e-07,0,0,3.755e-07
4163,490.96,3.017e-07,0,0,3.017e-07
4164,491.01,2.374e-07,0,0,2.374e-07
4165,491.06,1.829e-07,0,0,1.829e-07
4166,491.11,1.381e-07,0,0,1.381e-07
4167,491.16,1.0210000000000001e-07,0,0,1.0210000000000001e-07
4168,491.21,7.392e-08,0,0,7.392e-08
4169,491.26,5.242000000000001e-08,0,0,5.242000000000001e-08
4170,491.31,3.642e-08,0,0,3.642e-08
4171,491.36,2.478e-08,0,0,2.478e-08
4172,491.41,1.651e-08,0,0,1.651e-08
4173,491.46,1.0780000000000001e-08,0,0,1.0780000000000001e-08
4174,491.51,6.887999999999999e-09,0,0,6.887999999999999e-09
4175,491.56,4.313e-09,0,0,4.313e-09
4176,491.61,2.6450000000000003e-09,0,0,2.6450000000000003e-09
4177,491.66,1.5890000000000002e-09,0,0,1.5890000000000002e-09
4178,491.71,9.345e-10,0,0,9.345e-10
4179,491.76,5.385000000000001e-10,0,0,5.385000000000001e-10
4180,491.81,3.0389999999999995e-10,0,0,3.0389999999999995e-10
4181,491.86,1.68e-10,0,0,1.68e-10
4182,491.91,9.093e-11,0,0,9.093e-11
4183,491.96,4.8219999999999996e-11,0,0,4.8219999999999996e-11
4184,492.01,2.5039999999999998e-11,0,0,2.5039999999999998e-11
4185,492.06,1.274e-11,0,0,1.274e-11
4186,492.11,6.346000000000001e-12,0,0,6.346000000000001e-12
4187,492.16,3.097e-12,0,0,3.097e-12
4188,492.21,1.48e-12,0,0,1.48e-12
4189,492.26,6.929e-13,0,0,6.929e-13
4190,492.31,3.177e-13,0,0,3.177e-13
4191,492.36,1.427e-13,0,0,1.427e-13
4192,492.41,6.273999999999999e-14,0,0,6.273999999999999e-14
4193,492.46,2.7030000000000003e-14,0,0,2.7030000000000003e-14
4194,492.51,1.14e-14,0,0,1.14e-14
4195,492.56,4.713e-15,0,0,4.713e-15
4196,492.61,1.908e-15,0,0,1.908e-15
4197,492.66,7.563e-16,0,0,7.563e-16
4198,492.71,2.9369999999999997e-16,0,0,2.9369999999999997e-16
4199,492.76,1.117e-16,0,0,1.117e-16
4200,492.81,4.16e-17,0,0,4.16e-17
4201,492.86,1.5179999999999998e-17,0,0,1.5179999999999998e-17
4202,492.91,5.424e-18,0,0,5.424e-18
4203,492.96,1.8980000000000002e-18,0,0,1.8980000000000002e-18
4204,493.01,6.506999999999999e-19,0,0,6.506999999999999e-19
4205,493.06,2.1850000000000003e-19,0,0,2.1850000000000003e-19
4206,493.11,7.184e-20,0,0,7.184e-20
4207,493.16,2.3140000000000002e-20,0,0,2.3140000000000002e-20
4208,493.21,7.3e-21,0,0,7.3e-21
4209,493.26,2.2549999999999998e-21,0,0,2.2549999999999998e-21
4210,493.31,6.825e-22,0,0,6.825e-22
4211,493.36,2.023e-22,0,0,2.023e-22
4212,511.37,5.45e-16,0,5.45e-16,0
4213,511.42,2.4879999999999998e-15,0,2.4879999999999998e-15,0
4214,511.47,8.255e-15,0,8.255e-15,0
4215,511.52,2.533e-14,0,2.533e-14,0
4216,511.57,7.63e-14,0,7.63e-14,0
4217,511.62,2.255e-13,0,2.255e-13,0
4218,511.67,6.543e-13,0,6.543e-13,0
4219,511.72,1.8630000000000004e-12,0,1.8630000000000004e-12,0
4220,511.77,5.207e-12,0,5.207e-12,0
4221,511.82,1.428e-11,0,1.428e-11,0
4222,511.87,3.845e-11,0,3.845e-11,0
4223,511.92,1.0159999999999999e-10,0,1.0159999999999999e-10,0
4224,511.97,2.6349999999999997e-10,0,2.6349999999999997e-10,0
4225,512.02,6.707000000000001e-10,0,6.707000000000001e-10,0
4226,512.07,1.676e-09,0,1.676e-09,0
4227,512.12,4.109e-09,0,4.109e-09,0
4228,512.17,9.89e-09,0,9.89e-09,0
4229,512.22,2.336e-08,0,2.336e-08,0
4230,512.27,5.417000000000001e-08,0,5.417000000000001e-08,0
4231,512.32,1.233e-07,0,1.233e-07,0
4232,512.37,2.754e-07,0,2.754e-07,0
4233,512.42,6.038e-07,0,6.038e-07,0
4234,512.47,1.3e-06,0,1.3e-06,0
4235,512.52,2.745e-06,0,2.745e-06,0
4236,512.57,5.692000000000001e-06,0,5.692000000000001e-06,0
4237,512.62,1.158e-05,0,1.158e-05,0
4238,512.67,2.314e-05,0,2.314e-05,0
4239,512.72,4.537e-05,0,4.537e-05,0
4240,512.77,8.733e-05,0,8.733e-05,0
4241,512.82,0.000165,0,0.000165,0
4242,512.87,0.000306,0,0.000306,0
4243,512.92,0.0005569,0,0.0005569,0
4244,512.97,0.0009951,0,0.0009951,0
4245,513.02,0.001745,0,0.001745,0
4246,513.07,0.003005,0,0.003005,0
4247,513.12,0.005078,0,0.005078,0
4248,513.17,0.008424,0,0.008424,0
4249,513.22,0.01372,0,0.01372,0
4250,513.27,0.02193,0,0.02193,0
4251,513.32,0.03441,0,0.03441,0
4252,513.37,0.053,0,0.053,0
4253,513.42,0.08012999999999999,0,0.08012999999999999,0
4254,513.47,0.1189,0,0.1189,0
4255,513.52,0.1733,0,0.1733,0
4256,513.57,0.2478,0,0.2478,0
4257,513.62,0.348,0,0.348,0
4258,513.67,0.4796,0,0.4796,0
4259,513.72,0.6488,0,0.6488,0
4260,513.77,0.8617,0,0.8617,0
4261,513.82,1.124,0,1.124,0
4262,513.87,1.4380000000000002,0,1.4380000000000002,0
4263,513.92,1.807,0,1.807,0
4264,513.97,2.228,0,2.228,0
4265,514.02,2.698,0,2.698,0
4266,514.07,3.207,0,3.207,0
4267,514.12,3.742,0,3.742,0
4268,514.17,4.287,0,4.287,0
4269,514.22,4.82,0,4.82,0
4270,514.27,5.321000000000001,0,5.321000000000001,0
4271,514.32,5.767,0,5.767,0
4272,514.37,6.135,0,6.135,0
4273,514.42,6.4079999999999995,0,6.4079999999999995,0
4274,514.47,6.57,0,6.57,0
4275,514.52,6.614,0,6.614,0
4276,514.57,6.537000000000001,0,6.537000000000001,0
4277,514.62,6.343999999999999,0,6.343999999999999,0
4278,514.67,6.046,0,6.046,0
4279,514.72,5.6610000000000005,0,5.6610000000000005,0
4280,514.77,5.207999999999999,0,5.207999999999999,0
4281,514.82,4.711,0,4.711,0
4282,514.87,4.194,0,4.194,0
4283,514.92,3.681,0,3.681,0
4284,514.97,3.194,0,3.194,0
4285,515.02,2.748,0,2.748,0
4286,515.07,2.36,0,2.36,0
4287,515.12,2.037,0,2.037,0
4288,515.17,1.786,0,1.786,0
4289,515.22,1.607,0,1.607,0
4290,515.27,1.4980000000000002,0,1.4980000000000002,0
4291,515.32,1.453,0,1.453,0
4292,515.37,1.464,0,1.464,0
4293,515.42,1.521,0,1.521,0
4294,515.47,1.6119999999999999,0,1.6119999999999999,0
4295,515.52,1.725,0,1.725,0
4296,515.57,1.847,0,1.847,0
4297,515.62,1.966,0,1.966,0
4298,515.67,2.07,0,2.07,0
4299,515.72,2.151,0,2.151,0
4300,515.77,2.201,0,2.201,0
4301,515.82,2.214,0,2.214,0
4302,515.87,2.189,0,2.189,0
4303,515.92,2.126,0,2.126,0
4304,515.97,2.0269999999999997,0,2.0269999999999997,0
4305,516.02,1.8969999999999998,0,1.8969999999999998,0
4306,516.07,1.742,0,1.742,0
4307,516.12,1.571,0,1.571,0
4308,516.17,1.39,0,1.39,0
4309,516.22,1.207,0,1.207,0
4310,516.27,1.0290000000000001,0,1.0290000000000001,0
4311,516.32,0.8608,0,0.8608,0
4312,516.37,0.7066,0,0.7066,0
4313,516.42,0.5693,0,0.5693,0
4314,516.47,0.4501,0,0.4501,0
4315,516.52,0.3492,0,0.3492,0
4316,516.57,0.2659,0,0.2659,0
4317,516.62,0.1987,0,0.1987,0
4318,516.67,0.1458,0,0.1458,0
4319,516.72,0.1049,0,0.1049,0
4320,516.77,0.0741,0,0.0741,0
4321,516.82,0.051370000000000006,0,0.051370000000000006,0
4322,516.87,0.03495,0,0.03495,0
4323,516.92,0.02333,0,0.02333,0
4324,516.97,0.01529,0,0.01529,0
4325,517.02,0.009829000000000001,0,0.009829000000000001,0
4326,517.07,0.006202,0,0.006202,0
4327,517.12,0.003841,0,0.003841,0
4328,517.17,0.002334,0,0.002334,0
4329,517.22,0.001392,0,0.001392,0
4330,517.27,0.0008150000000000001,0,0.0008150000000000001,0
4331,517.32,0.00046819999999999994,0,0.00046819999999999994,0
4332,517.37,0.00026389999999999996,0,0.00026389999999999996,0
4333,517.42,0.000146,0,0.000146,0
4334,517.47,7.928e-05,0,7.928e-05,0
4335,517.52,4.224e-05,0,4.224e-05,0
4336,517.57,2.209e-05,0,2.209e-05,0
4337,517.62,1.134e-05,0,1.134e-05,0
4338,517.67,5.71e-06,0,5.71e-06,0
4339,517.72,2.822e-06,0,2.822e-06,0
4340,517.77,1.3690000000000001e-06,0,1.3690000000000001e-06,0
4341,517.82,6.515999999999999e-07,0,6.515999999999999e-07,0
4342,517.87,3.044e-07,0,3.044e-07,0
4343,517.92,1.396e-07,0,1.396e-07,0
4344,517.97,6.279e-08,0,6.279e-08,0
4345,518.02,2.773e-08,0,2.773e-08,0
4346,518.07,1.202e-08,0,1.202e-08,0
4347,518.12,5.11e-09,0,5.11e-09,0
4348,518.17,2.133e-09,0,2.133e-09,0
4349,518.22,8.734999999999999e-10,0,8.734999999999999e-10,0
4350,518.27,3.511e-10,0,3.511e-10,0
4351,518.32,1.3849999999999999e-10,0,1.3849999999999999e-10,0
4352,518.37,5.362e-11,0,5.362e-11,0
4353,518.42,2.0370000000000003e-11,0,2.0370000000000003e-11,0
4354,518.47,7.594999999999999e-12,0,7.594999999999999e-12,0
4355,518.52,2.7789999999999998e-12,0,2.7789999999999998e-12,0
4356,518.57,9.98e-13,0,9.98e-13,0
4357,518.62,3.517e-13,0,3.517e-13,0
4358,518.67,1.216e-13,0,1.216e-13,0
4359,518.72,4.129e-14,0,4.129e-14,0
4360,518.77,1.375e-14,0,1.375e-14,0
4361,518.82,4.496e-15,0,4.496e-15,0
4362,518.87,1.442e-15,0,1.442e-15,0
4363,518.92,4.541e-16,0,4.541e-16,0
4364,522.87,1.746e-23,0,0,1.746e-23
4365,522.92,5.391e-23,0,0,5.391e-23
4366,522.97,1.635e-22,0,0,1.635e-22
4367,523.02,4.871000000000001e-22,0,0,4.871000000000001e-22
4368,523.07,1.4250000000000001e-21,0,0,1.4250000000000001e-21
4369,523.12,4.0939999999999996e-21,0,0,4.0939999999999996e-21
4370,523.17,1.155e-20,0,0,1.155e-20
4371,523.22,3.201e-20,0,0,3.201e-20
4372,523.27,8.712999999999998e-20,0,0,8.712999999999998e-20
4373,523.32,2.329e-19,0,0,2.329e-19
4374,523.37,6.113000000000001e-19,0,0,6.113000000000001e-19
4375,523.42,1.576e-18,0,0,1.576e-18
4376,523.47,3.9899999999999996e-18,0,0,3.9899999999999996e-18
4377,523.52,9.92e-18,0,0,9.92e-18
4378,523.57,2.422e-17,0,0,2.422e-17
4379,523.62,5.809e-17,0,0,5.809e-17
4380,523.67,1.368e-16,0,0,1.368e-16
4381,523.72,3.165e-16,0,0,3.165e-16
4382,523.77,7.19e-16,0,0,7.19e-16
4383,523.82,1.6039999999999998e-15,0,0,1.6039999999999998e-15
4384,523.87,3.514e-15,0,0,3.514e-15
4385,523.92,7.562000000000001e-15,0,0,7.562000000000001e-15
4386,523.97,1.5980000000000002e-14,0,0,1.5980000000000002e-14
4387,524.02,3.317e-14,0,0,3.317e-14
4388,524.07,6.761e-14,0,0,6.761e-14
4389,524.12,1.353e-13,0,0,1.353e-13
4390,524.17,2.661e-13,0,0,2.661e-13
4391,524.22,5.137e-13,0,0,5.137e-13
4392,524.27,9.741e-13,0,0,9.741e-13
4393,524.32,1.8140000000000001e-12,0,0,1.8140000000000001e-12
4394,524.37,3.3179999999999998e-12,0,0,3.3179999999999998e-12
4395,524.42,5.959e-12,0,0,5.959e-12
4396,524.47,1.0510000000000001e-11,0,0,1.0510000000000001e-11
4397,524.52,1.821e-11,0,0,1.821e-11
4398,524.57,3.098e-11,0,0,3.098e-11
4399,524.62,5.177e-11,0,0,5.177e-11
4400,524.67,8.495000000000001e-11,0,0,8.495000000000001e-11
4401,524.72,1.3690000000000001e-10,0,1.734e-17,1.3690000000000001e-10
4402,524.77,2.1669999999999999e-10,0,5.324e-17,2.1669999999999999e-10
4403,524.82,3.368e-10,0,1.605e-16,3.368e-10
4404,524.87,5.142e-10,0,5.255e-16,5.142e-10
4405,524.92,7.708999999999999e-10,0,1.537e-15,7.708999999999999e-10
4406,524.97,1.1350000000000001e-09,0,4.414e-15,1.1350000000000001e-09
4407,525.02,1.641e-09,0,1.246e-14,1.641e-09
4408,525.07,2.331e-09,0,3.455e-14,2.331e-09
4409,525.12,3.251e-09,0,9.412000000000001e-14,3.251e-09
4410,525.17,4.4540000000000005e-09,0,2.52e-13,4.452999999999999e-09
4411,525.22,5.991999999999999e-09,0,6.628e-13,5.991e-09
4412,525.27,7.916999999999999e-09,0,1.713e-12,7.915e-09
4413,525.32,1.0270000000000002e-08,0,4.35e-12,1.0270000000000002e-08
4414,525.37,1.31e-08,0,1.085e-11,1.3090000000000002e-08
4415,525.42,1.6399999999999998e-08,0,2.6609999999999996e-11,1.6380000000000002e-08
4416,525.47,2.019e-08,0,6.409000000000001e-11,2.013e-08
4417,525.52,2.4449999999999997e-08,0,1.517e-10,2.429e-08
4418,525.57,2.915e-08,0,3.5289999999999994e-10,2.88e-08
4419,525.62,3.4330000000000004e-08,0,8.067e-10,3.353e-08
4420,525.67,4.0139999999999994e-08,0,1.812e-09,3.833e-08
4421,525.72,4.7039999999999996e-08,0,3.999e-09,4.3039999999999994e-08
4422,525.77,5.614e-08,0,8.675e-09,4.746e-08
4423,525.82,6.99e-08,0,1.849e-08,5.141e-08
4424,525.87,9.342e-08,0,3.8739999999999995e-08,5.468e-08
4425,525.92,1.369e-07,0,7.976e-08,5.711e-08
4426,525.97,2.2e-07,0,1.614e-07,5.859e-08
4427,526.02,3.8e-07,0,3.2100000000000003e-07,5.902999999999999e-08
4428,526.07,6.857e-07,0,6.273e-07,5.8410000000000005e-08
4429,526.12,1.262e-06,0,1.205e-06,5.676e-08
4430,526.17,2.33e-06,0,2.275e-06,5.417000000000001e-08
4431,526.22,4.274e-06,0,4.223e-06,5.077e-08
4432,526.27,7.75e-06,0,7.704e-06,4.6739999999999994e-08
4433,526.32,1.386e-05,0,1.381e-05,4.225e-08
4434,526.37,2.439e-05,0,2.435e-05,3.751e-08
4435,526.42,4.223e-05,0,4.219e-05,3.2710000000000006e-08
4436,526.47,7.19e-05,0,7.188e-05,2.801e-08
4437,526.52,0.0001204,0,0.0001204,2.355e-08
4438,526.57,0.0001982,0,0.0001982,1.9450000000000002e-08
4439,526.62,0.00032089999999999994,0,0.00032089999999999994,1.578e-08
4440,526.67,0.0005108000000000001,0,0.0005108000000000001,1.2570000000000001e-08
4441,526.72,0.0007995,0,0.0007995,9.834e-09
4442,526.77,0.001231,0,0.001231,7.556e-09
4443,526.82,0.0018629999999999999,0,0.0018629999999999999,5.701000000000001e-09
4444,526.87,0.002774,0,0.002774,4.225e-09
4445,526.92,0.004064,0,0.004064,3.075e-09
4446,526.97,0.005856,0,0.005856,2.198e-09
4447,527.02,0.008303,0,0.008303,1.543e-09
4448,527.07,0.011590000000000001,0,0.011590000000000001,1.064e-09
4449,527.12,0.01591,0,0.01591,7.202000000000001e-10
4450,527.17,0.021509999999999998,0,0.021509999999999998,4.789e-10
4451,527.22,0.028630000000000003,0,0.028630000000000003,3.127e-10
4452,527.27,0.03754,0,0.03754,2.0059999999999998e-10
4453,527.32,0.04849,0,0.04849,1.263e-10
4454,527.37,0.061720000000000004,0,0.061720000000000004,7.814e-11
4455,527.42,0.07744,0,0.07744,4.746999999999999e-11
4456,527.47,0.09581,0,0.09581,2.832e-11
4457,527.52,0.1169,0,0.1169,1.6589999999999998e-11
4458,527.57,0.1408,0,0.1408,9.549e-12
4459,527.62,0.1675,0,0.1675,5.3970000000000005e-12
4460,527.67,0.1966,0,0.1966,2.995e-12
4461,527.72,0.2282,0,0.2282,1.6330000000000002e-12
4462,527.77,0.2616,0,0.2616,8.741e-13
4463,527.82,0.2966,0,0.2966,4.595e-13
4464,527.87,0.3326,0,0.3326,2.373e-13
4465,527.92,0.369,0,0.369,1.203e-13
4466,527.97,0.405,0,0.405,5.992e-14
4467,528.02,0.4399,0,0.4399,2.9310000000000003e-14
4468,528.07,0.4728,0,0.4728,1.4080000000000002e-14
4469,528.12,0.5029,0,0.5029,6.640000000000001e-15
4470,528.17,0.5292,0,0.5292,3.0760000000000003e-15
4471,528.22,0.5509,0,0.5509,1.4e-15
4472,528.27,0.5671,0,0.5671,6.255e-16
4473,528.32,0.5772,0,0.5772,2.745e-16
4474,528.37,0.5806,0,0.5806,1.183e-16
4475,528.42,0.577,0,0.577,5.0070000000000006e-17
4476,528.47,0.5663,0,0.5663,2.081e-17
4477,528.52,0.5487,0,0.5487,8.497e-18
4478,528.57,0.5247,0,0.5247,3.4069999999999997e-18
4479,528.62,0.4949,0,0.4949,1.341e-18
4480,528.67,0.4603,0,0.4603,5.188e-19
4481,528.72,0.4221,0,0.4221,1.97e-19
4482,528.77,0.3815,0,0.3815,7.348e-20
4483,528.82,0.3397,0,0.3397,2.6919999999999998e-20
4484,528.87,0.2979,0,0.2979,9.683000000000001e-21
4485,528.92,0.2573,0,0.2573,3.421e-21
4486,528.97,0.2189,0,0.2189,1.1869999999999999e-21
4487,529.02,0.1832,0,0.1832,4.045e-22
4488,529.07,0.151,0,0.151,1.3540000000000001e-22
4489,529.12,0.1224,0,0.1224,4.4499999999999995e-23
4490,529.17,0.09767,0,0.09767,1.436e-23
4491,529.22,0.07666,0,0.07666,0
4492,529.27,0.05919,0,0.05919,0
4493,529.32,0.04496,0,0.04496,0
4494,529.37,0.03358,0,0.03358,0
4495,529.42,0.024669999999999997,0,0.024669999999999997,0
4496,529.47,0.01782,0,0.01782,0
4497,529.52,0.01266,0,0.01266,0
4498,529.57,0.008838,0,0.008838,0
4499,529.62,0.006068,0,0.006068,0
4500,529.67,0.004096,0,0.004096,0
4501,529.72,0.002718,0,0.002718,0
4502,529.77,0.001773,0,0.001773,0
4503,529.82,0.0011359999999999999,0,0.0011359999999999999,0
4504,529.87,0.0007161,0,0.0007161,0
4505,529.92,0.00044349999999999994,0,0.00044349999999999994,0
4506,529.97,0.00027,0,0.00027,0
4507,530.02,0.0001615,0,0.0001615,0
4508,530.07,9.494e-05,0,9.494e-05,0
4509,530.12,5.485e-05,0,5.485e-05,0
4510,530.17,3.114e-05,0,3.114e-05,0
4511,530.22,1.737e-05,0,1.737e-05,0
4512,530.27,9.525e-06,0,9.525e-06,0
4513,530.32,5.1310000000000005e-06,0,5.1310000000000005e-06,0
4514,530.37,2.7160000000000003e-06,0,2.7160000000000003e-06,0
4515,530.42,1.412e-06,0,1.412e-06,0
4516,530.47,7.217e-07,0,7.217e-07,0
4517,530.52,3.624e-07,0,3.624e-07,0
4518,530.57,1.7879999999999999e-07,0,1.7879999999999999e-07,0
4519,530.62,8.663e-08,0,8.663e-08,0
4520,530.67,4.125e-08,0,4.125e-08,0
4521,530.72,1.93e-08,0,1.93e-08,0
4522,530.77,8.869e-09,0,8.869e-09,0
4523,530.82,4.005e-09,0,4.005e-09,0
4524,530.87,1.777e-09,0,1.777e-09,0
4525,530.92,7.742000000000001e-10,0,7.742000000000001e-10,0
4526,530.97,3.315e-10,0,3.315e-10,0
4527,531.02,1.394e-10,0,1.394e-10,0
4528,531.07,5.7600000000000007e-11,0,5.7600000000000007e-11,0
4529,531.12,2.3379999999999998e-11,0,2.3379999999999998e-11,0
4530,531.17,9.323e-12,0,9.323e-12,0
4531,531.22,3.652e-12,0,3.652e-12,0
4532,531.27,1.405e-12,0,1.405e-12,0
4533,531.32,5.312e-13,0,5.312e-13,0
4534,531.37,1.972e-13,0,1.972e-13,0
4535,531.42,7.195e-14,0,7.195e-14,0
4536,531.47,2.5780000000000002e-14,0,2.5780000000000002e-14,0
4537,531.52,9.075e-15,0,9.075e-15,0
4538,531.57,3.1379999999999997e-15,0,3.1379999999999997e-15,0
4539,531.62,1.056e-15,0,1.056e-15,0
4540,531.67,3.526e-16,0,3.526e-16,0
4541,531.72,1.156e-16,0,1.156e-16,0
4542,531.77,3.725e-17,0,3.725e-17,0
4543,535.62,1.829e-17,0,1.829e-17,0
4544,535.67,5.554e-17,0,5.554e-17,0
4545,535.72,1.658e-16,0,1.658e-16,0
4546,535.77,4.862e-16,0,4.862e-16,0
4547,535.82,1.402e-15,0,1.402e-15,0
4548,535.87,3.974e-15,0,3.974e-15,0
4549,535.92,1.107e-14,0,1.107e-14,0
4550,535.97,3.0310000000000005e-14,0,3.0310000000000005e-14,0
4551,536.02,8.157999999999999e-14,0,8.157999999999999e-14,0
4552,536.07,2.158e-13,0,2.158e-13,0
4553,536.12,5.612e-13,0,5.612e-13,0
4554,536.17,1.4340000000000002e-12,0,1.4340000000000002e-12,0
4555,536.22,3.6039999999999996e-12,0,3.6039999999999996e-12,0
4556,536.27,8.898999999999999e-12,0,8.898999999999999e-12,0
4557,536.32,2.1600000000000002e-11,0,2.1600000000000002e-11,0
4558,536.37,5.154e-11,0,5.154e-11,0
4559,536.42,1.209e-10,0,1.209e-10,0
4560,536.47,2.7860000000000005e-10,0,2.7860000000000005e-10,0
4561,536.52,6.312000000000001e-10,0,6.312000000000001e-10,0
4562,536.57,1.4060000000000001e-09,0,1.4060000000000001e-09,0
4563,536.62,3.0769999999999996e-09,0,3.0769999999999996e-09,0
4564,536.67,6.621e-09,0,6.621e-09,0
4565,536.72,1.4e-08,0,1.4e-08,0
4566,536.77,2.911e-08,0,2.911e-08,0
4567,536.82,5.9479999999999994e-08,0,5.9479999999999994e-08,0
4568,536.87,1.195e-07,0,1.195e-07,0
4569,536.92,2.3579999999999998e-07,0,2.3579999999999998e-07,0
4570,536.97,4.5770000000000003e-07,0,4.5770000000000003e-07,0
4571,537.02,8.729e-07,0,8.729e-07,0
4572,537.07,1.6359999999999999e-06,0,1.6359999999999999e-06,0
4573,537.12,3.0160000000000004e-06,0,3.0160000000000004e-06,0
4574,537.17,5.462e-06,0,5.462e-06,0
4575,537.22,9.725e-06,0,9.725e-06,0
4576,537.27,1.702e-05,0,1.702e-05,0
4577,537.32,2.927e-05,0,2.927e-05,0
4578,537.37,4.95e-05,0,4.95e-05,0
4579,537.42,8.226e-05,0,8.226e-05,0
4580,537.47,0.00013440000000000001,0,0.00013440000000000001,0
4581,537.52,0.0002157,0,0.0002157,0
4582,537.57,0.0003405,0,0.0003405,0
4583,537.62,0.0005282,0,0.0005282,0
4584,537.67,0.0008054000000000001,0,0.0008054000000000001,0
4585,537.72,0.001207,0,0.001207,0
4586,537.77,0.001778,0,0.001778,0
4587,537.82,0.002575,0,0.002575,0
4588,537.87,0.003665,0,0.003665,0
4589,537.92,0.005128,0,0.005128,0
4590,537.97,0.007051000000000001,0,0.007051000000000001,0
4591,538.02,0.009531,0,0.009531,0
4592,538.07,0.01266,0,0.01266,0
4593,538.12,0.01654,0,0.01654,0
4594,538.17,0.021230000000000002,0,0.021230000000000002,0
4595,538.22,0.02678,0,0.02678,0
4596,538.27,0.03321,0,0.03321,0
4597,538.32,0.04048,0,0.04048,0
4598,538.37,0.048510000000000005,0,0.048510000000000005,0
4599,538.42,0.05712999999999999,0,0.05712999999999999,0
4600,538.47,0.06613,0,0.06613,0
4601,538.52,0.07525,0,0.07525,0
4602,538.57,0.08416,0,0.08416,0
4603,538.62,0.09252,0,0.09252,0
4604,538.67,0.09997,0,0.09997,0
4605,538.72,0.1062,0,0.1062,0
4606,538.77,0.1109,0,0.1109,0
4607,538.82,0.1138,0,0.1138,0
4608,538.87,0.1147,0,0.1147,0
4609,538.92,0.1138,0,0.1138,0
4610,538.97,0.1109,0,0.1109,0
4611,539.02,0.1062,0,0.1062,0
4612,539.07,0.09997,0,0.09997,0
4613,539.12,0.09252,0,0.09252,0
4614,539.17,0.08416,0,0.08416,0
4615,539.22,0.07525,0,0.07525,0
4616,539.27,0.06613,0,0.06613,0
4617,539.32,0.05712999999999999,0,0.05712999999999999,0
4618,539.37,0.048510000000000005,0,0.048510000000000005,0
4619,539.42,0.04048,0,0.04048,0
4620,539.47,0.03321,0,0.03321,0
4621,539.52,0.02678,0,0.02678,0
4622,539.57,0.021230000000000002,0,0.021230000000000002,0
4623,539.62,0.01654,0,0.01654,0
4624,539.67,0.01266,0,0.01266,0
4625,539.72,0.009531,0,0.009531,0
4626,539.77,0.007051000000000001,0,0.007051000000000001,0
4627,539.82,0.005128,0,0.005128,0
4628,539.87,0.003665,0,0.003665,0
4629,539.92,0.002575,0,0.002575,0
4630,539.97,0.001778,0,0.001778,0
4631,540.02,0.001207,0,0.001207,0
4632,540.07,0.0008054000000000001,0,0.0008054000000000001,0
4633,540.12,0.0005282,0,0.0005282,0
4634,540.17,0.0003405,0,0.0003405,0
4635,540.22,0.0002157,0,0.0002157,0
4636,540.27,0.00013440000000000001,0,0.00013440000000000001,0
4637,540.33,7.441e-05,0,7.441e-05,0
4638,540.38,4.462e-05,0,4.462e-05,0
4639,540.43,2.63e-05,0,2.63e-05,0
4640,540.48,1.524e-05,0,1.524e-05,0
4641,540.53,8.677e-06,0,8.677e-06,0
4642,540.58,4.857e-06,0,4.857e-06,0
4643,540.63,2.672e-06,0,2.672e-06,0
4644,540.68,1.445e-06,0,1.445e-06,0
4645,540.73,7.681999999999999e-07,0,7.681999999999999e-07,0
4646,540.78,4.014e-07,0,4.014e-07,0
4647,540.83,2.061e-07,0,2.061e-07,0
4648,540.88,1.041e-07,0,1.041e-07,0
4649,540.93,5.162999999999999e-08,0,5.162999999999999e-08,0
4650,540.98,2.518e-08,0,2.518e-08,0
4651,541.03,1.2070000000000002e-08,0,1.2070000000000002e-08,0
4652,541.08,5.687999999999999e-09,0,5.687999999999999e-09,0
4653,541.13,2.635e-09,0,2.635e-09,0
4654,541.18,1.199e-09,0,1.199e-09,0
4655,541.23,5.367e-10,0,5.367e-10,0
4656,541.28,2.361e-10,0,2.361e-10,0
4657,541.33,1.0209999999999999e-10,0,1.0209999999999999e-10,0
4658,541.38,4.3369999999999995e-11,0,4.3369999999999995e-11,0
4659,541.43,1.812e-11,0,1.812e-11,0
4660,541.48,7.438e-12,0,7.438e-12,0
4661,541.53,3.002e-12,0,3.002e-12,0
4662,541.58,1.1909999999999999e-12,0,1.1909999999999999e-12,0
4663,541.63,4.642e-13,0,4.642e-13,0
4664,541.68,1.779e-13,0,1.779e-13,0
4665,541.73,6.702e-14,0,6.702e-14,0
4666,541.78,2.481e-14,0,2.481e-14,0
4667,541.83,9.031e-15,0,9.031e-15,0
4668,541.88,3.2310000000000002e-15,0,3.2310000000000002e-15,0
4669,541.93,1.136e-15,0,1.136e-15,0
4670,541.98,3.926e-16,0,3.926e-16,0
