,Wavelength,Sum,Cu I (8.6e-02),Cu II (9.1e-01)
0,200.11,7.905e-13,0,7.905e-13
1,200.16,1.4009999999999999e-11,0,1.4009999999999999e-11
2,200.21,2.196e-10,0,2.196e-10
3,200.26,3.0409999999999997e-09,0,3.0409999999999997e-09
4,200.31,3.723e-08,0,3.723e-08
5,200.36,4.0280000000000003e-07,0,4.0280000000000003e-07
6,200.41,3.853e-06,0,3.853e-06
7,200.46,3.258e-05,0,3.258e-05
8,200.51,0.0002434,0,0.0002434
9,200.56,0.0016079999999999998,0,0.0016079999999999998
10,200.61,0.009391,0,0.009391
11,200.66,0.04847,0,0.04847
12,200.72,0.2953,0,0.2953
13,200.77,1.162,0,1.162
14,200.82,4.048,0,4.048
15,200.87,12.47,0,12.47
16,200.92,34.06,0,34.06
17,200.97,82.54,0,82.54
18,201.02,178.3,0,178.3
19,201.07,345.4,0,345.4
20,201.12,607.7,0,607.7
21,201.17,989.0,0,989.0
22,201.22,1528.0,1.7719999999999997e-12,1528.0
23,201.27,2300.0,3.194e-11,2300.0
24,201.32,3425.0,5.096000000000001e-10,3425.0
25,201.37,5022.0,7.195e-09,5022.0
26,201.42,7104.0,8.994e-08,7104.0
27,201.47,9480.0,9.95e-07,9480.0
28,201.52,11730.0,9.744e-06,11730.0
29,201.57,13320.0,8.446e-05,13320.0
30,201.62,13810.0,0.000648,13810.0
31,201.67,13040.0,0.0044009999999999995,13040.0
32,201.72,11190.0,0.02645,11190.0
33,201.77,8713.0,0.1407,8713.0
34,201.82,6137.0,0.6628,6136.0
35,201.87,3903.0,2.763,3900.0
36,201.92,2244.0,10.19,2234.0
37,201.97,1196.0,33.29,1163.0
38,202.02,686.7,96.24,590.4
39,202.07,657.7,246.3,411.4
40,202.12,1185.0,557.7,626.9
41,202.17,2554.0,1118.0,1436.0
42,202.22,5275.0,1984.0,3291.0
43,202.27,9961.0,3116.0,6845.0
44,202.32,17020.0,4331.0,12690.0
45,202.37,26210.0,5330.0,20880.0
46,202.42,36250.0,5805.0,30450.0
47,202.47,44930.0,5596.0,39330.0
48,202.52,49780.0,4776.0,45000.0
49,202.57,49200.0,3607.0,45600.0
50,202.62,43340.0,2411.0,40930.0
51,202.67,33990.0,1427.0,32560.0
52,202.72,23740.0,747.4,22990.0
53,202.77,14830.0,346.5,14480.0
54,202.82,8399.0,142.2,8257.0
55,202.87,4521.0,51.65,4470.0
56,202.92,2610.0,16.61,2594.0
57,202.97,1919.0,4.726,1914.0
58,203.02,1835.0,1.1909999999999998,1834.0
59,203.07,2023.0,0.2654,2023.0
60,203.12,2507.0,0.052379999999999996,2507.0
61,203.17,3836.0,0.009151000000000001,3836.0
62,203.22,7326.0,0.001415,7326.0
63,203.27,15290.0,0.0001936,15290.0
64,203.32,30950.0,2.346e-05,30950.0
65,203.37,57600.0,2.515e-06,57600.0
66,203.42,96920.0,2.387e-07,96920.0
67,203.47,146900.0,2.0049999999999998e-08,146900.0
68,203.52,200800.0,1.4910000000000001e-09,200800.0
69,203.57,247700.0,9.814e-11,247700.0
70,203.62,276300.0,5.717000000000001e-12,276300.0
71,203.67,278900.0,2.948e-13,278900.0
72,203.72,254800.0,0,254800.0
73,203.77,210600.0,0,210600.0
74,203.82,157200.0,0,157200.0
75,203.87,106000.0,0,106000.0
76,203.92,65080.0,0,65080.0
77,203.97,37940.0,0,37940.0
78,204.02,25020.0,0,25020.0
79,204.07,25510.0,0,25510.0
80,204.12,38820.0,0,38820.0
81,204.17,64150.0,0,64150.0
82,204.22,98670.0,0,98670.0
83,204.27,136000.0,0,136000.0
84,204.32,166600.0,0,166600.0
85,204.37,181100.0,0,181100.0
86,204.42,174700.0,0,174700.0
87,204.47,149600.0,0,149600.0
88,204.52,113600.0,0,113600.0
89,204.57,76560.0,0,76560.0
90,204.62,45820.0,0,45820.0
91,204.67,24370.0,0,24370.0
92,204.72,11560.0,0,11560.0
93,204.77,4923.0,0,4923.0
94,204.82,1918.0,0,1918.0
95,204.87,718.5,0,718.5
96,204.92,312.9,0,312.9
97,204.97,289.1,0,289.1
98,205.02,649.7,0,649.7
99,205.07,1787.0,0,1787.0
100,205.12,4606.0,0,4606.0
101,205.17,10630.0,0,10630.0
102,205.22,21850.0,0,21850.0
103,205.27,39890.0,0,39890.0
104,205.32,64730.0,0,64730.0
105,205.37,93320.0,0,93320.0
106,205.42,119500.0,0,119500.0
107,205.47,136000.0,0,136000.0
108,205.52,137600.0,0,137600.0
109,205.57,123600.0,0,123600.0
110,205.62,98620.0,0,98620.0
111,205.67,69930.0,0,69930.0
112,205.72,44050.0,0,44050.0
113,205.77,24650.0,0,24650.0
114,205.82,12260.0,0,12260.0
115,205.87,5434.0,0,5434.0
116,205.92,2172.0,0,2172.0
117,205.97,838.0,0,838.0
118,206.02,403.2,0,403.2
119,206.07,338.4,0,338.4
120,206.12,403.1,0,403.1
121,206.17,489.5,0,489.5
122,206.22,545.1,0,545.1
123,206.27,548.1,0,548.1
124,206.32,503.3,0,503.3
125,206.37,435.5,0,435.5
126,206.42,376.1,0,376.1
127,206.47,345.8,0,345.8
128,206.52,345.9,0,345.9
129,206.57,360.1,0,360.1
130,206.62,365.7,0,365.7
131,206.67,347.5,0,347.5
132,206.72,304.6,0,304.6
133,206.77,248.9,0,248.9
134,206.82,196.2,0,196.2
135,206.87,156.9,0,156.9
136,206.92,132.3,0,132.3
137,206.97,116.5,0,116.5
138,207.02,102.3,0,102.3
139,207.07,85.04,0,85.04
140,207.12,64.91,0,64.91
141,207.17,44.73,0,44.73
142,207.22,27.66,0,27.66
143,207.27,15.54,0,15.54
144,207.32,8.82,0,8.82
145,207.37,7.894,0,7.894
146,207.42,15.22,0,15.22
147,207.47,37.78,0,37.78
148,207.52,89.16,0,89.16
149,207.57,189.2,0,189.2
150,207.62,358.1,0,358.1
151,207.67,604.3,0,604.3
152,207.72,909.5,0,909.5
153,207.77,1222.0,0,1222.0
154,207.82,1467.0,0,1467.0
155,207.87,1582.0,0,1582.0
156,207.92,1544.0,0,1544.0
157,207.97,1395.0,0,1395.0
158,208.02,1219.0,0,1219.0
159,208.07,1114.0,0,1114.0
160,208.12,1150.0,0,1150.0
161,208.17,1352.0,0,1352.0
162,208.22,1716.0,0,1716.0
163,208.27,2221.0,0,2221.0
164,208.32,2845.0,0,2845.0
165,208.37,3551.0,0,3551.0
166,208.42,4258.0,0,4258.0
167,208.47,4847.0,0,4847.0
168,208.52,5199.0,0,5199.0
169,208.57,5261.0,0,5261.0
170,208.62,5072.0,0,5072.0
171,208.67,4729.0,0,4729.0
172,208.72,4314.0,0,4314.0
173,208.77,3849.0,0,3849.0
174,208.82,3313.0,0,3313.0
175,208.87,2694.0,0,2694.0
176,208.92,2032.0,0,2032.0
177,208.97,1406.0,0,1406.0
178,209.02,897.3,0,897.3
179,209.07,550.4,0,550.4
180,209.12,366.9,0,366.9
181,209.17,315.7,0,315.7
182,209.22,350.8,0,350.8
183,209.27,424.0,0,424.0
184,209.32,493.7,0,493.7
185,209.37,532.5,0,532.5
186,209.42,534.3,0,534.3
187,209.47,517.0,0,517.0
188,209.52,517.3,0,517.3
189,209.57,577.3,0,577.3
190,209.62,726.3,0,726.3
191,209.67,962.4,0,962.4
192,209.72,1243.0,0,1243.0
193,209.77,1491.0,0,1491.0
194,209.82,1628.0,0,1628.0
195,209.87,1607.0,0,1607.0
196,209.92,1453.0,0,1453.0
197,209.97,1278.0,0,1278.0
198,210.02,1304.0,0,1304.0
199,210.07,1902.0,0,1902.0
200,210.12,3651.0,0,3651.0
201,210.17,7333.0,0,7333.0
202,210.22,13750.0,0,13750.0
203,210.27,23300.0,0,23300.0
204,210.32,35340.0,0,35340.0
205,210.37,47930.0,0,47930.0
206,210.42,58060.0,0,58060.0
207,210.47,62840.0,0,62840.0
208,210.52,60750.0,0,60750.0
209,210.57,52470.0,0,52470.0
210,210.62,40520.0,0,40520.0
211,210.67,28070.0,0,28070.0
212,210.72,17770.0,0,17770.0
213,210.77,11170.0,0,11170.0
214,210.82,9029.0,0,9029.0
215,210.87,11980.0,0,11980.0
216,210.92,20930.0,0,20930.0
217,210.97,36720.0,0,36720.0
218,211.02,59040.0,0,59040.0
219,211.07,85310.0,0,85310.0
220,211.12,110300.0,0,110300.0
221,211.17,127600.0,0,127600.0
222,211.22,131900.0,0,131900.0
223,211.27,121900.0,0,121900.0
224,211.32,100800.0,0,100800.0
225,211.37,74650.0,0,74650.0
226,211.42,49660.0,0,49660.0
227,211.47,29990.0,0,29990.0
228,211.52,16970.0,0,16970.0
229,211.57,9737.0,0,9737.0
230,211.62,6452.0,0,6452.0
231,211.67,5289.0,0,5289.0
232,211.72,4936.0,0,4936.0
233,211.77,4733.0,0,4733.0
234,211.82,4657.0,0,4657.0
235,211.87,5289.0,0,5289.0
236,211.92,7810.0,0,7810.0
237,211.97,13950.0,0,13950.0
238,212.02,25680.0,0,25680.0
239,212.07,44460.0,0,44460.0
240,212.12,70090.0,0,70090.0
241,212.17,99860.0,0,99860.0
242,212.22,128800.0,0,128800.0
243,212.27,151800.0,0,151800.0
244,212.32,165600.0,0,165600.0
245,212.37,171200.0,0,171200.0
246,212.42,172100.0,0,172100.0
247,212.47,171900.0,0,171900.0
248,212.52,170800.0,0,170800.0
249,212.57,166100.0,0,166100.0
250,212.62,154000.0,0,154000.0
251,212.67,132800.0,0,132800.0
252,212.72,104900.0,0,104900.0
253,212.77,75100.0,0,75100.0
254,212.82,48500.0,0,48500.0
255,212.87,28210.0,0,28210.0
256,212.92,14850.0,0,14850.0
257,212.97,7273.0,0,7273.0
258,213.02,3862.0,0,3862.0
259,213.07,3671.0,0,3671.0
260,213.12,7320.0,0,7320.0
261,213.17,17920.0,0,17920.0
262,213.22,41970.0,0,41970.0
263,213.27,89620.0,0,89620.0
264,213.32,172700.0,0,172700.0
265,213.37,299600.0,0,299600.0
266,213.42,466900.0,0,466900.0
267,213.47,653200.0,0,653200.0
268,213.52,820100.0,0,820100.0
269,213.57,923400.0,0,923400.0
270,213.62,932400.0,0,932400.0
271,213.67,844100.0,0,844100.0
272,213.72,685000.0,0,685000.0
273,213.77,498300.0,0,498300.0
274,213.82,324900.0,0,324900.0
275,213.87,189900.0,0,189900.0
276,213.92,99440.0,0,99440.0
277,213.97,46680.0,0,46680.0
278,214.02,19640.0,0,19640.0
279,214.07,7407.0,0,7407.0
280,214.12,2510.0,0,2510.0
281,214.17,776.5,0,776.5
282,214.22,248.9,0,248.9
283,214.27,147.3,0,147.3
284,214.32,233.3,0,233.3
285,214.37,528.5,0,528.5
286,214.42,1272.0,0,1272.0
287,214.47,3021.0,0,3021.0
288,214.52,6810.0,0,6810.0
289,214.57,14200.0,0,14200.0
290,214.62,27010.0,0,27010.0
291,214.67,46470.0,0,46470.0
292,214.72,72070.0,0,72070.0
293,214.77,100500.0,0,100500.0
294,214.82,126000.0,0,126000.0
295,214.87,141900.0,0,141900.0
296,214.92,143500.0,0,143500.0
297,214.97,130300.0,0,130300.0
298,215.02,106300.0,0,106300.0
299,215.07,78050.0,0,78050.0
300,215.12,51630.0,0,51630.0
301,215.17,30880.0,0,30880.0
302,215.22,16790.0,1.159e-11,16790.0
303,215.27,8382.0,1.7230000000000002e-10,8382.0
304,215.32,3897.0,2.301e-09,3897.0
305,215.37,1720.0,2.762e-08,1720.0
306,215.42,735.6,2.98e-07,735.6
307,215.47,308.9,2.89e-06,308.9
308,215.52,127.5,2.519e-05,127.5
309,215.57,51.89,0.0001974,51.89
310,215.62,23.28,0.00139,23.27
311,215.67,18.7,0.008798,18.69
312,215.72,32.75,0.05006,32.7
313,215.77,70.57,0.256,70.32
314,215.82,144.1,1.177,142.9
315,215.87,267.7,4.861000000000001,262.8
316,215.92,452.7,18.05,434.6
317,215.97,706.1,60.25,645.8
318,216.02,1043.0,180.8,862.2
319,216.07,1522.0,487.4,1034.0
320,216.12,2296.0,1181.0,1115.0
321,216.17,3653.0,2574.0,1080.0
322,216.22,5979.0,5040.0,939.3
323,216.27,9604.0,8870.0,734.3
324,216.32,14550.0,14030.0,515.8
325,216.37,20280.0,19950.0,325.5
326,216.42,25680.0,25500.0,184.6
327,216.47,29390.0,29290.0,94.05
328,216.52,30290.0,30240.0,43.06
329,216.57,28090.0,28070.0,17.71
330,216.62,23420.0,23410.0,6.545
331,216.67,17560.0,17550.0,2.174
332,216.72,11830.0,11830.0,0.6541
333,216.77,7166.0,7166.0,0.2022
334,216.82,3902.0,3902.0,0.168
335,216.87,1910.0,1909.0,0.5129
336,216.92,841.6,839.8,1.8119999999999998
337,216.97,337.9,332.0,5.852
338,217.02,135.0,118.0,17.02
339,217.07,82.27,37.72,44.54
340,217.12,116.0,11.01,104.9
341,217.17,226.5,3.728,222.8
342,217.22,431.4,4.694,426.7
343,217.27,757.3,15.88,741.4
344,217.32,1237.0,55.16,1182.0
345,217.37,1948.0,173.8,1774.0
346,217.42,3131.0,493.0,2638.0
347,217.47,5421.0,1259.0,4162.0
348,217.52,10160.0,2895.0,7266.0
349,217.57,19630.0,5993.0,13640.0
350,217.62,36870.0,11180.0,25690.0
351,217.67,64770.0,18790.0,45980.0
352,217.72,104300.0,28520.0,75790.0
353,217.77,152700.0,39140.0,113500.0
354,217.82,202400.0,48760.0,153700.0
355,217.87,243000.0,55510.0,187500.0
356,217.92,264400.0,58310.0,206100.0
357,217.97,261300.0,57360.0,203900.0
358,218.02,235500.0,53820.0,181700.0
359,218.07,194700.0,49040.0,145700.0
360,218.12,149000.0,43790.0,105200.0
361,218.17,106600.0,38190.0,68410.0
362,218.22,72140.0,32040.0,40090.0
363,218.27,46590.0,25390.0,21200.0
364,218.32,28830.0,18680.0,10160.0
365,218.37,17090.0,12610.0,4479.0
366,218.42,9747.0,7746.0,2001.0
367,218.47,5691.0,4312.0,1379.0
368,218.52,4327.0,2169.0,2159.0
369,218.57,5668.0,983.9,4685.0
370,218.62,10370.0,402.3,9969.0
371,218.67,19610.0,148.2,19470.0
372,218.72,34730.0,49.17,34680.0
373,218.77,56670.0,14.69,56650.0
374,218.82,85760.0,3.95,85760.0
375,218.87,122000.0,0.9566,122000.0
376,218.92,165800.0,0.2086,165800.0
377,218.97,218400.0,0.04094,218400.0
378,219.02,280100.0,0.007234,280100.0
379,219.07,348000.0,0.001151,348000.0
380,219.12,412800.0,0.00016480000000000002,412800.0
381,219.17,460000.0,2.126e-05,460000.0
382,219.22,474800.0,2.467e-06,474800.0
383,219.27,449300.0,2.579e-07,449300.0
384,219.32,387300.0,2.427e-08,387300.0
385,219.37,302900.0,2.055e-09,302900.0
386,219.42,214600.0,1.568e-10,214600.0
387,219.47,137800.0,1.0759999999999999e-11,137800.0
388,219.52,80360.0,0,80360.0
389,219.57,42850.0,0,42850.0
390,219.62,21140.0,0,21140.0
391,219.67,9869.0,0,9869.0
392,219.72,4515.0,0,4515.0
393,219.77,2127.0,0,2127.0
394,219.82,1104.0,0,1104.0
395,219.87,687.3,0,687.3
396,219.92,541.2,0,541.2
397,219.97,509.4,0,509.4
398,220.02,507.9,0,507.9
399,220.07,490.7,0,490.7
400,220.12,439.7,0,439.7
401,220.17,359.1,0,359.1
402,220.22,265.8,0,265.8
403,220.27,178.3,0,178.3
404,220.32,111.0,0,111.0
405,220.37,74.56,0,74.56
406,220.42,88.63,0,88.63
407,220.47,211.3,0,211.3
408,220.52,597.6,0,597.6
409,220.57,1598.0,0,1598.0
410,220.62,3882.0,0,3882.0
411,220.67,8523.0,0,8523.0
412,220.72,16890.0,0,16890.0
413,220.77,30240.0,0,30240.0
414,220.82,48860.0,0,48860.0
415,220.87,71280.0,0,71280.0
416,220.92,93890.0,0,93890.0
417,220.97,111700.0,0,111700.0
418,221.02,119900.0,0,119900.0
419,221.07,116300.0,0,116300.0
420,221.12,101900.0,0,101900.0
421,221.17,80690.0,0,80690.0
422,221.22,58000.0,1.45e-12,58000.0
423,221.27,38300.0,2.104e-11,38300.0
424,221.32,24380.0,2.76e-10,24380.0
425,221.37,17510.0,3.272e-09,17510.0
426,221.42,18400.0,3.5069999999999996e-08,18400.0
427,221.47,28200.0,3.3979999999999996e-07,28200.0
428,221.52,48560.0,2.977e-06,48560.0
429,221.57,80710.0,2.357e-05,80710.0
430,221.62,123500.0,0.00016869999999999998,123500.0
431,221.67,171800.0,0.001092,171800.0
432,221.72,216500.0,0.006385,216500.0
433,221.77,246800.0,0.033760000000000005,246800.0
434,221.82,254300.0,0.1614,254300.0
435,221.87,236800.0,0.6974,236800.0
436,221.92,199200.0,2.7239999999999998,199200.0
437,221.97,151400.0,9.621,151400.0
438,222.02,104000.0,30.71,104000.0
439,222.07,64610.0,88.63,64520.0
440,222.12,36410.0,231.2,36180.0
441,222.17,18910.0,545.3,18360.0
442,222.22,9641.0,1162.0,8479.0
443,222.27,5897.0,2240.0,3657.0
444,222.32,5565.0,3903.0,1662.0
445,222.37,7307.0,6147.0,1160.0
446,222.42,10360.0,8751.0,1609.0
447,222.47,14340.0,11260.0,3076.0
448,222.52,19210.0,13100.0,6102.0
449,222.57,25320.0,13780.0,11540.0
450,222.62,33340.0,13100.0,20240.0
451,222.67,43810.0,11260.0,32550.0
452,222.72,56460.0,8751.0,47710.0
453,222.77,69690.0,6147.0,63550.0
454,222.82,80680.0,3903.0,76780.0
455,222.87,86340.0,2240.0,84090.0
456,222.92,84630.0,1162.0,83460.0
457,222.97,75620.0,545.3,75080.0
458,223.02,61470.0,231.2,61240.0
459,223.07,45430.0,88.63,45340.0
460,223.12,30540.0,30.71,30510.0
461,223.17,18730.0,9.621,18720.0
462,223.22,10510.0,2.7239999999999998,10500.0
463,223.27,5421.0,0.6974,5421.0
464,223.32,2592.0,0.1614,2592.0
465,223.37,1159.0,0.033760000000000005,1159.0
466,223.42,490.2,0.0063869999999999994,490.2
467,223.47,198.7,0.001105,198.7
468,223.52,81.75,0.00025580000000000004,81.75
469,223.57,50.82,0.0005285,50.82
470,223.62,94.63,0.002653,94.63
471,223.67,290.9,0.01259,290.9
472,223.72,885.5,0.05417999999999999,885.4
473,223.77,2463.0,0.2111,2463.0
474,223.82,6208.0,0.7448,6207.0
475,223.87,14170.0,2.379,14170.0
476,223.92,29280.0,6.882999999999999,29270.0
477,223.97,54780.0,18.03,54770.0
478,224.02,92830.0,42.76,92790.0
479,224.07,142500.0,91.83,142400.0
480,224.12,198200.0,178.6,198000.0
481,224.17,250300.0,314.5,250000.0
482,224.22,287800.0,501.4,287300.0
483,224.27,303800.0,724.0,303100.0
484,224.32,299500.0,946.6,298600.0
485,224.37,285200.0,1121.0,284100.0
486,224.42,276800.0,1201.0,275600.0
487,224.47,288900.0,1166.0,287700.0
488,224.52,326800.0,1025.0,325700.0
489,224.57,383400.0,815.6,382600.0
490,224.62,440700.0,587.8,440100.0
491,224.67,476800.0,383.6,476400.0
492,224.72,475400.0,226.6,475200.0
493,224.77,432600.0,121.3,432500.0
494,224.82,357700.0,58.75,357600.0
495,224.87,268300.0,25.77,268300.0
496,224.92,182400.0,10.24,182400.0
497,224.97,112400.0,3.6830000000000003,112400.0
498,225.02,62790.0,1.199,62790.0
499,225.07,31810.0,0.3537,31810.0
500,225.12,14630.0,0.09447,14630.0
501,225.17,6136.0,0.02284,6136.0
502,225.22,2382.0,0.005002,2382.0
503,225.27,908.0,0.0009918,908.0
504,225.32,408.7,0.0001781,408.7
505,225.37,279.2,2.895e-05,279.2
506,225.42,268.3,4.261e-06,268.3
507,225.47,279.0,5.68e-07,279.0
508,225.52,276.2,6.856e-08,276.2
509,225.57,251.1,7.492e-09,251.1
510,225.62,207.8,7.415e-10,207.8
511,225.67,156.1,6.643999999999999e-11,156.1
512,225.72,106.7,5.392e-12,106.7
513,225.77,66.94,3.961e-13,66.94
514,225.82,40.64,0,40.64
515,225.87,29.07,0,29.07
516,225.92,33.89,0,33.89
517,225.97,59.51,0,59.51
518,226.02,113.9,0,113.9
519,226.07,206.9,0,206.9
520,226.12,345.2,0,345.2
521,226.17,526.1,0,526.1
522,226.22,732.2,0,732.2
523,226.27,931.1,0,931.1
524,226.32,1083.0,0,1083.0
525,226.37,1156.0,0,1156.0
526,226.42,1133.0,0,1133.0
527,226.47,1023.0,0,1023.0
528,226.52,853.2,0,853.2
529,226.57,659.8,0,659.8
530,226.62,474.3,0,474.3
531,226.67,317.6,0,317.6
532,226.72,198.4,0,198.4
533,226.77,115.6,0,115.6
534,226.82,62.77,0,62.77
535,226.87,32.19,0,32.19
536,226.92,17.41,0,17.41
537,226.97,16.45,0,16.45
538,227.02,36.86,0,36.86
539,227.07,106.8,0,106.8
540,227.12,296.8,0,296.8
541,227.17,754.6,0,754.6
542,227.22,1744.0,0,1744.0
543,227.27,3664.0,0,3664.0
544,227.32,6988.0,0,6988.0
545,227.37,12110.0,0,12110.0
546,227.42,19050.0,0,19050.0
547,227.47,27220.0,0,27220.0
548,227.52,35320.0,0,35320.0
549,227.57,41630.0,0,41630.0
550,227.62,44560.0,0,44560.0
551,227.67,43330.0,0,43330.0
552,227.72,38270.0,0,38270.0
553,227.77,30710.0,0,30710.0
554,227.82,22400.0,0,22400.0
555,227.87,14860.0,0,14860.0
556,227.92,8965.0,0,8965.0
557,227.97,4926.0,0,4926.0
558,228.02,2469.0,0,2469.0
559,228.07,1130.0,0,1130.0
560,228.12,475.4,0,475.4
561,228.17,187.3,0,187.3
562,228.22,76.69,0,76.69
563,228.27,47.58,0,47.58
564,228.32,59.24,0,59.24
565,228.37,98.12,0,98.12
566,228.42,160.3,0,160.3
567,228.47,241.5,0,241.5
568,228.52,331.6,0,331.6
569,228.57,414.7,0,414.7
570,228.62,473.2,0,473.2
571,228.67,495.0,0,495.0
572,228.72,480.0,0,480.0
573,228.77,443.3,0,443.3
574,228.82,415.9,0,415.9
575,228.87,447.9,0,447.9
576,228.92,622.5,0,622.5
577,228.97,1087.0,0,1087.0
578,229.02,2095.0,0,2095.0
579,229.07,4031.0,0,4031.0
580,229.12,7375.0,0,7375.0
581,229.17,12550.0,0,12550.0
582,229.22,19650.0,0,19650.0
583,229.27,28170.0,0,28170.0
584,229.32,36870.0,0,36870.0
585,229.37,43980.0,0,43980.0
586,229.42,47780.0,0,47780.0
587,229.47,47240.0,0,47240.0
588,229.52,42510.0,0,42510.0
589,229.57,34790.0,0,34790.0
590,229.62,25910.0,0,25910.0
591,229.67,17550.0,0,17550.0
592,229.72,10820.0,0,10820.0
593,229.77,6083.0,0,6083.0
594,229.82,3126.0,0,3126.0
595,229.87,1481.0,0,1481.0
596,229.92,660.4,0,660.4
597,229.97,289.9,0,289.9
598,230.02,134.9,0,134.9
599,230.07,71.04,0,71.04
600,230.12,41.99,0,41.99
601,230.17,25.89,0,25.89
602,230.22,15.54,0,15.54
603,230.27,8.736,0,8.736
604,230.32,4.532,0,4.532
605,230.37,2.186,0,2.186
606,230.42,1.069,0,1.069
607,230.47,0.747,0,0.747
608,230.52,1.037,0,1.037
609,230.57,1.982,0,1.982
610,230.62,3.7880000000000003,0,3.7880000000000003
611,230.67,6.691,0,6.691
612,230.72,10.79,0,10.79
613,230.77,15.84,0,15.84
614,230.82,21.19,0,21.19
615,230.87,25.79,0,25.79
616,230.92,28.6,0,28.6
617,230.97,28.87,0,28.87
618,231.02,26.53,0,26.53
619,231.07,22.2,0,22.2
620,231.12,16.92,0,16.92
621,231.17,11.74,0,11.74
622,231.22,7.414,0,7.414
623,231.27,4.265,0,4.265
624,231.32,2.233,0,2.233
625,231.37,1.065,0,1.065
626,231.42,0.4624,0,0.4624
627,231.47,0.1828,0,0.1828
628,231.52,0.0658,0,0.0658
629,231.58,0.01706,0,0.01706
630,231.63,0.004997,0,0.004997
631,231.68,0.001332,0,0.001332
632,231.73,0.0003235,0,0.0003235
633,231.78,7.153e-05,0,7.153e-05
634,231.83,1.44e-05,0,1.44e-05
635,231.88,2.6389999999999996e-06,0,2.6389999999999996e-06
636,231.93,4.404e-07,0,4.404e-07
637,231.98,6.692e-08,0,6.692e-08
638,232.03,9.258999999999999e-09,0,9.258999999999999e-09
639,232.08,1.166e-09,0,1.166e-09
640,232.13,1.3380000000000002e-10,0,1.3380000000000002e-10
641,232.18,1.397e-11,0,1.397e-11
642,232.23,1.3869999999999998e-12,0,1.3869999999999998e-12
643,232.28,8.26e-13,0,8.26e-13
644,232.33,7.92e-12,0,7.92e-12
645,232.38,8.031999999999999e-11,0,8.031999999999999e-11
646,232.43,7.442e-10,0,7.442e-10
647,232.48,6.291e-09,0,6.291e-09
648,232.53,4.853e-08,0,4.853e-08
649,232.58,3.415e-07,0,3.415e-07
650,232.63,2.193e-06,0,2.193e-06
651,232.68,1.285e-05,0,1.285e-05
652,232.73,6.873e-05,0,6.873e-05
653,232.78,0.0003353,0,0.0003353
654,232.83,0.001493,0,0.001493
655,232.88,0.006064,0,0.006064
656,232.93,0.02247,0,0.02247
657,232.98,0.07601000000000001,0,0.07601000000000001
658,233.03,0.2346,0,0.2346
659,233.08,0.6605,0,0.6605
660,233.13,1.6969999999999998,0,1.6969999999999998
661,233.18,3.978,0,3.978
662,233.23,8.51,0,8.51
663,233.28,16.61,0,16.61
664,233.33,29.58,0,29.58
665,233.38,48.07,0,48.07
666,233.43,71.28,0,71.28
667,233.48,96.45,0,96.45
668,233.53,119.1,0,119.1
669,233.58,134.1,0,134.1
670,233.63,137.9,0,137.9
671,233.68,129.3,0,129.3
672,233.73,110.7,0,110.7
673,233.78,86.4,0,86.4
674,233.83,61.56,0,61.56
675,233.88,40.02,0,40.02
676,233.93,23.74,0,23.74
677,233.98,12.85,0,12.85
678,234.03,6.348,0,6.348
679,234.08,2.861,0,2.861
680,234.13,1.179,0,1.179
681,234.18,0.4505,0,0.4505
682,234.23,0.1818,0,0.1818
683,234.28,0.1409,0,0.1409
684,234.33,0.2742,0,0.2742
685,234.38,0.6668,0,0.6668
686,234.43,1.5419999999999998,0,1.5419999999999998
687,234.48,3.27,0,3.27
688,234.53,6.337000000000001,0,6.337000000000001
689,234.58,11.22,0,11.22
690,234.63,18.13,0,18.13
691,234.68,26.78,0,26.78
692,234.73,36.11,0,36.11
693,234.78,44.5,0,44.5
694,234.83,50.11,0,50.11
695,234.88,51.64,4.279e-15,51.64
696,234.93,48.96,5.3920000000000005e-14,48.96
697,234.98,43.49,6.212e-13,43.49
698,235.03,38.38,6.5439999999999996e-12,38.38
699,235.08,38.92,6.303e-11,38.92
700,235.13,53.77,5.551000000000001e-10,53.77
701,235.18,97.21,4.471e-09,97.21
702,235.23,191.8,3.292e-08,191.8
703,235.28,369.4,2.216e-07,369.4
704,235.33,667.4,1.364e-06,667.4
705,235.38,1116.0,7.68e-06,1116.0
706,235.43,1721.0,3.953e-05,1721.0
707,235.48,2441.0,0.00018600000000000002,2441.0
708,235.53,3178.0,0.0008005000000000001,3178.0
709,235.58,3795.0,0.00315,3795.0
710,235.63,4154.0,0.01133,4154.0
711,235.68,4164.0,0.03728,4164.0
712,235.73,3821.0,0.1121,3821.0
713,235.78,3209.0,0.3084,3209.0
714,235.83,2465.0,0.7754,2465.0
715,235.88,1733.0,1.7830000000000001,1732.0
716,235.93,1117.0,3.7489999999999997,1113.0
717,235.98,662.9,7.206,655.7
718,236.03,367.9,12.67,355.2
719,236.08,199.7,20.36,179.3
720,236.13,117.6,29.92,87.7
721,236.18,86.16,40.2,45.96
722,236.23,80.58,49.4,31.18
723,236.28,88.32,55.49,32.82
724,236.33,111.7,57.0,54.74
725,236.38,177.6,53.54,124.1
726,236.43,359.3,45.98,313.4
727,236.48,817.5,36.11,781.4
728,236.53,1855.0,25.93,1829.0
729,236.58,3969.0,17.02,3952.0
730,236.63,7843.0,10.22,7833.0
731,236.68,14220.0,5.609,14220.0
732,236.73,23610.0,2.815,23610.0
733,236.78,35880.0,1.2919999999999998,35880.0
