,Wavelength,Sum,Cu I (8.6e-02),Cu II (9.1e-01)
1474,275.19,0.2815,3.256e-09,0.2815
1475,275.24,0.1134,2.096e-08,0.1134
1476,275.29,0.04278,1.264e-07,0.04278
1477,275.34,0.0151,7.139e-07,0.0151
1478,275.39,0.004989,3.777e-06,0.004985
1479,275.44,0.001559,1.872e-05,0.001541
1480,275.49,0.0005325,8.693e-05,0.00044560000000000004
1481,275.54,0.0004987,0.00037810000000000003,0.00012059999999999999
1482,275.59,0.0015710000000000001,0.0015400000000000001,3.055e-05
1483,275.64,0.005886,0.005879,7.299e-06
1484,275.69,0.02102,0.02102,1.939e-06
1485,275.74,0.0704,0.07039,2.047e-06
1486,275.79,0.2209,0.2208,8.309e-06
1487,275.84,0.6491,0.649,3.717e-05
1488,275.89,1.787,1.787,0.0001569
1489,275.94,4.6080000000000005,4.6080000000000005,0.0006207999999999999
1490,275.99,11.13,11.13,0.002301
1491,276.04,25.2,25.19,0.007991
1492,276.09,53.43,53.4,0.026
1493,276.14,106.1,106.0,0.07925
1494,276.19,197.5,197.3,0.2263
1495,276.24,344.3,343.7,0.6056
1496,276.29,562.6,561.1,1.518
1497,276.34,861.5,857.9,3.5660000000000003
1498,276.39,1237.0,1229.0,7.846
1499,276.44,1665.0,1649.0,16.18
1500,276.49,2104.0,2073.0,31.24
1501,276.54,2497.0,2440.0,56.54
1502,276.59,2787.0,2692.0,95.87
1503,276.64,2933.0,2781.0,152.3
1504,276.69,2918.0,2692.0,226.6
1505,276.74,2756.0,2440.0,316.0
1506,276.79,2485.0,2073.0,412.8
1507,276.84,2154.0,1649.0,505.2
1508,276.89,1808.0,1229.0,579.4
1509,276.94,1480.0,857.9,622.4
1510,276.99,1188.0,561.1,626.5
1511,277.04,934.5,343.7,590.8
1512,277.09,719.2,197.3,522.0
1513,277.14,538.1,106.0,432.1
1514,277.19,388.5,53.4,335.1
1515,277.24,268.7,25.19,243.5
1516,277.29,176.9,11.13,165.7
1517,277.34,110.3,4.6080000000000005,105.7
1518,277.39,64.95,1.787,63.17
1519,277.44,36.01,0.649,35.36
1520,277.49,18.77,0.2208,18.55
1521,277.54,9.186,0.07039,9.115
1522,277.59,4.218,0.02102,4.197
1523,277.64,1.8159999999999998,0.005879,1.81
1524,277.69,0.7331,0.0015400000000000001,0.7316
1525,277.74,0.2774,0.00037810000000000003,0.277
1526,277.79,0.09835,8.693e-05,0.09827000000000001
1527,277.84,0.03268,1.872e-05,0.03266
1528,277.89,0.01017,3.777e-06,0.01017
1529,277.94,0.002968,7.139e-07,0.002967
1530,277.99,0.0008111,1.264e-07,0.0008109
1531,278.04,0.0002077,2.096e-08,0.0002077
1532,278.09,4.983e-05,3.256e-09,4.982e-05
1533,278.14,1.12e-05,4.739e-10,1.12e-05
1534,278.19,2.359e-06,6.461e-11,2.359e-06
1535,278.24,4.6539999999999997e-07,8.251e-12,4.6539999999999997e-07
1536,278.29,8.603e-08,9.87e-13,8.603e-08
1537,278.34,1.49e-08,0,1.49e-08
1538,278.39,2.4179999999999997e-09,0,2.4179999999999997e-09
1539,278.44,3.676e-10,0,3.676e-10
1540,278.49,5.235e-11,0,5.235e-11
1541,278.54,6.986e-12,0,6.986e-12
1542,278.59,8.734e-13,0,8.734e-13
1543,278.64,1.023e-13,0,1.023e-13
1544,280.74,8.65e-13,8.65e-13,0
1545,280.79,7.062e-12,7.062e-12,0
1546,280.84,5.416e-11,5.416e-11,0
1547,280.89,3.9e-10,3.9e-10,0
1548,280.94,2.639e-09,2.639e-09,0
1549,280.99,1.6769999999999997e-08,1.6769999999999997e-08,0
1550,281.04,1.001e-07,1.001e-07,0
1551,281.09,5.608e-07,5.608e-07,0
1552,281.14,2.952e-06,2.952e-06,0
1553,281.19,1.46e-05,1.46e-05,0
1554,281.24,6.78e-05,6.78e-05,0
1555,281.29,0.00029580000000000003,0.00029580000000000003,0
1556,281.34,0.001212,0.001212,0
1557,281.39,0.0046630000000000005,0.0046630000000000005,0
1558,281.44,0.01686,0.01686,0
1559,281.49,0.05722000000000001,0.05722000000000001,0
1560,281.54,0.1825,0.1825,0
1561,281.59,0.5464,0.5464,0
1562,281.64,1.537,1.537,0
1563,281.69,4.061,4.061,0
1564,281.74,10.08,10.08,0
1565,281.79,23.49,23.49,0
1566,281.84,51.42,51.42,0
1567,281.89,105.7,105.7,0
1568,281.94,204.2,204.2,0
1569,281.99,370.3,370.3,0
1570,282.04,630.9,630.9,3.722e-14
1571,282.09,1010.0,1010.0,2.981e-13
1572,282.14,1517.0,1517.0,2.2440000000000005e-12
1573,282.19,2142.0,2142.0,1.587e-11
1574,282.24,2840.0,2840.0,1.055e-10
1575,282.29,3536.0,3536.0,6.590999999999999e-10
1576,282.34,4136.0,4136.0,3.87e-09
1577,282.39,4544.0,4544.0,2.135e-08
1578,282.44,4689.0,4689.0,1.107e-07
1579,282.49,4544.0,4544.0,5.395e-07
1580,282.54,4136.0,4136.0,2.471e-06
1581,282.59,3536.0,3536.0,1.063e-05
1582,282.64,2840.0,2840.0,4.301e-05
1583,282.69,2142.0,2142.0,0.0001635
1584,282.74,1517.0,1517.0,0.000584
1585,282.79,1010.0,1010.0,0.001961
1586,282.84,630.9,630.9,0.006186
1587,282.89,370.3,370.3,0.018340000000000002
1588,282.94,204.2,204.2,0.0511
1589,282.99,105.8,105.7,0.1338
1590,283.04,51.74,51.42,0.3293
1591,283.09,24.25,23.49,0.7617
1592,283.14,11.73,10.08,1.655
1593,283.19,7.442,4.061,3.3810000000000002
1594,283.24,8.027999999999999,1.537,6.4910000000000005
1595,283.29,12.26,0.5464,11.71
1596,283.34,20.04,0.1825,19.85
1597,283.39,31.69,0.05722000000000001,31.63
1598,283.44,47.38,0.01686,47.36
1599,283.49,66.65,0.0046630000000000005,66.65
1600,283.54,88.14,0.001212,88.14
1601,283.59,109.5,0.00029580000000000003,109.5
1602,283.64,127.9,6.78e-05,127.9
1603,283.69,140.4,1.46e-05,140.4
1604,283.74,144.9,2.952e-06,144.9
1605,283.79,140.4,5.608e-07,140.4
1606,283.84,127.9,1.001e-07,127.9
1607,283.89,109.5,1.6769999999999997e-08,109.5
1608,283.94,88.14,2.639e-09,88.14
1609,283.99,66.65,3.9e-10,66.65
1610,284.04,47.36,5.416e-11,47.36
1611,284.09,31.63,7.062e-12,31.63
1612,284.14,19.85,8.65e-13,19.85
1613,284.19,11.71,0,11.71
1614,284.24,6.4910000000000005,0,6.4910000000000005
1615,284.29,3.3810000000000002,0,3.3810000000000002
1616,284.34,1.655,0,1.655
1617,284.39,0.7617,0,0.7617
1618,284.44,0.3293,0,0.3293
1619,284.49,0.1338,0,0.1338
1620,284.54,0.0511,0,0.0511
1621,284.59,0.018340000000000002,0,0.018340000000000002
1622,284.64,0.006186,0,0.006186
1623,284.69,0.001963,0,0.001963
1624,284.74,0.0005911,0,0.0005911
1625,284.79,0.00018790000000000001,0,0.00018790000000000001
1626,284.84,0.0001217,0,0.0001217
1627,284.89,0.0002488,0,0.0002488
1628,284.94,0.0006811,0,0.0006811
1629,284.99,0.001819,0,0.001819
1630,285.04,0.004584,0,0.004584
1631,285.09,0.01087,0,0.01087
1632,285.14,0.02423,0,0.02423
1633,285.19,0.05083,0,0.05083
1634,285.24,0.1003,0,0.1003
1635,285.29,0.1861,0,0.1861
1636,285.34,0.3249,0,0.3249
1637,285.39,0.5336,0,0.5336
1638,285.44,0.8241,0,0.8241
1639,285.49,1.197,0,1.197
1640,285.54,1.636,0,1.636
1641,285.59,2.103,0,2.103
1642,285.64,2.542,0,2.542
1643,285.69,2.891,0,2.891
1644,285.74,3.092,0,3.092
1645,285.79,3.111,0,3.111
1646,285.84,2.945,0,2.945
1647,285.89,2.6210000000000004,0,2.6210000000000004
1648,285.94,2.195,0,2.195
1649,285.99,1.729,0,1.729
1650,286.04,1.281,0,1.281
1651,286.09,0.8923,0,0.8923
1652,286.14,0.5849,0,0.5849
1653,286.19,0.3606,0,0.3606
1654,286.24,0.2091,0,0.2091
1655,286.29,0.1141,0,0.1141
1656,286.34,0.05852,0,0.05852
1657,286.39,0.028239999999999998,0,0.028239999999999998
1658,286.44,0.012819999999999998,0,0.012819999999999998
1659,286.49,0.005474000000000001,0,0.005474000000000001
1660,286.54,0.0022,0,0.0022
1661,286.59,0.0008376,0,0.0008376
1662,286.64,0.0003238,0,0.0003238
1663,286.69,0.0002077,0,0.0002077
1664,286.74,0.000421,0,0.000421
1665,286.79,0.001322,0,0.001322
1666,286.84,0.004161,0,0.004161
1667,286.89,0.0124,0,0.0124
1668,286.94,0.03483,0,0.03483
1669,286.99,0.09207,0,0.09207
1670,287.04,0.2291,0,0.2291
1671,287.09,0.5368,0,0.5368
1672,287.14,1.1840000000000002,0,1.1840000000000002
1673,287.19,2.458,0,2.458
1674,287.24,4.805,0,4.805
1675,287.29,8.841000000000001,0,8.841000000000001
1676,287.34,15.32,0,15.32
1677,287.39,24.98,0,24.98
1678,287.44,38.35,0,38.35
1679,287.49,55.42,0,55.42
1680,287.54,75.41,0,75.41
1681,287.59,96.61,0,96.61
1682,287.64,116.5,0,116.5
1683,287.69,132.4,0,132.4
1684,287.74,141.7,0,141.7
1685,287.79,143.1,0,143.1
1686,287.84,136.5,0,136.5
1687,287.89,123.7,0,123.7
1688,287.94,107.5,0,107.5
1689,287.99,91.34,0,91.34
1690,288.04,78.31,0,78.31
1691,288.09,70.73,0,70.73
1692,288.14,69.55,0,69.55
1693,288.19,74.32,0,74.32
1694,288.24,83.29,0,83.29
1695,288.29,93.85,0,93.85
1696,288.34,103.1,0,103.1
1697,288.39,108.5,0,108.5
1698,288.44,108.4,0,108.4
1699,288.49,102.4,0,102.4
1700,288.54,91.21,0,91.21
1701,288.59,76.57,0,76.57
1702,288.64,60.55,0,60.55
1703,288.69,45.1,0,45.1
1704,288.74,31.63,0,31.63
1705,288.79,20.89,0,20.89
1706,288.84,12.99,0,12.99
1707,288.89,7.611000000000001,0,7.611000000000001
1708,288.94,4.197,0,4.197
1709,288.99,2.18,0,2.18
1710,289.04,1.0659999999999998,0,1.0659999999999998
1711,289.09,0.491,0,0.491
1712,289.14,0.2129,0,0.2129
1713,289.19,0.08695,0,0.08695
1714,289.24,0.03344,0,0.03344
1715,289.29,0.01211,0,0.01211
1716,289.34,0.004129,0,0.004129
1717,289.39,0.001326,0,0.001326
1718,289.44,0.00040089999999999993,0,0.00040089999999999993
1719,289.49,0.0001141,0,0.0001141
1720,289.54,3.06e-05,0,3.06e-05
1721,289.59,7.726e-06,0,7.726e-06
1722,289.64,1.837e-06,0,1.837e-06
1723,289.69,4.112e-07,0,4.112e-07
1724,289.74,8.67e-08,0,8.67e-08
1725,289.79,1.721e-08,0,1.721e-08
1726,289.84,3.218e-09,0,3.218e-09
1727,289.89,5.663999999999999e-10,0,5.663999999999999e-10
1728,289.94,9.389e-11,0,9.389e-11
1729,289.99,1.466e-11,0,1.466e-11
1730,290.04,2.154e-12,0,2.154e-12
1731,290.09,2.982e-13,0,2.982e-13
1732,290.14,3.8860000000000004e-14,0,3.8860000000000004e-14
1733,294.35,1.071e-12,1.071e-12,0
1734,294.4,7.832999999999999e-12,7.832999999999999e-12,0
1735,294.45,5.4130000000000005e-11,5.4130000000000005e-11,0
1736,294.5,3.533e-10,3.533e-10,0
1737,294.55,2.179e-09,2.179e-09,0
1738,294.6,1.2690000000000001e-08,1.2690000000000001e-08,0
1739,294.65,6.98e-08,6.98e-08,0
1740,294.7,3.6270000000000004e-07,3.6270000000000004e-07,0
1741,294.75,1.78e-06,1.78e-06,0
1742,294.8,8.254e-06,8.254e-06,0
1743,294.85,3.614e-05,3.614e-05,0
1744,294.9,0.0001495,0.0001495,0
1745,294.95,0.0005842000000000001,0.0005842000000000001,0
1746,295.0,0.002156,0.002156,0
1747,295.05,0.007515999999999999,0.007515999999999999,0
1748,295.1,0.02475,0.02475,0
1749,295.15,0.07697999999999999,0.07697999999999999,0
1750,295.2,0.2262,0.2262,0
1751,295.25,0.6277,0.6277,0
1752,295.3,1.645,1.645,0
1753,295.35,4.074,4.074,0
1754,295.4,9.527999999999999,9.527999999999999,0
1755,295.45,21.05,21.05,0
1756,295.5,43.92,43.92,0
1757,295.55,86.57,86.57,0
1758,295.6,161.2,161.2,0
1759,295.65,283.5,283.5,0
1760,295.7,470.8,470.8,0
1761,295.75,738.8,738.8,0
1762,295.8,1095.0,1095.0,0
1763,295.85,1533.0,1533.0,0
1764,295.9,2027.0,2027.0,0
1765,295.95,2532.0,2532.0,0
1766,296.0,2987.0,2987.0,0
1767,296.05,3329.0,3329.0,0
1768,296.1,3504.0,3504.0,0
1769,296.15,3484.0,3484.0,0
1770,296.2,3272.0,3272.0,0
1771,296.25,2903.0,2903.0,0
1772,296.3,2433.0,2433.0,0
1773,296.35,1926.0,1926.0,0
1774,296.4,1440.0,1440.0,0
1775,296.45,1017.0,1017.0,0
1776,296.5,678.2,678.2,0
1777,296.55,427.3,427.3,0
1778,296.6,254.3,254.3,0
1779,296.65,143.0,143.0,0
1780,296.7,75.93,75.93,0
1781,296.75,38.09,38.09,0
1782,296.8,18.04,18.04,0
1783,296.85,8.076,8.076,0
1784,296.9,3.4139999999999997,3.4139999999999997,0
1785,296.95,1.3630000000000002,1.3630000000000002,0
1786,297.0,0.5141,0.5141,0
1787,297.05,0.1832,0.1832,0
1788,297.1,0.06163,0.06163,0
1789,297.15,0.01959,0.01959,0
1790,297.2,0.005882,0.005882,0
1791,297.25,0.001668,0.001668,0
1792,297.3,0.0004468,0.0004468,0
1793,297.35,0.0001131,0.0001131,0
1794,297.4,2.702e-05,2.702e-05,0
1795,297.45,6.1010000000000005e-06,6.1010000000000005e-06,0
1796,297.5,1.301e-06,1.301e-06,0
1797,297.55,2.621e-07,2.621e-07,0
1798,297.6,4.9860000000000004e-08,4.9860000000000004e-08,0
1799,297.65,8.961e-09,8.961e-09,0
1800,297.7,1.5210000000000002e-09,1.5210000000000002e-09,0
1801,297.75,2.439e-10,2.439e-10,0
1802,297.8,3.694e-11,3.694e-11,0
1803,297.85,5.285e-12,5.285e-12,0
1804,297.9,7.142e-13,7.142e-13,0
1805,304.5,1.345e-13,1.345e-13,0
1806,304.55,9.305e-13,9.305e-13,0
1807,304.6,6.102e-12,6.102e-12,0
1808,304.65,3.795e-11,3.795e-11,0
1809,304.7,2.237e-10,2.237e-10,0
1810,304.75,1.251e-09,1.251e-09,0
1811,304.8,6.6269999999999996e-09,6.6269999999999996e-09,0
1812,304.85,3.33e-08,3.33e-08,0
1813,304.9,1.586e-07,1.586e-07,0
1814,304.95,7.165999999999999e-07,7.165999999999999e-07,0
1815,305.0,3.0689999999999998e-06,3.0689999999999998e-06,0
1816,305.05,1.246e-05,1.246e-05,0
1817,305.1,4.796e-05,4.796e-05,0
1818,305.15,0.0001751,0.0001751,0
1819,305.2,0.0006058,0.0006058,0
1820,305.25,0.0019879999999999997,0.0019879999999999997,0
1821,305.3,0.006183,0.006183,0
1822,305.35,0.01824,0.01824,0
1823,305.4,0.05099,0.05099,0
1824,305.45,0.1352,0.1352,0
1825,305.5,0.3398,0.3398,0
1826,305.55,0.8099,0.8099,0
1827,305.6,1.83,1.83,0
1828,305.65,3.92,3.92,0
1829,305.7,7.962999999999999,7.962999999999999,0
1830,305.75,15.33,15.33,0
1831,305.8,28.0,28.0,0
1832,305.85,48.47,48.47,0
1833,305.9,79.56,79.56,0
1834,305.95,123.8,123.8,0
1835,306.0,182.7,182.7,0
1836,306.05,255.5,255.5,0
1837,306.1,338.9,338.9,0
1838,306.15,426.1,426.1,0
1839,306.2,508.1,508.1,0
1840,306.25,574.3,574.3,0
1841,306.3,615.5,615.5,0
1842,306.35,625.4,625.4,0
1843,306.4,602.5,602.5,0
1844,306.45,550.3,550.3,0
1845,306.5,476.6,476.6,0
1846,306.55,391.3,391.3,0
1847,306.6,304.6,304.6,0
1848,306.65,224.8,224.8,0
1849,306.7,157.3,157.3,0
1850,306.75,104.4,104.4,0
1851,306.8,65.67,65.67,0
1852,306.85,39.17,39.17,0
1853,306.9,22.15,22.15,0
1854,306.95,11.87,11.87,0
1855,307.0,6.0360000000000005,6.0360000000000005,0
1856,307.05,2.909,2.909,0
1857,307.1,1.329,1.329,0
1858,307.15,0.5759,0.5759,0
1859,307.2,0.2365,0.2365,0
1860,307.25,0.09212000000000001,0.09212000000000001,0
1861,307.3,0.034010000000000006,0.034010000000000006,0
1862,307.35,0.011909999999999999,0.011909999999999999,0
1863,307.4,0.003952000000000001,0.003952000000000001,0
1864,307.45,0.0012439999999999999,0.0012439999999999999,0
1865,307.5,0.0003711,0.0003711,0
1866,307.55,0.000105,0.000105,0
1867,307.6,2.815e-05,2.815e-05,0
1868,307.65,7.1589999999999996e-06,7.1589999999999996e-06,0
1869,307.7,1.7259999999999999e-06,1.7259999999999999e-06,0
1870,307.75,3.9450000000000005e-07,3.9450000000000005e-07,0
1871,307.8,8.551e-08,8.551e-08,0
1872,307.85,1.7569999999999998e-08,1.7569999999999998e-08,0
1873,307.9,3.423e-09,3.423e-09,0
1874,307.95,6.323e-10,6.323e-10,0
1875,308.0,1.107e-10,1.107e-10,0
1876,308.05,1.839e-11,1.839e-11,0
1877,308.1,2.894e-12,2.894e-12,0
1878,308.15,4.32e-13,4.32e-13,0
1879,308.2,6.113999999999999e-14,6.113999999999999e-14,0
1880,317.5,2.094e-13,2.094e-13,0
1881,317.55,1.329e-12,1.329e-12,0
1882,317.6,8.026e-12,8.026e-12,0
1883,317.65,4.617000000000001e-11,4.617000000000001e-11,0
1884,317.7,2.529e-10,2.529e-10,0
1885,317.75,1.3189999999999999e-09,1.3189999999999999e-09,0
1886,317.8,6.5490000000000004e-09,6.5490000000000004e-09,0
1887,317.85,3.097e-08,3.097e-08,0
1888,317.9,1.394e-07,1.394e-07,0
1889,317.95,5.977e-07,5.977e-07,0
1890,318.0,2.44e-06,2.44e-06,0
1891,318.05,9.482e-06,9.482e-06,0
1892,318.1,3.509e-05,3.509e-05,0
1893,318.15,0.0001236,0.0001236,0
1894,318.2,0.0004149,0.0004149,0
1895,318.25,0.001325,0.001325,0
1896,318.3,0.004032,0.004032,0
1897,318.35,0.01168,0.01168,0
1898,318.4,0.03221,0.03221,0
1899,318.45,0.08457999999999999,0.08457999999999999,0
1900,318.5,0.2115,0.2115,0
1901,318.55,0.5035,0.5035,0
1902,318.6,1.141,1.141,0
1903,318.65,2.464,2.464,0
1904,318.7,5.064,5.064,0
1905,318.75,9.91,9.91,0
1906,318.8,18.47,18.47,0
1907,318.85,32.77,32.77,0
1908,318.9,55.36,55.36,0
1909,318.95,89.05,89.05,0
1910,319.0,136.4,136.4,0
1911,319.05,198.9,198.9,0
1912,319.1,276.2,276.2,0
1913,319.15,365.3,365.3,0
1914,319.2,459.9,459.9,0
1915,319.25,551.3,551.3,0
1916,319.3,629.3,629.3,0
1917,319.35,684.0,684.0,0
1918,319.4,707.9,707.9,0
1919,319.45,697.5,697.5,0
1920,319.5,654.5,654.5,0
1921,319.55,584.7,584.7,0
1922,319.6,497.4,497.4,0
1923,319.65,402.9,402.9,0
1924,319.7,310.7,310.7,0
1925,319.75,228.2,228.2,0
1926,319.8,159.6,159.6,0
1927,319.85,106.2,106.2,0
1928,319.9,67.34,67.34,0
1929,319.95,40.65,40.65,0
1930,320.0,23.36,23.36,0
1931,320.05,12.79,12.79,0
1932,320.1,6.662999999999999,6.662999999999999,0
1933,320.15,3.306,3.306,0
1934,320.2,1.5619999999999998,1.5619999999999998,0
1935,320.25,0.7026,0.7026,0
1936,320.3,0.301,0.301,0
1937,320.35,0.1227,0.1227,0
1938,320.4,0.04767,0.04767,0
1939,320.45,0.01763,0.01763,0
1940,320.5,0.006206000000000001,0.006206000000000001,0
1941,320.55,0.0020800000000000003,0.0020800000000000003,0
1942,320.6,0.0006641,0.0006641,0
1943,320.65,0.0002019,0.0002019,0
1944,320.7,5.842e-05,5.842e-05,0
1945,320.75,1.61e-05,1.61e-05,0
1946,320.8,4.224e-06,4.224e-06,0
1947,320.85,1.055e-06,1.055e-06,0
1948,320.9,2.51e-07,2.51e-07,0
1949,320.95,5.686e-08,5.686e-08,0
1950,321.0,1.226e-08,1.226e-08,0
1951,321.05,2.519e-09,2.519e-09,0
1952,321.1,4.925e-10,4.925e-10,0
1953,321.15,9.169e-11,9.169e-11,0
1954,321.2,1.626e-11,1.626e-11,0
1955,321.25,2.744e-12,2.744e-12,0
1956,321.3,4.41e-13,4.41e-13,0
1957,321.35,6.75e-14,6.75e-14,0
1958,322.8,7.586e-11,7.586e-11,0
1959,322.85,4.707e-10,4.707e-10,0
1960,322.9,2.785e-09,2.785e-09,0
1961,322.95,1.5719999999999998e-08,1.5719999999999998e-08,0
1962,323.0,8.458000000000001e-08,8.458000000000001e-08,0
1963,323.05,4.3409999999999995e-07,4.3409999999999995e-07,0
1964,323.1,2.125e-06,2.125e-06,0
1965,323.15,9.92e-06,9.92e-06,0
1966,323.2,4.416e-05,4.416e-05,0
1967,323.25,0.0001875,0.0001875,0
1968,323.3,0.0007593999999999999,0.0007593999999999999,0
1969,323.35,0.002933,0.002933,0
1970,323.4,0.0108,0.0108,0
1971,323.45,0.037939999999999995,0.037939999999999995,0
1972,323.5,0.1271,0.1271,0
1973,323.55,0.406,0.406,0
1974,323.6,1.237,1.237,0
1975,323.65,3.595,3.595,0
1976,323.7,9.962,9.962,0
1977,323.75,26.33,26.33,0
1978,323.8,66.36,66.36,0
1979,323.85,159.5,159.5,0
1980,323.9,365.7,365.7,0
1981,323.95,799.6,799.6,0
1982,324.0,1667.0,1667.0,0
1983,324.05,3316.0,3316.0,0
1984,324.1,6288.0,6288.0,0
1985,324.15,11370.0,11370.0,0
1986,324.21,21760.0,21760.0,0
1987,324.26,35450.0,35450.0,0
1988,324.31,55100.0,55100.0,0
1989,324.36,81660.0,81660.0,0
1990,324.41,115400.0,115400.0,0
1991,324.46,155600.0,155600.0,0
1992,324.51,200100.0,200100.0,0
1993,324.56,245300.0,245300.0,0
1994,324.61,286800.0,286800.0,0
1995,324.66,319900.0,319900.0,0
1996,324.71,340200.0,340200.0,0
1997,324.76,345100.0,345100.0,0
1998,324.81,333800.0,333800.0,0
1999,324.86,308000.0,308000.0,0
2000,324.91,271000.0,271000.0,0
2001,324.96,227400.0,227400.0,0
2002,325.01,182000.0,182000.0,0
2003,325.06,138900.0,138900.0,0
2004,325.11,101100.0,101100.0,0
2005,325.16,70170.0,70170.0,0
2006,325.21,46450.0,46450.0,0
2007,325.26,29330.0,29330.0,0
2008,325.31,17660.0,17660.0,0
2009,325.36,10140.0,10140.0,0
2010,325.41,5554.0,5554.0,0
2011,325.46,2901.0,2901.0,0
2012,325.51,1445.0,1445.0,0
2013,325.56,686.4,686.4,0
2014,325.61,311.0,311.0,0
2015,325.66,134.4,134.4,0
2016,325.71,55.37,55.37,0
2017,325.76,21.76,21.76,0
2018,325.81,8.156,8.156,0
2019,325.86,2.915,2.915,0
2020,325.91,0.994,0.994,0
2021,325.96,0.3238,0.3238,0
2022,326.01,0.1028,0.1028,0
2023,326.06,0.03887,0.03887,0
2024,326.11,0.03988,0.03988,0
2025,326.16,0.1049,0.1049,0
2026,326.21,0.3194,0.3194,0
2027,326.26,0.9455,0.9455,0
2028,326.31,2.675,2.675,0
2029,326.36,7.226,7.226,0
2030,326.41,18.63,18.63,0
2031,326.46,45.83,45.83,0
2032,326.51,107.6,107.6,0
2033,326.56,241.2,241.2,0
2034,326.61,515.9,515.9,0
2035,326.66,1053.0,1053.0,0
2036,326.71,2052.0,2052.0,0
2037,326.76,3816.0,3816.0,0
2038,326.81,6773.0,6773.0,0
2039,326.86,11470.0,11470.0,0
2040,326.91,18550.0,18550.0,0
2041,326.96,28630.0,28630.0,0
2042,327.01,42160.0,42160.0,0
2043,327.06,59270.0,59270.0,1.477e-15
2044,327.11,79520.0,79520.0,8.988e-15
2045,327.16,101800.0,101800.0,5.2220000000000004e-14
2046,327.21,124400.0,124400.0,2.897e-13
2047,327.26,145100.0,145100.0,1.5340000000000001e-12
2048,327.31,161600.0,161600.0,7.761e-12
2049,327.36,171700.0,171700.0,3.7479999999999996e-11
2050,327.41,174100.0,174100.0,1.729e-10
2051,327.46,168500.0,168500.0,7.612000000000001e-10
2052,327.51,155700.0,155700.0,3.201e-09
2053,327.56,137200.0,137200.0,1.285e-08
2054,327.61,115500.0,115500.0,4.927e-08
2055,327.66,92750.0,92750.0,1.804e-07
2056,327.71,71100.0,71100.0,6.304999999999999e-07
2057,327.76,52010.0,52010.0,2.105e-06
2058,327.81,36320.0,36320.0,6.707999999999999e-06
2059,327.86,24200.0,24200.0,2.042e-05
2060,327.91,15390.0,15390.0,5.933e-05
2061,327.96,9345.0,9345.0,0.0001646
2062,328.01,5415.0,5415.0,0.00043620000000000003
2063,328.06,2994.0,2994.0,0.001104
2064,328.11,1580.0,1580.0,0.002666
2065,328.16,796.1,796.0,0.006151
2066,328.21,382.7,382.7,0.01355
2067,328.26,175.6,175.6,0.0285
2068,328.31,76.97,76.91,0.057229999999999996
2069,328.36,32.26,32.15,0.1098
2070,328.41,13.03,12.82,0.201
2071,328.46,5.235,4.883,0.3514
2072,328.51,2.3609999999999998,1.775,0.5868
2073,328.56,1.551,0.6155,0.9355
2074,328.61,1.6280000000000001,0.2037,1.4240000000000002
2075,328.66,2.135,0.06437000000000001,2.07
2076,328.71,2.8930000000000002,0.01941,2.8739999999999997
2077,328.76,3.8139999999999996,0.005587,3.8089999999999997
2078,328.81,4.822,0.001535,4.82
2079,328.86,5.825,0.00040229999999999997,5.825
2080,328.91,6.722,0.00010070000000000001,6.721
2081,328.96,7.406000000000001,2.404e-05,7.406000000000001
2082,329.01,7.792000000000001,5.48e-06,7.792000000000001
2083,329.06,7.827999999999999,1.192e-06,7.827999999999999
2084,329.11,7.51,2.475e-07,7.51
2085,329.16,6.881,4.9050000000000006e-08,6.881
2086,329.21,6.023,9.276e-09,6.023
2087,329.26,5.039,1.674e-09,5.039
2088,329.31,4.037,2.885e-10,4.037
2089,329.36,3.112,4.744e-11,3.112
2090,329.41,2.335,0,2.335
2091,329.46,1.756,0,1.756
2092,329.51,1.403,0,1.403
2093,329.56,1.2919999999999998,0,1.2919999999999998
2094,329.61,1.432,0,1.432
2095,329.66,1.831,0,1.831
2096,329.71,2.489,0,2.489
2097,329.76,3.3930000000000002,0,3.3930000000000002
2098,329.81,4.506,0,4.506
2099,329.86,5.76,0,5.76
2100,329.91,7.053999999999999,0,7.053999999999999
2101,329.96,8.262,0,8.262
2102,330.01,9.249,0,9.249
2103,330.06,9.892000000000001,0,9.892000000000001
2104,330.11,10.11,0,10.11
2105,330.16,9.867,0,9.867
2106,330.21,9.202,0,9.202
2107,330.26,8.198,0,8.198
2108,330.31,6.978,0,6.978
2109,330.36,5.6739999999999995,0,5.6739999999999995
2110,330.41,4.407,0,4.407
2111,330.46,3.27,0,3.27
2112,330.51,2.318,0,2.318
2113,330.56,1.57,0,1.57
2114,330.61,1.016,0,1.016
2115,330.66,0.6287,0,0.6287
2116,330.71,0.3728,0,0.3728
2117,330.76,0.214,0,0.214
2118,330.81,0.1233,0,0.1233
2119,330.86,0.08004,0,0.08004
2120,330.91,0.07193,0,0.07193
2121,330.96,0.09507,0,0.09507
2122,331.01,0.1528,0,0.1528
2123,331.06,0.2548,0,0.2548
2124,331.11,0.415,0,0.415
2125,331.16,0.6497,0,0.6497
2126,331.21,0.9733,0,0.9733
2127,331.26,1.3940000000000001,0,1.3940000000000001
2128,331.31,1.9069999999999998,0,1.9069999999999998
2129,331.36,2.494,0,2.494
2130,331.41,3.116,0,3.116
2131,331.46,3.721,0,3.721
2132,331.51,4.245,0,4.245
2133,331.56,4.628,0,4.628
