Wavelength,Sum,Al I (4.9e-02),Al II (9.5e-01),Al III (7.0e-04)
408.48,5.833e-2,,5.833e-2,3.207e-7
408.53,5.516e-2,,5.516e-2,3.403e-7
408.58,5.062e-2,,5.062e-2,3.614e-7
408.63,4.508e-2,,4.508e-2,3.830e-7
408.68,3.896e-2,,3.896e-2,4.032e-7
408.73,3.268e-2,,3.268e-2,4.197e-7
408.78,2.660e-2,,2.660e-2,4.301e-7
408.83,2.102e-2,,2.102e-2,4.325e-7
408.88,1.611e-2,,1.611e-2,4.254e-7
408.93,1.199e-2,,1.199e-2,4.085e-7
408.98,8.656e-3,,8.656e-3,3.822e-7
409.03,6.066e-3,,6.065e-3,3.481e-7
409.08,4.125e-3,,4.125e-3,3.083e-7
409.13,2.723e-3,,2.722e-3,2.654e-7
409.18,1.744e-3,,1.744e-3,2.220e-7
409.23,1.085e-3,,1.085e-3,1.803e-7
409.28,6.564e-4,,6.562e-4,1.422e-7
409.33,3.881e-4,,3.879e-4,1.089e-7
409.38,2.281e-4,,2.281e-4,8.093e-8
409.43,1.409e-4,,1.408e-4,5.840e-8
409.48,1.043e-4,,1.043e-4,4.090e-8
409.53,1.079e-4,,1.079e-4,2.780e-8
409.58,1.514e-4,,1.514e-4,1.834e-8
409.63,2.440e-4,,2.440e-4,1.175e-8
409.68,4.049e-4,,4.049e-4,7.300e-9
409.73,6.638e-4,,6.638e-4,4.403e-9
409.78,1.062e-3,,1.062e-3,2.578e-9
409.83,1.651e-3,,1.651e-3,1.465e-9
409.88,2.493e-3,,2.493e-3,8.076e-10
409.93,3.655e-3,,3.655e-3,4.322e-10
409.98,5.203e-3,,5.203e-3,2.245e-10
410.03,7.189e-3,,7.189e-3,1.132e-10
410.08,9.642e-3,,9.642e-3,5.537e-11
410.13,1.256e-2,,1.256e-2,2.629e-11
410.18,1.587e-2,,1.587e-2,1.212e-11
410.23,1.948e-2,,1.948e-2,5.420e-12
410.28,2.320e-2,,2.320e-2,2.353e-12
410.33,2.683e-2,,2.683e-2,9.912e-13
410.38,3.013e-2,,3.013e-2,4.053e-13
410.43,3.284e-2,,3.284e-2,1.608e-13
410.48,3.475e-2,,3.475e-2,6.195e-14
410.53,3.570e-2,,3.570e-2,2.316e-14
410.58,3.562e-2,,3.562e-2,8.400e-15
410.63,3.451e-2,,3.451e-2,2.958e-15
410.68,3.250e-2,,3.250e-2,1.011e-15
410.73,2.975e-2,,2.975e-2,3.352e-16
410.78,2.652e-2,,2.652e-2,1.079e-16
410.83,2.306e-2,,2.306e-2,3.370e-17
410.88,1.965e-2,,1.965e-2,1.022e-17
410.93,1.650e-2,,1.650e-2,3.007e-18
410.98,1.380e-2,,1.380e-2,8.587e-19
411.03,1.167e-2,,1.167e-2,2.380e-19
411.08,1.016e-2,,1.016e-2,6.402e-20
411.13,9.261e-3,,9.261e-3,1.671e-20
411.18,8.919e-3,,8.919e-3,4.235e-21
411.23,9.034e-3,,9.034e-3,1.041e-21
411.28,9.482e-3,,9.482e-3,2.485e-22
411.33,1.012e-2,,1.012e-2,5.757e-23
411.38,1.081e-2,,1.081e-2,
411.43,1.142e-2,,1.142e-2,
411.48,1.184e-2,,1.184e-2,
411.53,1.199e-2,,1.199e-2,
411.58,1.183e-2,,1.183e-2,
411.63,1.136e-2,,1.136e-2,
411.68,1.060e-2,,1.060e-2,
411.73,9.605e-3,,9.605e-3,
411.78,8.456e-3,,8.456e-3,
411.83,7.230e-3,,7.230e-3,
411.88,6.002e-3,,6.002e-3,
411.93,4.838e-3,,4.838e-3,
411.98,3.786e-3,,3.786e-3,
412.03,2.877e-3,,2.877e-3,
412.08,2.123e-3,,2.123e-3,
412.13,1.521e-3,,1.521e-3,
412.18,1.058e-3,,1.058e-3,
412.23,7.142e-4,,7.142e-4,
412.28,4.683e-4,,4.683e-4,
412.33,2.981e-4,,2.981e-4,
412.38,1.842e-4,,1.842e-4,
412.43,1.105e-4,,1.105e-4,
412.48,6.440e-5,,6.440e-5,6.283e-21
412.53,3.643e-5,,3.643e-5,3.420e-20
412.58,2.001e-5,,2.001e-5,1.412e-19
412.63,1.067e-5,,1.067e-5,5.663e-19
412.68,5.523e-6,,5.523e-6,2.206e-18
412.73,2.776e-6,,2.776e-6,8.351e-18
412.78,1.355e-6,,1.355e-6,3.070e-17
412.83,6.420e-7,,6.420e-7,1.097e-16
412.88,2.954e-7,,2.954e-7,3.805e-16
412.93,1.319e-7,,1.319e-7,1.282e-15
412.98,5.722e-8,,5.722e-8,4.199e-15
413.03,2.409e-8,,2.409e-8,1.336e-14
413.08,9.849e-9,,9.849e-9,4.127e-14
413.13,3.909e-9,,3.909e-9,1.239e-13
413.18,1.507e-9,,1.506e-9,3.612e-13
413.23,5.647e-10,,5.637e-10,1.023e-12
413.28,2.076e-10,,2.048e-10,2.816e-12
413.33,7.975e-11,,7.222e-11,7.526e-12
413.38,4.428e-11,,2.473e-11,1.954e-11
413.43,5.753e-11,,8.224e-12,4.931e-11
413.48,1.235e-10,,2.655e-12,1.208e-10
413.53,2.885e-10,,8.320e-13,2.877e-10
413.58,6.655e-10,,2.532e-13,6.653e-10
413.63,1.495e-9,,7.481e-14,1.495e-9
413.68,3.262e-9,,2.146e-14,3.262e-9
413.73,6.916e-9,,5.977e-15,6.916e-9
413.78,1.424e-8,,1.616e-15,1.424e-8
413.83,2.850e-8,,4.243e-16,2.850e-8
413.88,5.539e-8,,1.082e-16,5.539e-8
413.93,1.046e-7,,2.677e-17,1.046e-7
413.98,1.919e-7,,6.433e-18,1.919e-7
414.03,3.419e-7,,1.501e-18,3.419e-7
414.08,5.918e-7,,,5.918e-7
414.13,9.952e-7,,,9.952e-7
414.18,1.626e-6,,,1.626e-6
414.23,2.580e-6,,,2.580e-6
414.28,3.977e-6,,,3.977e-6
414.33,5.957e-6,,,5.957e-6
414.38,8.666e-6,,,8.666e-6
414.43,1.225e-5,,,1.225e-5
414.48,1.682e-5,,,1.682e-5
414.53,2.243e-5,,,2.243e-5
414.58,2.906e-5,,,2.906e-5
414.63,3.658e-5,,,3.658e-5
414.68,4.473e-5,,,4.473e-5
414.73,5.314e-5,,,5.314e-5
414.78,6.132e-5,,,6.132e-5
414.83,6.874e-5,,,6.874e-5
414.88,7.487e-5,,,7.487e-5
414.93,7.920e-5,,,7.920e-5
414.98,8.140e-5,,,8.140e-5
415.03,8.127e-5,,,8.127e-5
415.08,7.883e-5,,,7.883e-5
415.13,7.427e-5,,,7.427e-5
415.18,6.799e-5,,,6.799e-5
415.23,6.045e-5,,,6.045e-5
415.28,5.222e-5,,,5.222e-5
415.33,4.382e-5,,,4.382e-5
415.38,3.573e-5,,,3.573e-5
415.43,2.829e-5,,,2.829e-5
415.48,2.177e-5,,,2.177e-5
415.53,1.627e-5,,,1.627e-5
415.58,1.181e-5,,,1.181e-5
415.63,8.331e-6,,,8.331e-6
415.68,5.708e-6,,,5.708e-6
415.73,3.800e-6,,,3.800e-6
415.78,2.457e-6,,,2.457e-6
415.83,1.544e-6,,,1.544e-6
415.88,9.420e-7,,,9.420e-7
415.93,5.584e-7,,,5.584e-7
415.98,3.216e-7,,,3.216e-7
416.03,1.799e-7,,,1.799e-7
416.08,9.780e-8,,,9.780e-8
416.13,5.164e-8,,,5.164e-8
416.18,2.649e-8,,,2.649e-8
416.23,1.320e-8,,,1.320e-8
416.28,6.389e-9,,,6.389e-9
416.33,3.004e-9,,,3.004e-9
416.38,1.372e-9,,,1.372e-9
416.43,6.091e-10,,,6.091e-10
416.48,2.626e-10,,,2.626e-10
416.53,1.100e-10,,,1.100e-10
416.58,4.475e-11,,,4.475e-11
416.63,1.769e-11,,,1.769e-11
416.68,6.791e-12,,,6.791e-12
416.73,2.533e-12,,,2.533e-12
416.78,9.180e-13,,,9.180e-13
416.84,2.613e-13,,,2.613e-13
416.89,8.886e-14,,,8.886e-14
416.94,2.935e-14,,,2.935e-14
416.99,9.422e-15,,,9.422e-15
417.04,2.948e-15,,,2.948e-15
417.09,9.263e-16,,,9.263e-16
417.14,3.694e-16,,,3.694e-16
417.19,3.774e-16,,,3.774e-16
417.24,8.458e-16,,,8.458e-16
417.29,2.191e-15,,,2.191e-15
417.34,5.630e-15,,,5.630e-15
417.39,1.409e-14,,,1.409e-14
417.44,3.426e-14,,,3.426e-14
417.49,8.100e-14,,,8.100e-14
417.54,1.861e-13,,,1.861e-13
417.59,4.156e-13,,,4.156e-13
417.64,9.021e-13,,,9.021e-13
417.69,1.903e-12,,,1.903e-12
417.74,3.902e-12,,,3.902e-12
417.79,7.775e-12,,,7.775e-12
417.84,1.506e-11,,,1.506e-11
417.89,2.835e-11,,,2.835e-11
417.94,5.187e-11,,,5.187e-11
417.99,9.223e-11,,,9.223e-11
418.04,1.594e-10,,,1.594e-10
418.09,2.678e-10,,,2.678e-10
418.14,4.372e-10,,,4.372e-10
418.19,6.937e-10,,,6.937e-10
418.24,1.070e-9,,,1.070e-9
418.29,1.604e-9,,,1.604e-9
418.34,2.336e-9,,,2.336e-9
418.39,3.308e-9,,,3.308e-9
418.44,4.553e-9,,,4.553e-9
418.49,6.090e-9,,,6.090e-9
418.54,7.917e-9,,,7.917e-9
418.59,1.000e-8,,,1.000e-8
418.64,1.228e-8,,,1.228e-8
418.69,1.466e-8,,,1.466e-8
418.74,1.701e-8,,,1.701e-8
418.79,1.918e-8,,,1.918e-8
418.84,2.102e-8,,,2.102e-8
418.89,2.239e-8,,,2.239e-8
418.94,2.317e-8,,,2.317e-8
418.99,2.331e-8,,,2.331e-8
419.04,2.280e-8,,,2.280e-8
419.09,2.167e-8,,,2.167e-8
419.14,2.002e-8,,,2.002e-8
419.19,1.797e-8,,,1.797e-8
419.24,1.568e-8,,,1.568e-8
419.29,1.330e-8,,,1.330e-8
419.34,1.096e-8,,,1.096e-8
419.39,8.783e-9,,,8.783e-9
419.44,6.839e-9,,,6.839e-9
419.49,5.176e-9,,,5.176e-9
419.54,3.807e-9,,,3.807e-9
419.59,2.722e-9,,,2.722e-9
419.64,1.891e-9,,,1.891e-9
419.69,1.277e-9,,,1.277e-9
419.74,8.383e-10,,,8.383e-10
419.79,5.348e-10,,,5.348e-10
419.84,3.316e-10,,,3.316e-10
419.89,1.998e-10,,,1.998e-10
419.94,1.170e-10,,,1.170e-10
419.99,6.662e-11,,,6.662e-11
420.04,3.686e-11,,,3.686e-11
420.09,1.982e-11,,,1.982e-11
420.14,1.036e-11,,3.126e-16,1.036e-11
420.19,5.264e-12,,1.421e-15,5.263e-12
420.24,2.604e-12,,5.775e-15,2.598e-12
420.29,1.269e-12,,2.243e-14,1.247e-12
420.34,6.662e-13,,8.474e-14,5.815e-13
420.39,5.750e-13,,3.114e-13,2.636e-13
420.44,1.229e-12,,1.113e-12,1.161e-13
420.49,3.918e-12,,3.868e-12,4.973e-14
420.54,1.310e-11,,1.308e-11,2.069e-14
420.59,4.301e-11,,4.300e-11,8.371e-15
420.64,1.375e-10,,1.375e-10,3.291e-15
420.69,4.279e-10,,4.279e-10,1.257e-15
420.74,1.295e-9,,1.295e-9,4.670e-16
420.79,3.811e-9,,3.811e-9,1.686e-16
420.84,1.091e-8,,1.091e-8,5.913e-17
420.89,3.038e-8,,3.038e-8,2.016e-17
420.94,8.230e-8,,8.230e-8,6.681e-18
420.99,2.169e-7,,2.169e-7,2.152e-18
421.04,5.559e-7,,5.559e-7,6.737e-19
421.09,1.386e-6,,1.386e-6,2.050e-19
421.14,3.361e-6,,3.361e-6,6.061e-20
421.19,7.931e-6,,7.931e-6,1.742e-20
421.24,1.820e-5,,1.820e-5,4.866e-21
421.29,4.064e-5,,4.064e-5,1.321e-21
421.34,8.827e-5,,8.827e-5,3.487e-22
421.39,1.865e-4,,1.865e-4,8.942e-23
421.44,3.834e-4,,3.834e-4,2.229e-23
421.49,7.667e-4,,7.667e-4,5.400e-24
421.54,1.492e-3,,1.492e-3,
421.59,2.823e-3,,2.823e-3,
421.64,5.199e-3,,5.199e-3,
421.69,9.313e-3,,9.313e-3,
421.74,1.623e-2,,1.623e-2,
421.79,2.753e-2,,2.753e-2,
421.84,4.542e-2,,4.542e-2,
421.89,7.291e-2,,7.291e-2,
421.94,1.139e-1,,1.139e-1,
421.99,1.730e-1,,1.730e-1,
422.04,2.559e-1,,2.559e-1,
422.09,3.681e-1,,3.681e-1,
422.14,5.153e-1,,5.153e-1,
422.19,7.018e-1,,7.018e-1,
422.24,9.301e-1,,9.301e-1,
422.29,1.199e+0,,1.199e+0,
422.34,1.505e+0,,1.505e+0,
422.39,1.838e+0,,1.838e+0,
422.44,2.184e+0,,2.184e+0,
422.49,2.525e+0,,2.525e+0,
422.54,2.840e+0,,2.840e+0,
422.59,3.109e+0,,3.109e+0,
422.64,3.312e+0,,3.312e+0,
422.69,3.434e+0,,3.434e+0,
422.74,3.464e+0,,3.464e+0,
422.79,3.400e+0,,3.400e+0,
422.84,3.248e+0,,3.248e+0,
422.89,3.019e+0,,3.019e+0,
422.94,2.731e+0,,2.731e+0,
422.99,2.404e+0,,2.404e+0,
423.04,2.059e+0,,2.059e+0,
423.09,1.717e+0,,1.717e+0,
423.14,1.392e+0,,1.392e+0,
423.19,1.099e+0,,1.099e+0,
423.24,8.442e-1,,8.442e-1,
423.29,6.310e-1,,6.310e-1,
423.34,4.589e-1,,4.589e-1,
423.39,3.248e-1,,3.248e-1,
423.44,2.237e-1,,2.237e-1,
423.49,1.499e-1,,1.499e-1,
423.54,9.777e-2,,9.777e-2,
423.59,6.204e-2,,6.204e-2,
423.64,3.831e-2,,3.831e-2,
423.69,2.302e-2,,2.302e-2,
423.74,1.346e-2,,1.346e-2,
423.79,7.655e-3,,7.655e-3,
423.84,4.237e-3,,4.237e-3,
423.89,2.282e-3,,2.282e-3,
423.94,1.196e-3,,1.196e-3,
423.99,6.097e-4,,6.097e-4,
424.04,3.025e-4,,3.025e-4,
424.09,1.460e-4,,1.460e-4,
424.14,6.857e-5,,6.857e-5,
424.19,3.133e-5,,3.133e-5,
424.24,1.393e-5,,1.393e-5,
424.29,6.025e-6,,6.025e-6,
424.34,2.535e-6,,2.535e-6,
424.39,1.038e-6,,1.038e-6,
424.44,4.134e-7,,4.134e-7,
424.49,1.602e-7,,1.602e-7,
424.54,6.039e-8,,6.039e-8,
424.59,2.215e-8,,2.215e-8,
424.64,7.902e-9,,7.902e-9,
424.69,2.743e-9,,2.743e-9,
424.74,9.261e-10,,9.261e-10,
424.79,3.042e-10,,3.042e-10,
424.84,9.720e-11,,9.720e-11,
424.89,3.022e-11,,3.022e-11,
424.94,9.137e-12,,9.137e-12,
424.99,2.687e-12,,2.687e-12,
425.04,7.690e-13,,7.690e-13,
425.09,2.140e-13,,2.140e-13,
425.14,5.795e-14,,5.795e-14,
425.19,1.526e-14,,1.526e-14,
425.24,3.910e-15,,3.910e-15,
425.29,9.327e-16,,9.327e-16,
425.34,1.698e-16,,1.698e-16,
426.79,1.084e-17,,1.084e-17,
426.84,4.382e-17,,4.382e-17,
426.89,1.724e-16,,1.724e-16,
426.94,6.598e-16,,6.598e-16,
426.99,2.458e-15,,2.458e-15,
427.04,8.913e-15,,8.913e-15,
427.09,3.145e-14,,3.145e-14,
427.14,1.080e-13,,1.080e-13,
427.19,3.611e-13,,3.611e-13,
427.24,1.175e-12,,1.175e-12,
427.29,3.719e-12,,3.719e-12,
427.34,1.146e-11,,1.146e-11,
427.39,3.437e-11,,3.437e-11,
427.44,1.003e-10,,1.003e-10,
427.49,2.850e-10,,2.850e-10,
427.54,7.879e-10,,7.879e-10,
427.59,2.120e-9,,2.120e-9,
427.64,5.551e-9,,5.551e-9,
427.69,1.415e-8,,1.415e-8,
427.74,3.510e-8,,3.510e-8,
427.79,8.473e-8,,8.473e-8,
427.84,1.991e-7,,1.991e-7,
427.89,4.552e-7,,4.552e-7,
427.94,1.013e-6,,1.013e-6,
427.99,2.194e-6,,2.194e-6,
428.04,4.625e-6,,4.625e-6,
428.09,9.490e-6,,9.490e-6,
428.14,1.895e-5,,1.895e-5,
428.19,3.682e-5,,3.682e-5,
428.24,6.964e-5,,6.964e-5,
428.29,1.282e-4,,1.282e-4,
428.34,2.296e-4,,2.296e-4,
428.39,4.004e-4,,4.004e-4,
428.44,6.794e-4,,6.794e-4,
428.49,1.122e-3,,1.122e-3,
428.54,1.804e-3,,1.804e-3,
428.59,2.821e-3,,2.821e-3,
428.64,4.295e-3,,4.295e-3,
428.69,6.365e-3,,6.365e-3,
428.74,9.178e-3,,9.178e-3,
428.79,1.288e-2,,1.288e-2,
428.84,1.760e-2,,1.760e-2,
428.89,2.339e-2,,2.339e-2,
428.94,3.027e-2,,3.027e-2,
428.99,3.811e-2,,3.811e-2,
429.04,4.671e-2,,4.671e-2,
429.09,5.571e-2,,5.571e-2,
429.14,6.467e-2,,6.467e-2,
429.19,7.307e-2,,7.307e-2,
429.24,8.034e-2,,8.034e-2,
429.29,8.598e-2,,8.598e-2,
429.34,8.955e-2,,8.955e-2,
429.39,9.077e-2,,9.077e-2,
429.44,8.955e-2,,8.955e-2,
429.49,8.598e-2,,8.598e-2,
429.54,8.034e-2,,8.034e-2,
429.59,7.307e-2,,7.307e-2,
429.64,6.467e-2,,6.467e-2,
429.69,5.571e-2,,5.571e-2,
429.74,4.671e-2,,4.671e-2,
429.79,3.811e-2,,3.811e-2,
429.84,3.027e-2,,3.027e-2,
429.89,2.339e-2,,2.339e-2,
429.94,1.760e-2,,1.760e-2,
429.99,1.288e-2,,1.288e-2,
430.04,9.178e-3,,9.178e-3,
430.09,6.365e-3,,6.365e-3,
430.14,4.295e-3,,4.295e-3,
430.19,2.821e-3,,2.821e-3,
430.24,1.804e-3,,1.804e-3,
430.29,1.122e-3,,1.122e-3,
430.34,6.794e-4,,6.794e-4,
430.39,4.004e-4,,4.004e-4,
430.44,2.296e-4,,2.296e-4,
430.49,1.282e-4,,1.282e-4,
430.54,6.964e-5,,6.964e-5,
430.59,3.682e-5,,3.682e-5,
430.64,1.895e-5,,1.895e-5,
430.69,9.490e-6,,9.490e-6,
430.74,4.625e-6,,4.625e-6,
430.79,2.194e-6,,2.194e-6,
430.84,1.013e-6,,1.013e-6,
430.89,4.552e-7,,4.552e-7,
430.94,1.991e-7,,1.991e-7,
430.99,8.473e-8,,8.473e-8,
431.04,3.510e-8,,3.510e-8,
431.09,1.415e-8,,1.415e-8,
431.14,5.551e-9,,5.551e-9,
431.19,2.120e-9,,2.120e-9,
431.24,7.879e-10,,7.879e-10,
431.29,2.850e-10,,2.850e-10,
431.34,1.003e-10,,1.003e-10,
431.39,3.437e-11,,3.437e-11,
431.44,1.146e-11,,1.146e-11,
431.49,3.719e-12,,3.719e-12,
431.54,1.175e-12,,1.175e-12,
431.59,3.611e-13,,3.611e-13,
431.64,1.080e-13,,1.080e-13,
431.69,3.145e-14,,3.145e-14,
431.74,8.913e-15,,8.913e-15,
431.79,2.458e-15,,2.458e-15,
431.84,6.598e-16,,6.598e-16,
431.89,1.724e-16,,1.724e-16,
431.94,4.382e-17,,4.382e-17,
431.99,1.084e-17,,1.084e-17,
432.09,1.845e-16,,1.845e-16,
432.14,7.256e-16,,7.256e-16,
432.19,3.083e-15,,3.083e-15,
432.24,1.155e-14,,1.155e-14,
432.29,4.214e-14,,4.214e-14,
432.34,1.498e-13,,1.498e-13,
432.39,5.188e-13,,5.188e-13,
432.44,1.750e-12,,1.750e-12,
432.49,5.750e-12,,5.750e-12,
432.54,1.841e-11,,1.841e-11,
432.59,5.740e-11,,5.740e-11,
432.64,1.744e-10,,1.744e-10,
432.69,5.159e-10,,5.159e-10,
432.74,1.487e-9,,1.487e-9,
432.79,4.176e-9,,4.176e-9,
432.84,1.143e-8,,1.143e-8,
432.89,3.045e-8,,3.045e-8,
432.94,7.904e-8,,7.904e-8,
432.99,1.999e-7,,1.999e-7,
433.04,4.925e-7,,4.925e-7,
433.09,1.182e-6,,1.182e-6,
433.14,2.764e-6,,2.764e-6,3.853e-23
433.19,6.297e-6,,6.297e-6,1.511e-22
433.24,1.397e-5,,1.397e-5,5.773e-22
433.29,3.021e-5,,3.021e-5,2.148e-21
433.34,6.362e-5,,6.362e-5,7.784e-21
433.39,1.305e-4,,1.305e-4,2.748e-20
433.44,2.609e-4,,2.609e-4,9.448e-20
433.49,5.081e-4,,5.081e-4,3.164e-19
433.54,9.639e-4,,9.639e-4,1.032e-18
433.59,1.782e-3,,1.782e-3,3.279e-18
433.64,3.208e-3,,3.208e-3,1.015e-17
433.69,5.627e-3,,5.627e-3,3.058e-17
433.74,9.616e-3,,9.616e-3,8.979e-17
433.79,1.601e-2,,1.601e-2,2.567e-16
433.84,2.597e-2,,2.597e-2,7.151e-16
433.89,4.104e-2,,4.104e-2,1.940e-15
433.94,6.318e-2,,6.318e-2,5.126e-15
433.99,9.476e-2,,9.476e-2,1.319e-14
434.04,1.385e-1,,1.385e-1,3.307e-14
434.09,1.971e-1,,1.971e-1,8.074e-14
434.14,2.734e-1,,2.734e-1,1.920e-13
434.19,3.695e-1,,3.695e-1,4.447e-13
434.24,4.864e-1,,4.864e-1,1.003e-12
434.29,6.238e-1,,6.238e-1,2.205e-12
434.34,7.794e-1,,7.794e-1,4.720e-12
434.39,9.489e-1,,9.489e-1,9.839e-12
434.44,1.125e+0,,1.125e+0,1.998e-11
434.49,1.300e+0,,1.300e+0,3.952e-11
434.54,1.464e+0,,1.464e+0,7.612e-11
434.59,1.605e+0,,1.605e+0,1.428e-10
434.64,1.715e+0,,1.715e+0,2.611e-10
434.69,1.786e+0,,1.786e+0,4.647e-10
434.74,1.811e+0,,1.811e+0,8.057e-10
434.79,1.789e+0,,1.789e+0,1.361e-9
434.84,1.722e+0,,1.722e+0,2.238e-9
434.89,1.615e+0,,1.615e+0,3.586e-9
434.94,1.476e+0,,1.476e+0,5.597e-9
434.99,1.314e+0,,1.314e+0,8.509e-9
435.04,1.139e+0,,1.139e+0,1.260e-8
435.09,9.625e-1,,9.625e-1,1.817e-8
435.14,7.922e-1,,7.922e-1,2.554e-8
435.19,6.352e-1,,6.352e-1,3.495e-8
435.24,4.963e-1,,4.963e-1,4.662e-8
435.29,3.777e-1,,3.777e-1,6.058e-8
435.34,2.800e-1,,2.800e-1,7.672e-8
435.39,2.023e-1,,2.023e-1,9.472e-8
435.44,1.424e-1,,1.424e-1,1.140e-7
435.49,9.759e-2,,9.759e-2,1.340e-7
435.54,6.518e-2,,6.518e-2,1.537e-7
435.59,4.241e-2,,4.241e-2,1.723e-7
435.64,2.688e-2,,2.688e-2,1.892e-7
435.69,1.660e-2,,1.660e-2,2.037e-7
435.74,9.988e-3,,9.988e-3,2.158e-7
435.79,5.854e-3,,5.853e-3,2.256e-7
435.84,3.342e-3,,3.342e-3,2.338e-7
435.89,1.859e-3,,1.859e-3,2.414e-7
435.94,1.007e-3,,1.007e-3,2.494e-7
435.99,5.319e-4,,5.316e-4,2.590e-7
436.04,2.736e-4,,2.734e-4,2.710e-7
436.09,1.372e-4,,1.369e-4,2.858e-7
436.14,6.713e-5,,6.682e-5,3.034e-7
436.19,3.209e-5,,3.177e-5,3.230e-7
436.24,1.505e-5,,1.471e-5,3.431e-7
436.29,6.998e-6,,6.636e-6,3.620e-7
436.34,3.294e-6,,2.916e-6,3.776e-7
436.39,1.636e-6,,1.248e-6,3.880e-7
436.44,9.121e-7,,5.206e-7,3.915e-7
436.49,5.985e-7,,2.115e-7,3.871e-7
436.54,4.580e-7,,8.368e-8,3.743e-7
436.59,3.858e-7,,3.226e-8,3.536e-7
436.64,3.381e-7,,1.211e-8,3.260e-7
436.69,2.976e-7,,4.431e-9,2.932e-7
436.74,2.587e-7,,1.579e-9,2.571e-7
436.79,2.204e-7,,5.479e-10,2.198e-7
436.84,1.833e-7,,1.852e-10,1.831e-7
436.89,1.487e-7,,6.100e-11,1.486e-7
436.94,1.176e-7,,1.957e-11,1.176e-7
436.99,9.059e-8,,6.115e-12,9.059e-8
437.04,6.800e-8,,1.861e-12,6.800e-8
437.09,4.973e-8,,5.519e-13,4.973e-8
437.14,3.542e-8,,1.594e-13,3.542e-8
437.19,2.458e-8,,4.484e-14,2.458e-8
437.24,1.662e-8,,1.229e-14,1.662e-8
437.29,1.094e-8,,3.280e-15,1.094e-8
437.34,7.018e-9,,8.213e-16,7.018e-9
437.39,4.385e-9,,1.748e-16,4.385e-9
437.44,2.669e-9,,,2.669e-9
437.49,1.582e-9,,,1.582e-9
437.54,9.137e-10,,,9.137e-10
437.59,5.140e-10,,,5.140e-10
437.64,2.817e-10,,,2.817e-10
437.69,1.503e-10,,,1.503e-10
437.74,7.818e-11,,,7.818e-11
437.79,3.960e-11,,,3.960e-11
437.84,1.954e-11,,,1.954e-11
437.89,9.389e-12,,,9.389e-12
437.94,4.395e-12,,,4.395e-12
437.99,2.004e-12,,,2.004e-12
438.04,8.903e-13,,,8.903e-13
438.09,3.852e-13,,,3.852e-13
438.14,1.624e-13,,,1.624e-13
438.19,6.667e-14,,,6.667e-14
438.24,2.666e-14,,,2.666e-14
438.29,1.039e-14,,,1.039e-14
438.34,3.942e-15,,,3.942e-15
438.39,1.457e-15,,,1.457e-15
438.44,5.247e-16,,,5.247e-16
438.49,1.840e-16,,,1.840e-16
438.54,6.288e-17,,,6.288e-17
438.59,2.093e-17,,,2.093e-17
438.64,6.785e-18,,,6.785e-18
438.69,2.143e-18,,,2.143e-18
438.74,6.591e-19,,,6.591e-19
438.79,1.975e-19,,,1.975e-19
438.84,5.765e-20,,,5.765e-20
438.89,1.639e-20,,,1.639e-20
438.94,4.540e-21,,,4.540e-21
438.99,1.225e-21,,,1.225e-21
439.04,3.219e-22,,,3.219e-22
439.09,8.240e-23,,,8.240e-23
448.55,9.434e-20,,,9.434e-20
448.6,3.527e-19,,,3.527e-19
448.65,1.286e-18,,,1.286e-18
448.7,4.578e-18,,,4.578e-18
448.75,1.590e-17,,,1.590e-17
448.8,5.386e-17,,,5.386e-17
448.85,1.781e-16,,,1.781e-16
448.9,5.744e-16,,,5.744e-16
448.95,1.808e-15,,,1.808e-15
449,5.554e-15,,,5.554e-15
449.05,1.664e-14,,,1.664e-14
449.1,4.867e-14,,,4.867e-14
449.15,1.389e-13,,,1.389e-13
449.2,3.866e-13,,,3.866e-13
449.25,1.050e-12,,,1.050e-12
449.3,2.784e-12,,,2.784e-12
449.35,7.199e-12,,,7.199e-12
449.4,1.817e-11,,,1.817e-11
449.45,4.474e-11,,,4.474e-11
449.5,1.075e-10,,,1.075e-10
449.55,2.520e-10,,,2.520e-10
449.6,5.764e-10,,,5.764e-10
449.65,1.287e-9,,,1.287e-9
449.7,2.802e-9,,,2.802e-9
449.75,5.955e-9,,,5.955e-9
449.8,1.235e-8,,,1.235e-8
449.85,2.498e-8,,,2.498e-8
449.9,4.932e-8,,,4.932e-8
449.95,9.500e-8,,,9.500e-8
450,1.786e-7,,,1.786e-7
450.05,3.275e-7,,,3.275e-7
450.1,5.860e-7,,,5.860e-7
450.15,1.023e-6,,,1.023e-6
450.2,1.743e-6,,,1.743e-6
450.25,2.898e-6,,,2.898e-6
450.3,4.701e-6,,,4.701e-6
450.35,7.440e-6,,,7.440e-6
450.4,1.149e-5,,,1.149e-5
450.45,1.732e-5,,,1.732e-5
450.5,2.546e-5,,,2.546e-5
450.55,3.653e-5,,,3.653e-5
450.6,5.113e-5,,,5.113e-5
450.65,6.984e-5,,,6.984e-5
450.7,9.309e-5,,,9.309e-5
450.75,1.211e-4,,,1.211e-4
450.8,1.536e-4,,,1.536e-4
450.85,1.902e-4,,,1.902e-4
450.9,2.298e-4,,,2.298e-4
450.95,2.709e-4,,,2.709e-4
451,3.116e-4,,,3.116e-4
451.05,3.497e-4,,,3.497e-4
451.1,3.829e-4,,,3.829e-4
