Wavelength,Sum,Cu I (8.6e-02),Cu II (9.1e-01)
390.18,2.764e+0,,2.764e+0
390.23,2.981e+0,,2.981e+0
390.28,3.111e+0,,3.111e+0
390.33,3.142e+0,,3.142e+0
390.38,3.070e+0,,3.070e+0
390.43,2.904e+0,,2.904e+0
390.48,2.658e+0,,2.658e+0
390.53,2.354e+0,,2.354e+0
390.58,2.017e+0,,2.017e+0
390.63,1.673e+0,,1.673e+0
390.68,1.343e+0,,1.343e+0
390.73,1.043e+0,,1.043e+0
390.78,7.839e-1,,7.839e-1
390.83,5.702e-1,,5.702e-1
390.88,4.015e-1,,4.015e-1
390.93,2.737e-1,,2.737e-1
390.98,1.810e-1,,1.810e-1
391.03,1.166e-1,,1.166e-1
391.08,7.410e-2,,7.410e-2
391.13,4.830e-2,,4.830e-2
391.18,3.524e-2,,3.524e-2
391.23,3.256e-2,,3.256e-2
391.28,3.946e-2,,3.946e-2
391.33,5.660e-2,,5.660e-2
391.38,8.590e-2,,8.590e-2
391.43,1.303e-1,,1.303e-1
391.48,1.935e-1,,1.935e-1
391.53,2.789e-1,,2.789e-1
391.58,3.898e-1,,3.898e-1
391.63,5.273e-1,,5.273e-1
391.68,6.908e-1,,6.908e-1
391.73,8.759e-1,,8.759e-1
391.78,1.075e+0,,1.075e+0
391.83,1.277e+0,,1.277e+0
391.88,1.469e+0,,1.469e+0
391.93,1.636e+0,,1.636e+0
391.98,1.763e+0,,1.763e+0
392.03,1.839e+0,,1.839e+0
392.08,1.857e+0,,1.857e+0
392.13,1.815e+0,,1.815e+0
392.18,1.717e+0,,1.717e+0
392.23,1.573e+0,,1.573e+0
392.28,1.395e+0,,1.395e+0
392.33,1.197e+0,,1.197e+0
392.38,9.943e-1,,9.943e-1
392.43,7.996e-1,,7.996e-1
392.48,6.225e-1,,6.225e-1
392.53,4.690e-1,,4.690e-1
392.58,3.421e-1,,3.421e-1
392.63,2.416e-1,,2.416e-1
392.68,1.651e-1,,1.651e-1
392.73,1.092e-1,,1.092e-1
392.78,6.995e-2,,6.995e-2
392.83,4.337e-2,,4.337e-2
392.88,2.602e-2,,2.602e-2
392.93,1.512e-2,,1.512e-2
392.98,8.500e-3,,8.500e-3
393.03,4.626e-3,,4.626e-3
393.08,2.437e-3,,2.437e-3
393.13,1.243e-3,,1.243e-3
393.18,6.137e-4,,6.137e-4
393.23,2.933e-4,,2.933e-4
393.28,1.357e-4,,1.357e-4
393.33,6.075e-5,,6.075e-5
393.38,2.633e-5,,2.633e-5
393.43,1.105e-5,,1.105e-5
393.48,4.488e-6,,4.488e-6
393.53,1.764e-6,,1.764e-6
393.58,6.715e-7,,6.715e-7
393.63,2.474e-7,,2.474e-7
393.68,8.822e-8,,8.822e-8
393.73,3.045e-8,,3.045e-8
393.78,1.018e-8,,1.018e-8
393.83,3.291e-9,,3.291e-9
393.88,1.030e-9,,1.030e-9
393.93,3.123e-10,,3.123e-10
393.98,9.162e-11,,9.162e-11
394.03,2.602e-11,,2.602e-11
394.08,7.153e-12,,7.153e-12
394.13,1.903e-12,,1.903e-12
394.18,4.903e-13,,4.903e-13
394.23,1.223e-13,,1.223e-13
394.28,2.951e-14,,2.951e-14
394.33,6.894e-15,,6.894e-15
394.38,1.559e-15,,1.559e-15
394.43,3.413e-16,,3.413e-16
399.83,2.551e-13,2.551e-13,
399.88,1.128e-12,1.128e-12,
399.93,4.833e-12,4.833e-12,
399.98,2.008e-11,2.008e-11,
400.03,8.092e-11,8.092e-11,
400.08,3.161e-10,3.161e-10,
400.13,1.197e-9,1.197e-9,
400.18,4.397e-9,4.397e-9,
400.23,1.566e-8,1.566e-8,
400.28,5.406e-8,5.406e-8,
400.33,1.809e-7,1.809e-7,
400.38,5.872e-7,5.872e-7,
400.43,1.848e-6,1.848e-6,
400.48,5.638e-6,5.638e-6,
400.53,1.668e-5,1.668e-5,
400.58,4.783e-5,4.783e-5,
400.63,1.330e-4,1.330e-4,
400.68,3.587e-4,3.587e-4,
400.73,9.376e-4,9.376e-4,
400.78,2.377e-3,2.377e-3,
400.83,5.841e-3,5.841e-3,
400.88,1.392e-2,1.392e-2,
400.93,3.215e-2,3.215e-2,
400.98,7.202e-2,7.202e-2,
401.03,1.564e-1,1.564e-1,
401.08,3.294e-1,3.294e-1,
401.13,6.725e-1,6.725e-1,
401.18,1.331e+0,1.331e+0,
401.23,2.555e+0,2.555e+0,
401.28,4.755e+0,4.755e+0,
401.33,8.579e+0,8.579e+0,
401.38,1.501e+1,1.501e+1,
401.43,2.546e+1,2.546e+1,
401.48,4.187e+1,4.187e+1,
401.53,6.676e+1,6.676e+1,
401.58,1.032e+2,1.032e+2,
401.63,1.547e+2,1.547e+2,
401.68,2.248e+2,2.248e+2,
401.73,3.168e+2,3.168e+2,
401.78,4.329e+2,4.329e+2,
401.83,5.735e+2,5.735e+2,
401.88,7.365e+2,7.365e+2,
401.93,9.172e+2,9.172e+2,1.227e-14
401.98,1.107e+3,1.107e+3,5.311e-14
402.03,1.297e+3,1.297e+3,2.229e-13
402.08,1.472e+3,1.472e+3,9.071e-13
402.13,1.620e+3,1.620e+3,3.581e-12
402.18,1.728e+3,1.728e+3,1.371e-11
402.23,1.788e+3,1.788e+3,5.091e-11
402.28,1.793e+3,1.793e+3,1.834e-10
402.33,1.744e+3,1.744e+3,6.405e-10
402.38,1.645e+3,1.645e+3,2.170e-9
402.43,1.504e+3,1.504e+3,7.130e-9
402.48,1.333e+3,1.333e+3,2.272e-8
402.53,1.146e+3,1.146e+3,7.023e-8
402.58,9.548e+2,9.548e+2,2.105e-7
402.63,7.715e+2,7.715e+2,6.121e-7
402.68,6.044e+2,6.044e+2,1.726e-6
402.73,4.591e+2,4.591e+2,4.721e-6
402.78,3.381e+2,3.381e+2,1.252e-5
402.83,2.414e+2,2.414e+2,3.222e-5
402.88,1.671e+2,1.671e+2,8.039e-5
402.93,1.122e+2,1.122e+2,1.946e-4
402.98,7.302e+1,7.302e+1,4.567e-4
403.03,4.608e+1,4.608e+1,1.040e-3
403.08,2.819e+1,2.819e+1,2.295e-3
403.13,1.673e+1,1.672e+1,4.915e-3
403.18,9.629e+0,9.619e+0,1.021e-2
403.23,5.384e+0,5.364e+0,2.057e-2
403.28,2.940e+0,2.900e+0,4.018e-2
403.33,1.597e+0,1.520e+0,7.613e-2
403.38,9.127e-1,7.728e-1,1.399e-1
403.43,6.303e-1,3.809e-1,2.494e-1
403.48,6.131e-1,1.820e-1,4.311e-1
403.53,8.072e-1,8.432e-2,7.229e-1
403.58,1.213e+0,3.787e-2,1.176e+0
403.63,1.871e+0,1.650e-2,1.854e+0
403.68,2.843e+0,6.966e-3,2.836e+0
403.73,4.211e+0,2.852e-3,4.208e+0
403.78,6.056e+0,1.132e-3,6.055e+0
403.83,8.451e+0,4.357e-4,8.451e+0
403.88,1.144e+1,1.626e-4,1.144e+1
403.93,1.502e+1,5.884e-5,1.502e+1
403.98,1.912e+1,2.064e-5,1.912e+1
404.03,2.361e+1,7.021e-6,2.361e+1
404.08,2.828e+1,2.316e-6,2.828e+1
404.13,3.285e+1,7.438e-7,3.285e+1
404.18,3.702e+1,2.417e-7,3.702e+1
404.23,4.045e+1,1.113e-7,4.045e+1
404.28,4.287e+1,1.627e-7,4.287e+1
404.33,4.407e+1,4.718e-7,4.407e+1
404.38,4.393e+1,1.480e-6,4.393e+1
404.43,4.248e+1,4.549e-6,4.248e+1
404.48,3.984e+1,1.358e-5,3.984e+1
404.53,3.623e+1,3.932e-5,3.623e+1
404.58,3.196e+1,1.105e-4,3.196e+1
404.63,2.735e+1,3.011e-4,2.735e+1
404.68,2.269e+1,7.963e-4,2.269e+1
404.73,1.827e+1,2.043e-3,1.826e+1
404.78,1.426e+1,5.084e-3,1.426e+1
404.83,1.081e+1,1.228e-2,1.079e+1
404.88,7.954e+0,2.876e-2,7.925e+0
404.93,5.709e+0,6.536e-2,5.644e+0
404.98,4.043e+0,1.441e-1,3.898e+0
405.03,2.920e+0,3.083e-1,2.612e+0
405.08,2.337e+0,6.398e-1,1.697e+0
405.13,2.357e+0,1.288e+0,1.069e+0
405.18,3.169e+0,2.516e+0,6.535e-1
405.23,5.155e+0,4.767e+0,3.874e-1
405.28,8.987e+0,8.765e+0,2.227e-1
405.33,1.576e+1,1.563e+1,1.242e-1
405.38,2.712e+1,2.705e+1,6.716e-2
405.43,4.544e+1,4.541e+1,3.523e-2
405.48,7.397e+1,7.395e+1,1.792e-2
405.53,1.169e+2,1.168e+2,8.842e-3
405.58,1.791e+2,1.791e+2,4.231e-3
405.63,2.664e+2,2.664e+2,1.964e-3
405.68,3.843e+2,3.843e+2,8.841e-4
405.73,5.379e+2,5.379e+2,3.860e-4
405.78,7.304e+2,7.304e+2,1.634e-4
405.83,9.623e+2,9.623e+2,6.712e-5
405.88,1.230e+3,1.230e+3,2.674e-5
405.93,1.525e+3,1.525e+3,1.033e-5
405.98,1.835e+3,1.835e+3,3.870e-6
406.03,2.141e+3,2.141e+3,1.406e-6
406.08,2.424e+3,2.424e+3,4.957e-7
406.13,2.663e+3,2.663e+3,1.694e-7
406.18,2.838e+3,2.838e+3,5.618e-8
406.23,2.934e+3,2.934e+3,1.806e-8
406.28,2.943e+3,2.943e+3,5.634e-9
406.33,2.864e+3,2.864e+3,1.704e-9
406.38,2.703e+3,2.703e+3,5.000e-10
406.43,2.476e+3,2.476e+3,1.423e-10
406.48,2.200e+3,2.200e+3,3.926e-11
406.53,1.897e+3,1.897e+3,1.051e-11
406.58,1.586e+3,1.586e+3,2.728e-12
406.63,1.287e+3,1.287e+3,6.867e-13
406.68,1.013e+3,1.013e+3,1.677e-13
406.73,7.737e+2,7.737e+2,3.972e-14
406.78,5.732e+2,5.732e+2,9.123e-15
406.83,4.120e+2,4.120e+2,
406.88,2.873e+2,2.873e+2,
406.93,1.944e+2,1.944e+2,
406.98,1.276e+2,1.276e+2,
407.03,8.123e+1,8.123e+1,
407.08,5.018e+1,5.018e+1,
407.13,3.007e+1,3.007e+1,
407.18,1.749e+1,1.749e+1,
407.23,9.864e+0,9.864e+0,
407.28,5.398e+0,5.398e+0,
407.33,2.866e+0,2.866e+0,
407.38,1.476e+0,1.476e+0,
407.43,7.376e-1,7.376e-1,
407.48,3.576e-1,3.576e-1,
407.53,1.682e-1,1.682e-1,
407.58,7.675e-2,7.675e-2,
407.63,3.397e-2,3.397e-2,
407.68,1.459e-2,1.459e-2,
407.73,6.080e-3,6.080e-3,
407.78,2.457e-3,2.457e-3,
407.83,9.637e-4,9.637e-4,
407.88,3.667e-4,3.667e-4,
407.93,1.353e-4,1.353e-4,
407.98,4.846e-5,4.846e-5,
408.03,1.684e-5,1.684e-5,
408.08,5.675e-6,5.675e-6,
408.13,1.856e-6,1.856e-6,
408.18,5.886e-7,5.886e-7,
408.23,1.812e-7,1.812e-7,
408.28,5.409e-8,5.409e-8,
408.33,1.567e-8,1.567e-8,
408.38,4.403e-9,4.403e-9,
408.43,1.200e-9,1.200e-9,
408.48,3.175e-10,3.175e-10,
408.53,8.148e-11,8.148e-11,
408.58,2.029e-11,2.029e-11,
408.63,4.899e-12,4.899e-12,
408.68,1.148e-12,1.148e-12,
408.73,2.610e-13,2.610e-13,
414.08,4.292e-29,,4.292e-29
414.13,1.787e-28,,1.787e-28
414.18,7.227e-28,,7.227e-28
414.23,2.840e-27,,2.840e-27
414.28,1.084e-26,,1.084e-26
414.33,4.023e-26,,4.023e-26
414.38,1.450e-25,,1.450e-25
414.43,5.078e-25,,5.078e-25
414.48,1.728e-24,,1.728e-24
414.53,5.712e-24,,5.712e-24
414.58,1.835e-23,,1.835e-23
414.63,5.726e-23,,5.726e-23
414.68,1.736e-22,,1.736e-22
414.73,5.115e-22,,5.115e-22
414.78,1.464e-21,,1.464e-21
414.83,4.072e-21,,4.072e-21
414.88,1.100e-20,,1.100e-20
414.93,2.888e-20,,2.888e-20
414.98,7.368e-20,,7.368e-20
415.03,1.826e-19,,1.826e-19
415.08,4.397e-19,,4.397e-19
415.13,1.029e-18,,1.029e-18
415.18,2.338e-18,,2.338e-18
415.23,5.164e-18,,5.164e-18
415.28,1.108e-17,,1.108e-17
415.33,2.310e-17,,2.310e-17
415.38,4.680e-17,,4.680e-17
415.43,9.211e-17,,9.211e-17
415.48,1.761e-16,,1.761e-16
415.53,3.272e-16,,3.272e-16
415.58,5.907e-16,,5.907e-16
415.63,1.036e-15,,1.036e-15
415.68,1.766e-15,,1.766e-15
415.73,2.923e-15,,2.923e-15
415.78,4.703e-15,,4.703e-15
415.83,7.350e-15,,7.350e-15
415.88,1.116e-14,,1.116e-14
415.93,1.647e-14,,1.647e-14
415.98,2.361e-14,,2.361e-14
416.03,3.288e-14,,3.288e-14
416.08,4.450e-14,,4.450e-14
416.13,5.851e-14,,5.851e-14
416.18,7.474e-14,,7.474e-14
416.23,9.277e-14,,9.277e-14
416.28,1.119e-13,,1.119e-13
416.33,1.311e-13,,1.311e-13
416.38,1.492e-13,,1.492e-13
416.43,1.651e-13,,1.651e-13
416.48,1.774e-13,,1.774e-13
416.53,1.852e-13,,1.852e-13
416.58,1.879e-13,,1.879e-13
416.63,1.852e-13,,1.852e-13
416.68,1.774e-13,,1.774e-13
416.73,1.651e-13,,1.651e-13
416.78,1.492e-13,,1.492e-13
416.84,1.273e-13,,1.273e-13
416.89,1.080e-13,,1.080e-13
416.94,8.906e-14,,8.906e-14
416.99,7.134e-14,,7.134e-14
417.04,5.552e-14,,5.552e-14
417.09,4.198e-14,,4.198e-14
417.14,3.084e-14,,3.084e-14
417.19,2.202e-14,,2.202e-14
417.24,1.527e-14,,1.527e-14
417.29,1.029e-14,,1.029e-14
417.34,6.737e-15,,6.737e-15
417.39,4.286e-15,,4.286e-15
417.44,2.649e-15,,2.649e-15
417.49,1.591e-15,,1.591e-15
417.54,9.281e-16,,9.281e-16
417.59,5.261e-16,,5.261e-16
417.64,2.898e-16,,2.898e-16
417.69,1.551e-16,,1.551e-16
417.74,8.063e-17,,8.063e-17
417.79,4.073e-17,,4.073e-17
417.84,1.999e-17,,1.999e-17
417.89,9.534e-18,,9.534e-18
417.94,4.417e-18,,4.417e-18
417.99,1.989e-18,,1.989e-18
418.04,8.698e-19,,8.698e-19
418.09,3.697e-19,,3.697e-19
418.14,1.526e-19,,1.526e-19
418.19,6.123e-20,,6.123e-20
418.24,2.387e-20,,2.387e-20
418.29,9.039e-21,,9.039e-21
418.34,3.326e-21,,3.326e-21
418.39,1.189e-21,,1.189e-21
418.44,4.130e-22,,4.130e-22
418.49,1.394e-22,,1.394e-22
418.54,4.571e-23,,4.571e-23
418.59,1.456e-23,,1.456e-23
418.64,4.507e-24,,4.507e-24
418.69,1.356e-24,,1.356e-24
418.74,3.961e-25,,3.961e-25
418.79,1.125e-25,,1.125e-25
418.84,3.102e-26,,3.102e-26
418.89,8.314e-27,,8.314e-27
418.94,2.165e-27,,2.165e-27
418.99,5.478e-28,,5.478e-28
419.04,1.347e-28,,1.347e-28
419.09,3.216e-29,,3.216e-29
420.24,3.008e-15,,3.008e-15
420.29,1.235e-14,,1.235e-14
420.34,4.932e-14,,4.932e-14
420.39,1.915e-13,,1.915e-13
420.44,7.232e-13,,7.232e-13
420.49,2.655e-12,,2.655e-12
420.54,9.480e-12,,9.480e-12
420.59,3.292e-11,,3.292e-11
420.64,1.111e-10,,1.111e-10
420.69,3.648e-10,,3.648e-10
420.74,1.165e-9,,1.165e-9
420.79,3.616e-9,,3.616e-9
420.84,1.092e-8,,1.092e-8
420.89,3.204e-8,,3.204e-8
420.94,9.147e-8,,9.147e-8
420.99,2.539e-7,,2.539e-7
421.04,6.854e-7,,6.854e-7
421.09,1.799e-6,,1.799e-6
421.14,4.592e-6,,4.592e-6
421.19,1.140e-5,,1.140e-5
421.24,2.751e-5,,2.751e-5
421.29,6.456e-5,,6.456e-5
421.34,1.473e-4,,1.473e-4
421.39,3.270e-4,,3.270e-4
421.44,7.056e-4,,7.056e-4
421.49,1.481e-3,,1.481e-3
421.54,3.022e-3,,3.022e-3
421.59,5.996e-3,,5.996e-3
421.64,1.157e-2,,1.157e-2
421.69,2.171e-2,,2.171e-2
421.74,3.962e-2,,3.962e-2
421.79,7.029e-2,,7.029e-2
421.84,1.213e-1,,1.213e-1
421.89,2.035e-1,,2.035e-1
421.94,3.320e-1,,3.320e-1
421.99,5.267e-1,,5.267e-1
422.04,8.125e-1,,8.125e-1
422.09,1.219e+0,,1.219e+0
422.14,1.778e+0,,1.778e+0
422.19,2.522e+0,,2.522e+0
422.24,3.479e+0,,3.479e+0
422.29,4.667e+0,,4.667e+0
422.34,6.088e+0,4.862e-14,6.088e+0
422.39,7.722e+0,1.980e-13,7.722e+0
422.44,9.524e+0,7.842e-13,9.524e+0
422.49,1.142e+1,3.021e-12,1.142e+1
422.54,1.332e+1,1.132e-11,1.332e+1
422.59,1.511e+1,4.127e-11,1.511e+1
422.64,1.666e+1,1.463e-10,1.666e+1
422.69,1.787e+1,5.046e-10,1.787e+1
422.74,1.864e+1,1.693e-9,1.864e+1
422.79,1.890e+1,5.523e-9,1.890e+1
422.84,1.864e+1,1.753e-8,1.864e+1
422.89,1.787e+1,5.411e-8,1.787e+1
422.94,1.666e+1,1.625e-7,1.666e+1
422.99,1.511e+1,4.745e-7,1.511e+1
423.04,1.332e+1,1.348e-6,1.332e+1
423.09,1.142e+1,3.725e-6,1.142e+1
423.14,9.524e+0,1.001e-5,9.524e+0
423.19,7.722e+0,2.618e-5,7.722e+0
423.24,6.088e+0,6.656e-5,6.088e+0
423.29,4.667e+0,1.646e-4,4.667e+0
423.34,3.480e+0,3.961e-4,3.479e+0
423.39,2.523e+0,9.270e-4,2.522e+0
423.44,1.780e+0,2.110e-3,1.778e+0
423.49,1.224e+0,4.672e-3,1.219e+0
423.54,8.226e-1,1.006e-2,8.125e-1
423.59,5.477e-1,2.108e-2,5.267e-1
423.64,3.749e-1,4.295e-2,3.320e-1
423.69,2.886e-1,8.512e-2,2.035e-1
423.74,2.854e-1,1.641e-1,1.213e-1
423.79,3.780e-1,3.077e-1,7.029e-2
423.84,6.009e-1,5.612e-1,3.962e-2
423.89,1.017e+0,9.957e-1,2.171e-2
423.94,1.730e+0,1.718e+0,1.157e-2
423.99,2.890e+0,2.884e+0,5.996e-3
424.04,4.712e+0,4.709e+0,3.022e-3
424.09,7.479e+0,7.478e+0,1.481e-3
424.14,1.155e+1,1.155e+1,7.056e-4
424.19,1.735e+1,1.735e+1,3.270e-4
424.24,2.536e+1,2.536e+1,1.473e-4
424.29,3.605e+1,3.605e+1,6.456e-5
424.34,4.985e+1,4.985e+1,2.751e-5
424.39,6.705e+1,6.705e+1,1.140e-5
424.44,8.771e+1,8.771e+1,4.592e-6
424.49,1.116e+2,1.116e+2,1.799e-6
424.54,1.381e+2,1.381e+2,6.854e-7
424.59,1.663e+2,1.663e+2,2.539e-7
424.64,1.947e+2,1.947e+2,9.147e-8
424.69,2.218e+2,2.218e+2,3.204e-8
424.74,2.457e+2,2.457e+2,1.092e-8
424.79,2.648e+2,2.648e+2,3.616e-9
424.84,2.776e+2,2.776e+2,1.165e-9
424.89,2.830e+2,2.830e+2,3.648e-10
424.94,2.807e+2,2.807e+2,1.111e-10
424.99,2.708e+2,2.708e+2,3.292e-11
425.04,2.540e+2,2.540e+2,9.480e-12
425.09,2.319e+2,2.319e+2,2.655e-12
425.14,2.058e+2,2.058e+2,7.232e-13
425.19,1.777e+2,1.777e+2,1.915e-13
425.24,1.493e+2,1.493e+2,4.932e-14
425.29,1.219e+2,1.219e+2,1.235e-14
425.34,9.690e+1,9.690e+1,3.008e-15
425.39,7.490e+1,7.490e+1,
425.44,5.631e+1,5.631e+1,
425.49,4.118e+1,4.118e+1,
425.54,2.929e+1,2.929e+1,
425.59,2.027e+1,2.027e+1,
425.64,1.364e+1,1.364e+1,
425.69,8.928e+0,8.928e+0,
425.74,5.684e+0,5.684e+0,
425.79,3.521e+0,3.521e+0,
425.84,2.121e+0,2.121e+0,
425.89,1.244e+0,1.244e+0,
425.94,7.118e-1,7.118e-1,
425.99,4.010e-1,4.010e-1,
426.04,2.306e-1,2.306e-1,
426.09,1.527e-1,1.527e-1,
426.14,1.459e-1,1.459e-1,
426.19,2.144e-1,2.144e-1,
426.24,3.920e-1,3.920e-1,
426.29,7.543e-1,7.543e-1,
426.34,1.441e+0,1.441e+0,
426.39,2.692e+0,2.692e+0,
426.44,4.899e+0,4.899e+0,
426.49,8.678e+0,8.678e+0,
426.54,1.496e+1,1.496e+1,
426.59,2.508e+1,2.508e+1,
426.64,4.093e+1,4.093e+1,
426.69,6.499e+1,6.499e+1,
426.74,1.004e+2,1.004e+2,
426.79,1.509e+2,1.509e+2,
426.84,2.208e+2,2.208e+2,
426.89,3.142e+2,3.142e+2,
426.94,4.351e+2,4.351e+2,
426.99,5.863e+2,5.863e+2,
427.04,7.687e+2,7.687e+2,
427.09,9.806e+2,9.806e+2,
427.14,1.217e+3,1.217e+3,
427.19,1.470e+3,1.470e+3,
427.24,1.728e+3,1.728e+3,
427.29,1.975e+3,1.975e+3,
427.34,2.198e+3,2.198e+3,
427.39,2.379e+3,2.379e+3,
427.44,2.506e+3,2.506e+3,
427.49,2.569e+3,2.569e+3,
427.54,2.562e+3,2.562e+3,
427.59,2.486e+3,2.486e+3,
427.64,2.347e+3,2.347e+3,
427.69,2.156e+3,2.156e+3,
427.74,1.927e+3,1.927e+3,
427.79,1.676e+3,1.676e+3,
427.84,1.419e+3,1.419e+3,
427.89,1.168e+3,1.168e+3,
427.94,9.360e+2,9.360e+2,
427.99,7.297e+2,7.297e+2,
428.04,5.536e+2,5.536e+2,
428.09,4.086e+2,4.086e+2,
428.14,2.934e+2,2.934e+2,
428.19,2.051e+2,2.051e+2,
428.24,1.394e+2,1.394e+2,
428.29,9.225e+1,9.225e+1,
428.34,5.938e+1,5.938e+1,
428.39,3.720e+1,3.720e+1,
428.44,2.267e+1,2.267e+1,
428.49,1.344e+1,1.344e+1,
428.54,7.757e+0,7.757e+0,
428.59,4.355e+0,4.355e+0,
428.64,2.379e+0,2.379e+0,
428.69,1.265e+0,1.265e+0,
428.74,6.541e-1,6.541e-1,
428.79,3.292e-1,3.292e-1,
428.84,1.612e-1,1.612e-1,
428.89,7.680e-2,7.680e-2,
428.94,3.560e-2,3.560e-2,
428.99,1.606e-2,1.606e-2,
429.04,7.049e-3,7.049e-3,
429.09,3.010e-3,3.010e-3,
429.14,1.251e-3,1.251e-3,
429.19,5.058e-4,5.058e-4,
429.24,1.990e-4,1.990e-4,
429.29,7.617e-5,7.617e-5,
429.34,2.837e-5,2.837e-5,
429.39,1.028e-5,1.028e-5,
429.44,3.626e-6,3.626e-6,
429.49,1.244e-6,1.244e-6,
429.54,4.153e-7,4.153e-7,
429.59,1.349e-7,1.349e-7,
429.64,4.265e-8,4.265e-8,
429.69,1.312e-8,1.312e-8,
429.74,3.925e-9,3.925e-9,
429.79,1.143e-9,1.143e-9,
429.84,3.238e-10,3.238e-10,
429.89,8.926e-11,8.926e-11,
429.94,2.394e-11,2.394e-11,
429.99,6.249e-12,6.249e-12,
430.04,1.587e-12,1.587e-12,
430.09,3.921e-13,3.921e-13,
434.94,3.015e-18,,3.015e-18
434.99,1.175e-17,,1.175e-17
435.04,4.463e-17,,4.463e-17
435.09,1.651e-16,,1.651e-16
435.14,5.953e-16,,5.953e-16
435.19,2.090e-15,,2.090e-15
435.24,7.152e-15,,7.152e-15
435.29,2.384e-14,,2.384e-14
435.34,7.740e-14,,7.740e-14
435.39,2.448e-13,,2.448e-13
435.44,7.545e-13,,7.545e-13
435.49,2.265e-12,,2.265e-12
435.54,6.626e-12,,6.626e-12
435.59,1.888e-11,,1.888e-11
435.64,5.242e-11,,5.242e-11
435.69,1.418e-10,,1.418e-10
435.74,3.736e-10,,3.736e-10
435.79,9.589e-10,,9.589e-10
435.84,2.398e-9,,2.398e-9
435.89,5.842e-9,,5.842e-9
435.94,1.387e-8,,1.387e-8
435.99,3.207e-8,,3.207e-8
436.04,7.224e-8,,7.224e-8
436.09,1.585e-7,,1.585e-7
436.14,3.390e-7,,3.390e-7
436.19,7.061e-7,,7.061e-7
436.24,1.433e-6,,1.433e-6
436.29,2.833e-6,,2.833e-6
436.34,5.456e-6,,5.456e-6
436.39,1.024e-5,,1.024e-5
436.44,1.871e-5,,1.871e-5
436.49,3.333e-5,,3.333e-5
436.54,5.783e-5,,5.783e-5
436.59,9.774e-5,,9.774e-5
436.64,1.610e-4,,1.610e-4
436.69,2.582e-4,,2.582e-4
436.74,4.036e-4,,4.036e-4
436.79,6.145e-4,,6.145e-4
436.84,9.115e-4,,9.115e-4
436.89,1.317e-3,,1.317e-3
436.94,1.855e-3,,1.855e-3
436.99,2.544e-3,,2.544e-3
437.04,3.399e-3,,3.399e-3
437.09,4.425e-3,,4.425e-3
437.14,5.612e-3,,5.612e-3
437.19,6.934e-3,,6.934e-3
437.24,8.346e-3,,8.346e-3
437.29,9.788e-3,,9.788e-3
437.34,1.118e-2,,1.118e-2
437.39,1.245e-2,,1.245e-2
437.44,1.350e-2,,1.350e-2
437.49,1.426e-2,,1.426e-2
437.54,1.467e-2,,1.467e-2
437.59,1.471e-2,,1.471e-2
437.64,1.437e-2,,1.437e-2
437.69,1.367e-2,,1.367e-2
437.74,1.268e-2,,1.268e-2
437.79,1.145e-2,,1.145e-2
437.84,1.007e-2,,1.007e-2
437.89,8.635e-3,,8.635e-3
437.94,7.211e-3,,7.211e-3
437.99,5.867e-3,,5.867e-3
438.04,4.650e-3,,4.650e-3
438.09,3.591e-3,,3.591e-3
438.14,2.701e-3,,2.701e-3
438.19,1.980e-3,,1.980e-3
438.24,1.413e-3,,1.413e-3
438.29,9.832e-4,,9.832e-4
438.34,6.663e-4,,6.663e-4
438.39,4.399e-4,,4.399e-4
438.44,2.829e-4,,2.829e-4
438.49,1.773e-4,,1.773e-4
438.54,1.082e-4,,1.082e-4
438.59,6.436e-5,,6.436e-5
438.64,3.729e-5,,3.729e-5
438.69,2.105e-5,,2.105e-5
438.74,1.157e-5,,1.157e-5
438.79,6.201e-6,,6.201e-6
438.84,3.236e-6,,3.236e-6
438.89,1.646e-6,,1.646e-6
438.94,8.151e-7,,8.151e-7
438.99,3.934e-7,,3.934e-7
439.04,1.849e-7,,1.849e-7
439.09,8.471e-8,,8.471e-8
439.14,3.780e-8,,3.780e-8
439.19,1.643e-8,,1.643e-8
439.24,6.960e-9,,6.960e-9
439.29,2.872e-9,,2.872e-9
439.34,1.154e-9,,1.154e-9
439.39,4.520e-10,,4.520e-10
439.44,1.724e-10,,1.724e-10
439.49,6.410e-11,,6.410e-11
439.54,2.321e-11,,2.321e-11
439.59,8.187e-12,,8.187e-12
439.64,2.814e-12,,2.814e-12
439.69,9.421e-13,,9.421e-13
439.74,3.073e-13,,3.073e-13
439.79,9.765e-14,,9.765e-14
439.84,3.023e-14,,3.023e-14
439.89,9.117e-15,,9.117e-15
439.94,2.679e-15,,2.679e-15
439.99,7.669e-16,,7.669e-16
440.04,2.139e-16,,2.139e-16
440.09,5.810e-17,,5.810e-17
440.14,1.538e-17,,1.538e-17
440.19,3.966e-18,,3.966e-18
445.34,3.860e-14,3.860e-14,
445.39,1.456e-13,1.456e-13,
445.44,5.357e-13,5.357e-13,
445.49,1.922e-12,1.922e-12,
445.54,6.729e-12,6.729e-12,
445.59,2.298e-11,2.298e-11,
445.64,7.652e-11,7.652e-11,
445.69,2.486e-10,2.486e-10,
445.74,7.876e-10,7.876e-10,
445.79,2.434e-9,2.434e-9,
445.84,7.337e-9,7.337e-9,
445.89,2.157e-8,2.157e-8,
445.94,6.188e-8,6.188e-8,
445.99,1.731e-7,1.731e-7,
