Wavelength,Sum,Cu I (8.6e-02),Cu II (9.1e-01)
259.88,6.757e+2,,6.757e+2
259.93,7.438e+2,,7.438e+2
259.98,7.691e+2,,7.691e+2
260.03,7.466e+2,,7.466e+2
260.08,6.798e+2,,6.798e+2
260.13,5.799e+2,,5.799e+2
260.18,4.631e+2,,4.631e+2
260.23,3.457e+2,,3.457e+2
260.28,2.411e+2,3.605e-12,2.411e+2
260.33,1.570e+2,3.383e-11,1.570e+2
260.38,9.529e+1,2.951e-10,9.529e+1
260.43,5.390e+1,2.393e-9,5.390e+1
260.48,2.840e+1,1.805e-8,2.840e+1
260.53,1.393e+1,1.265e-7,1.393e+1
260.58,6.357e+0,8.242e-7,6.357e+0
260.63,2.699e+0,4.993e-6,2.699e+0
260.68,1.065e+0,2.812e-5,1.065e+0
260.73,3.911e-1,1.472e-4,3.909e-1
260.78,1.340e-1,7.167e-4,1.333e-1
260.83,4.551e-2,3.243e-3,4.226e-2
260.88,2.609e-2,1.364e-2,1.245e-2
260.93,5.677e-2,5.336e-2,3.407e-3
260.98,1.949e-1,1.940e-1,8.666e-4
261.03,6.560e-1,6.558e-1,2.065e-4
261.08,2.061e+0,2.061e+0,5.308e-5
261.13,6.021e+0,6.021e+0,4.253e-5
261.18,1.635e+1,1.635e+1,1.283e-4
261.23,4.129e+1,4.129e+1,4.461e-4
261.28,9.692e+1,9.692e+1,1.461e-3
261.33,2.115e+2,2.115e+2,4.449e-3
261.38,4.291e+2,4.291e+2,1.260e-2
261.43,8.093e+2,8.093e+2,3.318e-2
261.48,1.419e+3,1.419e+3,8.125e-2
261.53,2.313e+3,2.313e+3,1.850e-1
261.58,3.506e+3,3.505e+3,3.915e-1
261.63,4.939e+3,4.938e+3,7.706e-1
261.68,6.470e+3,6.468e+3,1.410e+0
261.73,7.878e+3,7.876e+3,2.399e+0
261.78,8.919e+3,8.915e+3,3.795e+0
261.83,9.388e+3,9.382e+3,5.582e+0
261.88,9.187e+3,9.179e+3,7.635e+0
261.93,8.359e+3,8.349e+3,9.708e+0
261.98,7.071e+3,7.060e+3,1.148e+1
262.03,5.562e+3,5.550e+3,1.262e+1
262.08,4.069e+3,4.056e+3,1.290e+1
262.13,2.768e+3,2.755e+3,1.225e+1
262.18,1.751e+3,1.740e+3,1.083e+1
262.23,1.031e+3,1.022e+3,8.896e+0
262.28,5.647e+2,5.579e+2,6.795e+0
262.33,2.880e+2,2.831e+2,4.826e+0
262.38,1.368e+2,1.336e+2,3.187e+0
262.44,5.102e+1,4.926e+1,1.759e+0
262.49,2.078e+1,1.979e+1,9.899e-1
262.54,7.913e+0,7.395e+0,5.178e-1
262.59,2.821e+0,2.569e+0,2.519e-1
262.64,9.433e-1,8.294e-1,1.139e-1
262.69,2.969e-1,2.490e-1,4.789e-2
262.74,8.821e-2,6.948e-2,1.872e-2
262.79,2.483e-2,1.803e-2,6.807e-3
262.84,6.649e-3,4.348e-3,2.301e-3
262.89,1.698e-3,9.750e-4,7.229e-4
262.94,4.145e-4,2.032e-4,2.112e-4
262.99,9.677e-5,3.939e-5,5.739e-5
263.04,2.159e-5,7.097e-6,1.450e-5
263.09,4.593e-6,1.189e-6,3.404e-6
263.14,9.285e-7,1.851e-7,7.434e-7
263.19,1.777e-7,2.679e-8,1.509e-7
263.24,3.210e-8,3.606e-9,2.849e-8
263.29,5.453e-9,4.512e-10,5.001e-9
263.34,8.687e-10,5.248e-11,8.162e-10
263.39,1.295e-10,5.675e-12,1.239e-10
263.44,1.747e-11,,1.747e-11
263.49,2.292e-12,,2.292e-12
263.54,2.796e-13,,2.796e-13
263.59,3.171e-14,,3.171e-14
263.64,3.343e-15,,3.343e-15
265.04,4.821e-14,,4.821e-14
265.09,4.357e-13,,4.357e-13
265.14,3.670e-12,,3.670e-12
265.19,2.882e-11,,2.882e-11
265.24,2.109e-10,,2.109e-10
265.29,1.439e-9,,1.439e-9
265.34,9.147e-9,,9.147e-9
265.39,5.421e-8,,5.421e-8
265.44,2.994e-7,,2.994e-7
265.49,1.542e-6,,1.542e-6
265.54,7.399e-6,,7.399e-6
265.59,3.310e-5,,3.310e-5
265.64,1.380e-4,,1.380e-4
265.69,5.362e-4,,5.362e-4
265.74,1.942e-3,,1.942e-3
265.79,6.558e-3,,6.558e-3
265.84,2.064e-2,,2.064e-2
265.89,6.053e-2,,6.053e-2
265.94,1.655e-1,,1.655e-1
265.99,4.217e-1,,4.217e-1
266.04,1.002e+0,,1.002e+0
266.09,2.218e+0,,2.218e+0
266.14,4.576e+0,,4.576e+0
266.19,8.801e+0,,8.801e+0
266.24,1.578e+1,,1.578e+1
266.29,2.637e+1,,2.637e+1
266.34,4.107e+1,,4.107e+1
266.39,5.962e+1,,5.962e+1
266.44,8.067e+1,,8.067e+1
266.49,1.017e+2,,1.017e+2
266.54,1.196e+2,,1.196e+2
266.59,1.311e+2,,1.311e+2
266.64,1.339e+2,,1.339e+2
266.69,1.274e+2,,1.274e+2
266.74,1.131e+2,,1.131e+2
266.79,9.351e+1,,9.351e+1
266.84,7.209e+1,,7.209e+1
266.89,5.179e+1,,5.179e+1
266.94,3.469e+1,,3.469e+1
266.99,2.165e+1,,2.165e+1
267.04,1.260e+1,,1.260e+1
267.09,6.833e+0,,6.833e+0
267.14,3.454e+0,,3.454e+0
267.19,1.627e+0,,1.627e+0
267.24,7.147e-1,,7.147e-1
267.29,2.925e-1,,2.925e-1
267.34,1.116e-1,,1.116e-1
267.39,3.977e-2,,3.977e-2
267.44,1.341e-2,,1.341e-2
267.49,4.864e-3,,4.864e-3
267.54,3.483e-3,,3.483e-3
267.59,6.559e-3,,6.559e-3
267.64,1.581e-2,,1.581e-2
267.69,3.700e-2,,3.700e-2
267.74,8.108e-2,,8.108e-2
267.79,1.658e-1,,1.658e-1
267.84,3.164e-1,,3.164e-1
267.89,5.634e-1,,5.634e-1
267.94,9.359e-1,,9.359e-1
267.99,1.452e+0,,1.452e+0
268.04,2.104e+0,,2.104e+0
268.09,2.855e+0,,2.855e+0
268.14,3.652e+0,,3.652e+0
268.19,4.459e+0,,4.459e+0
268.24,5.349e+0,,5.349e+0
268.29,6.636e+0,,6.636e+0
268.34,9.072e+0,,9.072e+0
268.39,1.407e+1,,1.407e+1
268.44,2.392e+1,,2.392e+1
268.49,4.181e+1,,4.181e+1
268.54,7.155e+1,,7.155e+1
268.59,1.167e+2,,1.167e+2
268.64,1.793e+2,,1.793e+2
268.69,2.580e+2,,2.580e+2
268.74,3.470e+2,,3.470e+2
268.79,4.357e+2,,4.357e+2
268.84,5.107e+2,,5.107e+2
268.89,5.587e+2,,5.587e+2
268.94,5.704e+2,,5.704e+2
268.99,5.434e+2,,5.434e+2
269.04,4.832e+2,,4.832e+2
269.09,4.009e+2,,4.009e+2
269.14,3.104e+2,,3.104e+2
269.19,2.243e+2,,2.243e+2
269.24,1.513e+2,,1.513e+2
269.29,9.524e+1,,9.524e+1
269.34,5.608e+1,,5.608e+1
269.39,3.115e+1,,3.115e+1
269.44,1.701e+1,,1.701e+1
269.49,1.070e+1,,1.070e+1
269.54,1.055e+1,,1.055e+1
269.59,1.648e+1,,1.648e+1
269.64,3.006e+1,,3.006e+1
269.69,5.421e+1,,5.421e+1
269.74,9.259e+1,,9.259e+1
269.79,1.486e+2,,1.486e+2
269.84,2.237e+2,,2.237e+2
269.89,3.164e+2,,3.164e+2
269.94,4.212e+2,,4.212e+2
269.99,5.286e+2,,5.286e+2
270.04,6.272e+2,,6.272e+2
270.09,7.051e+2,,7.051e+2
270.14,7.531e+2,,7.531e+2
270.19,7.660e+2,,7.660e+2
270.24,7.433e+2,,7.433e+2
270.29,6.889e+2,,6.889e+2
270.34,6.098e+2,,6.098e+2
270.39,5.150e+2,,5.150e+2
270.44,4.144e+2,,4.144e+2
270.49,3.168e+2,,3.168e+2
270.54,2.297e+2,,2.297e+2
270.59,1.575e+2,,1.575e+2
270.64,1.023e+2,,1.023e+2
270.69,6.340e+1,,6.340e+1
270.74,3.908e+1,,3.908e+1
270.79,2.723e+1,,2.723e+1
270.84,2.666e+1,,2.666e+1
270.89,3.759e+1,,3.759e+1
270.94,6.175e+1,,6.175e+1
270.99,1.016e+2,,1.016e+2
271.04,1.593e+2,,1.593e+2
271.09,2.342e+2,,2.342e+2
271.14,3.223e+2,,3.223e+2
271.19,4.147e+2,,4.147e+2
271.24,4.989e+2,,4.989e+2
271.29,5.618e+2,,5.618e+2
271.34,5.933e+2,,5.933e+2
271.39,5.894e+2,,5.894e+2
271.44,5.549e+2,,5.549e+2
271.49,5.016e+2,,5.016e+2
271.54,4.451e+2,,4.451e+2
271.59,4.004e+2,,4.004e+2
271.64,3.774e+2,,3.774e+2
271.69,3.783e+2,,3.783e+2
271.74,3.981e+2,,3.981e+2
271.79,4.263e+2,,4.263e+2
271.84,4.510e+2,,4.510e+2
271.89,4.623e+2,,4.623e+2
271.94,4.551e+2,,4.551e+2
271.99,4.292e+2,,4.292e+2
272.04,3.885e+2,,3.885e+2
272.09,3.389e+2,,3.389e+2
272.14,2.861e+2,,2.861e+2
272.19,2.345e+2,,2.345e+2
272.24,1.866e+2,,1.866e+2
272.29,1.439e+2,,1.439e+2
272.34,1.071e+2,,1.071e+2
272.39,7.647e+1,,7.647e+1
272.44,5.211e+1,,5.211e+1
272.49,3.371e+1,,3.371e+1
272.54,2.061e+1,,2.061e+1
272.59,1.188e+1,,1.188e+1
272.64,6.435e+0,,6.435e+0
272.69,3.271e+0,,3.271e+0
272.74,1.558e+0,,1.558e+0
272.79,6.954e-1,,6.954e-1
272.84,2.908e-1,,2.908e-1
272.89,1.149e-1,,1.149e-1
272.94,4.580e-2,,4.580e-2
272.99,2.629e-2,,2.629e-2
273.04,3.606e-2,,3.606e-2
273.09,7.805e-2,,7.805e-2
273.14,1.750e-1,,1.750e-1
273.19,3.720e-1,,3.720e-1
273.24,7.420e-1,,7.420e-1
273.29,1.386e+0,,1.386e+0
273.34,2.427e+0,,2.427e+0
273.39,3.985e+0,,3.985e+0
273.44,6.141e+0,,6.141e+0
273.49,8.892e+0,,8.892e+0
273.54,1.212e+1,,1.212e+1
273.59,1.557e+1,,1.557e+1
273.64,1.892e+1,,1.892e+1
273.69,2.181e+1,,2.181e+1
273.74,2.392e+1,,2.392e+1
273.79,2.508e+1,,2.508e+1
273.84,2.525e+1,,2.525e+1
273.89,2.455e+1,,2.455e+1
273.94,2.327e+1,,2.327e+1
273.99,2.182e+1,,2.182e+1
274.04,2.079e+1,,2.079e+1
274.09,2.091e+1,,2.091e+1
274.14,2.299e+1,,2.299e+1
274.19,2.773e+1,,2.773e+1
274.24,3.554e+1,,3.554e+1
274.29,4.622e+1,,4.622e+1
274.34,5.882e+1,,5.882e+1
274.39,7.166e+1,,7.166e+1
274.44,8.262e+1,,8.262e+1
274.49,8.962e+1,,8.962e+1
274.54,9.121e+1,,9.121e+1
274.59,8.697e+1,,8.697e+1
274.64,7.765e+1,,7.765e+1
274.69,6.490e+1,,6.490e+1
274.74,5.077e+1,,5.077e+1
274.79,3.717e+1,,3.717e+1
274.84,2.546e+1,,2.546e+1
274.89,1.632e+1,,1.632e+1
274.94,9.795e+0,,9.795e+0
274.99,5.499e+0,9.870e-13,5.499e+0
275.04,2.890e+0,8.251e-12,2.890e+0
275.09,1.421e+0,6.461e-11,1.421e+0
275.14,6.538e-1,4.739e-10,6.538e-1
275.19,2.815e-1,3.256e-9,2.815e-1
275.24,1.134e-1,2.096e-8,1.134e-1
275.29,4.278e-2,1.264e-7,4.278e-2
275.34,1.510e-2,7.139e-7,1.510e-2
275.39,4.989e-3,3.777e-6,4.985e-3
275.44,1.559e-3,1.872e-5,1.541e-3
275.49,5.325e-4,8.693e-5,4.456e-4
275.54,4.987e-4,3.781e-4,1.206e-4
275.59,1.571e-3,1.540e-3,3.055e-5
275.64,5.886e-3,5.879e-3,7.299e-6
275.69,2.102e-2,2.102e-2,1.939e-6
275.74,7.040e-2,7.039e-2,2.047e-6
275.79,2.209e-1,2.208e-1,8.309e-6
275.84,6.491e-1,6.490e-1,3.717e-5
275.89,1.787e+0,1.787e+0,1.569e-4
275.94,4.608e+0,4.608e+0,6.208e-4
275.99,1.113e+1,1.113e+1,2.301e-3
276.04,2.520e+1,2.519e+1,7.991e-3
276.09,5.343e+1,5.340e+1,2.600e-2
276.14,1.061e+2,1.060e+2,7.925e-2
276.19,1.975e+2,1.973e+2,2.263e-1
276.24,3.443e+2,3.437e+2,6.056e-1
276.29,5.626e+2,5.611e+2,1.518e+0
276.34,8.615e+2,8.579e+2,3.566e+0
276.39,1.237e+3,1.229e+3,7.846e+0
276.44,1.665e+3,1.649e+3,1.618e+1
276.49,2.104e+3,2.073e+3,3.124e+1
276.54,2.497e+3,2.440e+3,5.654e+1
276.59,2.787e+3,2.692e+3,9.587e+1
276.64,2.933e+3,2.781e+3,1.523e+2
276.69,2.918e+3,2.692e+3,2.266e+2
276.74,2.756e+3,2.440e+3,3.160e+2
276.79,2.485e+3,2.073e+3,4.128e+2
276.84,2.154e+3,1.649e+3,5.052e+2
276.89,1.808e+3,1.229e+3,5.794e+2
276.94,1.480e+3,8.579e+2,6.224e+2
276.99,1.188e+3,5.611e+2,6.265e+2
277.04,9.345e+2,3.437e+2,5.908e+2
277.09,7.192e+2,1.973e+2,5.220e+2
277.14,5.381e+2,1.060e+2,4.321e+2
277.19,3.885e+2,5.340e+1,3.351e+2
277.24,2.687e+2,2.519e+1,2.435e+2
277.29,1.769e+2,1.113e+1,1.657e+2
277.34,1.103e+2,4.608e+0,1.057e+2
277.39,6.495e+1,1.787e+0,6.317e+1
277.44,3.601e+1,6.490e-1,3.536e+1
277.49,1.877e+1,2.208e-1,1.855e+1
277.54,9.186e+0,7.039e-2,9.115e+0
277.59,4.218e+0,2.102e-2,4.197e+0
277.64,1.816e+0,5.879e-3,1.810e+0
277.69,7.331e-1,1.540e-3,7.316e-1
277.74,2.774e-1,3.781e-4,2.770e-1
277.79,9.835e-2,8.693e-5,9.827e-2
277.84,3.268e-2,1.872e-5,3.266e-2
277.89,1.017e-2,3.777e-6,1.017e-2
277.94,2.968e-3,7.139e-7,2.967e-3
277.99,8.111e-4,1.264e-7,8.109e-4
278.04,2.077e-4,2.096e-8,2.077e-4
278.09,4.983e-5,3.256e-9,4.982e-5
278.14,1.120e-5,4.739e-10,1.120e-5
278.19,2.359e-6,6.461e-11,2.359e-6
278.24,4.654e-7,8.251e-12,4.654e-7
278.29,8.603e-8,9.870e-13,8.603e-8
278.34,1.490e-8,,1.490e-8
278.39,2.418e-9,,2.418e-9
278.44,3.676e-10,,3.676e-10
278.49,5.235e-11,,5.235e-11
278.54,6.986e-12,,6.986e-12
278.59,8.734e-13,,8.734e-13
278.64,1.023e-13,,1.023e-13
280.74,8.650e-13,8.650e-13,
280.79,7.062e-12,7.062e-12,
280.84,5.416e-11,5.416e-11,
280.89,3.900e-10,3.900e-10,
280.94,2.639e-9,2.639e-9,
280.99,1.677e-8,1.677e-8,
281.04,1.001e-7,1.001e-7,
281.09,5.608e-7,5.608e-7,
281.14,2.952e-6,2.952e-6,
281.19,1.460e-5,1.460e-5,
281.24,6.780e-5,6.780e-5,
281.29,2.958e-4,2.958e-4,
281.34,1.212e-3,1.212e-3,
281.39,4.663e-3,4.663e-3,
281.44,1.686e-2,1.686e-2,
281.49,5.722e-2,5.722e-2,
281.54,1.825e-1,1.825e-1,
281.59,5.464e-1,5.464e-1,
281.64,1.537e+0,1.537e+0,
281.69,4.061e+0,4.061e+0,
281.74,1.008e+1,1.008e+1,
281.79,2.349e+1,2.349e+1,
281.84,5.142e+1,5.142e+1,
281.89,1.057e+2,1.057e+2,
281.94,2.042e+2,2.042e+2,
281.99,3.703e+2,3.703e+2,
282.04,6.309e+2,6.309e+2,3.722e-14
282.09,1.010e+3,1.010e+3,2.981e-13
282.14,1.517e+3,1.517e+3,2.244e-12
282.19,2.142e+3,2.142e+3,1.587e-11
282.24,2.840e+3,2.840e+3,1.055e-10
282.29,3.536e+3,3.536e+3,6.591e-10
282.34,4.136e+3,4.136e+3,3.870e-9
282.39,4.544e+3,4.544e+3,2.135e-8
282.44,4.689e+3,4.689e+3,1.107e-7
282.49,4.544e+3,4.544e+3,5.395e-7
282.54,4.136e+3,4.136e+3,2.471e-6
282.59,3.536e+3,3.536e+3,1.063e-5
282.64,2.840e+3,2.840e+3,4.301e-5
282.69,2.142e+3,2.142e+3,1.635e-4
282.74,1.517e+3,1.517e+3,5.840e-4
282.79,1.010e+3,1.010e+3,1.961e-3
282.84,6.309e+2,6.309e+2,6.186e-3
282.89,3.703e+2,3.703e+2,1.834e-2
282.94,2.042e+2,2.042e+2,5.110e-2
282.99,1.058e+2,1.057e+2,1.338e-1
283.04,5.174e+1,5.142e+1,3.293e-1
283.09,2.425e+1,2.349e+1,7.617e-1
283.14,1.173e+1,1.008e+1,1.655e+0
283.19,7.442e+0,4.061e+0,3.381e+0
283.24,8.028e+0,1.537e+0,6.491e+0
283.29,1.226e+1,5.464e-1,1.171e+1
283.34,2.004e+1,1.825e-1,1.985e+1
283.39,3.169e+1,5.722e-2,3.163e+1
283.44,4.738e+1,1.686e-2,4.736e+1
283.49,6.665e+1,4.663e-3,6.665e+1
283.54,8.814e+1,1.212e-3,8.814e+1
283.59,1.095e+2,2.958e-4,1.095e+2
283.64,1.279e+2,6.780e-5,1.279e+2
283.69,1.404e+2,1.460e-5,1.404e+2
283.74,1.449e+2,2.952e-6,1.449e+2
283.79,1.404e+2,5.608e-7,1.404e+2
283.84,1.279e+2,1.001e-7,1.279e+2
283.89,1.095e+2,1.677e-8,1.095e+2
283.94,8.814e+1,2.639e-9,8.814e+1
283.99,6.665e+1,3.900e-10,6.665e+1
284.04,4.736e+1,5.416e-11,4.736e+1
284.09,3.163e+1,7.062e-12,3.163e+1
284.14,1.985e+1,8.650e-13,1.985e+1
284.19,1.171e+1,,1.171e+1
284.24,6.491e+0,,6.491e+0
284.29,3.381e+0,,3.381e+0
284.34,1.655e+0,,1.655e+0
284.39,7.617e-1,,7.617e-1
284.44,3.293e-1,,3.293e-1
284.49,1.338e-1,,1.338e-1
284.54,5.110e-2,,5.110e-2
284.59,1.834e-2,,1.834e-2
284.64,6.186e-3,,6.186e-3
284.69,1.963e-3,,1.963e-3
284.74,5.911e-4,,5.911e-4
284.79,1.879e-4,,1.879e-4
284.84,1.217e-4,,1.217e-4
284.89,2.488e-4,,2.488e-4
284.94,6.811e-4,,6.811e-4
284.99,1.819e-3,,1.819e-3
285.04,4.584e-3,,4.584e-3
285.09,1.087e-2,,1.087e-2
285.14,2.423e-2,,2.423e-2
285.19,5.083e-2,,5.083e-2
285.24,1.003e-1,,1.003e-1
285.29,1.861e-1,,1.861e-1
285.34,3.249e-1,,3.249e-1
285.39,5.336e-1,,5.336e-1
285.44,8.241e-1,,8.241e-1
285.49,1.197e+0,,1.197e+0
285.54,1.636e+0,,1.636e+0
285.59,2.103e+0,,2.103e+0
285.64,2.542e+0,,2.542e+0
285.69,2.891e+0,,2.891e+0
285.74,3.092e+0,,3.092e+0
285.79,3.111e+0,,3.111e+0
285.84,2.945e+0,,2.945e+0
285.89,2.621e+0,,2.621e+0
285.94,2.195e+0,,2.195e+0
285.99,1.729e+0,,1.729e+0
286.04,1.281e+0,,1.281e+0
286.09,8.923e-1,,8.923e-1
286.14,5.849e-1,,5.849e-1
286.19,3.606e-1,,3.606e-1
286.24,2.091e-1,,2.091e-1
286.29,1.141e-1,,1.141e-1
286.34,5.852e-2,,5.852e-2
286.39,2.824e-2,,2.824e-2
286.44,1.282e-2,,1.282e-2
286.49,5.474e-3,,5.474e-3
286.54,2.200e-3,,2.200e-3
286.59,8.376e-4,,8.376e-4
286.64,3.238e-4,,3.238e-4
286.69,2.077e-4,,2.077e-4
286.74,4.210e-4,,4.210e-4
286.79,1.322e-3,,1.322e-3
286.84,4.161e-3,,4.161e-3
286.89,1.240e-2,,1.240e-2
286.94,3.483e-2,,3.483e-2
286.99,9.207e-2,,9.207e-2
287.04,2.291e-1,,2.291e-1
287.09,5.368e-1,,5.368e-1
287.14,1.184e+0,,1.184e+0
287.19,2.458e+0,,2.458e+0
287.24,4.805e+0,,4.805e+0
287.29,8.841e+0,,8.841e+0
287.34,1.532e+1,,1.532e+1
287.39,2.498e+1,,2.498e+1
287.44,3.835e+1,,3.835e+1
287.49,5.542e+1,,5.542e+1
287.54,7.541e+1,,7.541e+1
287.59,9.661e+1,,9.661e+1
287.64,1.165e+2,,1.165e+2
287.69,1.324e+2,,1.324e+2
287.74,1.417e+2,,1.417e+2
287.79,1.431e+2,,1.431e+2
287.84,1.365e+2,,1.365e+2
287.89,1.237e+2,,1.237e+2
287.94,1.075e+2,,1.075e+2
287.99,9.134e+1,,9.134e+1
288.04,7.831e+1,,7.831e+1
288.09,7.073e+1,,7.073e+1
288.14,6.955e+1,,6.955e+1
288.19,7.432e+1,,7.432e+1
288.24,8.329e+1,,8.329e+1
288.29,9.385e+1,,9.385e+1
288.34,1.031e+2,,1.031e+2
288.39,1.085e+2,,1.085e+2
288.44,1.084e+2,,1.084e+2
288.49,1.024e+2,,1.024e+2
288.54,9.121e+1,,9.121e+1
288.59,7.657e+1,,7.657e+1
288.64,6.055e+1,,6.055e+1
288.69,4.510e+1,,4.510e+1
288.74,3.163e+1,,3.163e+1
288.79,2.089e+1,,2.089e+1
288.84,1.299e+1,,1.299e+1
288.89,7.611e+0,,7.611e+0
288.94,4.197e+0,,4.197e+0
288.99,2.180e+0,,2.180e+0
289.04,1.066e+0,,1.066e+0
289.09,4.910e-1,,4.910e-1
289.14,2.129e-1,,2.129e-1
289.19,8.695e-2,,8.695e-2
289.24,3.344e-2,,3.344e-2
289.29,1.211e-2,,1.211e-2
289.34,4.129e-3,,4.129e-3
289.39,1.326e-3,,1.326e-3
289.44,4.009e-4,,4.009e-4
289.49,1.141e-4,,1.141e-4
289.54,3.060e-5,,3.060e-5
289.59,7.726e-6,,7.726e-6
289.64,1.837e-6,,1.837e-6
289.69,4.112e-7,,4.112e-7
289.74,8.670e-8,,8.670e-8
289.79,1.721e-8,,1.721e-8
289.84,3.218e-9,,3.218e-9
289.89,5.664e-10,,5.664e-10
289.94,9.389e-11,,9.389e-11
289.99,1.466e-11,,1.466e-11
290.04,2.154e-12,,2.154e-12
290.09,2.982e-13,,2.982e-13
290.14,3.886e-14,,3.886e-14
294.35,1.071e-12,1.071e-12,
294.4,7.833e-12,7.833e-12,
294.45,5.413e-11,5.413e-11,
294.5,3.533e-10,3.533e-10,
294.55,2.179e-9,2.179e-9,
294.6,1.269e-8,1.269e-8,
294.65,6.980e-8,6.980e-8,
294.7,3.627e-7,3.627e-7,
294.75,1.780e-6,1.780e-6,
294.8,8.254e-6,8.254e-6,
294.85,3.614e-5,3.614e-5,
294.9,1.495e-4,1.495e-4,
294.95,5.842e-4,5.842e-4,
295,2.156e-3,2.156e-3,
295.05,7.516e-3,7.516e-3,
295.1,2.475e-2,2.475e-2,
295.15,7.698e-2,7.698e-2,
295.2,2.262e-1,2.262e-1,
295.25,6.277e-1,6.277e-1,
295.3,1.645e+0,1.645e+0,
295.35,4.074e+0,4.074e+0,
295.4,9.528e+0,9.528e+0,
295.45,2.105e+1,2.105e+1,
295.5,4.392e+1,4.392e+1,
295.55,8.657e+1,8.657e+1,
295.6,1.612e+2,1.612e+2,
295.65,2.835e+2,2.835e+2,
295.7,4.708e+2,4.708e+2,
295.75,7.388e+2,7.388e+2,
295.8,1.095e+3,1.095e+3,
295.85,1.533e+3,1.533e+3,
295.9,2.027e+3,2.027e+3,
295.95,2.532e+3,2.532e+3,
296,2.987e+3,2.987e+3,
296.05,3.329e+3,3.329e+3,
296.1,3.504e+3,3.504e+3,
296.15,3.484e+3,3.484e+3,
296.2,3.272e+3,3.272e+3,
296.25,2.903e+3,2.903e+3,
296.3,2.433e+3,2.433e+3,
296.35,1.926e+3,1.926e+3,
296.4,1.440e+3,1.440e+3,
296.45,1.017e+3,1.017e+3,
296.5,6.782e+2,6.782e+2,
296.55,4.273e+2,4.273e+2,
296.6,2.543e+2,2.543e+2,
296.65,1.430e+2,1.430e+2,
296.7,7.593e+1,7.593e+1,
296.75,3.809e+1,3.809e+1,
296.8,1.804e+1,1.804e+1,
296.85,8.076e+0,8.076e+0,
296.9,3.414e+0,3.414e+0,
296.95,1.363e+0,1.363e+0,
297,5.141e-1,5.141e-1,
297.05,1.832e-1,1.832e-1,
297.1,6.163e-2,6.163e-2,
297.15,1.959e-2,1.959e-2,
297.2,5.882e-3,5.882e-3,
297.25,1.668e-3,1.668e-3,
297.3,4.468e-4,4.468e-4,
297.35,1.131e-4,1.131e-4,
297.4,2.702e-5,2.702e-5,
297.45,6.101e-6,6.101e-6,
297.5,1.301e-6,1.301e-6,
297.55,2.621e-7,2.621e-7,
297.6,4.986e-8,4.986e-8,
297.65,8.961e-9,8.961e-9,
297.7,1.521e-9,1.521e-9,
297.75,2.439e-10,2.439e-10,
297.8,3.694e-11,3.694e-11,
297.85,5.285e-12,5.285e-12,
297.9,7.142e-13,7.142e-13,
304.5,1.345e-13,1.345e-13,
304.55,9.305e-13,9.305e-13,
304.6,6.102e-12,6.102e-12,
304.65,3.795e-11,3.795e-11,
304.7,2.237e-10,2.237e-10,
304.75,1.251e-9,1.251e-9,
304.8,6.627e-9,6.627e-9,
304.85,3.330e-8,3.330e-8,
304.9,1.586e-7,1.586e-7,
304.95,7.166e-7,7.166e-7,
305,3.069e-6,3.069e-6,
305.05,1.246e-5,1.246e-5,
305.1,4.796e-5,4.796e-5,
305.15,1.751e-4,1.751e-4,
305.2,6.058e-4,6.058e-4,
305.25,1.988e-3,1.988e-3,
305.3,6.183e-3,6.183e-3,
305.35,1.824e-2,1.824e-2,
305.4,5.099e-2,5.099e-2,
305.45,1.352e-1,1.352e-1,
305.5,3.398e-1,3.398e-1,
305.55,8.099e-1,8.099e-1,
305.6,1.830e+0,1.830e+0,
305.65,3.920e+0,3.920e+0,
305.7,7.963e+0,7.963e+0,
305.75,1.533e+1,1.533e+1,
305.8,2.800e+1,2.800e+1,
305.85,4.847e+1,4.847e+1,
305.9,7.956e+1,7.956e+1,
305.95,1.238e+2,1.238e+2,
306,1.827e+2,1.827e+2,
306.05,2.555e+2,2.555e+2,
306.1,3.389e+2,3.389e+2,
306.15,4.261e+2,4.261e+2,
306.2,5.081e+2,5.081e+2,
306.25,5.743e+2,5.743e+2,
306.3,6.155e+2,6.155e+2,
306.35,6.254e+2,6.254e+2,
306.4,6.025e+2,6.025e+2,
306.45,5.503e+2,5.503e+2,
306.5,4.766e+2,4.766e+2,
306.55,3.913e+2,3.913e+2,
306.6,3.046e+2,3.046e+2,
306.65,2.248e+2,2.248e+2,
306.7,1.573e+2,1.573e+2,
306.75,1.044e+2,1.044e+2,
306.8,6.567e+1,6.567e+1,
306.85,3.917e+1,3.917e+1,
306.9,2.215e+1,2.215e+1,
306.95,1.187e+1,1.187e+1,
307,6.036e+0,6.036e+0,
307.05,2.909e+0,2.909e+0,
307.1,1.329e+0,1.329e+0,
307.15,5.759e-1,5.759e-1,
307.2,2.365e-1,2.365e-1,
307.25,9.212e-2,9.212e-2,
307.3,3.401e-2,3.401e-2,
307.35,1.191e-2,1.191e-2,
307.4,3.952e-3,3.952e-3,
307.45,1.244e-3,1.244e-3,
307.5,3.711e-4,3.711e-4,
307.55,1.050e-4,1.050e-4,
307.6,2.815e-5,2.815e-5,
307.65,7.159e-6,7.159e-6,
307.7,1.726e-6,1.726e-6,
307.75,3.945e-7,3.945e-7,
307.8,8.551e-8,8.551e-8,
307.85,1.757e-8,1.757e-8,
307.9,3.423e-9,3.423e-9,
307.95,6.323e-10,6.323e-10,
308,1.107e-10,1.107e-10,
