Wavelength,Sum
366.4,-7.777777778
366.57,-7.555555556
366.73,-11.66666667
366.9,-9.777777778
367.07,-1.222222222
367.23,-3.444444444
367.4,-7.333333333
367.57,-8.777777778
367.73,-2.666666667
367.9,16.66666667
368.07,11.77777778
368.23,15.77777778
368.4,15.11111111
368.57,6.111111111
368.73,12.11111111
368.9,14.77777778
369.07,16
369.23,23.66666667
369.4,13.66666667
369.57,13.55555556
369.73,0.555555556
369.9,-1.777777778
370.07,2.777777778
370.23,-7.666666667
370.4,3
370.57,6.444444444
370.73,0.444444444
370.9,3.333333333
371.06,6.111111111
371.23,4.444444444
371.4,15.77777778
371.56,14.66666667
371.73,32.22222222
371.9,25.55555556
372.06,18.11111111
372.23,19
372.4,16.66666667
372.56,13.22222222
372.73,32
372.9,22.22222222
373.06,33
373.23,31.11111111
373.4,23.44444444
373.56,29
373.73,30.22222222
373.89,34.44444444
374.06,33.77777778
374.23,24.55555556
374.39,26.44444444
374.56,25.44444444
374.73,21.77777778
374.89,17.77777778
375.06,22.11111111
375.23,19
375.39,-2.555555556
375.56,-7.555555556
375.72,-8.222222222
375.89,-6.333333333
376.06,-16.33333333
376.22,-19.11111111
376.39,-14.22222222
376.56,-23.11111111
376.72,-14.11111111
376.89,-8.222222222
377.05,-4.444444444
377.22,-3.777777778
377.39,-7.666666667
377.55,-2.555555556
377.72,-2.444444444
377.89,-4.111111111
378.05,0.111111111
378.22,-9.666666667
378.38,6.222222222
378.55,16.66666667
378.72,13.22222222
378.88,15
379.05,5.777777778
379.22,4.333333333
379.38,10.88888889
379.55,1.555555556
379.71,12.88888889
379.88,8.666666667
380.05,3.333333333
380.21,12.77777778
380.38,14
380.54,24
380.71,25.22222222
380.88,9
381.04,18.88888889
381.21,7
381.38,-0.333333333
381.54,-5.333333333
381.71,-11.88888889
381.87,-10.77777778
382.04,-11.77777778
382.21,-8.777777778
382.37,6.333333333
382.54,12.11111111
382.7,22.77777778
382.87,30.44444444
383.04,42.66666667
383.2,40
383.37,32.88888889
383.53,33.11111111
383.7,30.11111111
383.87,36.33333333
384.03,28.11111111
384.2,17.55555556
384.36,20.55555556
384.53,10.77777778
384.7,18.55555556
384.86,17.77777778
385.03,17.66666667
385.19,23.11111111
385.36,12.55555556
385.53,10.66666667
385.69,15.22222222
385.86,13.11111111
386.02,17.88888889
386.19,3.666666667
386.36,4.777777778
386.52,9.444444444
386.69,12.44444444
386.85,5.888888889
387.02,14.33333333
387.18,17.33333333
387.35,21.33333333
387.52,15.44444444
387.68,32.22222222
387.85,39.66666667
388.01,40.77777778
388.18,39.55555556
388.35,47.33333333
388.51,55
388.68,55.44444444
388.84,46.55555556
389.01,56.44444444
389.17,51.88888889
389.34,50.66666667
389.51,50.55555556
389.67,44.44444444
389.84,46.88888889
390,51.11111111
390.17,54.88888889
390.34,66.22222222
390.5,77.11111111
390.67,84.77777778
390.83,91.33333333
391,101.7777778
391.16,110.2222222
391.33,129
391.5,119.2222222
391.66,113.8888889
391.83,131.3333333
391.99,126.4444444
392.16,130.6666667
392.32,144
392.49,152.5555556
392.66,290.8888889
392.82,635.1111111
392.99,2216.888889
393.15,4531.666667
393.32,7049.333333
393.48,8833.777778
393.65,9749.111111
393.81,10300.22222
393.98,10715
394.15,10964
394.31,11068
394.48,10132.66667
394.64,9722.777778
394.81,10549
394.97,13280.88889
395.14,16779.88889
395.3,19086.66667
395.47,20388.77778
395.64,20918.88889
395.8,20985.44444
395.97,20741.22222
396.13,19197.88889
396.3,16077.88889
396.46,11825.77778
396.63,7638.222222
396.79,4901.222222
396.96,3313
397.13,2523.333333
397.29,2134
397.46,1852
397.62,1658.666667
397.79,1554.888889
397.95,1541
398.12,1673
398.28,2000.444444
398.45,2185.444444
398.61,2416.777778
398.78,2581.111111
398.95,2703.777778
399.11,2713.444444
399.28,2742.888889
399.44,2554.111111
399.61,2252.777778
399.77,1839
399.94,1567.444444
400.1,1224.777778
400.27,964.2222222
400.43,778
400.6,642.2222222
400.76,495.1111111
400.93,489.5555556
401.1,482.7777778
401.26,492.7777778
401.43,459.5555556
401.59,480.2222222
401.76,470.7777778
401.92,462.3333333
402.09,471.7777778
402.25,528.3333333
402.42,563.3333333
402.58,582.2222222
402.75,631.1111111
402.91,723.4444444
403.08,792.3333333
403.24,972.3333333
403.41,1160.111111
403.57,1352.333333
403.74,1408
403.91,1404.222222
404.07,1355.888889
404.24,1286.666667
404.4,1187.111111
404.57,1153
404.73,984.7777778
404.9,803.5555556
405.06,596
405.23,556
405.39,500.6666667
405.56,580.2222222
405.72,600.2222222
405.89,723.6666667
406.05,756.5555556
406.22,825.6666667
406.38,886.1111111
406.55,1016.888889
406.71,1036.555556
406.88,1127.333333
407.04,1077.777778
407.21,1102.555556
407.37,1027
407.54,1004
407.7,936.2222222
407.87,891.8888889
408.03,777.3333333
408.2,693
408.36,605.6666667
408.53,598.7777778
408.69,529.8888889
408.86,509.3333333
409.02,469.1111111
409.19,479.4444444
409.35,425.1111111
409.52,412.8888889
409.68,420.7777778
409.85,420.8888889
410.01,406.8888889
410.18,436.2222222
410.34,427.7777778
410.51,408.2222222
410.67,374.8888889
410.84,394.7777778
411,411.8888889
411.17,422.7777778
411.33,425.2222222
411.5,411
411.66,388.2222222
411.83,398.2222222
411.99,380
412.16,410.4444444
412.32,428.8888889
412.49,423.5555556
412.65,405.8888889
412.82,410.3333333
412.98,424.8888889
413.15,441
413.31,405.5555556
413.48,455.6666667
413.64,412.4444444
413.81,407.7777778
413.97,365.5555556
414.14,405.6666667
414.3,390.2222222
414.47,382.4444444
414.63,381.2222222
414.8,409.1111111
414.96,392.4444444
415.13,414.5555556
415.29,393.8888889
415.45,436.6666667
415.62,392.7777778
415.78,403.4444444
415.95,388.4444444
416.11,373.4444444
416.28,351
416.44,373.5555556
416.61,374.4444444
416.77,412.7777778
416.94,392.1111111
417.1,406.8888889
417.27,419.8888889
417.43,464.5555556
417.6,480.3333333
417.76,518.8888889
417.93,521.7777778
418.09,553
418.25,569.3333333
418.42,639
418.58,635.1111111
418.75,627.8888889
418.91,605.8888889
419.08,631
419.24,591.1111111
419.41,579.2222222
419.57,541.7777778
419.74,526.7777778
419.9,467.1111111
420.07,463
420.23,433.8888889
420.39,423.2222222
420.56,395
420.72,429.8888889
420.89,418.2222222
421.05,432.3333333
421.22,409.4444444
421.38,428.8888889
421.55,414.3333333
421.71,422.3333333
421.88,420
422.04,453.5555556
422.2,450.7777778
422.37,498
422.53,490.4444444
422.7,523.3333333
422.86,523
423.03,543
423.19,557.6666667
423.36,584.4444444
423.52,546.3333333
423.68,526.8888889
423.85,468.8888889
424.01,464.8888889
424.18,419.5555556
424.34,394.1111111
424.51,384.1111111
424.67,390.5555556
424.84,359.3333333
425,355
425.16,333.7777778
425.33,335
425.49,336.6666667
425.66,329.1111111
425.82,311.7777778
425.99,289.8888889
426.15,265.1111111
426.31,275.5555556
426.48,260.7777778
426.64,268
426.81,251
426.97,220.8888889
427.14,202.8888889
427.3,197.1111111
427.46,210
427.63,192.6666667
427.79,162.2222222
427.96,163.3333333
428.12,150.5555556
428.29,155.7777778
428.45,168.1111111
428.61,171
428.78,182.1111111
428.94,158.6666667
429.11,171.6666667
429.27,180.5555556
429.44,169.4444444
429.6,168.2222222
429.76,166.2222222
429.93,156.5555556
430.09,161.3333333
430.26,149
430.42,168.7777778
430.58,157.1111111
430.75,171.3333333
430.91,183.5555556
431.08,188.4444444
431.24,192.1111111
431.41,220.4444444
431.57,235.6666667
431.73,251.4444444
431.9,251
432.06,266.1111111
432.23,277.4444444
432.39,293.8888889
432.55,318.2222222
432.72,345.5555556
432.88,370.7777778
433.05,377.2222222
433.21,407.1111111
433.37,437
433.54,465.6666667
433.7,475.5555556
433.87,556.2222222
434.03,583.5555556
434.19,637
434.36,700.3333333
434.52,830.2222222
434.69,945.1111111
434.85,1038.666667
435.01,1053.777778
435.18,1071.777778
435.34,999.1111111
435.51,955.5555556
435.67,874.6666667
435.83,753.4444444
436,591.5555556
436.16,437.7777778
436.33,325.8888889
436.49,260.5555556
436.65,226.7777778
436.82,203.6666667
436.98,203.3333333
437.15,204.1111111
437.31,208
437.47,226.4444444
437.64,221.2222222
437.8,208.4444444
437.96,223.6666667
438.13,215.4444444
438.29,228.3333333
438.46,222.8888889
438.62,217.3333333
438.78,231.2222222
438.95,252.6666667
439.11,276.5555556
439.28,316.4444444
439.44,320.6666667
439.6,354.4444444
439.77,367.4444444
439.93,410.4444444
440.09,436.8888889
440.26,452.3333333
440.42,474.3333333
440.59,543.2222222
440.75,526.7777778
440.91,557.4444444
441.08,547.6666667
441.24,558
441.4,590.7777778
441.57,628.7777778
441.73,627
441.89,642.5555556
442.06,606.4444444
442.22,676.5555556
442.39,741.8888889
442.55,757.5555556
442.71,765.3333333
442.88,814.7777778
443.04,863.6666667
443.2,964.3333333
443.37,1006
443.53,1080.222222
443.7,1094.333333
443.86,1127.333333
444.02,1208
444.19,1187.444444
444.35,1127.666667
444.51,1068
444.68,1003.666667
444.84,914.5555556
445,786.5555556
445.17,685.7777778
445.33,560.4444444
445.49,442.4444444
445.66,438.4444444
445.82,398
445.98,351.6666667
446.15,295.3333333
446.31,281.5555556
446.48,269.1111111
446.64,276.2222222
446.8,255.4444444
446.97,250.4444444
447.13,249.4444444
447.29,226.3333333
447.46,207.3333333
447.62,210.3333333
447.78,199.5555556
447.95,214
448.11,182.4444444
448.27,171.6666667
448.44,164
448.6,132.4444444
448.76,125.2222222
448.93,137.7777778
449.09,119.6666667
449.25,118.3333333
449.42,112
449.58,135.7777778
449.74,160.8888889
449.91,161
450.07,165.6666667
450.23,166.5555556
450.4,157.6666667
450.56,170.7777778
450.72,152.1111111
450.89,149.6666667
451.05,139.1111111
451.21,142.3333333
451.38,142.5555556
451.54,144.7777778
451.7,146.1111111
451.87,146.2222222
452.03,150
452.19,174.7777778
452.36,183.1111111
452.52,181.6666667
452.68,151.6666667
452.85,149.6666667
453.01,141.7777778
453.17,128.2222222
453.34,111.8888889
453.5,96.66666667
453.66,89.66666667
453.83,76.88888889
453.99,66
454.15,85.88888889
454.31,81.33333333
454.48,73.88888889
454.64,75.44444444
454.8,86.55555556
454.97,98.88888889
455.13,95.11111111
455.29,91.33333333
455.46,101.3333333
455.62,79
455.78,74.55555556
455.95,76.44444444
456.11,90
456.27,87.33333333
456.44,74.22222222
456.6,73
456.76,74
456.92,76.22222222
457.09,95.22222222
457.25,95.88888889
457.41,110.2222222
457.58,116.2222222
457.74,137
457.9,154
458.07,170.4444444
458.23,207.3333333
458.39,216.8888889
458.55,226.3333333
458.72,300.6666667
458.88,432.1111111
459.04,517.4444444
459.21,604.1111111
459.37,688.6666667
459.53,778.2222222
459.7,862
459.86,972.3333333
460.02,1046.555556
460.18,1127
460.35,1141.222222
460.51,1130
460.67,1164.555556
460.84,1253
461,1350.555556
461.16,1462.555556
461.32,1593.666667
461.49,1807.333333
461.65,1986.111111
461.81,2146.555556
461.98,2479.888889
462.14,2690.555556
462.3,2849.222222
462.46,2952.777778
462.63,3003.222222
462.79,3094.555556
462.95,3054
463.12,3000.555556
463.28,2941.111111
463.44,2721
463.6,2574.666667
463.77,2394.555556
463.93,2222.777778
464.09,2107.888889
464.25,1868.777778
464.42,1729.555556
464.58,1583.555556
464.74,1472.222222
464.91,1433.666667
465.07,1441.444444
465.23,1543.444444
465.39,1557.333333
465.56,1533.111111
465.72,1523.777778
465.88,1556.777778
466.04,1503.333333
466.21,1476.555556
466.37,1391.777778
466.53,1275.555556
466.69,1054.222222
466.86,961.3333333
467.02,850.1111111
467.18,794.2222222
467.34,662.3333333
467.51,597.4444444
467.67,498.1111111
467.83,450.5555556
468,368.1111111
468.16,362.6666667
468.32,317.8888889
468.48,328.8888889
468.65,311.6666667
468.81,337.5555556
468.97,337
469.13,362.2222222
469.3,347
469.46,346.6666667
469.62,318.8888889
469.78,340.8888889
469.95,323.8888889
470.11,319
470.27,288.3333333
470.43,281.6666667
470.6,249.4444444
470.76,258.1111111
470.92,240.5555556
471.08,244.3333333
471.25,229.4444444
471.41,211.6666667
471.57,194.8888889
471.73,183.5555556
471.89,185.1111111
472.06,202.8888889
472.22,204.3333333
472.38,224.8888889
472.54,220.7777778
472.71,231.3333333
472.87,247.4444444
473.03,287.7777778
473.19,306.4444444
473.36,317.7777778
473.52,309.8888889
473.68,296.4444444
473.84,280.5555556
474.01,286.5555556
474.17,251.5555556
474.33,246.3333333
474.49,204.2222222
474.65,182.7777778
474.82,169.3333333
474.98,168.1111111
475.14,173
475.3,186
475.47,190.1111111
475.63,202.1111111
475.79,204.3333333
475.95,220.1111111
476.11,227
476.28,238.4444444
476.44,238.7777778
476.6,297.1111111
476.76,311.7777778
476.93,352.2222222
477.09,386.1111111
477.25,427.6666667
477.41,479.6666667
477.57,534.3333333
477.74,575.3333333
477.9,638.5555556
478.06,623.8888889
478.22,699.7777778
478.39,698.1111111
478.55,742.2222222
478.71,764.2222222
478.87,754.7777778
479.03,767.5555556
479.2,837
479.36,824.7777778
479.52,884.5555556
479.68,833.3333333
479.84,832.6666667
480.01,806.8888889
480.17,753.1111111
480.33,730.4444444
480.49,694.4444444
480.65,593.4444444
480.82,552.8888889
480.98,461.4444444
481.14,460.3333333
481.3,455
481.46,447.6666667
481.63,439.3333333
481.79,416.1111111
481.95,406.2222222
482.11,408.2222222
482.27,409.5555556
482.44,401.8888889
482.6,382.8888889
482.76,355.1111111
482.92,332.6666667
483.08,360.4444444
483.25,363.2222222
483.41,354.8888889
483.57,357.4444444
483.73,389.4444444
483.89,405.3333333
484.05,411.2222222
484.22,396.1111111
484.38,449.6666667
484.54,450.1111111
484.7,487.8888889
484.86,510.1111111
485.03,495.8888889
485.19,500.1111111
485.35,508.5555556
485.51,498.1111111
485.67,542.5555556
485.83,508.1111111
486,517.5555556
486.16,495.3333333
486.32,489.6666667
486.48,510.1111111
486.64,486.3333333
486.81,499
486.97,519.2222222
487.13,498.7777778
487.29,495
487.45,525.7777778
487.61,574.5555556
487.78,596
487.94,627.7777778
488.1,628.8888889
488.26,649.6666667
488.42,652
488.58,691
488.75,694.4444444
488.91,657
489.07,628.4444444
489.23,637.8888889
489.39,614.4444444
489.55,659.3333333
489.72,671.4444444
489.88,717.6666667
490.04,716.3333333
490.2,782.2222222
490.36,778.4444444
490.52,800.7777778
490.69,788.2222222
490.85,808.3333333
491.01,801.4444444
491.17,832.5555556
491.33,789.6666667
491.49,774.1111111
491.65,721.2222222
491.82,776.2222222
491.98,823.7777778
492.14,892.4444444
492.3,890.1111111
492.46,912.2222222
492.62,847.6666667
492.78,888
492.95,930.7777778
493.11,948.1111111
493.27,952.8888889
493.43,976.8888889
493.59,935.4444444
493.75,1039.555556
493.92,1004.777778
494.08,1090.333333
494.24,1115.777778
494.4,1144.888889
494.56,1191.777778
494.72,1226.444444
494.88,1201.555556
495.04,1378.777778
495.21,1331.111111
495.37,1458.222222
495.53,1512.555556
495.69,1645.333333
495.85,1735
496.01,1841.222222
496.17,2001.444444
496.34,2138
496.5,2159.444444
496.66,2366.777778
496.82,2550.666667
496.98,2778
497.14,2964.666667
497.3,3319.666667
497.46,3683.888889
497.63,4071.888889
497.79,4605.555556
497.95,5217.333333
498.11,5767.666667
498.27,6633.888889
498.43,7548.666667
498.59,8712.666667
498.75,9756.222222
498.92,11122.55556
499.08,12295.11111
499.24,13446.33333
499.4,14466.77778
499.56,15552.33333
499.72,15905.44444
499.88,16153.33333
500.04,15898.88889
500.21,15489.88889
500.37,14579.77778
500.53,13747.11111
500.69,12579.66667
500.85,11486.44444
501.01,10137.88889
501.17,9140.666667
501.33,8086.777778
501.49,7233.777778
501.65,6473.777778
501.82,5856.222222
501.98,5193.111111
502.14,4827.555556
502.3,4282.555556
502.46,3969.777778
502.62,3646.222222
502.78,3513.777778
502.94,3351.777778
503.1,3241.111111
503.27,3104.666667
503.43,3060
503.59,2917.888889
503.75,2878.555556
503.91,2760
504.07,2667
504.23,2443.555556
504.39,2238.333333
504.55,2033.222222
504.71,1858.222222
504.87,1629
505.04,1486.888889
505.2,1351.555556
505.36,1300
505.52,1226
505.68,1139.444444
505.84,1053.444444
506,1027.222222
506.16,965.1111111
506.32,936
506.48,872.4444444
506.64,812.5555556
506.81,714.8888889
506.97,666.1111111
507.13,616.3333333
507.29,614.6666667
507.45,541.3333333
507.61,532.7777778
507.77,486.3333333
507.93,462
508.09,441.1111111
508.25,439.4444444
508.41,405.5555556
508.57,400.2222222
508.74,373.1111111
508.9,374.8888889
509.06,337.3333333
509.22,349.3333333
509.38,333
509.54,323.7777778
509.7,319.6666667
509.86,321.1111111
510.02,315.8888889
510.18,323.1111111
510.34,305.5555556
510.5,317.5555556
510.66,323.1111111
510.82,329
510.98,336.7777778
511.15,312.1111111
511.31,293.6666667
511.47,284.3333333
511.63,291.4444444
511.79,294.1111111
511.95,305.3333333
512.11,277
512.27,279.2222222
512.43,289.6666667
512.59,312
512.75,345.6666667
512.91,350.7777778
513.07,362.7777778
513.23,379.4444444
513.39,371.1111111
513.55,398.5555556
513.71,414.8888889
513.88,394.4444444
514.04,444
514.2,443.5555556
514.36,481.5555556
514.52,505.2222222
514.68,575.1111111
514.84,600
515,652.3333333
515.16,696.6666667
515.32,837.4444444
515.48,837.6666667
515.64,978.1111111
515.8,1070.888889
515.96,1163.111111
516.12,1225.666667
516.28,1433.666667
516.44,1602
516.6,1729.555556
516.76,1765.555556
516.92,1917.333333
517.08,1883.111111
517.24,1887.333333
517.4,1869.333333
517.56,1776.888889
517.73,1597.555556
517.89,1450.333333
518.05,1295.666667
518.21,1173.888889
518.37,997.3333333
518.53,903.4444444
518.69,780.4444444
518.85,676.2222222
519.01,620.8888889
519.17,567.1111111
519.33,476.7777778
519.49,430
519.65,389.1111111
519.81,359.5555556
519.97,328.6666667
520.13,329.3333333
520.29,291.6666667
520.45,281
520.61,260.4444444
520.77,276.7777778
520.93,278.2222222
521.09,269.2222222
521.25,262
521.41,250
521.57,212.1111111
521.73,229.5555556
521.89,222.3333333
522.05,223
522.21,203.4444444
522.37,187.2222222
522.53,172.3333333
522.69,173.4444444
522.85,155.4444444
523.01,168.5555556
523.17,148.2222222
523.33,154
523.49,157.5555556
523.65,141.2222222
523.81,139.6666667
523.97,145.3333333
524.13,135.3333333
524.29,155.2222222
524.45,135.2222222
524.61,145.5555556
524.77,158.3333333
524.93,164.7777778
525.09,164.2222222
525.25,169
525.41,156.3333333
525.57,151
525.73,131
525.89,143.2222222
526.05,132.6666667
526.21,117
526.37,97.11111111
526.53,110.7777778
526.69,98.11111111
526.85,96
527.01,99.44444444
527.17,121.3333333
527.33,119.8888889
527.49,133.8888889
527.65,131.8888889
527.81,135.6666667
527.97,133
528.13,141
528.29,142.6666667
528.45,147.2222222
528.61,139.7777778
528.77,135.4444444
528.93,133.5555556
529.09,142.8888889
529.25,143.1111111
529.41,144.5555556
529.57,133.8888889
529.73,135.8888889
529.89,130.7777778
530.05,120.8888889
530.21,116.6666667
530.37,123.8888889
530.53,119.7777778
530.69,133.3333333
530.85,126.7777778
531.01,139
531.17,155.8888889
531.33,166.3333333
531.49,160.6666667
531.65,170.3333333
531.81,152.1111111
531.97,140.7777778
532.12,114.3333333
532.28,124
532.44,130.3333333
532.6,125
532.76,118.1111111
532.92,116.6666667
533.08,113.4444444
533.24,121.3333333
533.4,133.7777778
533.56,151.3333333
533.72,150.3333333
533.88,143.4444444
534.04,130
534.2,117.2222222
534.36,115.7777778
534.52,123.7777778
534.68,112.1111111
534.84,99.88888889
535,97.66666667
535.16,87.66666667
535.32,82
535.48,80.44444444
535.64,78
535.79,76.88888889
535.95,52.66666667
536.11,60.77777778
536.27,67.22222222
536.43,68.88888889
536.59,70.66666667
536.75,71.77777778
536.91,72.66666667
537.07,78.88888889
537.23,86.77777778
537.39,105.7777778
537.55,116.2222222
537.71,105
537.87,104.7777778
538.03,101.8888889
538.19,102.4444444
538.35,111.3333333
538.5,112.1111111
538.66,114.5555556
538.82,123.8888889
538.98,114.8888889
539.14,121
539.3,112.3333333
539.46,108.4444444
539.62,107.5555556
539.78,93.88888889
539.94,91.88888889
540.1,91
540.26,84.22222222
540.42,90.22222222
540.58,93.88888889
540.73,87.22222222
540.89,92.33333333
541.05,94.66666667
541.21,101.8888889
541.37,121.2222222
541.53,119.3333333
541.69,106.5555556
541.85,101.3333333
542.01,95.33333333
542.17,102.8888889
542.33,99.22222222
542.49,90.44444444
542.65,87.55555556
542.8,77.22222222
542.96,86.66666667
543.12,90
543.28,88.44444444
543.44,89.77777778
543.6,89
543.76,101.3333333
543.92,127.4444444
544.08,149.6666667
544.24,146.3333333
544.4,154.6666667
544.55,185.6666667
544.71,258.3333333
544.87,325.7777778
545.03,415
545.19,454
545.35,467.3333333
545.51,460.6666667
545.67,466.6666667
545.83,451.2222222
545.99,428.7777778
546.14,355.7777778
546.3,292.7777778
546.46,210.8888889
546.62,164.7777778
546.78,139.2222222
546.94,151.8888889
547.1,145.4444444
547.26,153.4444444
547.42,151.2222222
547.58,167
547.73,196.5555556
547.89,198
548.05,204.2222222
548.21,230.5555556
548.37,207.7777778
548.53,215.8888889
548.69,237
548.85,246.1111111
549.01,237.8888889
549.16,212.5555556
549.32,227.6666667
549.48,238.8888889
549.64,200.2222222
549.8,209.2222222
549.96,215
550.12,189.5555556
550.28,190.4444444
550.43,190.2222222
550.59,185.7777778
550.75,195
550.91,182
551.07,203.2222222
551.23,206.6666667
551.39,214.8888889
551.55,250.7777778
551.7,273.2222222
551.86,300
552.02,356.2222222
552.18,359.3333333
552.34,392.8888889
552.5,396.6666667
552.66,395.4444444
552.81,398.4444444
552.97,358
553.13,332.7777778
553.29,321
553.45,274.3333333
553.61,253.4444444
553.77,217
553.93,204.4444444
554.08,207.3333333
554.24,193.3333333
554.4,201.7777778
554.56,199.5555556
554.72,174.1111111
554.88,166.7777778
555.04,144.8888889
555.19,147.7777778
555.35,142.8888889
555.51,133.7777778
555.67,121
555.83,117.2222222
555.99,108.2222222
556.15,114.2222222
556.3,104.4444444
556.46,115.8888889
556.62,130
556.78,131.1111111
556.94,126.3333333
557.1,131.4444444
557.25,128.4444444
557.41,126.8888889
557.57,126.5555556
557.73,140
557.89,155.1111111
558.05,156.3333333
558.2,167.8888889
558.36,179.5555556
558.52,173.7777778
558.68,194
558.84,193.4444444
559,210.7777778
559.15,206.7777778
559.31,191.7777778
559.47,174.6666667
559.63,168.6666667
559.79,155.6666667
559.95,177.5555556
560.1,160.8888889
560.26,167.2222222
560.42,154
560.58,150.8888889
560.74,146
560.9,145.5555556
561.05,139.7777778
561.21,137.2222222
561.37,105.3333333
561.53,105.6666667
561.69,108.7777778
561.85,131.6666667
562,149.8888889
562.16,159.5555556
562.32,187.2222222
562.48,240.4444444
562.64,263
562.79,295.7777778
562.95,311
563.11,327.3333333
563.27,326.5555556
563.43,318.7777778
563.59,338.6666667
563.74,362.5555556
563.9,347.3333333
564.06,395.4444444
564.22,455.8888889
564.38,490.7777778
564.53,564.4444444
564.69,662.8888889
564.85,780
565.01,934.8888889
565.17,1123.333333
565.32,1385.333333
565.48,1637.333333
565.64,1862
565.8,2111.777778
565.96,2352.222222
566.11,2606.777778
566.27,2916
566.43,3150.777778
566.59,3375.333333
566.75,3505.666667
566.9,3645.444444
567.06,3690.666667
567.22,3648.777778
567.38,3523
567.54,3333.111111
567.69,3064.222222
567.85,2756.888889
568.01,2344.555556
568.17,1988
568.33,1574.777778
568.48,1283.666667
568.64,1057.111111
568.8,909.6666667
568.96,751.7777778
569.11,613.2222222
569.27,535.1111111
569.43,509.2222222
569.59,457.6666667
569.75,447.6666667
569.9,395.2222222
570.06,373.3333333
570.22,319.6666667
570.38,294.3333333
570.54,277.5555556
570.69,257.8888889
570.85,231.5555556
571.01,214.7777778
571.17,179.6666667
571.32,176.4444444
571.48,148.1111111
571.64,135.8888889
571.8,133.8888889
571.95,115
572.11,104.4444444
572.27,104.1111111
572.43,91.44444444
572.59,94.22222222
572.74,85.22222222
572.9,92.44444444
573.06,92.88888889
573.22,80.66666667
573.37,83.55555556
573.53,72.22222222
573.69,61.55555556
573.85,61.22222222
574,40
574.16,34.11111111
574.32,39.22222222
574.48,38.88888889
574.63,29.55555556
574.79,24.77777778
574.95,23.33333333
575.11,26.33333333
575.26,27.44444444
575.42,32.55555556
575.58,44.11111111
575.74,45.44444444
575.9,36.44444444
576.05,45.44444444
576.21,42.44444444
576.37,45.77777778
576.52,33.77777778
576.68,35.11111111
576.84,41.77777778
577,28.55555556
577.15,13.55555556
577.31,12.88888889
577.47,4.666666667
577.63,3.111111111
577.78,9.333333333
577.94,20.11111111
578.1,14.33333333
578.26,-1.222222222
578.41,4.666666667
578.57,-0.444444444
578.73,-5.111111111
578.89,-0.444444444
579.04,0.444444444
579.2,-7.444444444
579.36,0.333333333
579.52,2.777777778
579.67,9.444444444
579.83,0.555555556
579.99,5
580.14,3.444444444
580.3,-2.888888889
580.46,8.444444444
580.62,14.44444444
580.77,-1.222222222
580.93,-13.88888889
581.09,-15.44444444
581.25,-11.33333333
581.4,-3.333333333
581.56,0.555555556
581.72,16.44444444
581.87,19.88888889
582.03,15.77777778
582.19,9.222222222
582.35,15.44444444
582.5,27.11111111
582.66,29.33333333
582.82,29.44444444
582.97,37.11111111
583.13,31.77777778
583.29,18.33333333
583.45,7.333333333
583.6,16.55555556
583.76,17.66666667
583.92,12.22222222
584.07,10.55555556
584.23,11.55555556
584.39,12.55555556
584.55,17.55555556
584.7,14.11111111
584.86,17.11111111
585.02,20.22222222
585.17,18.77777778
585.33,16.55555556
585.49,17.55555556
585.64,19.44444444
585.8,14.77777778
585.96,1.555555556
586.12,0.222222222
586.27,11.33333333
586.43,6.555555556
586.59,5.777777778
586.74,7.888888889
586.9,18.88888889
587.06,6.666666667
587.21,6
587.37,11.22222222
587.53,18.44444444
587.69,18.44444444
587.84,23
588,28.88888889
588.16,46.11111111
588.31,42
588.47,47.11111111
588.63,47
588.78,41.22222222
588.94,33.88888889
589.1,25.11111111
589.25,33.22222222
589.41,42.44444444
589.57,22.66666667
589.72,15
589.88,12
590.04,17.33333333
590.19,24.88888889
590.35,29
590.51,38.33333333
590.67,44.55555556
590.82,38.44444444
590.98,49.77777778
591.14,65.44444444
591.29,82.88888889
591.45,85.66666667
591.61,83.66666667
591.76,100
591.92,108.2222222
592.08,98.55555556
592.23,113.4444444
592.39,122.2222222
592.55,120.5555556
592.7,125.6666667
592.86,128.3333333
593.02,142.3333333
593.17,148.6666667
593.33,147.2222222
593.49,155.7777778
593.64,150.8888889
593.8,133.4444444
593.96,128.8888889
594.11,105.6666667
594.27,100.4444444
594.42,93.44444444
594.58,76.33333333
594.74,69.55555556
594.89,57.77777778
595.05,41.55555556
595.21,38.33333333
595.36,22.77777778
595.52,29.22222222
595.68,29.88888889
595.83,27.44444444
595.99,20.22222222
596.15,11.88888889
596.3,5
596.46,8.111111111
596.62,9.888888889
596.77,20.33333333
596.93,33.22222222
597.09,29.66666667
597.24,23.77777778
597.4,21.88888889
597.55,33.44444444
597.71,33.77777778
597.84,27.22222222
598.02,24.55555556
598.18,35.77777778
598.34,22.66666667
598.49,18.77777778
598.65,19.33333333
598.81,20.11111111
598.96,9.777777778
599.12,6.666666667
599.27,9.444444444
599.43,17.88888889
599.59,3.888888889
599.74,0
599.9,6.666666667
600.14,4.666666667
600.21,18.33333333
600.37,16.22222222
600.52,26.77777778
600.68,30.33333333
600.84,27.66666667
600.99,22.66666667
