Wavelength,Sum,Mg I (3.8e-02),Mg II (9.5e-01),Mg III (8.2e-03)
595.04,4.473e-1,,4.473e-1,
595.09,3.637e-1,,3.637e-1,
595.14,2.917e-1,,2.917e-1,
595.19,2.307e-1,,2.307e-1,
595.24,1.801e-1,,1.801e-1,
595.29,1.386e-1,,1.386e-1,
595.34,1.052e-1,,1.052e-1,
595.39,7.877e-2,,7.877e-2,
595.44,5.817e-2,,5.817e-2,
595.49,4.235e-2,,4.235e-2,
595.54,3.041e-2,,3.041e-2,
595.59,2.154e-2,,2.154e-2,
595.64,1.504e-2,,1.504e-2,
595.69,1.035e-2,,1.035e-2,
595.74,7.031e-3,,7.031e-3,
595.79,4.707e-3,,4.707e-3,
595.84,3.107e-3,,3.107e-3,
595.89,2.022e-3,,2.022e-3,
595.94,1.298e-3,,1.298e-3,
595.99,8.214e-4,,8.214e-4,
596.04,5.125e-4,,5.125e-4,
596.09,3.153e-4,,3.153e-4,
596.14,1.913e-4,,1.913e-4,
596.19,1.144e-4,,1.144e-4,
596.24,6.746e-5,,6.746e-5,
596.29,3.922e-5,,3.922e-5,
596.34,2.248e-5,,2.248e-5,
596.39,1.271e-5,,1.271e-5,
596.44,7.082e-6,,7.082e-6,
596.49,3.891e-6,,3.891e-6,
596.54,2.108e-6,,2.108e-6,
596.59,1.126e-6,,1.126e-6,
596.64,5.930e-7,,5.930e-7,
596.69,3.079e-7,,3.079e-7,
596.74,1.576e-7,,1.576e-7,
596.79,7.956e-8,,7.956e-8,
596.84,3.960e-8,,3.960e-8,
596.89,1.943e-8,,1.943e-8,
596.94,9.399e-9,,9.399e-9,
596.99,4.483e-9,,4.483e-9,
597.04,2.108e-9,,2.108e-9,
597.09,9.775e-10,,9.775e-10,
597.14,4.469e-10,,4.469e-10,
597.19,2.014e-10,,2.014e-10,
597.24,8.951e-11,,8.951e-11,
597.29,3.922e-11,,3.922e-11,
597.34,1.694e-11,,1.694e-11,
597.39,7.216e-12,,7.216e-12,
597.44,3.030e-12,,3.030e-12,
597.49,1.255e-12,,1.255e-12,
597.54,5.121e-13,,5.121e-13,
597.59,2.061e-13,,2.061e-13,
597.64,8.179e-14,,8.179e-14,
597.69,3.200e-14,,3.200e-14,
597.74,1.234e-14,,1.234e-14,
597.79,4.695e-15,,4.695e-15,
597.84,1.760e-15,,1.760e-15,
597.89,6.508e-16,,6.508e-16,
597.94,2.372e-16,,2.372e-16,
